SSC_NAME16	MaxSchoolingCompleted	adults
Ashfield (Qld)	Year 12	299
Ashgrove	Did not go to school	14
Ashgrove	Year 8	188
Ashgrove	Year 9	232
Ashgrove	Year 10	1044
Ashgrove	Year 11	478
Ashgrove	Year 12	7674
Ashmore	Did not go to school	18
Ashmore	Year 8	311
Ashmore	Year 9	441
Ashmore	Year 10	2304
Ashmore	Year 11	781
Ashmore	Year 12	5105
Ashwell	Year 8	3
Ashwell	Year 10	29
Ashwell	Year 11	3
Ashwell	Year 12	30
Aspley	Did not go to school	34
Aspley	Year 8	496
Aspley	Year 9	331
Aspley	Year 10	2021
Aspley	Year 11	609
Aspley	Year 12	5982
Atherton	Did not go to school	33
Atherton	Year 8	523
Atherton	Year 9	382
Atherton	Year 10	1644
Atherton	Year 11	424
Atherton	Year 12	2399
Athol	Year 8	15
Athol	Year 9	3
Athol	Year 10	38
Athol	Year 11	6
Athol	Year 12	49
Atkinsons Dam	Year 8	28
Atkinsons Dam	Year 9	17
Atkinsons Dam	Year 10	51
Atkinsons Dam	Year 11	17
Atkinsons Dam	Year 12	45
Aubigny	Year 8	16
Aubigny	Year 9	13
Aubigny	Year 10	79
Aubigny	Year 11	18
Aubigny	Year 12	69
Auburn (Qld)	Year 10	6
Auburn (Qld)	Year 12	7
Auchenflower	Did not go to school	10
Auchenflower	Year 8	53
Auchenflower	Year 9	35
Auchenflower	Year 10	316
Auchenflower	Year 11	188
Auchenflower	Year 12	4041
Augathella	Did not go to school	8
Augathella	Year 8	61
Augathella	Year 9	24
Augathella	Year 10	110
Augathella	Year 11	25
Augathella	Year 12	97
Augustine Heights	Did not go to school	11
Augustine Heights	Year 8	33
Augustine Heights	Year 9	96
Augustine Heights	Year 10	518
Augustine Heights	Year 11	314
Augustine Heights	Year 12	2298
Aurukun	Did not go to school	15
Aurukun	Year 8	220
Aurukun	Year 9	111
Aurukun	Year 10	315
Aurukun	Year 11	62
Aurukun	Year 12	148
Austinville	Year 8	12
Austinville	Year 9	14
Austinville	Year 10	87
Austinville	Year 11	24
Austinville	Year 12	131
Avenell Heights	Did not go to school	27
Avenell Heights	Year 8	451
Avenell Heights	Year 9	328
Avenell Heights	Year 10	1294
Avenell Heights	Year 11	304
Avenell Heights	Year 12	1333
Avoca (Qld)	Did not go to school	15
Avoca (Qld)	Year 8	388
Avoca (Qld)	Year 9	294
Avoca (Qld)	Year 10	1179
Avoca (Qld)	Year 11	304
Avoca (Qld)	Year 12	1370
Avoca Vale	Year 9	3
Avoca Vale	Year 10	3
Avoca Vale	Year 11	3
Avoca Vale	Year 12	12
Avondale (Qld)	Year 8	57
Avondale (Qld)	Year 9	48
Avondale (Qld)	Year 10	180
Avondale (Qld)	Year 11	51
Avondale (Qld)	Year 12	147
Ayr	Did not go to school	49
Ayr	Year 8	744
Ayr	Year 9	434
Ayr	Year 10	2101
Ayr	Year 11	605
Ayr	Year 12	2508
Babinda (Qld)	Did not go to school	10
Babinda (Qld)	Year 8	115
Babinda (Qld)	Year 9	64
Babinda (Qld)	Year 10	305
Babinda (Qld)	Year 11	109
Babinda (Qld)	Year 12	324
Back Plains	Year 8	4
Back Plains	Year 9	3
Back Plains	Year 10	24
Back Plains	Year 11	3
Back Plains	Year 12	26
Badu Island	Did not go to school	3
Badu Island	Year 8	59
Badu Island	Year 9	34
Badu Island	Year 10	114
Badu Island	Year 11	75
Badu Island	Year 12	213
Baffle Creek	Year 8	7
Baffle Creek	Year 9	11
Baffle Creek	Year 10	50
Baffle Creek	Year 11	13
Baffle Creek	Year 12	36
Baffle West	Year 10	4
Baffle West	Year 12	3
Bahrs Scrub	Year 8	41
Bahrs Scrub	Year 9	73
Bahrs Scrub	Year 10	383
Bahrs Scrub	Year 11	141
Bahrs Scrub	Year 12	713
Bajool	Year 8	41
Bajool	Year 9	28
Bajool	Year 10	121
Bajool	Year 11	21
Bajool	Year 12	97
Bakers Bend	Year 8	3
Bakers Bend	Year 10	10
Bakers Bend	Year 12	11
Bakers Creek (Qld)	Year 8	62
Bakers Creek (Qld)	Year 9	51
Bakers Creek (Qld)	Year 10	287
Bakers Creek (Qld)	Year 11	84
Bakers Creek (Qld)	Year 12	316
Baking Board	Year 8	5
Baking Board	Year 10	20
Baking Board	Year 11	4
Baking Board	Year 12	20
Balberra	Year 8	37
Balberra	Year 9	17
Balberra	Year 10	121
Balberra	Year 11	37
Balberra	Year 12	101
Balcomba	Year 10	3
Balcomba	Year 12	4
Bald Hills (Qld)	Did not go to school	20
Bald Hills (Qld)	Year 8	238
Bald Hills (Qld)	Year 9	230
Bald Hills (Qld)	Year 10	1242
Bald Hills (Qld)	Year 11	394
Bald Hills (Qld)	Year 12	2782
Bald Knob	Year 8	7
Bald Knob	Year 9	8
Bald Knob	Year 10	48
Bald Knob	Year 11	21
Bald Knob	Year 12	123
Balgal Beach	Year 8	64
Balgal Beach	Year 9	65
Balgal Beach	Year 10	284
Balgal Beach	Year 11	67
Balgal Beach	Year 12	223
Balgowan (Qld)	Year 10	3
Balgowan (Qld)	Year 12	3
Ball Bay	Year 8	34
Ball Bay	Year 9	21
Ball Bay	Year 10	110
Ball Bay	Year 11	22
Ball Bay	Year 12	104
Ballandean	Year 8	13
Ballandean	Year 9	16
Ballandean	Year 10	83
Ballandean	Year 11	25
Ballandean	Year 12	122
Ballard	Year 8	7
Ballard	Year 10	47
Ballard	Year 11	3
Ballard	Year 12	61
Ballaroo	Year 8	3
Ballaroo	Year 10	7
Ballaroo	Year 12	19
Ballogie	Year 8	33
Ballogie	Year 9	29
Ballogie	Year 10	71
Ballogie	Year 11	17
Ballogie	Year 12	54
Balmoral (Qld)	Did not go to school	6
Balmoral (Qld)	Year 8	70
Balmoral (Qld)	Year 9	57
Balmoral (Qld)	Year 10	416
Balmoral (Qld)	Year 11	167
Balmoral (Qld)	Year 12	2187
Balmoral Ridge	Year 8	11
Balmoral Ridge	Year 9	6
Balmoral Ridge	Year 10	54
Balmoral Ridge	Year 11	20
Balmoral Ridge	Year 12	137
Balnagowan	Year 8	8
Balnagowan	Year 9	24
Balnagowan	Year 10	104
Balnagowan	Year 11	22
Balnagowan	Year 12	122
Bamaga	Year 8	49
Bamaga	Year 9	16
Bamaga	Year 10	137
Bamaga	Year 11	99
Bamaga	Year 12	397
Bambaroo	Year 8	18
Bambaroo	Year 9	13
Bambaroo	Year 10	33
Bambaroo	Year 11	4
Bambaroo	Year 12	27
Bamboo	Year 8	10
Bamboo	Year 10	26
Bamboo	Year 11	17
Bamboo	Year 12	48
Bamboo Creek	Did not go to school	3
Bamboo Creek	Year 8	9
Bamboo Creek	Year 9	9
Bamboo Creek	Year 10	20
Bamboo Creek	Year 11	6
Bamboo Creek	Year 12	22
Ban Ban	Year 8	4
Ban Ban	Year 9	9
Ban Ban	Year 10	3
Ban Ban	Year 11	3
Ban Ban	Year 12	11
Ban Ban Springs	Year 12	3
Banana	Year 8	34
Banana	Year 9	16
Banana	Year 10	83
Banana	Year 11	17
Banana	Year 12	104
Bancroft	Year 8	7
Bancroft	Year 9	5
Bancroft	Year 10	35
Bancroft	Year 11	3
Bancroft	Year 12	10
Bangalee (Qld)	Year 8	6
Bangalee (Qld)	Year 9	5
Bangalee (Qld)	Year 10	42
Bangalee (Qld)	Year 11	8
Bangalee (Qld)	Year 12	69
Banks Creek	Year 12	3
Banks Pocket	Year 8	4
Banks Pocket	Year 9	7
Banks Pocket	Year 10	52
Banks Pocket	Year 11	6
Banks Pocket	Year 12	49
Banksia Beach	Did not go to school	13
Banksia Beach	Year 8	321
Banksia Beach	Year 9	329
Banksia Beach	Year 10	1655
Banksia Beach	Year 11	464
Banksia Beach	Year 12	2084
Bannockburn (Qld)	Year 8	16
Bannockburn (Qld)	Year 9	30
Bannockburn (Qld)	Year 10	145
Bannockburn (Qld)	Year 11	52
Bannockburn (Qld)	Year 12	309
Banyo	Did not go to school	34
Banyo	Year 8	284
Banyo	Year 9	164
Banyo	Year 10	953
Banyo	Year 11	318
Banyo	Year 12	2672
Bapaume	Year 8	4
Bapaume	Year 9	11
Bapaume	Year 10	42
Bapaume	Year 11	3
Bapaume	Year 12	28
Barakula	Year 8	3
Baralaba	Year 8	43
Baralaba	Year 9	18
Baralaba	Year 10	83
Baralaba	Year 11	23
Baralaba	Year 12	86
Barambah	Year 8	4
Barambah	Year 10	9
Barambah	Year 12	16
Barcaldine	Did not go to school	3
Barcaldine	Year 8	115
Barcaldine	Year 9	52
Barcaldine	Year 10	283
Barcaldine	Year 11	75
Barcaldine	Year 12	476
Barcaldine Downs	Year 12	11
Bardon	Did not go to school	18
Bardon	Year 8	139
Bardon	Year 9	142
Bardon	Year 10	707
Bardon	Year 11	351
Bardon	Year 12	5638
Baree	Did not go to school	3
Baree	Year 8	23
Baree	Year 9	7
Baree	Year 10	53
Baree	Year 11	18
Baree	Year 12	23
Barellan Point	Did not go to school	3
Barellan Point	Year 8	26
Barellan Point	Year 9	37
Barellan Point	Year 10	259
Barellan Point	Year 11	73
Barellan Point	Year 12	479
Bargara	Did not go to school	12
Bargara	Year 8	389
Bargara	Year 9	401
Bargara	Year 10	1904
Bargara	Year 11	550
Bargara	Year 12	2627
Bargunyah	Year 10	3
Bargunyah	Year 12	16
Barker Creek Flat	Year 8	7
Barker Creek Flat	Year 9	3
Barker Creek Flat	Year 10	9
Barker Creek Flat	Year 11	3
Barker Creek Flat	Year 12	19
Barkly (Qld)	Year 10	11
Barkly (Qld)	Year 12	13
Barlil	Year 10	12
Barlil	Year 11	6
Barlil	Year 12	14
Barlows Hill	Did not go to school	3
Barlows Hill	Year 8	31
Barlows Hill	Year 9	32
Barlows Hill	Year 10	181
Barlows Hill	Year 11	51
Barlows Hill	Year 12	291
Barlyne	Year 12	3
Barmaryee	Year 8	27
Barmaryee	Year 9	25
Barmaryee	Year 10	204
Barmaryee	Year 11	73
Barmaryee	Year 12	295
Barmoya	Year 8	5
Barmoya	Year 10	19
Barmoya	Year 11	7
Barmoya	Year 12	21
Barnard	Year 10	9
Barnard	Year 12	10
Barney Point	Year 8	62
Barney Point	Year 9	66
Barney Point	Year 10	261
Barney Point	Year 11	68
Barney Point	Year 12	274
Barney View	Year 8	6
Barney View	Year 10	18
Barney View	Year 11	5
Barney View	Year 12	14
Baroondah	Year 12	3
Barramornie	Year 10	3
Barramornie	Year 12	3
Barratta (Qld)	Year 8	3
Barratta (Qld)	Year 9	7
Barratta (Qld)	Year 10	17
Barratta (Qld)	Year 11	3
Barratta (Qld)	Year 12	15
Barrine	Year 8	13
Barrine	Year 9	10
Barrine	Year 10	56
Barrine	Year 11	18
Barrine	Year 12	89
Barringha	Year 9	3
Barringha	Year 10	23
Barringha	Year 11	3
Barringha	Year 12	18
Barron	Year 8	4
Barron	Year 10	13
Barron	Year 11	6
Barron	Year 12	13
Bartle Frere	Year 8	5
Bartle Frere	Year 9	6
Bartle Frere	Year 10	45
Bartle Frere	Year 11	15
Bartle Frere	Year 12	43
Basalt (Qld)	Year 8	11
Basalt (Qld)	Year 9	12
Basalt (Qld)	Year 10	56
Basalt (Qld)	Year 11	5
Basalt (Qld)	Year 12	55
Basin Pocket	Year 8	56
Basin Pocket	Year 9	32
Basin Pocket	Year 10	218
Basin Pocket	Year 11	53
Basin Pocket	Year 12	292
Battery Hill	Did not go to school	3
Battery Hill	Year 8	95
Battery Hill	Year 9	132
Battery Hill	Year 10	575
Battery Hill	Year 11	206
Battery Hill	Year 12	966
Bauhinia	Year 10	10
Bauhinia	Year 12	5
Bauple	Year 8	49
Bauple	Year 9	42
Bauple	Year 10	208
Bauple	Year 11	41
Bauple	Year 12	165
Bauple Forest	Year 12	3
Bayrick	Year 10	5
Bayview Heights	Did not go to school	11
Bayview Heights	Year 8	148
Bayview Heights	Year 9	142
Bayview Heights	Year 10	874
Bayview Heights	Year 11	292
Bayview Heights	Year 12	1664
Beach Holm	Year 9	5
Beach Holm	Year 10	6
Beach Holm	Year 11	3
Beach Holm	Year 12	12
Beachmere	Did not go to school	10
Beachmere	Year 8	261
Beachmere	Year 9	273
Beachmere	Year 10	1162
Beachmere	Year 11	303
Beachmere	Year 12	1153
Beaconsfield (Qld)	Did not go to school	10
Beaconsfield (Qld)	Year 8	307
Beaconsfield (Qld)	Year 9	246
Beaconsfield (Qld)	Year 10	1214
Beaconsfield (Qld)	Year 11	416
Beaconsfield (Qld)	Year 12	1812
Beatrice	Year 8	3
Beatrice	Year 9	3
Beatrice	Year 10	24
Beatrice	Year 11	11
Beatrice	Year 12	33
Beaudesert	Did not go to school	21
Beaudesert	Year 8	556
Beaudesert	Year 9	417
Beaudesert	Year 10	1437
Beaudesert	Year 11	405
Beaudesert	Year 12	1645
Beaufort (Qld)	Year 10	19
Beaufort (Qld)	Year 12	17
Beaver Rock	Year 9	3
Beaver Rock	Year 10	14
Beaver Rock	Year 11	5
Beaver Rock	Year 12	15
Bedourie	Year 8	3
Bedourie	Year 9	3
Bedourie	Year 10	21
Bedourie	Year 11	5
Bedourie	Year 12	31
Beebo	Year 8	3
Beebo	Year 9	9
Beebo	Year 10	20
Beebo	Year 11	3
Beebo	Year 12	23
Beecher	Year 8	28
Beecher	Year 9	42
Beecher	Year 10	218
Beecher	Year 11	72
Beecher	Year 12	265
Beechmont	Year 8	33
Beechmont	Year 9	34
Beechmont	Year 10	172
Beechmont	Year 11	64
Beechmont	Year 12	341
Beelbee	Year 8	3
Beelbee	Year 10	10
Beelbi Creek	Year 8	8
Beelbi Creek	Year 9	9
Beelbi Creek	Year 10	38
Beelbi Creek	Year 11	11
Beelbi Creek	Year 12	41
Beenaam Valley	Year 9	3
Beenaam Valley	Year 10	16
Beenaam Valley	Year 11	3
Beenaam Valley	Year 12	22
Beenleigh	Did not go to school	47
Beenleigh	Year 8	465
Beenleigh	Year 9	493
Beenleigh	Year 10	1792
Beenleigh	Year 11	600
Beenleigh	Year 12	2539
Beerburrum	Year 8	35
Beerburrum	Year 9	38
Beerburrum	Year 10	196
Beerburrum	Year 11	64
Beerburrum	Year 12	212
Beeron	Year 10	5
Beerwah	Did not go to school	8
Beerwah	Year 8	286
Beerwah	Year 9	373
Beerwah	Year 10	1551
Beerwah	Year 11	495
Beerwah	Year 12	2169
Begonia	Year 8	3
Begonia	Year 10	9
Begonia	Year 12	21
Beilba	Year 8	3
Beilba	Year 10	8
Beilba	Year 12	11
Belcong	Year 9	3
Belcong	Year 10	11
Belcong	Year 11	7
Belcong	Year 12	15
Belgian Gardens	Did not go to school	6
Belgian Gardens	Year 8	60
Belgian Gardens	Year 9	58
Belgian Gardens	Year 10	300
Belgian Gardens	Year 11	128
Belgian Gardens	Year 12	962
Belivah	Year 8	11
Belivah	Year 9	16
Belivah	Year 10	50
Belivah	Year 11	32
Belivah	Year 12	160
Bell (Qld)	Did not go to school	3
Bell (Qld)	Year 8	40
Bell (Qld)	Year 9	28
Bell (Qld)	Year 10	139
Bell (Qld)	Year 11	26
Bell (Qld)	Year 12	119
Bella Creek	Year 9	3
Bella Creek	Year 10	8
Bella Creek	Year 11	3
Bella Creek	Year 12	19
Bellara	Did not go to school	13
Bellara	Year 8	302
Bellara	Year 9	238
Bellara	Year 10	944
Bellara	Year 11	215
Bellara	Year 12	869
Bellbird Park	Did not go to school	35
Bellbird Park	Year 8	160
Bellbird Park	Year 9	252
Bellbird Park	Year 10	1109
Bellbird Park	Year 11	452
Bellbird Park	Year 12	2639
Bellbowrie	Did not go to school	3
Bellbowrie	Year 8	66
Bellbowrie	Year 9	125
Bellbowrie	Year 10	678
Bellbowrie	Year 11	296
Bellbowrie	Year 12	3020
Bellenden Ker	Year 8	15
Bellenden Ker	Year 9	8
Bellenden Ker	Year 10	67
Bellenden Ker	Year 11	10
Bellenden Ker	Year 12	75
Belli Park	Year 8	20
Belli Park	Year 9	32
Belli Park	Year 10	162
Belli Park	Year 11	49
Belli Park	Year 12	227
Bellmere	Did not go to school	15
Bellmere	Year 8	196
Bellmere	Year 9	279
Bellmere	Year 10	1270
Bellmere	Year 11	435
Bellmere	Year 12	1890
Bells Bridge	Year 8	9
Bells Bridge	Year 9	12
Bells Bridge	Year 10	56
Bells Bridge	Year 11	9
Bells Bridge	Year 12	58
Bells Creek	Year 8	13
Bells Creek	Year 9	10
Bells Creek	Year 10	11
Bells Creek	Year 11	16
Bells Creek	Year 12	28
Bellthorpe	Year 8	4
Bellthorpe	Year 9	7
Bellthorpe	Year 10	25
Bellthorpe	Year 11	7
Bellthorpe	Year 12	49
Belmont (Qld)	Did not go to school	12
Belmont (Qld)	Year 8	105
Belmont (Qld)	Year 9	116
Belmont (Qld)	Year 10	636
Belmont (Qld)	Year 11	239
Belmont (Qld)	Year 12	2236
Belmunda	Year 10	3
Belvedere	Did not go to school	14
Belvedere	Year 8	49
Belvedere	Year 9	45
Belvedere	Year 10	163
Belvedere	Year 11	60
Belvedere	Year 12	298
Belyando	Year 9	5
Belyando	Year 10	13
Belyando	Year 11	4
Belyando	Year 12	18
Bemerside	Year 8	18
Bemerside	Year 9	15
Bemerside	Year 10	66
Bemerside	Year 11	16
Bemerside	Year 12	67
Benair	Year 8	8
Benair	Year 9	15
Benair	Year 10	34
Benair	Year 11	8
Benair	Year 12	42
Benaraby	Year 8	33
Benaraby	Year 9	53
Benaraby	Year 10	312
Benaraby	Year 11	99
Benaraby	Year 12	330
Benarkin	Year 8	10
Benarkin	Year 9	7
Benarkin	Year 10	23
Benarkin	Year 11	3
Benarkin	Year 12	6
Benarkin North	Year 8	28
Benarkin North	Year 9	19
Benarkin North	Year 10	97
Benarkin North	Year 11	25
Benarkin North	Year 12	56
Benholme	Year 8	11
Benholme	Year 9	3
Benholme	Year 10	24
Benholme	Year 11	5
Benholme	Year 12	17
Benobble	Year 10	5
Benobble	Year 12	17
Benowa	Did not go to school	24
Benowa	Year 8	185
Benowa	Year 9	286
Benowa	Year 10	1301
Benowa	Year 11	520
Benowa	Year 12	4046
Bentley Park	Did not go to school	66
Bentley Park	Year 8	214
Bentley Park	Year 9	285
Bentley Park	Year 10	1349
Bentley Park	Year 11	628
Bentley Park	Year 12	2735
Berajondo	Year 8	7
Berajondo	Year 9	5
Berajondo	Year 10	21
Berajondo	Year 11	6
Berajondo	Year 12	16
Berat	Year 8	4
Berat	Year 9	4
Berat	Year 10	33
Berat	Year 11	7
Berat	Year 12	33
Bergen	Year 8	3
Bergen	Year 9	8
Bergen	Year 10	27
Bergen	Year 12	18
Berrinba	Did not go to school	7
Berrinba	Year 8	37
Berrinba	Year 9	37
Berrinba	Year 10	182
Berrinba	Year 11	81
Berrinba	Year 12	565
Berserker	Did not go to school	38
Berserker	Year 8	516
Berserker	Year 9	369
Berserker	Year 10	1538
Berserker	Year 11	430
Berserker	Year 12	2015
Bethania	Did not go to school	33
Bethania	Year 8	462
Bethania	Year 9	322
Bethania	Year 10	1232
Bethania	Year 11	365
Bethania	Year 12	1653
Biarra	Year 8	17
Biarra	Year 9	25
Biarra	Year 10	58
Biarra	Year 11	26
Biarra	Year 12	59
Biboohra	Year 8	36
Biboohra	Year 9	31
Biboohra	Year 10	127
Biboohra	Year 11	34
Biboohra	Year 12	172
Biddaddaba	Year 8	8
Biddaddaba	Year 9	6
Biddaddaba	Year 10	33
Biddaddaba	Year 11	9
Biddaddaba	Year 12	69
Biddeston	Year 8	20
Biddeston	Year 9	18
Biddeston	Year 10	66
Biddeston	Year 11	12
Biddeston	Year 12	99
Bidwill (Qld)	Year 8	26
Bidwill (Qld)	Year 9	21
Bidwill (Qld)	Year 10	141
Bidwill (Qld)	Year 11	34
Bidwill (Qld)	Year 12	137
Biggenden	Did not go to school	8
Biggenden	Year 8	112
Biggenden	Year 9	57
Biggenden	Year 10	215
Biggenden	Year 11	56
Biggenden	Year 12	163
Biggera Waters	Did not go to school	38
Biggera Waters	Year 8	268
Biggera Waters	Year 9	371
Biggera Waters	Year 10	1496
Biggera Waters	Year 11	623
Biggera Waters	Year 12	3729
Bilinga	Did not go to school	3
Bilinga	Year 8	37
Bilinga	Year 9	81
Bilinga	Year 10	373
Bilinga	Year 11	104
Bilinga	Year 12	708
Billa Billa	Year 9	4
Billa Billa	Year 10	13
Billa Billa	Year 11	3
Billa Billa	Year 12	39
Biloela	Did not go to school	26
Biloela	Year 8	394
Biloela	Year 9	239
Biloela	Year 10	1089
Biloela	Year 11	366
Biloela	Year 12	1865
Bilyana	Year 8	17
Bilyana	Year 9	16
Bilyana	Year 10	53
Bilyana	Year 11	16
Bilyana	Year 12	38
Bindebango	Year 10	5
Bindebango	Year 12	3
Bingegang	Year 10	7
Bingegang	Year 11	3
Bingegang	Year 12	7
Bingil Bay	Year 8	10
Bingil Bay	Year 9	12
Bingil Bay	Year 10	82
Bingil Bay	Year 11	38
Bingil Bay	Year 12	167
Binjour	Year 8	21
Binjour	Year 9	8
Binjour	Year 10	20
Binjour	Year 11	3
Binjour	Year 12	17
Binna Burra (Qld)	Year 12	4
Birdsville	Year 8	10
Birdsville	Year 9	10
Birdsville	Year 10	20
Birdsville	Year 11	17
Birdsville	Year 12	62
Birkalla	Year 8	9
Birkalla	Year 9	9
Birkalla	Year 10	38
Birkalla	Year 11	6
Birkalla	Year 12	37
Birkdale	Did not go to school	25
Birkdale	Year 8	466
Birkdale	Year 9	548
Birkdale	Year 10	3049
Birkdale	Year 11	916
Birkdale	Year 12	5941
Birnam (Scenic Rim - Qld)	Year 8	6
Birnam (Scenic Rim - Qld)	Year 9	14
Birnam (Scenic Rim - Qld)	Year 10	17
Birnam (Scenic Rim - Qld)	Year 11	10
Birnam (Scenic Rim - Qld)	Year 12	34
Birnam (Toowoomba - Qld)	Year 8	3
Birnam (Toowoomba - Qld)	Year 9	6
Birnam (Toowoomba - Qld)	Year 10	16
Birnam (Toowoomba - Qld)	Year 11	4
Birnam (Toowoomba - Qld)	Year 12	21
Birtinya	Year 8	28
Birtinya	Year 9	48
Birtinya	Year 10	300
Birtinya	Year 11	127
Birtinya	Year 12	897
Black Duck Creek	Year 8	3
Black Duck Creek	Year 10	5
Black Duck Creek	Year 12	9
Black Jack	Did not go to school	3
Black Jack	Year 8	12
Black Jack	Year 9	9
Black Jack	Year 10	40
Black Jack	Year 11	6
Black Jack	Year 12	35
Black Mountain (Qld)	Year 8	36
Black Mountain (Qld)	Year 9	62
Black Mountain (Qld)	Year 10	334
Black Mountain (Qld)	Year 11	104
Black Mountain (Qld)	Year 12	591
Black River (Qld)	Did not go to school	3
Black River (Qld)	Year 8	65
Black River (Qld)	Year 9	77
Black River (Qld)	Year 10	376
Black River (Qld)	Year 11	121
Black River (Qld)	Year 12	450
Black Snake	Year 9	3
Black Snake	Year 10	32
Black Snake	Year 11	7
Black Snake	Year 12	17
Blackall	Did not go to school	9
Blackall	Year 8	151
Blackall	Year 9	90
Blackall	Year 10	339
Blackall	Year 11	75
Blackall	Year 12	400
Blackbull	Year 12	3
Blackbutt (Qld)	Did not go to school	5
Blackbutt (Qld)	Year 8	101
Blackbutt (Qld)	Year 9	61
Blackbutt (Qld)	Year 10	237
Blackbutt (Qld)	Year 11	46
Blackbutt (Qld)	Year 12	187
Blackbutt North	Year 8	47
Blackbutt North	Year 9	23
Blackbutt North	Year 10	105
Blackbutt North	Year 11	39
Blackbutt North	Year 12	103
Blackbutt South	Year 8	15
Blackbutt South	Year 9	16
Blackbutt South	Year 10	49
Blackbutt South	Year 11	13
Blackbutt South	Year 12	40
Blackrock	Year 8	24
Blackrock	Year 9	18
Blackrock	Year 10	72
Blackrock	Year 11	25
Blackrock	Year 12	101
Blacks Beach	Year 8	62
Blacks Beach	Year 9	153
Blacks Beach	Year 10	692
Blacks Beach	Year 11	328
Blacks Beach	Year 12	1305
Blacksoil	Year 8	21
Blacksoil	Year 9	6
Blacksoil	Year 10	31
Blacksoil	Year 11	6
Blacksoil	Year 12	31
Blackstone	Did not go to school	11
Blackstone	Year 8	47
Blackstone	Year 9	50
Blackstone	Year 10	220
Blackstone	Year 11	82
Blackstone	Year 12	357
Blackswamp	Year 8	4
Blackswamp	Year 9	9
Blackswamp	Year 10	9
Blackswamp	Year 11	6
Blackswamp	Year 12	12
Blackwater	Did not go to school	10
Blackwater	Year 8	113
Blackwater	Year 9	174
Blackwater	Year 10	847
Blackwater	Year 11	327
Blackwater	Year 12	1549
Blanchview	Year 8	19
Blanchview	Year 9	7
Blanchview	Year 10	50
Blanchview	Year 11	11
Blanchview	Year 12	68
Blantyre	Year 9	3
Blantyre	Year 10	16
Blantyre	Year 12	20
Blaxland (Qld)	Year 10	7
Blaxland (Qld)	Year 12	9
Blenheim	Year 8	32
Blenheim	Year 9	22
Blenheim	Year 10	71
Blenheim	Year 11	17
Blenheim	Year 12	86
Bli Bli	Did not go to school	10
Bli Bli	Year 8	266
Bli Bli	Year 9	349
Bli Bli	Year 10	1725
Bli Bli	Year 11	626
Bli Bli	Year 12	2832
Bloomfield	Year 8	15
Bloomfield	Year 9	10
Bloomfield	Year 10	47
Bloomfield	Year 11	15
Bloomfield	Year 12	65
Bloomsbury	Did not go to school	3
Bloomsbury	Year 8	26
Bloomsbury	Year 9	34
Bloomsbury	Year 10	166
Bloomsbury	Year 11	41
Bloomsbury	Year 12	146
Blue Mountain	Year 8	10
Blue Mountain	Year 9	6
Blue Mountain	Year 10	31
Blue Mountain	Year 12	19
Blue Mountain Heights	Year 8	19
Blue Mountain Heights	Year 9	24
Blue Mountain Heights	Year 10	154
Blue Mountain Heights	Year 11	59
Blue Mountain Heights	Year 12	432
Bluewater	Year 8	57
Bluewater	Year 9	66
Bluewater	Year 10	243
Bluewater	Year 11	82
Bluewater	Year 12	292
Bluewater Park	Year 8	19
Bluewater Park	Year 9	42
Bluewater Park	Year 10	239
Bluewater Park	Year 11	79
Bluewater Park	Year 12	308
Bluff	Year 8	17
Bluff	Year 9	25
Bluff	Year 10	90
Bluff	Year 11	25
Bluff	Year 12	101
Blythdale	Year 8	3
Blythdale	Year 9	3
Blythdale	Year 10	11
Blythdale	Year 11	4
Blythdale	Year 12	13
Boatman	Year 10	3
Boatman	Year 12	4
Bogandilla	Year 8	9
Bogandilla	Year 9	3
Bogandilla	Year 10	9
Bogandilla	Year 11	3
Bogandilla	Year 12	4
Bogie	Year 8	8
Bogie	Year 9	11
Bogie	Year 10	38
Bogie	Year 11	10
Bogie	Year 12	42
Bohle	Year 8	5
Bohle	Year 9	5
Bohle	Year 10	30
Bohle	Year 11	7
Bohle	Year 12	21
Bohle Plains	Did not go to school	4
Bohle Plains	Year 8	55
Bohle Plains	Year 9	90
Bohle Plains	Year 10	426
Bohle Plains	Year 11	223
Bohle Plains	Year 12	1393
Boigu Island	Year 8	18
Boigu Island	Year 9	4
Boigu Island	Year 10	29
Boigu Island	Year 11	7
Boigu Island	Year 12	63
Bokarina	Did not go to school	3
Bokarina	Year 8	38
Bokarina	Year 9	48
Bokarina	Year 10	235
Bokarina	Year 11	94
Bokarina	Year 12	548
Bollier	Year 8	8
Bollier	Year 9	9
Bollier	Year 10	68
Bollier	Year 11	18
Bollier	Year 12	55
Bollon	Year 8	14
Bollon	Year 9	8
Bollon	Year 10	48
Bollon	Year 11	19
Bollon	Year 12	67
Bombeeta	Did not go to school	7
Bombeeta	Year 8	8
Bombeeta	Year 9	10
Bombeeta	Year 10	34
Bombeeta	Year 11	10
Bombeeta	Year 12	40
Bon Accord	Year 10	4
Bon Accord	Year 11	3
Bon Accord	Year 12	5
Bondoola	Year 8	23
Bondoola	Year 9	18
Bondoola	Year 10	157
Bondoola	Year 11	40
Bondoola	Year 12	154
Bongaree	Did not go to school	14
Bongaree	Year 8	632
Bongaree	Year 9	519
Bongaree	Year 10	1990
Bongaree	Year 11	464
Bongaree	Year 12	1948
Bongeen	Year 8	3
Bongeen	Year 9	3
Bongeen	Year 10	10
