SSC_NAME16	SameAddress1YearAgo	SameAddress5YearsAgo	Sex	persons
Albion Park Rail	1	0	F	2805
Albion Park Rail	1	0	M	2668
Albury	0	1	F	1150
Albury	0	1	M	1034
Albury	1	0	F	1764
Albury	1	0	M	1635
Aldavilla	0	1	F	230
Aldavilla	0	1	M	228
Aldavilla	1	0	F	292
Aldavilla	1	0	M	295
Alectown	0	1	F	43
Alectown	0	1	M	47
Alectown	1	0	F	59
Alectown	1	0	M	56
Alexandria	0	1	F	1303
Alexandria	0	1	M	1391
Alexandria	1	0	F	2653
Alexandria	1	0	M	2758
Alfords Point	0	1	F	1141
Alfords Point	0	1	M	1099
Alfords Point	1	0	F	1393
Alfords Point	1	0	M	1338
Alfredtown	0	1	F	23
Alfredtown	0	1	M	37
Alfredtown	1	0	F	41
Alfredtown	1	0	M	45
Alice	0	1	F	3
Alice	0	1	M	3
Alice	1	0	F	3
Alice	1	0	M	3
Alison (Central Coast - NSW)	0	1	F	19
Alison (Central Coast - NSW)	0	1	M	19
Alison (Central Coast - NSW)	1	0	F	36
Alison (Central Coast - NSW)	1	0	M	34
Alison (Dungog - NSW)	0	1	F	24
Alison (Dungog - NSW)	0	1	M	24
Alison (Dungog - NSW)	1	0	F	31
Alison (Dungog - NSW)	1	0	M	33
Allambie Heights	0	1	F	2242
Allambie Heights	0	1	M	2108
Allambie Heights	1	0	F	3030
Allambie Heights	1	0	M	2855
Allandale (NSW)	0	1	F	22
Allandale (NSW)	0	1	M	21
Allandale (NSW)	1	0	F	26
Allandale (NSW)	1	0	M	32
Allawah	0	1	F	1337
Allawah	0	1	M	1246
Allawah	1	0	F	2163
Allawah	1	0	M	2112
Alleena	0	1	F	12
Alleena	0	1	M	17
Alleena	1	0	F	19
Alleena	1	0	M	27
Allgomera	0	1	F	63
Allgomera	0	1	M	44
Allgomera	1	0	F	65
Allgomera	1	0	M	47
Allworth	0	1	F	51
Allworth	0	1	M	58
Allworth	1	0	F	61
Allworth	1	0	M	75
Allynbrook	0	1	F	12
Allynbrook	0	1	M	22
Allynbrook	1	0	F	25
Allynbrook	1	0	M	31
Alma Park	0	1	F	14
Alma Park	0	1	M	20
Alma Park	1	0	F	22
Alma Park	1	0	M	29
Alpine	0	1	F	44
Alpine	0	1	M	39
Alpine	1	0	F	56
Alpine	1	0	M	47
Alstonvale	0	1	F	151
Alstonvale	0	1	M	129
Alstonvale	1	0	F	184
Alstonvale	1	0	M	171
Alstonville	0	1	F	1703
Alstonville	0	1	M	1403
Alstonville	1	0	F	2496
Alstonville	1	0	M	2114
Alumy Creek	0	1	F	29
Alumy Creek	0	1	M	30
Alumy Creek	1	0	F	36
Alumy Creek	1	0	M	30
Amaroo (NSW)	0	1	F	17
Amaroo (NSW)	0	1	M	13
Amaroo (NSW)	1	0	F	20
Amaroo (NSW)	1	0	M	14
Ambarvale	0	1	F	2134
Ambarvale	0	1	M	2011
Ambarvale	1	0	F	2930
Ambarvale	1	0	M	2806
Amosfield	0	1	F	8
Amosfield	0	1	M	12
Amosfield	1	0	F	10
Amosfield	1	0	M	14
Anabranch North	1	0	F	3
Anabranch South	0	1	F	12
Anabranch South	0	1	M	16
Anabranch South	1	0	F	10
Anabranch South	1	0	M	22
Anambah	0	1	F	3
Anambah	0	1	M	7
Anambah	1	0	F	8
Anambah	1	0	M	11
Ando	0	1	F	17
Ando	0	1	M	31
Ando	1	0	F	30
Ando	1	0	M	36
Anembo	0	1	F	24
Anembo	0	1	M	23
Anembo	1	0	F	24
Anembo	1	0	M	23
Angledale	0	1	F	51
Angledale	0	1	M	52
Angledale	1	0	F	62
Angledale	1	0	M	72
Angledool	0	1	F	17
Angledool	0	1	M	19
Angledool	1	0	F	23
Angledool	1	0	M	25
Anglers Reach	0	1	F	17
Anglers Reach	0	1	M	26
Anglers Reach	1	0	F	21
Anglers Reach	1	0	M	29
Angourie	0	1	F	64
Angourie	0	1	M	56
Angourie	1	0	F	90
Angourie	1	0	M	85
Anna Bay	0	1	F	960
Anna Bay	0	1	M	953
Anna Bay	1	0	F	1461
Anna Bay	1	0	M	1438
Annandale (NSW)	0	1	F	2106
Annandale (NSW)	0	1	M	1926
Annandale (NSW)	1	0	F	3487
Annandale (NSW)	1	0	M	3156
Annangrove	0	1	F	439
Annangrove	0	1	M	469
Annangrove	1	0	F	557
Annangrove	1	0	M	603
Appin (NSW)	0	1	F	559
Appin (NSW)	0	1	M	571
Appin (NSW)	1	0	F	927
Appin (NSW)	1	0	M	979
Apple Tree Flat	0	1	F	9
Apple Tree Flat	0	1	M	10
Apple Tree Flat	1	0	F	14
Apple Tree Flat	1	0	M	14
Appleby	0	1	F	6
Appleby	0	1	M	7
Appleby	1	0	F	17
Appleby	1	0	M	14
Appletree Flat	0	1	F	6
Appletree Flat	0	1	M	3
Appletree Flat	1	0	F	6
Appletree Flat	1	0	M	3
Apsley (NSW)	0	1	F	32
Apsley (NSW)	0	1	M	33
Apsley (NSW)	1	0	F	44
Apsley (NSW)	1	0	M	50
Arable	0	1	F	3
Arable	0	1	M	7
Arable	1	0	F	4
Arable	1	0	M	7
Arakoon	0	1	F	126
Arakoon	0	1	M	140
Arakoon	1	0	F	153
Arakoon	1	0	M	166
Araluen (NSW)	0	1	F	42
Araluen (NSW)	0	1	M	52
Araluen (NSW)	1	0	F	58
Araluen (NSW)	1	0	M	65
Aratula (NSW)	1	0	F	5
Arcadia (NSW)	0	1	F	443
Arcadia (NSW)	0	1	M	450
Arcadia (NSW)	1	0	F	589
Arcadia (NSW)	1	0	M	604
Arcadia Vale	0	1	F	379
Arcadia Vale	0	1	M	403
Arcadia Vale	1	0	F	534
Arcadia Vale	1	0	M	544
Ardglen	0	1	F	9
Ardglen	0	1	M	10
Ardglen	1	0	F	25
Ardglen	1	0	M	20
Arding	0	1	F	60
Arding	0	1	M	76
Arding	1	0	F	90
Arding	1	0	M	94
Ardlethan	0	1	F	136
Ardlethan	0	1	M	150
Ardlethan	1	0	F	183
Ardlethan	1	0	M	191
Argalong	0	1	F	7
Argalong	0	1	M	6
Argalong	1	0	F	19
Argalong	1	0	M	11
Argenton	0	1	F	384
Argenton	0	1	M	397
Argenton	1	0	F	507
Argenton	1	0	M	534
Argents Hill	0	1	F	50
Argents Hill	0	1	M	82
Argents Hill	1	0	F	76
Argents Hill	1	0	M	109
Argoon (NSW)	0	1	M	4
Argoon (NSW)	1	0	F	10
Argoon (NSW)	1	0	M	10
Ariah Park	0	1	F	154
Ariah Park	0	1	M	163
Ariah Park	1	0	F	196
Ariah Park	1	0	M	205
Arkell	0	1	F	11
Arkell	0	1	M	20
Arkell	1	0	F	11
Arkell	1	0	M	24
Arkstone	0	1	F	6
Arkstone	0	1	M	9
Arkstone	1	0	F	10
Arkstone	1	0	M	12
Armatree	0	1	F	50
Armatree	0	1	M	48
Armatree	1	0	F	62
Armatree	1	0	M	66
Armidale	0	1	F	5310
Armidale	0	1	M	4882
Armidale	1	0	F	8468
Armidale	1	0	M	7875
Arncliffe	0	1	F	2558
Arncliffe	0	1	M	2464
Arncliffe	1	0	F	4016
Arncliffe	1	0	M	3954
Arndell Park	0	1	M	3
Arndell Park	1	0	F	3
Arndell Park	1	0	M	8
Arrawarra	0	1	F	152
Arrawarra	0	1	M	142
Arrawarra	1	0	F	198
Arrawarra	1	0	M	186
Arrawarra Headland	0	1	F	149
Arrawarra Headland	0	1	M	148
Arrawarra Headland	1	0	F	213
Arrawarra Headland	1	0	M	216
Artarmon	0	1	F	2007
Artarmon	0	1	M	1896
Artarmon	1	0	F	3599
Artarmon	1	0	M	3408
Arthurville	0	1	F	20
Arthurville	0	1	M	18
Arthurville	1	0	F	16
Arthurville	1	0	M	15
Arumpo	0	1	F	8
Arumpo	0	1	M	15
Arumpo	1	0	F	15
Arumpo	1	0	M	15
Ashbury	0	1	F	1169
Ashbury	0	1	M	1126
Ashbury	1	0	F	1445
Ashbury	1	0	M	1424
Ashby (NSW)	0	1	F	97
Ashby (NSW)	0	1	M	102
Ashby (NSW)	1	0	F	129
Ashby (NSW)	1	0	M	123
Ashby Heights	0	1	F	56
Ashby Heights	0	1	M	69
Ashby Heights	1	0	F	85
Ashby Heights	1	0	M	88
Ashby Island	0	1	F	3
Ashby Island	0	1	M	4
Ashby Island	1	0	F	3
Ashby Island	1	0	M	4
Ashcroft	0	1	F	962
Ashcroft	0	1	M	909
Ashcroft	1	0	F	1382
Ashcroft	1	0	M	1301
Ashfield (NSW)	0	1	F	5060
Ashfield (NSW)	0	1	M	4727
Ashfield (NSW)	1	0	F	8598
Ashfield (NSW)	1	0	M	8232
Ashford (NSW)	0	1	F	197
Ashford (NSW)	0	1	M	210
Ashford (NSW)	1	0	F	244
Ashford (NSW)	1	0	M	256
Ashley	0	1	F	95
Ashley	0	1	M	106
Ashley	1	0	F	140
Ashley	1	0	M	151
Ashmont	0	1	F	994
Ashmont	0	1	M	897
Ashmont	1	0	F	1463
Ashmont	1	0	M	1326
Ashtonfield	0	1	F	1243
Ashtonfield	0	1	M	1190
Ashtonfield	1	0	F	1894
Ashtonfield	1	0	M	1830
Asquith	0	1	F	977
Asquith	0	1	M	905
Asquith	1	0	F	1392
Asquith	1	0	M	1264
Atholwood	0	1	F	28
Atholwood	0	1	M	22
Atholwood	1	0	F	37
Atholwood	1	0	M	34
Attunga	0	1	F	166
Attunga	0	1	M	189
Attunga	1	0	F	223
Attunga	1	0	M	243
Auburn (NSW)	0	1	F	7970
Auburn (NSW)	0	1	M	8261
Auburn (NSW)	1	0	F	12855
Auburn (NSW)	1	0	M	14726
Auburn Vale	0	1	F	37
Auburn Vale	0	1	M	33
Auburn Vale	1	0	F	44
Auburn Vale	1	0	M	46
Austinmer	0	1	F	737
Austinmer	0	1	M	709
Austinmer	1	0	F	1016
Austinmer	1	0	M	982
Austral	0	1	F	892
Austral	0	1	M	960
Austral	1	0	F	1178
Austral	1	0	M	1218
Austral Eden	0	1	F	46
Austral Eden	0	1	M	49
Austral Eden	1	0	F	60
Austral Eden	1	0	M	63
Avalon Beach	0	1	F	2729
Avalon Beach	0	1	M	2635
Avalon Beach	1	0	F	4044
Avalon Beach	1	0	M	3900
Avisford	0	1	F	8
Avisford	0	1	M	10
Avisford	1	0	F	9
Avisford	1	0	M	11
Avoca (NSW)	0	1	F	58
Avoca (NSW)	0	1	M	57
Avoca (NSW)	1	0	F	82
Avoca (NSW)	1	0	M	81
Avoca Beach	0	1	F	1232
Avoca Beach	0	1	M	1207
Avoca Beach	1	0	F	1865
Avoca Beach	1	0	M	1815
Avondale (NSW)	0	1	F	486
Avondale (NSW)	0	1	M	496
Avondale (NSW)	1	0	F	672
Avondale (NSW)	1	0	M	638
Avonside	0	1	F	29
Avonside	0	1	M	35
Avonside	1	0	F	46
Avonside	1	0	M	49
Awaba	0	1	F	129
Awaba	0	1	M	144
Awaba	1	0	F	158
Awaba	1	0	M	174
Aylmerton	0	1	F	67
Aylmerton	0	1	M	59
Aylmerton	1	0	F	83
Aylmerton	1	0	M	90
Baan Baa	0	1	F	33
Baan Baa	0	1	M	44
Baan Baa	1	0	F	51
Baan Baa	1	0	M	70
Babinda (NSW)	1	0	M	3
Babyl Creek	0	1	F	3
Babyl Creek	0	1	M	9
Babyl Creek	1	0	F	3
Babyl Creek	1	0	M	9
Back Creek (Bland - NSW)	0	1	F	12
Back Creek (Bland - NSW)	0	1	M	12
Back Creek (Bland - NSW)	1	0	F	22
Back Creek (Bland - NSW)	1	0	M	20
Back Creek (Gwydir - NSW)	0	1	F	9
Back Creek (Gwydir - NSW)	0	1	M	9
Back Creek (Gwydir - NSW)	1	0	F	9
Back Creek (Gwydir - NSW)	1	0	M	5
Back Creek (Mid-Coast - NSW)	0	1	F	8
Back Creek (Mid-Coast - NSW)	0	1	M	13
Back Creek (Mid-Coast - NSW)	1	0	F	6
Back Creek (Mid-Coast - NSW)	1	0	M	13
Back Creek (Queanbeyan-Palerang Regional - NSW)	1	0	F	3
Back Creek (Queanbeyan-Palerang Regional - NSW)	1	0	M	3
Back Creek (Tenterfield - NSW)	0	1	M	3
Back Creek (Tenterfield - NSW)	1	0	F	3
Back Creek (Tenterfield - NSW)	1	0	M	9
Back Creek (Tweed - NSW)	0	1	F	3
Back Creek (Tweed - NSW)	0	1	M	3
Back Creek (Tweed - NSW)	1	0	F	7
Back Creek (Tweed - NSW)	1	0	M	5
Back Forest	0	1	F	23
Back Forest	0	1	M	29
Back Forest	1	0	F	32
Back Forest	1	0	M	38
Backmede	0	1	F	50
Backmede	0	1	M	54
Backmede	1	0	F	62
Backmede	1	0	M	60
Backwater	0	1	F	4
Backwater	0	1	M	6
Backwater	1	0	F	4
Backwater	1	0	M	7
Badgerys Creek	0	1	F	78
Badgerys Creek	0	1	M	83
Badgerys Creek	1	0	F	96
Badgerys Creek	1	0	M	98
Badja	0	1	M	3
Badja	1	0	M	3
Baerami	0	1	F	14
Baerami	0	1	M	13
Baerami	1	0	F	22
Baerami	1	0	M	27
Baerami Creek	0	1	F	7
Baerami Creek	0	1	M	11
Baerami Creek	1	0	F	11
Baerami Creek	1	0	M	15
Bagnoo	0	1	F	9
Bagnoo	0	1	M	22
Bagnoo	1	0	F	13
Bagnoo	1	0	M	23
Bago	0	1	F	5
Bago	0	1	M	7
Bago	1	0	F	14
Bago	1	0	M	14
Bagotville	0	1	F	15
Bagotville	0	1	M	24
Bagotville	1	0	F	17
Bagotville	1	0	M	23
Bakers Creek (Mid-Coast - NSW)	0	1	F	10
Bakers Creek (Mid-Coast - NSW)	0	1	M	9
Bakers Creek (Mid-Coast - NSW)	1	0	F	15
Bakers Creek (Mid-Coast - NSW)	1	0	M	21
Bakers Creek (Nambucca - NSW)	0	1	F	4
Bakers Creek (Nambucca - NSW)	0	1	M	3
Bakers Creek (Nambucca - NSW)	1	0	F	4
Bakers Creek (Nambucca - NSW)	1	0	M	5
Bakers Creek (Uralla - NSW)	0	1	F	5
Bakers Creek (Uralla - NSW)	0	1	M	3
Bakers Creek (Uralla - NSW)	1	0	F	5
Bakers Creek (Uralla - NSW)	1	0	M	5
Bakers Swamp	0	1	F	13
Bakers Swamp	0	1	M	17
Bakers Swamp	1	0	F	16
Bakers Swamp	1	0	M	20
Balaclava (NSW)	0	1	F	137
Balaclava (NSW)	0	1	M	127
Balaclava (NSW)	1	0	F	186
Balaclava (NSW)	1	0	M	161
Balala	0	1	F	39
Balala	0	1	M	46
Balala	1	0	F	52
Balala	1	0	M	55
Balcolyn	0	1	F	252
Balcolyn	0	1	M	224
Balcolyn	1	0	F	381
Balcolyn	1	0	M	339
Bald Blair	0	1	F	13
Bald Blair	0	1	M	19
Bald Blair	1	0	F	18
Bald Blair	1	0	M	16
Bald Hills (NSW)	0	1	F	72
Bald Hills (NSW)	0	1	M	78
Bald Hills (NSW)	1	0	F	94
Bald Hills (NSW)	1	0	M	98
Bald Nob	0	1	F	6
Bald Nob	0	1	M	5
Bald Nob	1	0	F	4
Bald Nob	1	0	M	9
Bald Ridge	0	1	M	3
Bald Ridge	1	0	F	5
Bald Ridge	1	0	M	4
Baldersleigh	0	1	F	13
Baldersleigh	0	1	M	14
Baldersleigh	1	0	F	18
Baldersleigh	1	0	M	17
Baldry	0	1	F	33
Baldry	0	1	M	32
Baldry	1	0	F	42
Baldry	1	0	M	38
Balfours Peak	0	1	F	10
Balfours Peak	0	1	M	15
Balfours Peak	1	0	F	12
Balfours Peak	1	0	M	15
Balgowlah	0	1	F	1953
Balgowlah	0	1	M	1736
Balgowlah	1	0	F	3135
Balgowlah	1	0	M	2901
Balgowlah Heights	0	1	F	990
Balgowlah Heights	0	1	M	895
Balgowlah Heights	1	0	F	1449
Balgowlah Heights	1	0	M	1349
Balgownie	0	1	F	1759
Balgownie	0	1	M	1667
Balgownie	1	0	F	2411
Balgownie	1	0	M	2255
Balickera	0	1	F	3
Balickera	0	1	M	8
Balickera	1	0	F	12
Balickera	1	0	M	10
Balladoran	0	1	F	36
Balladoran	0	1	M	45
Balladoran	1	0	F	39
Balladoran	1	0	M	47
Ballalaba	0	1	F	9
Ballalaba	0	1	M	6
Ballalaba	1	0	F	9
Ballalaba	1	0	M	6
Balldale	0	1	F	53
Balldale	0	1	M	54
Balldale	1	0	F	62
Balldale	1	0	M	66
Ballengarra	0	1	F	19
Ballengarra	0	1	M	12
Ballengarra	1	0	F	32
Ballengarra	1	0	M	27
Ballimore	0	1	F	45
Ballimore	0	1	M	53
Ballimore	1	0	F	63
Ballimore	1	0	M	69
Ballina	0	1	F	2043
Ballina	0	1	M	1696
Ballina	1	0	F	3361
Ballina	1	0	M	2880
Ballyroe	0	1	M	4
Ballyroe	1	0	M	6
Balmain	0	1	F	2362
Balmain	0	1	M	2110
Balmain	1	0	F	3848
Balmain	1	0	M	3509
Balmain East	0	1	F	461
Balmain East	0	1	M	427
Balmain East	1	0	F	711
Balmain East	1	0	M	692
Balmoral (Lake Macquarie - NSW)	0	1	F	207
Balmoral (Lake Macquarie - NSW)	0	1	M	226
Balmoral (Lake Macquarie - NSW)	1	0	F	297
Balmoral (Lake Macquarie - NSW)	1	0	M	310
Balmoral (Wingecarribee - NSW)	0	1	F	112
Balmoral (Wingecarribee - NSW)	0	1	M	135
Balmoral (Wingecarribee - NSW)	1	0	F	160
Balmoral (Wingecarribee - NSW)	1	0	M	180
Balranald	0	1	F	353
Balranald	0	1	M	389
Balranald	1	0	F	508
Balranald	1	0	M	545
Bamarang	0	1	F	6
Bamarang	0	1	M	8
Bamarang	1	0	F	14
Bamarang	1	0	M	12
Bandon Grove	0	1	F	39
Bandon Grove	0	1	M	40
Bandon Grove	1	0	F	48
Bandon Grove	1	0	M	53
Bangadang	0	1	F	3
Bangadang	0	1	M	3
Bangadang	1	0	F	9
Bangadang	1	0	M	4
Bangalee (NSW)	0	1	F	208
Bangalee (NSW)	0	1	M	205
Bangalee (NSW)	1	0	F	279
Bangalee (NSW)	1	0	M	281
Bangalow	0	1	F	478
Bangalow	0	1	M	461
Bangalow	1	0	F	814
Bangalow	1	0	M	737
Bangheet	0	1	F	12
Bangheet	0	1	M	17
Bangheet	1	0	F	17
Bangheet	1	0	M	18
Bango	0	1	F	26
Bango	0	1	M	29
Bango	1	0	F	41
Bango	1	0	M	44
Bangor (NSW)	0	1	F	1887
Bangor (NSW)	0	1	M	1856
Bangor (NSW)	1	0	F	2426
Bangor (NSW)	1	0	M	2377
Banksia	0	1	F	1033
Banksia	0	1	M	1002
Banksia	1	0	F	1397
Banksia	1	0	M	1325
Banksmeadow	0	1	M	5
Banksmeadow	1	0	F	7
Banksmeadow	1	0	M	6
Bankstown	0	1	F	7759
Bankstown	0	1	M	7402
Bankstown	1	0	F	12279
Bankstown	1	0	M	11781
Bannaby	0	1	F	13
Bannaby	0	1	M	12
Bannaby	1	0	F	17
Bannaby	1	0	M	18
Bannister (NSW)	0	1	F	36
Bannister (NSW)	0	1	M	43
Bannister (NSW)	1	0	F	52
Bannister (NSW)	1	0	M	56
Banoon	0	1	F	5
Banoon	0	1	M	12
Banoon	1	0	F	7
Banoon	1	0	M	11
Banora Point	0	1	F	4595
Banora Point	0	1	M	3940
Banora Point	1	0	F	6806
Banora Point	1	0	M	5905
Banyabba	0	1	F	16
Banyabba	0	1	M	12
Banyabba	1	0	F	15
Banyabba	1	0	M	16
Bar Beach	0	1	F	257
Bar Beach	0	1	M	320
Bar Beach	1	0	F	392
Bar Beach	1	0	M	479
Bar Point	0	1	F	16
Bar Point	0	1	M	15
Bar Point	1	0	F	25
Bar Point	1	0	M	31
Bara	0	1	F	4
Bara	0	1	M	3
Bara	1	0	F	3
Bara	1	0	M	5
Baradine	0	1	F	222
Baradine	0	1	M	252
Baradine	1	0	F	295
Baradine	1	0	M	312
Barangaroo	0	1	F	3
Barangaroo	0	1	M	6
Barangaroo	1	0	F	3
Barangaroo	1	0	M	6
Barden Ridge	0	1	F	1458
Barden Ridge	0	1	M	1485
Barden Ridge	1	0	F	1925
Barden Ridge	1	0	M	1880
Bardia	0	1	F	49
Bardia	0	1	M	39
Bardia	1	0	F	532
Bardia	1	0	M	510
Bardwell Park	0	1	F	742
Bardwell Park	0	1	M	723
Bardwell Park	1	0	F	969
Bardwell Park	1	0	M	940
Bardwell Valley	0	1	F	751
Bardwell Valley	0	1	M	687
Bardwell Valley	1	0	F	998
Bardwell Valley	1	0	M	933
Barellan	0	1	F	169
Barellan	0	1	M	184
Barellan	1	0	F	193
Barellan	1	0	M	225
Bargo	0	1	F	1253
Bargo	0	1	M	1240
Bargo	1	0	F	1831
Bargo	1	0	M	1803
Barham	0	1	F	424
Barham	0	1	M	393
Barham	1	0	F	593
Barham	1	0	M	563
Barigan	0	1	F	3
Barigan	0	1	M	3
Barigan	1	0	F	3
Barigan	1	0	M	3
Barkers Vale	0	1	F	46
Barkers Vale	0	1	M	52
Barkers Vale	1	0	F	63
Barkers Vale	1	0	M	76
Barmedman	0	1	F	128
Barmedman	0	1	M	138
Barmedman	1	0	F	182
Barmedman	1	0	M	187
Barnsley	0	1	F	536
Barnsley	0	1	M	542
Barnsley	1	0	F	742
Barnsley	1	0	M	719
Barooga	0	1	F	455
Barooga	0	1	M	500
Barooga	1	0	F	677
Barooga	1	0	M	717
Barraba	0	1	F	421
Barraba	0	1	M	383
Barraba	1	0	F	553
Barraba	1	0	M	515
Barrack Heights	0	1	F	1836
Barrack Heights	0	1	M	1730
Barrack Heights	1	0	F	2422
Barrack Heights	1	0	M	2307
Barrack Point	0	1	F	184
Barrack Point	0	1	M	190
Barrack Point	1	0	F	261
Barrack Point	1	0	M	267
Barraganyatti	0	1	F	39
Barraganyatti	0	1	M	49
Barraganyatti	1	0	F	52
Barraganyatti	1	0	M	55
Barragga Bay	0	1	F	28
Barragga Bay	0	1	M	29
Barragga Bay	1	0	F	38
Barragga Bay	1	0	M	36
Barrengarry	0	1	F	32
Barrengarry	0	1	M	47
Barrengarry	1	0	F	59
Barrengarry	1	0	M	78
Barretts Creek	0	1	F	5
Barretts Creek	0	1	M	4
Barretts Creek	1	0	F	5
Barretts Creek	1	0	M	4
Barringella	0	1	F	6
Barringella	0	1	M	9
Barringella	1	0	F	12
Barringella	1	0	M	16
Barrington (NSW)	0	1	F	127
Barrington (NSW)	0	1	M	121
Barrington (NSW)	1	0	F	150
Barrington (NSW)	1	0	M	147
Barry (Blayney - NSW)	0	1	F	43
Barry (Blayney - NSW)	0	1	M	47
Barry (Blayney - NSW)	1	0	F	60
Barry (Blayney - NSW)	1	0	M	57
Barry (Upper Hunter Shire - NSW)	1	0	M	3
Barwang	0	1	F	30
Barwang	0	1	M	29
Barwang	1	0	F	33
Barwang	1	0	M	38
Barwon	0	1	F	4
Barwon	0	1	M	10
Barwon	1	0	F	10
Barwon	1	0	M	16
Baryulgil	0	1	F	28
Baryulgil	0	1	M	20
Baryulgil	1	0	F	40
Baryulgil	1	0	M	29
Basin View	0	1	F	407
Basin View	0	1	M	397
Basin View	1	0	F	626
Basin View	1	0	M	584
Bass Hill	0	1	F	2612
Bass Hill	0	1	M	2571
Bass Hill	1	0	F	3755
Bass Hill	1	0	M	3654
Batar Creek	0	1	F	25
Batar Creek	0	1	M	22
Batar Creek	1	0	F	31
Batar Creek	1	0	M	32
Bateau Bay	0	1	F	3439
Bateau Bay	0	1	M	3130
Bateau Bay	1	0	F	5111
Bateau Bay	1	0	M	4535
Batehaven	0	1	F	425
Batehaven	0	1	M	369
Batehaven	1	0	F	707
Batehaven	1	0	M	598
Batemans Bay	0	1	F	339
Batemans Bay	0	1	M	321
Batemans Bay	1	0	F	537
Batemans Bay	1	0	M	509
Bathampton	0	1	F	12
Bathampton	0	1	M	8
Bathampton	1	0	F	18
Bathampton	1	0	M	12
Bathurst	0	1	F	1331
Bathurst	0	1	M	1249
Bathurst	1	0	F	2274
Bathurst	1	0	M	2197
Batlow	0	1	F	361
Batlow	0	1	M	397
Batlow	1	0	F	499
Batlow	1	0	M	516
Baulkham Hills	0	1	F	10872
Baulkham Hills	0	1	M	10361
Baulkham Hills	1	0	F	15673
Baulkham Hills	1	0	M	14972
Baw Baw (NSW)	0	1	F	69
Baw Baw (NSW)	0	1	M	73
Baw Baw (NSW)	1	0	F	106
Baw Baw (NSW)	1	0	M	109
Bawley Point	0	1	F	188
Bawley Point	0	1	M	197
Bawley Point	1	0	F	289
Bawley Point	1	0	M	276
Bayview (NSW)	0	1	F	1033
Bayview (NSW)	0	1	M	902
Bayview (NSW)	1	0	F	1556
Bayview (NSW)	1	0	M	1325
Beacon Hill	0	1	F	2300
