SSC_NAME16	SameAddress1YearAgo	SameAddress5YearsAgo	Sex	persons
Claremont Meadows	1	0	M	1967
Clarence	0	1	F	83
Clarence	0	1	M	74
Clarence	1	0	F	90
Clarence	1	0	M	83
Clarence Town	0	1	F	556
Clarence Town	0	1	M	588
Clarence Town	1	0	F	792
Clarence Town	1	0	M	813
Clarendon (NSW)	0	1	F	31
Clarendon (NSW)	0	1	M	38
Clarendon (NSW)	1	0	F	54
Clarendon (NSW)	1	0	M	48
Clarenza	0	1	F	172
Clarenza	0	1	M	189
Clarenza	1	0	F	223
Clarenza	1	0	M	243
Clareville	0	1	F	239
Clareville	0	1	M	217
Clareville	1	0	F	336
Clareville	1	0	M	300
Claymore	0	1	F	751
Claymore	0	1	M	567
Claymore	1	0	F	1013
Claymore	1	0	M	792
Clear Creek	0	1	F	40
Clear Creek	0	1	M	39
Clear Creek	1	0	F	55
Clear Creek	1	0	M	56
Clear Range	0	1	F	7
Clear Range	0	1	M	10
Clear Range	1	0	F	13
Clear Range	1	0	M	22
Clearfield	1	0	M	3
Clemton Park	0	1	F	535
Clemton Park	0	1	M	476
Clemton Park	1	0	F	692
Clemton Park	1	0	M	646
Clergate	0	1	F	80
Clergate	0	1	M	79
Clergate	1	0	F	91
Clergate	1	0	M	95
Cleveland (NSW)	0	1	F	8
Cleveland (NSW)	0	1	M	7
Cleveland (NSW)	1	0	F	4
Cleveland (NSW)	1	0	M	9
Clifden	0	1	F	13
Clifden	0	1	M	9
Clifden	1	0	F	15
Clifden	1	0	M	9
Cliftleigh	0	1	F	78
Cliftleigh	0	1	M	78
Cliftleigh	1	0	F	308
Cliftleigh	1	0	M	297
Clifton (NSW)	0	1	F	7
Clifton (NSW)	0	1	M	11
Clifton (NSW)	1	0	F	11
Clifton (NSW)	1	0	M	9
Clifton Grove	0	1	F	275
Clifton Grove	0	1	M	278
Clifton Grove	1	0	F	361
Clifton Grove	1	0	M	363
Clontarf (NSW)	0	1	F	504
Clontarf (NSW)	0	1	M	490
Clontarf (NSW)	1	0	F	720
Clontarf (NSW)	1	0	M	667
Clothiers Creek	0	1	F	72
Clothiers Creek	0	1	M	82
Clothiers Creek	1	0	F	105
Clothiers Creek	1	0	M	113
Clouds Creek	1	0	M	4
Clovelly	0	1	F	1150
Clovelly	0	1	M	1041
Clovelly	1	0	F	1843
Clovelly	1	0	M	1721
Clunes (NSW)	0	1	F	243
Clunes (NSW)	0	1	M	254
Clunes (NSW)	1	0	F	329
Clunes (NSW)	1	0	M	335
Clybucca	0	1	F	35
Clybucca	0	1	M	43
Clybucca	1	0	F	53
Clybucca	1	0	M	61
Clyde (NSW)	0	1	M	3
Clyde (NSW)	1	0	M	3
Clydesdale (NSW)	0	1	F	26
Clydesdale (NSW)	0	1	M	30
Clydesdale (NSW)	1	0	F	33
Clydesdale (NSW)	1	0	M	41
Coal Point	0	1	F	544
Coal Point	0	1	M	521
Coal Point	1	0	F	732
Coal Point	1	0	M	701
Coalcliff	0	1	F	50
Coalcliff	0	1	M	65
Coalcliff	1	0	F	82
Coalcliff	1	0	M	83
Coaldale	0	1	F	20
Coaldale	0	1	M	21
Coaldale	1	0	F	24
Coaldale	1	0	M	27
Coasters Retreat	0	1	F	10
Coasters Retreat	0	1	M	4
Coasters Retreat	1	0	F	8
Coasters Retreat	1	0	M	4
Cobaki	0	1	F	47
Cobaki	0	1	M	58
Cobaki	1	0	F	71
Cobaki	1	0	M	85
Cobaki Lakes	0	1	F	12
Cobaki Lakes	0	1	M	17
Cobaki Lakes	1	0	F	19
Cobaki Lakes	1	0	M	14
Cobar	0	1	F	883
Cobar	0	1	M	952
Cobar	1	0	F	1395
Cobar	1	0	M	1451
Cobar Park	0	1	F	15
Cobar Park	0	1	M	13
Cobar Park	1	0	F	15
Cobar Park	1	0	M	13
Cobargo	0	1	F	241
Cobargo	0	1	M	223
Cobargo	1	0	F	310
Cobargo	1	0	M	286
Cobark	0	1	F	13
Cobark	0	1	M	16
Cobark	1	0	F	16
Cobark	1	0	M	16
Cobbadah	0	1	F	21
Cobbadah	0	1	M	32
Cobbadah	1	0	F	35
Cobbadah	1	0	M	47
Cobbitty	0	1	F	309
Cobbitty	0	1	M	292
Cobbitty	1	0	F	737
Cobbitty	1	0	M	691
Cobramunga	0	1	F	11
Cobramunga	0	1	M	19
Cobramunga	1	0	F	12
Cobramunga	1	0	M	16
Cockwhy	0	1	F	3
Cockwhy	0	1	M	4
Cockwhy	1	0	F	4
Cockwhy	1	0	M	7
Codrington (NSW)	0	1	F	25
Codrington (NSW)	0	1	M	24
Codrington (NSW)	1	0	F	31
Codrington (NSW)	1	0	M	33
Coffee Camp	0	1	F	70
Coffee Camp	0	1	M	67
Coffee Camp	1	0	F	77
Coffee Camp	1	0	M	78
Coffs Harbour	0	1	F	5955
Coffs Harbour	0	1	M	5489
Coffs Harbour	1	0	F	9682
Coffs Harbour	1	0	M	8781
Coggan	0	1	M	6
Coggan	1	0	F	5
Coggan	1	0	M	6
Cogra Bay	0	1	F	8
Cogra Bay	0	1	M	5
Cogra Bay	1	0	F	7
Cogra Bay	1	0	M	5
Coila	0	1	F	13
Coila	0	1	M	17
Coila	1	0	F	18
Coila	1	0	M	26
Coldstream (NSW)	0	1	F	11
Coldstream (NSW)	0	1	M	14
Coldstream (NSW)	1	0	F	19
Coldstream (NSW)	1	0	M	19
Coleambally	0	1	F	361
Coleambally	0	1	M	399
Coleambally	1	0	F	496
Coleambally	1	0	M	548
Colebee	0	1	F	109
Colebee	0	1	M	122
Colebee	1	0	F	517
Colebee	1	0	M	541
Coledale	0	1	F	388
Coledale	0	1	M	398
Coledale	1	0	F	508
Coledale	1	0	M	536
Colinroobie	0	1	F	25
Colinroobie	0	1	M	19
Colinroobie	1	0	F	29
Colinroobie	1	0	M	25
Colinton (NSW)	0	1	F	42
Colinton (NSW)	0	1	M	42
Colinton (NSW)	1	0	F	54
Colinton (NSW)	1	0	M	53
Collarenebri	0	1	F	183
Collarenebri	0	1	M	215
Collarenebri	1	0	F	240
Collarenebri	1	0	M	266
Collaroy (NSW)	0	1	F	1810
Collaroy (NSW)	0	1	M	1734
Collaroy (NSW)	1	0	F	2989
Collaroy (NSW)	1	0	M	2863
Collaroy Plateau	0	1	F	1475
Collaroy Plateau	0	1	M	1420
Collaroy Plateau	1	0	F	2053
Collaroy Plateau	1	0	M	1995
Collector	0	1	F	80
Collector	0	1	M	81
Collector	1	0	F	131
Collector	1	0	M	125
Collendina	0	1	F	27
Collendina	0	1	M	35
Collendina	1	0	F	36
Collendina	1	0	M	51
Collerina	0	1	F	13
Collerina	0	1	M	14
Collerina	1	0	F	20
Collerina	1	0	M	16
Collie (NSW)	0	1	F	47
Collie (NSW)	0	1	M	57
Collie (NSW)	1	0	F	70
Collie (NSW)	1	0	M	82
Collingullie	0	1	F	65
Collingullie	0	1	M	63
Collingullie	1	0	F	86
Collingullie	1	0	M	75
Collingwood (NSW)	0	1	F	15
Collingwood (NSW)	0	1	M	14
Collingwood (NSW)	1	0	F	18
Collingwood (NSW)	1	0	M	18
Collins Creek	0	1	F	37
Collins Creek	0	1	M	42
Collins Creek	1	0	F	40
Collins Creek	1	0	M	48
Collombatti	0	1	F	173
Collombatti	0	1	M	188
Collombatti	1	0	F	230
Collombatti	1	0	M	254
Colly Blue	0	1	F	6
Colly Blue	0	1	M	10
Colly Blue	1	0	F	6
Colly Blue	1	0	M	14
Colo (Hawkesbury - NSW)	0	1	F	16
Colo (Hawkesbury - NSW)	0	1	M	23
Colo (Hawkesbury - NSW)	1	0	F	20
Colo (Hawkesbury - NSW)	1	0	M	33
Colo Heights	0	1	F	101
Colo Heights	0	1	M	104
Colo Heights	1	0	F	121
Colo Heights	1	0	M	125
Colo Vale	0	1	F	449
Colo Vale	0	1	M	445
Colo Vale	1	0	F	634
Colo Vale	1	0	M	628
Colyton	0	1	F	2433
Colyton	0	1	M	2414
Colyton	1	0	F	3380
Colyton	1	0	M	3311
Comara	0	1	F	3
Comara	0	1	M	9
Comara	1	0	F	6
Comara	1	0	M	9
Combaning	0	1	F	32
Combaning	0	1	M	40
Combaning	1	0	F	39
Combaning	1	0	M	46
Combara	0	1	F	24
Combara	0	1	M	20
Combara	1	0	F	27
Combara	1	0	M	27
Comberton	0	1	F	9
Comberton	0	1	M	9
Comberton	1	0	F	10
Comberton	1	0	M	8
Comboyne	0	1	F	136
Comboyne	0	1	M	137
Comboyne	1	0	F	193
Comboyne	1	0	M	182
Come By Chance	0	1	F	31
Come By Chance	0	1	M	34
Come By Chance	1	0	F	42
Come By Chance	1	0	M	44
Commissioners Creek	0	1	F	11
Commissioners Creek	0	1	M	9
Commissioners Creek	1	0	F	21
Commissioners Creek	1	0	M	28
Como (NSW)	0	1	F	1279
Como (NSW)	0	1	M	1267
Como (NSW)	1	0	F	1717
Como (NSW)	1	0	M	1711
Comobella	0	1	F	14
Comobella	0	1	M	22
Comobella	1	0	F	20
Comobella	1	0	M	25
Conargo	0	1	F	31
Conargo	0	1	M	38
Conargo	1	0	F	38
Conargo	1	0	M	47
Concord	0	1	F	4602
Concord	0	1	M	4283
Concord	1	0	F	6256
Concord	1	0	M	5834
Concord West	0	1	F	1921
Concord West	0	1	M	1794
Concord West	1	0	F	2514
Concord West	1	0	M	2407
Condell Park	0	1	F	3281
Condell Park	0	1	M	3266
Condell Park	1	0	F	4784
Condell Park	1	0	M	4757
Condobolin	0	1	F	939
Condobolin	0	1	M	931
Condobolin	1	0	F	1338
Condobolin	1	0	M	1300
Condong	0	1	F	79
Condong	0	1	M	97
Condong	1	0	F	110
Condong	1	0	M	113
Coneac	0	1	F	3
Coneac	0	1	M	3
Coneac	1	0	F	3
Coneac	1	0	M	5
Congarinni	0	1	F	109
Congarinni	0	1	M	114
Congarinni	1	0	F	135
Congarinni	1	0	M	139
Congarinni North	0	1	F	113
Congarinni North	0	1	M	123
Congarinni North	1	0	F	155
Congarinni North	1	0	M	169
Congewai	0	1	F	54
Congewai	0	1	M	56
Congewai	1	0	F	82
Congewai	1	0	M	72
Congo	0	1	F	63
Congo	0	1	M	60
Congo	1	0	F	87
Congo	1	0	M	92
Conimbia	0	1	M	3
Conimbia	1	0	F	4
Conimbia	1	0	M	4
Coniston	0	1	F	616
Coniston	0	1	M	572
Coniston	1	0	F	881
Coniston	1	0	M	864
Conjola	0	1	F	55
Conjola	0	1	M	56
Conjola	1	0	F	56
Conjola	1	0	M	60
Conjola Park	0	1	F	92
Conjola Park	0	1	M	99
Conjola Park	1	0	F	129
Conjola Park	1	0	M	135
Connells Point	0	1	F	947
Connells Point	0	1	M	872
Connells Point	1	0	F	1243
Connells Point	1	0	M	1168
Constitution Hill	0	1	F	1211
Constitution Hill	0	1	M	1107
Constitution Hill	1	0	F	1700
Constitution Hill	1	0	M	1546
Coogee (NSW)	0	1	F	2882
Coogee (NSW)	0	1	M	2538
Coogee (NSW)	1	0	F	5330
Coogee (NSW)	1	0	M	4756
Cookamidgera	0	1	F	49
Cookamidgera	0	1	M	58
Cookamidgera	1	0	F	64
Cookamidgera	1	0	M	73
Cookardinia	0	1	F	17
Cookardinia	0	1	M	21
Cookardinia	1	0	F	19
Cookardinia	1	0	M	23
Cooks Gap	0	1	F	138
Cooks Gap	0	1	M	137
Cooks Gap	1	0	F	198
Cooks Gap	1	0	M	211
Cooks Hill	0	1	F	716
Cooks Hill	0	1	M	664
Cooks Hill	1	0	F	1240
Cooks Hill	1	0	M	1187
Cooks Myalls	0	1	F	12
Cooks Myalls	0	1	M	19
Cooks Myalls	1	0	F	20
Cooks Myalls	1	0	M	19
Coolabah	0	1	F	13
Coolabah	0	1	M	15
Coolabah	1	0	F	25
Coolabah	1	0	M	21
Coolac	0	1	F	53
Coolac	0	1	M	85
Coolac	1	0	F	72
Coolac	1	0	M	99
Coolagolite	0	1	F	75
Coolagolite	0	1	M	96
Coolagolite	1	0	F	108
Coolagolite	1	0	M	119
Coolah	0	1	F	311
Coolah	0	1	M	346
Coolah	1	0	F	484
Coolah	1	0	M	512
Coolamon	0	1	F	613
Coolamon	0	1	M	549
Coolamon	1	0	F	855
Coolamon	1	0	M	789
Coolangatta (NSW)	0	1	F	80
Coolangatta (NSW)	0	1	M	105
Coolangatta (NSW)	1	0	F	132
Coolangatta (NSW)	1	0	M	151
Coolatai	0	1	F	32
Coolatai	0	1	M	32
Coolatai	1	0	F	44
Coolatai	1	0	M	48
Cooleys Creek	0	1	F	3
Cooleys Creek	0	1	M	3
Cooleys Creek	1	0	F	3
Cooleys Creek	1	0	M	3
Coolgardie (NSW)	0	1	F	35
Coolgardie (NSW)	0	1	M	39
Coolgardie (NSW)	1	0	F	43
Coolgardie (NSW)	1	0	M	53
Coolongolook	0	1	F	106
Coolongolook	0	1	M	116
Coolongolook	1	0	F	154
Coolongolook	1	0	M	147
Coolringdon	0	1	F	21
Coolringdon	0	1	M	28
Coolringdon	1	0	F	28
Coolringdon	1	0	M	32
Coolumbooka	1	0	F	3
Cooma (NSW)	0	1	F	1811
Cooma (NSW)	0	1	M	1742
Cooma (NSW)	1	0	F	2506
Cooma (NSW)	1	0	M	2417
Coomba Bay	0	1	F	40
Coomba Bay	0	1	M	37
Coomba Bay	1	0	F	51
Coomba Bay	1	0	M	48
Coomba Park	0	1	F	153
Coomba Park	0	1	M	166
Coomba Park	1	0	F	216
Coomba Park	1	0	M	233
Coombadjha	0	1	F	3
Coombadjha	0	1	M	3
Coombadjha	1	0	F	3
Coombadjha	1	0	M	3
Coombell	0	1	F	12
Coombell	0	1	M	8
Coombell	1	0	F	12
Coombell	1	0	M	8
Coomealla	0	1	F	238
Coomealla	0	1	M	261
Coomealla	1	0	F	312
Coomealla	1	0	M	325
Coomoo Coomoo	0	1	F	4
Coomoo Coomoo	0	1	M	6
Coomoo Coomoo	1	0	F	4
Coomoo Coomoo	1	0	M	6
Coonabarabran	0	1	F	958
Coonabarabran	0	1	M	893
Coonabarabran	1	0	F	1299
Coonabarabran	1	0	M	1214
Coonamble	0	1	F	696
Coonamble	0	1	M	707
Coonamble	1	0	F	985
Coonamble	1	0	M	941
Cooperabung	0	1	F	67
Cooperabung	0	1	M	84
Cooperabung	1	0	F	100
Cooperabung	1	0	M	117
Coopernook	0	1	F	146
Coopernook	0	1	M	150
Coopernook	1	0	F	214
Coopernook	1	0	M	202
Coopers Gully	0	1	F	45
Coopers Gully	0	1	M	50
Coopers Gully	1	0	F	66
Coopers Gully	1	0	M	74
Coopers Shoot	0	1	F	77
Coopers Shoot	0	1	M	69
Coopers Shoot	1	0	F	100
Coopers Shoot	1	0	M	107
Cooplacurripa	0	1	F	3
Cooplacurripa	0	1	M	8
Cooplacurripa	1	0	F	3
Cooplacurripa	1	0	M	8
Coorabell	0	1	F	117
Coorabell	0	1	M	117
Coorabell	1	0	F	177
Coorabell	1	0	M	163
Cooranbong	0	1	F	1342
Cooranbong	0	1	M	1205
Cooranbong	1	0	F	2179
Cooranbong	1	0	M	1957
Cootamundra	0	1	F	1979
Cootamundra	0	1	M	1850
Cootamundra	1	0	F	2738
Cootamundra	1	0	M	2595
Cootralantra	0	1	F	24
Cootralantra	0	1	M	32
Cootralantra	1	0	F	44
Cootralantra	1	0	M	46
Cooyal	0	1	F	28
Cooyal	0	1	M	36
Cooyal	1	0	F	45
Cooyal	1	0	M	57
Copacabana	0	1	F	712
Copacabana	0	1	M	742
Copacabana	1	0	F	1050
Copacabana	1	0	M	1097
Cope	0	1	F	30
Cope	0	1	M	34
Cope	1	0	F	39
Cope	1	0	M	46
Copeland	0	1	F	22
Copeland	0	1	M	21
Copeland	1	0	F	22
Copeland	1	0	M	28
Copeton	0	1	F	8
Copeton	0	1	M	8
Copeton	1	0	F	10
Copeton	1	0	M	17
Copmanhurst	0	1	F	74
Copmanhurst	0	1	M	82
Copmanhurst	1	0	F	121
Copmanhurst	1	0	M	115
Coppabella (NSW)	0	1	F	4
Coppabella (NSW)	0	1	M	5
Coppabella (NSW)	1	0	F	4
Coppabella (NSW)	1	0	M	3
Coraki	0	1	F	377
Coraki	0	1	M	344
Coraki	1	0	F	524
Coraki	1	0	M	475
Coralville	0	1	F	38
Coralville	0	1	M	53
Coralville	1	0	F	52
Coralville	1	0	M	60
Coramba	0	1	F	230
Coramba	0	1	M	253
Coramba	1	0	F	327
Coramba	1	0	M	328
Corang	1	0	F	3
Corang	1	0	M	3
Corangula	0	1	F	5
Corangula	0	1	M	10
Corangula	1	0	F	10
Corangula	1	0	M	9
Corbie Hill	0	1	F	69
Corbie Hill	0	1	M	96
Corbie Hill	1	0	F	80
Corbie Hill	1	0	M	112
Cordeaux Heights	0	1	F	1580
Cordeaux Heights	0	1	M	1614
Cordeaux Heights	1	0	F	1928
Cordeaux Heights	1	0	M	1950
Coree	0	1	F	14
Coree	0	1	M	9
Coree	1	0	F	14
Coree	1	0	M	14
Coreen	0	1	F	34
Coreen	0	1	M	38
Coreen	1	0	F	41
Coreen	1	0	M	51
Corindi Beach	0	1	F	343
Corindi Beach	0	1	M	355
Corindi Beach	1	0	F	615
Corindi Beach	1	0	M	632
Corinella (NSW)	0	1	F	25
Corinella (NSW)	0	1	M	23
Corinella (NSW)	1	0	F	26
Corinella (NSW)	1	0	M	28
Corlette	0	1	F	1270
Corlette	0	1	M	1130
Corlette	1	0	F	2149
Corlette	1	0	M	1901
Corndale (NSW)	0	1	F	102
Corndale (NSW)	0	1	M	102
Corndale (NSW)	1	0	F	137
Corndale (NSW)	1	0	M	137
Corney Town	0	1	F	20
Corney Town	0	1	M	25
Corney Town	1	0	F	28
Corney Town	1	0	M	33
Cornwallis	0	1	F	17
Cornwallis	0	1	M	19
Cornwallis	1	0	F	21
Cornwallis	1	0	M	24
Corobimilla	0	1	F	19
Corobimilla	0	1	M	20
Corobimilla	1	0	F	32
Corobimilla	1	0	M	33
Corowa	0	1	F	1617
Corowa	0	1	M	1529
Corowa	1	0	F	2163
Corowa	1	0	M	2077
Corrabare	0	1	F	3
Corrabare	1	0	F	8
Corrabare	1	0	M	3
Corrimal	0	1	F	1971
Corrimal	0	1	M	1824
Corrimal	1	0	F	2736
Corrimal	1	0	M	2561
Corrowong	1	0	F	3
Corrowong	1	0	M	3
Corunna	0	1	F	21
Corunna	0	1	M	24
Corunna	1	0	F	19
Corunna	1	0	M	27
Cottage Point	0	1	F	26
Cottage Point	0	1	M	19
Cottage Point	1	0	F	32
Cottage Point	1	0	M	33
Cottonvale (NSW)	0	1	F	6
Cottonvale (NSW)	0	1	M	8
Cottonvale (NSW)	1	0	F	8
Cottonvale (NSW)	1	0	M	13
Cougal	0	1	F	3
Cougal	0	1	M	13
Cougal	1	0	F	6
Cougal	1	0	M	16
Countegany	0	1	F	7
Countegany	0	1	M	14
Countegany	1	0	F	15
Countegany	1	0	M	17
Courabyra	0	1	F	19
Courabyra	0	1	M	23
Courabyra	1	0	F	37
Courabyra	1	0	M	41
Couradda	0	1	F	12
Couradda	0	1	M	18
Couradda	1	0	F	13
Couradda	1	0	M	24
Couragago	0	1	F	3
Couragago	0	1	M	3
Couragago	1	0	F	3
Couragago	1	0	M	3
Couridjah	0	1	F	94
Couridjah	0	1	M	99
Couridjah	1	0	F	133
Couridjah	1	0	M	132
Coutts Crossing	0	1	F	317
Coutts Crossing	0	1	M	301
Coutts Crossing	1	0	F	432
Coutts Crossing	1	0	M	409
Cow Flat	0	1	F	18
Cow Flat	0	1	M	17
Cow Flat	1	0	F	24
Cow Flat	1	0	M	24
Cowabbie	0	1	F	3
Cowabbie	0	1	M	6
Cowabbie	1	0	F	3
Cowabbie	1	0	M	6
Cowan	0	1	F	220
Cowan	0	1	M	218
Cowan	1	0	F	282
Cowan	1	0	M	280
Cowper	0	1	F	26
Cowper	0	1	M	27
Cowper	1	0	F	29
Cowper	1	0	M	32
Cowra	0	1	F	2781
Cowra	0	1	M	2731
Cowra	1	0	F	4004
Cowra	1	0	M	3824
Coxs Creek	0	1	F	15
Coxs Creek	0	1	M	13
Coxs Creek	1	0	F	19
Coxs Creek	1	0	M	30
Coxs Crown	0	1	F	4
Coxs Crown	0	1	M	3
Coxs Crown	1	0	F	4
Coxs Crown	1	0	M	3
Crabbes Creek	0	1	F	86
Crabbes Creek	0	1	M	95
Crabbes Creek	1	0	F	112
Crabbes Creek	1	0	M	114
Crackenback	0	1	F	45
Crackenback	0	1	M	55
Crackenback	1	0	F	69
Crackenback	1	0	M	78
Craigie (NSW)	0	1	F	15
Craigie (NSW)	0	1	M	10
Craigie (NSW)	1	0	F	15
Craigie (NSW)	1	0	M	8
Cranebrook	0	1	F	4337
Cranebrook	0	1	M	4222
Cranebrook	1	0	F	6481
Cranebrook	1	0	M	6243
Craven	0	1	F	28
Craven	0	1	M	44
Craven	1	0	F	40
Craven	1	0	M	55
Craven Plateau	0	1	M	3
Craven Plateau	1	0	M	3
Crawford River	0	1	F	24
Crawford River	0	1	M	23
Crawford River	1	0	F	24
Crawford River	1	0	M	23
Crawney	0	1	F	10
Crawney	0	1	M	12
Crawney	1	0	F	17
Crawney	1	0	M	18
Creewah	0	1	F	5
Creewah	0	1	M	9
Creewah	1	0	F	14
Creewah	1	0	M	13
Cremorne (NSW)	0	1	F	2501
Cremorne (NSW)	0	1	M	1980
Cremorne (NSW)	1	0	F	4430
Cremorne (NSW)	1	0	M	3656
Cremorne Point	0	1	F	507
Cremorne Point	0	1	M	479
Cremorne Point	1	0	F	885
Cremorne Point	1	0	M	822
Crescent Head	0	1	F	424
Crescent Head	0	1	M	438
Crescent Head	1	0	F	569
Crescent Head	1	0	M	607
Crestwood	0	1	F	982
Crestwood	0	1	M	1049
Crestwood	1	0	F	1600
Crestwood	1	0	M	1714
Cringila	0	1	F	612
Cringila	0	1	M	661
Cringila	1	0	F	877
Cringila	1	0	M	910
Croki	0	1	F	21
Croki	0	1	M	14
Croki	1	0	F	24
Croki	1	0	M	18
Cromer (NSW)	0	1	F	2418
Cromer (NSW)	0	1	M	2245
Cromer (NSW)	1	0	F	3303
Cromer (NSW)	1	0	M	3040
Cronulla	0	1	F	3969
Cronulla	0	1	M	3893
Cronulla	1	0	F	6594
Cronulla	1	0	M	6388
Crooble	0	1	F	15
Crooble	0	1	M	22
Crooble	1	0	F	20
Crooble	1	0	M	27
Croobyar	0	1	F	54
Croobyar	0	1	M	60
Croobyar	1	0	F	61
Croobyar	1	0	M	76
Crooked Corner	0	1	F	18
Crooked Corner	0	1	M	19
Crooked Corner	1	0	F	17
Crooked Corner	1	0	M	21
Crookwell	0	1	F	784
Crookwell	0	1	M	770
Crookwell	1	0	F	1077
Crookwell	1	0	M	1039
Croom	0	1	F	32
Croom	0	1	M	35
Croom	1	0	F	52
Croom	1	0	M	52
Croppa Creek	0	1	F	34
Croppa Creek	0	1	M	29
Croppa Creek	1	0	F	39
Croppa Creek	1	0	M	45
Cross Roads (NSW)	0	1	F	6
Cross Roads (NSW)	0	1	M	7
Cross Roads (NSW)	1	0	F	8
Cross Roads (NSW)	1	0	M	11
Crosslands	0	1	F	115
Crosslands	0	1	M	100
Crosslands	1	0	F	231
Crosslands	1	0	M	206
Croudace Bay	0	1	F	163
Croudace Bay	0	1	M	160
Croudace Bay	1	0	F	237
Croudace Bay	1	0	M	230
Crowdy Head	0	1	F	27
Crowdy Head	0	1	M	27
Crowdy Head	1	0	F	30
Crowdy Head	1	0	M	33
Crows Nest (NSW)	0	1	F	798
Crows Nest (NSW)	0	1	M	726
Crows Nest (NSW)	1	0	F	1641
Crows Nest (NSW)	1	0	M	1531
Crowther	0	1	F	20
Crowther	0	1	M	26
Crowther	1	0	F	22
Crowther	1	0	M	32
Croydon (NSW)	0	1	F	3138
Croydon (NSW)	0	1	M	2825
Croydon (NSW)	1	0	F	4491
Croydon (NSW)	1	0	M	4007
Croydon Park (NSW)	0	1	F	3452
Croydon Park (NSW)	0	1	M	3076
Croydon Park (NSW)	1	0	F	4738
Croydon Park (NSW)	1	0	M	4287
Crudine	0	1	F	19
Crudine	0	1	M	22
Crudine	1	0	F	30
Crudine	1	0	M	26
Cryon	0	1	F	10
Cryon	0	1	M	13
Cryon	1	0	F	19
Cryon	1	0	M	20
Crystal Creek (NSW)	0	1	F	88
Crystal Creek (NSW)	0	1	M	78
Crystal Creek (NSW)	1	0	F	111
Crystal Creek (NSW)	1	0	M	98
Cubba	0	1	F	12
Cubba	0	1	M	12
Cubba	1	0	F	14
Cubba	1	0	M	16
Cudal	0	1	F	151
Cudal	0	1	M	182
Cudal	1	0	F	227
Cudal	1	0	M	257
Cudgegong	0	1	F	14
Cudgegong	0	1	M	13
Cudgegong	1	0	F	18
Cudgegong	1	0	M	17
Cudgel	0	1	F	11
Cudgel	0	1	M	7
Cudgel	1	0	F	10
Cudgel	1	0	M	13
Cudgen	0	1	F	272
Cudgen	0	1	M	263
Cudgen	1	0	F	361
Cudgen	1	0	M	362
Cudgera Creek	0	1	F	85
Cudgera Creek	0	1	M	92
Cudgera Creek	1	0	F	116
Cudgera Creek	1	0	M	125
Cudmirrah	0	1	F	75
Cudmirrah	0	1	M	85
Cudmirrah	1	0	F	113
Cudmirrah	1	0	M	129
Culburra Beach	0	1	F	758
Culburra Beach	0	1	M	771
Culburra Beach	1	0	F	1094
Culburra Beach	1	0	M	1107
Culcairn	0	1	F	413
Culcairn	0	1	M	457
Culcairn	1	0	F	567
Culcairn	1	0	M	623
Cullen Bullen	0	1	F	69
Cullen Bullen	0	1	M	70
Cullen Bullen	1	0	F	81
Cullen Bullen	1	0	M	94
Cullenbone	0	1	F	5
Cullenbone	0	1	M	5
Cullenbone	1	0	F	15
Cullenbone	1	0	M	13
Cullendore	0	1	F	5
Cullendore	0	1	M	5
Cullendore	1	0	F	8
Cullendore	1	0	M	7
Cullerin	0	1	F	8
Cullerin	0	1	M	12
Cullerin	1	0	F	11
Cullerin	1	0	M	22
Cullivel	0	1	F	4
Cullivel	0	1	M	6
Cullivel	1	0	F	4
Cullivel	1	0	M	11
Culmaran Creek	0	1	F	3
Culmaran Creek	0	1	M	4
Culmaran Creek	1	0	F	3
Culmaran Creek	1	0	M	4
Cumbalum	0	1	F	330
Cumbalum	0	1	M	310
Cumbalum	1	0	F	595
Cumbalum	1	0	M	561
Cumbandry	0	1	F	4
Cumbandry	0	1	M	6
Cumbandry	1	0	F	5
Cumbandry	1	0	M	6
Cumberland Reach	0	1	F	56
Cumberland Reach	0	1	M	61
Cumberland Reach	1	0	F	71
Cumberland Reach	1	0	M	87
Cumbo	0	1	F	3
Cumbo	0	1	M	3
Cumbo	1	0	F	3
Cumbo	1	0	M	9
Cumborah	0	1	F	52
Cumborah	0	1	M	81
Cumborah	1	0	F	60
Cumborah	1	0	M	96
Cumnock	0	1	F	129
Cumnock	0	1	M	152
Cumnock	1	0	F	161
Cumnock	1	0	M	196
Cundle Flat	0	1	F	7
Cundle Flat	0	1	M	8
Cundle Flat	1	0	F	3
Cundle Flat	1	0	M	8
Cundletown	0	1	F	588
Cundletown	0	1	M	529
Cundletown	1	0	F	846
Cundletown	1	0	M	766
Cundumbul	0	1	F	12
Cundumbul	0	1	M	14
Cundumbul	1	0	F	18
Cundumbul	1	0	M	11
Cunjurong Point	0	1	F	19
Cunjurong Point	0	1	M	20
Cunjurong Point	1	0	F	34
Cunjurong Point	1	0	M	36
Cunningar	0	1	F	50
Cunningar	0	1	M	52
Cunningar	1	0	F	60
Cunningar	1	0	M	60
Cunninyeuk	0	1	F	4
Cunninyeuk	0	1	M	10
Cunninyeuk	1	0	F	15
Cunninyeuk	1	0	M	22
Curban	0	1	F	35
Curban	0	1	M	37
Curban	1	0	F	53
Curban	1	0	M	49
Curl Curl	0	1	F	629
Curl Curl	0	1	M	664
Curl Curl	1	0	F	893
Curl Curl	1	0	M	946
Curlew Waters	0	1	F	3
