SSC_NAME16	Sex	persons
Brighton (Tas.)	M	1978
Brittons Swamp	F	28
Brittons Swamp	M	21
Broadmarsh	F	85
Broadmarsh	M	88
Broadmeadows (Tas.)	F	14
Broadmeadows (Tas.)	M	24
Bronte Park	F	13
Bronte Park	M	15
Brooklyn (Tas.)	F	281
Brooklyn (Tas.)	M	271
Brooks Bay	F	11
Brooks Bay	M	21
Buckland (Tas.)	F	77
Buckland (Tas.)	M	97
Bungaree (Tas.)	F	12
Bungaree (Tas.)	M	7
Burnie	F	323
Burnie	M	273
Burns Creek	F	19
Burns Creek	M	15
Bushy Park (Tas.)	F	64
Bushy Park (Tas.)	M	64
Cairns Bay	F	29
Cairns Bay	M	41
Calder	F	95
Calder	M	114
Cambridge (Tas.)	F	561
Cambridge (Tas.)	M	607
Camdale	F	30
Camdale	M	40
Camena	F	10
Camena	M	14
Campania	F	450
Campania	M	488
Campbell Town	F	510
Campbell Town	M	485
Cape Barren Island	F	39
Cape Barren Island	M	35
Cape Pillar	F	3
Carlton (Tas.)	F	557
Carlton (Tas.)	M	558
Carlton River	F	128
Carlton River	M	139
Carrick (Tas.)	F	284
Carrick (Tas.)	M	276
Castle Forbes Bay	F	79
Castle Forbes Bay	M	79
Castra	F	27
Castra	M	24
Caveside	F	62
Caveside	M	70
Chain Of Lagoons	F	13
Chain Of Lagoons	M	12
Charlotte Cove	F	19
Charlotte Cove	M	14
Chasm Creek	F	36
Chasm Creek	M	36
Chigwell	F	1039
Chigwell	M	968
Christmas Hills (Tas.)	F	54
Christmas Hills (Tas.)	M	59
Chudleigh	F	100
Chudleigh	M	100
Claremont (Tas.)	F	4056
Claremont (Tas.)	M	3692
Clarence Point	F	107
Clarence Point	M	118
Clarendon Vale	F	683
Clarendon Vale	M	579
Claude Road	F	108
Claude Road	M	146
Cleveland (Tas.)	F	22
Cleveland (Tas.)	M	20
Clifton Beach (Tas.)	F	295
Clifton Beach (Tas.)	M	288
Cluan	F	21
Cluan	M	21
Colebrook	F	138
Colebrook	M	158
Coles Bay	F	180
Coles Bay	M	176
Collinsvale	F	301
Collinsvale	M	333
Conara	F	64
Conara	M	62
Coningham	F	125
Coningham	M	133
Connellys Marsh	F	24
Connellys Marsh	M	15
Cooee	F	269
Cooee	M	256
Copping	F	85
Copping	M	101
Cornwall (Tas.)	F	32
Cornwall (Tas.)	M	29
Couta Rocks	F	3
Couta Rocks	M	6
Cowrie Point	F	7
Cowrie Point	M	8
Crabtree	F	151
Crabtree	M	139
Cradle Mountain	F	30
Cradle Mountain	M	37
Cradoc	F	226
Cradoc	M	216
Cranbrook (Tas.)	F	33
Cranbrook (Tas.)	M	37
Crayfish Creek	F	32
Crayfish Creek	M	40
Cremorne (Tas.)	F	261
Cremorne (Tas.)	M	262
Cressy (Tas.)	F	534
Cressy (Tas.)	M	575
Cuckoo	F	24
Cuckoo	M	30
Cuprona	F	54
Cuprona	M	65
Currie	F	381
Currie	M	388
Cygnet	F	784
Cygnet	M	767
Dairy Plains	F	35
Dairy Plains	M	35
Deddington	F	61
Deddington	M	61
Dee	F	3
Dee	M	8
Deep Bay	F	112
Deep Bay	M	120
Deloraine	F	1522
Deloraine	M	1322
Dennes Point	F	18
Dennes Point	M	30
Derby (Tas.)	F	80
Derby (Tas.)	M	92
Derwent Bridge	F	11
Derwent Bridge	M	8
Derwent Park	F	308
Derwent Park	M	346
Deviot	F	167
Deviot	M	168
Devon Hills	F	211
Devon Hills	M	224
Devonport	F	7391
Devonport	M	6369
Dilston	F	258
Dilston	M	272
Doctors Point	M	4
Doctors Rocks	F	35
Doctors Rocks	M	48
Dodges Ferry	F	1229
Dodges Ferry	M	1240
Dolphin Sands	F	67
Dolphin Sands	M	62
Don	F	334
Don	M	312
Douglas River	F	15
Douglas River	M	14
Dover	F	410
Dover	M	447
Downlands	F	124
Downlands	M	112
Dowsing Point	F	41
Dowsing Point	M	44
Dromedary (Tas.)	F	343
Dromedary (Tas.)	M	392
Dulcot	F	114
Dulcot	M	121
Dunalley	F	143
Dunalley	M	172
Dunorlan	F	53
Dunorlan	M	54
Dynnyrne	F	798
Dynnyrne	M	779
Dysart (Tas.)	F	101
Dysart (Tas.)	M	119
Eaglehawk Neck	F	184
Eaglehawk Neck	M	195
East Cam	F	90
East Cam	M	84
East Devonport	F	2142
East Devonport	M	1910
East Launceston	F	1110
East Launceston	M	1036
East Ridgley	F	55
East Ridgley	M	50
Edgcumbe Beach	F	26
Edgcumbe Beach	M	30
Edith Creek	F	62
Edith Creek	M	78
Egg Lagoon	F	11
Egg Lagoon	M	17
Eggs And Bacon Bay	F	57
Eggs And Bacon Bay	M	47
Elderslie (Tas.)	F	67
Elderslie (Tas.)	M	82
Electrona	F	190
Electrona	M	170
Elizabeth Town	F	133
Elizabeth Town	M	157
Ellendale (Tas.)	F	124
Ellendale (Tas.)	M	122
Elliott (Tas.)	F	160
Elliott (Tas.)	M	185
Emita	F	38
Emita	M	30
Emu Heights (Tas.)	F	94
Emu Heights (Tas.)	M	87
Epping Forest	F	28
Epping Forest	M	40
Erriba	F	23
Erriba	M	28
Eugenana	F	95
Eugenana	M	106
Evandale (Tas.)	F	683
Evandale (Tas.)	M	662
Exeter (Tas.)	F	336
Exeter (Tas.)	M	297
Exton	F	80
Exton	M	81
Falmouth	F	53
Falmouth	M	57
Fentonbury	F	31
Fentonbury	M	35
Fern Tree	F	369
Fern Tree	M	356
Fingal (Tas.)	F	194
Fingal (Tas.)	M	213
Fitzgerald (Tas.)	F	15
Fitzgerald (Tas.)	M	20
Flintstone	M	7
Flowerdale (Tas.)	F	115
Flowerdale (Tas.)	M	127
Flowerpot	F	37
Flowerpot	M	34
Flowery Gully	F	44
Flowery Gully	M	44
Forcett	F	481
Forcett	M	477
Forest	F	250
Forest	M	232
Forester	F	4
Forester	M	3
Fortescue (Tas.)	F	3
Fortescue (Tas.)	M	3
Forth	F	355
Forth	M	361
Forthside	F	38
Forthside	M	43
Four Mile Creek (Tas.)	F	44
Four Mile Creek (Tas.)	M	50
Frankford	F	85
Frankford	M	92
Franklin (Tas.)	F	554
Franklin (Tas.)	M	544
Freycinet	F	5
Freycinet	M	3
Friendly Beaches	M	11
Gagebrook	F	747
Gagebrook	M	692
Garden Island Creek	F	125
Garden Island Creek	M	122
Gardners Bay	F	173
Gardners Bay	M	159
Gawler (Tas.)	F	317
Gawler (Tas.)	M	305
Geeveston	F	646
Geeveston	M	658
Geilston Bay	F	1595
Geilston Bay	M	1455
George Town	F	2190
George Town	M	2155
Gladstone (Tas.)	F	72
Gladstone (Tas.)	M	67
Glaziers Bay	F	43
Glaziers Bay	M	46
Glebe (Tas.)	F	275
Glebe (Tas.)	M	283
Glen Huon	F	326
Glen Huon	M	340
Glendevie	F	35
Glendevie	M	31
Glenfern (Tas.)	F	86
Glenfern (Tas.)	M	101
Glengarry (Tas.)	F	263
Glengarry (Tas.)	M	258
Glenlusk	F	91
Glenlusk	M	113
Glenora	F	43
Glenora	M	38
Glenorchy (Tas.)	F	5655
Glenorchy (Tas.)	M	5179
Golconda	F	10
Golconda	M	19
Golden Valley	F	111
Golden Valley	M	125
Goodwood (Tas.)	F	510
Goodwood (Tas.)	M	547
Gordon (Tas.)	F	94
Gordon (Tas.)	M	99
Gormanston	F	10
Gormanston	M	6
Goshen	F	48
Goshen	M	51
Goulds Country	F	39
Goulds Country	M	40
Gowrie Park	F	15
Gowrie Park	M	20
Granton	F	852
Granton	M	885
Granville Harbour	F	7
Granville Harbour	M	20
Grasstree Hill	F	58
Grasstree Hill	M	46
Grassy	F	76
Grassy	M	65
Gravelly Beach	F	297
Gravelly Beach	M	270
Gray (Tas.)	F	32
Gray (Tas.)	M	39
Great Bay	F	27
Great Bay	M	31
Greens Beach	F	112
Greens Beach	M	100
Gretna	F	102
Gretna	M	102
Grindelwald	F	498
Grindelwald	M	467
Grove	F	234
Grove	M	225
Gunns Plains	F	81
Gunns Plains	M	85
Hadspen	F	1145
Hadspen	M	1132
Hagley	F	159
Hagley	M	179
Hamilton (Tas.)	F	105
Hamilton (Tas.)	M	106
Hampshire	F	25
Hampshire	M	24
Harford	F	35
Harford	M	37
Hastings (Tas.)	F	20
Hastings (Tas.)	M	23
Havenview	F	364
Havenview	M	351
Hawley Beach	F	240
Hawley Beach	M	239
Hayes	F	48
Hayes	M	62
Hellyer	F	77
Hellyer	M	94
Henrietta	F	63
Henrietta	M	72
Herdsmans Cove	F	573
Herdsmans Cove	M	545
Herrick	F	21
Herrick	M	29
Heybridge	F	209
Heybridge	M	218
Highclere	F	52
Highclere	M	69
Highcroft	F	23
Highcroft	M	24
Hillcrest (Tas.)	F	538
Hillcrest (Tas.)	M	507
Hillwood	F	297
Hillwood	M	286
Hobart	F	1080
Hobart	M	1217
Hollow Tree	F	12
Hollow Tree	M	22
Holwell	F	37
Holwell	M	31
Honeywood	F	255
Honeywood	M	245
Howden	F	339
Howden	M	334
Howrah	F	4591
Howrah	M	4099
Howth	F	34
Howth	M	22
Huntingfield	F	230
Huntingfield	M	206
Huonville	F	1411
Huonville	M	1305
Ida Bay	M	9
Interlaken	F	6
Interlaken	M	13
Invermay (Tas.)	F	1543
Invermay (Tas.)	M	1513
Irishtown (Tas.)	F	144
Irishtown (Tas.)	M	159
Jackeys Marsh	F	13
Jackeys Marsh	M	20
Jericho (Tas.)	F	20
Jericho (Tas.)	M	36
Jetsonville	F	61
Jetsonville	M	72
Judbury	F	193
Judbury	M	195
Kamona	F	3
Kamona	M	5
Kaoota	F	102
Kaoota	M	104
Karanja	F	12
Karanja	M	19
Karoola	F	154
Karoola	M	165
Kayena	F	111
Kayena	M	112
Kellevie	F	82
Kellevie	M	89
Kelso (Tas.)	F	75
Kelso (Tas.)	M	75
Kempton	F	199
Kempton	M	189
Kettering	F	371
Kettering	M	428
Killiecrankie	F	12
Killiecrankie	M	13
Kimberley (Tas.)	F	69
Kimberley (Tas.)	M	75
Kindred	F	116
Kindred	M	121
Kings Meadows	F	1947
Kings Meadows	M	1724
Kingston (Tas.)	F	5425
Kingston (Tas.)	M	4983
Kingston Beach	F	1075
Kingston Beach	M	917
Koonya	F	62
Koonya	M	70
Lachlan	F	389
Lachlan	M	448
Lackrana	F	30
Lackrana	M	40
Lady Barron	F	69
Lady Barron	M	87
Lake Leake	F	17
Lake Leake	M	27
Lake St Clair	F	3
Lake St Clair	M	3
Lalla	F	38
Lalla	M	47
Lanena	F	163
Lanena	M	154
Lapoinya	F	46
Lapoinya	M	72
Latrobe	F	2172
Latrobe	M	1998
Lauderdale	F	1255
Lauderdale	M	1160
Launceston	F	1499
Launceston	M	1439
Lawitta	F	127
Lawitta	M	110
Lebrina	F	92
Lebrina	M	101
Leeka	M	4
Lefroy	F	30
Lefroy	M	44
Legana	F	2046
Legana	M	1983
Legerwood	F	88
Legerwood	M	102
Leith	F	213
Leith	M	201
Lemont	F	8
Lemont	M	11
Lenah Valley	F	3109
Lenah Valley	M	2830
Leslie Vale	F	168
Leslie Vale	M	182
Levendale	F	54
Levendale	M	62
Lewisham (Tas.)	F	345
Lewisham (Tas.)	M	347
Liawenee	M	3
Liena	F	20
Liena	M	14
Lietinna	F	26
Lietinna	M	26
Liffey	F	70
Liffey	M	86
Lileah	F	36
Lileah	M	41
Lillico (Tas.)	F	14
Lillico (Tas.)	M	15
Lilydale (Tas.)	F	294
Lilydale (Tas.)	M	296
Lindisfarne	F	3352
Lindisfarne	M	2829
Little Pine Lagoon	M	3
Little Swanport	F	51
Little Swanport	M	63
Loccota	F	12
Loccota	M	7
Loira	F	77
Loira	M	85
London Lakes	M	3
Longford (Tas.)	F	1970
Longford (Tas.)	M	1888
Longley	F	115
Longley	M	116
Lonnavale	F	44
Lonnavale	M	42
Loongana	F	7
Loongana	M	9
Loorana	F	54
Loorana	M	66
Lorinna	F	42
Lorinna	M	41
Lottah	F	4
Lottah	M	6
Low Head	F	297
Low Head	M	280
Lower Barrington	F	112
Lower Barrington	M	125
Lower Beulah	F	26
Lower Beulah	M	25
Lower Longley	F	142
Lower Longley	M	138
Lower Marshes	F	3
Lower Marshes	M	6
Lower Snug	F	217
Lower Snug	M	225
Lower Turners Marsh	F	14
Lower Turners Marsh	M	19
Lower Wattle Grove	F	40
Lower Wattle Grove	M	48
Lower Wilmot	F	54
Lower Wilmot	M	64
Loyetea	F	14
Loyetea	M	14
Lucaston	F	170
Lucaston	M	187
Lughrata	F	6
Lughrata	M	10
Lulworth	F	81
Lulworth	M	78
Lunawanna	F	42
Lunawanna	M	49
Lune River	F	10
Lune River	M	15
Lutana	F	1206
Lutana	M	1150
Lymington	F	139
Lymington	M	142
Lymwood	F	46
Lymwood	M	66
Macquarie Plains	F	21
Macquarie Plains	M	27
Magra	F	330
Magra	M	367
Malbina	F	38
Malbina	M	38
Mangalore (Tas.)	F	200
Mangalore (Tas.)	M	225
Mangana	F	12
Mangana	M	24
Margate (Tas.)	F	2012
Margate (Tas.)	M	1910
Marion Bay (Tas.)	F	36
Marion Bay (Tas.)	M	36
Marrawah	F	65
Marrawah	M	67
Mathinna	F	68
Mathinna	M	79
Mawbanna	F	68
Mawbanna	M	63
Mayberry	F	12
Mayberry	M	8
Maydena	F	101
Maydena	M	123
Mayfield (Tas.)	F	773
Mayfield (Tas.)	M	684
Meadowbank (Tas.)	F	7
Meadowbank (Tas.)	M	9
Meander	F	164
Meander	M	164
Mella	F	36
Mella	M	38
Melrose (Tas.)	F	49
Melrose (Tas.)	M	47
Melton Mowbray	F	25
Melton Mowbray	M	40
Memana	F	43
Memana	M	59
Mengha	F	59
Mengha	M	81
Merseylea	F	27
Merseylea	M	29
Miandetta (Tas.)	F	977
Miandetta (Tas.)	M	871
Middlesex (Tas.)	F	3
Middlesex (Tas.)	M	4
Middleton (Tas.)	F	125
Middleton (Tas.)	M	124
Midway Point	F	1473
Midway Point	M	1386
Miena	F	41
Miena	M	49
Milabena	F	40
Milabena	M	46
Moina	F	14
Moina	M	21
Mole Creek	F	249
Mole Creek	M	260
Molesworth (Tas.)	F	304
Molesworth (Tas.)	M	326
Moltema	F	38
Moltema	M	43
Montagu	F	41
Montagu	M	51
Montagu Bay	F	344
Montagu Bay	M	317
Montana	F	23
Montana	M	33
Montello	F	646
Montello	M	566
Montrose (Tas.)	F	1138
Montrose (Tas.)	M	1015
Montumana	F	28
Montumana	M	31
Moogara	F	20
Moogara	M	26
Moonah	F	2769
Moonah	M	2652
Mooreville	F	148
Mooreville	M	155
Moorina (Tas.)	F	4
Moorina (Tas.)	M	3
Moorleah	F	76
Moorleah	M	73
Morass Bay	M	3
Moriarty	F	110
Moriarty	M	113
Mornington (Tas.)	F	1159
Mornington (Tas.)	M	1109
Mount Direction	F	124
Mount Direction	M	122
Mount Field	F	3
Mount Field	M	3
Mount Hicks	F	186
Mount Hicks	M	166
Mount Lloyd	F	24
Mount Lloyd	M	29
Mount Nelson	F	1248
Mount Nelson	M	1255
Mount Rumney	F	129
Mount Rumney	M	136
Mount Seymour	F	38
Mount Seymour	M	33
Mount Stuart (Tas.)	F	1199
Mount Stuart (Tas.)	M	1202
Mountain River	F	270
Mountain River	M	285
Mowbray (Tas.)	F	1829
Mowbray (Tas.)	M	1905
Murdunna	F	146
Murdunna	M	166
Musselroe Bay	F	17
Musselroe Bay	M	23
Myalla (Tas.)	F	23
Myalla (Tas.)	M	26
Myrtle Bank (Tas.)	F	16
Myrtle Bank (Tas.)	M	18
Nabageena	F	13
Nabageena	M	29
Nabowla	F	57
Nabowla	M	58
Naracoopa	F	28
Naracoopa	M	37
National Park	F	42
National Park	M	33
Natone	F	135
Natone	M	147
Needles	F	20
Needles	M	20
Neika	F	100
Neika	M	99
Nelson Bay (Tas.)	F	3
Nelson Bay (Tas.)	M	3
New Norfolk	F	2830
New Norfolk	M	2599
New Town (Tas.)	F	3116
New Town (Tas.)	M	3006
Newnham	F	3244
Newnham	M	3205
Newstead (Tas.)	F	2882
Newstead (Tas.)	M	2483
Nicholls Rivulet	F	150
Nicholls Rivulet	M	169
Nietta	F	32
Nietta	M	36
Nile	F	75
Nile	M	79
Nook	F	88
Nook	M	94
North Bruny	F	43
North Bruny	M	51
North Hobart	F	1257
North Hobart	M	1242
North Lilydale	F	37
North Lilydale	M	42
North Motton	F	202
North Motton	M	204
North Scottsdale	F	57
North Scottsdale	M	72
Northdown	F	104
Northdown	M	114
Norwood (Tas.)	F	1985
Norwood (Tas.)	M	1757
Notley Hills	F	19
Notley Hills	M	30
Nowhere Else	F	20
Nowhere Else	M	22
Nubeena	F	243
Nubeena	M	240
Nugara	F	37
Nugara	M	39
Nugent	F	48
Nugent	M	52
Nunamara	F	144
Nunamara	M	147
Oakdowns	F	790
Oakdowns	M	676
Oaks	F	18
Oaks	M	22
Oatlands (Tas.)	F	353
Oatlands (Tas.)	M	332
Ocean Vista	F	151
Ocean Vista	M	158
Old Beach	F	1922
Old Beach	M	1860
Oldina	F	62
Oldina	M	55
Oonah	M	3
Opossum Bay	F	168
Opossum Bay	M	162
Orford (Tas.)	F	300
Orford (Tas.)	M	324
Orielton	F	177
Orielton	M	180
Osmaston	F	44
Osmaston	M	50
Osterley (Tas.)	F	4
Osterley (Tas.)	M	9
Otago	F	270
Otago	M	286
Ouse	F	151
Ouse	M	148
Oyster Cove (Tas.)	F	152
Oyster Cove (Tas.)	M	160
Palana	F	7
Palana	M	10
Paloona	F	31
Paloona	M	37
Paradise (Tas.)	F	54
Paradise (Tas.)	M	64
Parattah	F	77
Parattah	M	79
Park Grove	F	1259
Park Grove	M	1126
Parkham	F	66
Parkham	M	62
Parklands (Tas.)	F	444
Parklands (Tas.)	M	406
Patersonia	F	42
Patersonia	M	43
Pawleena	F	43
Pawleena	M	52
Pawtella	F	17
Pawtella	M	19
Pegarah	F	72
Pegarah	M	68
Pelham (Tas.)	F	9
Pelham (Tas.)	M	24
Pelverata	F	98
Pelverata	M	115
Penguin	F	1989
Penguin	M	1860
Penna	F	217
Penna	M	200
Perth (Tas.)	F	1516
Perth (Tas.)	M	1450
Petcheys Bay	F	67
Petcheys Bay	M	75
Pioneer (Tas.)	F	37
Pioneer (Tas.)	M	52
Pipers Brook	F	44
Pipers Brook	M	50
Pipers River	F	209
Pipers River	M	222
Plenty (Tas.)	F	46
Plenty (Tas.)	M	45
Poatina	F	46
Poatina	M	54
Police Point	F	45
Police Point	M	41
Pontville	F	292
Pontville	M	331
Pontypool	F	22
Pontypool	M	28
Port Arthur (Tas.)	F	123
Port Arthur (Tas.)	M	128
Port Huon	F	215
Port Huon	M	204
Port Sorell	F	1007
Port Sorell	M	1018
Powranna	F	12
Powranna	M	8
Premaydena	F	41
Premaydena	M	57
Preolenna	F	24
Preolenna	M	35
Preservation Bay	F	41
Preservation Bay	M	38
Preston (Tas.)	F	68
Preston (Tas.)	M	87
Primrose Sands	F	498
Primrose Sands	M	551
Promised Land	F	20
Promised Land	M	24
Prospect (Tas.)	F	870
Prospect (Tas.)	M	848
Prospect Vale	F	2725
Prospect Vale	M	2344
Punchbowl (Tas.)	F	231
Punchbowl (Tas.)	M	231
Pyengana	F	47
Pyengana	M	51
Quamby Bend	F	13
Quamby Bend	M	17
Quamby Brook	F	47
Quamby Brook	M	58
Queens Domain	F	14
Queens Domain	M	15
Queenstown (Tas.)	F	864
Queenstown (Tas.)	M	925
Quoiba	F	196
Quoiba	M	232
Railton	F	498
Railton	M	498
Raminea	F	16
Raminea	M	32
Randalls Bay	F	30
Randalls Bay	M	23
Ranelagh	F	653
Ranelagh	M	611
Ranga	F	20
Ranga	M	27
Ravenswood (Tas.)	F	1907
Ravenswood (Tas.)	M	1714
Recherche	F	3
Recherche	M	6
Red Hills	F	57
Red Hills	M	62
Redpa	F	41
Redpa	M	55
Reedy Marsh	F	85
Reedy Marsh	M	103
Reekara	F	14
Reekara	M	13
Relbia	F	337
Relbia	M	341
Retreat (Tas.)	F	9
Retreat (Tas.)	M	7
Reynolds Neck	F	3
Reynolds Neck	M	8
Rheban	F	3
Rheban	M	6
Rhyndaston	F	29
Rhyndaston	M	37
Riana	F	167
Riana	M	160
Richmond (Tas.)	F	754
Richmond (Tas.)	M	713
Ridgeway	F	82
Ridgeway	M	94
Ridgley	F	302
Ridgley	M	301
Ringarooma	F	165
Ringarooma	M	172
Risdon	F	161
Risdon	M	134
Risdon Vale	F	1255
Risdon Vale	M	1618
Riverside (Tas.)	F	3334
Riverside (Tas.)	M	3137
Robigana	F	56
Robigana	M	55
Rocherlea	F	589
Rocherlea	M	490
Roches Beach	F	102
Roches Beach	M	109
Rocky Cape	F	91
Rocky Cape	M	110
Rocky Hills	F	3
Rocky Hills	M	3
Roger River	F	22
Roger River	M	35
Rokeby (Tas.)	F	1745
Rokeby (Tas.)	M	1632
Roland	F	45
Roland	M	40
Romaine	F	879
Romaine	M	830
Rose Bay (Tas.)	F	557
Rose Bay (Tas.)	M	541
Rosebery (Tas.)	F	334
Rosebery (Tas.)	M	377
Rosegarland	F	37
Rosegarland	M	47
Rosetta	F	1471
Rosetta	M	1259
Rosevale (Tas.)	F	59
Rosevale (Tas.)	M	59
Rosevears	F	178
Rosevears	M	173
Rosny	F	399
Rosny	M	368
Rosny Park	F	3
Rosny Park	M	4
Ross (Tas.)	F	205
Ross (Tas.)	M	195
Rossarden	F	17
Rossarden	M	25
Round Hill (Tas.)	F	57
Round Hill (Tas.)	M	55
Rowella	F	77
Rowella	M	89
Royal George	F	17
Royal George	M	28
Runnymede (Tas.)	F	32
Runnymede (Tas.)	M	34
Rushy Lagoon	F	14
Rushy Lagoon	M	16
Saltwater River	F	55
Saltwater River	M	69
Sandfly	F	159
Sandfly	M	146
Sandford (Tas.)	F	912
Sandford (Tas.)	M	968
Sandy Bay	F	6168
Sandy Bay	M	5758
Sassafras (Tas.)	F	156
Sassafras (Tas.)	M	188
Savage River	F	3
Savage River	M	27
Scamander	F	303
Scamander	M	338
Scopus	F	26
Scopus	M	22
Scotchtown	F	122
Scotchtown	M	127
Scottsdale	F	1250
Scottsdale	M	1124
Selbourne	F	25
Selbourne	M	38
Seven Mile Beach	F	617
Seven Mile Beach	M	668
Seymour (Tas.)	F	18
Seymour (Tas.)	M	7
Shearwater	F	960
Shearwater	M	806
Sheffield	F	799
Sheffield	M	753
Shorewell Park	F	1091
Shorewell Park	M	917
Sidmouth	F	184
Sidmouth	M	208
Simpsons Bay	F	27
Simpsons Bay	M	27
Sisters Beach	F	227
Sisters Beach	M	241
Sisters Creek	F	59
Sisters Creek	M	67
Sloping Main	F	23
Sloping Main	M	28
Smithton	F	1946
Smithton	M	1936
Snug	F	634
Snug	M	573
Somerset (Tas.)	F	2003
Somerset (Tas.)	M	1902
Sorell	F	1551
Sorell	M	1351
Sorell Creek	F	43
Sorell Creek	M	44
South Arm (Tas.)	F	450
South Arm (Tas.)	M	429
South Bruny	F	38
South Bruny	M	49
South Burnie	F	162
South Burnie	M	169
South Forest	F	52
South Forest	M	50
South Hobart	F	2757
South Hobart	M	2557
South Launceston	F	2469
South Launceston	M	2123
South Mount Cameron	F	3
South Mount Cameron	M	7
South Nietta	F	4
South Nietta	M	4
South Preston	F	9
South Preston	M	3
South Riana	F	105
South Riana	M	109
South Spreyton	F	248
South Spreyton	M	270
South Springfield	F	7
South Springfield	M	14
Southport (Tas.)	F	57
Southport (Tas.)	M	80
Southwest	F	10
Southwest	M	7
Spalford	F	30
Spalford	M	31
Sprent	F	62
Sprent	M	78
Spreyton	F	807
Spreyton	M	863
Spring Beach	F	39
Spring Beach	M	59
Springfield (Tas.)	F	100
Springfield (Tas.)	M	92
Squeaking Point	F	101
Squeaking Point	M	124
St Helens (Tas.)	F	1071
St Helens (Tas.)	M	993
St Leonards (Tas.)	F	1016
St Leonards (Tas.)	M	985
St Marys (Tas.)	F	330
St Marys (Tas.)	M	357
Stanley (Tas.)	F	268
Stanley (Tas.)	M	286
Staverton	F	40
Staverton	M	51
Steppes	F	3
Stieglitz	F	278
Stieglitz	M	279
Stonehenge (Tas.)	F	3
Stonehenge (Tas.)	M	4
Stonor	F	19
Stonor	M	22
Stony Rise	F	356
Stony Rise	M	284
Stoodley	F	22
Stoodley	M	28
Stormlea	F	21
Stormlea	M	14
Stowport	F	200
Stowport	M	206
Strahan	F	350
Strahan	M	355
Strathblane	F	64
Strathblane	M	62
Strickland	F	4
Strickland	M	7
Sulphur Creek	F	321
Sulphur Creek	M	313
Summerhill	F	1637
Summerhill	M	1497
Sunnyside (Tas.)	F	50
Sunnyside (Tas.)	M	57
Surges Bay	F	65
Surges Bay	M	69
Surveyors Bay	F	19
Surveyors Bay	M	24
Swan Bay (Tas.)	F	137
Swan Bay (Tas.)	M	149
Swan Point	F	155
Swan Point	M	128
Swansea (Tas.)	F	441
Swansea (Tas.)	M	425
Swanston	F	12
Swanston	M	10
Table Cape	F	36
Table Cape	M	48
Takone	F	44
Takone	M	38
Talawa	F	28
Talawa	M	28
Taranna	F	73
Taranna	M	81
Targa	F	16
Targa	M	18
Tarleton	F	188
Tarleton	M	196
Taroona	F	1619
Taroona	M	1452
Tayene	F	3
Tayene	M	3
Tea Tree	F	201
Tea Tree	M	218
Telita	F	7
Telita	M	15
Temma	F	6
Temma	M	3
Tewkesbury	F	40
Tewkesbury	M	38
The Gardens (Tas.)	F	9
The Gardens (Tas.)	M	4
Thirlstane	F	44
Thirlstane	M	47
Tiberias	F	3
Tiberias	M	3
Tinderbox	F	197
Tinderbox	M	198
Tods Corner	M	9
Togari	F	51
Togari	M	45
Toiberry	F	10
Toiberry	M	10
Tolmans Hill	F	288
Tolmans Hill	M	284
Tomahawk	F	22
Tomahawk	M	25
Tonganah	F	14
Tonganah	M	15
Tranmere (Tas.)	F	866
Tranmere (Tas.)	M	840
Travellers Rest	F	154
Travellers Rest	M	152
Trenah	F	5
Trenah	M	5
Trevallyn	F	2332
Trevallyn	M	2234
Triabunna	F	428
Triabunna	M	447
Trial Harbour	F	12
Trial Harbour	M	11
Trowutta	F	39
Trowutta	M	49
Tugrah	F	180
Tugrah	M	186
Tulendeena	F	8
Tulendeena	M	6
Tullah	F	73
Tullah	M	92
Tunbridge	F	68
Tunbridge	M	80
Tunnack	F	83
Tunnack	M	92
Tunnel	F	35
Tunnel	M	33
Turners Beach	F	868
Turners Beach	M	845
Turners Marsh	F	119
Turners Marsh	M	133
Tyenna (Tas.)	F	22
Tyenna (Tas.)	M	21
Ulverstone	F	3382
Ulverstone	M	3083
Underwood (Tas.)	F	165
Underwood (Tas.)	M	194
Upper Blessington	F	33
Upper Blessington	M	28
Upper Burnie	F	957
Upper Burnie	M	860
Upper Castra	F	33
Upper Castra	M	43
Upper Esk	F	10
Upper Esk	M	14
Upper Natone	F	58
Upper Natone	M	59
Upper Scamander	F	19
Upper Scamander	M	21
Upper Stowport	F	51
Upper Stowport	M	55
Upper Woodstock	F	40
Upper Woodstock	M	32
Uxbridge	F	16
Uxbridge	M	16
Verona Sands	F	34
Verona Sands	M	43
Victoria Valley (Tas.)	F	3
Victoria Valley (Tas.)	M	4
Waratah (Tas.)	F	115
Waratah (Tas.)	M	129
Warrane	F	1282
Warrane	M	1149
Warrentinna	F	3
Waterhouse	F	44
Waterhouse	M	50
Waterloo (Tas.)	F	47
Waterloo (Tas.)	M	42
Wattle Grove (Tas.)	F	57
Wattle Grove (Tas.)	M	53
Wattle Hill (Tas.)	F	86
Wattle Hill (Tas.)	M	98
Waverley (Tas.)	F	773
Waverley (Tas.)	M	730
Wayatinah	F	12
Wayatinah	M	20
Weegena	F	48
Weegena	M	46
Weetah	F	25
Weetah	M	26
Weldborough	F	12
Weldborough	M	19
Wesley Vale	F	200
Wesley Vale	M	248
West Hobart	F	3090
West Hobart	M	2862
West Kentish	F	75
West Kentish	M	84
West Launceston	F	2178
West Launceston	M	2031
