SSC_NAME16	Address5YearsAgo	Sex	persons
Chatswood West	New South Wales	F	124
Chatswood West	New South Wales	M	127
Chatswood West	Queensland	F	4
Chatswood West	Queensland	M	5
Chatswood West	Tasmania	F	6
Chatswood West	Tasmania	M	3
Chatswood West	Victoria	F	3
Chatswood West	Victoria	M	4
Chatsworth (NSW)	(Same Address)	F	56
Chatsworth (NSW)	(Same Address)	M	60
Chatsworth (NSW)	(Same SA2)	F	3
Chatsworth (NSW)	(Same SA2)	M	7
Chatsworth (NSW)	New South Wales	F	9
Chatsworth (NSW)	New South Wales	M	3
Cheero Point	(Same Address)	F	14
Cheero Point	(Same Address)	M	24
Cheero Point	(Same SA2)	F	6
Cheero Point	New South Wales	F	14
Cheero Point	New South Wales	M	13
Cheltenham (NSW)	(Overseas)	F	64
Cheltenham (NSW)	(Overseas)	M	54
Cheltenham (NSW)	(Same Address)	F	723
Cheltenham (NSW)	(Same Address)	M	643
Cheltenham (NSW)	(Same SA2)	F	63
Cheltenham (NSW)	(Same SA2)	M	51
Cheltenham (NSW)	New South Wales	F	239
Cheltenham (NSW)	New South Wales	M	216
Cheltenham (NSW)	Queensland	F	3
Cheltenham (NSW)	Queensland	M	4
Cheltenham (NSW)	South Australia	F	3
Cheltenham (NSW)	South Australia	M	3
Cheltenham (NSW)	Victoria	F	9
Cheltenham (NSW)	Victoria	M	3
Cheltenham (NSW)	Western Australia	F	3
Cheltenham (NSW)	Western Australia	M	4
Cherry Tree Hill	(Same Address)	F	14
Cherry Tree Hill	(Same Address)	M	18
Cherry Tree Hill	New South Wales	F	3
Cherry Tree Hill	New South Wales	M	3
Cherry Tree Hill	Queensland	F	9
Cherry Tree Hill	Queensland	M	7
Cherrybrook	(Overseas)	F	666
Cherrybrook	(Overseas)	M	607
Cherrybrook	(Same Address)	F	6057
Cherrybrook	(Same Address)	M	5790
Cherrybrook	(Same SA2)	F	372
Cherrybrook	(Same SA2)	M	368
Cherrybrook	Australian Capital Territory	F	14
Cherrybrook	Australian Capital Territory	M	16
Cherrybrook	New South Wales	F	1674
Cherrybrook	New South Wales	M	1687
Cherrybrook	Northern Territory	F	3
Cherrybrook	Queensland	F	34
Cherrybrook	Queensland	M	22
Cherrybrook	South Australia	F	11
Cherrybrook	South Australia	M	15
Cherrybrook	Tasmania	M	7
Cherrybrook	Victoria	F	64
Cherrybrook	Victoria	M	58
Cherrybrook	Western Australia	F	25
Cherrybrook	Western Australia	M	21
Chester Hill	(Overseas)	F	380
Chester Hill	(Overseas)	M	366
Chester Hill	(Same Address)	F	3725
Chester Hill	(Same Address)	M	3533
Chester Hill	(Same SA2)	F	273
Chester Hill	(Same SA2)	M	272
Chester Hill	New South Wales	F	1200
Chester Hill	New South Wales	M	1192
Chester Hill	Northern Territory	F	3
Chester Hill	Northern Territory	M	3
Chester Hill	Queensland	F	11
Chester Hill	Queensland	M	22
Chester Hill	South Australia	F	10
Chester Hill	South Australia	M	10
Chester Hill	Tasmania	F	3
Chester Hill	Victoria	F	14
Chester Hill	Victoria	M	13
Chester Hill	Western Australia	F	4
Chester Hill	Western Australia	M	11
Chichester (NSW)	(Same Address)	F	5
Chichester (NSW)	(Same Address)	M	8
Chifley (NSW)	(Overseas)	F	66
Chifley (NSW)	(Overseas)	M	44
Chifley (NSW)	(Same Address)	F	1010
Chifley (NSW)	(Same Address)	M	940
Chifley (NSW)	(Same SA2)	F	122
Chifley (NSW)	(Same SA2)	M	113
Chifley (NSW)	Australian Capital Territory	M	3
Chifley (NSW)	New South Wales	F	252
Chifley (NSW)	New South Wales	M	254
Chifley (NSW)	Queensland	F	7
Chifley (NSW)	Queensland	M	3
Chifley (NSW)	Victoria	F	4
Chifley (NSW)	Western Australia	F	3
Chifley (NSW)	Western Australia	M	6
Chilcotts Grass	(Overseas)	F	4
Chilcotts Grass	(Overseas)	M	3
Chilcotts Grass	(Same Address)	F	76
Chilcotts Grass	(Same Address)	M	72
Chilcotts Grass	(Same SA2)	F	14
Chilcotts Grass	(Same SA2)	M	16
Chilcotts Grass	New South Wales	F	10
Chilcotts Grass	New South Wales	M	13
Chilcotts Grass	Queensland	M	4
Chillingham	(Same Address)	F	62
Chillingham	(Same Address)	M	68
Chillingham	(Same SA2)	F	7
Chillingham	(Same SA2)	M	10
Chillingham	New South Wales	F	9
Chillingham	New South Wales	M	7
Chillingham	Queensland	F	14
Chillingham	Queensland	M	7
Chinderah	(Overseas)	F	9
Chinderah	(Overseas)	M	8
Chinderah	(Same Address)	F	407
Chinderah	(Same Address)	M	453
Chinderah	(Same SA2)	F	41
Chinderah	(Same SA2)	M	36
Chinderah	Australian Capital Territory	F	3
Chinderah	Australian Capital Territory	M	3
Chinderah	New South Wales	F	113
Chinderah	New South Wales	M	112
Chinderah	Queensland	F	78
Chinderah	Queensland	M	77
Chinderah	South Australia	F	3
Chinderah	South Australia	M	8
Chinderah	Victoria	F	10
Chinderah	Victoria	M	14
Chinderah	Western Australia	F	4
Chinderah	Western Australia	M	5
Chinnock	(Same Address)	F	6
Chinnock	(Same Address)	M	4
Chippendale	(Overseas)	F	2295
Chippendale	(Overseas)	M	1795
Chippendale	(Same Address)	F	487
Chippendale	(Same Address)	M	646
Chippendale	(Same SA2)	F	68
Chippendale	(Same SA2)	M	86
Chippendale	Australian Capital Territory	F	18
Chippendale	Australian Capital Territory	M	24
Chippendale	New South Wales	F	787
Chippendale	New South Wales	M	787
Chippendale	Northern Territory	F	4
Chippendale	Northern Territory	M	3
Chippendale	Queensland	F	65
Chippendale	Queensland	M	46
Chippendale	South Australia	F	22
Chippendale	South Australia	M	20
Chippendale	Tasmania	F	3
Chippendale	Victoria	F	53
Chippendale	Victoria	M	50
Chippendale	Western Australia	F	24
Chippendale	Western Australia	M	34
Chipping Norton	(Overseas)	F	154
Chipping Norton	(Overseas)	M	103
Chipping Norton	(Same Address)	F	2820
Chipping Norton	(Same Address)	M	2770
Chipping Norton	(Same SA2)	F	229
Chipping Norton	(Same SA2)	M	186
Chipping Norton	Australian Capital Territory	F	4
Chipping Norton	New South Wales	F	842
Chipping Norton	New South Wales	M	777
Chipping Norton	Queensland	F	12
Chipping Norton	Queensland	M	14
Chipping Norton	South Australia	F	3
Chipping Norton	South Australia	M	5
Chipping Norton	Victoria	F	11
Chipping Norton	Victoria	M	3
Chipping Norton	Western Australia	F	4
Chipping Norton	Western Australia	M	10
Chisholm (NSW)	(Overseas)	F	13
Chisholm (NSW)	(Overseas)	M	10
Chisholm (NSW)	(Same Address)	F	121
Chisholm (NSW)	(Same Address)	M	131
Chisholm (NSW)	(Same SA2)	F	102
Chisholm (NSW)	(Same SA2)	M	115
Chisholm (NSW)	New South Wales	F	378
Chisholm (NSW)	New South Wales	M	321
Chisholm (NSW)	Northern Territory	F	3
Chisholm (NSW)	Northern Territory	M	8
Chisholm (NSW)	Queensland	F	15
Chisholm (NSW)	Queensland	M	14
Chisholm (NSW)	South Australia	F	8
Chisholm (NSW)	South Australia	M	4
Chisholm (NSW)	Tasmania	F	5
Chisholm (NSW)	Tasmania	M	3
Chisholm (NSW)	Victoria	F	6
Chisholm (NSW)	Victoria	M	14
Chiswick	(Overseas)	F	128
Chiswick	(Overseas)	M	94
Chiswick	(Same Address)	F	507
Chiswick	(Same Address)	M	446
Chiswick	(Same SA2)	F	142
Chiswick	(Same SA2)	M	110
Chiswick	Australian Capital Territory	F	3
Chiswick	New South Wales	F	522
Chiswick	New South Wales	M	430
Chiswick	Northern Territory	F	3
Chiswick	Queensland	F	18
Chiswick	Queensland	M	16
Chiswick	South Australia	F	4
Chiswick	South Australia	M	7
Chiswick	Victoria	F	7
Chiswick	Victoria	M	10
Chiswick	Western Australia	F	4
Chiswick	Western Australia	M	3
Chittaway Bay	(Overseas)	F	16
Chittaway Bay	(Overseas)	M	13
Chittaway Bay	(Same Address)	F	560
Chittaway Bay	(Same Address)	M	577
Chittaway Bay	(Same SA2)	F	72
Chittaway Bay	(Same SA2)	M	73
Chittaway Bay	New South Wales	F	236
Chittaway Bay	New South Wales	M	208
Chittaway Bay	Queensland	F	7
Chittaway Bay	Queensland	M	3
Chittaway Bay	South Australia	F	7
Chittaway Bay	South Australia	M	3
Chittaway Bay	Victoria	F	7
Chittaway Bay	Victoria	M	5
Chittaway Point	(Overseas)	F	10
Chittaway Point	(Overseas)	M	6
Chittaway Point	(Same Address)	F	258
Chittaway Point	(Same Address)	M	256
Chittaway Point	(Same SA2)	F	35
Chittaway Point	(Same SA2)	M	18
Chittaway Point	New South Wales	F	117
Chittaway Point	New South Wales	M	131
Chittaway Point	Queensland	F	3
Chittaway Point	Queensland	M	3
Chittaway Point	Western Australia	F	3
Chowan Creek	(Overseas)	M	3
Chowan Creek	(Same Address)	F	6
Chowan Creek	(Same Address)	M	5
Church Point	(Overseas)	F	19
Church Point	(Overseas)	M	29
Church Point	(Same Address)	F	298
Church Point	(Same Address)	M	272
Church Point	(Same SA2)	F	16
Church Point	(Same SA2)	M	22
Church Point	New South Wales	F	115
Church Point	New South Wales	M	113
Church Point	Victoria	F	7
Church Point	Victoria	M	6
Church Point	Western Australia	M	3
Clandulla	(Same Address)	F	50
Clandulla	(Same Address)	M	54
Clandulla	(Same SA2)	F	9
Clandulla	(Same SA2)	M	12
Clandulla	New South Wales	F	7
Clandulla	New South Wales	M	10
Clare (NSW)	(Same Address)	F	4
Clare (NSW)	(Same Address)	M	9
Clare (NSW)	Victoria	M	3
Claremont Meadows	(Overseas)	F	63
Claremont Meadows	(Overseas)	M	66
Claremont Meadows	(Same Address)	F	1312
Claremont Meadows	(Same Address)	M	1291
Claremont Meadows	(Same SA2)	F	145
Claremont Meadows	(Same SA2)	M	131
Claremont Meadows	New South Wales	F	573
Claremont Meadows	New South Wales	M	559
Claremont Meadows	Queensland	F	10
Claremont Meadows	Queensland	M	11
Claremont Meadows	Victoria	M	6
Clarence	(Same Address)	F	83
Clarence	(Same Address)	M	74
Clarence	New South Wales	F	6
Clarence	New South Wales	M	7
Clarence Town	(Overseas)	F	16
Clarence Town	(Overseas)	M	5
Clarence Town	(Same Address)	F	556
Clarence Town	(Same Address)	M	588
Clarence Town	(Same SA2)	F	65
Clarence Town	(Same SA2)	M	42
Clarence Town	New South Wales	F	226
Clarence Town	New South Wales	M	219
Clarence Town	Queensland	F	9
Clarence Town	Queensland	M	11
Clarence Town	Victoria	F	5
Clarence Town	Victoria	M	3
Clarendon (NSW)	(Same Address)	F	31
Clarendon (NSW)	(Same Address)	M	38
Clarendon (NSW)	(Same SA2)	F	3
Clarendon (NSW)	New South Wales	F	14
Clarendon (NSW)	New South Wales	M	13
Clarendon (NSW)	Western Australia	F	3
Clarenza	(Overseas)	M	4
Clarenza	(Same Address)	F	172
Clarenza	(Same Address)	M	189
Clarenza	(Same SA2)	F	17
Clarenza	(Same SA2)	M	14
Clarenza	New South Wales	F	39
Clarenza	New South Wales	M	33
Clarenza	Northern Territory	F	3
Clarenza	Northern Territory	M	3
Clarenza	Queensland	F	3
Clarenza	Queensland	M	3
Clareville	(Overseas)	F	17
Clareville	(Overseas)	M	13
Clareville	(Same Address)	F	239
Clareville	(Same Address)	M	217
Clareville	(Same SA2)	F	31
Clareville	(Same SA2)	M	33
Clareville	New South Wales	F	79
Clareville	New South Wales	M	64
Clareville	Victoria	F	6
Clareville	Victoria	M	3
Claymore	(Overseas)	F	8
Claymore	(Overseas)	M	16
Claymore	(Same Address)	F	751
Claymore	(Same Address)	M	567
Claymore	(Same SA2)	F	65
Claymore	(Same SA2)	M	45
Claymore	New South Wales	F	196
Claymore	New South Wales	M	130
Claymore	Queensland	F	7
Claymore	Queensland	M	3
Clear Creek	(Same Address)	F	40
Clear Creek	(Same Address)	M	39
Clear Creek	New South Wales	F	12
Clear Creek	New South Wales	M	9
Clear Creek	Queensland	F	3
Clear Range	(Same Address)	F	7
Clear Range	(Same Address)	M	10
Clear Range	Australian Capital Territory	F	6
Clear Range	Australian Capital Territory	M	9
Clearfield	Queensland	M	3
Clemton Park	(Overseas)	F	27
Clemton Park	(Overseas)	M	19
Clemton Park	(Same Address)	F	535
Clemton Park	(Same Address)	M	476
Clemton Park	(Same SA2)	F	31
Clemton Park	(Same SA2)	M	26
Clemton Park	New South Wales	F	182
Clemton Park	New South Wales	M	174
Clergate	(Same Address)	F	80
Clergate	(Same Address)	M	79
Clergate	(Same SA2)	F	7
Clergate	(Same SA2)	M	6
Clergate	New South Wales	F	4
Clergate	New South Wales	M	5
Cleveland (NSW)	(Same Address)	F	8
Cleveland (NSW)	(Same Address)	M	7
Cleveland (NSW)	New South Wales	M	4
Clifden	(Same Address)	F	13
Clifden	(Same Address)	M	9
Cliftleigh	(Overseas)	M	5
Cliftleigh	(Same Address)	F	78
Cliftleigh	(Same Address)	M	78
Cliftleigh	(Same SA2)	F	65
Cliftleigh	(Same SA2)	M	66
Cliftleigh	New South Wales	F	186
Cliftleigh	New South Wales	M	177
Cliftleigh	Queensland	F	13
Cliftleigh	Queensland	M	9
Clifton (NSW)	(Same Address)	F	7
Clifton (NSW)	(Same Address)	M	11
Clifton (NSW)	New South Wales	F	3
Clifton Grove	(Overseas)	F	3
Clifton Grove	(Overseas)	M	3
Clifton Grove	(Same Address)	F	275
Clifton Grove	(Same Address)	M	278
Clifton Grove	(Same SA2)	F	28
Clifton Grove	(Same SA2)	M	29
Clifton Grove	New South Wales	F	69
Clifton Grove	New South Wales	M	76
Clifton Grove	Queensland	M	5
Clifton Grove	Western Australia	M	3
Clontarf (NSW)	(Overseas)	F	50
Clontarf (NSW)	(Overseas)	M	38
Clontarf (NSW)	(Same Address)	F	504
Clontarf (NSW)	(Same Address)	M	490
Clontarf (NSW)	(Same SA2)	F	72
Clontarf (NSW)	(Same SA2)	M	73
Clontarf (NSW)	New South Wales	F	179
Clontarf (NSW)	New South Wales	M	151
Clontarf (NSW)	Queensland	F	6
Clontarf (NSW)	South Australia	F	4
Clontarf (NSW)	South Australia	M	3
Clontarf (NSW)	Victoria	F	7
Clontarf (NSW)	Victoria	M	4
Clontarf (NSW)	Western Australia	F	3
Clothiers Creek	(Overseas)	F	4
Clothiers Creek	(Overseas)	M	5
Clothiers Creek	(Same Address)	F	72
Clothiers Creek	(Same Address)	M	82
Clothiers Creek	(Same SA2)	M	4
Clothiers Creek	New South Wales	F	26
Clothiers Creek	New South Wales	M	30
Clothiers Creek	Queensland	F	9
Clothiers Creek	Queensland	M	9
Clovelly	(Overseas)	F	199
Clovelly	(Overseas)	M	194
Clovelly	(Same Address)	F	1150
Clovelly	(Same Address)	M	1041
Clovelly	(Same SA2)	F	143
Clovelly	(Same SA2)	M	130
Clovelly	Australian Capital Territory	F	12
Clovelly	Australian Capital Territory	M	13
Clovelly	New South Wales	F	564
Clovelly	New South Wales	M	510
Clovelly	Queensland	F	18
Clovelly	Queensland	M	19
Clovelly	South Australia	F	5
Clovelly	Tasmania	M	3
Clovelly	Victoria	F	32
Clovelly	Victoria	M	31
Clovelly	Western Australia	F	17
Clovelly	Western Australia	M	15
Clunes (NSW)	(Overseas)	F	12
Clunes (NSW)	(Overseas)	M	14
Clunes (NSW)	(Same Address)	F	243
Clunes (NSW)	(Same Address)	M	254
Clunes (NSW)	(Same SA2)	F	11
Clunes (NSW)	(Same SA2)	M	9
Clunes (NSW)	New South Wales	F	81
Clunes (NSW)	New South Wales	M	81
Clunes (NSW)	Queensland	F	30
Clunes (NSW)	Queensland	M	18
Clunes (NSW)	Victoria	F	6
Clunes (NSW)	Victoria	M	4
Clybucca	(Overseas)	F	3
Clybucca	(Overseas)	M	6
Clybucca	(Same Address)	F	35
Clybucca	(Same Address)	M	43
Clybucca	(Same SA2)	F	4
Clybucca	(Same SA2)	M	3
Clybucca	New South Wales	F	18
Clybucca	New South Wales	M	18
Clyde (NSW)	(Same Address)	M	3
Clyde (NSW)	New South Wales	M	3
Clydesdale (NSW)	(Same Address)	F	26
Clydesdale (NSW)	(Same Address)	M	30
Clydesdale (NSW)	New South Wales	F	6
Clydesdale (NSW)	New South Wales	M	5
Clydesdale (NSW)	Queensland	F	3
Clydesdale (NSW)	Queensland	M	3
Coal Point	(Overseas)	F	22
Coal Point	(Overseas)	M	14
Coal Point	(Same Address)	F	544
Coal Point	(Same Address)	M	521
Coal Point	(Same SA2)	F	75
Coal Point	(Same SA2)	M	76
Coal Point	New South Wales	F	155
Coal Point	New South Wales	M	140
Coal Point	Queensland	F	9
Coal Point	Queensland	M	8
Coal Point	Western Australia	M	3
Coalcliff	(Same Address)	F	50
Coalcliff	(Same Address)	M	65
Coalcliff	(Same SA2)	F	3
Coalcliff	(Same SA2)	M	3
Coalcliff	New South Wales	F	31
Coalcliff	New South Wales	M	21
Coaldale	(Same Address)	F	20
Coaldale	(Same Address)	M	21
Coaldale	(Same SA2)	F	3
Coaldale	(Same SA2)	M	4
Coaldale	New South Wales	F	3
Coaldale	New South Wales	M	4
Coasters Retreat	(Same Address)	F	10
Coasters Retreat	(Same Address)	M	4
Cobaki	(Same Address)	F	47
Cobaki	(Same Address)	M	58
Cobaki	(Same SA2)	F	6
Cobaki	(Same SA2)	M	10
Cobaki	New South Wales	F	7
Cobaki	New South Wales	M	10
Cobaki	Queensland	F	15
Cobaki	Queensland	M	14
Cobaki Lakes	(Same Address)	F	12
Cobaki Lakes	(Same Address)	M	17
Cobaki Lakes	New South Wales	M	3
Cobaki Lakes	Queensland	F	5
Cobaki Lakes	Queensland	M	3
Cobar	(Overseas)	F	47
Cobar	(Overseas)	M	34
Cobar	(Same Address)	F	883
Cobar	(Same Address)	M	952
Cobar	(Same SA2)	F	285
Cobar	(Same SA2)	M	285
Cobar	New South Wales	F	207
Cobar	New South Wales	M	202
Cobar	Northern Territory	M	3
Cobar	Other Territories	M	3
Cobar	Queensland	F	60
Cobar	Queensland	M	58
Cobar	South Australia	F	14
Cobar	South Australia	M	16
Cobar	Tasmania	F	18
Cobar	Tasmania	M	11
Cobar	Victoria	F	21
Cobar	Victoria	M	18
Cobar	Western Australia	F	11
Cobar	Western Australia	M	19
Cobar Park	(Same Address)	F	15
Cobar Park	(Same Address)	M	13
Cobar Park	New South Wales	F	3
Cobar Park	New South Wales	M	5
Cobargo	(Overseas)	F	8
Cobargo	(Same Address)	F	241
Cobargo	(Same Address)	M	223
Cobargo	(Same SA2)	F	32
Cobargo	(Same SA2)	M	25
Cobargo	Australian Capital Territory	F	3
Cobargo	Australian Capital Territory	M	7
Cobargo	New South Wales	F	51
Cobargo	New South Wales	M	58
Cobargo	Queensland	F	6
Cobargo	Queensland	M	3
Cobargo	South Australia	F	3
Cobargo	South Australia	M	3
Cobargo	Victoria	F	9
Cobargo	Victoria	M	3
Cobark	(Same Address)	F	13
Cobark	(Same Address)	M	16
Cobark	New South Wales	F	7
Cobark	New South Wales	M	8
Cobbadah	(Same Address)	F	21
Cobbadah	(Same Address)	M	32
Cobbadah	New South Wales	F	4
Cobbadah	New South Wales	M	9
Cobbadah	Queensland	F	3
Cobbitty	(Overseas)	F	20
Cobbitty	(Overseas)	M	16
Cobbitty	(Same Address)	F	309
Cobbitty	(Same Address)	M	292
Cobbitty	(Same SA2)	F	25
Cobbitty	(Same SA2)	M	33
Cobbitty	New South Wales	F	562
Cobbitty	New South Wales	M	513
Cobbitty	Queensland	F	8
Cobbitty	Queensland	M	6
Cobramunga	(Same Address)	F	11
Cobramunga	(Same Address)	M	19
Cockwhy	(Same Address)	F	3
Cockwhy	(Same Address)	M	4
Cockwhy	New South Wales	F	3
Cockwhy	New South Wales	M	3
Codrington (NSW)	(Same Address)	F	25
Codrington (NSW)	(Same Address)	M	24
Codrington (NSW)	(Same SA2)	F	3
Codrington (NSW)	(Same SA2)	M	3
Codrington (NSW)	New South Wales	F	3
Codrington (NSW)	New South Wales	M	3
Coffee Camp	(Same Address)	F	70
Coffee Camp	(Same Address)	M	67
Coffee Camp	(Same SA2)	F	3
Coffee Camp	(Same SA2)	M	5
Coffee Camp	New South Wales	F	3
Coffee Camp	New South Wales	M	8
Coffee Camp	Queensland	F	8
Coffee Camp	Queensland	M	8
Coffee Camp	Victoria	F	7
Coffee Camp	Victoria	M	3
Coffs Harbour	(Overseas)	F	588
Coffs Harbour	(Overseas)	M	444
Coffs Harbour	(Same Address)	F	5955
Coffs Harbour	(Same Address)	M	5489
Coffs Harbour	(Same SA2)	F	1172
Coffs Harbour	(Same SA2)	M	1074
Coffs Harbour	Australian Capital Territory	F	25
Coffs Harbour	Australian Capital Territory	M	29
Coffs Harbour	New South Wales	F	3104
Coffs Harbour	New South Wales	M	2742
Coffs Harbour	Northern Territory	F	33
Coffs Harbour	Northern Territory	M	19
Coffs Harbour	Queensland	F	299
Coffs Harbour	Queensland	M	294
Coffs Harbour	South Australia	F	33
Coffs Harbour	South Australia	M	38
Coffs Harbour	Tasmania	F	32
Coffs Harbour	Tasmania	M	25
Coffs Harbour	Victoria	F	155
Coffs Harbour	Victoria	M	134
Coffs Harbour	Western Australia	F	63
Coffs Harbour	Western Australia	M	57
Coggan	(Same Address)	M	6
Coggan	New South Wales	F	3
Cogra Bay	(Same Address)	F	8
Cogra Bay	(Same Address)	M	5
Coila	(Same Address)	F	13
Coila	(Same Address)	M	17
Coila	New South Wales	F	3
Coila	New South Wales	M	6
Coldstream (NSW)	(Same Address)	F	11
Coldstream (NSW)	(Same Address)	M	14
Coldstream (NSW)	(Same SA2)	F	3
Coldstream (NSW)	New South Wales	M	3
Coldstream (NSW)	Queensland	M	3
Coleambally	(Overseas)	F	10
Coleambally	(Overseas)	M	12
Coleambally	(Same Address)	F	361
Coleambally	(Same Address)	M	399
Coleambally	(Same SA2)	F	68
Coleambally	(Same SA2)	M	82
Coleambally	Australian Capital Territory	M	3
Coleambally	New South Wales	F	56
Coleambally	New South Wales	M	48
Coleambally	Queensland	F	19
Coleambally	Queensland	M	18
Coleambally	Victoria	F	8
Coleambally	Victoria	M	16
Colebee	(Overseas)	F	59
Colebee	(Overseas)	M	50
Colebee	(Same Address)	F	109
Colebee	(Same Address)	M	122
Colebee	(Same SA2)	F	11
Colebee	(Same SA2)	M	6
Colebee	New South Wales	F	645
Colebee	New South Wales	M	653
Colebee	Queensland	F	3
Colebee	Queensland	M	4
Colebee	South Australia	F	4
Colebee	South Australia	M	6
Coledale	(Overseas)	F	10
Coledale	(Overseas)	M	15
Coledale	(Same Address)	F	388
Coledale	(Same Address)	M	398
Coledale	(Same SA2)	F	51
Coledale	(Same SA2)	M	44
Coledale	Australian Capital Territory	F	8
Coledale	Australian Capital Territory	M	6
Coledale	New South Wales	F	98
Coledale	New South Wales	M	88
Coledale	Queensland	F	3
Coledale	Queensland	M	3
Coledale	Victoria	F	5
Coledale	Victoria	M	7
Coledale	Western Australia	F	3
Coledale	Western Australia	M	3
Colinroobie	(Same Address)	F	25
Colinroobie	(Same Address)	M	19
Colinroobie	New South Wales	F	3
Colinroobie	New South Wales	M	3
Colinton (NSW)	(Same Address)	F	42
Colinton (NSW)	(Same Address)	M	42
Colinton (NSW)	Australian Capital Territory	F	3
Colinton (NSW)	Australian Capital Territory	M	10
Colinton (NSW)	New South Wales	F	3
Colinton (NSW)	New South Wales	M	5
Colinton (NSW)	Western Australia	F	5
Collarenebri	(Same Address)	F	183
Collarenebri	(Same Address)	M	215
Collarenebri	(Same SA2)	F	26
Collarenebri	(Same SA2)	M	16
Collarenebri	New South Wales	F	44
Collarenebri	New South Wales	M	38
Collarenebri	Queensland	F	3
Collarenebri	Queensland	M	3
Collarenebri	South Australia	M	4
Collaroy (NSW)	(Overseas)	F	238
Collaroy (NSW)	(Overseas)	M	218
Collaroy (NSW)	(Same Address)	F	1810
Collaroy (NSW)	(Same Address)	M	1734
Collaroy (NSW)	(Same SA2)	F	303
Collaroy (NSW)	(Same SA2)	M	332
Collaroy (NSW)	Australian Capital Territory	F	4
Collaroy (NSW)	Australian Capital Territory	M	4
