SSC_NAME16	PrivateDwelling	Sex	persons
Newborough	1	F	3132
Newborough	1	M	2946
Newbridge (Vic.)	0	F	7
Newbridge (Vic.)	0	M	7
Newbridge (Vic.)	1	F	83
Newbridge (Vic.)	1	M	88
Newbury	0	F	3
Newbury	1	F	33
Newbury	1	M	34
Newcomb	0	F	139
Newcomb	0	M	108
Newcomb	1	F	2186
Newcomb	1	M	1992
Newfield	0	F	3
Newfield	0	M	10
Newfield	1	F	29
Newfield	1	M	31
Newham	0	F	23
Newham	0	M	17
Newham	1	F	231
Newham	1	M	212
Newhaven	0	F	15
Newhaven	0	M	25
Newhaven	1	F	208
Newhaven	1	M	200
Newington (Vic.)	0	F	108
Newington (Vic.)	0	M	145
Newington (Vic.)	1	F	870
Newington (Vic.)	1	M	756
Newlands Arm	0	F	16
Newlands Arm	0	M	14
Newlands Arm	1	F	335
Newlands Arm	1	M	320
Newlyn	0	F	7
Newlyn	1	F	66
Newlyn	1	M	53
Newlyn North	0	F	14
Newlyn North	0	M	8
Newlyn North	1	F	68
Newlyn North	1	M	68
Newmerella	0	F	6
Newmerella	0	M	3
Newmerella	1	F	181
Newmerella	1	M	180
Newport (Vic.)	0	F	307
Newport (Vic.)	0	M	260
Newport (Vic.)	1	F	6297
Newport (Vic.)	1	M	5881
Newry	0	F	11
Newry	0	M	13
Newry	1	F	182
Newry	1	M	201
Newstead (Vic.)	0	F	20
Newstead (Vic.)	0	M	29
Newstead (Vic.)	1	F	342
Newstead (Vic.)	1	M	350
Newtown (Golden Plains - Vic.)	1	F	55
Newtown (Golden Plains - Vic.)	1	M	66
Newtown (Greater Geelong - Vic.)	0	F	319
Newtown (Greater Geelong - Vic.)	0	M	308
Newtown (Greater Geelong - Vic.)	1	F	4786
Newtown (Greater Geelong - Vic.)	1	M	4413
Nhill	0	F	76
Nhill	0	M	74
Nhill	1	F	1025
Nhill	1	M	979
Nichols Point	0	F	32
Nichols Point	0	M	36
Nichols Point	1	F	728
Nichols Point	1	M	741
Nicholson (Vic.)	0	F	30
Nicholson (Vic.)	0	M	24
Nicholson (Vic.)	1	F	479
Nicholson (Vic.)	1	M	511
Niddrie	0	F	79
Niddrie	0	M	74
Niddrie	1	F	2771
Niddrie	1	M	2524
Nilma	0	F	8
Nilma	0	M	3
Nilma	1	F	160
Nilma	1	M	146
Nilma North	0	F	16
Nilma North	0	M	18
Nilma North	1	F	139
Nilma North	1	M	136
Ninda	1	F	7
Ninda	1	M	6
Nine Mile (Vic.)	0	M	3
Nine Mile (Vic.)	1	F	7
Nine Mile (Vic.)	1	M	14
Nintingbool	0	M	4
Nintingbool	1	F	79
Nintingbool	1	M	83
Ninyeunook	0	F	4
Ninyeunook	0	M	3
Ninyeunook	1	F	3
Ninyeunook	1	M	3
Nirranda	0	M	5
Nirranda	1	F	25
Nirranda	1	M	30
Nirranda East	1	F	5
Nirranda East	1	M	6
Nirranda South	1	F	29
Nirranda South	1	M	40
Noble Park	0	F	1077
Noble Park	0	M	1076
Noble Park	1	F	14268
Noble Park	1	M	14499
Noble Park North	0	F	151
Noble Park North	0	M	156
Noble Park North	1	F	3528
Noble Park North	1	M	3555
Noojee	0	F	16
Noojee	0	M	13
Noojee	1	F	64
Noojee	1	M	72
Noorat	0	F	5
Noorat	0	M	10
Noorat	1	F	155
Noorat	1	M	158
Noorat East	1	F	12
Noorat East	1	M	8
Noorinbee	0	F	8
Noorinbee	0	M	4
Noorinbee	1	F	18
Noorinbee	1	M	29
Noorinbee North	1	F	6
Noorinbee North	1	M	16
Noradjuha	1	F	39
Noradjuha	1	M	38
Norlane	0	F	364
Norlane	0	M	311
Norlane	1	F	3920
Norlane	1	M	3619
Normanville (Vic.)	1	F	13
Normanville (Vic.)	1	M	18
Norong	0	F	3
Norong	0	M	11
Norong	1	F	50
Norong	1	M	60
North Bendigo	0	F	345
North Bendigo	0	M	225
North Bendigo	1	F	1822
North Bendigo	1	M	1695
North Blackwood	0	F	4
North Blackwood	0	M	3
North Blackwood	1	F	20
North Blackwood	1	M	23
North Geelong	0	F	456
North Geelong	0	M	290
North Geelong	1	F	1180
North Geelong	1	M	1128
North Melbourne	0	F	1514
North Melbourne	0	M	1400
North Melbourne	1	F	6451
North Melbourne	1	M	6035
North Shore (Vic.)	0	F	17
North Shore (Vic.)	0	M	17
North Shore (Vic.)	1	F	164
North Shore (Vic.)	1	M	157
North Wangaratta	0	F	22
North Wangaratta	0	M	35
North Wangaratta	1	F	112
North Wangaratta	1	M	134
North Warrandyte	0	F	65
North Warrandyte	0	M	78
North Warrandyte	1	F	1347
North Warrandyte	1	M	1376
North Wonthaggi	0	F	86
North Wonthaggi	0	M	63
North Wonthaggi	1	F	1377
North Wonthaggi	1	M	1215
Northcote	0	F	929
Northcote	0	M	749
Northcote	1	F	11868
Northcote	1	M	10564
Northwood (Vic.)	0	F	3
Northwood (Vic.)	0	M	9
Northwood (Vic.)	1	F	91
Northwood (Vic.)	1	M	90
Norval	1	F	21
Norval	1	M	16
Notting Hill	0	F	155
Notting Hill	0	M	166
Notting Hill	1	F	1379
Notting Hill	1	M	1361
Nowa Nowa	0	F	3
Nowa Nowa	0	M	6
Nowa Nowa	1	F	76
Nowa Nowa	1	M	90
Nowhere Creek	0	F	3
Nowhere Creek	1	F	9
Nowhere Creek	1	M	11
Nowie	0	F	3
Nowie	0	M	4
Nowie	1	F	4
Nowie	1	M	6
Nug Nug	1	F	14
Nug Nug	1	M	12
Nuggetty	0	F	53
Nuggetty	1	F	17
Nuggetty	1	M	18
Nulla Vale	1	F	22
Nulla Vale	1	M	35
Nullawarre	0	F	12
Nullawarre	0	M	12
Nullawarre	1	F	106
Nullawarre	1	M	110
Nullawarre North	1	F	24
Nullawarre North	1	M	34
Nullawil	0	M	5
Nullawil	1	F	37
Nullawil	1	M	50
Numurkah	0	F	173
Numurkah	0	M	134
Numurkah	1	F	2100
Numurkah	1	M	1983
Nunawading	0	F	383
Nunawading	0	M	270
Nunawading	1	F	5628
Nunawading	1	M	5361
Nungurner	0	F	4
Nungurner	0	M	5
Nungurner	1	F	132
Nungurner	1	M	129
Nurcoung	0	F	4
Nurcoung	0	M	3
Nurcoung	1	F	19
Nurcoung	1	M	20
Nurrabiel	1	F	32
Nurrabiel	1	M	30
Nurran	1	M	3
Nutfield	0	F	14
Nutfield	0	M	10
Nutfield	1	F	73
Nutfield	1	M	62
Nyah	0	F	45
Nyah	0	M	57
Nyah	1	F	216
Nyah	1	M	233
Nyah West	0	F	92
Nyah West	0	M	77
Nyah West	1	F	233
Nyah West	1	M	263
Nyarrin	1	F	11
Nyarrin	1	M	12
Nyerimilang	1	M	3
Nyora (Vic.)	0	F	40
Nyora (Vic.)	0	M	47
Nyora (Vic.)	1	F	733
Nyora (Vic.)	1	M	687
Nyrraby	0	F	4
Nyrraby	0	M	3
Nyrraby	1	F	3
Nyrraby	1	M	6
Oak Park	0	F	155
Oak Park	0	M	144
Oak Park	1	F	2961
Oak Park	1	M	2878
Oaklands Junction	0	F	5
Oaklands Junction	0	M	9
Oaklands Junction	1	F	223
Oaklands Junction	1	M	200
Oakleigh	0	F	270
Oakleigh	0	M	241
Oakleigh	1	F	3733
Oakleigh	1	M	3576
Oakleigh East	0	F	200
Oakleigh East	0	M	172
Oakleigh East	1	F	2992
Oakleigh East	1	M	2981
Oakleigh South	0	F	173
Oakleigh South	0	M	191
Oakleigh South	1	F	4471
Oakleigh South	1	M	4349
Oakvale	1	F	9
Oakvale	1	M	9
Ocean Grove	0	F	369
Ocean Grove	0	M	297
Ocean Grove	1	F	6692
Ocean Grove	1	M	6166
Officer	0	F	108
Officer	0	M	112
Officer	1	F	3462
Officer	1	M	3354
Officer South	0	F	3
Officer South	0	M	3
Officer South	1	F	37
Officer South	1	M	27
Old Tallangatta	0	F	4
Old Tallangatta	0	M	3
Old Tallangatta	1	F	18
Old Tallangatta	1	M	11
Olinda (Vic.)	0	F	55
Olinda (Vic.)	0	M	58
Olinda (Vic.)	1	F	790
Olinda (Vic.)	1	M	803
Ombersley	0	M	3
Ombersley	1	F	39
Ombersley	1	M	49
Omeo	0	F	36
Omeo	0	M	54
Omeo	1	F	177
Omeo	1	M	172
Omeo Valley	1	M	4
Ondit	1	F	37
Ondit	1	M	52
Orbost	0	F	122
Orbost	0	M	113
Orbost	1	F	998
Orbost	1	M	928
Orford (Vic.)	1	F	49
Orford (Vic.)	1	M	48
Ormond	0	F	143
Ormond	0	M	130
Ormond	1	F	4073
Ormond	1	M	3926
Orrvale	0	F	4
Orrvale	0	M	6
Orrvale	1	F	188
Orrvale	1	M	226
Osbornes Flat	0	M	3
Osbornes Flat	1	F	107
Osbornes Flat	1	M	97
Outtrim	0	F	10
Outtrim	0	M	9
Outtrim	1	F	99
Outtrim	1	M	110
Ouyen	0	F	101
Ouyen	0	M	94
Ouyen	1	F	491
Ouyen	1	M	503
Ovens	0	F	9
Ovens	0	M	7
Ovens	1	F	102
Ovens	1	M	96
Oxley (Vic.)	0	F	20
Oxley (Vic.)	0	M	25
Oxley (Vic.)	1	F	280
Oxley (Vic.)	1	M	277
Oxley Flats	1	F	20
Oxley Flats	1	M	35
Ozenkadnook	1	F	18
Ozenkadnook	1	M	10
Paaratte	0	M	4
Paaratte	1	F	13
Paaratte	1	M	15
Painswick	1	F	3
Painswick	1	M	5
Pakenham	0	F	1242
Pakenham	0	M	1051
Pakenham	1	F	22429
Pakenham	1	M	21173
Pakenham South	0	F	8
Pakenham South	0	M	14
Pakenham South	1	F	92
Pakenham South	1	M	101
Pakenham Upper	0	F	35
Pakenham Upper	0	M	39
Pakenham Upper	1	F	528
Pakenham Upper	1	M	540
Panitya (Vic.)	0	F	4
Panitya (Vic.)	0	M	3
Panitya (Vic.)	1	F	33
Panitya (Vic.)	1	M	32
Panmure	0	F	13
Panmure	0	M	17
Panmure	1	F	183
Panmure	1	M	185
Panton Hill	0	F	32
Panton Hill	0	M	27
Panton Hill	1	F	506
Panton Hill	1	M	465
Paradise (Vic.)	1	F	17
Paradise (Vic.)	1	M	19
Paradise Beach	0	F	9
Paradise Beach	0	M	10
Paradise Beach	1	F	61
Paradise Beach	1	M	70
Paraparap	0	F	3
Paraparap	0	M	3
Paraparap	1	F	61
Paraparap	1	M	69
Park Orchards	0	F	33
Park Orchards	0	M	35
Park Orchards	1	F	1767
Park Orchards	1	M	1875
Parkdale	0	F	267
Parkdale	0	M	266
Parkdale	1	F	5762
Parkdale	1	M	5213
Parkville (Vic.)	0	F	2664
Parkville (Vic.)	0	M	2151
Parkville (Vic.)	1	F	2262
Parkville (Vic.)	1	M	2110
Parwan	0	F	8
Parwan	0	M	9
Parwan	1	F	87
Parwan	1	M	72
Paschendale	1	F	15
Paschendale	1	M	18
Pascoe Vale	0	F	630
Pascoe Vale	0	M	522
Pascoe Vale	1	F	8042
Pascoe Vale	1	M	7650
Pascoe Vale South	0	F	296
Pascoe Vale South	0	M	275
Pascoe Vale South	1	F	4751
Pascoe Vale South	1	M	4605
Pastoria	1	F	18
Pastoria	1	M	23
Pastoria East	1	F	18
Pastoria East	1	M	15
Patchewollock	0	F	3
Patchewollock	0	M	3
Patchewollock	1	F	65
Patchewollock	1	M	59
Patho	0	F	4
Patho	0	M	3
Patho	1	F	43
Patho	1	M	53
Patterson Lakes	0	F	179
Patterson Lakes	0	M	146
Patterson Lakes	1	F	3634
Patterson Lakes	1	M	3415
Patyah	1	F	32
Patyah	1	M	28
Paynesville (Vic.)	0	F	167
Paynesville (Vic.)	0	M	138
Paynesville (Vic.)	1	F	1520
Paynesville (Vic.)	1	M	1458
Pearcedale	0	F	64
Pearcedale	0	M	66
Pearcedale	1	F	1792
Pearcedale	1	M	1828
Pearsondale	0	F	4
Pearsondale	1	F	60
Pearsondale	1	M	62
Peechelba	0	F	5
Peechelba	0	M	3
Peechelba	1	F	72
Peechelba	1	M	87
Peechelba East	1	F	23
Peechelba East	1	M	20
Pelluebla	1	F	13
Pelluebla	1	M	14
Pennyroyal	0	F	4
Pennyroyal	0	M	3
Pennyroyal	1	F	36
Pennyroyal	1	M	33
Penshurst (Vic.)	0	F	33
Penshurst (Vic.)	0	M	19
Penshurst (Vic.)	1	F	285
Penshurst (Vic.)	1	M	296
Pental Island	0	F	3
Pental Island	0	M	7
Pental Island	1	F	52
Pental Island	1	M	67
Pentland Hills	0	F	3
Pentland Hills	0	M	7
Pentland Hills	1	F	84
Pentland Hills	1	M	83
Percydale	0	F	3
Percydale	0	M	3
Percydale	1	F	15
Percydale	1	M	19
Peronne	0	F	3
Peronne	0	M	7
Peronne	1	F	23
Peronne	1	M	20
Perry Bridge	1	F	35
Perry Bridge	1	M	38
Peterborough (Vic.)	0	F	12
Peterborough (Vic.)	0	M	28
Peterborough (Vic.)	1	F	102
Peterborough (Vic.)	1	M	101
Petticoat Creek	0	F	4
Petticoat Creek	1	F	3
Pheasant Creek (Vic.)	0	F	9
Pheasant Creek (Vic.)	0	M	11
Pheasant Creek (Vic.)	1	F	129
Pheasant Creek (Vic.)	1	M	145
Piangil	0	F	10
Piangil	0	M	14
Piangil	1	F	111
Piangil	1	M	115
Picola	0	F	4
Picola	0	M	7
Picola	1	F	99
Picola	1	M	99
Picola West	1	F	10
Picola West	1	M	4
Piedmont	0	M	3
Piedmont	1	F	18
Piedmont	1	M	23
Pier Milan	0	F	3
Pier Milan	0	M	3
Pier Milan	1	F	4
Pigeon Ponds	1	F	14
Pigeon Ponds	1	M	15
Piggoreet	1	F	16
Piggoreet	1	M	19
Pimpinio	0	M	4
Pimpinio	1	F	79
Pimpinio	1	M	85
Pine Grove (Vic.)	1	F	15
Pine Grove (Vic.)	1	M	12
Pine Lodge (Vic.)	1	F	108
Pine Lodge (Vic.)	1	M	123
Pine Mountain (Vic.)	1	F	18
Pine Mountain (Vic.)	1	M	16
Pioneer Bay	0	F	14
Pioneer Bay	0	M	9
Pioneer Bay	1	F	161
Pioneer Bay	1	M	154
Pipers Creek	0	F	12
Pipers Creek	0	M	11
Pipers Creek	1	F	57
Pipers Creek	1	M	68
Pira	1	F	3
Pira	1	M	5
Piries	0	F	6
Piries	1	F	25
Piries	1	M	28
Pirron Yallock	1	F	52
Pirron Yallock	1	M	61
Pitfield	0	F	3
Pitfield	1	F	16
Pitfield	1	M	25
Pittong	1	F	5
Pittong	1	M	9
Plenty (Vic.)	0	F	29
Plenty (Vic.)	0	M	28
Plenty (Vic.)	1	F	1120
Plenty (Vic.)	1	M	1128
Plumpton (Vic.)	0	F	137
Plumpton (Vic.)	0	M	136
Plumpton (Vic.)	1	F	2027
Plumpton (Vic.)	1	M	2012
Point Cook	0	F	991
Point Cook	0	M	964
Point Cook	1	F	23719
Point Cook	1	M	23761
Point Leo	0	F	12
Point Leo	0	M	4
Point Leo	1	F	66
Point Leo	1	M	72
Point Lonsdale	0	F	170
Point Lonsdale	0	M	105
Point Lonsdale	1	F	1197
Point Lonsdale	1	M	1027
Polisbet	1	F	3
Polisbet	1	M	3
Pomborneit	1	F	30
Pomborneit	1	M	34
Pomborneit East	1	F	15
Pomborneit East	1	M	10
Pomborneit North	0	F	3
Pomborneit North	0	M	3
Pomborneit North	1	F	18
Pomborneit North	1	M	25
Pomonal	0	F	5
Pomonal	0	M	6
Pomonal	1	F	144
Pomonal	1	M	147
Pompapiel	0	F	7
Pompapiel	0	M	4
Pompapiel	1	F	15
Pompapiel	1	M	18
Poolaijelo	1	F	20
Poolaijelo	1	M	21
Pootilla	1	F	37
Pootilla	1	M	37
Poowong	0	F	9
Poowong	0	M	11
Poowong	1	F	295
Poowong	1	M	307
Poowong East	0	M	3
Poowong East	1	F	37
Poowong East	1	M	31
Poowong North	0	F	3
Poowong North	0	M	5
Poowong North	1	F	83
Poowong North	1	M	82
Porcupine Ridge	0	F	7
Porcupine Ridge	0	M	10
Porcupine Ridge	1	F	54
Porcupine Ridge	1	M	45
Porepunkah	0	F	48
Porepunkah	0	M	43
Porepunkah	1	F	430
Porepunkah	1	M	398
Port Albert	0	F	11
Port Albert	0	M	13
Port Albert	1	F	120
Port Albert	1	M	135
Port Campbell	0	F	68
Port Campbell	0	M	105
Port Campbell	1	F	178
Port Campbell	1	M	195
Port Fairy	0	F	230
Port Fairy	0	M	206
Port Fairy	1	F	1494
Port Fairy	1	M	1360
Port Franklin	1	F	62
Port Franklin	1	M	59
Port Melbourne	0	F	701
Port Melbourne	0	M	654
Port Melbourne	1	F	7565
Port Melbourne	1	M	6894
Port Welshpool	0	F	8
Port Welshpool	0	M	9
Port Welshpool	1	F	77
Port Welshpool	1	M	93
Portarlington	0	F	202
Portarlington	0	M	195
Portarlington	1	F	1607
Portarlington	1	M	1493
Portland (Vic.)	0	F	502
Portland (Vic.)	0	M	460
Portland (Vic.)	1	F	4286
Portland (Vic.)	1	M	4186
Portland North	0	F	17
Portland North	0	M	28
Portland North	1	F	269
Portland North	1	M	281
Portland West	0	F	13
Portland West	0	M	13
Portland West	1	F	269
Portland West	1	M	278
Portsea	0	F	29
Portsea	0	M	19
Portsea	1	F	166
Portsea	1	M	167
Pound Creek	0	F	3
Pound Creek	1	F	50
Pound Creek	1	M	50
Powelltown	0	F	11
Powelltown	0	M	14
Powelltown	1	F	83
Powelltown	1	M	104
Powers Creek	1	F	3
Powers Creek	1	M	4
Powlett Plains	0	M	7
Powlett Plains	1	F	16
Powlett Plains	1	M	19
Prahran	0	F	966
Prahran	0	M	852
Prahran	1	F	5650
Prahran	1	M	5351
Prairie (Vic.)	0	F	3
Prairie (Vic.)	1	F	27
Prairie (Vic.)	1	M	28
Pranjip	1	F	9
Pranjip	1	M	9
Preston (Vic.)	0	F	1209
Preston (Vic.)	0	M	1253
Preston (Vic.)	1	F	15388
Preston (Vic.)	1	M	14649
Princes Hill	0	F	74
Princes Hill	0	M	57
Princes Hill	1	F	1041
Princes Hill	1	M	896
Princetown	0	F	6
Princetown	0	M	11
Princetown	1	F	107
Princetown	1	M	106
Puckapunyal	0	F	50
Puckapunyal	0	M	507
Puckapunyal	1	F	361
Puckapunyal	1	M	392
Pura Pura	0	M	3
Pura Pura	1	F	13
Pura Pura	1	M	17
Purdeet	1	F	10
Purdeet	1	M	7
Purnim	0	F	22
Purnim	0	M	17
Purnim	1	F	113
Purnim	1	M	119
Purnim West	1	F	14
Purnim West	1	M	21
Pyalong	0	F	28
Pyalong	0	M	15
Pyalong	1	F	299
Pyalong	1	M	305
Pyramid Hill	0	F	16
Pyramid Hill	0	M	9
Pyramid Hill	1	F	273
Pyramid Hill	1	M	253
Quambatook	0	F	9
Quambatook	0	M	8
Quambatook	1	F	114
Quambatook	1	M	107
Quantong	0	F	5
Quantong	0	M	6
Quantong	1	F	132
Quantong	1	M	156
Quarry Hill	0	F	57
Quarry Hill	0	M	49
Quarry Hill	1	F	1140
Quarry Hill	1	M	1025
Queenscliff (Vic.)	0	F	68
Queenscliff (Vic.)	0	M	48
Queenscliff (Vic.)	1	F	599
Queenscliff (Vic.)	1	M	523
Raglan (Vic.)	0	F	6
Raglan (Vic.)	0	M	17
Raglan (Vic.)	1	F	95
Raglan (Vic.)	1	M	97
Rainbow	0	F	23
Rainbow	0	M	27
Rainbow	1	F	296
Rainbow	1	M	315
Ranceby	1	F	27
Ranceby	1	M	35
Rathscar	1	F	7
Rathscar	1	M	8
Rathscar West	1	F	14
Rathscar West	1	M	12
Ravenhall	0	F	373
Ravenhall	0	M	767
Ravenhall	1	F	3
Ravenhall	1	M	8
Ravenswood (Vic.)	0	F	7
Ravenswood (Vic.)	0	M	10
Ravenswood (Vic.)	1	F	210
Ravenswood (Vic.)	1	M	205
Ravenswood South	0	M	4
Ravenswood South	1	F	29
Ravenswood South	1	M	35
Rawson	0	F	9
Rawson	0	M	9
Rawson	1	F	132
Rawson	1	M	139
Raymond Island	0	F	19
Raymond Island	0	M	18
Raymond Island	1	F	234
Raymond Island	1	M	226
Raywood	0	F	11
Raywood	0	M	7
Raywood	1	F	151
Raywood	1	M	140
Red Cliffs	0	F	230
Red Cliffs	0	M	233
Red Cliffs	1	F	2231
Red Cliffs	1	M	2223
Red Hill (Vic.)	0	F	44
Red Hill (Vic.)	0	M	62
Red Hill (Vic.)	1	F	397
Red Hill (Vic.)	1	M	371
Red Hill South	0	F	17
Red Hill South	0	M	28
Red Hill South	1	F	260
Red Hill South	1	M	270
Red Lion	0	F	6
Red Lion	0	M	8
Red Lion	1	F	48
Red Lion	1	M	57
Redan	0	F	94
Redan	0	M	100
Redan	1	F	1369
Redan	1	M	1287
Redbank (Vic.)	0	M	3
Redbank (Vic.)	1	F	45
Redbank (Vic.)	1	M	51
Redcastle	0	F	6
Redcastle	0	M	4
Redcastle	1	F	33
Redcastle	1	M	28
Redesdale	0	F	11
Redesdale	0	M	13
Redesdale	1	F	102
Redesdale	1	M	113
Reedy Creek (Vic.)	1	F	64
Reedy Creek (Vic.)	1	M	82
Reedy Dam	1	F	13
Reedy Dam	1	M	10
Reedy Flat	0	F	3
Reedy Flat	1	F	12
Reedy Flat	1	M	18
Reedy Lake	1	F	13
Reedy Lake	1	M	14
Reefton (Vic.)	0	F	3
Reefton (Vic.)	0	M	6
Reefton (Vic.)	1	F	24
Reefton (Vic.)	1	M	30
Research	0	F	33
Research	0	M	37
Research	1	F	1265
Research	1	M	1241
Reservoir (Vic.)	0	F	1810
Reservoir (Vic.)	0	M	1667
Reservoir (Vic.)	1	F	23725
Reservoir (Vic.)	1	M	22879
Rheola	0	F	4
Rheola	0	M	6
Rheola	1	F	20
Rheola	1	M	30
Rhyll	0	F	18
Rhyll	0	M	12
Rhyll	1	F	265
Rhyll	1	M	250
Rhymney	0	F	3
Rhymney	0	M	3
Rhymney	1	F	25
Rhymney	1	M	26
Riachella	1	M	4
Rich Avon	1	F	3
Rich Avon	1	M	4
Rich Avon East	1	M	5
Rich Avon West	0	F	3
Rich Avon West	0	M	3
Rich Avon West	1	F	7
Rich Avon West	1	M	16
Richmond (Vic.)	0	F	1591
Richmond (Vic.)	0	M	1360
Richmond (Vic.)	1	F	12815
Richmond (Vic.)	1	M	12113
Richmond Plains	1	F	3
Riddells Creek	0	F	54
Riddells Creek	0	M	53
Riddells Creek	1	F	1904
Riddells Creek	1	M	1796
Riggs Creek	1	F	18
Riggs Creek	1	M	15
Ringwood (Vic.)	0	F	580
Ringwood (Vic.)	0	M	469
Ringwood (Vic.)	1	F	8332
Ringwood (Vic.)	1	M	7863
Ringwood East	0	F	365
Ringwood East	0	M	339
Ringwood East	1	F	4999
Ringwood East	1	M	4643
Ringwood North	0	F	209
Ringwood North	0	M	164
Ringwood North	1	F	4617
Ringwood North	1	M	4579
Ripplebrook	0	F	5
Ripplebrook	0	M	6
Ripplebrook	1	F	87
Ripplebrook	1	M	110
Rippleside	0	F	26
Rippleside	0	M	13
Rippleside	1	F	423
Rippleside	1	M	394
Ripponlea	0	F	73
Ripponlea	0	M	69
Ripponlea	1	F	713
Ripponlea	1	M	669
Riverside (Vic.)	0	M	9
Riverside (Vic.)	1	F	129
Riverside (Vic.)	1	M	145
Riverslea	1	F	63
Riverslea	1	M	69
Robertsons Beach	0	M	4
Robertsons Beach	1	F	27
Robertsons Beach	1	M	20
Robinvale	0	F	223
Robinvale	0	M	259
Robinvale	1	F	1288
Robinvale	1	M	1333
Rochester (Vic.)	0	F	107
Rochester (Vic.)	0	M	83
Rochester (Vic.)	1	F	1440
Rochester (Vic.)	1	M	1346
Rochford	0	F	7
Rochford	0	M	8
Rochford	1	F	35
Rochford	1	M	26
Rockbank	0	F	127
Rockbank	0	M	132
Rockbank	1	F	636
Rockbank	1	M	678
Rocklands	0	F	5
Rocklands	0	M	3
Rocklands	1	F	3
Rocklyn	0	F	15
Rocklyn	0	M	9
Rocklyn	1	F	21
Rocklyn	1	M	20
Rocky Point (Vic.)	1	M	3
Rokeby (Vic.)	0	F	3
Rokeby (Vic.)	0	M	3
Rokeby (Vic.)	1	F	84
Rokeby (Vic.)	1	M	80
Rokewood	0	F	3
Rokewood	0	M	13
Rokewood	1	F	78
Rokewood	1	M	112
Rokewood Junction	0	M	3
Rokewood Junction	1	F	11
Rokewood Junction	1	M	15
Romsey	0	F	117
Romsey	0	M	102
Romsey	1	F	2191
Romsey	1	M	2213
Rosanna	0	F	322
Rosanna	0	M	192
Rosanna	1	F	4078
Rosanna	1	M	3729
Rose River	1	F	16
Rose River	1	M	14
Rosebery (Vic.)	1	M	3
Rosebrook (Vic.)	0	M	4
Rosebrook (Vic.)	1	F	61
Rosebrook (Vic.)	1	M	55
Rosebud	0	F	446
Rosebud	0	M	394
Rosebud	1	F	6374
Rosebud	1	M	5655
Rosebud West	0	F	428
Rosebud West	0	M	328
Rosebud West	1	F	2242
Rosebud West	1	M	1907
Rosedale (Vic.)	0	F	63
Rosedale (Vic.)	0	M	65
Rosedale (Vic.)	1	F	745
Rosedale (Vic.)	1	M	754
Roses Gap	0	M	3
Rosewhite	0	F	3
Rosewhite	0	M	5
Rosewhite	1	F	59
Rosewhite	1	M	56
Roslynmead	1	F	20
Roslynmead	1	M	29
Ross Creek (Vic.)	0	F	11
Ross Creek (Vic.)	0	M	17
Ross Creek (Vic.)	1	F	547
Ross Creek (Vic.)	1	M	547
Rossbridge	0	F	3
Rossbridge	1	F	11
Rossbridge	1	M	6
Rostron	1	F	6
Rostron	1	M	10
Rowsley	0	F	5
Rowsley	0	M	10
Rowsley	1	F	90
Rowsley	1	M	86
Rowville	0	F	343
Rowville	0	M	335
Rowville	1	F	16539
Rowville	1	M	15940
Roxburgh Park	0	F	505
Roxburgh Park	0	M	478
Roxburgh Park	1	F	10559
Roxburgh Park	1	M	10202
Rubicon	0	F	9
Rubicon	0	M	6
Rubicon	1	F	21
Rubicon	1	M	25
Ruby	0	F	8
Ruby	0	M	5
Ruby	1	F	90
Ruby	1	M	75
Ruffy	0	F	3
Ruffy	0	M	3
Ruffy	1	F	43
Ruffy	1	M	56
Running Creek (Vic.)	1	F	16
Running Creek (Vic.)	1	M	18
Runnymede (Vic.)	1	F	35
Runnymede (Vic.)	1	M	24
Rupanyup	0	F	17
Rupanyup	0	M	17
Rupanyup	1	F	227
Rupanyup	1	M	253
Rushworth	0	F	69
Rushworth	0	M	58
Rushworth	1	F	586
Rushworth	1	M	602
Russells Bridge	0	M	3
Russells Bridge	1	F	35
Russells Bridge	1	M	28
Rutherglen	0	F	107
Rutherglen	0	M	102
Rutherglen	1	F	1091
Rutherglen	1	M	1019
Ryanston	0	F	4
Ryanston	0	M	8
Ryanston	1	F	120
Ryanston	1	M	129
Rye	0	F	316
Rye	0	M	303
Rye	1	F	3789
Rye	1	M	3713
Rythdale	0	F	10
Rythdale	0	M	8
Rythdale	1	F	10
Rythdale	1	M	11
Safety Beach (Vic.)	0	F	229
Safety Beach (Vic.)	0	M	153
Safety Beach (Vic.)	1	F	2179
Safety Beach (Vic.)	1	M	2030
Sailors Falls	0	F	3
Sailors Falls	0	M	6
Sailors Falls	1	F	26
Sailors Falls	1	M	34
Sailors Gully	0	F	21
Sailors Gully	0	M	15
Sailors Gully	1	F	330
Sailors Gully	1	M	331
Sailors Hill	1	F	40
Sailors Hill	1	M	35
Sale	0	F	623
Sale	0	M	715
Sale	1	F	6340
Sale	1	M	5781
Salisbury West	1	F	16
Salisbury West	1	M	7
Samaria	0	F	3
Samaria	1	F	24
Samaria	1	M	22
San Remo (Vic.)	0	F	141
San Remo (Vic.)	0	M	115
San Remo (Vic.)	1	F	543
San Remo (Vic.)	1	M	488
Sandford (Vic.)	0	F	3
Sandford (Vic.)	0	M	3
Sandford (Vic.)	1	F	61
Sandford (Vic.)	1	M	68
Sandhill Lake	1	F	3
Sandhill Lake	1	M	7
Sandhurst	0	F	73
Sandhurst	0	M	66
Sandhurst	1	F	2361
Sandhurst	1	M	2334
