SSC_NAME16	AgeStudent	students
Eurongilly	0-4	6
Eurongilly	5-14	23
Eurongilly	15-19	3
Eurongilly	20-24	4
Eurunderee	0-4	3
Eurunderee	5-14	21
Eurunderee	20-24	3
Eurunderee	25+	3
Euston	0-4	6
Euston	5-14	128
Euston	15-19	25
Euston	20-24	5
Euston	25+	21
Evans Head	0-4	36
Evans Head	5-14	264
Evans Head	15-19	95
Evans Head	20-24	22
Evans Head	25+	73
Evans Plains	0-4	3
Evans Plains	5-14	26
Evans Plains	15-19	6
Evans Plains	20-24	4
Eveleigh	0-4	5
Eveleigh	5-14	58
Eveleigh	15-19	20
Eveleigh	20-24	16
Eveleigh	25+	43
Eviron	5-14	21
Eviron	15-19	10
Eviron	25+	4
Ewingar	25+	4
Ewingsdale	0-4	8
Ewingsdale	5-14	94
Ewingsdale	15-19	28
Ewingsdale	20-24	14
Ewingsdale	25+	26
Exeter (NSW)	0-4	11
Exeter (NSW)	5-14	114
Exeter (NSW)	15-19	21
Exeter (NSW)	20-24	12
Exeter (NSW)	25+	30
Failford	0-4	3
Failford	5-14	53
Failford	15-19	19
Failford	25+	22
Fairfield (NSW)	0-4	166
Fairfield (NSW)	5-14	1975
Fairfield (NSW)	15-19	889
Fairfield (NSW)	20-24	552
Fairfield (NSW)	25+	1132
Fairfield East	0-4	64
Fairfield East	5-14	661
Fairfield East	15-19	295
Fairfield East	20-24	174
Fairfield East	25+	179
Fairfield Heights	0-4	82
Fairfield Heights	5-14	937
Fairfield Heights	15-19	404
Fairfield Heights	20-24	232
Fairfield Heights	25+	343
Fairfield West	0-4	128
Fairfield West	5-14	1410
Fairfield West	15-19	724
Fairfield West	20-24	391
Fairfield West	25+	469
Fairholme	5-14	3
Fairlight	0-4	106
Fairlight	5-14	594
Fairlight	15-19	192
Fairlight	20-24	101
Fairlight	25+	235
Fairy Hill	0-4	5
Fairy Hill	5-14	53
Fairy Hill	15-19	21
Fairy Hill	25+	3
Fairy Meadow	0-4	95
Fairy Meadow	5-14	704
Fairy Meadow	15-19	344
Fairy Meadow	20-24	465
Fairy Meadow	25+	468
Falbrook	5-14	6
Falconer	5-14	3
Falconer	25+	3
Falls Creek (NSW)	0-4	19
Falls Creek (NSW)	5-14	76
Falls Creek (NSW)	15-19	40
Falls Creek (NSW)	20-24	21
Falls Creek (NSW)	25+	17
Far Meadow	0-4	3
Far Meadow	5-14	8
Far Meadow	15-19	12
Far Meadow	25+	4
Farley	0-4	3
Farley	5-14	26
Farley	15-19	16
Farley	20-24	4
Farley	25+	3
Farmborough Heights	0-4	72
Farmborough Heights	5-14	526
Farmborough Heights	15-19	211
Farmborough Heights	20-24	91
Farmborough Heights	25+	147
Farnham	25+	3
Farrants Hill	0-4	3
Farrants Hill	5-14	14
Farrants Hill	25+	3
Fassifern (NSW)	0-4	11
Fassifern (NSW)	5-14	43
Fassifern (NSW)	15-19	29
Fassifern (NSW)	20-24	6
Fassifern (NSW)	25+	21
Faulconbridge	0-4	67
Faulconbridge	5-14	558
Faulconbridge	15-19	231
Faulconbridge	20-24	88
Faulconbridge	25+	158
Faulkland	5-14	9
Faulkland	15-19	4
Faulkland	25+	3
Fawcetts Plain	0-4	5
Fawcetts Plain	5-14	14
Fawcetts Plain	15-19	7
Fawcetts Plain	25+	3
Federal (NSW)	0-4	6
Federal (NSW)	5-14	80
Federal (NSW)	15-19	29
Federal (NSW)	20-24	7
Federal (NSW)	25+	28
Fennell Bay	0-4	11
Fennell Bay	5-14	157
Fennell Bay	15-19	60
Fennell Bay	20-24	26
Fennell Bay	25+	50
Fern Bay	0-4	49
Fern Bay	5-14	220
Fern Bay	15-19	72
Fern Bay	20-24	15
Fern Bay	25+	68
Fern Gully	15-19	3
Fern Gully	25+	3
Fernances Crossing	5-14	3
Fernbank Creek	5-14	14
Fernbank Creek	15-19	6
Fernbrook	5-14	3
Fernbrook	15-19	3
Fernhill	0-4	14
Fernhill	5-14	82
Fernhill	15-19	41
Fernhill	20-24	18
Fernhill	25+	37
Fernleigh	5-14	35
Fernleigh	15-19	19
Fernleigh	25+	5
Fernmount	5-14	41
Fernmount	15-19	20
Fernmount	20-24	3
Fernmount	25+	17
Fernside	5-14	4
Fernside	15-19	3
Fernvale (NSW)	5-14	33
Fernvale (NSW)	15-19	12
Fernvale (NSW)	20-24	3
Fernvale (NSW)	25+	11
Ferodale	5-14	8
Ferodale	15-19	8
Ferodale	25+	4
Fiddletown	0-4	5
Fiddletown	5-14	22
Fiddletown	15-19	12
Fiddletown	20-24	7
Fiddletown	25+	7
Fifield	5-14	18
Fifield	15-19	3
Figtree	0-4	212
Figtree	5-14	1551
Figtree	15-19	649
Figtree	20-24	287
Figtree	25+	392
Findon Creek	5-14	3
Findon Creek	15-19	3
Fine Flower	5-14	6
Fingal Bay	0-4	25
Fingal Bay	5-14	94
Fingal Bay	15-19	35
Fingal Bay	20-24	14
Fingal Bay	25+	30
Fingal Head	0-4	3
Fingal Head	5-14	75
Fingal Head	15-19	26
Fingal Head	20-24	9
Fingal Head	25+	17
Finley	0-4	41
Finley	5-14	266
Finley	15-19	89
Finley	20-24	23
Finley	25+	49
Firefly	0-4	5
Firefly	5-14	31
Firefly	15-19	10
Firefly	25+	4
Fishermans Bay	15-19	4
Fishermans Bay	25+	3
Fishermans Paradise	0-4	3
Fishermans Paradise	5-14	45
Fishermans Paradise	15-19	11
Fishermans Paradise	25+	10
Fishermans Reach	5-14	14
Fishermans Reach	15-19	3
Fishermans Reach	25+	5
Fishers Hill	5-14	4
Fishing Point	0-4	9
Fishing Point	5-14	107
Fishing Point	15-19	48
Fishing Point	20-24	15
Fishing Point	25+	30
Fitzgeralds Mount	5-14	11
Fitzgeralds Mount	15-19	3
Fitzgeralds Valley	5-14	3
Fitzroy Falls	0-4	7
Fitzroy Falls	5-14	34
Fitzroy Falls	15-19	5
Fitzroy Falls	20-24	3
Fitzroy Falls	25+	4
Five Dock	0-4	166
Five Dock	5-14	1030
Five Dock	15-19	355
Five Dock	20-24	195
Five Dock	25+	297
Five Ways	5-14	3
Fletcher (NSW)	0-4	161
Fletcher (NSW)	5-14	916
Fletcher (NSW)	15-19	275
Fletcher (NSW)	20-24	110
Fletcher (NSW)	25+	178
Flinders (NSW)	0-4	137
Flinders (NSW)	5-14	991
Flinders (NSW)	15-19	359
Flinders (NSW)	20-24	130
Flinders (NSW)	25+	188
Floraville	0-4	44
Floraville	5-14	294
Floraville	15-19	111
Floraville	20-24	36
Floraville	25+	44
Forbes (NSW)	0-4	151
Forbes (NSW)	5-14	1012
Forbes (NSW)	15-19	370
Forbes (NSW)	20-24	90
Forbes (NSW)	25+	149
Forbes Creek	5-14	9
Forbesdale	0-4	7
Forbesdale	5-14	30
Forbesdale	15-19	6
Forbesdale	20-24	3
Forbesdale	25+	5
Fordwich	5-14	15
Fordwich	15-19	3
Fordwich	25+	3
Forest Glen (NSW)	5-14	7
Forest Glen (NSW)	15-19	3
Forest Grove (NSW)	5-14	12
Forest Grove (NSW)	15-19	8
Forest Grove (NSW)	20-24	3
Forest Hill (NSW)	0-4	42
Forest Hill (NSW)	5-14	334
Forest Hill (NSW)	15-19	124
Forest Hill (NSW)	20-24	90
Forest Hill (NSW)	25+	117
Forest Lodge	0-4	49
Forest Lodge	5-14	218
Forest Lodge	15-19	151
Forest Lodge	20-24	523
Forest Lodge	25+	404
Forest Reefs	0-4	9
Forest Reefs	5-14	101
Forest Reefs	15-19	27
Forest Reefs	25+	8
Forestville (NSW)	0-4	174
Forestville (NSW)	5-14	1366
Forestville (NSW)	15-19	462
Forestville (NSW)	20-24	205
Forestville (NSW)	25+	222
Forresters Beach	0-4	60
Forresters Beach	5-14	374
Forresters Beach	15-19	124
Forresters Beach	20-24	49
Forresters Beach	25+	76
Forster (NSW)	0-4	171
Forster (NSW)	5-14	1236
Forster (NSW)	15-19	481
Forster (NSW)	20-24	73
Forster (NSW)	25+	287
Fosters Valley	5-14	11
Fosters Valley	15-19	8
Fosterton	5-14	13
Fosterton	15-19	3
Fountaindale	0-4	14
Fountaindale	5-14	89
Fountaindale	15-19	46
Fountaindale	20-24	15
Fountaindale	25+	23
Four Mile Creek (NSW)	5-14	5
Foxground	0-4	3
Foxground	5-14	14
Foxground	15-19	8
Foxground	25+	8
Frazers Creek	0-4	3
Frazers Creek	5-14	27
Frazers Creek	15-19	8
Frazers Creek	20-24	3
Frazers Creek	25+	4
Frederickton	0-4	18
Frederickton	5-14	166
Frederickton	15-19	66
Frederickton	20-24	10
Frederickton	25+	27
Freemans Reach	0-4	39
Freemans Reach	5-14	247
Freemans Reach	15-19	94
Freemans Reach	20-24	42
Freemans Reach	25+	33
Freemans Waterhole	5-14	8
Freemans Waterhole	15-19	3
Freemans Waterhole	25+	3
Freemantle	5-14	5
French Park	5-14	10
Frenchs Forest	0-4	288
Frenchs Forest	5-14	2207
Frenchs Forest	15-19	814
Frenchs Forest	20-24	367
Frenchs Forest	25+	374
Freshwater (NSW)	0-4	164
Freshwater (NSW)	5-14	1075
Freshwater (NSW)	15-19	320
Freshwater (NSW)	20-24	165
Freshwater (NSW)	25+	377
Frog Rock	0-4	7
Frog Rock	5-14	15
Frog Rock	15-19	9
Frogmore	5-14	11
Frogmore	15-19	3
Frogmore	20-24	3
Frogmore	25+	3
Frogs Hollow	5-14	21
Frogs Hollow	15-19	3
Fullerton	5-14	6
Fullerton Cove	0-4	3
Fullerton Cove	5-14	27
Fullerton Cove	15-19	13
Fullerton Cove	20-24	7
Fullerton Cove	25+	5
Furracabad	5-14	7
Gadara	0-4	3
Gadara	5-14	4
Gadara	15-19	3
Gadara	25+	3
Galambine	5-14	15
Galambine	15-19	4
Galambine	25+	3
Galong	0-4	9
Galong	5-14	29
Galong	15-19	4
Galong	20-24	3
Galong	25+	3
Galore	5-14	11
Galore	15-19	3
Galore	25+	3
Galston	0-4	48
Galston	5-14	425
Galston	15-19	166
Galston	20-24	82
Galston	25+	84
Ganbenang	5-14	11
Ganbenang	15-19	10
Gangat	5-14	3
Ganmain	0-4	12
Ganmain	5-14	104
Ganmain	15-19	30
Ganmain	20-24	3
Ganmain	25+	24
Garah	0-4	5
Garah	5-14	41
Garah	15-19	15
Garah	20-24	4
Garah	25+	13
Garden Suburb	0-4	34
Garden Suburb	5-14	224
Garden Suburb	15-19	136
Garden Suburb	20-24	38
Garden Suburb	25+	45
Garema	5-14	16
Garema	15-19	6
Garema	20-24	3
Garland	5-14	8
Garoo	5-14	13
Garoo	25+	4
Garra	5-14	14
Garra	15-19	3
Garra	25+	3
Garthowen	5-14	9
Garthowen	15-19	7
Garthowen	25+	3
Gateshead	0-4	47
Gateshead	5-14	423
Gateshead	15-19	114
Gateshead	20-24	49
Gateshead	25+	83
Gelston Park	0-4	4
Gelston Park	5-14	10
Gelston Park	15-19	3
Gelston Park	20-24	6
Gemalla	5-14	3
Geneva	0-4	13
Geneva	5-14	69
Geneva	15-19	41
Geneva	20-24	7
Geneva	25+	11
Georges Hall	0-4	163
Georges Hall	5-14	1239
Georges Hall	15-19	477
Georges Hall	20-24	208
Georges Hall	25+	246
Georges Plains	0-4	6
Georges Plains	5-14	35
Georges Plains	15-19	12
Georges Plains	20-24	3
Georges Plains	25+	8
Georgetown (NSW)	0-4	37
Georgetown (NSW)	5-14	213
Georgetown (NSW)	15-19	67
Georgetown (NSW)	20-24	63
Georgetown (NSW)	25+	105
Georgica	5-14	22
Georgica	15-19	11
Georgica	25+	5
Gerogery	0-4	10
Gerogery	5-14	84
Gerogery	15-19	19
Gerogery	20-24	5
Gerogery	25+	10
Gerringong	0-4	65
Gerringong	5-14	463
Gerringong	15-19	156
Gerringong	20-24	74
Gerringong	25+	115
Gerroa	0-4	8
Gerroa	5-14	56
Gerroa	15-19	29
Gerroa	20-24	15
Gerroa	25+	12
Geurie	0-4	14
Geurie	5-14	116
Geurie	15-19	28
Geurie	20-24	3
Geurie	25+	16
Ghinni Ghinni	5-14	6
Ghinni Ghinni	15-19	3
Ghoolendaadi	5-14	10
Ghoolendaadi	25+	3
Giants Creek	5-14	14
Giants Creek	15-19	4
Giants Creek	25+	3
Gibberagee	5-14	3
Gidginbung	5-14	12
Gidginbung	15-19	3
Gidley	0-4	5
Gidley	5-14	26
Gidley	25+	3
Gilead	5-14	3
Gilgai	0-4	5
Gilgai	5-14	93
Gilgai	15-19	29
Gilgai	20-24	6
Gilgai	25+	12
Gilgandra	0-4	56
Gilgandra	5-14	350
Gilgandra	15-19	102
Gilgandra	20-24	21
Gilgandra	25+	44
Gillenbah	5-14	3
Gillenbah	15-19	8
Gillenbah	20-24	3
Gilletts Ridge	5-14	3
Gilletts Ridge	15-19	3
Gillieston Heights	0-4	83
Gillieston Heights	5-14	407
Gillieston Heights	15-19	132
Gillieston Heights	20-24	41
Gillieston Heights	25+	128
Gilmandyke	5-14	3
Gilmore (NSW)	0-4	3
Gilmore (NSW)	5-14	23
Gilmore (NSW)	15-19	7
Gilmore (NSW)	25+	4
Gin Gin (NSW)	0-4	3
Gin Gin (NSW)	5-14	15
Gin Gin (NSW)	15-19	3
Gineroi	0-4	3
Gineroi	5-14	7
Ginghi	5-14	3
Gingkin	5-14	6
Gingkin	15-19	3
Gingkin	25+	3
Girards Hill	0-4	14
Girards Hill	5-14	145
Girards Hill	15-19	56
Girards Hill	20-24	22
Girards Hill	25+	86
Girilambone	0-4	3
Girilambone	5-14	7
Girral	5-14	9
Girral	15-19	7
Girral	20-24	3
Girralong	5-14	3
Girralong	25+	3
Girraween (NSW)	0-4	98
Girraween (NSW)	5-14	844
Girraween (NSW)	15-19	248
Girraween (NSW)	20-24	120
Girraween (NSW)	25+	189
Girvan	5-14	9
Girvan	15-19	6
Gladesville	0-4	213
Gladesville	5-14	1330
Gladesville	15-19	492
Gladesville	20-24	309
Gladesville	25+	508
Gladstone (NSW)	0-4	6
Gladstone (NSW)	5-14	41
Gladstone (NSW)	15-19	11
Gladstone (NSW)	20-24	3
Gladstone (NSW)	25+	3
Glanmire (NSW)	5-14	16
Glanmire (NSW)	15-19	14
Glanmire (NSW)	20-24	6
Glanmire (NSW)	25+	6
Glebe (NSW)	0-4	99
Glebe (NSW)	5-14	605
Glebe (NSW)	15-19	410
Glebe (NSW)	20-24	670
Glebe (NSW)	25+	900
Glen Alice	5-14	9
Glen Alpine	0-4	65
Glen Alpine	5-14	531
Glen Alpine	15-19	267
Glen Alpine	20-24	162
Glen Alpine	25+	121
Glen Davis	5-14	19
Glen Davis	25+	3
Glen Elgin	5-14	5
Glen Elgin	15-19	3
Glen Innes	0-4	71
Glen Innes	5-14	680
Glen Innes	15-19	222
Glen Innes	20-24	49
Glen Innes	25+	128
Glen Martin	5-14	31
Glen Martin	15-19	5
Glen Oak	0-4	4
Glen Oak	5-14	44
Glen Oak	15-19	33
Glen Oak	20-24	13
Glen Oak	25+	11
Glen William	5-14	18
Glen William	15-19	3
Glen William	25+	8
Glenbawn	0-4	3
Glenbawn	5-14	11
Glenbawn	15-19	4
Glenbrook	0-4	88
Glenbrook	5-14	712
Glenbrook	15-19	303
Glenbrook	20-24	132
Glenbrook	25+	165
Glencoe (NSW)	5-14	16
Glencoe (NSW)	15-19	4
Glencoe (NSW)	20-24	3
Glencoe (NSW)	25+	5
Glendale (NSW)	0-4	60
Glendale (NSW)	5-14	350
Glendale (NSW)	15-19	145
Glendale (NSW)	20-24	44
Glendale (NSW)	25+	109
Glendenning	0-4	98
Glendenning	5-14	851
Glendenning	15-19	323
Glendenning	20-24	141
Glendenning	25+	151
Glendon	5-14	16
Glendon	15-19	3
Glendon	25+	3
Glendon Brook	0-4	3
Glendon Brook	5-14	43
Glendon Brook	15-19	10
Glendon Brook	20-24	4
Glendon Brook	25+	6
Glenellen	0-4	4
Glenellen	5-14	17
Glenellen	15-19	9
Glenellen	25+	3
Glenfield (NSW)	0-4	144
Glenfield (NSW)	5-14	1166
Glenfield (NSW)	15-19	447
Glenfield (NSW)	20-24	270
Glenfield (NSW)	25+	367
Glenfield Park	0-4	91
Glenfield Park	5-14	673
Glenfield Park	15-19	239
Glenfield Park	20-24	111
Glenfield Park	25+	190
Glengarrie	5-14	4
Glengarrie	15-19	6
Glengarrie	25+	3
Glenhaven	0-4	95
Glenhaven	5-14	876
Glenhaven	15-19	405
Glenhaven	20-24	216
Glenhaven	25+	170
Gleniffer	0-4	4
Gleniffer	5-14	23
Gleniffer	15-19	16
Gleniffer	20-24	5
Gleniffer	25+	6
Glenmore (NSW)	5-14	22
Glenmore (NSW)	15-19	9
Glenmore (NSW)	20-24	3
Glenmore (NSW)	25+	3
Glenmore Park	0-4	469
Glenmore Park	5-14	3607
Glenmore Park	15-19	1420
Glenmore Park	20-24	518
Glenmore Park	25+	682
Glennies Creek	5-14	4
Glenning Valley	0-4	36
Glenning Valley	5-14	266
Glenning Valley	15-19	103
Glenning Valley	20-24	48
Glenning Valley	25+	75
Glenorie	0-4	61
Glenorie	5-14	469
Glenorie	15-19	222
Glenorie	20-24	91
Glenorie	25+	68
Glenquarry	5-14	41
Glenquarry	15-19	17
Glenquarry	20-24	8
Glenquarry	25+	3
Glenreagh	0-4	9
Glenreagh	5-14	123
Glenreagh	15-19	44
Glenreagh	20-24	13
Glenreagh	25+	31
Glenridding	5-14	29
Glenridding	15-19	14
Glenridding	25+	7
Glenrock (NSW)	0-4	3
Glenroy (Albury - NSW)	0-4	31
Glenroy (Albury - NSW)	5-14	374
Glenroy (Albury - NSW)	15-19	176
Glenroy (Albury - NSW)	20-24	46
Glenroy (Albury - NSW)	25+	111
Glenroy (Snowy Valleys - NSW)	5-14	9
Glenroy (Snowy Valleys - NSW)	15-19	3
Glenthorne	0-4	4
Glenthorne	5-14	14
Glenthorne	15-19	9
Glenthorne	20-24	3
Glenthorne	25+	9
Glenugie	0-4	3
Glenugie	5-14	26
Glenugie	15-19	13
Glenugie	25+	3
Glenwood (NSW)	0-4	252
Glenwood (NSW)	5-14	2572
Glenwood (NSW)	15-19	1236
Glenwood (NSW)	20-24	635
Glenwood (NSW)	25+	591
Glossodia	0-4	65
Glossodia	5-14	419
Glossodia	15-19	109
Glossodia	20-24	50
Glossodia	25+	72
Gloucester	0-4	58
Gloucester	5-14	315
Gloucester	15-19	111
Gloucester	20-24	14
Gloucester	25+	52
Gobarralong	5-14	3
Gobbagombalin	0-4	9
Gobbagombalin	5-14	41
Gobbagombalin	15-19	10
Gobbagombalin	20-24	23
Gobbagombalin	25+	33
Gocup	0-4	3
Gocup	5-14	20
Gocup	15-19	15
Gocup	25+	3
Godfreys Creek	0-4	3
Godfreys Creek	5-14	12
Gogeldrie	5-14	12
Gogeldrie	15-19	4
Gol Gol	0-4	32
Gol Gol	5-14	240
Gol Gol	15-19	76
Gol Gol	20-24	13
Gol Gol	25+	27
Gollan	5-14	14
Gollan	15-19	3
Golspie	5-14	8
Gonn	15-19	3
Goobarragandra	5-14	12
Goobarragandra	15-19	8
Goobarragandra	25+	3
Good Forest	5-14	3
Good Forest	15-19	4
Good Hope	0-4	4
Good Hope	5-14	21
Good Hope	15-19	4
Good Hope	25+	4
Goodnight	5-14	8
Goodnight	15-19	5
Goodnight	25+	3
Goodooga	0-4	11
Goodooga	5-14	33
Goodooga	15-19	6
Goodwood Island	5-14	8
Goodwood Island	15-19	3
Googong	0-4	45
Googong	5-14	384
Googong	15-19	116
Googong	20-24	47
Googong	25+	109
Goolgowi	0-4	7
Goolgowi	5-14	49
Goolgowi	15-19	14
Goolgowi	25+	12
Goolhi	5-14	16
Goolhi	15-19	6
Goolma	5-14	4
Goolma	15-19	6
Goolma	20-24	3
Goolma	25+	3
Goolmangar	5-14	25
Goolmangar	15-19	6
Goolmangar	25+	8
Gooloogong	0-4	6
Gooloogong	5-14	49
Gooloogong	15-19	7
Gooloogong	25+	7
Goombargana	0-4	3
Goombargana	5-14	11
Goonellabah	0-4	210
Goonellabah	5-14	1522
Goonellabah	15-19	567
Goonellabah	20-24	248
Goonellabah	25+	521
Goonengerry	0-4	4
Goonengerry	5-14	35
Goonengerry	15-19	14
Goonengerry	20-24	3
Goonengerry	25+	19
Goonoo Goonoo	5-14	4
Goonoo Goonoo	15-19	3
Goonoo Goonoo	20-24	3
Goonumbla	5-14	23
Goonumbla	15-19	17
Goorangoola	15-19	4
Goorianawa	5-14	4
Goorianawa	25+	3
Gordon (NSW)	0-4	117
Gordon (NSW)	5-14	973
Gordon (NSW)	15-19	583
Gordon (NSW)	20-24	294
Gordon (NSW)	25+	333
Gormans Hill	0-4	8
Gormans Hill	5-14	86
Gormans Hill	15-19	24
Gormans Hill	20-24	14
Gormans Hill	25+	20
Gorokan	0-4	124
Gorokan	5-14	887
Gorokan	15-19	256
Gorokan	20-24	121
Gorokan	25+	231
Gosford	0-4	29
Gosford	5-14	179
Gosford	15-19	72
Gosford	20-24	106
Gosford	25+	228
Gosforth	0-4	3
Gosforth	5-14	8
Gosforth	15-19	3
Gostwyck	5-14	4
Goulburn	0-4	324
Goulburn	5-14	2416
Goulburn	15-19	859
Goulburn	20-24	289
Goulburn	25+	657
Gowan	5-14	3
Gowang	5-14	3
Gowrie (Singleton - NSW)	0-4	3
Gowrie (Singleton - NSW)	5-14	57
Gowrie (Singleton - NSW)	15-19	19
Gowrie (Singleton - NSW)	20-24	5
Gowrie (Singleton - NSW)	25+	8
Gowrie (Tamworth Regional - NSW)	5-14	18
Gowrie (Tamworth Regional - NSW)	25+	6
Grabben Gullen	5-14	13
Grabben Gullen	15-19	9
Grabben Gullen	25+	8
Gradys Creek	5-14	7
Grafton	0-4	139
Grafton	5-14	1193
Grafton	15-19	432
Grafton	20-24	85
Grafton	25+	309
Grahamstown	5-14	4
Grahamstown	15-19	3
Graman	5-14	15
Graman	15-19	3
Granville (NSW)	0-4	204
Granville (NSW)	5-14	1428
Granville (NSW)	15-19	534
Granville (NSW)	20-24	652
Granville (NSW)	25+	1055
Grasmere	0-4	12
Grasmere	5-14	196
Grasmere	15-19	82
Grasmere	20-24	46
Grasmere	25+	26
Grassy Head	5-14	7
Grattai	0-4	4
Grattai	5-14	46
Grattai	15-19	14
Grattai	20-24	5
Grattai	25+	3
Gravesend	5-14	46
Gravesend	15-19	3
Gravesend	20-24	3
Gravesend	25+	3
Grays Point	0-4	64
Grays Point	5-14	438
Grays Point	15-19	202
Grays Point	20-24	101
Grays Point	25+	87
Great Mackerel Beach	20-24	3
Great Marlow	0-4	3
Great Marlow	5-14	27
Great Marlow	15-19	8
Great Marlow	25+	3
Green Gully (NSW)	5-14	3
Green Pigeon	5-14	16
Green Pigeon	15-19	5
Green Point (Central Coast - NSW)	0-4	78
Green Point (Central Coast - NSW)	5-14	716
Green Point (Central Coast - NSW)	15-19	315
Green Point (Central Coast - NSW)	20-24	129
Green Point (Central Coast - NSW)	25+	183
Green Point (Mid-Coast - NSW)	0-4	8
Green Point (Mid-Coast - NSW)	5-14	45
Green Point (Mid-Coast - NSW)	15-19	23
Green Point (Mid-Coast - NSW)	20-24	9
Green Point (Mid-Coast - NSW)	25+	15
Green Valley (NSW)	0-4	148
Green Valley (NSW)	5-14	1702
Green Valley (NSW)	15-19	879
Green Valley (NSW)	20-24	427
Green Valley (NSW)	25+	410
Greenacre	0-4	406
Greenacre	5-14	3685
Greenacre	15-19	1480
Greenacre	20-24	771
Greenacre	25+	785
Greendale (Bega Valley - NSW)	5-14	5
Greendale (Bega Valley - NSW)	15-19	3
Greendale (Bega Valley - NSW)	25+	4
Greendale (Liverpool - NSW)	5-14	42
Greendale (Liverpool - NSW)	15-19	14
Greendale (Liverpool - NSW)	20-24	4
Greendale (Liverpool - NSW)	25+	3
Greenethorpe	5-14	25
Greenethorpe	15-19	4
Greenethorpe	25+	3
Greenfield Park	0-4	56
Greenfield Park	5-14	638
Greenfield Park	15-19	348
Greenfield Park	20-24	147
Greenfield Park	25+	155
Greengrove	5-14	3
Greenhill (NSW)	0-4	11
Greenhill (NSW)	5-14	110
Greenhill (NSW)	15-19	29
Greenhill (NSW)	20-24	5
Greenhill (NSW)	25+	14
Greenhills Beach	0-4	24
Greenhills Beach	5-14	128
Greenhills Beach	15-19	67
Greenhills Beach	20-24	31
Greenhills Beach	25+	19
Greenlands (Singleton - NSW)	5-14	16
Greenlands (Singleton - NSW)	15-19	7
Greenlands (Singleton - NSW)	20-24	3
Greenleigh	0-4	4
Greenleigh	5-14	79
Greenleigh	15-19	46
Greenleigh	20-24	24
Greenleigh	25+	25
Greenridge	0-4	7
Greenridge	5-14	23
Greenridge	15-19	3
Greenridge	25+	3
Greenwell Point	0-4	11
Greenwell Point	5-14	76
Greenwell Point	15-19	30
Greenwell Point	20-24	9
Greenwell Point	25+	18
Greenwich	0-4	86
Greenwich	5-14	563
Greenwich	15-19	274
Greenwich	20-24	172
Greenwich	25+	260
Greenwich Park	5-14	14
Greenwich Park	15-19	4
Greenwich Park	25+	3
Greg Greg	5-14	5
Gregadoo	5-14	44
Gregadoo	15-19	15
Gregadoo	20-24	4
Gregadoo	25+	4
Gregory Hills	0-4	112
Gregory Hills	5-14	637
Gregory Hills	15-19	242
Gregory Hills	20-24	88
Gregory Hills	25+	155
Greigs Flat	0-4	3
Greigs Flat	5-14	22
Greigs Flat	15-19	3
Greigs Flat	25+	8
Grenfell	0-4	33
Grenfell	5-14	266
Grenfell	15-19	86
Grenfell	20-24	18
Grenfell	25+	39
Gresford	0-4	3
Gresford	5-14	34
Gresford	15-19	4
Gresford	20-24	3
Gresford	25+	7
Greta (NSW)	0-4	48
Greta (NSW)	5-14	452
Greta (NSW)	15-19	105
Greta (NSW)	20-24	20
Greta (NSW)	25+	68
Greta Main	5-14	9
Grevillia	5-14	6
Greystanes	0-4	404
Greystanes	5-14	2899
Greystanes	15-19	1029
Greystanes	20-24	508
Greystanes	25+	565
Griffith (NSW)	0-4	286
Griffith (NSW)	5-14	2114
Griffith (NSW)	15-19	685
Griffith (NSW)	20-24	171
Griffith (NSW)	25+	479
Grogan	0-4	3
Grogan	5-14	16
Grogan	15-19	3
Grogan	25+	3
Grong Grong	0-4	5
Grong Grong	5-14	28
Grong Grong	15-19	11
Grong Grong	20-24	3
Grose Vale	0-4	18
Grose Vale	5-14	167
Grose Vale	15-19	79
Grose Vale	20-24	19
Grose Vale	25+	36
Grose Wold	0-4	9
Grose Wold	5-14	78
Grose Wold	15-19	60
Grose Wold	20-24	6
Grose Wold	25+	8
Grosses Plain	5-14	11
Growee	5-14	3
Guildford (NSW)	0-4	357
Guildford (NSW)	5-14	2844
Guildford (NSW)	15-19	1046
Guildford (NSW)	20-24	680
Guildford (NSW)	25+	926
Guildford West	0-4	91
Guildford West	5-14	659
Guildford West	15-19	232
Guildford West	20-24	126
Guildford West	25+	140
Gulargambone	0-4	14
Gulargambone	5-14	62
Gulargambone	15-19	14
Gulargambone	20-24	3
Gulargambone	25+	11
Gulf Creek	5-14	13
Gulgong	0-4	50
Gulgong	5-14	301
Gulgong	15-19	92
Gulgong	20-24	28
Gulgong	25+	56
Gulmarrad	0-4	25
Gulmarrad	5-14	217
Gulmarrad	15-19	72
Gulmarrad	20-24	12
Gulmarrad	25+	41
Gum Flat	5-14	24
Gum Flat	15-19	5
Gum Flat	20-24	3
Gum Flat	25+	4
Gum Scrub	5-14	17
Gum Scrub	15-19	7
Gumble	5-14	7
Gumly Gumly	0-4	3
Gumly Gumly	5-14	39
Gumly Gumly	15-19	8
Gumly Gumly	25+	5
Gumma	0-4	3
Gumma	5-14	56
Gumma	15-19	21
Gumma	20-24	3
Gumma	25+	9
Gunbar	5-14	3
Gunbar	15-19	3
Gundagai	0-4	19
Gundagai	5-14	186
Gundagai	15-19	60
Gundagai	20-24	21
Gundagai	25+	23
Gundamulda	5-14	3
Gundaroo	0-4	22
Gundaroo	5-14	178
Gundaroo	15-19	52
