SSC_NAME16	OnlyEnglishSpokenHome	Sex	persons
Coes Creek	1	M	602
Coles Creek	1	F	19
Coles Creek	1	M	26
Colevale	1	F	8
Colevale	1	M	9
Coleyville	1	F	80
Coleyville	1	M	84
Colinton (Qld)	1	F	32
Colinton (Qld)	1	M	35
Collaroy (Qld)	1	F	8
Collaroy (Qld)	1	M	6
College View	1	F	33
College View	1	M	30
Collingwood Park (Qld)	0	F	647
Collingwood Park (Qld)	0	M	597
Collingwood Park (Qld)	1	F	2797
Collingwood Park (Qld)	1	M	2710
Collinsville (Qld)	0	F	26
Collinsville (Qld)	0	M	24
Collinsville (Qld)	1	F	496
Collinsville (Qld)	1	M	531
Colosseum	0	M	3
Colosseum	1	F	93
Colosseum	1	M	116
Columbia	1	F	42
Columbia	1	M	53
Columboola	1	F	26
Columboola	1	M	39
Comet	0	F	6
Comet	0	M	18
Comet	1	F	165
Comet	1	M	224
Commissioners Flat	1	F	15
Commissioners Flat	1	M	17
Como (Qld)	1	F	24
Como (Qld)	1	M	16
Comoon Loop	0	F	3
Comoon Loop	0	M	4
Comoon Loop	1	F	17
Comoon Loop	1	M	23
Cona Creek	1	F	39
Cona Creek	1	M	45
Condamine	0	F	12
Condamine	0	M	10
Condamine	1	F	148
Condamine	1	M	166
Condamine Farms	1	F	8
Condamine Farms	1	M	8
Condamine Plains	0	F	3
Condamine Plains	0	M	6
Condamine Plains	1	F	47
Condamine Plains	1	M	51
Condon	0	F	161
Condon	0	M	158
Condon	1	F	2661
Condon	1	M	2502
Conondale	0	F	26
Conondale	0	M	13
Conondale	1	F	354
Conondale	1	M	394
Consuelo	1	F	13
Consuelo	1	M	15
Conway	1	F	81
Conway	1	M	102
Conway Beach	1	F	34
Conway Beach	1	M	40
Coochiemudlo Island	0	F	22
Coochiemudlo Island	0	M	10
Coochiemudlo Island	1	F	364
Coochiemudlo Island	1	M	316
Coochin	1	F	49
Coochin	1	M	43
Coochin Creek	0	F	8
Coochin Creek	0	M	3
Coochin Creek	1	F	30
Coochin Creek	1	M	29
Cooee Bay	0	F	11
Cooee Bay	0	M	15
Cooee Bay	1	F	427
Cooee Bay	1	M	402
Cooeeimbardi	1	F	6
Cooeeimbardi	1	M	3
Cooktown	0	F	102
Cooktown	0	M	64
Cooktown	1	F	977
Cooktown	1	M	1084
Coolabine	1	F	28
Coolabine	1	M	26
Coolabunia	1	F	75
Coolabunia	1	M	83
Cooladdi	1	F	8
Cooladdi	1	M	10
Coolana	0	F	3
Coolana	0	M	3
Coolana	1	F	72
Coolana	1	M	77
Coolangatta (Qld)	0	F	259
Coolangatta (Qld)	0	M	241
Coolangatta (Qld)	1	F	2383
Coolangatta (Qld)	1	M	2386
Coolbie	1	F	46
Coolbie	1	M	55
Coolmunda	0	F	3
Coolmunda	0	M	7
Coolmunda	1	F	67
Coolmunda	1	M	62
Cooloola Cove	0	F	39
Cooloola Cove	0	M	27
Cooloola Cove	1	F	1177
Cooloola Cove	1	M	1219
Cooloolabin	0	F	4
Cooloolabin	0	M	4
Cooloolabin	1	F	114
Cooloolabin	1	M	118
Coolum Beach	0	F	216
Coolum Beach	0	M	170
Coolum Beach	1	F	3862
Coolum Beach	1	M	3648
Coombabah	0	F	592
Coombabah	0	M	479
Coombabah	1	F	4624
Coombabah	1	M	3944
Coomera	0	F	652
Coomera	0	M	578
Coomera	1	F	5733
Coomera	1	M	5426
Coominglah	1	F	11
Coominglah	1	M	6
Coominya	0	F	22
Coominya	0	M	17
Coominya	1	F	503
Coominya	1	M	551
Coomoo	1	F	9
Coomoo	1	M	12
Coomrith	1	F	20
Coomrith	1	M	15
Coonambula	0	F	7
Coonambula	1	F	21
Coonambula	1	M	29
Coonarr	0	M	3
Coonarr	1	F	124
Coonarr	1	M	124
Coondoo	0	F	4
Coondoo	0	M	4
Coondoo	1	F	23
Coondoo	1	M	31
Coongoola	1	F	5
Coongoola	1	M	5
Coopers Plains	0	F	1184
Coopers Plains	0	M	1192
Coopers Plains	1	F	1353
Coopers Plains	1	M	1381
Coorada	1	F	3
Coorada	1	M	4
Cooran	0	F	42
Cooran	0	M	22
Cooran	1	F	723
Cooran	1	M	711
Cooranga	0	F	3
Cooranga	1	F	50
Cooranga	1	M	66
Cooroibah	0	F	53
Cooroibah	0	M	35
Cooroibah	1	F	920
Cooroibah	1	M	916
Coorooman	1	F	41
Coorooman	1	M	43
Cooroy	0	F	68
Cooroy	0	M	39
Cooroy	1	F	1799
Cooroy	1	M	1650
Cooroy Mountain	1	F	76
Cooroy Mountain	1	M	54
Coorparoo	0	F	1395
Coorparoo	0	M	1303
Coorparoo	1	F	6449
Coorparoo	1	M	6195
Coorumba	0	M	4
Coorumba	1	F	56
Coorumba	1	M	54
Coorumbene	1	F	7
Coorumbene	1	M	6
Cootharaba	0	F	17
Cootharaba	0	M	16
Cootharaba	1	F	345
Cootharaba	1	M	370
Coowonga	0	F	8
Coowonga	0	M	3
Coowonga	1	F	96
Coowonga	1	M	117
Cooya Beach	0	F	15
Cooya Beach	0	M	20
Cooya Beach	1	F	217
Cooya Beach	1	M	225
Cooyar	0	F	4
Cooyar	1	F	94
Cooyar	1	M	116
Coppabella (Qld)	0	F	4
Coppabella (Qld)	0	M	9
Coppabella (Qld)	1	F	71
Coppabella (Qld)	1	M	157
Coquette Point	0	M	3
Coquette Point	1	F	37
Coquette Point	1	M	26
Coral Cove	0	F	37
Coral Cove	0	M	37
Coral Cove	1	F	588
Coral Cove	1	M	564
Coral Sea	0	F	7
Coral Sea	0	M	6
Coral Sea	1	F	33
Coral Sea	1	M	34
Coralie	1	F	3
Cordalba	0	F	3
Cordalba	0	M	4
Cordalba	1	F	208
Cordalba	1	M	202
Cordelia	0	F	4
Cordelia	1	F	87
Cordelia	1	M	89
Corella	1	F	33
Corella	1	M	37
Corfield	1	F	77
Corfield	1	M	83
Corinda	0	F	294
Corinda	0	M	286
Corinda	1	F	2166
Corinda	1	M	2040
Coringa	0	M	13
Coringa	1	F	29
Coringa	1	M	25
Corndale (Qld)	1	F	18
Corndale (Qld)	1	M	22
Cornish Creek	1	F	8
Cornish Creek	1	M	5
Cornubia	0	F	343
Cornubia	0	M	257
Cornubia	1	F	3218
Cornubia	1	M	3167
Cornwall (Qld)	1	F	6
Cornwall (Qld)	1	M	10
Cosgrove (Qld)	0	F	11
Cosgrove (Qld)	0	M	9
Cosgrove (Qld)	1	F	136
Cosgrove (Qld)	1	M	110
Cotswold Hills	0	F	9
Cotswold Hills	0	M	7
Cotswold Hills	1	F	611
Cotswold Hills	1	M	596
Cottonvale (Qld)	0	F	10
Cottonvale (Qld)	0	M	9
Cottonvale (Qld)	1	F	65
Cottonvale (Qld)	1	M	61
Coulson	0	F	3
Coulson	0	M	3
Coulson	1	F	88
Coulson	1	M	93
Coverty	0	M	3
Coverty	1	F	65
Coverty	1	M	82
Cow Bay	0	M	5
Cow Bay	1	F	69
Cow Bay	1	M	79
Cowan Cowan	1	F	9
Cowan Cowan	1	M	17
Cowley	0	F	3
Cowley	0	M	3
Cowley	1	F	32
Cowley	1	M	45
Cowley Beach	1	F	27
Cowley Beach	1	M	36
Cowley Creek	1	F	3
Cowley Creek	1	M	11
Cracow	1	F	30
Cracow	1	M	48
Craiglie	0	F	42
Craiglie	0	M	41
Craiglie	1	F	333
Craiglie	1	M	350
Craignish	0	F	30
Craignish	0	M	22
Craignish	1	F	835
Craignish	1	M	837
Cranbrook (Qld)	0	F	372
Cranbrook (Qld)	0	M	360
Cranbrook (Qld)	1	F	2416
Cranbrook (Qld)	1	M	2360
Cranley	0	F	28
Cranley	0	M	24
Cranley	1	F	678
Cranley	1	M	595
Crawford	0	F	3
Crawford	0	M	3
Crawford	1	F	61
Crawford	1	M	60
Crediton	1	F	30
Crediton	1	M	46
Cremorne (Qld)	1	F	7
Cremorne (Qld)	1	M	19
Cressbrook	1	F	58
Cressbrook	1	M	53
Cressbrook Creek	1	F	3
Cressbrook Creek	1	M	11
Crestmead	0	F	1144
Crestmead	0	M	1028
Crestmead	1	F	4500
Crestmead	1	M	4476
Crimea	1	F	5
Crimea	1	M	11
Crinum	1	F	31
Crinum	1	M	29
Croftby	0	F	3
Croftby	0	M	6
Croftby	1	F	56
Croftby	1	M	56
Crohamhurst	0	F	3
Crohamhurst	0	M	3
Crohamhurst	1	F	102
Crohamhurst	1	M	104
Cromarty	1	F	10
Cromarty	1	M	7
Crossdale	1	F	29
Crossdale	1	M	29
Crossroads	0	M	4
Crossroads	1	F	43
Crossroads	1	M	51
Crowley Vale	1	F	33
Crowley Vale	1	M	44
Crownthorpe	1	F	20
Crownthorpe	1	M	25
Crows Nest (Qld)	0	F	25
Crows Nest (Qld)	0	M	18
Crows Nest (Qld)	1	F	1055
Crows Nest (Qld)	1	M	952
Croydon (Qld)	0	F	4
Croydon (Qld)	1	F	95
Croydon (Qld)	1	M	94
Cryna	1	F	54
Cryna	1	M	60
Crystal Brook (Qld)	1	F	83
Crystal Brook (Qld)	1	M	96
Crystal Creek (Qld)	1	F	3
Crystal Creek (Qld)	1	M	3
Crystalbrook	1	F	3
Cullinane	0	F	36
Cullinane	0	M	54
Cullinane	1	F	189
Cullinane	1	M	198
Cungulla	1	F	126
Cungulla	1	M	147
Cunnamulla	0	F	6
Cunnamulla	0	M	5
Cunnamulla	1	F	549
Cunnamulla	1	M	493
Cunningham (Qld)	1	F	24
Cunningham (Qld)	1	M	29
Curra	0	F	19
Curra	0	M	24
Curra	1	F	798
Curra	1	M	857
Currajah	1	F	31
Currajah	1	M	22
Currajong	0	F	92
Currajong	0	M	79
Currajong	1	F	1106
Currajong	1	M	1144
Curramore (Qld)	0	M	3
Curramore (Qld)	1	F	90
Curramore (Qld)	1	M	82
Currimundi	0	F	131
Currimundi	0	M	98
Currimundi	1	F	3264
Currimundi	1	M	3052
Currumbin	0	F	79
Currumbin	0	M	69
Currumbin	1	F	1329
Currumbin	1	M	1237
Currumbin Valley	0	F	60
Currumbin Valley	0	M	34
Currumbin Valley	1	F	829
Currumbin Valley	1	M	813
Currumbin Waters	0	F	219
Currumbin Waters	0	M	174
Currumbin Waters	1	F	4322
Currumbin Waters	1	M	4040
Curtis Island	0	F	5
Curtis Island	0	M	93
Curtis Island	1	F	26
Curtis Island	1	M	170
Cushnie	1	F	59
Cushnie	1	M	55
Cutella	1	F	10
Cutella	1	M	15
Cuttaburra	1	F	4
Cuttaburra	1	M	10
Cynthia	1	F	11
Cynthia	1	M	16
Cypress Gardens	1	F	31
Cypress Gardens	1	M	35
D'Aguilar	0	F	14
D'Aguilar	0	M	9
D'Aguilar	1	F	532
D'Aguilar	1	M	542
Dagun	1	F	64
Dagun	1	M	73
Daintree	0	F	3
Daintree	0	M	8
Daintree	1	F	51
Daintree	1	M	65
Daisy Hill (Qld)	0	F	579
Daisy Hill (Qld)	0	M	562
Daisy Hill (Qld)	1	F	2657
Daisy Hill (Qld)	1	M	2603
Dajarra	0	F	3
Dajarra	0	M	5
Dajarra	1	F	78
Dajarra	1	M	89
Dakabin	0	F	177
Dakabin	0	M	161
Dakabin	1	F	1501
Dakabin	1	M	1441
Dakenba	0	F	4
Dakenba	0	M	3
Dakenba	1	F	45
Dakenba	1	M	58
Dalbeg	0	F	10
Dalbeg	0	M	21
Dalbeg	1	F	17
Dalbeg	1	M	24
Dalby	0	F	301
Dalby	0	M	312
Dalby	1	F	5686
Dalby	1	M	5554
Dalcouth	0	F	6
Dalcouth	0	M	3
Dalcouth	1	F	75
Dalcouth	1	M	78
Dalga	1	F	3
Dallarnil	0	M	3
Dallarnil	1	F	100
Dallarnil	1	M	113
Dalma	1	F	31
Dalma	1	M	29
Dalrymple Creek	1	F	45
Dalrymple Creek	1	M	48
Dalrymple Heights	1	F	23
Dalrymple Heights	1	M	20
Dalveen	0	F	12
Dalveen	0	M	10
Dalveen	1	F	145
Dalveen	1	M	151
Dalwogon	1	F	14
Dalwogon	1	M	18
Dalysford	1	F	54
Dalysford	1	M	51
Damascus	0	F	4
Damascus	1	F	28
Damascus	1	M	61
Damper Creek	1	F	18
Damper Creek	1	M	30
Danbulla	1	F	19
Danbulla	1	M	22
Danderoo	1	F	12
Danderoo	1	M	20
Dangore	1	F	17
Dangore	1	M	17
Daradgee	0	F	4
Daradgee	0	M	6
Daradgee	1	F	19
Daradgee	1	M	26
Dargal Road	1	F	59
Dargal Road	1	M	82
Darling Heights	0	F	641
Darling Heights	0	M	858
Darling Heights	1	F	1739
Darling Heights	1	M	1670
Darlington (Qld)	1	F	40
Darlington (Qld)	1	M	44
Darr Creek	1	F	4
Darr Creek	1	M	8
Darra	0	F	957
Darra	0	M	898
Darra	1	F	925
Darra	1	M	1093
Darts Creek	1	F	65
Darts Creek	1	M	83
Dauan Island	0	F	81
Dauan Island	0	M	73
Dauan Island	1	F	3
Dauan Island	1	M	8
Daveson	0	M	3
Daveson	1	F	11
Daveson	1	M	6
Dayboro	0	F	28
Dayboro	0	M	24
Dayboro	1	F	996
Dayboro	1	M	945
Daymar	1	F	21
Daymar	1	M	17
Deagon	0	F	139
Deagon	0	M	116
Deagon	1	F	1609
Deagon	1	M	1581
Deception Bay	0	F	822
Deception Bay	0	M	681
Deception Bay	1	F	8439
Deception Bay	1	M	8285
Deebing Heights	0	F	36
Deebing Heights	0	M	29
Deebing Heights	1	F	944
Deebing Heights	1	M	897
Deep Creek (Qld)	1	F	9
Deep Creek (Qld)	1	M	7
Deepwater (Qld)	0	F	4
Deepwater (Qld)	0	M	4
Deepwater (Qld)	1	F	69
Deepwater (Qld)	1	M	106
Deeragun	0	F	77
Deeragun	0	M	70
Deeragun	1	F	1893
Deeragun	1	M	1843
Deeral	0	F	3
Deeral	1	F	62
Deeral	1	M	67
Degarra	0	M	4
Degarra	1	F	31
Degarra	1	M	27
Degilbo	0	M	3
Degilbo	1	F	80
Degilbo	1	M	89
Delan	0	F	10
Delan	0	M	4
Delan	1	F	119
Delan	1	M	136
Delaneys Creek	0	F	17
Delaneys Creek	0	M	17
Delaneys Creek	1	F	486
Delaneys Creek	1	M	453
Depot Hill	0	F	14
Depot Hill	0	M	13
Depot Hill	1	F	413
Depot Hill	1	M	506
Derri Derra	1	F	60
Derri Derra	1	M	63
Derrymore	1	F	44
Derrymore	1	M	33
Deuchar	0	M	8
Deuchar	1	F	126
Deuchar	1	M	126
Devereux Creek	0	F	5
Devereux Creek	1	F	163
Devereux Creek	1	M	189
Devon Park (Qld)	1	F	23
Devon Park (Qld)	1	M	12
Diamantina Lakes	1	F	7
Diamantina Lakes	1	M	11
Diamond Valley	0	F	10
Diamond Valley	0	M	8
Diamond Valley	1	F	204
Diamond Valley	1	M	223
Diamondvale	1	F	27
Diamondvale	1	M	15
Diamondy	1	F	20
Diamondy	1	M	27
Dicky Beach	0	F	29
Dicky Beach	0	M	19
Dicky Beach	1	F	911
Dicky Beach	1	M	838
Didcot	1	F	28
Didcot	1	M	32
Diddillibah	0	F	44
Diddillibah	0	M	33
Diddillibah	1	F	593
Diddillibah	1	M	605
Diglum	1	F	17
Diglum	1	M	16
Dimbulah	0	F	80
Dimbulah	0	M	73
Dimbulah	1	F	386
Dimbulah	1	M	429
Dingo	1	F	109
Dingo	1	M	160
Dingo Beach	0	F	3
Dingo Beach	0	M	3
Dingo Beach	1	F	59
Dingo Beach	1	M	78
Dingo Pocket	1	F	38
Dingo Pocket	1	M	47
Dinmore	0	F	48
Dinmore	0	M	38
Dinmore	1	F	332
Dinmore	1	M	371
Dirnbir	1	F	22
Dirnbir	1	M	22
Dirranbandi	0	F	7
Dirranbandi	0	M	13
Dirranbandi	1	F	258
Dirranbandi	1	M	286
Dittmer	1	F	27
Dittmer	1	M	40
Diwan	0	F	3
Diwan	0	M	4
Diwan	1	F	59
Diwan	1	M	71
Dixalea	1	F	36
Dixalea	1	M	51
Dixie (Qld)	1	F	8
Dixie (Qld)	1	M	10
Djarawong	0	F	3
Djarawong	0	M	5
Djarawong	1	F	39
Djarawong	1	M	41
Djuan	1	F	46
Djuan	1	M	46
Doctor Creek	1	F	12
Doctor Creek	1	M	23
Dolphin Heads	0	F	11
Dolphin Heads	0	M	10
Dolphin Heads	1	F	161
Dolphin Heads	1	M	184
Donnybrook (Qld)	0	F	12
Donnybrook (Qld)	0	M	6
Donnybrook (Qld)	1	F	263
Donnybrook (Qld)	1	M	299
Doolandella	0	F	1163
Doolandella	0	M	1123
Doolandella	1	F	1077
Doolandella	1	M	1057
Doolbi	1	F	58
Doolbi	1	M	48
Doomadgee	0	F	38
Doomadgee	0	M	39
Doomadgee	1	F	641
Doomadgee	1	M	658
Doonan	0	F	67
Doonan	0	M	72
Doonan	1	F	1599
Doonan	1	M	1550
Doongul	1	F	13
Doongul	1	M	14
Dotswood	1	F	40
Dotswood	1	M	49
Doughboy	0	M	3
Doughboy	1	F	6
Doughboy	1	M	11
Douglas (Toowoomba - Qld)	1	F	59
Douglas (Toowoomba - Qld)	1	M	43
Douglas (Townsville - Qld)	0	F	728
Douglas (Townsville - Qld)	0	M	636
Douglas (Townsville - Qld)	1	F	3062
Douglas (Townsville - Qld)	1	M	2864
Downsfield	1	F	41
Downsfield	1	M	41
Dows Creek	0	M	3
Dows Creek	1	F	53
Dows Creek	1	M	62
Draper	0	F	18
Draper	0	M	18
Draper	1	F	289
Draper	1	M	308
Drayton	0	F	81
Drayton	0	M	73
Drayton	1	F	727
Drayton	1	M	674
Drewvale	0	F	991
Drewvale	0	M	852
Drewvale	1	F	1254
Drewvale	1	M	1253
Drillham	1	F	45
Drillham	1	M	68
Drillham South	1	F	25
Drillham South	1	M	34
Drinan	0	F	3
Drinan	1	F	73
Drinan	1	M	81
Dromedary (Qld)	1	F	7
Dromedary (Qld)	1	M	5
Drummondslope	1	F	21
Drummondslope	1	M	19
Duaringa	0	F	4
Duaringa	1	F	113
Duaringa	1	M	131
Duchess	1	F	9
Duchess	1	M	12
Duckinwilla	1	F	4
Duckinwilla	1	M	5
Ducklo	1	F	143
Ducklo	1	M	148
Dugandan	0	F	9
Dugandan	0	M	10
Dugandan	1	F	289
Dugandan	1	M	268
Duingal	1	F	26
Duingal	1	M	22
Dulacca	1	F	81
Dulacca	1	M	87
Dulong	0	F	10
Dulong	0	M	9
Dulong	1	F	257
Dulong	1	M	247
Dululu	1	F	51
Dululu	1	M	56
Dumbleton	1	F	107
Dumbleton	1	M	109
Dumgree	1	F	25
Dumgree	1	M	31
Dumpy Creek	1	F	3
Dumpy Creek	1	M	4
Dundarrah	1	F	4
Dundarrah	1	M	3
Dundas (Qld)	1	F	33
Dundas (Qld)	1	M	37
Dundathu	0	F	8
Dundathu	0	M	4
Dundathu	1	F	104
Dundathu	1	M	121
Dundowran	0	F	25
Dundowran	0	M	24
Dundowran	1	F	415
Dundowran	1	M	397
Dundowran Beach	0	F	47
Dundowran Beach	0	M	40
Dundowran Beach	1	F	933
Dundowran Beach	1	M	965
Dunk	1	F	5
Dunk	1	M	8
Dunkeld (Qld)	1	F	16
Dunkeld (Qld)	1	M	20
Dunmora	1	F	95
Dunmora	1	M	109
Dunmore (Qld)	1	F	8
Dunmore (Qld)	1	M	19
Dunnrock	1	F	32
Dunnrock	1	M	32
Dunrobin (Qld)	1	F	3
Dunrobin (Qld)	1	M	14
Dunwich	0	F	16
Dunwich	0	M	4
Dunwich	1	F	390
Dunwich	1	M	389
Durack (Qld)	0	F	1799
Durack (Qld)	0	M	1620
Durack (Qld)	1	F	1836
Durack (Qld)	1	M	1677
Durah	1	F	4
Durah	1	M	3
Durham	0	M	3
Durham	1	F	5
Durham	1	M	20
Durham Downs	1	F	13
Durham Downs	1	M	26
Durong	1	F	92
Durong	1	M	112
Dutton Park	0	F	322
Dutton Park	0	M	317
Dutton Park	1	F	606
Dutton Park	1	M	644
Dutton River	1	F	16
Dutton River	1	M	17
Dykehead	1	F	5
Dykehead	1	M	4
Dynevor	1	F	8
Dynevor	1	M	6
Dysart (Qld)	0	F	55
Dysart (Qld)	0	M	63
Dysart (Qld)	1	F	1041
Dysart (Qld)	1	M	1193
Eagleby	0	F	800
Eagleby	0	M	728
Eagleby	1	F	5636
Eagleby	1	M	5198
Earlville	0	F	303
Earlville	0	M	224
Earlville	1	F	1632
Earlville	1	M	1496
East Barron	0	F	17
East Barron	0	M	7
East Barron	1	F	95
East Barron	1	M	104
East Brisbane	0	F	557
East Brisbane	0	M	550
East Brisbane	1	F	2006
East Brisbane	1	M	2378
East Cooyar	1	F	12
East Cooyar	1	M	11
East Deep Creek	0	F	8
East Deep Creek	0	M	14
East Deep Creek	1	F	268
East Deep Creek	1	M	305
East End	1	F	30
East End	1	M	27
East Feluga	0	M	3
East Feluga	1	F	112
East Feluga	1	M	118
East Greenmount	0	F	3
East Greenmount	1	F	161
East Greenmount	1	M	179
East Haldon	1	F	14
East Haldon	1	M	10
East Innisfail	0	F	101
East Innisfail	0	M	96
East Innisfail	1	F	771
East Innisfail	1	M	720
East Ipswich	0	F	82
East Ipswich	0	M	59
East Ipswich	1	F	1087
East Ipswich	1	M	1023
East Mackay	0	F	123
East Mackay	0	M	110
East Mackay	1	F	1518
East Mackay	1	M	1539
East Nanango	0	F	4
East Nanango	1	F	117
East Nanango	1	M	106
East Palmerston	0	F	11
East Palmerston	0	M	3
East Palmerston	1	F	70
East Palmerston	1	M	78
East Russell	0	M	6
East Russell	1	F	20
East Russell	1	M	26
East Toowoomba	0	F	145
East Toowoomba	0	M	147
East Toowoomba	1	F	2394
East Toowoomba	1	M	2150
East Trinity	0	F	6
East Trinity	0	M	4
East Trinity	1	F	78
East Trinity	1	M	95
Eastern Heights	0	F	68
Eastern Heights	0	M	64
Eastern Heights	1	F	1754
Eastern Heights	1	M	1597
Eaton (Qld)	1	F	17
Eaton (Qld)	1	M	26
Eatons Hill	0	F	240
Eatons Hill	0	M	212
Eatons Hill	1	F	3677
Eatons Hill	1	M	3617
Ebbw Vale	0	F	23
Ebbw Vale	0	M	23
Ebbw Vale	1	F	222
Ebbw Vale	1	M	220
Ebenezer (Qld)	0	M	3
Ebenezer (Qld)	1	F	140
Ebenezer (Qld)	1	M	139
Edens Landing	0	F	311
Edens Landing	0	M	258
Edens Landing	1	F	2166
Edens Landing	1	M	2099
Edge Hill	0	F	275
Edge Hill	0	M	204
Edge Hill	1	F	1594
Edge Hill	1	M	1585
Edmonton	0	F	581
Edmonton	0	M	472
Edmonton	1	F	4514
Edmonton	1	M	4448
Eerwah Vale	0	F	13
Eerwah Vale	0	M	9
Eerwah Vale	1	F	254
Eerwah Vale	1	M	281
Egypt	1	F	5
Egypt	1	M	3
Eidsvold	0	F	13
Eidsvold	1	F	237
Eidsvold	1	M	245
Eidsvold East	1	F	8
Eidsvold East	1	M	8
Eidsvold West	1	F	29
Eidsvold West	1	M	28
Eight Mile Plains	0	F	4229
Eight Mile Plains	0	M	4001
Eight Mile Plains	1	F	3262
Eight Mile Plains	1	M	3274
Eimeo	0	F	77
Eimeo	0	M	65
Eimeo	1	F	1435
Eimeo	1	M	1491
Einasleigh	1	F	36
Einasleigh	1	M	49
El Arish	0	F	3
El Arish	0	M	6
El Arish	1	F	142
El Arish	1	M	166
Elaman Creek	1	F	23
Elaman Creek	1	M	31
Elanora	0	F	373
Elanora	0	M	283
Elanora	1	F	5564
Elanora	1	M	5319
Elbow Valley	0	F	3
Elbow Valley	0	M	5
Elbow Valley	1	F	41
Elbow Valley	1	M	37
Electra	1	F	50
Electra	1	M	57
Elgin (Qld)	1	F	10
Elgin (Qld)	1	M	10
Elgin Vale	1	F	8
Elgin Vale	1	M	5
Eli Waters	0	F	89
Eli Waters	0	M	68
Eli Waters	1	F	1579
Eli Waters	1	M	1382
Elimbah	0	F	90
Elimbah	0	M	65
Elimbah	1	F	1724
Elimbah	1	M	1845
Ellangowan (Qld)	0	F	3
Ellangowan (Qld)	0	M	5
Ellangowan (Qld)	1	F	54
Ellangowan (Qld)	1	M	56
Ellen Grove	0	F	525
Ellen Grove	0	M	515
Ellen Grove	1	F	809
Ellen Grove	1	M	812
Ellerbeck	0	F	3
Ellerbeck	1	F	85
Ellerbeck	1	M	103
Ellesmere	0	F	6
Ellesmere	0	M	4
Ellesmere	1	F	153
Ellesmere	1	M	160
Ellinjaa	1	F	17
Ellinjaa	1	M	15
Ellinthorp	1	F	13
Ellinthorp	1	M	12
Elliott (Qld)	0	F	9
Elliott (Qld)	0	M	8
Elliott (Qld)	1	F	52
Elliott (Qld)	1	M	56
Elliott Heads	0	F	18
Elliott Heads	0	M	15
Elliott Heads	1	F	463
Elliott Heads	1	M	486
Ellis Beach	1	F	8
Ellis Beach	1	M	14
Elphinstone (Isaac - Qld)	1	M	3
Elphinstone (Toowoomba - Qld)	1	F	23
Elphinstone (Toowoomba - Qld)	1	M	32
Emerald (Qld)	0	F	478
Emerald (Qld)	0	M	426
Emerald (Qld)	1	F	5814
Emerald (Qld)	1	M	5943
Emu Creek (Qld)	1	F	35
Emu Creek (Qld)	1	M	44
Emu Park	0	F	18
Emu Park	0	M	19
Emu Park	1	F	970
Emu Park	1	M	991
Emu Vale	1	F	82
Emu Vale	1	M	89
England Creek	1	F	11
England Creek	1	M	14
Enoggera	0	F	232
Enoggera	0	M	207
Enoggera	1	F	2056
Enoggera	1	M	2416
Enoggera Reservoir	1	F	6
Enoggera Reservoir	1	M	12
Epsom (Qld)	1	F	3
Epsom (Qld)	1	M	6
Erakala	0	F	6
Erakala	0	M	7
Erakala	1	F	251
Erakala	1	M	263
Ernestina	1	F	3
Ernestina	1	M	14
Eromanga	1	F	46
Eromanga	1	M	71
Erub Island	0	F	137
Erub Island	0	M	142
Erub Island	1	F	3
Erub Island	1	M	12
Esk (Qld)	0	F	28
Esk (Qld)	0	M	15
Esk (Qld)	1	F	791
Esk (Qld)	1	M	768
Eskdale (Qld)	1	F	11
Eskdale (Qld)	1	M	21
Esmeralda	1	F	3
Esmeralda	1	M	9
Etna Creek	1	F	102
Etna Creek	1	M	116
Eton	0	F	5
Eton	1	F	273
Eton	1	M	340
Etty Bay	0	F	7
Etty Bay	0	M	3
Etty Bay	1	F	189
Etty Bay	1	M	180
Eubenangee	0	F	4
Eubenangee	0	M	10
Eubenangee	1	F	99
Eubenangee	1	M	118
Eudlo	0	F	29
Eudlo	0	M	27
Eudlo	1	F	504
Eudlo	1	M	488
Eukey	1	F	61
Eukey	1	M	54
Euleilah	0	F	3
Euleilah	1	F	62
Euleilah	1	M	91
Eulo	0	M	3
Eulo	1	F	42
Eulo	1	M	47
Eumamurrin	1	F	33
Eumamurrin	1	M	44
Eumundi	0	F	64
Eumundi	0	M	48
Eumundi	1	F	1022
Eumundi	1	M	963
Eungella (Qld)	1	F	83
Eungella (Qld)	1	M	75
Eungella Dam	1	F	4
Eungella Dam	1	M	7
Euramo	0	F	4
Euramo	0	M	4
Euramo	1	F	56
Euramo	1	M	67
Eureka (Qld)	0	F	4
Eureka (Qld)	1	F	73
Eureka (Qld)	1	M	74
Eurella	1	F	11
Eurella	1	M	4
Eurimbula	1	M	3
Eurombah	1	F	27
Eurombah	1	M	30
Eurong	0	M	3
Eurong	1	F	13
Eurong	1	M	13
Euthulla	1	F	166
Euthulla	1	M	157
Evans Landing	0	M	6
Evans Landing	1	F	3
Evans Landing	1	M	34
Evanslea	1	F	18
Evanslea	1	M	18
Evelyn	0	F	6
Evelyn	0	M	3
Evelyn	1	F	76
Evelyn	1	M	92
Evergreen	1	F	19
Evergreen	1	M	19
Everton Hills	0	F	223
Everton Hills	0	M	189
Everton Hills	1	F	2698
Everton Hills	1	M	2656
Everton Park	0	F	576
Everton Park	0	M	514
Everton Park	1	F	3842
Everton Park	1	M	3571
Fairdale	1	F	15
Fairdale	1	M	18
Fairfield (Qld)	0	F	289
Fairfield (Qld)	0	M	279
