SSC_NAME16	AustCitizen	Sex	persons
Cascade (WA)	1	M	49
Castletown	0	F	275
Castletown	0	M	308
Castletown	1	F	1729
Castletown	1	M	1693
Casuarina (WA)	0	F	47
Casuarina (WA)	0	M	994
Casuarina (WA)	1	F	335
Casuarina (WA)	1	M	368
Cataby	0	F	3
Cataby	0	M	8
Cataby	1	F	16
Cataby	1	M	28
Catterick	0	F	5
Catterick	0	M	4
Catterick	1	F	75
Catterick	1	M	89
Caversham	0	F	583
Caversham	0	M	515
Caversham	1	F	2069
Caversham	1	M	2122
Centennial Park (WA)	0	F	72
Centennial Park (WA)	0	M	47
Centennial Park (WA)	1	F	305
Centennial Park (WA)	1	M	222
Cervantes	0	F	45
Cervantes	0	M	57
Cervantes	1	F	190
Cervantes	1	M	235
Chadwick	0	F	12
Chadwick	0	M	20
Chadwick	1	F	71
Chadwick	1	M	79
Champion Lakes	0	F	107
Champion Lakes	0	M	118
Champion Lakes	1	F	450
Champion Lakes	1	M	447
Chandler (WA)	0	F	0
Chandler (WA)	0	M	0
Chandler (WA)	1	F	10
Chandler (WA)	1	M	6
Changerup	0	F	0
Changerup	0	M	5
Changerup	1	F	17
Changerup	1	M	26
Channybearup	0	F	9
Channybearup	0	M	14
Channybearup	1	F	57
Channybearup	1	M	60
Chapman Hill	0	F	2
Chapman Hill	0	M	3
Chapman Hill	1	F	53
Chapman Hill	1	M	57
Charley Creek	0	F	2
Charley Creek	0	M	11
Charley Creek	1	F	23
Charley Creek	1	M	28
Cherry Tree Pool	0	F	0
Cherry Tree Pool	0	M	-2
Cherry Tree Pool	1	F	30
Cherry Tree Pool	1	M	27
Cheynes	0	F	0
Cheynes	0	M	0
Cheynes	1	F	7
Cheynes	1	M	5
Chichester (WA)	0	F	-1
Chichester (WA)	0	M	6
Chichester (WA)	1	F	8
Chichester (WA)	1	M	4
Chidlow	0	F	122
Chidlow	0	M	118
Chidlow	1	F	776
Chidlow	1	M	808
Chittering	0	F	74
Chittering	0	M	83
Chittering	1	F	359
Chittering	1	M	412
Chowerup	0	F	0
Chowerup	0	M	0
Chowerup	1	F	13
Chowerup	1	M	23
Churchlands	0	F	393
Churchlands	0	M	342
Churchlands	1	F	1357
Churchlands	1	M	1293
City Beach	0	F	472
City Beach	0	M	419
City Beach	1	F	2908
City Beach	1	M	2815
Clackline	0	F	23
Clackline	0	M	25
Clackline	1	F	122
Clackline	1	M	143
Claremont (WA)	0	F	883
Claremont (WA)	0	M	805
Claremont (WA)	1	F	3411
Claremont (WA)	1	M	3045
Clarkson	0	F	1756
Clarkson	0	M	1701
Clarkson	1	F	4818
Clarkson	1	M	4691
Cleary	0	F	0
Cleary	0	M	0
Cleary	1	F	5
Cleary	1	M	8
Cleaverville	0	F	0
Cleaverville	0	M	0
Cleaverville	1	F	3
Cleaverville	1	M	3
Clifton (WA)	0	F	0
Clifton (WA)	0	M	0
Clifton (WA)	1	F	0
Clifton (WA)	1	M	0
Cloverdale	0	F	1241
Cloverdale	0	M	1412
Cloverdale	1	F	2705
Cloverdale	1	M	2711
Coblinine	0	F	-2
Coblinine	0	M	4
Coblinine	1	F	23
Coblinine	1	M	17
Coburn	0	F	0
Coburn	0	M	0
Coburn	1	F	0
Coburn	1	M	0
Cockburn Central	0	F	221
Cockburn Central	0	M	207
Cockburn Central	1	F	392
Cockburn Central	1	M	435
Cocklebiddy	0	F	7
Cocklebiddy	0	M	6
Cocklebiddy	1	F	3
Cocklebiddy	1	M	8
Codjatotine	0	F	6
Codjatotine	0	M	1
Codjatotine	1	F	14
Codjatotine	1	M	24
Cold Harbour	0	F	6
Cold Harbour	0	M	6
Cold Harbour	1	F	31
Cold Harbour	1	M	34
Collanilling	0	F	7
Collanilling	0	M	0
Collanilling	1	F	9
Collanilling	1	M	11
College Grove	0	F	91
College Grove	0	M	421
College Grove	1	F	544
College Grove	1	M	520
Collie (WA)	0	F	496
Collie (WA)	0	M	511
Collie (WA)	1	F	3276
Collie (WA)	1	M	3301
Collie Burn	0	F	1
Collie Burn	0	M	9
Collie Burn	1	F	25
Collie Burn	1	M	25
Collingwood Heights	0	F	31
Collingwood Heights	0	M	36
Collingwood Heights	1	F	310
Collingwood Heights	1	M	302
Collingwood Park (WA)	0	F	11
Collingwood Park (WA)	0	M	4
Collingwood Park (WA)	1	F	108
Collingwood Park (WA)	1	M	98
Collins	0	F	9
Collins	0	M	7
Collins	1	F	11
Collins	1	M	14
Commodine	0	F	7
Commodine	0	M	3
Commodine	1	F	12
Commodine	1	M	13
Como (WA)	0	F	1742
Como (WA)	0	M	1630
Como (WA)	1	F	5821
Como (WA)	1	M	4944
Condingup	0	F	20
Condingup	0	M	28
Condingup	1	F	109
Condingup	1	M	117
Connolly	0	F	318
Connolly	0	M	315
Connolly	1	F	1536
Connolly	1	M	1471
Contine	0	F	0
Contine	0	M	0
Contine	1	F	12
Contine	1	M	14
Coodanup	0	F	356
Coodanup	0	M	302
Coodanup	1	F	1747
Coodanup	1	M	1523
Coogee (WA)	0	F	307
Coogee (WA)	0	M	297
Coogee (WA)	1	F	2027
Coogee (WA)	1	M	1966
Cookernup	0	F	29
Cookernup	0	M	33
Cookernup	1	F	218
Cookernup	1	M	229
Cooladar Hill	0	F	3
Cooladar Hill	0	M	4
Cooladar Hill	1	F	0
Cooladar Hill	1	M	0
Coolbellup	0	F	566
Coolbellup	0	M	574
Coolbellup	1	F	2183
Coolbellup	1	M	2005
Coolbinia	0	F	79
Coolbinia	0	M	81
Coolbinia	1	F	759
Coolbinia	1	M	739
Coolcalalaya	0	F	4
Coolcalalaya	0	M	0
Coolcalalaya	1	F	5
Coolcalalaya	1	M	3
Coolgardie (WA)	0	F	92
Coolgardie (WA)	0	M	96
Coolgardie (WA)	1	F	314
Coolgardie (WA)	1	M	372
Cooljarloo	0	F	0
Cooljarloo	0	M	0
Cooljarloo	1	F	0
Cooljarloo	1	M	3
Cooloongup	0	F	652
Cooloongup	0	M	639
Cooloongup	1	F	2791
Cooloongup	1	M	2654
Coolup	0	F	22
Coolup	0	M	33
Coolup	1	F	157
Coolup	1	M	181
Coomalbidgup	0	F	15
Coomalbidgup	0	M	9
Coomalbidgup	1	F	53
Coomalbidgup	1	M	60
Coomberdale	0	F	8
Coomberdale	0	M	7
Coomberdale	1	F	25
Coomberdale	1	M	27
Coonabidgee	0	F	8
Coonabidgee	0	M	8
Coonabidgee	1	F	44
Coonabidgee	1	M	63
Coondle	0	F	64
Coondle	0	M	79
Coondle	1	F	274
Coondle	1	M	284
Coorow	0	F	7
Coorow	0	M	11
Coorow	1	F	67
Coorow	1	M	87
Cooya Pooya	0	F	0
Cooya Pooya	0	M	3
Cooya Pooya	1	F	0
Cooya Pooya	1	M	0
Copley (WA)	0	F	8
Copley (WA)	0	M	11
Copley (WA)	1	F	21
Copley (WA)	1	M	29
Coral Bay	0	F	32
Coral Bay	0	M	27
Coral Bay	1	F	69
Coral Bay	1	M	87
Corinthia	0	F	0
Corinthia	0	M	4
Corinthia	1	F	0
Corinthia	1	M	0
Corrigin	0	F	62
Corrigin	0	M	72
Corrigin	1	F	346
Corrigin	1	M	369
Cosmo Newbery	0	F	5
Cosmo Newbery	0	M	5
Cosmo Newbery	1	F	29
Cosmo Newbery	1	M	23
Cossack (WA)	0	F	0
Cossack (WA)	0	M	0
Cossack (WA)	1	F	0
Cossack (WA)	1	M	0
Cottesloe	0	F	619
Cottesloe	0	M	585
Cottesloe	1	F	3138
Cottesloe	1	M	3031
Courtenay	0	F	8
Courtenay	0	M	10
Courtenay	1	F	17
Courtenay	1	M	14
Cowalellup	0	F	4
Cowalellup	0	M	2
Cowalellup	1	F	7
Cowalellup	1	M	15
Cowalla	0	F	1
Cowalla	0	M	-3
Cowalla	1	F	21
Cowalla	1	M	26
Cowaramup	0	F	167
Cowaramup	0	M	165
Cowaramup	1	F	786
Cowaramup	1	M	787
Cowcowing	0	F	0
Cowcowing	0	M	-3
Cowcowing	1	F	10
Cowcowing	1	M	11
Coyrecup	0	F	2
Coyrecup	0	M	0
Coyrecup	1	F	17
Coyrecup	1	M	18
Craigie (WA)	0	F	518
Craigie (WA)	0	M	527
Craigie (WA)	1	F	2385
Craigie (WA)	1	M	2421
Cramphorne	0	F	10
Cramphorne	0	M	3
Cramphorne	1	F	23
Cramphorne	1	M	27
Cranbrook (WA)	0	F	37
Cranbrook (WA)	0	M	47
Cranbrook (WA)	1	F	205
Cranbrook (WA)	1	M	207
Crawley	0	F	1033
Crawley	0	M	1132
Crawley	1	F	1004
Crawley	1	M	928
Crooked Brook	0	F	6
Crooked Brook	0	M	12
Crooked Brook	1	F	84
Crooked Brook	1	M	94
Crossman	0	F	4
Crossman	0	M	13
Crossman	1	F	87
Crossman	1	M	99
Crowea	0	F	12
Crowea	0	M	7
Crowea	1	F	50
Crowea	1	M	56
Cuballing	0	F	30
Cuballing	0	M	48
Cuballing	1	F	187
Cuballing	1	M	192
Cubbine	0	F	0
Cubbine	0	M	7
Cubbine	1	F	13
Cubbine	1	M	8
Cue	0	F	24
Cue	0	M	37
Cue	1	F	53
Cue	1	M	69
Culham	0	F	3
Culham	0	M	8
Culham	1	F	12
Culham	1	M	10
Cullacabardee	0	F	5
Cullacabardee	0	M	2
Cullacabardee	1	F	18
Cullacabardee	1	M	14
Cullalla	0	F	7
Cullalla	0	M	0
Cullalla	1	F	6
Cullalla	1	M	14
Cundeelee	0	F	3
Cundeelee	0	M	16
Cundeelee	1	F	3
Cundeelee	1	M	54
Cunderdin	0	F	104
Cunderdin	0	M	109
Cunderdin	1	F	309
Cunderdin	1	M	349
Cundinup	0	F	3
Cundinup	0	M	2
Cundinup	1	F	21
Cundinup	1	M	26
Cunjardine	0	F	1
Cunjardine	0	M	2
Cunjardine	1	F	14
Cunjardine	1	M	11
Currambine	0	F	698
Currambine	0	M	700
Currambine	1	F	2764
Currambine	1	M	2752
Cuthbert	0	F	16
Cuthbert	0	M	12
Cuthbert	1	F	66
Cuthbert	1	M	68
Daadenning Creek	0	F	4
Daadenning Creek	0	M	-2
Daadenning Creek	1	F	7
Daadenning Creek	1	M	17
Daggar Hills	0	F	0
Daggar Hills	0	M	0
Daggar Hills	1	F	0
Daggar Hills	1	M	0
Daglish	0	F	140
Daglish	0	M	130
Daglish	1	F	582
Daglish	1	M	571
Dale	0	F	15
Dale	0	M	19
Dale	1	F	88
Dale	1	M	92
Daliak	0	F	3
Daliak	0	M	9
Daliak	1	F	23
Daliak	1	M	27
Dalkeith	0	F	312
Dalkeith	0	M	265
Dalkeith	1	F	1827
Dalkeith	1	M	1834
Dalwallinu	0	F	95
Dalwallinu	0	M	112
Dalwallinu	1	F	280
Dalwallinu	1	M	301
Dalyellup	0	F	781
Dalyellup	0	M	776
Dalyellup	1	F	3812
Dalyellup	1	M	3621
Dalyup	0	F	26
Dalyup	0	M	33
Dalyup	1	F	57
Dalyup	1	M	61
Dampier	0	F	73
Dampier	0	M	71
Dampier	1	F	436
Dampier	1	M	520
Dampier Archipelago	0	F	0
Dampier Archipelago	0	M	0
Dampier Archipelago	1	F	0
Dampier Archipelago	1	M	0
Dampier Peninsula	0	F	24
Dampier Peninsula	0	M	43
Dampier Peninsula	1	F	525
Dampier Peninsula	1	M	516
Dandanning	0	F	0
Dandanning	0	M	0
Dandanning	1	F	3
Dandanning	1	M	9
Dandaragan	0	F	19
Dandaragan	0	M	21
Dandaragan	1	F	137
Dandaragan	1	M	164
Dangin	0	F	9
Dangin	0	M	12
Dangin	1	F	15
Dangin	1	M	15
Darch	0	F	491
Darch	0	M	542
Darch	1	F	3024
Darch	1	M	3028
Dardadine	0	F	-3
Dardadine	0	M	-1
Dardadine	1	F	10
Dardadine	1	M	10
Dardanup	0	F	16
Dardanup	0	M	19
Dardanup	1	F	238
Dardanup	1	M	230
Dardanup West	0	F	32
Dardanup West	0	M	29
Dardanup West	1	F	298
Dardanup West	1	M	315
Darkan	0	F	37
Darkan	0	M	37
Darkan	1	F	160
Darkan	1	M	166
Darling Downs	0	F	62
Darling Downs	0	M	69
Darling Downs	1	F	555
Darling Downs	1	M	520
Darlington (WA)	0	F	228
Darlington (WA)	0	M	212
Darlington (WA)	1	F	1627
Darlington (WA)	1	M	1589
Darradup	0	F	0
Darradup	0	M	0
Darradup	1	F	18
Darradup	1	M	19
Dartmoor (WA)	0	F	0
Dartmoor (WA)	0	M	0
Dartmoor (WA)	1	F	3
Dartmoor (WA)	1	M	4
Dartnall	0	F	0
Dartnall	0	M	3
Dartnall	1	F	15
Dartnall	1	M	19
Datatine	0	F	4
Datatine	0	M	4
Datatine	1	F	9
Datatine	1	M	11
Davenport (WA)	0	F	0
Davenport (WA)	0	M	0
Davenport (WA)	1	F	4
Davenport (WA)	1	M	6
Dawesville	0	F	466
Dawesville	0	M	481
Dawesville	1	F	2444
Dawesville	1	M	2439
Dayton	0	F	417
Dayton	0	M	381
Dayton	1	F	989
Dayton	1	M	1047
De Grey	0	F	1
De Grey	0	M	9
De Grey	1	F	14
De Grey	1	M	9
Deanmill	0	F	16
Deanmill	0	M	25
Deanmill	1	F	146
Deanmill	1	M	142
Deepdale	0	F	41
Deepdale	0	M	52
Deepdale	1	F	390
Deepdale	1	M	383
Deepdene (WA)	0	F	7
Deepdene (WA)	0	M	3
Deepdene (WA)	1	F	20
Deepdene (WA)	1	M	24
Denbarker	0	F	5
Denbarker	0	M	2
Denbarker	1	F	31
Denbarker	1	M	38
Denham	0	F	61
Denham	0	M	76
Denham	1	F	294
Denham	1	M	322
Denmark	0	F	212
Denmark	0	M	192
Denmark	1	F	1181
Denmark	1	M	1052
Derby (WA)	0	F	305
Derby (WA)	0	M	420
Derby (WA)	1	F	1403
Derby (WA)	1	M	1380
Devils Creek	0	F	3
Devils Creek	0	M	0
Devils Creek	1	F	6
Devils Creek	1	M	19
Dewars Pool	0	F	9
Dewars Pool	0	M	4
Dewars Pool	1	F	7
Dewars Pool	1	M	16
Diamond Tree	0	F	1
Diamond Tree	0	M	0
Diamond Tree	1	F	10
Diamond Tree	1	M	12
Dianella	0	F	2111
Dianella	0	M	2051
Dianella	1	F	9980
Dianella	1	M	9341
Dindiloa	0	F	5
Dindiloa	0	M	4
Dindiloa	1	F	5
Dindiloa	1	M	6
Dingup	0	F	8
Dingup	0	M	7
Dingup	1	F	88
Dingup	1	M	92
Dinninup	0	F	6
Dinninup	0	M	5
Dinninup	1	F	55
Dinninup	1	M	65
Dirk Hartog Island	0	F	0
Dirk Hartog Island	0	M	0
Dirk Hartog Island	1	F	0
Dirk Hartog Island	1	M	3
Dixvale	0	F	7
Dixvale	0	M	4
Dixvale	1	F	12
Dixvale	1	M	29
Djugun	0	F	230
Djugun	0	M	210
Djugun	1	F	1215
Djugun	1	M	1179
Dongara	0	F	88
Dongara	0	M	80
Dongara	1	F	613
Dongara	1	M	595
Dongolocking	0	F	-1
Dongolocking	0	M	5
Dongolocking	1	F	9
Dongolocking	1	M	11
Donnelly River	0	F	4
Donnelly River	0	M	1
Donnelly River	1	F	0
Donnelly River	1	M	4
Donnybrook (WA)	0	F	236
Donnybrook (WA)	0	M	203
Donnybrook (WA)	1	F	1239
Donnybrook (WA)	1	M	1141
Doodenanning	0	F	8
Doodenanning	0	M	13
Doodenanning	1	F	14
Doodenanning	1	M	15
Doodlakine	0	F	5
Doodlakine	0	M	7
Doodlakine	1	F	31
Doodlakine	1	M	31
Dorre Island	0	F	0
Dorre Island	0	M	0
Dorre Island	1	F	0
Dorre Island	1	M	0
Doubleview	0	F	807
Doubleview	0	M	801
Doubleview	1	F	3552
Doubleview	1	M	3249
Dowerin	0	F	33
Dowerin	0	M	24
Dowerin	1	F	206
Dowerin	1	M	207
Drome	0	F	2
Drome	0	M	9
Drome	1	F	23
Drome	1	M	22
Drummond Cove	0	F	115
Drummond Cove	0	M	107
Drummond Cove	1	F	624
Drummond Cove	1	M	632
Dryandra	0	F	0
Dryandra	0	M	0
Dryandra	1	F	6
Dryandra	1	M	0
Drysdale River	0	F	10
Drysdale River	0	M	0
Drysdale River	1	F	7
Drysdale River	1	M	9
Dudawa	0	F	4
Dudawa	0	M	0
Dudawa	1	F	12
Dudawa	1	M	9
Dudinin	0	F	6
Dudinin	0	M	3
Dudinin	1	F	27
Dudinin	1	M	39
Dudley Park (WA)	0	F	583
Dudley Park (WA)	0	M	495
Dudley Park (WA)	1	F	2709
Dudley Park (WA)	1	M	2448
Dukin	0	F	1
Dukin	0	M	2
Dukin	1	F	9
Dukin	1	M	14
Dulbelling	0	F	6
Dulbelling	0	M	10
Dulbelling	1	F	20
Dulbelling	1	M	14
Dulyalbin	0	F	4
Dulyalbin	0	M	-3
Dulyalbin	1	F	7
Dulyalbin	1	M	11
Dumbarton	0	F	12
Dumbarton	0	M	11
Dumbarton	1	F	86
Dumbarton	1	M	106
Dumberning	0	F	23
Dumberning	0	M	30
Dumberning	1	F	67
Dumberning	1	M	71
Dumbleyung	0	F	23
Dumbleyung	0	M	23
Dumbleyung	1	F	114
Dumbleyung	1	M	106
Duncraig	0	F	949
Duncraig	0	M	991
Duncraig	1	F	6762
Duncraig	1	M	6567
Dundas (WA)	0	F	0
Dundas (WA)	0	M	0
Dundas (WA)	1	F	0
Dundas (WA)	1	M	0
Dunn Rock	0	F	0
Dunn Rock	0	M	2
Dunn Rock	1	F	6
Dunn Rock	1	M	9
Dunsborough	0	F	407
Dunsborough	0	M	407
Dunsborough	1	F	2270
Dunsborough	1	M	2235
Durack (WA)	0	F	17
Durack (WA)	0	M	15
Durack (WA)	1	F	77
Durack (WA)	1	M	80
Duranillin	0	F	0
Duranillin	0	M	1
Duranillin	1	F	27
Duranillin	1	M	35
Durawah	0	F	0
Durawah	0	M	7
Durawah	1	F	6
Durawah	1	M	4
Dwarda	0	F	2
Dwarda	0	M	2
Dwarda	1	F	3
Dwarda	1	M	10
Dwellingup	0	F	45
Dwellingup	0	M	52
Dwellingup	1	F	226
Dwellingup	1	M	239
Eagle Bay	0	F	4
Eagle Bay	0	M	5
Eagle Bay	1	F	33
Eagle Bay	1	M	37
East Augusta	0	F	5
East Augusta	0	M	2
East Augusta	1	F	9
East Augusta	1	M	14
East Ballidu	0	F	-3
East Ballidu	0	M	1
East Ballidu	1	F	22
East Ballidu	1	M	26
East Beverley	0	F	5
East Beverley	0	M	9
East Beverley	1	F	39
East Beverley	1	M	43
East Bowes	0	F	9
East Bowes	0	M	4
East Bowes	1	F	24
East Bowes	1	M	21
East Bunbury	0	F	270
East Bunbury	0	M	241
East Bunbury	1	F	1781
East Bunbury	1	M	1614
East Cannington	0	F	983
East Cannington	0	M	1026
East Cannington	1	F	1692
East Cannington	1	M	1763
East Carnarvon	0	F	74
East Carnarvon	0	M	75
East Carnarvon	1	F	354
East Carnarvon	1	M	399
East Chapman	0	F	0
East Chapman	0	M	1
East Chapman	1	F	12
East Chapman	1	M	26
East Damboring	0	F	0
East Damboring	0	M	0
East Damboring	1	F	4
East Damboring	1	M	3
East Fremantle	0	F	534
East Fremantle	0	M	503
East Fremantle	1	F	3300
East Fremantle	1	M	3036
East Lyons River	0	F	0
East Lyons River	0	M	0
East Lyons River	1	F	3
East Lyons River	1	M	3
East Munglinup	0	F	7
East Munglinup	0	M	15
East Munglinup	1	F	21
East Munglinup	1	M	24
East Murchison	0	F	0
East Murchison	0	M	3
East Murchison	1	F	6
East Murchison	1	M	0
East Nabawa	0	F	7
East Nabawa	0	M	-3
East Nabawa	1	F	3
East Nabawa	1	M	6
East Nannup	0	F	6
East Nannup	0	M	4
East Nannup	1	F	10
East Nannup	1	M	16
East Newdegate	0	F	3
East Newdegate	0	M	2
East Newdegate	1	F	7
East Newdegate	1	M	3
East Perth	0	F	2639
East Perth	0	M	2711
East Perth	1	F	2397
East Perth	1	M	2848
East Pingelly	0	F	18
East Pingelly	0	M	9
East Pingelly	1	F	96
East Pingelly	1	M	101
East Popanyinning	0	F	3
East Popanyinning	0	M	5
East Popanyinning	1	F	4
East Popanyinning	1	M	6
East Rockingham	0	F	30
East Rockingham	0	M	36
East Rockingham	1	F	94
East Rockingham	1	M	104
East Victoria Park	0	F	1460
East Victoria Park	0	M	1543
East Victoria Park	1	F	3572
East Victoria Park	1	M	3497
East Wickepin	0	F	6
East Wickepin	0	M	1
East Wickepin	1	F	15
East Wickepin	1	M	20
East Yuna	0	F	8
East Yuna	0	M	3
East Yuna	1	F	12
East Yuna	1	M	21
Eastbrook	0	F	15
Eastbrook	0	M	10
Eastbrook	1	F	46
Eastbrook	1	M	67
Eaton (WA)	0	F	597
Eaton (WA)	0	M	627
Eaton (WA)	1	F	3725
Eaton (WA)	1	M	3536
Eden Hill	0	F	311
Eden Hill	0	M	270
Eden Hill	1	F	1463
Eden Hill	1	M	1416
Edgewater	0	F	386
Edgewater	0	M	375
Edgewater	1	F	1962
Edgewater	1	M	1789
Eganu	0	F	2
Eganu	0	M	6
Eganu	1	F	17
Eganu	1	M	23
Eglinton (WA)	0	F	261
Eglinton (WA)	0	M	281
Eglinton (WA)	1	F	586
Eglinton (WA)	1	M	546
Eighty Mile Beach	0	F	14
Eighty Mile Beach	0	M	21
Eighty Mile Beach	1	F	30
Eighty Mile Beach	1	M	41
Elabbin	0	F	0
Elabbin	0	M	0
Elabbin	1	F	8
Elabbin	1	M	12
Elachbutting	0	F	9
Elachbutting	0	M	7
Elachbutting	1	F	5
Elachbutting	1	M	3
Elgin (WA)	0	F	12
Elgin (WA)	0	M	6
Elgin (WA)	1	F	54
Elgin (WA)	1	M	51
Elleker	0	F	18
Elleker	0	M	18
Elleker	1	F	168
Elleker	1	M	173
Ellenbrook	0	F	2527
Ellenbrook	0	M	2375
Ellenbrook	1	F	9124
Ellenbrook	1	M	8655
Ellendale (WA)	0	F	3
Ellendale (WA)	0	M	0
Ellendale (WA)	1	F	4
Ellendale (WA)	1	M	8
Embleton	0	F	417
Embleton	0	M	379
Embleton	1	F	1180
Embleton	1	M	1193
Emu Flat (WA)	0	F	0
Emu Flat (WA)	0	M	6
Emu Flat (WA)	1	F	4
Emu Flat (WA)	1	M	11
Emu Point	0	F	27
Emu Point	0	M	16
Emu Point	1	F	151
Emu Point	1	M	119
Eneabba	0	F	1
Eneabba	0	M	4
Eneabba	1	F	70
Eneabba	1	M	74
Ennuin	0	F	0
Ennuin	0	M	0
Ennuin	1	F	0
Ennuin	1	M	0
Eradu	0	F	0
Eradu	0	M	0
Eradu	1	F	7
Eradu	1	M	9
Eradu South	0	F	0
Eradu South	0	M	10
Eradu South	1	F	6
Eradu South	1	M	5
Erskine (WA)	0	F	374
Erskine (WA)	0	M	309
Erskine (WA)	1	F	2126
Erskine (WA)	1	M	1853
Esperance	0	F	246
Esperance	0	M	195
Esperance	1	F	885
Esperance	1	M	820
Etmilyn	0	F	0
Etmilyn	0	M	0
Etmilyn	1	F	0
Etmilyn	1	M	0
Eucla	0	F	10
Eucla	0	M	18
Eucla	1	F	12
Eucla	1	M	14
Eurardy	0	F	3
Eurardy	0	M	0
Eurardy	1	F	0
Eurardy	1	M	0
Ewlyamartup	0	F	3
Ewlyamartup	0	M	0
Ewlyamartup	1	F	11
Ewlyamartup	1	M	17
Exmouth	0	F	203
Exmouth	0	M	199
Exmouth	1	F	1003
Exmouth	1	M	1107
Exmouth Gulf	0	F	5
Exmouth Gulf	0	M	19
Exmouth Gulf	1	F	7
Exmouth Gulf	1	M	11
Fairbridge	0	F	3
Fairbridge	0	M	-1
Fairbridge	1	F	17
Fairbridge	1	M	25
Falcon	0	F	361
Falcon	0	M	353
Falcon	1	F	2225
Falcon	1	M	2224
Ferguson (WA)	0	F	15
Ferguson (WA)	0	M	16
Ferguson (WA)	1	F	104
Ferguson (WA)	1	M	102
Ferndale (WA)	0	F	369
Ferndale (WA)	0	M	420
Ferndale (WA)	1	F	1836
Ferndale (WA)	1	M	1704
Fimiston	0	F	0
Fimiston	0	M	0
Fimiston	1	F	0
Fimiston	1	M	0
Finucane	0	F	0
Finucane	0	M	0
Finucane	1	F	0
Finucane	1	M	0
Fitzgerald (WA)	0	F	0
Fitzgerald (WA)	0	M	0
Fitzgerald (WA)	1	F	0
Fitzgerald (WA)	1	M	0
Fitzgerald River National Park	0	F	0
Fitzgerald River National Park	0	M	0
Fitzgerald River National Park	1	F	0
Fitzgerald River National Park	1	M	0
Fitzroy Crossing	0	F	134
Fitzroy Crossing	0	M	111
Fitzroy Crossing	1	F	522
Fitzroy Crossing	1	M	528
Flint	0	F	0
Flint	0	M	0
Flint	1	F	0
Flint	1	M	0
Floreat	0	F	463
Floreat	0	M	457
Floreat	1	F	3532
Floreat	1	M	3448
Flynn (WA)	0	F	0
Flynn (WA)	0	M	0
Flynn (WA)	1	F	0
Flynn (WA)	1	M	0
Forest Grove (WA)	0	F	18
Forest Grove (WA)	0	M	21
Forest Grove (WA)	1	F	114
Forest Grove (WA)	1	M	107
Forest Hill (WA)	0	F	0
Forest Hill (WA)	0	M	84
Forest Hill (WA)	1	F	30
Forest Hill (WA)	1	M	32
Forrest (WA)	0	F	0
Forrest (WA)	0	M	0
Forrest (WA)	1	F	0
Forrest (WA)	1	M	0
Forrest Beach (WA)	0	F	0
Forrest Beach (WA)	0	M	0
Forrest Beach (WA)	1	F	20
Forrest Beach (WA)	1	M	25
Forrestania	0	F	3
Forrestania	0	M	8
Forrestania	1	F	3
Forrestania	1	M	32
Forrestdale	0	F	81
Forrestdale	0	M	87
Forrestdale	1	F	437
Forrestdale	1	M	468
Forrestfield	0	F	1242
Forrestfield	0	M	1230
Forrestfield	1	F	5163
Forrestfield	1	M	5062
Fortescue (WA)	0	F	5
Fortescue (WA)	0	M	8
Fortescue (WA)	1	F	14
Fortescue (WA)	1	M	16
Frankland River	0	F	39
Frankland River	0	M	37
Frankland River	1	F	135
Frankland River	1	M	155
Fraser Range	0	F	4
Fraser Range	0	M	20
Fraser Range	1	F	3
Fraser Range	1	M	23
Fremantle	0	F	1007
Fremantle	0	M	1044
Fremantle	1	F	3183
Fremantle	1	M	2974
Furnissdale	0	F	69
Furnissdale	0	M	78
Furnissdale	1	F	421
Furnissdale	1	M	457
Gabalong	0	F	4
Gabalong	0	M	0
Gabalong	1	F	3
Gabalong	1	M	3
Gabbadah	0	F	39
Gabbadah	0	M	41
Gabbadah	1	F	275
Gabbadah	1	M	315
Gabbin	0	F	0
Gabbin	0	M	0
Gabbin	1	F	31
Gabbin	1	M	27
Gairdner	0	F	10
Gairdner	0	M	10
Gairdner	1	F	36
Gairdner	1	M	57
Gap Ridge	0	F	9
Gap Ridge	0	M	34
Gap Ridge	1	F	15
Gap Ridge	1	M	23
Garden Island (WA)	0	F	66
Garden Island (WA)	0	M	275
Garden Island (WA)	1	F	60
Garden Island (WA)	1	M	315
Gascoyne Junction	0	F	11
Gascoyne Junction	0	M	7
Gascoyne Junction	1	F	21
Gascoyne Junction	1	M	38
Gascoyne River	0	F	3
Gascoyne River	0	M	13
Gascoyne River	1	F	71
Gascoyne River	1	M	85
Geegully Creek	0	F	0
Geegully Creek	0	M	4
Geegully Creek	1	F	8
Geegully Creek	1	M	10
Gelorup	0	F	94
Gelorup	0	M	100
Gelorup	1	F	1073
Gelorup	1	M	1034
Geographe	0	F	250
Geographe	0	M	263
Geographe	1	F	1488
Geographe	1	M	1410
Georgina (WA)	0	F	4
Georgina (WA)	0	M	1
Georgina (WA)	1	F	33
Georgina (WA)	1	M	40
Geraldton	0	F	324
Geraldton	0	M	320
Geraldton	1	F	1336
Geraldton	1	M	1168
Ghooli	0	F	0
Ghooli	0	M	0
Ghooli	1	F	5
Ghooli	1	M	0
Gibb	0	F	12
Gibb	0	M	8
Gibb	1	F	36
Gibb	1	M	41
Gibson	0	F	41
Gibson	0	M	31
Gibson	1	F	182
Gibson	1	M	193
Gibson Desert North	0	F	8
