SSC_NAME16	HomeCensusNight	persons
Jaloran	0	3
Jaloran	1	30
Jandabup	0	6
Jandabup	1	297
Jandakot	0	143
Jandakot	1	2519
Jane Brook	0	190
Jane Brook	1	3300
Jardee	0	16
Jardee	1	157
Jarrahdale	0	57
Jarrahdale	1	1136
Jarrahwood	1	20
Jelcobine	0	5
Jelcobine	1	150
Jennacubbine	0	3
Jennacubbine	1	58
Jennapullin	0	6
Jennapullin	1	68
Jerdacuttup	0	3
Jerdacuttup	1	144
Jerramungup	0	20
Jerramungup	1	334
Jibberding	0	10
Jibberding	1	33
Jilakin	0	3
Jilakin	1	43
Jindalee (WA)	0	91
Jindalee (WA)	1	2434
Jindong	0	12
Jindong	1	70
Jingalup	1	111
Jitarning	0	4
Jitarning	1	32
Jolimont	0	80
Jolimont	1	1321
Joondalup	0	424
Joondalup	1	8667
Joondanna	0	249
Joondanna	1	4587
Julimar	0	22
Julimar	1	324
Juna Downs	0	4
Juna Downs	1	224
Jurien Bay	0	211
Jurien Bay	1	1543
Kadathinni	0	3
Kadathinni	1	38
Kalamunda	0	370
Kalamunda	1	6605
Kalannie	0	26
Kalannie	1	166
Kalbarri	0	191
Kalbarri	1	1367
Kalgan	0	48
Kalgan	1	754
Kalgoorlie	0	227
Kalgoorlie	1	3677
Kalgup	0	5
Kalgup	1	57
Kallaroo	0	233
Kallaroo	1	4942
Kaloorup	0	10
Kaloorup	1	68
Kalumburu	0	27
Kalumburu	1	384
Kambalda East	0	30
Kambalda East	1	722
Kambalda West	0	82
Kambalda West	1	1711
Kangaroo Gully	0	37
Kangaroo Gully	1	393
Kanowna	1	3
Karakin	0	36
Karakin	1	204
Karalundi	0	4
Karalundi	1	62
Karawara	0	74
Karawara	1	1984
Kardinya	0	391
Kardinya	1	8343
Karijini	0	7
Karijini	1	33
Karlgarin	0	12
Karlgarin	1	84
Karlkurla	0	7
Karlkurla	1	165
Karloning	1	27
Karloo	0	24
Karloo	1	554
Karnup	0	75
Karnup	1	1304
Karragullen	0	15
Karragullen	1	385
Karrakatta	1	5
Karrakup	0	14
Karrakup	1	172
Karramindie	0	3
Karranadgin	1	84
Karratha	0	41
Karratha	1	35
Karratha Industrial Estate	0	25
Karratha Industrial Estate	1	192
Karridale	0	16
Karridale	1	259
Karrinyup	0	432
Karrinyup	1	8852
Katanning	0	249
Katanning	1	3440
Katrine	0	3
Katrine	1	43
Kauring	0	10
Kauring	1	77
Kealy	0	33
Kealy	1	348
Kebaringup	1	34
Kellerberrin	0	53
Kellerberrin	1	917
Kelmscott	0	468
Kelmscott	1	9996
Kendenup	0	73
Kendenup	1	916
Kenmare (WA)	1	24
Kennedy Range	1	3
Kensington (WA)	0	170
Kensington (WA)	1	4356
Kentdale	0	10
Kentdale	1	92
Kenwick	0	193
Kenwick	1	5491
Keralup	0	7
Kewdale	0	298
Kewdale	1	6595
Keysbrook	0	10
Keysbrook	1	617
Kiara	0	67
Kiara	1	1754
Kimbolton (WA)	1	13
King Leopold Ranges	0	37
King Leopold Ranges	1	207
King River	0	14
King River	1	254
Kings Park (WA)	0	3
Kings Park (WA)	1	16
Kingsford (WA)	0	23
Kingsford (WA)	1	313
Kingsley	0	565
Kingsley	1	12491
Kingston (WA)	1	13
Kinross	0	280
Kinross	1	6606
Kirk Rock	0	3
Kirk Rock	1	18
Kirup	0	8
Kirup	1	210
Kojaneerup South	0	4
Kojaneerup South	1	30
Kojarena	1	24
Kojonup	0	103
Kojonup	1	1193
Kokeby	0	14
Kokeby	1	77
Kondinin	0	41
Kondinin	1	312
Kondut	0	4
Kondut	1	40
Konnongorring	0	5
Konnongorring	1	77
Koojan	0	8
Koojan	1	55
Kookynie	0	10
Kookynie	1	30
Koolanooka	1	16
Koolyanobbing	0	4
Koolyanobbing	1	85
Koomberkine	1	64
Koondoola	0	197
Koondoola	1	3857
Koongamia	0	60
Koongamia	1	934
Koorda	0	23
Koorda	1	234
Korbel	0	3
Korbel	1	41
Kordabup	0	19
Kordabup	1	134
Korrelocking	0	5
Korrelocking	1	44
Kronkup	0	23
Kronkup	1	195
Kudardup	0	10
Kudardup	1	89
Kuender	1	41
Kukerin	0	3
Kukerin	1	67
Kulikup	0	15
Kulikup	1	106
Kulin	0	33
Kulin	1	338
Kulin West	0	10
Kulin West	1	74
Kulja	1	18
Kumarina	1	54
Kunjin	0	12
Kunjin	1	24
Kununoppin	0	4
Kununoppin	1	52
Kununurra	0	476
Kununurra	1	4828
Kurnalpi	1	3
Kurrenkutten	1	23
Kweda	1	16
Kwelkan	0	3
Kwelkan	1	17
Kwinana Beach	1	8
Kwinana Town Centre	0	9
Kwinana Town Centre	1	243
Kwolyin	1	19
Lagrange	0	24
Lagrange	1	604
Lake Argyle	0	24
Lake Argyle	1	198
Lake Austin	1	13
Lake Biddy	1	39
Lake Brown	1	13
Lake Camm	0	3
Lake Camm	1	36
Lake Carnegie	1	13
Lake Clifton	0	65
Lake Clifton	1	617
Lake Darlot	1	48
Lake Deborah	0	3
Lake Deborah	1	59
Lake Grace	0	48
Lake Grace	1	498
Lake Hinds	1	21
Lake Jasper	1	11
Lake King	0	25
Lake King	1	67
Lake Margarette	0	4
Lake Margarette	1	18
Lake Muir	0	3
Lake Muir	1	17
Lake Ninan	1	19
Lake Toolbrunup	0	3
Lake Toolbrunup	1	65
Lake Wells	1	7
Lakelands (WA)	0	334
Lakelands (WA)	1	4494
Lamington (WA)	0	120
Lamington (WA)	1	1993
Lancelin	0	103
Lancelin	1	626
Landsdale	0	365
Landsdale	1	11838
Lange	0	33
Lange	1	216
Langford	0	197
Langford	1	5475
Latham (WA)	0	3
Latham (WA)	1	50
Lathlain	0	148
Lathlain	1	3221
Laverton (WA)	0	64
Laverton (WA)	1	805
Learmonth (WA)	1	8
Leda	0	141
Leda	1	3160
Ledge Point	0	37
Ledge Point	1	198
Leederville	0	195
Leederville	1	2963
Leeman	0	53
Leeman	1	297
Leeming	0	428
Leeming	1	10304
Leeuwin	1	4
Leinster	0	33
Leinster	1	551
Lennard Brook	0	5
Lennard Brook	1	189
Leonora	0	60
Leonora	1	721
Leschenault	0	244
Leschenault	1	2694
Lesmurdie	0	473
Lesmurdie	1	7961
Lexia	0	3
Lexia	1	23
Lime Lake	1	16
Linfarne	0	3
Linfarne	1	59
Little Grove	0	120
Little Grove	1	1378
Little Italy	1	13
Little Sandy Desert	1	10
Lockier	1	12
Lockridge	0	164
Lockridge	1	3306
Lockyer (WA)	0	61
Lockyer (WA)	1	1233
Lol Gray	0	3
Lol Gray	1	18
Lort River	0	6
Lort River	1	30
Lowden	0	6
Lowden	1	110
Lower Chittering	0	130
Lower Chittering	1	2000
Lower Hotham	0	5
Lower Hotham	1	22
Lower King	0	119
Lower King	1	1713
Lowlands	0	31
Lowlands	1	128
Ludlow	0	5
Ludlow	1	104
Lumeah (WA)	0	3
Lumeah (WA)	1	76
Lyalls Mill	1	16
Lyndon	1	59
Lynwood (WA)	0	124
Lynwood (WA)	1	3317
Macleod (WA)	1	38
Maddington	0	457
Maddington	1	10914
Madeley	0	267
Madeley	1	5815
Madora Bay	0	182
Madora Bay	1	2547
Madura	1	16
Magenta (WA)	1	5
Magitup	0	3
Magitup	1	22
Mahogany Creek	0	48
Mahogany Creek	1	852
Mahomets Flats	0	70
Mahomets Flats	1	763
Maida Vale	0	250
Maida Vale	1	4247
Maitland (WA)	1	7
Malabaine	0	12
Malabaine	1	35
Malaga	0	3
Malaga	1	7
Malebelling	0	3
Malebelling	1	32
Mallee Hill	1	28
Malyalling	1	29
Mandogalup	0	3
Mandogalup	1	50
Mandurah	0	610
Mandurah	1	7227
Manjimup	0	285
Manjimup	1	4070
Manmanning	1	27
Manning	0	227
Manning	1	3911
Manypeaks	0	14
Manypeaks	1	140
Marangaroo	0	338
Marangaroo	1	10251
Maranup	1	58
Marbelup	0	28
Marbelup	1	316
Marble Bar	0	44
Marble Bar	1	591
Marchagee	1	37
Mardella	0	34
Mardella	1	449
Mardie	0	40
Mardie	1	929
Margaret River (WA)	0	683
Margaret River (WA)	1	6974
Mariginiup	0	54
Mariginiup	1	778
Marmion	0	107
Marmion	1	2178
Marne	0	3
Marne	1	11
Marracoonda	1	12
Marradong	0	5
Marradong	1	43
Marrah	1	4
Marrinup	1	4
Martin	0	42
Martin	1	1480
Marvel Loch	0	6
Marvel Loch	1	84
Marybrook	0	22
Marybrook	1	209
Maya	0	8
Maya	1	16
Mayanup	0	13
Mayanup	1	148
Maylands (WA)	0	772
Maylands (WA)	1	11812
McAlinden	0	8
McAlinden	1	62
McBeath	0	12
McBeath	1	42
McKail	0	169
McKail	1	3274
Meadow	1	3
Meadow Springs	0	521
Meadow Springs	1	7680
Meckering	0	15
Meckering	1	217
Meda	1	21
Medina	0	123
Medina	1	2252
Meekatharra	0	73
Meekatharra	1	642
Meeking	1	8
Meelon	0	18
Meelon	1	180
Meenaar	1	30
Meerup	0	11
Meerup	1	156
Melville (WA)	0	220
Melville (WA)	1	5468
Menora	0	97
Menora	1	2493
Menzies (WA)	0	8
Menzies (WA)	1	96
Merilup	1	21
Merivale	0	9
Merivale	1	70
Merkanooka	0	4
Merkanooka	1	50
Merredin	0	182
Merredin	1	2668
Merriwa (WA)	0	295
Merriwa (WA)	1	5194
Meru	1	35
Metricup	0	14
Metricup	1	212
Mettler	1	26
Miamoon	1	13
Middle Swan	0	153
Middle Swan	1	2689
Middlesex (WA)	0	27
Middlesex (WA)	1	197
Middleton Beach	0	74
Middleton Beach	1	653
Midland	0	357
Midland	1	5617
Midvale	0	85
Midvale	1	1410
Miling	0	14
Miling	1	131
Millars Well	0	127
Millars Well	1	1704
Millbridge	0	175
Millbridge	1	2227
Millbrook (WA)	0	18
Millbrook (WA)	1	257
Millendon	0	23
Millendon	1	498
Mills Lake	1	34
Millstream (WA)	1	17
Milo	0	3
Milo	1	13
Milpara	0	55
Milpara	1	793
Mimegarra	1	18
Mindarabin	1	63
Mindarie (WA)	0	335
Mindarie (WA)	1	7182
Mindarra	1	39
Minding	0	3
Minding	1	40
Mingenew	0	17
Mingenew	1	258
Minigin	0	20
Minigin	1	61
Minilya	1	17
Minnenooka	0	3
Minnenooka	1	35
Minnivale	0	3
Minnivale	1	31
Minyirr	0	10
Minyirr	1	91
Mira Mar	0	161
Mira Mar	1	1592
Mirrabooka (WA)	0	221
Mirrabooka (WA)	1	7886
Mitchell Plateau	1	49
Mobrup	1	39
Mocardy	0	4
Mocardy	1	87
Mogumber	1	56
Mokine	0	19
Mokine	1	184
Mokup	0	3
Mokup	1	47
Mollerin	0	3
Mollerin	1	27
Molloy Island	0	17
Molloy Island	1	95
Monjebup	1	18
Monjingup	0	23
Monjingup	1	405
Moodiarrup	0	5
Moodiarrup	1	44
Moojebing	0	12
Moojebing	1	42
Mooliabeenee	0	14
Mooliabeenee	1	144
Moondah	0	3
Moondah	1	32
Moondyne	0	3
Moondyne	1	40
Moonies Hill	0	3
Moonies Hill	1	32
Moonyoonooka	0	18
Moonyoonooka	1	225
Moora (WA)	0	88
Moora (WA)	1	1685
Mooriary	0	5
Mooriary	1	11
Moorine Rock	0	3
Moorine Rock	1	63
Morangup	0	54
Morangup	1	713
Morawa	0	36
Morawa	1	502
Morbinning	1	17
Mordalup	0	6
Mordalup	1	20
Moresby (WA)	0	76
Moresby (WA)	1	791
Morgantown	0	92
Morgantown	1	701
Morley	0	893
Morley	1	20636
Mornington (WA)	0	8
Mornington (WA)	1	41
Mosman Park (WA)	0	509
Mosman Park (WA)	1	8248
Moulyinning	0	3
Moulyinning	1	44
Mount Adams	1	10
Mount Barker (WA)	0	203
Mount Barker (WA)	1	2539
Mount Budd	1	19
Mount Burges	0	4
Mount Burges	1	92
Mount Caroline	1	7
Mount Claremont	0	222
Mount Claremont	1	4391
Mount Clarence	0	50
Mount Clarence	1	633
Mount Elphinstone	0	5
Mount Elphinstone	1	92
Mount Erin	0	4
Mount Erin	1	3
Mount Hampton	1	30
Mount Hardey	0	14
Mount Hardey	1	162
Mount Hardman	0	37
Mount Hardman	1	423
Mount Hawthorn	0	330
Mount Hawthorn	1	7221
Mount Helena	0	202
Mount Helena	1	2978
Mount Hill	0	3
Mount Hill	1	44
Mount Holland	1	3
Mount Horner	0	3
Mount Horner	1	30
Mount Lawley	0	538
Mount Lawley	1	10591
Mount Madden	1	33
Mount Magnet	0	34
Mount Magnet	1	430
Mount Melville	0	103
Mount Melville	1	992
Mount Nasura	0	157
Mount Nasura	1	2824
Mount Ney	1	4
Mount Pleasant (WA)	0	297
Mount Pleasant (WA)	1	6385
Mount Richon	0	121
Mount Richon	1	1849
Mount Sheila	0	56
Mount Sheila	1	1004
Mount Sheridan (WA)	0	8
Mount Sheridan (WA)	1	43
Mount Stirling	1	18
Mount Tarcoola	0	213
Mount Tarcoola	1	2982
Mount Walker (WA)	1	50
Muchea	0	57
Muchea	1	907
Muckenburra	0	3
Muckenburra	1	153
Mueller Ranges	0	42
Mueller Ranges	1	338
Muja	1	18
Mukinbudin	0	30
Mukinbudin	1	324
Mulga Downs	0	21
Mulga Downs	1	159
Mullaloo	0	303
Mullaloo	1	5679
Mullalyup	0	11
Mullalyup	1	137
Mullewa	0	31
Mullewa	1	418
Mullingar	0	6
Mullingar	1	292
Muluckine	0	8
Muluckine	1	209
Mumballup	0	3
Mumballup	1	76
Mumberkine	1	65
Mundabullangana	0	3
Mundabullangana	1	7
Mundaring	0	136
Mundaring	1	2909
Mundijong	0	69
Mundijong	1	1165
Mundrabilla	0	3
Mundrabilla	1	21
Mungalup	0	6
Mungalup	1	40
Munglinup	0	14
Munglinup	1	111
Munster	0	218
Munster	1	4214
Muntadgin	0	4
Muntadgin	1	38
Muradup	1	108
Murchison (WA)	0	11
Murchison (WA)	1	47
Murdoch	0	156
Murdoch	1	3363
Murdong	1	29
Muresk	0	3
Muresk	1	24
Myalup	0	33
Myalup	1	327
Myaree	0	88
Myaree	1	1860
Myrup	0	62
Myrup	1	440
Nabawa	0	11
Nabawa	1	125
Nairibin	0	3
Nairibin	1	15
Nalkain	1	9
Nalyerlup	0	5
Nalyerlup	1	19
Namban	1	33
Nambeelup	0	21
Nambeelup	1	300
Nambung	0	3
Nambung	1	27
Nanarup	0	5
Nanarup	1	29
Nanga	1	12
Nangeenan	1	64
Nangetty	1	11
Nannup	0	96
Nannup	1	841
Nanson	0	10
Nanson	1	107
Nanutarra	0	6
Nanutarra	1	68
Napier	0	6
Napier	1	268
Naraling	1	12
Narembeen	0	62
Narembeen	1	412
Narngulu	0	9
Narngulu	1	385
Narra Tarra	0	7
Narra Tarra	1	74
Narraloggan	1	27
Narrikup	0	42
Narrikup	1	452
Narrogin	0	283
Narrogin	1	3988
Narrogin Valley	0	10
Narrogin Valley	1	114
Naturaliste	0	10
Naturaliste	1	62
Naval Base	0	3
Naval Base	1	22
Nedlands	0	407
Nedlands	1	9786
Needilup	0	5
Needilup	1	101
Neendaling	1	22
Neerabup	0	4
Neerabup	1	103
Neergabby	0	16
Neergabby	1	217
Nembudding	1	11
Neridup	0	14
Neridup	1	133
Nerren Nerren	1	4
New Norcia	0	3
New Norcia	1	97
Newcarlbeon	1	26
Newdegate	0	32
Newdegate	1	137
Newlands (WA)	0	7
Newlands (WA)	1	110
Newman	0	510
Newman	1	6728
Ngaanyatjarra-Giles	0	60
Ngaanyatjarra-Giles	1	901
Nickol	0	224
Nickol	1	4394
Nilgen	0	25
Nilgen	1	203
Nillup	0	7
Nillup	1	48
Ningaloo	1	15
Nippering	0	3
Nippering	1	17
Nirimba	0	3
Nirimba	1	69
Noggerup	0	12
Noggerup	1	70
Nokaning	1	53
Nolba	1	18
Nollamara	0	465
Nollamara	1	11097
Nomans Lake	0	12
Nomans Lake	1	40
Noranda	0	285
Noranda	1	7687
Nornalup	0	11
Nornalup	1	57
Norpa	0	3
Norpa	1	14
Norseman	0	53
Norseman	1	525
North Baandee	1	40
North Beach (WA)	0	233
North Beach (WA)	1	3177
North Bodallin	1	21
North Boyanup	0	9
North Boyanup	1	332
North Burngup	1	9
North Cascade	1	4
North Coogee	0	149
North Coogee	1	2232
North Dandalup	0	45
North Dandalup	1	666
North Eradu	1	14
North Fremantle	0	243
North Fremantle	1	3094
North Greenbushes	0	3
North Greenbushes	1	113
North Jindong	0	8
North Jindong	1	66
North Kellerberrin	1	39
North Kukerin	0	5
North Kukerin	1	75
North Kununoppin	0	4
North Kununoppin	1	27
North Lake	0	46
North Lake	1	1248
North Lake Grace	1	19
North Moulyinning	1	38
North Perth	0	387
North Perth	1	8356
North Plantations	0	16
North Plantations	1	337
North Stirlings	1	23
North Tammin	0	6
North Tammin	1	114
North Trayning	1	24
North Walpole	0	9
North Walpole	1	83
North West Cape	0	12
North West Cape	1	113
North Wialki	0	6
North Wialki	1	4
North Yelbeni	1	16
North Yunderup	0	89
North Yunderup	1	765
Northam	0	397
Northam	1	6153
Northampton	0	75
Northampton	1	746
Northbridge (WA)	0	84
Northbridge (WA)	1	1224
Northcliffe	0	38
Northcliffe	1	266
Northern Gully	1	17
Nowergup	0	3
Nowergup	1	189
Nugadong	1	15
Nukarni	0	3
Nukarni	1	48
Nullagine	0	66
Nullagine	1	1635
Nullaki	1	31
Nulsen	0	46
Nulsen	1	1087
Nungarin	0	8
Nungarin	1	141
Nunierra	0	3
Nunierra	1	9
Nunile	0	3
Nunile	1	92
Nyabing	0	23
Nyabing	1	274
O'Connor (WA)	0	44
O'Connor (WA)	1	425
Oakford	0	105
Oakford	1	2524
Ocean Beach	0	92
Ocean Beach	1	853
Ocean Reef	0	316
Ocean Reef	1	7522
Ogilvie	0	5
Ogilvie	1	53
Old Plains	0	3
Old Plains	1	64
Oldbury	0	16
Oldbury	1	320
Ongerup	0	14
Ongerup	1	76
Onslow	0	106
Onslow	1	748
Oombulgurri	0	3
Oombulgurri	1	12
Ora Banda	1	8
Orana	0	135
Orana	1	1913
Orange Grove (WA)	0	39
Orange Grove (WA)	1	703
Orange Springs	0	4
Orange Springs	1	13
Orchid Valley	1	29
Ord River	0	19
Ord River	1	119
Orelia	0	287
Orelia	1	4414
Osborne Park	0	236
Osborne Park	1	3886
Osmington	0	9
Osmington	1	126
Padbury	0	400
Padbury	1	7786
Palgarup	0	7
Palgarup	1	142
Pallinup	0	13
Pallinup	1	78
Palmdale (WA)	1	23
Palmer (WA)	0	5
Palmer (WA)	1	54
Palmyra (WA)	0	364
Palmyra (WA)	1	6593
Pannawonica	0	49
Pannawonica	1	644
Pantapin	0	3
Pantapin	1	32
Paraburdoo	0	110
Paraburdoo	1	1274
Paradise (WA)	1	162
Pardoo	0	3
Pardoo	1	50
Parkerville	0	153
Parkerville	1	2174
Parkeston	0	3
Parkeston	1	61
Parkfield	0	10
Parkfield	1	46
Parklands (WA)	0	37
Parklands (WA)	1	546
Parkwood (WA)	0	242
Parkwood (WA)	1	5788
Parmelia	0	295
Parmelia	1	5711
Parryville	0	3
Parryville	1	64
Paulls Valley	0	4
Paulls Valley	1	60
Paynedale	0	3
Paynedale	1	45
Paynes Find	0	9
Paynes Find	1	45
Paynesville (WA)	1	8
Peaceful Bay	0	10
Peaceful Bay	1	58
Peak Hill (WA)	0	6
Peak Hill (WA)	1	155
Pearsall	0	189
Pearsall	1	3677
Peedamulla	0	7
Peedamulla	1	11
Peerabeelup	0	5
Peerabeelup	1	8
Pegs Creek	0	156
Pegs Creek	1	1848
Pelican Point (WA)	0	66
Pelican Point (WA)	1	809
Pemberton	0	68
Pemberton	1	910
Peppermint Grove	0	77
Peppermint Grove	1	1560
Peppermint Grove Beach	0	53
Peppermint Grove Beach	1	410
Perenjori	0	25
Perenjori	1	250
Perillup	1	50
Peron	0	3
Peron	1	21
Perth (WA)	0	731
Perth (WA)	1	10689
Perth Airport	1	28
Perup	0	17
Perup	1	130
Petrudor	1	11
Piara Waters	0	319
Piara Waters	1	8791
Piawaning	0	3
Piawaning	1	55
Piccadilly (WA)	0	131
Piccadilly (WA)	1	2128
Pickering Brook	0	18
Pickering Brook	1	552
Picton (WA)	0	7
Picton (WA)	1	72
Picton East	0	13
Picton East	1	100
Piesse Brook	0	14
Piesse Brook	1	202
Piesseville	0	5
Piesseville	1	55
Pindar	0	3
Pindar	1	30
Pingaring	0	19
Pingaring	1	58
Pingelly	0	63
Pingelly	1	748
Pingrup	0	32
Pingrup	1	232
Pinjar	0	3
Pinjar	1	89
Pinjarra	0	310
Pinjarra	1	4601
Pink Lake	0	82
Pink Lake	1	836
Pintharuka	1	24
Pinwernying	0	15
Pinwernying	1	119
Pippingarra	0	8
Pippingarra	1	161
Pithara	0	3
Pithara	1	108
Plumridge Lakes	0	34
Plumridge Lakes	1	308
Point Samson	0	17
Point Samson	1	213
Popanyinning	0	25
Popanyinning	1	154
Porongurup	0	10
Porongurup	1	280
Port Albany	0	17
Port Albany	1	108
Port Denison	0	125
Port Denison	1	1286
Port Hedland	0	283
Port Hedland	1	3892
Port Kennedy	0	856
Port Kennedy	1	12923
Preston Beach	0	31
Preston Beach	1	194
Preston Settlement	0	5
Preston Settlement	1	125
Prevelly	0	12
Prevelly	1	182
Prince Regent River	1	3
Pumphreys Bridge	0	3
Pumphreys Bridge	1	18
Purnululu	0	12
Purnululu	1	4
Quairading	0	66
Quairading	1	578
Qualeup	1	55
Quedjinup	0	79
Quedjinup	1	323
Queens Park (WA)	0	222
Queens Park (WA)	1	6429
Queenwood	0	3
Queenwood	1	80
Quelagetting	1	17
Quellington	1	37
Quindalup	0	119
Quindalup	1	1219
Quindanning	0	8
Quindanning	1	46
Quinninup	0	7
Quinninup	1	149
Quinns Rocks	0	477
Quinns Rocks	1	8258
Ranford	1	179
Rangeway	0	149
Rangeway	1	1736
Ravensthorpe	0	61
Ravensthorpe	1	442
Ravenswood (WA)	0	152
Ravenswood (WA)	1	2022
Rawlinna	1	27
Red Gully	0	3
Red Gully	1	31
Red Hill (WA)	1	69
Redbank (WA)	0	8
Redbank (WA)	1	33
Redcliffe (WA)	0	274
Redcliffe (WA)	1	4692
Redgate (WA)	0	11
Redgate (WA)	1	73
Redmond	0	14
Redmond	1	189
Redmond West	0	4
Redmond West	1	68
Reedy	1	3
Regans Ford	0	4
Regans Ford	1	19
Reinscourt	0	30
Reinscourt	1	216
Ridgewood (WA)	0	215
Ridgewood (WA)	1	4455
Ringbark	0	8
Ringbark	1	105
Riverton (WA)	0	205
Riverton (WA)	1	5434
Rivervale	0	558
Rivervale	1	9807
Robinson	0	53
Robinson	1	552
Rockingham (WA)	0	965
Rockingham (WA)	1	13470
Rocklea (WA)	0	3
Rocklea (WA)	1	272
Rockwell	1	3
Rocky Gully (WA)	0	3
Rocky Gully (WA)	1	91
Roebourne	0	49
Roebourne	1	925
Roebuck	0	23
Roebuck	1	492
Roelands	0	63
Roelands	1	779
Roleystone	0	328
Roleystone	1	6308
Rosa Brook	0	12
Rosa Brook	1	194
Rosa Glen	0	13
Rosa Glen	1	151
Rossmore (WA)	1	5
Rossmoyne	0	142
Rossmoyne	1	3181
Rothsay	1	156
Rottnest Island	0	14
Rottnest Island	1	328
Ruabon	0	5
Ruabon	1	73
Rudds Gully	0	17
Rudds Gully	1	164
Ryansbrook	0	3
Ryansbrook	1	63
Sabina River	0	3
Sabina River	1	69
Safety Bay	0	486
Safety Bay	1	6919
Salmon Gums	0	26
Salmon Gums	1	167
Salter Point	0	134
Salter Point	1	2711
Samson	0	96
Samson	1	1823
San Remo (WA)	0	52
San Remo (WA)	1	918
Sandsprings	1	9
Sandstone	0	11
Sandstone	1	77
Sandy Gully (WA)	0	5
Sandy Gully (WA)	1	75
Sawyers Valley	0	57
Sawyers Valley	1	937
Scaddan	0	18
Scaddan	1	112
Scarborough (WA)	0	1039
Scarborough (WA)	1	14433
Scotsdale	0	59
Scotsdale	1	398
Scott River	0	3
Scott River	1	57
Scott River East	0	3
Scott River East	1	18
Scotts Brook	1	68
Seabird	0	23
Seabird	1	58
Secret Harbour	0	724
Secret Harbour	1	11342
Seppings	0	11
Seppings	1	168
Serpentine (WA)	0	126
Serpentine (WA)	1	2189
Seville Grove	0	406
Seville Grove	1	9859
Shackleton	0	4
Shackleton	1	92
Shadforth (WA)	0	58
Shadforth (WA)	1	628
Shannon (WA)	1	4
Shelley (WA)	0	189
Shelley (WA)	1	4336
Shenton Park	0	186
Shenton Park	1	4336
Sherlock (WA)	1	3
Shoalwater (WA)	0	294
Shoalwater (WA)	1	3808
Siesta Park	0	13
Siesta Park	1	71
Silver Sands	0	118
Silver Sands	1	1139
Sinagra	0	102
Sinagra	1	2534
Sinclair	0	59
Sinclair	1	820
Singleton (WA)	0	224
Singleton (WA)	1	3525
Smith Brook	0	4
Smith Brook	1	52
Somerville (WA)	0	229
Somerville (WA)	1	3926
Sorrento (WA)	0	372
Sorrento (WA)	1	6966
South Bodallin	1	8
South Boulder	0	104
South Boulder	1	1271
South Bunbury	0	641
South Bunbury	1	7778
South Burracoppin	0	3
South Burracoppin	1	25
South Carnarvon	0	76
South Carnarvon	1	895
South Datatine	1	20
South Doodlakine	0	4
South Doodlakine	1	45
South Fremantle	0	206
South Fremantle	1	2874
South Glencoe	1	20
South Greenough	1	99
South Guildford	0	175
South Guildford	1	3138
South Hedland	0	559
South Hedland	1	8911
South Kalgoorlie	0	282
South Kalgoorlie	1	4637
South Kukerin	1	23
South Kumminin	1	76
South Kununoppin	0	3
South Kununoppin	1	15
South Lake	0	256
South Lake	1	5607
South Lake Grace	0	3
South Lake Grace	1	31
South Murchison	0	3
South Murchison	1	63
South Newdegate	0	11
South Newdegate	1	26
South Perth	0	664
South Perth	1	11385
South Plantations	0	5
South Plantations	1	198
South Quairading	0	10
South Quairading	1	50
South Stirling	1	12
South Tammin	0	4
South Tammin	1	72
South Trayning	0	3
South Trayning	1	36
South Yelbeni	1	31
South Yilgarn	0	3
South Yilgarn	1	13
South Yuna	1	24
South Yunderup	0	297
South Yunderup	1	2818
Southampton (WA)	0	7
Southampton (WA)	1	66
Southern Brook	0	3
Southern Brook	1	67
Southern Cross (WA)	0	71
Southern Cross (WA)	1	613
Southern River	0	375
Southern River	1	9974
Spalding (WA)	0	118
Spalding (WA)	1	1962
Spearwood	0	458
Spearwood	1	9578
Spencer Park	0	244
Spencer Park	1	3176
Spencers Brook	0	13
Spencers Brook	1	76
Springfield (WA)	0	19
Springfield (WA)	1	236
Springs	1	12
St George Ranges	0	82
St George Ranges	1	1160
St James (WA)	0	208
St James (WA)	1	4696
St Ronans	1	46
Stake Hill	0	16
Stake Hill	1	468
Stirling (WA)	0	402
Stirling (WA)	1	9276
Stirling Estate	0	4
Stirling Estate	1	156
Stoneville	0	166
Stoneville	1	2266
Stove Hill	1	40
Strathalbyn (WA)	0	74
Strathalbyn (WA)	1	1159
Stratham	0	53
Stratham	1	656
Stratherne	0	3
Stratherne	1	13
Stratton	0	143
Stratton	1	3185
Strelley	1	46
Sturt Creek	0	64
Sturt Creek	1	384
Subiaco	0	537
Subiaco	1	8665
Success	0	433
Success	1	9719
Sunnyside (WA)	0	7
Sunnyside (WA)	1	69
Sunset Beach	0	118
Sunset Beach	1	1348
Swan View	0	425
Swan View	1	7481
Swanbourne	0	211
Swanbourne	1	3847
Takalarup	0	7
Takalarup	1	96
Talandji	0	9
Talandji	1	3098
Talbot (WA)	0	14
Talbot (WA)	1	97
Talbot West	0	3
Talbot West	1	14
Talgomine	0	7
Talgomine	1	26
Tamala	1	3
Tambellup	0	39
Tambellup	1	329
Tammin	0	23
Tammin	1	178
Tampu	1	5
Tanami (WA)	0	54
Tanami (WA)	1	326
Tandegin	1	14
Tapping	0	345
Tapping	1	9119
Tarcoola Beach	0	91
Tarcoola Beach	1	1199
Tardun	1	31
Tarin Rock	0	7
Tarin Rock	1	33
Teesdale (WA)	0	10
Teesdale (WA)	1	93
