SSC_NAME16	OnlyEnglishSpokenHome	persons
Ellerbeck	1	185
Ellesmere	0	8
Ellesmere	1	309
Ellinjaa	1	26
Ellinthorp	1	23
Elliott (Qld)	0	14
Elliott (Qld)	1	106
Elliott Heads	0	37
Elliott Heads	1	951
Ellis Beach	1	19
Elphinstone (Isaac - Qld)	1	6
Elphinstone (Toowoomba - Qld)	1	52
Emerald (Qld)	0	906
Emerald (Qld)	1	11765
Emu Creek (Qld)	1	80
Emu Park	0	38
Emu Park	1	1956
Emu Vale	0	3
Emu Vale	1	172
England Creek	1	29
Enoggera	0	440
Enoggera	1	4468
Enoggera Reservoir	1	19
Epsom (Qld)	1	9
Erakala	0	10
Erakala	1	514
Ernestina	1	16
Eromanga	1	115
Erub Island	0	278
Erub Island	1	13
Esk (Qld)	0	41
Esk (Qld)	1	1557
Eskdale (Qld)	1	33
Esmeralda	1	11
Etna Creek	0	3
Etna Creek	1	220
Eton	0	5
Eton	1	611
Etty Bay	0	11
Etty Bay	1	366
Eubenangee	0	14
Eubenangee	1	214
Eudlo	0	56
Eudlo	1	990
Eukey	1	120
Euleilah	0	8
Euleilah	1	151
Eulo	0	3
Eulo	1	85
Eumamurrin	1	76
Eumundi	0	112
Eumundi	1	1989
Eungella (Qld)	1	153
Eungella Dam	1	12
Eungella Hinterland	1	3
Euramo	0	10
Euramo	1	124
Eureka (Qld)	0	4
Eureka (Qld)	1	150
Eurella	1	16
Eurimbula	1	4
Eurombah	1	62
Eurong	0	3
Eurong	1	30
Euthulla	1	324
Evans Landing	0	10
Evans Landing	1	41
Evanslea	1	39
Evelyn	0	8
Evelyn	1	172
Evergreen	1	40
Everton Hills	0	416
Everton Hills	1	5347
Everton Park	0	1090
Everton Park	1	7417
Fairdale	1	38
Fairfield (Qld)	0	559
Fairfield (Qld)	1	2275
Fairney View	0	3
Fairney View	1	208
Fairy Bower	0	8
Fairy Bower	1	88
Fairyland	1	64
Fairymead	1	32
Farleigh	0	8
Farleigh	1	737
Farnborough	0	19
Farnborough	1	428
Farnsfield	1	114
Fassifern (Qld)	1	23
Fassifern Valley	1	89
Federal (Qld)	0	7
Federal (Qld)	1	276
Felton	0	4
Felton	1	248
Felton South	1	57
Feluga	0	13
Feluga	1	227
Ferney	1	78
Fernvale (Qld)	0	105
Fernvale (Qld)	1	2847
Ferny Glen	0	8
Ferny Glen	1	71
Ferny Grove	0	526
Ferny Grove	1	4987
Ferny Hills	0	407
Ferny Hills	1	8067
Ficks Crossing	1	35
Fielding	1	4
Fifteen Mile	1	33
Fig Tree Pocket	0	499
Fig Tree Pocket	1	3406
Finch Hatton	0	20
Finch Hatton	1	430
Finlayvale	0	5
Finlayvale	1	21
Finnie	1	72
Fisher (Qld)	1	4
Fishermans Pocket	0	6
Fishermans Pocket	1	21
Fishery Falls	0	7
Fishery Falls	1	122
Fitzgerald Creek	0	9
Fitzgerald Creek	1	60
Fitzgibbon	0	1950
Fitzgibbon	1	3441
Fitzroy Island	0	5
Fitzroy Island	1	23
Flagstone Creek	1	204
Flametree	0	11
Flametree	1	91
Flaxton	0	53
Flaxton	1	824
Fletcher (Qld)	0	6
Fletcher (Qld)	1	81
Fleurbaix	0	5
Fleurbaix	1	32
Flinders View	0	238
Flinders View	1	5372
Flinton	1	34
Flying Fish Point	0	22
Flying Fish Point	1	349
Flying Fox (Qld)	1	58
Fordsdale	1	52
Foreshores	0	3
Foreshores	1	123
Forest Creek	0	8
Forest Creek	1	81
Forest Glen (Qld)	0	73
Forest Glen (Qld)	1	1212
Forest Hill (Qld)	0	49
Forest Hill (Qld)	1	840
Forest Lake	0	6256
Forest Lake	1	15623
Forest Ridge	1	34
Forest Springs	0	7
Forest Springs	1	65
Forestdale	0	383
Forestdale	1	2049
Foresthome	0	4
Foresthome	1	75
Forestvale	1	47
Formartin	0	11
Formartin	1	82
Forrest Beach (Qld)	0	26
Forrest Beach (Qld)	1	1128
Forsayth	1	121
Fortitude Valley	0	1888
Fortitude Valley	1	4069
Forty Mile	1	17
Fossilbrook	1	5
Foulden	1	3
Four Ways	1	17
Foxdale	1	107
Frankfield	1	31
Fraser Island	0	17
Fraser Island	1	116
Frazerview	1	32
Fredericksfield	0	16
Fredericksfield	1	195
Freestone	1	203
Frenches Creek	0	4
Frenches Creek	1	78
Frenchville	0	496
Frenchville	1	8020
Freshwater (Qld)	0	151
Freshwater (Qld)	1	1790
Freshwater Point	1	112
Friday Pocket	0	4
Friday Pocket	1	34
Fulham (Qld)	1	35
Gaeta	0	3
Gaeta	1	110
Gailes	0	346
Gailes	1	1276
Gainsford	1	14
Gairloch	0	8
Gairloch	1	31
Galilee	1	12
Gamboola	1	8
Garbutt	0	152
Garbutt	1	1866
Garfield (Qld)	1	35
Gargett	0	6
Gargett	1	227
Garnant	1	92
Garners Beach	1	21
Garradunga	0	29
Garradunga	1	119
Gatton	0	1437
Gatton	1	5151
Gaven	0	103
Gaven	1	1384
Gayndah	0	100
Gayndah	1	1657
Gaythorne	0	294
Gaythorne	1	2498
Geebung	0	550
Geebung	1	3864
Geham	0	9
Geham	1	462
Gemini Mountains	1	43
Georgetown (Qld)	0	9
Georgetown (Qld)	1	303
Georgina (Qld)	1	7
Germantown (Qld)	0	5
Germantown (Qld)	1	53
Gheerulla	0	11
Gheerulla	1	193
Ghinghinda	1	36
Gigoomgan	1	27
Gilbert River	1	28
Gilberton (Etheridge - Qld)	1	4
Gilberton (Gold Coast - Qld)	1	23
Gilla	1	32
Gilldora	1	36
Gilston	0	197
Gilston	1	2099
Gin Gin (Qld)	0	41
Gin Gin (Qld)	1	925
Gindie	0	9
Gindie	1	189
Gindoran	1	3
Ginoondan	1	16
Giru	0	15
Giru	1	320
Givelda	1	43
Gladfield (Qld)	1	59
Gladstone Central	0	222
Gladstone Central	1	1029
Gladstone Harbour	1	24
Glamorgan Vale	0	3
Glamorgan Vale	1	354
Glan Devon	1	226
Glanmire (Qld)	1	13
Glass House Mountains	0	180
Glass House Mountains	1	4603
Glastonbury	1	328
Glebe (Qld)	1	24
Glen Allyn	1	142
Glen Aplin	0	29
Glen Aplin	1	444
Glen Boughton	0	4
Glen Boughton	1	13
Glen Cairn	0	3
Glen Cairn	1	104
Glen Echo	1	25
Glen Eden	0	134
Glen Eden	1	2382
Glen Esk	0	3
Glen Esk	1	50
Glen Isla	1	29
Glen Niven	0	7
Glen Niven	1	71
Glen Russell	0	5
Glen Russell	1	7
Glenarbon	0	3
Glenarbon	1	32
Glenaubyn	1	45
Glenaven	0	4
Glenaven	1	68
Glenbar	1	11
Glencoe (Qld)	1	276
Glendale (Qld)	0	10
Glendale (Qld)	1	567
Glenden	0	25
Glenden	1	532
Gleneagle	0	47
Gleneagle	1	1717
Glenella	0	356
Glenella	1	3939
Glenfern (Qld)	1	10
Glengallan	1	49
Glenhaughton	1	18
Glenlee (Qld)	0	21
Glenlee (Qld)	1	1125
Glenleigh	1	33
Glenlyon (Qld)	1	25
Glenmoral	1	50
Glenmorgan	1	138
Glenorchy (Qld)	1	71
Glenore Grove	0	12
Glenore Grove	1	759
Glenrae	1	76
Glenrock (Qld)	1	38
Glenroy (Qld)	1	26
Glenvale	0	485
Glenvale	1	5517
Glenview	0	37
Glenview	1	1107
Glenwood (Qld)	0	42
Glenwood (Qld)	1	1377
Godwin Beach	0	5
Godwin Beach	1	434
Gogango	0	3
Gogango	1	106
Golden Beach (Qld)	0	193
Golden Beach (Qld)	1	5035
Golden Fleece	0	3
Golden Fleece	1	44
Goldfields	1	16
Goldsborough (Qld)	0	29
Goldsborough (Qld)	1	845
Gooburrum	0	25
Gooburrum	1	1318
Good Night	0	5
Good Night	1	93
Goodar	0	3
Goodar	1	52
Goodger	1	178
Goodna	0	3202
Goodna	1	6270
Goodwood (Qld)	0	3
Goodwood (Qld)	1	152
Googa Creek	1	39
Goolboo	0	8
Goolboo	1	9
Goolman	1	42
Goomally	1	20
Goombi	1	33
Goomboorian	0	10
Goomboorian	1	455
Goombungee	0	12
Goombungee	1	961
Goomburra	0	17
Goomburra	1	225
Goomeri	0	12
Goomeri	1	597
Goomeribong	1	39
Goondi	1	45
Goondi Bend	0	44
Goondi Bend	1	484
Goondi Hill	0	60
Goondi Hill	1	387
Goondiwindi	0	225
Goondiwindi	1	5483
Goorganga Creek	1	7
Gooroolba	1	12
Gootchie	1	76
Goovigen	1	197
Goowarra	1	20
Goranba	0	14
Goranba	1	104
Gordon Park	0	542
Gordon Park	1	3475
Gordonbrook	0	4
Gordonbrook	1	160
Gordonstone	1	3
Gordonvale	0	354
Gordonvale	1	5828
Gore	1	25
Gowrie Junction	0	25
Gowrie Junction	1	2007
Gowrie Little Plain	1	65
Gowrie Mountain	1	215
Gowrie Station	1	15
Gracemere	0	395
Gracemere	1	10165
Graceville	0	464
Graceville	1	4026
Grahams Creek	1	127
Granadilla	1	77
Grand Secret	0	3
Grand Secret	1	153
Grandchester	0	8
Grandchester	1	400
Grange (Qld)	0	310
Grange (Qld)	1	3864
Grant	1	11
Grantham	0	15
Grantham	1	572
Granville (Qld)	0	36
Granville (Qld)	1	2440
Grapetree	0	5
Grapetree	1	24
Grasstree Beach	0	28
Grasstree Beach	1	627
Grays Gate	1	30
Green Hill	0	9
Green Hill	1	137
Green Island	0	3
Green Island	1	17
Greenbank	0	700
Greenbank	1	6636
Greenlands (Qld)	0	16
Greenlands (Qld)	1	202
Greenmount (Mackay - Qld)	0	12
Greenmount (Mackay - Qld)	1	434
Greenmount (Toowoomba - Qld)	0	7
Greenmount (Toowoomba - Qld)	1	656
Greens Creek (Qld)	0	4
Greens Creek (Qld)	1	306
Greenslopes	0	2005
Greenslopes	1	6406
Greenswamp	1	35
Greenup	1	18
Greenvale (Qld)	1	201
Greenview	1	84
Greenwood (Qld)	1	32
Gregors Creek	1	85
Gregory (Qld)	1	61
Gregory River (Bundaberg - Qld)	1	56
Gregory River (Whitsunday - Qld)	0	5
Gregory River (Whitsunday - Qld)	1	250
Greycliffe	1	24
Greymare	1	49
Griffin	0	815
Griffin	1	5591
Groganville	1	7
Groomsville	1	106
Groper Creek	0	3
Groper Creek	1	56
Grosmont	1	110
Grosvenor	1	16
Guanaba	0	20
Guanaba	1	667
Gulliver	0	187
Gulliver	1	2485
Guluguba	0	3
Guluguba	1	100
Gumdale	0	192
Gumdale	1	1862
Gumlow	1	149
Gumlu	0	11
Gumlu	1	143
Gunalda	0	4
Gunalda	1	327
Gundiah	0	3
Gundiah	1	106
Gungaloon	1	27
Gunnawarra	1	13
Gunnewin	1	55
Gunpowder	1	30
Gunyarra	1	16
Gurgeena	1	28
Gurulmundi	1	7
Guthalungra	1	90
Gwambegwine	1	18
Gympie	0	328
Gympie	1	9563
Habana	0	39
Habana	1	862
Haden	1	188
Haigslea	0	6
Haigslea	1	416
Hail Creek	0	7
Hail Creek	1	93
Haliday Bay	0	3
Haliday Bay	1	146
Halifax	0	25
Halifax	1	408
Haly Creek	1	121
Hamilton (Qld)	0	1049
Hamilton (Qld)	1	5163
Hamilton Creek	1	95
Hamilton Plains	1	72
Hampden (Qld)	0	10
Hampden (Qld)	1	530
Hampton (Qld)	0	3
Hampton (Qld)	1	337
Hannaford	1	108
Happy Valley (Qld)	0	106
Happy Valley (Qld)	1	597
Harlaxton	0	93
Harlaxton	1	2202
Harlin	1	160
Harrami	1	33
Harriet	1	4
Harristown	0	693
Harristown	1	7230
Harrisville	0	13
Harrisville	1	574
Hatton Vale	0	38
Hatton Vale	1	1412
Hawkins Creek	0	4
Hawkins Creek	1	202
Hawkwood	1	27
Hawthorne	0	409
Hawthorne	1	4369
Hay Point	0	22
Hay Point	1	1198
Hazeldean	0	4
Hazeldean	1	250
Hazledean	0	3
Hazledean	1	15
Headington Hill	1	56
Healy	0	129
Healy	1	1622
Heathwood	0	1160
Heathwood	1	1502
Heatley	0	345
Heatley	1	3426
Hebel	1	56
Helens Hill	0	15
Helens Hill	1	92
Helensvale	0	1650
Helensvale	1	14189
Helidon	0	25
Helidon	1	942
Helidon Spa	0	16
Helidon Spa	1	472
Hemmant	0	266
Hemmant	1	1998
Hendon (Qld)	0	5
Hendon (Qld)	1	185
Hendra	0	397
Hendra	1	3917
Herberton	0	68
Herberton	1	727
Heritage Park	0	807
Heritage Park	1	3963
Hermit Park	0	315
Hermit Park	1	2865
Herston	0	663
Herston	1	1258
Hervey Range	1	250
Hibernia	1	44
Hidden Valley (Qld)	0	19
Hidden Valley (Qld)	1	372
Hideaway Bay	0	6
Hideaway Bay	1	190
Highfields (Qld)	0	186
Highfields (Qld)	1	7553
Highgate Hill	0	1725
Highgate Hill	1	3935
Highgrove	1	29
Highland Park	0	573
Highland Park	1	5668
Highland Plains (Maranoa - Qld)	1	5
Highland Plains (Toowoomba - Qld)	1	35
Highvale	0	64
Highvale	1	1623
Highworth	0	20
Highworth	1	257
Hillcrest (Qld)	0	942
Hillcrest (Qld)	1	4430
Hillview	1	68
Hirstglen	1	74
Hivesville	0	8
Hivesville	1	142
Hobartville (Qld)	1	50
Hodgleigh	0	4
Hodgleigh	1	127
Hodgson	1	57
Hodgson Vale	0	65
Hodgson Vale	1	1279
Holland Park	0	1172
Holland Park	1	6553
Holland Park West	0	1077
Holland Park West	1	5008
Holloways Beach	0	182
Holloways Beach	1	1921
Hollywell	0	177
Hollywell	1	2563
Holmview	0	337
Holmview	1	1908
Home Creek	1	19
Home Hill	0	153
Home Hill	1	2528
Homebush (Qld)	0	14
Homebush (Qld)	1	236
Homestead	1	45
Hookswood	1	43
Hope Island	0	1084
Hope Island	1	9066
Hope Vale	0	726
Hope Vale	1	178
Hopeland (Qld)	0	3
Hopeland (Qld)	1	129
Horn	0	288
Horn	1	157
Horse Camp	0	6
Horse Camp	1	376
Horse Creek	1	110
Horseshoe Bay	0	41
Horseshoe Bay	1	484
Horseshoe Lagoon	0	29
Horseshoe Lagoon	1	172
Horton	0	3
Horton	1	144
Howard	0	25
Howard	1	1192
Howitt	1	16
Hoya	0	3
Hoya	1	197
Hudson	0	15
Hudson	1	175
Hughenden	0	17
Hughenden	1	1013
Hull Heads	0	6
Hull Heads	1	92
Humboldt	1	13
Humeburn	1	22
Humphery	0	3
Humphery	1	25
Hunchy	0	30
Hunchy	1	484
Hungerford (Qld)	1	11
Hurricane	1	17
Hutton Creek	1	23
Hyde Park (Qld)	0	94
Hyde Park (Qld)	1	1216
Iama Island	0	274
Iama Island	1	16
Ibis	1	4
Idalia	0	494
Idalia	1	3750
Ideraway	1	26
Ilbilbie	0	6
Ilbilbie	1	294
Ilfracombe	1	234
Ilkley	0	28
Ilkley	1	731
Illinbah	0	7
Illinbah	1	114
Image Flat	0	12
Image Flat	1	404
Imbil	0	6
Imbil	1	840
Inala	0	7553
Inala	1	5906
Indooroopilly	0	3670
Indooroopilly	1	7939
Ingberry	1	11
Ingham	0	425
Ingham	1	3647
Inglestone	1	73
Inglewood (Qld)	0	47
Inglewood (Qld)	1	815
Ingoldsby	0	3
Ingoldsby	1	62
Injinoo	0	490
Injinoo	1	34
Injune	0	16
Injune	1	420
Inkerman (Qld)	0	3
Inkerman (Qld)	1	141
Innes Park	0	87
Innes Park	1	2149
Innisfail	0	248
Innisfail	1	740
Innisfail Estate	0	278
Innisfail Estate	1	933
Innisplain	0	5
Innisplain	1	67
Innot Hot Springs	1	151
Inskip	1	17
Inverlaw	0	9
Inverlaw	1	180
Inverness	0	26
Inverness	1	444
Ipswich	0	181
Ipswich	1	2017
Iredale	0	3
Iredale	1	146
Iron Range	1	13
Ironbark (Qld)	0	19
Ironbark (Qld)	1	314
Irongate	0	3
Irongate	1	122
Ironpot (Livingstone - Qld)	0	3
Ironpot (Livingstone - Qld)	1	148
Ironpot (South Burnett - Qld)	1	46
Irvinebank	1	104
Irvingdale	0	3
Irvingdale	1	175
Isis Central	0	3
Isis Central	1	184
Isis River	0	3
Isis River	1	96
Isisford	1	192
Isla	1	146
Island Plantation	1	138
Iveragh	0	9
Iveragh	1	129
Ivory Creek	1	46
Jackson	1	56
Jackson North	1	61
Jackson South	1	10
Jacobs Well	0	64
Jacobs Well	1	1680
Jaffa	0	3
Jaffa	1	16
Jaggan	0	13
Jaggan	1	166
Jamboree Heights	0	781
Jamboree Heights	1	2252
Jandowae	0	4
Jandowae	1	959
Japoonvale	0	7
Japoonvale	1	113
Jardine	1	59
Jarra Creek	0	3
Jarra Creek	1	118
Jarvisfield	0	27
Jarvisfield	1	310
Jeebropilly	1	7
Jellinbah	1	33
Jensen	0	51
Jensen	1	1342
Jericho (Qld)	0	3
Jericho (Qld)	1	110
Jerona	1	36
Jimboomba	0	559
Jimboomba	1	11999
Jimbour East	1	190
Jimbour West	1	52
Jimna	1	66
Jindalee (Qld)	0	791
Jindalee (Qld)	1	4390
Jinghi	1	73
Jobs Gate	1	8
Johnsons Hill	1	10
Johnstown	1	27
Jollys Lookout	0	3
Jollys Lookout	1	68
Jondaryan	0	3
Jondaryan	1	348
Jones Gully	1	14
Jones Hill	0	29
Jones Hill	1	820
Josephville	0	5
Josephville	1	153
Joskeleigh	1	54
Joyner	0	172
Joyner	1	2584
Jubilee Heights	0	9
Jubilee Heights	1	127
Jubilee Pocket	0	69
Jubilee Pocket	1	1530
Julago	1	103
Julatten	0	49
Julatten	1	904
Julia Creek	0	9
Julia Creek	1	464
Junabee	0	8
Junabee	1	200
Junction View	1	35
Jundah	1	93
Kaban	1	89
Kabra	1	375
Kagaru	1	17
Kaimkillenbun	0	18
Kaimkillenbun	1	258
Kairi	0	9
Kairi	1	402
Kalapa	1	68
Kalbar	0	24
Kalbar	1	994
Kalinga	0	209
Kalinga	1	1792
Kalkadoon	1	16
Kalkie	0	143
Kalkie	1	2458
Kallangur	0	1372
Kallangur	1	17863
Kalpowar	1	55
Kalunga	0	5
Kalunga	1	71
Kamerunga	0	140
Kamerunga	1	842
Kandanga	0	6
Kandanga	1	595
Kandanga Creek	0	3
Kandanga Creek	1	117
Kangaroo Point (Qld)	0	1928
Kangaroo Point (Qld)	1	5438
Kanigan	0	4
Kanigan	1	98
Kanimbla (Qld)	0	477
Kanimbla (Qld)	1	1987
Kapaldo	1	41
Karalee	0	122
Karalee	1	4042
Karana Downs	0	171
Karana Downs	1	3569
Karara	1	117
Karawatha	1	17
Karrabin	0	5
Karrabin	1	395
Karragarra Island	0	15
Karragarra Island	1	177
Karumba	0	32
Karumba	1	441
Kawana	0	358
Kawana	1	3787
Kawl Kawl	1	18
Kawungan	0	177
Kawungan	1	4265
Kearneys Spring	0	1629
Kearneys Spring	1	6250
Kedron	0	1180
Kedron	1	7660
Kelsey Creek	1	107
Kelso (Qld)	0	437
Kelso (Qld)	1	9276
Kelvin Grove	0	3009
Kelvin Grove	1	4316
Kelvinhaugh	1	38
Kemmis	1	3
Kenilworth	0	13
Kenilworth	1	513
Kenmore	0	1446
Kenmore	1	7295
Kenmore Hills	0	358
Kenmore Hills	1	1918
Kennedy	0	10
Kennedy	1	141
Kensington (Qld)	0	21
Kensington (Qld)	1	482
Kensington Grove	0	29
Kensington Grove	1	1555
Kents Lagoon	1	51
Kents Pocket	1	24
Kentville	0	6
Kentville	1	91
Keperra	0	564
Keperra	1	5998
Kepnock	0	166
Kepnock	1	3994
Keppel Sands	0	3
Keppel Sands	1	327
Keriri Island	0	217
Keriri Island	1	21
Kerry	0	10
Kerry	1	293
Kewarra Beach	0	535
Kewarra Beach	1	4715
Keysland	1	11
Kholo	0	17
Kholo	1	371
Khosh Bulduk	1	45
Kia Ora (Qld)	0	3
Kia Ora (Qld)	1	191
Kiamba	0	6
Kiamba	1	166
Kianga (Qld)	1	210
Kidaman Creek	0	3
Kidaman Creek	1	114
Kiels Mountain	0	39
Kiels Mountain	1	590
Kilbirnie	0	3
Kilbirnie	1	46
Kilcoy	0	351
Kilcoy	1	1451
Kilcummin	0	4
Kilcummin	1	234
Kilkivan	0	6
Kilkivan	1	661
Killaloe	0	5
Killaloe	1	94
Killarney (Qld)	0	21
Killarney (Qld)	1	868
Kimberley (Qld)	1	25
Kin Kin	0	22
Kin Kin	1	646
Kin Kora	0	207
Kin Kora	1	2233
Kinbombi	1	37
Kinchant Dam	0	3
Kinchant Dam	1	114
Kincora	1	57
Kindon	1	9
King Scrub	0	6
King Scrub	1	296
Kingaham	1	14
Kingaroy	0	330
Kingaroy	1	9096
Kings Beach	0	258
Kings Beach	1	2286
Kings Creek	1	71
Kings Siding	1	16
Kingsholme	0	4
Kingsholme	1	258
Kingsthorpe	0	32
Kingsthorpe	1	1753
Kingston (Qld)	0	2692
Kingston (Qld)	1	6727
Kinka Beach	0	11
Kinka Beach	1	525
Kinkuna	0	6
Kinkuna	1	98
Kinleymore	1	74
Kinnoul	1	63
Kioma	1	30
Kippa-Ring	0	712
Kippa-Ring	1	8464
Kirknie	0	3
Kirknie	1	53
Kirkwood	0	313
Kirkwood	1	1821
Kirrama	0	3
Kirrama	1	7
Kirwan	0	1366
Kirwan	1	18872
Kitoba	1	13
Kleinton	0	52
Kleinton	1	1485
Knapp Creek	0	3
Knapp Creek	1	54
Koah	0	43
Koah	1	497
Kobble Creek	0	18
Kobble Creek	1	587
Kogan	0	3
Kogan	1	142
Kokotungo	0	3
Kokotungo	1	86
Kolonga	1	41
Koongal	0	424
Koongal	1	3606
Kooralbyn	0	69
Kooralbyn	1	1531
Kooralgin	1	43
Kooringal (Qld)	1	33
Kooroongarra	1	52
Koumala	0	11
Koumala	1	756
Kowanyama	0	56
Kowanyama	1	865
Kowguran	1	37
Kragra	1	25
Kulangoor	0	18
Kulangoor	1	417
Kulgun	1	66
Kullogum	1	101
Kulpi	0	4
Kulpi	1	71
Kuluin	0	122
Kuluin	1	2144
Kumbarilla	0	6
Kumbarilla	1	137
Kumbia	0	8
Kumbia	1	260
Kunda Park	1	23
Kunioon	1	26
Kunwarara	0	4
Kunwarara	1	67
Kuraby	0	4110
Kuraby	1	3750
Kuranda	0	267
Kuranda	1	2408
Kureelpa	0	30
Kureelpa	1	825
Kureen	0	14
Kureen	1	106
Kuridala	1	5
Kurrimine Beach	0	34
Kurrimine Beach	1	659
Kurrowah	1	14
Kurumbul	1	47
Kurwongbah	0	70
Kurwongbah	1	1286
Kuttabul	0	12
Kuttabul	1	656
Kybong	0	10
Kybong	1	306
Kynuna	1	48
Kyoomba	1	84
Labrador	0	3064
Labrador	1	13396
Laceys Creek	0	4
Laceys Creek	1	243
Laglan	1	3
Lagoon Pocket	1	121
Laguna Quays	1	52
Laidley	0	135
Laidley	1	3322
Laidley Creek West	0	3
Laidley Creek West	1	136
Laidley Heights	0	39
Laidley Heights	1	1149
Laidley North	0	17
Laidley North	1	365
Laidley South	0	3
Laidley South	1	259
Lake Barrine	0	3
Lake Barrine	1	142
Lake Borumba	1	6
Lake Clarendon	0	5
Lake Clarendon	1	236
Lake Eacham	0	12
Lake Eacham	1	414
Lake Macdonald	0	57
Lake Macdonald	1	1264
Lake Manchester	1	23
Lake Mary	1	86
Lake Monduran	1	3
Lake Proserpine	1	8
Lake Wivenhoe	1	3
Lakefield	1	16
Lakeland	0	96
Lakeland	1	137
Lakes Creek	0	40
Lakes Creek	1	484
Lakeside	1	52
Lamb Island	0	31
Lamb Island	1	369
Lamington (Qld)	1	77
Lammermoor	0	69
Lammermoor	1	1972
Landers Shoot	0	13
Landers Shoot	1	221
Landsborough (Qld)	0	87
Landsborough (Qld)	1	3467
Lanefield	1	98
Langlands	1	7
Langlo	0	4
Langlo	1	46
Langshaw	0	3
Langshaw	1	164
Lannercost	0	11
Lannercost	1	108
Lansdowne (Qld)	1	11
Lanskey	1	48
Laravale	1	177
Lark Hill	0	3
Lark Hill	1	56
Laura (Qld)	0	9
Laura (Qld)	1	164
Lavelle	1	18
Lawes	0	105
Lawes	1	207
Lawgi Dawes	1	130
Lawn Hill	1	11
Lawnton	0	393
Lawnton	1	4875
Leafdale	1	28
Lefthand Branch	1	72
Leichhardt (Qld)	0	252
Leichhardt (Qld)	1	3239
Lemontree	1	43
Leslie	1	12
Leslie Dam	1	147
Lethebrook	0	3
Lethebrook	1	47
Leyburn	0	6
Leyburn	1	423
Leydens Hill	1	3
Lilydale (Qld)	1	75
Lilyvale (Central Highlands - Qld)	1	52
Lilyvale (Toowoomba - Qld)	1	45
Limestone (Qld)	1	3
Limestone Creek	1	165
Limestone Ridges	1	110
Limevale	1	52
Linden (Qld)	1	17
Linthorpe	0	3
Linthorpe	1	406
Linville	1	144
Little Mountain	0	422
Little Mountain	1	9437
Little Mulgrave	0	9
Little Mulgrave	1	220
Lizard	0	7
Lizard	1	38
Llanarth (Qld)	1	39
Loch Lomond	1	100
Lochington	1	56
Lockhart River	0	269
Lockhart River	1	362
Lockrose	0	12
Lockrose	1	495
Lockyer (Qld)	1	84
Lockyer Waters	0	23
Lockyer Waters	1	443
Logan Central	0	2260
Logan Central	1	3267
Logan Reserve	0	525
Logan Reserve	1	2779
Logan Village	0	180
Logan Village	1	3951
Loganholme	0	530
Loganholme	1	5543
Loganlea	0	1595
Loganlea	1	5010
Lonesome Creek	0	3
Lonesome Creek	1	156
Long Flat (Qld)	1	79
Long Pocket	1	181
Longreach (Qld)	0	85
Longreach (Qld)	1	2633
Lota	0	172
Lota	1	2984
Lotus Creek	1	66
Lower Beechmont	0	42
Lower Beechmont	1	942
Lower Cowley	0	10
Lower Cowley	1	51
Lower Cressbrook	1	5
Lower Daintree	1	97
Lower Mount Walker	0	8
Lower Mount Walker	1	159
Lower Tenthill	0	3
Lower Tenthill	1	220
Lower Tully	0	8
Lower Tully	1	63
Lower Wonga	0	3
Lower Wonga	1	294
Lowesby	1	11
Lowestoff	1	31
Lowmead	0	3
Lowmead	1	139
Lowood	0	111
Lowood	1	3682
Lucinda	0	12
Lucinda	1	355
Lundavra	0	14
Lundavra	1	80
Luscombe	0	16
Luscombe	1	251
Lutwyche	0	738
Lutwyche	1	2490
Lynam	1	6
Lyndhurst (Qld)	1	8
Lyons (Qld)	1	28
Lyra	1	47
Lytton	1	6
Ma Ma Creek	0	10
Ma Ma Creek	1	125
Maadi	0	3
Maadi	1	26
Maalan	0	4
Maalan	1	17
Maaroom	1	200
Mabuiag Island	0	195
Mabuiag Island	1	10
Macalister	0	7
Macalister	1	140
Macfarlane	1	10
Macgregor (Qld)	0	3496
Macgregor (Qld)	1	2110
Machans Beach	0	73
Machans Beach	1	695
Machine Creek	0	3
Machine Creek	1	98
Mackay	0	689
Mackay	1	2485
Mackay Harbour	0	34
Mackay Harbour	1	417
Mackenzie (Brisbane - Qld)	0	583
Mackenzie (Brisbane - Qld)	1	1478
Mackenzie (Central Highlands - Qld)	1	36
Mackenzie River	1	57
Macknade	0	18
Macknade	1	202
Maclagan	1	173
Macleay Island	0	112
Macleay Island	1	2367
Magnolia	1	115
Maidenhead	1	14
Maidenwell	0	3
Maidenwell	1	175
Main Beach	0	403
Main Beach	1	2927
Majors Creek (Qld)	0	4
Majors Creek (Qld)	1	296
Malanda	0	53
Malanda	1	1749
Malarga	1	7
Maleny	0	179
Maleny	1	3386
Malling	1	26
Malmoe	0	4
Malmoe	1	28
Malpas-Trenton	1	23
Malu	1	14
Manapouri	1	45
Mandalay	0	16
Mandalay	1	280
Maneroo	1	31
Mango Hill	0	1220
Mango Hill	1	6859
Manly (Qld)	0	240
Manly (Qld)	1	3602
Manly West	0	771
Manly West	1	10692
Mannuem	0	4
Mannuem	1	77
Manoora (Qld)	0	1229
Manoora (Qld)	1	3879
Mansfield (Qld)	0	2443
Mansfield (Qld)	1	5888
Mantuan Downs	1	31
Manumbar	1	47
Manunda	0	1100
Manunda	1	3535
Manyung	1	56
Mapleton	0	69
Mapleton	1	1358
Mapoon	0	29
Mapoon	1	271
Maramie	1	13
Marburg	0	17
Marburg	1	789
Marcoola	0	161
Marcoola	1	2815
