SSC_NAME16	BornAust	persons
Burrapine	0	10
Burrapine	1	36
Burrawang	0	55
Burrawang	1	285
Burrell Creek	0	25
Burrell Creek	1	174
Burren Junction	0	14
Burren Junction	1	232
Burrier	1	40
Burrill Lake	0	124
Burrill Lake	1	1216
Burringbar	0	85
Burringbar	1	654
Burrinjuck	1	12
Burroway	0	9
Burroway	1	95
Burrumbuttock	0	18
Burrumbuttock	1	301
Burrundulla	0	3
Burrundulla	1	117
Burwood (NSW)	0	11105
Burwood (NSW)	1	4015
Burwood Heights	0	421
Burwood Heights	1	494
Busby	0	1382
Busby	1	2388
Busbys Flat	0	12
Busbys Flat	1	22
Bushells Ridge	1	8
Buttaba	0	99
Buttaba	1	963
Buttai	0	5
Buttai	1	48
Butterwick	0	7
Butterwick	1	126
Buxton (NSW)	0	186
Buxton (NSW)	1	1720
Byabarra	0	29
Byabarra	1	263
Byangum	0	11
Byangum	1	113
Bylong	0	5
Bylong	1	11
Byng	0	3
Byng	1	47
Byrock	0	4
Byrock	1	43
Byron Bay	0	1020
Byron Bay	1	3355
Byrrill Creek	0	18
Byrrill Creek	1	88
Bywong	0	172
Bywong	1	1056
Cabarita (NSW)	0	631
Cabarita (NSW)	1	1250
Cabarita Beach	0	11
Cabarita Beach	1	89
Cabbage Tree Island (Ballina - NSW)	1	67
Cabbage Tree Island (Mid-Coast - NSW)	1	5
Cabramatta	0	14216
Cabramatta	1	6326
Cabramatta West	0	3863
Cabramatta West	1	2987
Cabramurra	0	8
Cabramurra	1	13
Caddens	0	426
Caddens	1	939
Cadgee (NSW)	0	10
Cadgee (NSW)	1	34
Caffreys Flat	0	7
Caffreys Flat	1	46
Cairncross	1	3
Calala	0	232
Calala	1	3486
Calamia	1	10
Calderwood	0	25
Calderwood	1	130
Caldwell	1	33
Calga	0	23
Calga	1	103
Califat	1	15
Calimo	0	3
Calimo	1	62
Callaghan	0	375
Callaghan	1	901
Callaghans Creek	1	4
Callala Bay	0	332
Callala Bay	1	1753
Callala Beach	0	153
Callala Beach	1	579
Calliope (NSW)	1	95
Caloola	0	7
Caloola	1	63
Camberwell (NSW)	0	3
Camberwell (NSW)	1	73
Cambewarra	0	28
Cambewarra	1	188
Cambewarra Village	0	151
Cambewarra Village	1	991
Camboon (NSW)	0	4
Camboon (NSW)	1	24
Cambra	1	24
Cambridge Gardens	0	324
Cambridge Gardens	1	1616
Cambridge Park	0	1069
Cambridge Park	1	5192
Camden	0	476
Camden	1	2558
Camden Head	0	21
Camden Head	1	120
Camden Park (NSW)	0	258
Camden Park (NSW)	1	1913
Camden South	0	573
Camden South	1	3849
Cameron Park	0	920
Cameron Park	1	6814
Camerons Creek	0	5
Camerons Creek	1	40
Camira (NSW)	0	6
Camira (NSW)	1	25
Cammeray	0	2202
Cammeray	1	4433
Camp Creek (NSW)	1	22
Campbelltown (NSW)	0	3758
Campbelltown (NSW)	1	7818
Camperdown (NSW)	0	3972
Camperdown (NSW)	1	5392
Campsie	0	16172
Campsie	1	6954
Campvale	0	13
Campvale	1	23
Cams Wharf	0	20
Cams Wharf	1	117
Canada Bay	0	399
Canada Bay	1	779
Canadian Lead	1	7
Canbelego	1	38
Candelo	0	78
Candelo	1	547
Cangai	0	3
Cangai	1	23
Caniaba	0	20
Caniaba	1	565
Canley Heights	0	6084
Canley Heights	1	4396
Canley Vale	0	6073
Canley Vale	1	3552
Canobolas	0	48
Canobolas	1	403
Canoelands	0	34
Canoelands	1	128
Canonba	1	24
Canowindra	0	108
Canowindra	1	1975
Canterbury (NSW)	0	3590
Canterbury (NSW)	1	3154
Canton Beach	0	131
Canton Beach	1	914
Canyonleigh	0	70
Canyonleigh	1	300
Caparra	0	5
Caparra	1	60
Capeen Creek	1	8
Capertee	0	15
Capertee	1	102
Capoompeta	1	3
Captains Flat	0	78
Captains Flat	1	472
Carabost	0	9
Carabost	1	38
Caragabal	0	3
Caragabal	1	152
Carcalgong	0	3
Carcalgong	1	28
Carcoar	0	27
Carcoar	1	251
Cardiff (NSW)	0	568
Cardiff (NSW)	1	4984
Cardiff Heights	0	168
Cardiff Heights	1	1222
Cardiff South	0	224
Cardiff South	1	2508
Carey Bay	0	105
Carey Bay	1	727
Cargo	0	35
Cargo	1	520
Carinda	0	6
Carinda	1	137
Caringbah	0	2341
Caringbah	1	8611
Caringbah South	0	1684
Caringbah South	1	10090
Carlaminda	1	31
Carlingford	0	12546
Carlingford	1	11089
Carlton (NSW)	0	5388
Carlton (NSW)	1	4777
Carnes Hill	0	912
Carnes Hill	1	1071
Carnham	1	5
Carool	0	15
Carool	1	141
Caroona	1	188
Carramar (NSW)	0	1942
Carramar (NSW)	1	1318
Carrathool	0	13
Carrathool	1	192
Carrick (NSW)	0	18
Carrick (NSW)	1	103
Carrington (Mid-Coast - NSW)	1	28
Carrington (Newcastle - NSW)	0	179
Carrington (Newcastle - NSW)	1	1621
Carrington Falls	0	3
Carrington Falls	1	9
Carroll	0	15
Carroll	1	287
Carrowbrook	1	23
Carrs Creek	1	131
Carrs Island	1	9
Carrs Peninsula	1	20
Carss Park	0	323
Carss Park	1	872
Cartwright	0	885
Cartwright	1	1198
Cartwrights Hill	0	11
Cartwrights Hill	1	167
Carwell	1	15
Carwoola	0	203
Carwoola	1	1105
Cascade (NSW)	1	6
Casino	0	519
Casino	1	9473
Cassilis (NSW)	0	23
Cassilis (NSW)	1	264
Castle Cove	0	912
Castle Cove	1	1544
Castle Doyle	0	20
Castle Doyle	1	131
Castle Hill (NSW)	0	15351
Castle Hill (NSW)	1	22906
Castle Rock	0	5
Castle Rock	1	140
Castlecrag	0	917
Castlecrag	1	1897
Castlereagh	0	171
Castlereagh	1	908
Casuarina (NSW)	0	388
Casuarina (NSW)	1	2058
Casula	0	6525
Casula	1	7983
Catalina	0	325
Catalina	1	1854
Cataract	1	3
Cathcart (NSW)	0	15
Cathcart (NSW)	1	82
Catherine Field	0	299
Catherine Field	1	1126
Catherine Hill Bay	0	14
Catherine Hill Bay	1	133
Cathundral	1	43
Cattai	0	79
Cattai	1	661
Cattle Creek (NSW)	1	24
Cavan (NSW)	0	4
Cavan (NSW)	1	33
Caves Beach	0	434
Caves Beach	1	3487
Cawdor (NSW)	0	52
Cawdor (NSW)	1	346
Cawongla	0	38
Cawongla	1	133
Cecil Hills	0	2921
Cecil Hills	1	3753
Cecil Park	0	223
Cecil Park	1	489
Cedar Brush Creek	0	15
Cedar Brush Creek	1	86
Cedar Creek (Cessnock - NSW)	1	27
Cedar Creek (Tweed - NSW)	1	8
Cedar Party	0	27
Cedar Party	1	306
Cedar Point	0	8
Cedar Point	1	150
Centennial Park (NSW)	0	799
Centennial Park (NSW)	1	1344
Central Colo	0	8
Central Colo	1	14
Central Macdonald	0	4
Central Macdonald	1	34
Central Mangrove	0	44
Central Mangrove	1	201
Central Tilba	0	40
Central Tilba	1	203
Cessnock	0	985
Cessnock	1	13109
Chain Valley Bay	0	320
Chain Valley Bay	1	1959
Chakola	0	7
Chakola	1	29
Chambigne	0	3
Chambigne	1	43
Charbon	0	11
Charbon	1	110
Charles Sturt University	0	40
Charles Sturt University	1	300
Charlestown (NSW)	0	1561
Charlestown (NSW)	1	10796
Charleys Forest	0	8
Charleys Forest	1	46
Charlotte Bay	0	27
Charlotte Bay	1	132
Charlton (NSW)	1	21
Charmhaven	0	247
Charmhaven	1	2117
Chatham Valley	0	4
Chatham Valley	1	16
Chatsbury	0	6
Chatsbury	1	70
Chatswood	0	15452
Chatswood	1	8047
Chatswood West	0	576
Chatswood West	1	858
Chatsworth (NSW)	0	13
Chatsworth (NSW)	1	143
Cheero Point	0	12
Cheero Point	1	65
Cheltenham (NSW)	0	708
Cheltenham (NSW)	1	1471
Cherry Tree Hill	1	53
Cherrybrook	0	8933
Cherrybrook	1	9376
Chester Hill	0	5488
Chester Hill	1	6470
Chichester (NSW)	0	3
Chichester (NSW)	1	19
Chifley (NSW)	0	885
Chifley (NSW)	1	2126
Chilcotts Creek	1	3
Chilcotts Grass	0	22
Chilcotts Grass	1	191
Chillingham	0	25
Chillingham	1	185
Chinderah	0	250
Chinderah	1	1169
Chinnock	0	4
Chinnock	1	15
Chippendale	0	5753
Chippendale	1	1796
Chipping Norton	0	2890
Chipping Norton	1	5677
Chisholm (NSW)	0	154
Chisholm (NSW)	1	1276
Chiswick	0	1034
Chiswick	1	1641
Chittaway Bay	0	236
Chittaway Bay	1	1661
Chittaway Point	0	130
Chittaway Point	1	774
Chowan Creek	0	4
Chowan Creek	1	20
Church Point	0	283
Church Point	1	643
Clandulla	0	22
Clandulla	1	146
Clare (NSW)	1	16
Claremont Meadows	0	1174
Claremont Meadows	1	3429
Clarence	0	27
Clarence	1	144
Clarence Town	0	104
Clarence Town	1	1731
Clarendon (NSW)	0	23
Clarendon (NSW)	1	97
Clarenza	0	37
Clarenza	1	466
Clareville	0	192
Clareville	1	536
Claymore	0	511
Claymore	1	1504
Clear Creek	0	8
Clear Creek	1	102
Clear Range	0	9
Clear Range	1	28
Clearfield	1	10
Clemton Park	0	603
Clemton Park	1	988
Clergate	0	3
Clergate	1	201
Cleveland (NSW)	1	16
Clifden	1	23
Cliftleigh	0	45
Cliftleigh	1	757
Clifton (NSW)	0	4
Clifton (NSW)	1	23
Clifton Grove	0	56
Clifton Grove	1	754
Clontarf (NSW)	0	573
Clontarf (NSW)	1	1082
Clothiers Creek	0	33
Clothiers Creek	1	199
Clouds Creek	1	3
Clovelly	0	1288
Clovelly	1	3170
Clunes (NSW)	0	126
Clunes (NSW)	1	678
Clybucca	0	9
Clybucca	1	124
Clyde (NSW)	0	8
Clyde (NSW)	1	3
Clydesdale (NSW)	0	9
Clydesdale (NSW)	1	64
Coal Point	0	187
Coal Point	1	1459
Coalcliff	0	39
Coalcliff	1	147
Coaldale	0	3
Coaldale	1	49
Coasters Retreat	1	13
Cobaki	0	22
Cobaki	1	170
Cobaki Lakes	0	6
Cobaki Lakes	1	31
Cobar	0	303
Cobar	1	3124
Cobar Park	0	4
Cobar Park	1	30
Cobargo	0	100
Cobargo	1	593
Cobark	0	5
Cobark	1	35
Cobbadah	1	86
Cobbitty	0	299
Cobbitty	1	1612
Cobramunga	1	31
Cockwhy	1	14
Codrington (NSW)	0	7
Codrington (NSW)	1	56
Coffee Camp	0	24
Coffee Camp	1	163
Coffs Harbour	0	3965
Coffs Harbour	1	19440
Coggan	1	4
Cogra Bay	0	3
Cogra Bay	1	13
Coila	0	3
Coila	1	37
Coldstream (NSW)	0	4
Coldstream (NSW)	1	39
Coleambally	0	71
Coleambally	1	1120
Colebee	0	866
Colebee	1	993
Coledale	0	181
Coledale	1	1026
Colinroobie	0	3
Colinroobie	1	54
Colinton (NSW)	0	29
Colinton (NSW)	1	93
Collarenebri	0	17
Collarenebri	1	587
Collaroy (NSW)	0	1878
Collaroy (NSW)	1	5404
Collaroy Plateau	0	1078
Collaroy Plateau	1	3501
Collector	0	35
Collector	1	255
Collendina	0	6
Collendina	1	92
Collerina	1	41
Collie (NSW)	0	9
Collie (NSW)	1	155
Collingullie	0	3
Collingullie	1	183
Collingwood (NSW)	1	40
Collins Creek	0	15
Collins Creek	1	91
Collombatti	0	51
Collombatti	1	516
Colly Blue	0	3
Colly Blue	1	18
Colo (Bathurst Regional - NSW)	1	3
Colo (Hawkesbury - NSW)	0	9
Colo (Hawkesbury - NSW)	1	46
Colo Heights	0	41
Colo Heights	1	245
Colo Vale	0	181
Colo Vale	1	1337
Colyton	0	2242
Colyton	1	5635
Comara	0	10
Comara	1	10
Combaning	0	3
Combaning	1	91
Combara	1	55
Comberton	1	25
Comboyne	0	39
Comboyne	1	375
Come By Chance	0	3
Come By Chance	1	112
Comerong Island	1	8
Commissioners Creek	0	3
Commissioners Creek	1	38
Como (NSW)	0	631
Como (NSW)	1	3197
Comobella	1	48
Conargo	0	11
Conargo	1	85
Concord	0	4940
Concord	1	9000
Concord West	0	1911
Concord West	1	3724
Condell Park	0	4647
Condell Park	1	6207
Condobolin	0	137
Condobolin	1	2954
Condong	0	32
Condong	1	242
Coneac	1	7
Congarinni	0	23
Congarinni	1	278
Congarinni North	0	19
Congarinni North	1	325
Congewai	0	23
Congewai	1	140
Congo	0	19
Congo	1	194
Conimbia	1	12
Coniston	0	703
Coniston	1	1433
Conjola	0	20
Conjola	1	112
Conjola Park	0	32
Conjola Park	1	279
Connells Point	0	827
Connells Point	1	1902
Constitution Hill	0	1373
Constitution Hill	1	2346
Coogee (NSW)	0	5354
Coogee (NSW)	1	8260
Cookamidgera	0	12
Cookamidgera	1	135
Cookardinia	1	61
Cooks Gap	0	46
Cooks Gap	1	421
Cooks Hill	0	498
Cooks Hill	1	2875
Cooks Myalls	1	44
Coolabah	0	3
Coolabah	1	49
Coolac	1	195
Coolagolite	0	47
Coolagolite	1	210
Coolah	0	67
Coolah	1	1066
Coolamon	0	79
Coolamon	1	1880
Coolangatta (NSW)	0	33
Coolangatta (NSW)	1	274
Coolatai	0	3
Coolatai	1	96
Cooleys Creek	1	5
Coolgardie (NSW)	0	15
Coolgardie (NSW)	1	84
Coolongolook	0	34
Coolongolook	1	312
Coolringdon	0	4
Coolringdon	1	57
Coolumbooka	1	3
Cooma (NSW)	0	975
Cooma (NSW)	1	5079
Coomba Bay	0	28
Coomba Bay	1	81
Coomba Park	0	111
Coomba Park	1	424
Coombadjha	1	14
Coombell	0	3
Coombell	1	15
Coomealla	0	32
Coomealla	1	669
Coomoo Coomoo	1	11
Coonabarabran	0	188
Coonabarabran	1	2727
Coonamble	0	79
Coonamble	1	2206
Coongbar	1	3
Cooperabung	0	27
Cooperabung	1	234
Coopernook	0	27
Coopernook	1	462
Coopers Gully	0	4
Coopers Gully	1	143
Coopers Shoot	0	44
Coopers Shoot	1	193
Cooplacurripa	0	4
Cooplacurripa	1	5
Coorabell	0	106
Coorabell	1	274
Cooranbong	0	912
Cooranbong	1	4223
Cootamundra	0	420
Cootamundra	1	5787
Cootralantra	0	4
Cootralantra	1	82
Cooyal	0	13
Cooyal	1	87
Copacabana	0	431
Copacabana	1	2159
Cope	0	15
Cope	1	79
Copeland	0	14
Copeland	1	47
Copeton	1	29
Copmanhurst	0	31
Copmanhurst	1	240
Coppabella (NSW)	1	11
Copperhannia	1	4
Coraki	0	78
Coraki	1	1050
Coralville	0	22
Coralville	1	91
Coramba	0	75
Coramba	1	671
Corang	1	9
Corangula	1	11
Corbie Hill	0	29
Corbie Hill	1	182
Cordeaux Heights	0	963
Cordeaux Heights	1	3491
Coree	0	4
Coree	1	32
Coreen	1	103
Corindi Beach	0	180
Corindi Beach	1	1411
Corinella (NSW)	1	62
Corlette	0	919
Corlette	1	4142
Corndale (NSW)	0	42
Corndale (NSW)	1	266
Corney Town	0	5
Corney Town	1	68
Cornwallis	0	17
Cornwallis	1	29
Corobimilla	0	4
Corobimilla	1	60
Corowa	0	390
Corowa	1	4612
Corrabare	1	9
Corrimal	0	1241
Corrimal	1	4927
Corrong	1	3
Corrowong	1	9
Corunna	0	5
Corunna	1	52
Cottage Point	0	24
Cottage Point	1	51
Cottonvale (NSW)	0	5
Cottonvale (NSW)	1	25
Cougal	0	10
Cougal	1	21
Countegany	0	8
Countegany	1	29
Courabyra	0	16
Courabyra	1	70
Couradda	1	45
Couragago	1	3
Couridjah	0	37
Couridjah	1	243
Coutts Crossing	0	58
Coutts Crossing	1	894
Cow Flat	0	3
Cow Flat	1	47
Cowabbie	1	12
Cowan	0	81
Cowan	1	539
Cowper	0	5
Cowper	1	75
Cowra	0	583
Cowra	1	8553
Coxs Creek	0	7
Coxs Creek	1	42
Coxs Crown	1	11
Crabbes Creek	0	27
Crabbes Creek	1	219
Crackenback	0	27
Crackenback	1	146
Craigie (NSW)	1	22
Cranebrook	0	2362
Cranebrook	1	12529
Crangan Bay	1	3
Craven	0	6
Craven	1	97
Craven Plateau	0	4
Crawford River	0	4
Crawford River	1	39
Crawney	0	5
Crawney	1	27
Creewah	0	7
Creewah	1	22
Cremorne (NSW)	0	4179
Cremorne (NSW)	1	6277
Cremorne Point	0	779
Cremorne Point	1	1413
Crescent Head	0	137
Crescent Head	1	1246
Crestwood	0	1184
Crestwood	1	3064
Cringila	0	868
Cringila	1	1121
Croki	0	6
Croki	1	41
Cromer (NSW)	0	1832
Cromer (NSW)	1	5440
Cronulla	0	3013
Cronulla	1	13554
Crooble	1	54
Croobyar	0	15
Croobyar	1	125
Crooked Corner	0	3
Crooked Corner	1	41
Crookwell	0	148
Crookwell	1	2259
Croom	0	14
Croom	1	94
Croppa Creek	0	8
Croppa Creek	1	95
Cross Roads (NSW)	0	3
Cross Roads (NSW)	1	20
Crosslands	0	33
Crosslands	1	493
Croudace Bay	0	55
Croudace Bay	1	492
Crowdy Head	0	4
Crowdy Head	1	64
Crows Nest (NSW)	0	1790
Crows Nest (NSW)	1	2596
Crowther	0	7
Crowther	1	47
Croydon (NSW)	0	4410
Croydon (NSW)	1	5693
Croydon Park (NSW)	0	4335
Croydon Park (NSW)	1	6158
Crudine	0	9
Crudine	1	50
Cryon	0	4
Cryon	1	41
Crystal Creek (NSW)	0	24
Crystal Creek (NSW)	1	215
Cubba	0	3
Cubba	1	31
Cudal	0	33
Cudal	1	480
Cudgegong	0	3
Cudgegong	1	32
Cudgel	0	5
Cudgel	1	27
Cudgen	0	60
Cudgen	1	741
Cudgera Creek	0	24
Cudgera Creek	1	283
Cudmirrah	0	18
Cudmirrah	1	237
Culburra Beach	0	322
Culburra Beach	1	2258
Culcairn	0	117
Culcairn	1	1240
Cullen Bullen	0	12
Cullen Bullen	1	176
Cullenbone	1	34
Cullendore	1	13
Cullerin	1	35
Cullivel	1	15
Culmaran Creek	0	3
Culmaran Creek	1	5
Cumbalum	0	177
Cumbalum	1	1284
Cumbandry	1	18
Cumberland Reach	0	16
Cumberland Reach	1	154
Cumbo	1	8
Cumborah	0	17
Cumborah	1	157
Cumnock	0	34
Cumnock	1	380
Cundle Flat	0	3
Cundle Flat	1	9
Cundletown	0	129
Cundletown	1	1798
Cundumbul	1	32
Cunjurong Point	0	7
Cunjurong Point	1	68
Cunningar	0	11
Cunningar	1	125
Cunninyeuk	1	31
Curban	0	4
Curban	1	107
Curl Curl	0	507
Curl Curl	1	1675
Curlew Waters	1	13
Curlewis (NSW)	0	22
Curlewis (NSW)	1	678
Curlwaa	0	19
Curlwaa	1	331
Curra Creek	0	3
Curra Creek	1	55
Currabubula	0	15
Currabubula	1	277
Curramore (NSW)	0	23
Curramore (NSW)	1	159
Currans Hill	0	864
Currans Hill	1	4235
Currarong	0	45
Currarong	1	343
Currawang	0	8
Currawang	1	132
Currawarna	0	3
Currawarna	1	146
Curraweela	0	8
Curraweela	1	41
Curricabark	1	9
Currowan	0	4
Currowan	1	41
Cuttabri	1	41
Cuttagee	0	13
Cuttagee	1	40
Dabee	0	3
Dabee	1	31
Daceyville	0	389
Daceyville	1	663
Dairy Arm	0	5
Dairy Arm	1	23
Dairy Flat	0	7
Dairy Flat	1	11
Dairymans Plains	0	34
Dairymans Plains	1	119
Daleys Point	0	148
Daleys Point	1	492
Dalgety	0	26
Dalgety	1	163
Dalmeny	0	265
Dalmeny	1	1515
Dalmorton	1	3
Dalswinton	0	5
Dalswinton	1	45
Dalton	0	15
Dalton	1	163
Dalwood (Ballina - NSW)	0	26
Dalwood (Ballina - NSW)	1	198
Dalwood (Singleton - NSW)	0	3
Dalwood (Singleton - NSW)	1	87
Dandaloo	1	27
Dandry	0	16
Dandry	1	71
Dangar Island	0	94
Dangar Island	1	175
Dangarsleigh	0	6
Dangarsleigh	1	123
Dangelong	0	3
Dangelong	1	3
Dapto	0	1744
Dapto	1	8463
Darawank	0	37
Darawank	1	335
Darbalara	1	40
Darbys Falls	0	19
Darbys Falls	1	200
Dareton	0	26
Dareton	1	447
Dargan	0	24
Dargan	1	60
Dark Corner	0	3
Dark Corner	1	16
Darkes Forest	0	7
Darkes Forest	1	100
Darkwood	0	28
Darkwood	1	129
Darling Point	0	1341
Darling Point	1	2271
Darlinghurst	0	4387
Darlinghurst	1	5093
Darlington (Singleton - NSW)	0	42
Darlington (Singleton - NSW)	1	297
Darlington (Sydney - NSW)	0	1472
Darlington (Sydney - NSW)	1	1366
Darlington Point	0	66
Darlington Point	1	957
Darlow	1	26
Dartbrook	0	7
Dartbrook	1	99
Daruka	0	48
Daruka	1	699
Davidson	0	840
Davidson	1	1922
Davis Creek	1	14
Davistown	0	272
Davistown	1	2069
Dawes Point	0	119
Dawes Point	1	213
Daysdale	0	9
Daysdale	1	80
Dean Park	0	1182
Dean Park	1	1863
Deauville	0	3
Deauville	1	24
Dee Why	0	8901
Dee Why	1	11169
Deep Creek (Clarence Valley - NSW)	1	9
Deep Creek (Kempsey - NSW)	0	5
Deep Creek (Kempsey - NSW)	1	77
Deep Creek (Kyogle - NSW)	0	3
Deep Creek (Kyogle - NSW)	1	31
Deepwater (NSW)	0	37
Deepwater (NSW)	1	335
Deer Vale	0	9
Deer Vale	1	142
Delegate	0	21
Delegate	1	284
Delungra	0	20
Delungra	1	537
Denham Court	0	601
Denham Court	1	1142
Denhams Beach	0	109
Denhams Beach	1	462
Deniliquin	0	516
Deniliquin	1	6448
Denistone	0	1466
Denistone	1	2177
Denistone East	0	948
Denistone East	1	1230
Denistone West	0	344
Denistone West	1	558
Denman	0	87
Denman	1	1549
Depot Beach	0	4
Depot Beach	1	20
Derriwong	1	25
Deua River Valley	0	13
Deua River Valley	1	46
Devils Hole	1	11
Dewitt	1	10
Dharruk	0	921
Dharruk	1	1685
Dhulura	1	40
Dhuragoon	1	22
Diamond Beach	0	78
Diamond Beach	1	739
Diehard	0	7
Diehard	1	32
Diggers Camp	0	3
Diggers Camp	1	13
Dignams Creek	0	11
Dignams Creek	1	62
Dilkoon	0	4
Dilkoon	1	38
Dilpurra	1	19
Dinoga	0	3
Dinoga	1	53
Dirnaseer	0	3
Dirnaseer	1	60
Dirty Creek	0	6
Dirty Creek	1	66
Dobies Bight	1	114
Doctor George Mountain	0	6
Doctor George Mountain	1	38
Doctors Gap	0	3
Doctors Gap	1	27
Dog Rocks	1	3
Dolans Bay	0	72
Dolans Bay	1	508
Dolls Point	0	550
Dolls Point	1	1021
Dollys Flat	1	71
Dolphin Point	0	17
Dolphin Point	1	148
Dombarton	0	18
Dombarton	1	106
Donald Creek	1	25
Dondingalong	0	74
Dondingalong	1	546
Doon Doon	0	16
Doon Doon	1	68
Doonbah	0	27
Doonbah	1	186
Doonside	0	5564
Doonside	1	7071
Dooralong	0	42
Dooralong	1	296
Dora Creek	0	195
Dora Creek	1	1345
Dorrigo	0	140
Dorrigo	1	984
Dorrigo Mountain	0	10
Dorrigo Mountain	1	79
Dorroughby	0	23
Dorroughby	1	95
Double Bay	0	1580
Double Bay	1	2582
Doubtful Creek	0	11
Doubtful Creek	1	123
Douglas Park	0	166
Douglas Park	1	1093
Dover Heights	0	1581
Dover Heights	1	2027
Downside	0	3
Downside	1	111
Doyalson	0	32
Doyalson	1	270
Doyalson North	0	82
Doyalson North	1	258
Doyles Creek	0	5
Doyles Creek	1	32
Drake	0	50
Drake	1	233
Drildool	1	12
Dripstone	0	7
Dripstone	1	62
Drummoyne	0	3363
Drummoyne	1	7584
Dry Creek (NSW)	0	4
Dry Creek (NSW)	1	29
Dry Plain	0	5
Dry Plain	1	29
Dubbo	0	3018
Dubbo	1	32870
Duck Creek	0	6
Duck Creek	1	50
Duckenfield	0	6
Duckenfield	1	103
Duckmaloi	1	39
Dudley	0	196
Dudley	1	2113
Duffys Forest	0	110
Duffys Forest	1	353
Dulguigan	0	10
Dulguigan	1	111
Dulwich Hill	0	4660
Dulwich Hill	1	8032
Dum Dum	0	18
Dum Dum	1	81
Dumaresq	0	4
Dumaresq	1	67
Dumaresq Island	0	3
Dumaresq Island	1	59
Dumaresq Valley	0	6
Dumaresq Valley	1	30
Dunbible	0	39
Dunbible	1	284
Dunbogan	0	134
Dunbogan	1	806
Duncans Creek	0	4
Duncans Creek	1	41
Dundas (NSW)	0	2175
Dundas (NSW)	1	2276
Dundas Valley	0	2429
Dundas Valley	1	2697
Dundee	0	10
Dundee	1	135
Dundurrabin	0	6
Dundurrabin	1	73
Dunedoo	0	62
Dunedoo	1	929
Dungarubba	1	49
Dungay	0	20
Dungay	1	189
Dungeree	1	3
Dungog	0	83
Dungog	1	1765
Dungowan	0	18
Dungowan	1	350
Dunkeld (NSW)	0	3
Dunkeld (NSW)	1	38
Dunmore (NSW)	0	26
Dunmore (NSW)	1	172
Dunolly (NSW)	0	7
Dunolly (NSW)	1	69
Dunoon	0	61
Dunoon	1	567
Duns Creek	0	36
Duns Creek	1	495
Dunville Loop	1	7
Dural (Hornsby - NSW)	0	2253
Dural (Hornsby - NSW)	1	5030
Duramana	0	11
Duramana	1	180
Duranbah	0	32
Duranbah	1	172
Duri	0	30
Duri	1	452
Duroby	1	50
Durran Durra	0	8
Durran Durra	1	89
Durras North	1	25
Durren Durren	0	7
Durren Durren	1	67
Dyers Crossing	0	41
Dyers Crossing	1	266
Dyraaba	0	12
Dyraaba	1	71
Dyrring	0	7
Dyrring	1	81
Eagle Vale	0	1704
Eagle Vale	1	3849
Eagleton	0	22
Eagleton	1	181
Earlwood	0	6113
Earlwood	1	10437
East Albury	0	646
East Albury	1	5051
East Ballina	0	613
East Ballina	1	4664
East Branxton	0	114
East Branxton	1	1553
East Coraki	0	15
East Coraki	1	180
East Corrimal	0	583
East Corrimal	1	2637
East Gosford	0	875
East Gosford	1	3052
East Gresford	0	15
East Gresford	1	285
East Hills	0	861
East Hills	1	2188
East Jindabyne	0	101
East Jindabyne	1	551
East Kangaloon	0	13
East Kangaloon	1	62
East Kempsey	0	80
East Kempsey	1	1135
East Killara	0	1623
East Killara	1	1251
East Kurrajong	0	193
East Kurrajong	1	1807
East Lindfield	0	1370
East Lindfield	1	2248
East Lismore	0	403
East Lismore	1	4090
East Lynne	0	17
East Lynne	1	74
East Maitland	0	979
East Maitland	1	10060
East Ryde	0	645
East Ryde	1	1775
East Seaham	0	16
East Seaham	1	277
East Tamworth	0	462
East Tamworth	1	4507
East Wagga Wagga	0	27
East Wagga Wagga	1	185
East Wardell	0	29
East Wardell	1	243
Eastern Creek	0	263
Eastern Creek	1	516
Eastgardens	0	310
Eastgardens	1	476
Eastlakes	0	3712
Eastlakes	1	2743
Eastwood (NSW)	0	10386
Eastwood (NSW)	1	6785
Eatonsville	0	16
Eatonsville	1	198
Ebenezer (NSW)	0	101
Ebenezer (NSW)	1	831
Ebor	0	10
Ebor	1	140
Eccleston	0	4
Eccleston	1	23
Eden	0	340
Eden	1	2473
Eden Creek	0	17
Eden Creek	1	113
Edensor Park	0	4849
Edensor Park	1	4547
Edenville	0	4
Edenville	1	62
Edgecliff	0	858
Edgecliff	1	1367
Edgeroi	1	97
Edgeworth	0	468
Edgeworth	1	5457
Edith (NSW)	0	4
Edith (NSW)	1	69
Edmondson Park	0	1072
Edmondson Park	1	1049
Eenaweena	1	12
Eglinton (NSW)	0	124
Eglinton (NSW)	1	1992
Eighteen Mile	1	3
Elands	0	22
Elands	1	146
Elanora Heights	0	875
Elanora Heights	1	3343
Elcombe	1	28
Elderslie (Camden - NSW)	0	808
Elderslie (Camden - NSW)	1	4918
Elderslie (Singleton - NSW)	0	4
Elderslie (Singleton - NSW)	1	118
Eleebana	0	736
Eleebana	1	4841
Elermore Vale	0	807
Elermore Vale	1	4497
Elizabeth Bay	0	1881
Elizabeth Bay	1	2711
Elizabeth Beach	0	23
Elizabeth Beach	1	174
Elizabeth Hills	0	1118
Elizabeth Hills	1	1295
Ellalong	0	78
Ellalong	1	914
Elland	0	33
Elland	1	264
Ellangowan (NSW)	0	23
Ellangowan (NSW)	1	253
Ellenborough	0	16
Ellenborough	1	147
