SSC_NAME16	ModeTravelToWork	NumberModes	employed_persons
Alpha	Truck	1	4
Alpha	Walked only	1	43
Alton Downs			10
Alton Downs	Bus	1	7
Alton Downs	Car as driver	1	443
Alton Downs	Car as passenger	1	32
Alton Downs	Motorbike scooter	1	4
Alton Downs	Other two methods	2	4
Alton Downs	Truck	1	12
Alton Downs	Walked only	1	17
Alva	(Other)	1	3
Alva	Car as driver	1	75
Alva	Walked only	1	9
Amamoor			3
Amamoor	(Other)	1	3
Amamoor	Bus	1	3
Amamoor	Car as driver	1	144
Amamoor	Car as passenger	1	6
Amamoor	Walked only	1	7
Amamoor Creek	Car as driver	1	9
Amaroo (Qld)	Car as driver	1	4
Amaroo (Qld)	Walked only	1	11
Amberley			3
Amberley	(Other)	1	6
Amberley	Bicycle	1	12
Amberley	Bus	1	15
Amberley	Car as driver	1	118
Amberley	Car as passenger	1	8
Amberley	Other two methods	2	4
Amberley	Walked only	1	32
Ambrose			5
Ambrose	Car as driver	1	53
Ambrose	Car as passenger	1	4
Ambrose	Walked only	1	3
Amby	Car as driver	1	14
Amby	Walked only	1	5
Amiens			3
Amiens	Car as driver	1	61
Amiens	Car as passenger	1	4
Amiens	Truck	1	7
Amiens	Walked only	1	8
Amity	(Other)	1	3
Amity	Car as driver	1	72
Amity	Car as passenger	1	3
Amity	Other two methods	2	9
Amity	Walked only	1	10
Andergrove			43
Andergrove	(Other)	1	13
Andergrove	Bicycle	1	29
Andergrove	Bus	1	92
Andergrove	Car as driver	1	3185
Andergrove	Car as passenger	1	271
Andergrove	Motorbike scooter	1	39
Andergrove	Other two methods	2	21
Andergrove	Taxi	1	10
Andergrove	Truck	1	21
Andergrove	Walked only	1	65
Anderleigh	Car as driver	1	24
Andromache	Bus	1	3
Andromache	Car as driver	1	10
Andromache	Motorbike scooter	1	3
Anduramba	Car as driver	1	24
Anduramba	Walked only	1	4
Annandale (Qld)			19
Annandale (Qld)	(Other)	1	34
Annandale (Qld)	Bicycle	1	91
Annandale (Qld)	Bus	1	30
Annandale (Qld)	Car as driver	1	3134
Annandale (Qld)	Car as passenger	1	261
Annandale (Qld)	Motorbike scooter	1	52
Annandale (Qld)	Other two methods	2	35
Annandale (Qld)	Taxi	1	4
Annandale (Qld)	Truck	1	17
Annandale (Qld)	Walked only	1	60
Annerley			38
Annerley	(Other)	1	27
Annerley	Bicycle	1	296
Annerley	Bus	1	819
Annerley	Bus and two other methods excludes train	3	4
Annerley	Car as driver	1	3024
Annerley	Car as passenger	1	283
Annerley	Ferry	1	4
Annerley	Motorbike scooter	1	75
Annerley	Other three methods	3	5
Annerley	Other two methods	2	38
Annerley	Taxi	1	21
Annerley	Train	1	308
Annerley	Train and two other methods	3	22
Annerley	Truck	1	26
Annerley	Walked only	1	320
Anstead	(Other)	1	4
Anstead	Bicycle	1	6
Anstead	Bus	1	29
Anstead	Car as driver	1	482
Anstead	Car as passenger	1	17
Anstead	Motorbike scooter	1	9
Anstead	Other two methods	2	14
Anstead	Train	1	7
Anstead	Train and two other methods	3	3
Anstead	Truck	1	15
Anstead	Walked only	1	11
Anthony	Car as driver	1	35
Anthony	Truck	1	3
Antigua	Car as driver	1	37
Antigua	Car as passenger	1	5
Antigua	Walked only	1	3
Apple Tree Creek			3
Apple Tree Creek	Bus	1	3
Apple Tree Creek	Car as driver	1	159
Apple Tree Creek	Car as passenger	1	22
Apple Tree Creek	Motorbike scooter	1	3
Apple Tree Creek	Walked only	1	4
Applethorpe			4
Applethorpe	(Other)	1	3
Applethorpe	Car as driver	1	129
Applethorpe	Car as passenger	1	7
Applethorpe	Motorbike scooter	1	3
Applethorpe	Truck	1	3
Applethorpe	Walked only	1	5
Araluen (Qld)			3
Araluen (Qld)	Car as driver	1	191
Araluen (Qld)	Car as passenger	1	5
Araluen (Qld)	Truck	1	5
Araluen (Qld)	Walked only	1	3
Aramac	Car as driver	1	51
Aramac	Car as passenger	1	7
Aramac	Truck	1	4
Aramac	Walked only	1	21
Aramara	Car as driver	1	11
Arana Hills			24
Arana Hills	(Other)	1	15
Arana Hills	Bicycle	1	28
Arana Hills	Bus	1	30
Arana Hills	Car as driver	1	2136
Arana Hills	Car as passenger	1	142
Arana Hills	Motorbike scooter	1	54
Arana Hills	Other two methods	2	19
Arana Hills	Taxi	1	3
Arana Hills	Train	1	258
Arana Hills	Train and two other methods	3	18
Arana Hills	Truck	1	30
Arana Hills	Walked only	1	45
Aranbanga	Car as driver	1	3
Aratula (Qld)			4
Aratula (Qld)	Car as driver	1	154
Aratula (Qld)	Car as passenger	1	10
Aratula (Qld)	Walked only	1	6
Arcadia (Qld)			3
Arcadia (Qld)	Bicycle	1	3
Arcadia (Qld)	Bus and two other methods excludes train	3	3
Arcadia (Qld)	Car as driver	1	33
Arcadia (Qld)	Car as passenger	1	3
Arcadia (Qld)	Other three methods	3	4
Arcadia (Qld)	Other two methods	2	4
Arcadia (Qld)	Walked only	1	6
Arcadia Valley	(Other)	1	5
Arcadia Valley	Car as driver	1	22
Arcadia Valley	Car as passenger	1	3
Arcadia Valley	Other two methods	2	3
Arcadia Valley	Walked only	1	9
Archer River	Walked only	1	5
Archerfield			7
Archerfield	(Other)	1	4
Archerfield	Bicycle	1	4
Archerfield	Bus	1	13
Archerfield	Car as driver	1	138
Archerfield	Car as passenger	1	13
Archerfield	Motorbike scooter	1	6
Archerfield	Train	1	9
Archerfield	Truck	1	9
Archerfield	Walked only	1	8
Arcturus	Car as driver	1	19
Arcturus	Car as passenger	1	3
Arcturus	Walked only	1	10
Argoon (Qld)			3
Argoon (Qld)	(Other)	1	3
Argoon (Qld)	Car as driver	1	51
Argoon (Qld)	Car as passenger	1	3
Argoon (Qld)	Other two methods	2	3
Argyll	Walked only	1	9
Armstrong Beach			7
Armstrong Beach	(Other)	1	3
Armstrong Beach	Bus	1	8
Armstrong Beach	Car as driver	1	260
Armstrong Beach	Car as passenger	1	25
Armstrong Beach	Other two methods	2	3
Armstrong Beach	Truck	1	3
Armstrong Creek (Qld)	Car as driver	1	89
Armstrong Creek (Qld)	Car as passenger	1	5
Armstrong Creek (Qld)	Motorbike scooter	1	6
Armstrong Creek (Qld)	Other two methods	2	3
Armstrong Creek (Qld)	Train	1	3
Armstrong Creek (Qld)	Train and two other methods	3	3
Armstrong Creek (Qld)	Truck	1	6
Armstrong Creek (Qld)	Walked only	1	3
Aroona			8
Aroona	(Other)	1	11
Aroona	Bicycle	1	12
Aroona	Bus	1	17
Aroona	Car as driver	1	1138
Aroona	Car as passenger	1	69
Aroona	Motorbike scooter	1	13
Aroona	Other two methods	2	16
Aroona	Train	1	3
Aroona	Truck	1	17
Aroona	Walked only	1	15
Arriga	(Other)	1	3
Arriga	Car as driver	1	48
Arriga	Car as passenger	1	3
Arriga	Walked only	1	14
Arundel			33
Arundel	(Other)	1	35
Arundel	Bicycle	1	38
Arundel	Bus	1	54
Arundel	Bus and two other methods excludes train	3	5
Arundel	Car as driver	1	3325
Arundel	Car as passenger	1	266
Arundel	Motorbike scooter	1	44
Arundel	Other three methods	3	3
Arundel	Other two methods	2	33
Arundel	Train	1	55
Arundel	Train and two other methods	3	9
Arundel	Tram includes light rail	1	8
Arundel	Truck	1	25
Arundel	Walked only	1	61
Ascot (Brisbane - Qld)			16
Ascot (Brisbane - Qld)	(Other)	1	30
Ascot (Brisbane - Qld)	Bicycle	1	43
Ascot (Brisbane - Qld)	Bus	1	235
Ascot (Brisbane - Qld)	Car as driver	1	1722
Ascot (Brisbane - Qld)	Car as passenger	1	167
Ascot (Brisbane - Qld)	Ferry	1	11
Ascot (Brisbane - Qld)	Motorbike scooter	1	27
Ascot (Brisbane - Qld)	Other two methods	2	19
Ascot (Brisbane - Qld)	Taxi	1	6
Ascot (Brisbane - Qld)	Train	1	130
Ascot (Brisbane - Qld)	Train and two other methods	3	5
Ascot (Brisbane - Qld)	Truck	1	11
Ascot (Brisbane - Qld)	Walked only	1	107
Ascot (Toowoomba - Qld)	Car as driver	1	8
Ashfield (Qld)			3
Ashfield (Qld)	Bicycle	1	4
Ashfield (Qld)	Car as driver	1	280
Ashfield (Qld)	Car as passenger	1	36
Ashfield (Qld)	Motorbike scooter	1	3
Ashfield (Qld)	Truck	1	4
Ashfield (Qld)	Walked only	1	5
Ashgrove			30
Ashgrove	(Other)	1	38
Ashgrove	Bicycle	1	164
Ashgrove	Bus	1	810
Ashgrove	Bus and two other methods excludes train	3	4
Ashgrove	Car as driver	1	3885
Ashgrove	Car as passenger	1	380
Ashgrove	Ferry	1	3
Ashgrove	Motorbike scooter	1	74
Ashgrove	Other three methods	3	4
Ashgrove	Other two methods	2	52
Ashgrove	Taxi	1	14
Ashgrove	Train	1	47
Ashgrove	Train and two other methods	3	9
Ashgrove	Truck	1	20
Ashgrove	Walked only	1	193
Ashmore			38
Ashmore	(Other)	1	32
Ashmore	Bicycle	1	47
Ashmore	Bus	1	50
Ashmore	Bus and two other methods excludes train	3	4
Ashmore	Car as driver	1	3874
Ashmore	Car as passenger	1	314
Ashmore	Motorbike scooter	1	47
Ashmore	Other three methods	3	3
Ashmore	Other two methods	2	39
Ashmore	Taxi	1	9
Ashmore	Train	1	42
Ashmore	Train and two other methods	3	6
Ashmore	Truck	1	39
Ashmore	Walked only	1	91
Ashwell	Car as driver	1	26
Aspley			44
Aspley	(Other)	1	37
Aspley	Bicycle	1	34
Aspley	Bus	1	361
Aspley	Car as driver	1	3529
Aspley	Car as passenger	1	307
Aspley	Motorbike scooter	1	71
Aspley	Other three methods	3	3
Aspley	Other two methods	2	33
Aspley	Taxi	1	7
Aspley	Train	1	151
Aspley	Train and two other methods	3	4
Aspley	Truck	1	39
Aspley	Walked only	1	102
Atherton			38
Atherton	(Other)	1	31
Atherton	Bicycle	1	18
Atherton	Bus	1	38
Atherton	Car as driver	1	1907
Atherton	Car as passenger	1	209
Atherton	Motorbike scooter	1	18
Atherton	Other three methods	3	3
Atherton	Other two methods	2	14
Atherton	Taxi	1	7
Atherton	Tram includes light rail	1	3
Atherton	Truck	1	32
Atherton	Walked only	1	113
Athol	Car as driver	1	43
Athol	Truck	1	7
Athol	Walked only	1	3
Atkinsons Dam	Car as driver	1	46
Atkinsons Dam	Car as passenger	1	3
Atkinsons Dam	Walked only	1	3
Aubigny			4
Aubigny	Car as driver	1	88
Aubigny	Car as passenger	1	9
Aubigny	Truck	1	4
Aubigny	Walked only	1	9
Auburn (Qld)	Walked only	1	4
Auchenflower			14
Auchenflower	(Other)	1	24
Auchenflower	Bicycle	1	160
Auchenflower	Bus	1	210
Auchenflower	Bus and two other methods excludes train	3	3
Auchenflower	Car as driver	1	1401
Auchenflower	Car as passenger	1	144
Auchenflower	Ferry	1	12
Auchenflower	Motorbike scooter	1	40
Auchenflower	Other three methods	3	3
Auchenflower	Other two methods	2	34
Auchenflower	Taxi	1	21
Auchenflower	Train	1	355
Auchenflower	Train and two other methods	3	15
Auchenflower	Tram includes light rail	1	4
Auchenflower	Truck	1	3
Auchenflower	Walked only	1	263
Augathella			5
Augathella	(Other)	1	7
Augathella	Bus	1	3
Augathella	Car as driver	1	100
Augathella	Car as passenger	1	11
Augathella	Motorbike scooter	1	4
Augathella	Truck	1	6
Augathella	Walked only	1	19
Augustine Heights			21
Augustine Heights	(Other)	1	19
Augustine Heights	Bicycle	1	8
Augustine Heights	Bus	1	13
Augustine Heights	Car as driver	1	1810
Augustine Heights	Car as passenger	1	129
Augustine Heights	Motorbike scooter	1	23
Augustine Heights	Other two methods	2	9
Augustine Heights	Train	1	110
Augustine Heights	Train and two other methods	3	18
Augustine Heights	Truck	1	17
Augustine Heights	Walked only	1	14
Aurukun			5
Aurukun	Bicycle	1	5
Aurukun	Car as driver	1	41
Aurukun	Car as passenger	1	13
Aurukun	Walked only	1	151
Austinville	Car as driver	1	111
Austinville	Car as passenger	1	8
Austinville	Walked only	1	3
Avenell Heights			17
Avenell Heights	(Other)	1	8
Avenell Heights	Bicycle	1	12
Avenell Heights	Bus	1	18
Avenell Heights	Car as driver	1	1306
Avenell Heights	Car as passenger	1	109
Avenell Heights	Motorbike scooter	1	24
Avenell Heights	Other two methods	2	6
Avenell Heights	Taxi	1	7
Avenell Heights	Truck	1	22
Avenell Heights	Walked only	1	12
Avoca (Qld)			18
Avoca (Qld)	(Other)	1	6
Avoca (Qld)	Bicycle	1	10
Avoca (Qld)	Bus	1	10
Avoca (Qld)	Car as driver	1	1326
Avoca (Qld)	Car as passenger	1	123
Avoca (Qld)	Motorbike scooter	1	18
Avoca (Qld)	Other two methods	2	12
Avoca (Qld)	Taxi	1	3
Avoca (Qld)	Truck	1	14
Avoca (Qld)	Walked only	1	24
Avoca Vale	Car as driver	1	7
Avondale (Qld)	(Other)	1	3
Avondale (Qld)	Bus	1	3
Avondale (Qld)	Car as driver	1	173
Avondale (Qld)	Car as passenger	1	11
Avondale (Qld)	Motorbike scooter	1	6
Avondale (Qld)	Truck	1	6
Avondale (Qld)	Walked only	1	13
Ayr			59
Ayr	(Other)	1	16
Ayr	Bicycle	1	30
Ayr	Bus	1	49
Ayr	Car as driver	1	2715
Ayr	Car as passenger	1	254
Ayr	Motorbike scooter	1	17
Ayr	Other two methods	2	14
Ayr	Taxi	1	9
Ayr	Truck	1	78
Ayr	Walked only	1	137
Babinda (Qld)			6
Babinda (Qld)	(Other)	1	4
Babinda (Qld)	Bicycle	1	3
Babinda (Qld)	Bus	1	5
Babinda (Qld)	Car as driver	1	305
Babinda (Qld)	Car as passenger	1	29
Babinda (Qld)	Ferry	1	3
Babinda (Qld)	Other two methods	2	3
Babinda (Qld)	Truck	1	10
Babinda (Qld)	Walked only	1	38
Back Plains			5
Back Plains	Car as driver	1	31
Back Plains	Car as passenger	1	3
Back Plains	Truck	1	3
Back Plains	Walked only	1	3
Badu Island			7
Badu Island	(Other)	1	6
Badu Island	Car as driver	1	50
Badu Island	Car as passenger	1	25
Badu Island	Other two methods	2	5
Badu Island	Walked only	1	71
Baffle Creek	Car as driver	1	19
Baffle Creek	Walked only	1	4
Baffle West	Car as driver	1	6
Bahrs Scrub			8
Bahrs Scrub	Bus	1	4
Bahrs Scrub	Car as driver	1	691
Bahrs Scrub	Car as passenger	1	55
Bahrs Scrub	Motorbike scooter	1	5
Bahrs Scrub	Other two methods	2	9
Bahrs Scrub	Train	1	23
Bahrs Scrub	Truck	1	13
Bahrs Scrub	Walked only	1	11
Bajool			6
Bajool	Bus	1	4
Bajool	Car as driver	1	94
Bajool	Car as passenger	1	4
Bajool	Truck	1	3
Bajool	Walked only	1	4
Bakers Bend	Car as driver	1	13
Bakers Creek (Qld)			6
Bakers Creek (Qld)	(Other)	1	4
Bakers Creek (Qld)	Bus	1	12
Bakers Creek (Qld)	Car as driver	1	396
Bakers Creek (Qld)	Car as passenger	1	34
Bakers Creek (Qld)	Other two methods	2	3
Bakers Creek (Qld)	Truck	1	10
Bakers Creek (Qld)	Walked only	1	13
Baking Board	(Other)	1	4
Baking Board	Car as driver	1	19
Baking Board	Walked only	1	3
Balberra			4
Balberra	Bus	1	3
Balberra	Car as driver	1	129
Balberra	Car as passenger	1	5
Balberra	Truck	1	7
Balberra	Walked only	1	4
Balcomba	Car as driver	1	3
Bald Hills (Qld)			30
Bald Hills (Qld)	(Other)	1	19
Bald Hills (Qld)	Bicycle	1	12
Bald Hills (Qld)	Bus	1	33
Bald Hills (Qld)	Car as driver	1	2063
Bald Hills (Qld)	Car as passenger	1	148
Bald Hills (Qld)	Motorbike scooter	1	44
Bald Hills (Qld)	Other two methods	2	19
Bald Hills (Qld)	Taxi	1	3
Bald Hills (Qld)	Train	1	292
Bald Hills (Qld)	Train and two other methods	3	13
Bald Hills (Qld)	Truck	1	26
Bald Hills (Qld)	Walked only	1	24
Bald Knob			8
Bald Knob	(Other)	1	5
Bald Knob	Car as driver	1	62
Bald Knob	Other two methods	2	3
Bald Knob	Train	1	3
Bald Knob	Walked only	1	6
Balgal Beach	(Other)	1	3
Balgal Beach	Bus	1	3
Balgal Beach	Car as driver	1	172
Balgal Beach	Car as passenger	1	24
Balgal Beach	Other two methods	2	3
Balgal Beach	Truck	1	4
Balgal Beach	Walked only	1	8
Balgowan (Qld)	Car as driver	1	3
Ball Bay			4
Ball Bay	Bus	1	4
Ball Bay	Car as driver	1	94
Ball Bay	Car as passenger	1	10
Ball Bay	Truck	1	3
Ball Bay	Walked only	1	5
Ballandean	(Other)	1	3
Ballandean	Car as driver	1	82
Ballandean	Car as passenger	1	7
Ballandean	Walked only	1	14
Ballard			3
Ballard	Car as driver	1	53
Ballard	Car as passenger	1	3
Ballaroo	Car as driver	1	9
Ballaroo	Motorbike scooter	1	3
Ballogie	Car as driver	1	32
Balmoral (Qld)			7
Balmoral (Qld)	(Other)	1	19
Balmoral (Qld)	Bicycle	1	50
Balmoral (Qld)	Bus	1	105
Balmoral (Qld)	Bus and two other methods excludes train	3	9
Balmoral (Qld)	Car as driver	1	1194
Balmoral (Qld)	Car as passenger	1	96
Balmoral (Qld)	Ferry	1	98
Balmoral (Qld)	Motorbike scooter	1	27
Balmoral (Qld)	Other three methods	3	4
Balmoral (Qld)	Other two methods	2	49
Balmoral (Qld)	Taxi	1	3
Balmoral (Qld)	Train	1	28
Balmoral (Qld)	Train and two other methods	3	3
Balmoral (Qld)	Truck	1	9
Balmoral (Qld)	Walked only	1	47
Balmoral Ridge			3
Balmoral Ridge	Car as driver	1	68
Balmoral Ridge	Truck	1	3
Balmoral Ridge	Walked only	1	9
Balnagowan	Car as driver	1	141
Balnagowan	Car as passenger	1	5
Balnagowan	Truck	1	3
Balnagowan	Walked only	1	5
Bamaga			8
Bamaga	Bus	1	5
Bamaga	Car as driver	1	165
Bamaga	Car as passenger	1	56
Bamaga	Other two methods	2	19
Bamaga	Walked only	1	133
Bambaroo	Car as driver	1	21
Bambaroo	Truck	1	3
Bambaroo	Walked only	1	3
Bamboo	(Other)	1	3
Bamboo	Car as driver	1	58
Bamboo	Car as passenger	1	6
Bamboo Creek	Car as driver	1	20
Bamboo Creek	Walked only	1	4
Ban Ban	Car as driver	1	11
Ban Ban Springs	Car as driver	1	4
Banana			5
Banana	Car as driver	1	97
Banana	Car as passenger	1	5
Banana	Truck	1	3
Banana	Walked only	1	13
Bancroft			4
Bancroft	Car as driver	1	19
Bancroft	Other two methods	2	3
Bangalee (Qld)			7
Bangalee (Qld)	Car as driver	1	52
Bangalee (Qld)	Car as passenger	1	6
Bangall	Walked only	1	3
Banks Pocket	Car as driver	1	65
Banks Pocket	Car as passenger	1	3
Banksia Beach			17
Banksia Beach	(Other)	1	18
Banksia Beach	Bicycle	1	13
Banksia Beach	Bus	1	11
Banksia Beach	Car as driver	1	1287
Banksia Beach	Car as passenger	1	96
Banksia Beach	Motorbike scooter	1	9
Banksia Beach	Other two methods	2	7
Banksia Beach	Taxi	1	3
Banksia Beach	Train	1	13
Banksia Beach	Train and two other methods	3	3
Banksia Beach	Truck	1	22
Banksia Beach	Walked only	1	20
Bannockburn (Qld)			3
Bannockburn (Qld)	Bus	1	4
Bannockburn (Qld)	Car as driver	1	268
Bannockburn (Qld)	Car as passenger	1	22
Bannockburn (Qld)	Other two methods	2	3
Bannockburn (Qld)	Train	1	5
Bannockburn (Qld)	Truck	1	6
Banyo			28
Banyo	(Other)	1	18
Banyo	Bicycle	1	41
Banyo	Bus	1	28
Banyo	Bus and two other methods excludes train	3	3
Banyo	Car as driver	1	1684
Banyo	Car as passenger	1	156
Banyo	Motorbike scooter	1	30
Banyo	Other two methods	2	15
Banyo	Taxi	1	3
Banyo	Train	1	350
Banyo	Train and two other methods	3	4
Banyo	Truck	1	27
Banyo	Walked only	1	96
Bapaume			3
Bapaume	Car as driver	1	29
Bapaume	Car as passenger	1	5
Bapaume	Walked only	1	3
Barakula	Car as driver	1	3
Baralaba	(Other)	1	7
Baralaba	Bicycle	1	3
Baralaba	Car as driver	1	69
Baralaba	Car as passenger	1	6
Baralaba	Truck	1	3
Baralaba	Walked only	1	30
Barambah	Car as driver	1	11
Barcaldine			8
Barcaldine	(Other)	1	9
Barcaldine	Bicycle	1	25
Barcaldine	Bus	1	3
Barcaldine	Car as driver	1	406
Barcaldine	Car as passenger	1	42
Barcaldine	Motorbike scooter	1	4
Barcaldine	Other two methods	2	4
Barcaldine	Truck	1	8
Barcaldine	Walked only	1	75
Barcaldine Downs			3
Bardon			17
Bardon	(Other)	1	35
Bardon	Bicycle	1	180
Bardon	Bus	1	552
Bardon	Bus and two other methods excludes train	3	4
Bardon	Car as driver	1	2676
Bardon	Car as passenger	1	256
Bardon	Motorbike scooter	1	77
Bardon	Other three methods	3	3
Bardon	Other two methods	2	34
Bardon	Taxi	1	16
Bardon	Train	1	25
Bardon	Train and two other methods	3	5
Bardon	Truck	1	15
Bardon	Walked only	1	119
Baree	Bus	1	3
Baree	Car as driver	1	37
Baree	Car as passenger	1	3
Barellan Point			4
Barellan Point	(Other)	1	7
Barellan Point	Bicycle	1	3
Barellan Point	Car as driver	1	404
Barellan Point	Car as passenger	1	21
Barellan Point	Train	1	8
Barellan Point	Truck	1	13
Bargara			24
Bargara	(Other)	1	15
Bargara	Bicycle	1	25
Bargara	Bus	1	30
Bargara	Car as driver	1	2018
Bargara	Car as passenger	1	160
Bargara	Motorbike scooter	1	23
Bargara	Other two methods	2	12
Bargara	Truck	1	24
Bargara	Walked only	1	67
Bargunyah	Car as driver	1	3
Bargunyah	Motorbike scooter	1	3
Barker Creek Flat	Car as driver	1	13
Barkly (Qld)	Car as driver	1	4
Barkly (Qld)	Walked only	1	17
Barlil	Car as driver	1	15
Barlows Hill	(Other)	1	3
Barlows Hill	Bus	1	8
Barlows Hill	Car as driver	1	248
Barlows Hill	Car as passenger	1	18
Barlows Hill	Motorbike scooter	1	3
Barlows Hill	Truck	1	3
Barlows Hill	Walked only	1	4
Barmaryee	Bus	1	11
Barmaryee	Car as driver	1	298
Barmaryee	Car as passenger	1	17
Barmaryee	Truck	1	7
Barmaryee	Walked only	1	5
Barmoya	Car as driver	1	19
Barmoya	Car as passenger	1	3
Barnard	Car as driver	1	12
Barnard	Walked only	1	3
Barney Point	(Other)	1	4
Barney Point	Bicycle	1	4
Barney Point	Bus	1	7
Barney Point	Bus and two other methods excludes train	3	11
Barney Point	Car as driver	1	231
Barney Point	Car as passenger	1	27
Barney Point	Ferry	1	8
Barney Point	Motorbike scooter	1	3
Barney Point	Other two methods	2	7
Barney Point	Walked only	1	16
Barney View	Car as driver	1	15
Barramornie	Car as driver	1	3
Barratta (Qld)	Car as driver	1	32
Barratta (Qld)	Walked only	1	3
Barrine	Car as driver	1	78
Barrine	Car as passenger	1	10
Barrine	Walked only	1	3
Barringha	Car as driver	1	24
Barringha	Truck	1	3
Barron	Car as driver	1	12
Bartle Frere	Car as driver	1	46
Bartle Frere	Truck	1	3
Bartle Frere	Walked only	1	5
Basalt (Qld)	(Other)	1	3
Basalt (Qld)	Car as driver	1	16
Basalt (Qld)	Car as passenger	1	6
Basalt (Qld)	Motorbike scooter	1	4
Basalt (Qld)	Walked only	1	12
Basin Pocket	(Other)	1	4
Basin Pocket	Bicycle	1	3
Basin Pocket	Car as driver	1	256
Basin Pocket	Car as passenger	1	31
Basin Pocket	Motorbike scooter	1	3
Basin Pocket	Train	1	10
Basin Pocket	Truck	1	4
Basin Pocket	Walked only	1	3
Battery Hill			14
Battery Hill	(Other)	1	14
Battery Hill	Bicycle	1	21
Battery Hill	Bus	1	17
Battery Hill	Car as driver	1	724
Battery Hill	Car as passenger	1	57
Battery Hill	Motorbike scooter	1	4
Battery Hill	Other two methods	2	13
Battery Hill	Train	1	3
Battery Hill	Truck	1	9
Battery Hill	Walked only	1	23
Bauhinia	Car as driver	1	10
Bauple			3
Bauple	Car as driver	1	108
Bauple	Car as passenger	1	14
Bauple	Truck	1	3
Bauple	Walked only	1	3
Bayrick	Walked only	1	3
Bayview Heights			8
Bayview Heights	(Other)	1	19
Bayview Heights	Bicycle	1	23
Bayview Heights	Bus	1	22
Bayview Heights	Car as driver	1	1555
Bayview Heights	Car as passenger	1	121
Bayview Heights	Motorbike scooter	1	15
Bayview Heights	Other two methods	2	12
Bayview Heights	Taxi	1	3
Bayview Heights	Truck	1	19
Bayview Heights	Walked only	1	12
Beach Holm	Car as driver	1	11
Beachmere			12
Beachmere	(Other)	1	9
Beachmere	Bicycle	1	5
Beachmere	Bus	1	13
Beachmere	Car as driver	1	946
Beachmere	Car as passenger	1	62
Beachmere	Motorbike scooter	1	16
Beachmere	Other two methods	2	11
Beachmere	Train	1	23
Beachmere	Truck	1	22
Beachmere	Walked only	1	26
Beaconsfield (Qld)			18
Beaconsfield (Qld)	(Other)	1	12
Beaconsfield (Qld)	Bicycle	1	16
Beaconsfield (Qld)	Bus	1	53
Beaconsfield (Qld)	Car as driver	1	1852
Beaconsfield (Qld)	Car as passenger	1	164
Beaconsfield (Qld)	Motorbike scooter	1	21
Beaconsfield (Qld)	Other two methods	2	17
Beaconsfield (Qld)	Taxi	1	3
Beaconsfield (Qld)	Truck	1	10
Beaconsfield (Qld)	Walked only	1	29
Beatrice	(Other)	1	3
Beatrice	Car as driver	1	24
Beaudesert			23
Beaudesert	(Other)	1	12
Beaudesert	Bicycle	1	4
Beaudesert	Bus	1	6
