SSC_NAME16	AgeStudent	Sex	students
Djarawong	15-19	F	4
Djarawong	15-19	M	3
Djuan	5-14	F	7
Djuan	5-14	M	10
Djuan	15-19	M	3
Djuan	25+	F	3
Doctor Creek	5-14	F	3
Doctor Creek	5-14	M	3
Dolphin Heads	5-14	F	27
Dolphin Heads	5-14	M	34
Dolphin Heads	15-19	F	9
Dolphin Heads	15-19	M	8
Dolphin Heads	25+	F	9
Dolphin Heads	25+	M	3
Donnybrook (Qld)	0-4	F	3
Donnybrook (Qld)	5-14	F	22
Donnybrook (Qld)	5-14	M	14
Donnybrook (Qld)	15-19	F	10
Donnybrook (Qld)	15-19	M	8
Donnybrook (Qld)	20-24	F	7
Donnybrook (Qld)	25+	F	5
Doolandella	0-4	F	30
Doolandella	0-4	M	32
Doolandella	5-14	F	280
Doolandella	5-14	M	316
Doolandella	15-19	F	118
Doolandella	15-19	M	131
Doolandella	20-24	F	73
Doolandella	20-24	M	52
Doolandella	25+	F	104
Doolandella	25+	M	70
Doolbi	5-14	F	3
Doolbi	5-14	M	8
Doolbi	25+	M	3
Doomadgee	0-4	F	19
Doomadgee	0-4	M	21
Doomadgee	5-14	F	139
Doomadgee	5-14	M	203
Doomadgee	15-19	F	35
Doomadgee	15-19	M	10
Doomadgee	25+	F	3
Doomadgee	25+	M	3
Doonan	0-4	F	15
Doonan	0-4	M	8
Doonan	5-14	F	250
Doonan	5-14	M	271
Doonan	15-19	F	84
Doonan	15-19	M	87
Doonan	20-24	F	27
Doonan	20-24	M	9
Doonan	25+	F	61
Doonan	25+	M	17
Doongul	5-14	M	3
Dotswood	5-14	F	3
Dotswood	5-14	M	4
Douglas (Toowoomba - Qld)	5-14	F	5
Douglas (Toowoomba - Qld)	5-14	M	4
Douglas (Toowoomba - Qld)	15-19	F	3
Douglas (Toowoomba - Qld)	15-19	M	3
Douglas (Townsville - Qld)	0-4	F	40
Douglas (Townsville - Qld)	0-4	M	39
Douglas (Townsville - Qld)	5-14	F	380
Douglas (Townsville - Qld)	5-14	M	362
Douglas (Townsville - Qld)	15-19	F	528
Douglas (Townsville - Qld)	15-19	M	373
Douglas (Townsville - Qld)	20-24	F	662
Douglas (Townsville - Qld)	20-24	M	464
Douglas (Townsville - Qld)	25+	F	279
Douglas (Townsville - Qld)	25+	M	222
Downsfield	0-4	M	3
Downsfield	5-14	F	7
Dows Creek	5-14	F	8
Dows Creek	5-14	M	13
Dows Creek	15-19	F	3
Dows Creek	15-19	M	3
Draper	0-4	F	3
Draper	0-4	M	3
Draper	5-14	F	46
Draper	5-14	M	50
Draper	15-19	F	13
Draper	15-19	M	20
Draper	20-24	F	7
Draper	20-24	M	5
Draper	25+	F	5
Draper	25+	M	9
Drayton	0-4	F	11
Drayton	0-4	M	4
Drayton	5-14	F	91
Drayton	5-14	M	107
Drayton	15-19	F	28
Drayton	15-19	M	24
Drayton	20-24	F	14
Drayton	20-24	M	6
Drayton	25+	F	44
Drayton	25+	M	20
Drewvale	0-4	F	30
Drewvale	0-4	M	40
Drewvale	5-14	F	363
Drewvale	5-14	M	360
Drewvale	15-19	F	120
Drewvale	15-19	M	122
Drewvale	20-24	F	51
Drewvale	20-24	M	40
Drewvale	25+	F	88
Drewvale	25+	M	50
Drillham	5-14	F	5
Drillham	5-14	M	5
Drillham South	5-14	F	3
Drillham South	5-14	M	3
Drinan	0-4	F	3
Drinan	5-14	F	11
Drinan	5-14	M	7
Drinan	15-19	F	4
Drinan	15-19	M	3
Drinan	20-24	F	3
Drinan	25+	F	3
Drummondslope	5-14	F	3
Drummondslope	5-14	M	3
Duaringa	0-4	F	5
Duaringa	5-14	F	13
Duaringa	5-14	M	13
Duaringa	25+	F	4
Duchess	5-14	F	3
Ducklo	5-14	F	22
Ducklo	5-14	M	25
Ducklo	15-19	F	5
Ducklo	15-19	M	5
Ducklo	20-24	F	3
Ducklo	25+	F	4
Dugandan	0-4	F	4
Dugandan	0-4	M	3
Dugandan	5-14	F	40
Dugandan	5-14	M	45
Dugandan	15-19	F	11
Dugandan	15-19	M	12
Dugandan	20-24	M	3
Dugandan	25+	F	5
Dugandan	25+	M	5
Duingal	5-14	F	3
Duingal	5-14	M	4
Duingal	15-19	F	5
Dulacca	0-4	M	3
Dulacca	5-14	F	19
Dulacca	5-14	M	15
Dulacca	15-19	F	3
Dulacca	25+	F	5
Dulong	0-4	F	3
Dulong	5-14	F	29
Dulong	5-14	M	32
Dulong	15-19	F	9
Dulong	15-19	M	13
Dulong	20-24	F	3
Dulong	20-24	M	3
Dulong	25+	F	11
Dulong	25+	M	6
Dululu	5-14	F	4
Dululu	5-14	M	4
Dululu	15-19	F	3
Dumbleton	5-14	F	18
Dumbleton	5-14	M	10
Dumbleton	15-19	F	5
Dumbleton	15-19	M	7
Dumbleton	20-24	F	5
Dumgree	5-14	F	3
Dumgree	5-14	M	6
Dumgree	25+	F	4
Dundas (Qld)	5-14	M	9
Dundas (Qld)	15-19	M	3
Dundathu	5-14	F	13
Dundathu	5-14	M	28
Dundathu	15-19	F	7
Dundathu	15-19	M	6
Dundathu	20-24	M	3
Dundathu	25+	F	3
Dundowran	0-4	F	3
Dundowran	0-4	M	5
Dundowran	5-14	F	55
Dundowran	5-14	M	65
Dundowran	15-19	F	16
Dundowran	15-19	M	16
Dundowran	25+	F	16
Dundowran	25+	M	11
Dundowran Beach	0-4	F	7
Dundowran Beach	0-4	M	16
Dundowran Beach	5-14	F	113
Dundowran Beach	5-14	M	131
Dundowran Beach	15-19	F	34
Dundowran Beach	15-19	M	44
Dundowran Beach	20-24	F	7
Dundowran Beach	25+	F	37
Dundowran Beach	25+	M	10
Dunkeld (Qld)	5-14	M	3
Dunmora	5-14	F	16
Dunmora	5-14	M	15
Dunmora	15-19	F	3
Dunmora	15-19	M	7
Dunmora	25+	F	8
Dunmora	25+	M	3
Dunmore (Qld)	5-14	F	3
Dunmore (Qld)	5-14	M	3
Dunnrock	5-14	F	3
Dunrobin (Qld)	5-14	M	3
Dunwich	0-4	F	3
Dunwich	5-14	F	54
Dunwich	5-14	M	72
Dunwich	15-19	F	17
Dunwich	15-19	M	16
Dunwich	25+	F	10
Dunwich	25+	M	3
Durack (Qld)	0-4	F	26
Durack (Qld)	0-4	M	30
Durack (Qld)	5-14	F	395
Durack (Qld)	5-14	M	425
Durack (Qld)	15-19	F	178
Durack (Qld)	15-19	M	148
Durack (Qld)	20-24	F	120
Durack (Qld)	20-24	M	82
Durack (Qld)	25+	F	214
Durack (Qld)	25+	M	113
Durah	5-14	F	3
Durham Downs	5-14	M	3
Durong	5-14	F	8
Durong	5-14	M	18
Durong	15-19	F	5
Durong	15-19	M	7
Dutton Park	0-4	F	12
Dutton Park	0-4	M	4
Dutton Park	5-14	F	101
Dutton Park	5-14	M	96
Dutton Park	15-19	F	57
Dutton Park	15-19	M	57
Dutton Park	20-24	F	77
Dutton Park	20-24	M	81
Dutton Park	25+	F	107
Dutton Park	25+	M	92
Dutton River	5-14	F	3
Dutton River	5-14	M	5
Dykehead	5-14	F	3
Dysart (Qld)	0-4	F	15
Dysart (Qld)	0-4	M	23
Dysart (Qld)	5-14	F	196
Dysart (Qld)	5-14	M	217
Dysart (Qld)	15-19	F	39
Dysart (Qld)	15-19	M	37
Dysart (Qld)	20-24	F	14
Dysart (Qld)	20-24	M	5
Dysart (Qld)	25+	F	45
Dysart (Qld)	25+	M	17
Eagleby	0-4	F	87
Eagleby	0-4	M	91
Eagleby	5-14	F	777
Eagleby	5-14	M	804
Eagleby	15-19	F	204
Eagleby	15-19	M	214
Eagleby	20-24	F	96
Eagleby	20-24	M	50
Eagleby	25+	F	260
Eagleby	25+	M	98
Earlville	0-4	F	22
Earlville	0-4	M	17
Earlville	5-14	F	209
Earlville	5-14	M	214
Earlville	15-19	F	75
Earlville	15-19	M	72
Earlville	20-24	F	21
Earlville	20-24	M	12
Earlville	25+	F	64
Earlville	25+	M	39
East Barron	5-14	F	19
East Barron	5-14	M	25
East Barron	15-19	F	3
East Barron	25+	F	3
East Brisbane	0-4	F	27
East Brisbane	0-4	M	26
East Brisbane	5-14	F	149
East Brisbane	5-14	M	255
East Brisbane	15-19	F	95
East Brisbane	15-19	M	188
East Brisbane	20-24	F	174
East Brisbane	20-24	M	179
East Brisbane	25+	F	257
East Brisbane	25+	M	214
East Cooyar	5-14	F	4
East Cooyar	5-14	M	3
East Deep Creek	0-4	M	3
East Deep Creek	5-14	F	22
East Deep Creek	5-14	M	40
East Deep Creek	15-19	F	15
East Deep Creek	15-19	M	18
East Deep Creek	20-24	F	4
East Deep Creek	25+	F	12
East Deep Creek	25+	M	3
East End	5-14	F	7
East End	5-14	M	3
East Feluga	0-4	M	3
East Feluga	5-14	F	11
East Feluga	5-14	M	8
East Feluga	15-19	F	4
East Feluga	15-19	M	7
East Feluga	25+	F	4
East Greenmount	0-4	M	3
East Greenmount	5-14	F	16
East Greenmount	5-14	M	20
East Greenmount	15-19	F	7
East Greenmount	15-19	M	5
East Greenmount	20-24	F	7
East Greenmount	20-24	M	3
East Greenmount	25+	F	9
East Greenmount	25+	M	4
East Haldon	5-14	F	6
East Innisfail	0-4	F	11
East Innisfail	0-4	M	7
East Innisfail	5-14	F	127
East Innisfail	5-14	M	122
East Innisfail	15-19	F	30
East Innisfail	15-19	M	29
East Innisfail	20-24	F	9
East Innisfail	25+	F	28
East Innisfail	25+	M	9
East Ipswich	0-4	F	14
East Ipswich	0-4	M	12
East Ipswich	5-14	F	154
East Ipswich	5-14	M	156
East Ipswich	15-19	F	68
East Ipswich	15-19	M	41
East Ipswich	20-24	F	15
East Ipswich	20-24	M	21
East Ipswich	25+	F	73
East Ipswich	25+	M	35
East Mackay	0-4	F	15
East Mackay	0-4	M	12
East Mackay	5-14	F	177
East Mackay	5-14	M	221
East Mackay	15-19	F	48
East Mackay	15-19	M	74
East Mackay	20-24	F	24
East Mackay	20-24	M	12
East Mackay	25+	F	61
East Mackay	25+	M	32
East Nanango	5-14	F	17
East Nanango	5-14	M	6
East Nanango	15-19	F	10
East Nanango	15-19	M	7
East Nanango	25+	F	3
East Palmerston	5-14	F	7
East Palmerston	5-14	M	10
East Palmerston	15-19	F	3
East Palmerston	15-19	M	6
East Palmerston	25+	F	8
East Russell	5-14	F	5
East Russell	5-14	M	4
East Russell	15-19	F	3
East Russell	25+	F	4
East Toowoomba	0-4	F	26
East Toowoomba	0-4	M	20
East Toowoomba	5-14	F	367
East Toowoomba	5-14	M	400
East Toowoomba	15-19	F	137
East Toowoomba	15-19	M	113
East Toowoomba	20-24	F	53
East Toowoomba	20-24	M	27
East Toowoomba	25+	F	150
East Toowoomba	25+	M	99
East Trinity	5-14	F	9
East Trinity	5-14	M	8
East Trinity	15-19	F	3
East Trinity	25+	F	6
East Trinity	25+	M	3
Eastern Heights	0-4	F	17
Eastern Heights	0-4	M	19
Eastern Heights	5-14	F	205
Eastern Heights	5-14	M	229
Eastern Heights	15-19	F	81
Eastern Heights	15-19	M	65
Eastern Heights	20-24	F	28
Eastern Heights	20-24	M	30
Eastern Heights	25+	F	80
Eastern Heights	25+	M	26
Eaton (Qld)	5-14	F	3
Eaton (Qld)	5-14	M	4
Eatons Hill	0-4	F	61
Eatons Hill	0-4	M	51
Eatons Hill	5-14	F	698
Eatons Hill	5-14	M	697
Eatons Hill	15-19	F	291
Eatons Hill	15-19	M	258
Eatons Hill	20-24	F	89
Eatons Hill	20-24	M	96
Eatons Hill	25+	F	136
Eatons Hill	25+	M	88
Ebbw Vale	0-4	M	4
Ebbw Vale	5-14	F	21
Ebbw Vale	5-14	M	18
Ebbw Vale	15-19	F	7
Ebbw Vale	15-19	M	3
Ebbw Vale	20-24	F	3
Ebbw Vale	20-24	M	3
Ebbw Vale	25+	F	3
Ebbw Vale	25+	M	9
Ebenezer (Qld)	5-14	F	22
Ebenezer (Qld)	5-14	M	19
Ebenezer (Qld)	15-19	F	12
Ebenezer (Qld)	15-19	M	6
Ebenezer (Qld)	20-24	F	3
Ebenezer (Qld)	25+	F	4
Edens Landing	0-4	F	33
Edens Landing	0-4	M	33
Edens Landing	5-14	F	346
Edens Landing	5-14	M	375
Edens Landing	15-19	F	122
Edens Landing	15-19	M	99
Edens Landing	20-24	F	41
Edens Landing	20-24	M	19
Edens Landing	25+	F	112
Edens Landing	25+	M	57
Edge Hill	0-4	F	26
Edge Hill	0-4	M	36
Edge Hill	5-14	F	235
Edge Hill	5-14	M	268
Edge Hill	15-19	F	78
Edge Hill	15-19	M	69
Edge Hill	20-24	F	33
Edge Hill	20-24	M	30
Edge Hill	25+	F	135
Edge Hill	25+	M	47
Edmonton	0-4	F	59
Edmonton	0-4	M	69
Edmonton	5-14	F	847
Edmonton	5-14	M	882
Edmonton	15-19	F	248
Edmonton	15-19	M	244
Edmonton	20-24	F	58
Edmonton	20-24	M	28
Edmonton	25+	F	228
Edmonton	25+	M	80
Eerwah Vale	0-4	F	3
Eerwah Vale	0-4	M	6
Eerwah Vale	5-14	F	30
Eerwah Vale	5-14	M	42
Eerwah Vale	15-19	F	8
Eerwah Vale	15-19	M	10
Eerwah Vale	25+	F	14
Eerwah Vale	25+	M	6
Eidsvold	0-4	F	3
Eidsvold	0-4	M	5
Eidsvold	5-14	F	38
Eidsvold	5-14	M	21
Eidsvold	15-19	F	4
Eidsvold	15-19	M	6
Eidsvold	25+	F	4
Eidsvold West	5-14	F	7
Eidsvold West	5-14	M	8
Eight Mile Plains	0-4	F	65
Eight Mile Plains	0-4	M	71
Eight Mile Plains	5-14	F	749
Eight Mile Plains	5-14	M	759
Eight Mile Plains	15-19	F	368
Eight Mile Plains	15-19	M	360
Eight Mile Plains	20-24	F	423
Eight Mile Plains	20-24	M	435
Eight Mile Plains	25+	F	484
Eight Mile Plains	25+	M	381
Eimeo	0-4	F	26
Eimeo	0-4	M	22
Eimeo	5-14	F	241
Eimeo	5-14	M	263
Eimeo	15-19	F	74
Eimeo	15-19	M	77
Eimeo	20-24	F	26
Eimeo	20-24	M	12
Eimeo	25+	F	76
Eimeo	25+	M	23
Einasleigh	5-14	F	7
Einasleigh	5-14	M	7
El Arish	5-14	F	11
El Arish	5-14	M	16
El Arish	15-19	F	3
El Arish	15-19	M	13
El Arish	20-24	M	3
Elaman Creek	5-14	F	3
Elaman Creek	5-14	M	3
Elanora	0-4	F	64
Elanora	0-4	M	74
Elanora	5-14	F	727
Elanora	5-14	M	781
Elanora	15-19	F	281
Elanora	15-19	M	314
Elanora	20-24	F	91
Elanora	20-24	M	68
Elanora	25+	F	199
Elanora	25+	M	116
Elbow Valley	5-14	F	6
Elbow Valley	5-14	M	6
Elbow Valley	15-19	M	5
Elbow Valley	25+	F	3
Electra	5-14	F	8
Electra	5-14	M	7
Electra	25+	F	3
Eli Waters	0-4	F	21
Eli Waters	0-4	M	21
Eli Waters	5-14	F	236
Eli Waters	5-14	M	227
Eli Waters	15-19	F	68
Eli Waters	15-19	M	61
Eli Waters	20-24	F	20
Eli Waters	20-24	M	8
Eli Waters	25+	F	70
Eli Waters	25+	M	28
Elimbah	0-4	F	14
Elimbah	0-4	M	30
Elimbah	5-14	F	244
Elimbah	5-14	M	278
Elimbah	15-19	F	112
Elimbah	15-19	M	122
Elimbah	20-24	F	30
Elimbah	20-24	M	22
Elimbah	25+	F	57
Elimbah	25+	M	34
Ellangowan (Qld)	0-4	M	3
Ellangowan (Qld)	5-14	F	7
Ellangowan (Qld)	15-19	M	3
Ellangowan (Qld)	20-24	M	3
Ellen Grove	0-4	F	6
Ellen Grove	0-4	M	16
Ellen Grove	5-14	F	204
Ellen Grove	5-14	M	219
Ellen Grove	15-19	F	69
Ellen Grove	15-19	M	72
Ellen Grove	20-24	F	26
Ellen Grove	20-24	M	16
Ellen Grove	25+	F	80
Ellen Grove	25+	M	38
Ellerbeck	5-14	F	7
Ellerbeck	5-14	M	7
Ellerbeck	15-19	F	3
Ellerbeck	25+	M	3
Ellesmere	5-14	F	18
Ellesmere	5-14	M	15
Ellesmere	15-19	F	6
Ellesmere	15-19	M	5
Ellesmere	25+	F	10
Ellinjaa	5-14	F	3
Ellinjaa	25+	F	3
Elliott (Qld)	0-4	M	3
Elliott (Qld)	5-14	F	8
Elliott (Qld)	5-14	M	10
Elliott (Qld)	15-19	F	3
Elliott (Qld)	15-19	M	3
Elliott (Qld)	25+	F	7
Elliott Heads	0-4	F	7
Elliott Heads	0-4	M	5
Elliott Heads	5-14	F	49
Elliott Heads	5-14	M	62
Elliott Heads	15-19	F	16
Elliott Heads	15-19	M	17
Elliott Heads	20-24	F	3
Elliott Heads	25+	F	28
Elliott Heads	25+	M	11
Elphinstone (Toowoomba - Qld)	5-14	F	7
Elphinstone (Toowoomba - Qld)	5-14	M	4
Elphinstone (Toowoomba - Qld)	15-19	F	4
Elphinstone (Toowoomba - Qld)	25+	F	4
Emerald (Qld)	0-4	F	102
Emerald (Qld)	0-4	M	100
Emerald (Qld)	5-14	F	1020
Emerald (Qld)	5-14	M	1075
Emerald (Qld)	15-19	F	260
Emerald (Qld)	15-19	M	294
Emerald (Qld)	20-24	F	65
Emerald (Qld)	20-24	M	41
Emerald (Qld)	25+	F	316
Emerald (Qld)	25+	M	121
Emu Creek (Qld)	5-14	F	4
Emu Creek (Qld)	15-19	M	6
Emu Park	0-4	F	5
Emu Park	0-4	M	5
Emu Park	5-14	F	105
Emu Park	5-14	M	124
Emu Park	15-19	F	35
Emu Park	15-19	M	39
Emu Park	20-24	F	12
Emu Park	20-24	M	3
Emu Park	25+	F	23
Emu Park	25+	M	6
Emu Vale	5-14	F	10
Emu Vale	5-14	M	6
Emu Vale	15-19	M	7
England Creek	5-14	M	3
Enoggera	0-4	F	32
Enoggera	0-4	M	37
Enoggera	5-14	F	250
Enoggera	5-14	M	266
Enoggera	15-19	F	94
Enoggera	15-19	M	79
Enoggera	20-24	F	79
Enoggera	20-24	M	70
Enoggera	25+	F	121
Enoggera	25+	M	114
Enoggera Reservoir	5-14	F	4
Enoggera Reservoir	5-14	M	3
Epsom (Qld)	5-14	M	3
Erakala	5-14	F	54
Erakala	5-14	M	52
Erakala	15-19	F	15
Erakala	15-19	M	16
Erakala	20-24	F	6
Erakala	25+	F	3
Erakala	25+	M	3
Ernestina	5-14	M	4
Eromanga	5-14	F	5
Eromanga	5-14	M	8
Erub Island	0-4	F	4
Erub Island	0-4	M	6
Erub Island	5-14	F	29
Erub Island	5-14	M	24
Erub Island	15-19	M	5
Erub Island	25+	F	3
Esk (Qld)	0-4	F	7
Esk (Qld)	5-14	F	75
Esk (Qld)	5-14	M	84
Esk (Qld)	15-19	F	27
Esk (Qld)	15-19	M	19
Esk (Qld)	20-24	F	6
Esk (Qld)	20-24	M	3
Esk (Qld)	25+	F	20
Esk (Qld)	25+	M	3
Etna Creek	0-4	F	4
Etna Creek	5-14	F	15
Etna Creek	5-14	M	15
Etna Creek	15-19	F	7
Etna Creek	15-19	M	5
Eton	0-4	F	3
Eton	0-4	M	3
Eton	5-14	F	47
Eton	5-14	M	57
Eton	15-19	F	20
Eton	15-19	M	10
Eton	20-24	M	3
Eton	25+	F	10
Etty Bay	0-4	F	5
Etty Bay	0-4	M	3
Etty Bay	5-14	F	21
Etty Bay	5-14	M	23
Etty Bay	15-19	F	14
Etty Bay	15-19	M	9
Etty Bay	25+	F	4
Etty Bay	25+	M	3
Eubenangee	0-4	M	3
Eubenangee	5-14	F	12
Eubenangee	5-14	M	17
Eubenangee	15-19	F	3
Eubenangee	15-19	M	3
Eubenangee	25+	F	3
Eudlo	0-4	M	3
Eudlo	5-14	F	80
Eudlo	5-14	M	67
Eudlo	15-19	F	19
Eudlo	15-19	M	7
Eudlo	20-24	F	3
Eudlo	20-24	M	7
Eudlo	25+	F	28
Eudlo	25+	M	19
Eukey	5-14	F	5
Eukey	5-14	M	3
Eukey	25+	F	7
Euleilah	5-14	F	4
Euleilah	5-14	M	11
Euleilah	15-19	F	4
Eulo	5-14	F	4
Eumamurrin	5-14	F	4
Eumamurrin	5-14	M	3
Eumamurrin	15-19	F	3
Eumamurrin	15-19	M	3
Eumundi	0-4	F	12
Eumundi	0-4	M	12
Eumundi	5-14	F	181
Eumundi	5-14	M	147
Eumundi	15-19	F	37
Eumundi	15-19	M	56
Eumundi	20-24	F	9
Eumundi	20-24	M	8
Eumundi	25+	F	51
Eumundi	25+	M	24
Eungella (Qld)	5-14	F	10
Eungella (Qld)	5-14	M	11
Eungella (Qld)	15-19	M	5
Eungella (Qld)	25+	F	3
Euramo	0-4	M	3
Euramo	5-14	F	12
Euramo	5-14	M	10
Eureka (Qld)	5-14	F	16
Eureka (Qld)	5-14	M	13
Eureka (Qld)	15-19	F	3
Eureka (Qld)	15-19	M	5
Eureka (Qld)	25+	F	5
Eurombah	5-14	F	3
Eurombah	5-14	M	3
Euthulla	5-14	F	16
Euthulla	5-14	M	38
Euthulla	15-19	F	12
Euthulla	15-19	M	4
Euthulla	20-24	F	6
Euthulla	20-24	M	3
Euthulla	25+	F	3
Evanslea	5-14	F	4
Evanslea	15-19	F	3
Evelyn	5-14	F	6
Evelyn	5-14	M	7
Evelyn	15-19	F	5
Evelyn	15-19	M	3
Evelyn	25+	F	3
Evergreen	5-14	F	3
Everton Hills	0-4	F	26
Everton Hills	0-4	M	41
Everton Hills	5-14	F	394
Everton Hills	5-14	M	417
Everton Hills	15-19	F	134
Everton Hills	15-19	M	117
Everton Hills	20-24	F	63
Everton Hills	20-24	M	55
Everton Hills	25+	F	162
Everton Hills	25+	M	81
Everton Park	0-4	F	46
Everton Park	0-4	M	47
Everton Park	5-14	F	447
Everton Park	5-14	M	435
Everton Park	15-19	F	176
Everton Park	15-19	M	143
Everton Park	20-24	F	126
Everton Park	20-24	M	88
Everton Park	25+	F	242
Everton Park	25+	M	170
Fairdale	5-14	F	3
Fairdale	5-14	M	4
Fairdale	15-19	M	3
Fairfield (Qld)	0-4	F	18
Fairfield (Qld)	0-4	M	11
Fairfield (Qld)	5-14	F	123
Fairfield (Qld)	5-14	M	114
Fairfield (Qld)	15-19	F	74
Fairfield (Qld)	15-19	M	74
Fairfield (Qld)	20-24	F	145
Fairfield (Qld)	20-24	M	166
Fairfield (Qld)	25+	F	128
Fairfield (Qld)	25+	M	125
Fairney View	5-14	F	7
Fairney View	5-14	M	18
Fairney View	15-19	F	4
Fairney View	15-19	M	5
Fairney View	25+	F	8
Fairney View	25+	M	3
Fairy Bower	5-14	F	4
Fairy Bower	5-14	M	9
Fairy Bower	15-19	M	3
Fairyland	5-14	F	3
Fairyland	5-14	M	6
Fairyland	15-19	M	4
Fairymead	15-19	F	3
Farleigh	0-4	F	4
Farleigh	0-4	M	6
Farleigh	5-14	F	59
Farleigh	5-14	M	50
Farleigh	15-19	F	20
Farleigh	15-19	M	27
Farleigh	20-24	F	3
Farleigh	20-24	M	5
Farleigh	25+	F	8
Farnborough	5-14	F	31
Farnborough	5-14	M	18
Farnborough	15-19	F	13
Farnborough	15-19	M	10
Farnborough	20-24	F	3
Farnborough	20-24	M	3
Farnborough	25+	F	9
Farnsfield	0-4	F	4
Farnsfield	5-14	F	12
Farnsfield	5-14	M	10
Farnsfield	15-19	M	3
Fassifern (Qld)	5-14	F	3
Fassifern (Qld)	15-19	M	3
Fassifern Valley	5-14	F	4
Fassifern Valley	5-14	M	10
Fassifern Valley	15-19	M	4
Federal (Qld)	5-14	F	17
Federal (Qld)	5-14	M	18
Federal (Qld)	15-19	F	11
Federal (Qld)	25+	F	7
Federal (Qld)	25+	M	3
Felton	5-14	F	14
Felton	5-14	M	21
Felton	15-19	F	3
Felton	15-19	M	3
Felton	20-24	F	4
Felton	25+	F	3
Felton South	5-14	F	6
Felton South	5-14	M	3
Felton South	15-19	F	3
Feluga	5-14	F	16
Feluga	5-14	M	17
Feluga	15-19	M	3
Ferney	5-14	F	4
Ferney	5-14	M	4
Fernvale (Qld)	0-4	F	22
Fernvale (Qld)	0-4	M	23
Fernvale (Qld)	5-14	F	267
Fernvale (Qld)	5-14	M	229
Fernvale (Qld)	15-19	F	58
Fernvale (Qld)	15-19	M	75
Fernvale (Qld)	20-24	F	20
Fernvale (Qld)	20-24	M	14
Fernvale (Qld)	25+	F	71
Fernvale (Qld)	25+	M	21
Ferny Glen	5-14	F	5
Ferny Glen	5-14	M	4
Ferny Glen	20-24	F	4
Ferny Grove	0-4	F	36
Ferny Grove	0-4	M	35
Ferny Grove	5-14	F	386
Ferny Grove	5-14	M	410
Ferny Grove	15-19	F	172
Ferny Grove	15-19	M	163
Ferny Grove	20-24	F	59
Ferny Grove	20-24	M	46
Ferny Grove	25+	F	138
Ferny Grove	25+	M	76
Ferny Hills	0-4	F	60
Ferny Hills	0-4	M	68
Ferny Hills	5-14	F	616
Ferny Hills	5-14	M	635
Ferny Hills	15-19	F	186
Ferny Hills	15-19	M	227
Ferny Hills	20-24	F	82
Ferny Hills	20-24	M	72
Ferny Hills	25+	F	202
Ferny Hills	25+	M	126
Fifteen Mile	0-4	M	3
Fifteen Mile	5-14	F	4
Fifteen Mile	5-14	M	6
Fig Tree Pocket	0-4	F	32
Fig Tree Pocket	0-4	M	22
Fig Tree Pocket	5-14	F	334
Fig Tree Pocket	5-14	M	391
Fig Tree Pocket	15-19	F	133
Fig Tree Pocket	15-19	M	173
Fig Tree Pocket	20-24	F	58
Fig Tree Pocket	20-24	M	73
Fig Tree Pocket	25+	F	88
Fig Tree Pocket	25+	M	52
Finch Hatton	0-4	M	3
Finch Hatton	5-14	F	32
Finch Hatton	5-14	M	21
Finch Hatton	15-19	F	13
Finch Hatton	15-19	M	12
Finch Hatton	20-24	M	4
Finch Hatton	25+	F	7
Finch Hatton	25+	M	4
Finlayvale	5-14	F	3
Finlayvale	5-14	M	3
Finnie	5-14	F	4
Finnie	5-14	M	3
Finnie	20-24	F	3
Finnie	20-24	M	3
Fishermans Pocket	5-14	F	3
Fishery Falls	5-14	F	6
Fishery Falls	5-14	M	9
Fishery Falls	15-19	F	4
Fitzgerald Creek	5-14	F	4
Fitzgerald Creek	5-14	M	9
Fitzgerald Creek	15-19	F	3
Fitzgibbon	0-4	F	36
Fitzgibbon	0-4	M	46
Fitzgibbon	5-14	F	250
Fitzgibbon	5-14	M	267
Fitzgibbon	15-19	F	83
Fitzgibbon	15-19	M	78
Fitzgibbon	20-24	F	73
Fitzgibbon	20-24	M	66
Fitzgibbon	25+	F	206
Fitzgibbon	25+	M	113
Fitzroy Island	25+	F	3
Flagstone Creek	5-14	F	10
Flagstone Creek	5-14	M	14
Flagstone Creek	15-19	F	3
Flagstone Creek	15-19	M	9
Flagstone Creek	20-24	F	3
Flagstone Creek	25+	F	3
Flametree	5-14	M	3
Flaxton	5-14	F	30
Flaxton	5-14	M	37
Flaxton	15-19	F	17
Flaxton	15-19	M	18
Flaxton	20-24	F	4
Flaxton	20-24	M	3
Flaxton	25+	F	13
Flaxton	25+	M	7
Fletcher (Qld)	5-14	M	3
Fletcher (Qld)	15-19	F	4
Fletcher (Qld)	15-19	M	3
Flinders View	0-4	F	41
Flinders View	0-4	M	40
Flinders View	5-14	F	416
Flinders View	5-14	M	426
Flinders View	15-19	F	146
Flinders View	15-19	M	145
Flinders View	20-24	F	43
Flinders View	20-24	M	48
Flinders View	25+	F	110
Flinders View	25+	M	52
Flinton	5-14	M	9
Flying Fish Point	5-14	F	26
Flying Fish Point	5-14	M	28
Flying Fish Point	15-19	F	6
Flying Fish Point	15-19	M	5
Flying Fish Point	25+	F	6
Flying Fish Point	25+	M	5
Flying Fox (Qld)	5-14	F	8
Flying Fox (Qld)	5-14	M	4
Flying Fox (Qld)	15-19	M	3
Fordsdale	5-14	F	4
Fordsdale	5-14	M	3
Fordsdale	25+	F	3
Foreshores	5-14	F	8
Foreshores	5-14	M	11
