SSC_NAME16	EduInstitutionType	Sex	students
Coniston		M	77
Coniston	Infants/Primary	F	86
Coniston	Infants/Primary	M	65
Coniston	Pre-school	F	29
Coniston	Pre-school	M	15
Coniston	Secondary	F	73
Coniston	Secondary	M	60
Coniston	Technical or Further Educational Institution	F	31
Coniston	Technical or Further Educational Institution	M	45
Coniston	University or other tertiary	F	75
Coniston	University or other tertiary	M	85
Conjola		F	4
Conjola		M	5
Conjola	Infants/Primary	F	4
Conjola	Infants/Primary	M	9
Conjola	Secondary	F	4
Conjola	Secondary	M	7
Conjola	Technical or Further Educational Institution	M	4
Conjola Park		F	26
Conjola Park		M	21
Conjola Park	Infants/Primary	F	15
Conjola Park	Infants/Primary	M	19
Conjola Park	Pre-school	F	3
Conjola Park	Pre-school	M	6
Conjola Park	Secondary	F	8
Conjola Park	Secondary	M	7
Conjola Park	Technical or Further Educational Institution	M	3
Conjola Park	University or other tertiary	F	3
Conjola Park	University or other tertiary	M	3
Connells Point		F	70
Connells Point		M	61
Connells Point	Infants/Primary	F	124
Connells Point	Infants/Primary	M	127
Connells Point	Pre-school	F	21
Connells Point	Pre-school	M	27
Connells Point	Secondary	F	133
Connells Point	Secondary	M	118
Connells Point	Technical or Further Educational Institution	F	29
Connells Point	Technical or Further Educational Institution	M	23
Connells Point	University or other tertiary	F	92
Connells Point	University or other tertiary	M	82
Constitution Hill		F	158
Constitution Hill		M	137
Constitution Hill	Infants/Primary	F	176
Constitution Hill	Infants/Primary	M	175
Constitution Hill	Pre-school	F	21
Constitution Hill	Pre-school	M	39
Constitution Hill	Secondary	F	126
Constitution Hill	Secondary	M	140
Constitution Hill	Technical or Further Educational Institution	F	46
Constitution Hill	Technical or Further Educational Institution	M	26
Constitution Hill	University or other tertiary	F	124
Constitution Hill	University or other tertiary	M	92
Coogee (NSW)		F	901
Coogee (NSW)		M	861
Coogee (NSW)	Infants/Primary	F	410
Coogee (NSW)	Infants/Primary	M	413
Coogee (NSW)	Pre-school	F	137
Coogee (NSW)	Pre-school	M	126
Coogee (NSW)	Secondary	F	262
Coogee (NSW)	Secondary	M	250
Coogee (NSW)	Technical or Further Educational Institution	F	164
Coogee (NSW)	Technical or Further Educational Institution	M	100
Coogee (NSW)	University or other tertiary	F	607
Coogee (NSW)	University or other tertiary	M	391
Cookamidgera		F	13
Cookamidgera		M	7
Cookamidgera	Infants/Primary	F	4
Cookamidgera	Infants/Primary	M	3
Cookamidgera	Secondary	F	5
Cookamidgera	Secondary	M	6
Cookardinia		M	6
Cookardinia	Infants/Primary	M	3
Cookardinia	Pre-school	M	3
Cooks Gap		F	35
Cooks Gap		M	26
Cooks Gap	Infants/Primary	F	18
Cooks Gap	Infants/Primary	M	24
Cooks Gap	Pre-school	F	5
Cooks Gap	Pre-school	M	6
Cooks Gap	Secondary	F	16
Cooks Gap	Secondary	M	19
Cooks Gap	Technical or Further Educational Institution	F	10
Cooks Gap	Technical or Further Educational Institution	M	3
Cooks Gap	University or other tertiary	F	3
Cooks Hill		F	145
Cooks Hill		M	133
Cooks Hill	Infants/Primary	F	99
Cooks Hill	Infants/Primary	M	106
Cooks Hill	Pre-school	F	14
Cooks Hill	Pre-school	M	33
Cooks Hill	Secondary	F	81
Cooks Hill	Secondary	M	80
Cooks Hill	Technical or Further Educational Institution	F	41
Cooks Hill	Technical or Further Educational Institution	M	36
Cooks Hill	University or other tertiary	F	204
Cooks Hill	University or other tertiary	M	147
Cooks Myalls		F	3
Cooks Myalls		M	3
Cooks Myalls	Infants/Primary	F	3
Coolabah		F	9
Coolabah		M	8
Coolabah	Infants/Primary	M	3
Coolac		F	6
Coolac		M	16
Coolac	Infants/Primary	F	9
Coolac	Infants/Primary	M	19
Coolac	Pre-school	F	4
Coolac	Pre-school	M	3
Coolac	Secondary	F	3
Coolac	Secondary	M	7
Coolagolite		F	9
Coolagolite		M	6
Coolagolite	Infants/Primary	F	7
Coolagolite	Infants/Primary	M	12
Coolagolite	Secondary	M	9
Coolah		F	84
Coolah		M	82
Coolah	Infants/Primary	F	59
Coolah	Infants/Primary	M	54
Coolah	Pre-school	F	12
Coolah	Pre-school	M	10
Coolah	Secondary	F	40
Coolah	Secondary	M	44
Coolah	Technical or Further Educational Institution	F	16
Coolah	Technical or Further Educational Institution	M	3
Coolah	University or other tertiary	F	10
Coolamon		F	123
Coolamon		M	120
Coolamon	Infants/Primary	F	96
Coolamon	Infants/Primary	M	111
Coolamon	Pre-school	F	31
Coolamon	Pre-school	M	18
Coolamon	Secondary	F	89
Coolamon	Secondary	M	91
Coolamon	Technical or Further Educational Institution	F	21
Coolamon	Technical or Further Educational Institution	M	16
Coolamon	University or other tertiary	F	47
Coolamon	University or other tertiary	M	15
Coolangatta (NSW)		F	11
Coolangatta (NSW)		M	23
Coolangatta (NSW)	Infants/Primary	F	12
Coolangatta (NSW)	Infants/Primary	M	14
Coolangatta (NSW)	Pre-school	F	3
Coolangatta (NSW)	Pre-school	M	3
Coolangatta (NSW)	Secondary	F	13
Coolangatta (NSW)	Secondary	M	13
Coolangatta (NSW)	Technical or Further Educational Institution	M	3
Coolangatta (NSW)	University or other tertiary	F	6
Coolangatta (NSW)	University or other tertiary	M	7
Coolatai		F	7
Coolatai		M	12
Coolatai	Infants/Primary	F	4
Coolatai	Infants/Primary	M	3
Coolatai	Pre-school	M	3
Coolatai	Secondary	F	3
Coolatai	Secondary	M	3
Coolgardie (NSW)		F	9
Coolgardie (NSW)		M	8
Coolgardie (NSW)	Infants/Primary	F	6
Coolgardie (NSW)	Infants/Primary	M	4
Coolgardie (NSW)	Technical or Further Educational Institution	F	3
Coolongolook		F	28
Coolongolook		M	22
Coolongolook	Infants/Primary	F	16
Coolongolook	Infants/Primary	M	9
Coolongolook	Pre-school	M	3
Coolongolook	Secondary	F	11
Coolongolook	Secondary	M	11
Coolongolook	Technical or Further Educational Institution	F	3
Coolongolook	Technical or Further Educational Institution	M	3
Coolongolook	University or other tertiary	F	3
Coolringdon	Secondary	F	3
Cooma (NSW)		F	362
Cooma (NSW)		M	520
Cooma (NSW)	Infants/Primary	F	222
Cooma (NSW)	Infants/Primary	M	251
Cooma (NSW)	Pre-school	F	45
Cooma (NSW)	Pre-school	M	51
Cooma (NSW)	Secondary	F	183
Cooma (NSW)	Secondary	M	188
Cooma (NSW)	Technical or Further Educational Institution	F	86
Cooma (NSW)	Technical or Further Educational Institution	M	48
Cooma (NSW)	University or other tertiary	F	91
Cooma (NSW)	University or other tertiary	M	48
Coomba Bay		F	4
Coomba Bay		M	13
Coomba Bay	Secondary	F	7
Coomba Park		F	45
Coomba Park		M	53
Coomba Park	Infants/Primary	F	17
Coomba Park	Infants/Primary	M	14
Coomba Park	Secondary	F	10
Coomba Park	Secondary	M	14
Coomba Park	Technical or Further Educational Institution	F	3
Coomba Park	Technical or Further Educational Institution	M	3
Coombadjha	Infants/Primary	M	3
Coombell		M	3
Coombell	Infants/Primary	F	3
Coomealla		F	82
Coomealla		M	69
Coomealla	Infants/Primary	F	24
Coomealla	Infants/Primary	M	35
Coomealla	Pre-school	F	7
Coomealla	Pre-school	M	3
Coomealla	Secondary	F	37
Coomealla	Secondary	M	27
Coomealla	Technical or Further Educational Institution	F	15
Coomealla	Technical or Further Educational Institution	M	6
Coomealla	University or other tertiary	F	8
Coonabarabran		F	211
Coonabarabran		M	166
Coonabarabran	Infants/Primary	F	117
Coonabarabran	Infants/Primary	M	144
Coonabarabran	Pre-school	F	21
Coonabarabran	Pre-school	M	22
Coonabarabran	Secondary	F	96
Coonabarabran	Secondary	M	99
Coonabarabran	Technical or Further Educational Institution	F	40
Coonabarabran	Technical or Further Educational Institution	M	13
Coonabarabran	University or other tertiary	F	41
Coonabarabran	University or other tertiary	M	10
Coonamble		F	239
Coonamble		M	239
Coonamble	Infants/Primary	F	99
Coonamble	Infants/Primary	M	112
Coonamble	Pre-school	F	24
Coonamble	Pre-school	M	26
Coonamble	Secondary	F	74
Coonamble	Secondary	M	76
Coonamble	Technical or Further Educational Institution	F	28
Coonamble	Technical or Further Educational Institution	M	7
Coonamble	University or other tertiary	F	20
Coonamble	University or other tertiary	M	3
Cooperabung		F	15
Cooperabung		M	26
Cooperabung	Infants/Primary	F	3
Cooperabung	Infants/Primary	M	12
Cooperabung	Pre-school	F	3
Cooperabung	Pre-school	M	3
Cooperabung	Secondary	F	3
Cooperabung	Secondary	M	11
Cooperabung	Technical or Further Educational Institution	M	4
Cooperabung	University or other tertiary	F	3
Coopernook		F	30
Coopernook		M	22
Coopernook	Infants/Primary	F	21
Coopernook	Infants/Primary	M	17
Coopernook	Pre-school	F	6
Coopernook	Pre-school	M	5
Coopernook	Secondary	F	20
Coopernook	Secondary	M	17
Coopernook	University or other tertiary	F	7
Coopers Gully		F	12
Coopers Gully		M	6
Coopers Gully	Infants/Primary	F	11
Coopers Gully	Infants/Primary	M	9
Coopers Gully	Secondary	F	4
Coopers Gully	Secondary	M	8
Coopers Gully	Technical or Further Educational Institution	F	3
Coopers Shoot		F	24
Coopers Shoot		M	18
Coopers Shoot	Infants/Primary	F	11
Coopers Shoot	Infants/Primary	M	3
Coopers Shoot	Pre-school	M	3
Coopers Shoot	Secondary	F	8
Coopers Shoot	Secondary	M	6
Cooplacurripa		F	3
Coorabell		F	26
Coorabell		M	18
Coorabell	Infants/Primary	F	19
Coorabell	Infants/Primary	M	14
Coorabell	Pre-school	F	4
Coorabell	Secondary	F	18
Coorabell	Secondary	M	7
Coorabell	University or other tertiary	M	3
Cooranbong		F	192
Cooranbong		M	167
Cooranbong	Infants/Primary	F	204
Cooranbong	Infants/Primary	M	196
Cooranbong	Pre-school	F	47
Cooranbong	Pre-school	M	33
Cooranbong	Secondary	F	170
Cooranbong	Secondary	M	188
Cooranbong	Technical or Further Educational Institution	F	48
Cooranbong	Technical or Further Educational Institution	M	44
Cooranbong	University or other tertiary	F	208
Cooranbong	University or other tertiary	M	166
Cootamundra		F	291
Cootamundra		M	294
Cootamundra	Infants/Primary	F	261
Cootamundra	Infants/Primary	M	289
Cootamundra	Pre-school	F	47
Cootamundra	Pre-school	M	65
Cootamundra	Secondary	F	162
Cootamundra	Secondary	M	182
Cootamundra	Technical or Further Educational Institution	F	68
Cootamundra	Technical or Further Educational Institution	M	45
Cootamundra	University or other tertiary	F	65
Cootamundra	University or other tertiary	M	24
Cootralantra		F	7
Cootralantra		M	3
Cootralantra	Infants/Primary	M	7
Cootralantra	University or other tertiary	M	3
Cooyal		F	3
Cooyal	Infants/Primary	M	12
Cooyal	Pre-school	M	3
Cooyal	Secondary	M	3
Cooyal	Technical or Further Educational Institution	F	3
Copacabana		F	72
Copacabana		M	74
Copacabana	Infants/Primary	F	118
Copacabana	Infants/Primary	M	153
Copacabana	Pre-school	F	34
Copacabana	Pre-school	M	27
Copacabana	Secondary	F	108
Copacabana	Secondary	M	118
Copacabana	Technical or Further Educational Institution	F	28
Copacabana	Technical or Further Educational Institution	M	26
Copacabana	University or other tertiary	F	70
Copacabana	University or other tertiary	M	47
Cope		F	13
Cope		M	14
Cope	Infants/Primary	F	9
Cope	Infants/Primary	M	4
Cope	Pre-school	M	3
Cope	Secondary	F	4
Cope	Technical or Further Educational Institution	M	3
Copeland		M	3
Copeland	Infants/Primary	F	3
Copeland	Infants/Primary	M	3
Copeland	Secondary	F	3
Copeton		F	3
Copeton		M	5
Copeton	Infants/Primary	M	4
Copmanhurst		F	13
Copmanhurst		M	19
Copmanhurst	Infants/Primary	F	3
Copmanhurst	Infants/Primary	M	11
Copmanhurst	Pre-school	F	3
Copmanhurst	Secondary	F	8
Copmanhurst	Secondary	M	6
Copmanhurst	Technical or Further Educational Institution	F	3
Copmanhurst	University or other tertiary	F	3
Coppabella (NSW)	Infants/Primary	F	3
Coraki		F	91
Coraki		M	76
Coraki	Infants/Primary	F	54
Coraki	Infants/Primary	M	44
Coraki	Pre-school	F	8
Coraki	Pre-school	M	19
Coraki	Secondary	F	47
Coraki	Secondary	M	29
Coraki	Technical or Further Educational Institution	F	9
Coraki	Technical or Further Educational Institution	M	3
Coraki	University or other tertiary	F	16
Coraki	University or other tertiary	M	7
Coralville		F	7
Coralville		M	15
Coralville	Infants/Primary	M	3
Coralville	Secondary	F	9
Coralville	Secondary	M	4
Coramba		F	31
Coramba		M	32
Coramba	Infants/Primary	F	31
Coramba	Infants/Primary	M	29
Coramba	Pre-school	F	10
Coramba	Pre-school	M	11
Coramba	Secondary	F	25
Coramba	Secondary	M	22
Coramba	Technical or Further Educational Institution	F	22
Coramba	Technical or Further Educational Institution	M	8
Coramba	University or other tertiary	F	8
Corangula		F	3
Corbie Hill		F	8
Corbie Hill		M	12
Corbie Hill	Infants/Primary	F	3
Corbie Hill	Infants/Primary	M	4
Corbie Hill	Secondary	F	7
Corbie Hill	Secondary	M	14
Cordeaux Heights		F	75
Cordeaux Heights		M	72
Cordeaux Heights	Infants/Primary	F	210
Cordeaux Heights	Infants/Primary	M	205
Cordeaux Heights	Pre-school	F	36
Cordeaux Heights	Pre-school	M	43
Cordeaux Heights	Secondary	F	223
Cordeaux Heights	Secondary	M	224
Cordeaux Heights	Technical or Further Educational Institution	F	36
Cordeaux Heights	Technical or Further Educational Institution	M	59
Cordeaux Heights	University or other tertiary	F	140
Cordeaux Heights	University or other tertiary	M	132
Coree	Infants/Primary	F	3
Coree	Infants/Primary	M	6
Coreen		F	3
Coreen		M	4
Coreen	Infants/Primary	F	4
Coreen	Infants/Primary	M	3
Coreen	Secondary	M	3
Corindi Beach		F	48
Corindi Beach		M	59
Corindi Beach	Infants/Primary	F	74
Corindi Beach	Infants/Primary	M	78
Corindi Beach	Pre-school	F	16
Corindi Beach	Pre-school	M	23
Corindi Beach	Secondary	F	63
Corindi Beach	Secondary	M	57
Corindi Beach	Technical or Further Educational Institution	F	22
Corindi Beach	Technical or Further Educational Institution	M	14
Corindi Beach	University or other tertiary	F	24
Corindi Beach	University or other tertiary	M	12
Corinella (NSW)		F	4
Corinella (NSW)		M	11
Corinella (NSW)	Infants/Primary	F	3
Corinella (NSW)	Pre-school	M	5
Corinella (NSW)	Technical or Further Educational Institution	M	3
Corlette		F	140
Corlette		M	129
Corlette	Infants/Primary	F	218
Corlette	Infants/Primary	M	208
Corlette	Pre-school	F	34
Corlette	Pre-school	M	36
Corlette	Secondary	F	189
Corlette	Secondary	M	186
Corlette	Technical or Further Educational Institution	F	28
Corlette	Technical or Further Educational Institution	M	24
Corlette	University or other tertiary	F	97
Corlette	University or other tertiary	M	51
Corndale (NSW)		F	10
Corndale (NSW)		M	4
Corndale (NSW)	Infants/Primary	F	15
Corndale (NSW)	Infants/Primary	M	12
Corndale (NSW)	Pre-school	M	3
Corndale (NSW)	Secondary	F	18
Corndale (NSW)	Secondary	M	12
Corndale (NSW)	Technical or Further Educational Institution	M	3
Corndale (NSW)	University or other tertiary	M	10
Corney Town		F	3
Corney Town		M	3
Corney Town	Secondary	M	3
Corney Town	Technical or Further Educational Institution	M	3
Cornwallis		F	3
Cornwallis		M	3
Cornwallis	Infants/Primary	M	6
Corobimilla	Infants/Primary	F	7
Corobimilla	Secondary	F	4
Corobimilla	Secondary	M	3
Corowa		F	259
Corowa		M	230
Corowa	Infants/Primary	F	225
Corowa	Infants/Primary	M	201
Corowa	Pre-school	F	47
Corowa	Pre-school	M	50
Corowa	Secondary	F	155
Corowa	Secondary	M	162
Corowa	Technical or Further Educational Institution	F	73
Corowa	Technical or Further Educational Institution	M	29
Corowa	University or other tertiary	F	63
Corowa	University or other tertiary	M	19
Corrimal		F	204
Corrimal		M	158
Corrimal	Infants/Primary	F	291
Corrimal	Infants/Primary	M	238
Corrimal	Pre-school	F	60
Corrimal	Pre-school	M	81
Corrimal	Secondary	F	163
Corrimal	Secondary	M	159
Corrimal	Technical or Further Educational Institution	F	70
Corrimal	Technical or Further Educational Institution	M	64
Corrimal	University or other tertiary	F	164
Corrimal	University or other tertiary	M	131
Corunna		M	3
Cottage Point		F	9
Cottage Point		M	11
Cottage Point	Infants/Primary	F	4
Cottage Point	University or other tertiary	F	3
Cougal		F	3
Cougal		M	7
Courabyra		F	5
Courabyra	Infants/Primary	F	3
Courabyra	Infants/Primary	M	6
Courabyra	Pre-school	F	3
Courabyra	Secondary	F	3
Courabyra	University or other tertiary	F	4
Couradda		F	3
Couradda		M	7
Couradda	Infants/Primary	F	3
Couradda	Secondary	M	4
Couridjah		F	5
Couridjah		M	12
Couridjah	Infants/Primary	F	7
Couridjah	Infants/Primary	M	15
Couridjah	Pre-school	F	3
Couridjah	Pre-school	M	3
Couridjah	Secondary	F	13
Couridjah	Secondary	M	14
Couridjah	Technical or Further Educational Institution	M	3
Couridjah	University or other tertiary	F	3
Coutts Crossing		F	48
Coutts Crossing		M	42
Coutts Crossing	Infants/Primary	F	63
Coutts Crossing	Infants/Primary	M	49
Coutts Crossing	Pre-school	F	10
Coutts Crossing	Pre-school	M	10
Coutts Crossing	Secondary	F	52
Coutts Crossing	Secondary	M	30
Coutts Crossing	Technical or Further Educational Institution	F	11
Coutts Crossing	Technical or Further Educational Institution	M	7
Coutts Crossing	University or other tertiary	F	6
Cow Flat		F	10
Cow Flat		M	9
Cow Flat	Infants/Primary	F	3
Cow Flat	Infants/Primary	M	3
Cowabbie	Pre-school	M	3
Cowan		F	20
Cowan		M	17
Cowan	Infants/Primary	F	30
Cowan	Infants/Primary	M	38
Cowan	Pre-school	F	8
Cowan	Pre-school	M	5
Cowan	Secondary	F	44
Cowan	Secondary	M	27
Cowan	Technical or Further Educational Institution	F	13
Cowan	Technical or Further Educational Institution	M	6
Cowan	University or other tertiary	F	12
Cowan	University or other tertiary	M	17
Cowper		F	8
Cowper		M	11
Cowper	Infants/Primary	F	3
Cowper	Infants/Primary	M	3
Cowra		F	510
Cowra		M	469
Cowra	Infants/Primary	F	403
Cowra	Infants/Primary	M	402
Cowra	Pre-school	F	72
Cowra	Pre-school	M	98
Cowra	Secondary	F	287
Cowra	Secondary	M	266
Cowra	Technical or Further Educational Institution	F	126
Cowra	Technical or Further Educational Institution	M	71
Cowra	University or other tertiary	F	93
Cowra	University or other tertiary	M	40
Coxs Creek		F	3
Coxs Creek		M	3
Coxs Creek	Pre-school	M	3
Coxs Creek	Secondary	M	4
Crabbes Creek		F	17
Crabbes Creek		M	24
Crabbes Creek	Infants/Primary	F	3
Crabbes Creek	Infants/Primary	M	11
Crabbes Creek	Pre-school	F	3
Crabbes Creek	Secondary	F	18
Crabbes Creek	Secondary	M	6
Crabbes Creek	University or other tertiary	F	4
Crackenback		F	11
Crackenback		M	12
Crackenback	Infants/Primary	F	14
Crackenback	Infants/Primary	M	16
Crackenback	Pre-school	F	3
Crackenback	Secondary	F	4
Crackenback	Secondary	M	8
Crackenback	University or other tertiary	M	3
Cranebrook		F	526
Cranebrook		M	435
Cranebrook	Infants/Primary	F	769
Cranebrook	Infants/Primary	M	772
Cranebrook	Pre-school	F	188
Cranebrook	Pre-school	M	209
Cranebrook	Secondary	F	578
Cranebrook	Secondary	M	616
Cranebrook	Technical or Further Educational Institution	F	191
Cranebrook	Technical or Further Educational Institution	M	140
Cranebrook	University or other tertiary	F	315
Cranebrook	University or other tertiary	M	217
Craven		F	5
Craven		M	8
Craven	Infants/Primary	F	3
Craven	Infants/Primary	M	3
Craven	Secondary	M	4
