SSC_NAME16	Age	persons
Rouchel	5-14	22
Rouchel	15-19	5
Rouchel	20-24	8
Rouchel	25-34	21
Rouchel	35-44	20
Rouchel	45-54	30
Rouchel	55-64	27
Rouchel	65-74	12
Rouchel	75-84	4
Rouchel	85+	3
Rouchel Brook	0-4	3
Rouchel Brook	5-14	3
Rouchel Brook	25-34	4
Rouchel Brook	35-44	4
Rouchel Brook	55-64	8
Rouchel Brook	75-84	3
Roughit	0-4	8
Roughit	5-14	22
Roughit	15-19	7
Roughit	25-34	8
Roughit	35-44	23
Roughit	45-54	7
Roughit	55-64	19
Roughit	65-74	11
Round Mountain	0-4	3
Round Mountain	5-14	14
Round Mountain	15-19	12
Round Mountain	20-24	7
Round Mountain	25-34	8
Round Mountain	35-44	17
Round Mountain	45-54	31
Round Mountain	55-64	24
Round Mountain	65-74	16
Round Mountain	75-84	7
Round Swamp	35-44	3
Round Swamp	55-64	6
Round Swamp	65-74	6
Rous	0-4	4
Rous	5-14	45
Rous	15-19	20
Rous	20-24	3
Rous	25-34	9
Rous	35-44	24
Rous	45-54	39
Rous	55-64	34
Rous	65-74	31
Rous	75-84	17
Rous	85+	4
Rous Mill	0-4	9
Rous Mill	5-14	23
Rous Mill	15-19	11
Rous Mill	20-24	10
Rous Mill	25-34	23
Rous Mill	35-44	17
Rous Mill	45-54	39
Rous Mill	55-64	31
Rous Mill	65-74	30
Rous Mill	75-84	3
Rous Mill	85+	3
Rouse Hill	0-4	520
Rouse Hill	5-14	1567
Rouse Hill	15-19	666
Rouse Hill	20-24	469
Rouse Hill	25-34	815
Rouse Hill	35-44	1419
Rouse Hill	45-54	1245
Rouse Hill	55-64	667
Rouse Hill	65-74	392
Rouse Hill	75-84	167
Rouse Hill	85+	37
Rowan	0-4	9
Rowan	5-14	23
Rowan	15-19	5
Rowan	20-24	3
Rowan	25-34	4
Rowan	35-44	12
Rowan	45-54	17
Rowan	55-64	12
Rowan	65-74	3
Rowan	75-84	3
Rowena	0-4	13
Rowena	5-14	24
Rowena	15-19	8
Rowena	20-24	17
Rowena	25-34	24
Rowena	35-44	19
Rowena	45-54	26
Rowena	55-64	24
Rowena	65-74	19
Rowena	75-84	7
Rowlands Creek	0-4	3
Rowlands Creek	5-14	5
Rowlands Creek	15-19	3
Rowlands Creek	20-24	3
Rowlands Creek	25-34	11
Rowlands Creek	35-44	5
Rowlands Creek	45-54	7
Rowlands Creek	55-64	25
Rowlands Creek	65-74	9
Rowlands Creek	75-84	3
Rowlands Creek	85+	3
Royal National Park	5-14	7
Royal National Park	15-19	7
Royal National Park	20-24	3
Royal National Park	25-34	7
Royal National Park	35-44	7
Royalla	0-4	40
Royalla	5-14	183
Royalla	15-19	84
Royalla	20-24	57
Royalla	25-34	64
Royalla	35-44	134
Royalla	45-54	212
Royalla	55-64	141
Royalla	65-74	61
Royalla	75-84	17
Royalla	85+	3
Rozelle	0-4	629
Rozelle	5-14	878
Rozelle	15-19	253
Rozelle	20-24	383
Rozelle	25-34	1584
Rozelle	35-44	1854
Rozelle	45-54	1282
Rozelle	55-64	980
Rozelle	65-74	648
Rozelle	75-84	184
Rozelle	85+	48
Ruby Creek	5-14	13
Ruby Creek	15-19	7
Ruby Creek	25-34	3
Ruby Creek	35-44	8
Ruby Creek	45-54	13
Ruby Creek	55-64	8
Ruby Creek	65-74	8
Ruby Creek	75-84	3
Rufus	15-19	3
Rufus	20-24	3
Rufus	45-54	3
Rufus	55-64	12
Rufus	65-74	3
Rugby	5-14	4
Rugby	15-19	7
Rugby	20-24	6
Rugby	25-34	4
Rugby	35-44	10
Rugby	45-54	10
Rugby	55-64	17
Rugby	65-74	10
Rukenvale	45-54	7
Rukenvale	55-64	10
Rukenvale	65-74	4
Rukenvale	75-84	6
Rukenvale	85+	3
Run-o-Waters	0-4	15
Run-o-Waters	5-14	66
Run-o-Waters	15-19	34
Run-o-Waters	20-24	17
Run-o-Waters	25-34	37
Run-o-Waters	35-44	58
Run-o-Waters	45-54	59
Run-o-Waters	55-64	93
Run-o-Waters	65-74	63
Run-o-Waters	75-84	25
Run-o-Waters	85+	3
Running Stream	5-14	16
Running Stream	15-19	10
Running Stream	20-24	3
Running Stream	25-34	3
Running Stream	35-44	25
Running Stream	45-54	23
Running Stream	55-64	16
Running Stream	65-74	18
Running Stream	75-84	5
Running Stream	85+	10
Runnyford	35-44	3
Runnyford	45-54	8
Runnyford	55-64	3
Runnyford	65-74	3
Runnyford	75-84	3
Ruse	0-4	369
Ruse	5-14	741
Ruse	15-19	382
Ruse	20-24	346
Ruse	25-34	758
Ruse	35-44	761
Ruse	45-54	623
Ruse	55-64	790
Ruse	65-74	638
Ruse	75-84	138
Ruse	85+	37
Rushcutters Bay	0-4	75
Rushcutters Bay	5-14	69
Rushcutters Bay	15-19	23
Rushcutters Bay	20-24	135
Rushcutters Bay	25-34	823
Rushcutters Bay	35-44	495
Rushcutters Bay	45-54	282
Rushcutters Bay	55-64	271
Rushcutters Bay	65-74	179
Rushcutters Bay	75-84	102
Rushcutters Bay	85+	92
Rushes Creek	0-4	3
Rushes Creek	5-14	8
Rushes Creek	20-24	7
Rushes Creek	25-34	3
Rushes Creek	35-44	11
Rushes Creek	45-54	15
Rushes Creek	55-64	22
Rushes Creek	65-74	19
Rushes Creek	75-84	3
Rushes Creek	85+	8
Rushforth	0-4	11
Rushforth	5-14	45
Rushforth	15-19	16
Rushforth	20-24	12
Rushforth	25-34	20
Rushforth	35-44	32
Rushforth	45-54	24
Rushforth	55-64	46
Rushforth	65-74	18
Rushforth	75-84	23
Rushforth	85+	3
Russell Lea	0-4	331
Russell Lea	5-14	649
Russell Lea	15-19	230
Russell Lea	20-24	246
Russell Lea	25-34	517
Russell Lea	35-44	800
Russell Lea	45-54	735
Russell Lea	55-64	611
Russell Lea	65-74	413
Russell Lea	75-84	291
Russell Lea	85+	171
Russell Vale	0-4	105
Russell Vale	5-14	239
Russell Vale	15-19	88
Russell Vale	20-24	78
Russell Vale	25-34	179
Russell Vale	35-44	206
Russell Vale	45-54	196
Russell Vale	55-64	184
Russell Vale	65-74	150
Russell Vale	75-84	85
Russell Vale	85+	30
Rutherford	0-4	1067
Rutherford	5-14	1680
Rutherford	15-19	680
Rutherford	20-24	876
Rutherford	25-34	1831
Rutherford	35-44	1506
Rutherford	45-54	1299
Rutherford	55-64	1143
Rutherford	65-74	1044
Rutherford	75-84	521
Rutherford	85+	231
Ruthven	0-4	6
Ruthven	5-14	3
Ruthven	15-19	12
Ruthven	20-24	5
Ruthven	25-34	14
Ruthven	35-44	14
Ruthven	45-54	10
Ruthven	55-64	17
Ruthven	65-74	12
Ruthven	75-84	9
Ruthven	85+	3
Ryan (NSW)	5-14	4
Ryan (NSW)	35-44	3
Ryan (NSW)	65-74	3
Rydal	0-4	7
Rydal	5-14	31
Rydal	15-19	11
Rydal	20-24	5
Rydal	25-34	11
Rydal	35-44	27
Rydal	45-54	34
Rydal	55-64	28
Rydal	65-74	35
Rydal	75-84	8
Rydal	85+	3
Rydalmere	0-4	454
Rydalmere	5-14	845
Rydalmere	15-19	441
Rydalmere	20-24	396
Rydalmere	25-34	914
Rydalmere	35-44	984
Rydalmere	45-54	1009
Rydalmere	55-64	757
Rydalmere	65-74	468
Rydalmere	75-84	263
Rydalmere	85+	114
Ryde	0-4	1738
Ryde	5-14	2703
Ryde	15-19	1364
Ryde	20-24	1912
Ryde	25-34	5053
Ryde	35-44	4026
Ryde	45-54	3303
Ryde	55-64	2574
Ryde	65-74	1845
Ryde	75-84	1262
Ryde	85+	709
Rye Park	0-4	12
Rye Park	5-14	28
Rye Park	15-19	26
Rye Park	20-24	8
Rye Park	25-34	15
Rye Park	35-44	23
Rye Park	45-54	37
Rye Park	55-64	56
Rye Park	65-74	31
Rye Park	75-84	15
Rye Park	85+	3
Ryhope	20-24	7
Ryhope	35-44	3
Ryhope	45-54	3
Ryhope	55-64	6
Ryhope	65-74	3
Ryhope	75-84	7
Rylstone	0-4	42
Rylstone	5-14	97
Rylstone	15-19	46
Rylstone	20-24	28
Rylstone	25-34	88
Rylstone	35-44	86
Rylstone	45-54	144
Rylstone	55-64	136
Rylstone	65-74	169
Rylstone	75-84	70
Rylstone	85+	25
Sackville	0-4	18
Sackville	5-14	16
Sackville	15-19	22
Sackville	20-24	26
Sackville	25-34	39
Sackville	35-44	30
Sackville	45-54	64
Sackville	55-64	36
Sackville	65-74	29
Sackville	75-84	9
Sackville North	0-4	20
Sackville North	5-14	46
Sackville North	15-19	20
Sackville North	20-24	12
Sackville North	25-34	24
Sackville North	35-44	49
Sackville North	45-54	52
Sackville North	55-64	41
Sackville North	65-74	29
Sackville North	75-84	12
Sackville North	85+	3
Saddleback Mountain	0-4	3
Saddleback Mountain	5-14	15
Saddleback Mountain	15-19	4
Saddleback Mountain	20-24	7
Saddleback Mountain	35-44	5
Saddleback Mountain	45-54	11
Saddleback Mountain	55-64	14
Saddleback Mountain	65-74	10
Saddleback Mountain	75-84	5
Sadleir	0-4	242
Sadleir	5-14	528
Sadleir	15-19	257
Sadleir	20-24	221
Sadleir	25-34	387
Sadleir	35-44	348
Sadleir	45-54	386
Sadleir	55-64	359
Sadleir	65-74	197
Sadleir	75-84	176
Sadleir	85+	39
Safety Beach (NSW)	0-4	51
Safety Beach (NSW)	5-14	110
Safety Beach (NSW)	15-19	40
Safety Beach (NSW)	20-24	24
Safety Beach (NSW)	25-34	106
Safety Beach (NSW)	35-44	105
Safety Beach (NSW)	45-54	112
Safety Beach (NSW)	55-64	177
Safety Beach (NSW)	65-74	152
Safety Beach (NSW)	75-84	46
Safety Beach (NSW)	85+	21
Salamander Bay	0-4	203
Salamander Bay	5-14	563
Salamander Bay	15-19	263
Salamander Bay	20-24	178
Salamander Bay	25-34	347
Salamander Bay	35-44	455
Salamander Bay	45-54	559
Salamander Bay	55-64	636
Salamander Bay	65-74	742
Salamander Bay	75-84	620
Salamander Bay	85+	246
Salisbury (NSW)	5-14	9
Salisbury (NSW)	15-19	4
Salisbury (NSW)	20-24	3
Salisbury (NSW)	25-34	4
Salisbury (NSW)	45-54	14
Salisbury (NSW)	55-64	11
Salisbury (NSW)	65-74	3
Salisbury (NSW)	75-84	15
Salisbury Plains	0-4	3
Salisbury Plains	5-14	9
Salisbury Plains	15-19	3
Salisbury Plains	20-24	6
Salisbury Plains	25-34	6
Salisbury Plains	35-44	10
Salisbury Plains	45-54	20
Salisbury Plains	55-64	16
Salisbury Plains	65-74	9
Salisbury Plains	75-84	6
Sallys Flat	5-14	3
Sallys Flat	15-19	3
Sallys Flat	35-44	3
Sallys Flat	55-64	4
Sallys Flat	65-74	3
Salt Ash	0-4	60
Salt Ash	5-14	139
Salt Ash	15-19	76
Salt Ash	20-24	59
Salt Ash	25-34	95
Salt Ash	35-44	157
Salt Ash	45-54	180
Salt Ash	55-64	147
Salt Ash	65-74	141
Salt Ash	75-84	55
Salt Ash	85+	18
San Isidore	0-4	12
San Isidore	5-14	37
San Isidore	15-19	35
San Isidore	20-24	32
San Isidore	25-34	42
San Isidore	35-44	31
San Isidore	45-54	58
San Isidore	55-64	69
San Isidore	65-74	28
San Isidore	75-84	22
San Isidore	85+	8
San Remo (NSW)	0-4	294
San Remo (NSW)	5-14	665
San Remo (NSW)	15-19	355
San Remo (NSW)	20-24	318
San Remo (NSW)	25-34	514
San Remo (NSW)	35-44	513
San Remo (NSW)	45-54	580
San Remo (NSW)	55-64	529
San Remo (NSW)	65-74	353
San Remo (NSW)	75-84	172
San Remo (NSW)	85+	52
Sancrox	0-4	25
Sancrox	5-14	79
Sancrox	15-19	35
Sancrox	20-24	23
Sancrox	25-34	52
Sancrox	35-44	56
Sancrox	45-54	82
Sancrox	55-64	105
Sancrox	65-74	82
Sancrox	75-84	23
Sancrox	85+	3
Sanctuary Point	0-4	361
Sanctuary Point	5-14	870
Sanctuary Point	15-19	412
Sanctuary Point	20-24	298
Sanctuary Point	25-34	618
Sanctuary Point	35-44	733
Sanctuary Point	45-54	852
Sanctuary Point	55-64	1082
Sanctuary Point	65-74	1175
Sanctuary Point	75-84	675
Sanctuary Point	85+	156
Sandgate (NSW)	0-4	10
Sandgate (NSW)	5-14	18
Sandgate (NSW)	15-19	10
Sandgate (NSW)	20-24	20
Sandgate (NSW)	25-34	22
Sandgate (NSW)	35-44	27
Sandgate (NSW)	45-54	16
Sandgate (NSW)	55-64	20
Sandgate (NSW)	65-74	31
Sandgate (NSW)	75-84	48
Sandgate (NSW)	85+	82
Sandigo	0-4	7
Sandigo	5-14	15
Sandigo	15-19	9
Sandigo	25-34	5
Sandigo	35-44	6
Sandigo	45-54	7
Sandigo	55-64	26
Sandigo	65-74	11
Sandigo	75-84	3
Sandilands (NSW)	0-4	3
Sandilands (NSW)	20-24	3
Sandilands (NSW)	45-54	3
Sandon (NSW)	45-54	3
Sandon (NSW)	55-64	8
Sandringham (NSW)	0-4	68
Sandringham (NSW)	5-14	137
Sandringham (NSW)	15-19	76
Sandringham (NSW)	20-24	53
Sandringham (NSW)	25-34	107
Sandringham (NSW)	35-44	158
Sandringham (NSW)	45-54	193
Sandringham (NSW)	55-64	173
Sandringham (NSW)	65-74	143
Sandringham (NSW)	75-84	106
Sandringham (NSW)	85+	27
Sandy Beach	0-4	168
Sandy Beach	5-14	341
Sandy Beach	15-19	124
Sandy Beach	20-24	125
Sandy Beach	25-34	293
Sandy Beach	35-44	268
Sandy Beach	45-54	288
Sandy Beach	55-64	386
Sandy Beach	65-74	203
Sandy Beach	75-84	78
Sandy Beach	85+	20
Sandy Creek (Cobar - NSW)	5-14	3
Sandy Creek (Cobar - NSW)	25-34	3
Sandy Creek (Cobar - NSW)	35-44	6
Sandy Creek (Cobar - NSW)	45-54	4
Sandy Creek (Cobar - NSW)	55-64	3
Sandy Creek (Cobar - NSW)	65-74	4
Sandy Creek (Cobar - NSW)	75-84	6
Sandy Creek (Upper Hunter Shire - NSW)	5-14	6
Sandy Creek (Upper Hunter Shire - NSW)	35-44	8
Sandy Creek (Upper Hunter Shire - NSW)	55-64	3
Sandy Creek (Upper Hunter Shire - NSW)	65-74	4
Sandy Crossing	5-14	8
Sandy Crossing	15-19	4
Sandy Crossing	25-34	3
Sandy Crossing	45-54	3
Sandy Crossing	55-64	8
Sandy Crossing	65-74	3
Sandy Crossing	75-84	3
Sandy Flat	0-4	6
Sandy Flat	5-14	3
Sandy Flat	25-34	8
Sandy Flat	35-44	9
Sandy Flat	45-54	8
Sandy Flat	55-64	22
Sandy Flat	65-74	15
Sandy Flat	75-84	12
Sandy Flat	85+	3
Sandy Gully (NSW)	25-34	3
Sandy Gully (NSW)	45-54	3
Sandy Gully (NSW)	55-64	5
Sandy Gully (NSW)	65-74	3
Sandy Hill	45-54	4
Sandy Hill	55-64	10
Sandy Hill	65-74	3
Sandy Hill	75-84	3
Sandy Hollow	0-4	11
Sandy Hollow	5-14	32
Sandy Hollow	15-19	4
Sandy Hollow	20-24	5
Sandy Hollow	25-34	20
Sandy Hollow	35-44	26
Sandy Hollow	45-54	22
Sandy Hollow	55-64	23
Sandy Hollow	65-74	9
Sandy Hollow	75-84	7
Sandy Point (NSW)	0-4	31
Sandy Point (NSW)	5-14	70
Sandy Point (NSW)	15-19	37
Sandy Point (NSW)	20-24	42
Sandy Point (NSW)	25-34	62
Sandy Point (NSW)	35-44	84
Sandy Point (NSW)	45-54	109
Sandy Point (NSW)	55-64	69
Sandy Point (NSW)	65-74	56
Sandy Point (NSW)	75-84	13
Sandy Point (NSW)	85+	3
Sanger	20-24	3
Sans Souci	0-4	549
Sans Souci	5-14	1202
Sans Souci	15-19	529
Sans Souci	20-24	455
Sans Souci	25-34	1119
Sans Souci	35-44	1408
Sans Souci	45-54	1480
Sans Souci	55-64	1313
Sans Souci	65-74	1125
Sans Souci	75-84	732
Sans Souci	85+	395
Sapphire	5-14	7
Sapphire	20-24	6
Sapphire	25-34	3
Sapphire	45-54	9
Sapphire	55-64	5
Sapphire	65-74	10
Sapphire Beach	0-4	131
Sapphire Beach	5-14	266
Sapphire Beach	15-19	94
Sapphire Beach	20-24	71
Sapphire Beach	25-34	203
Sapphire Beach	35-44	244
Sapphire Beach	45-54	320
Sapphire Beach	55-64	375
Sapphire Beach	65-74	257
Sapphire Beach	75-84	89
Sapphire Beach	85+	33
Saratoga	0-4	280
Saratoga	5-14	543
Saratoga	15-19	257
Saratoga	20-24	206
Saratoga	25-34	430
Saratoga	35-44	494
Saratoga	45-54	538
Saratoga	55-64	521
Saratoga	65-74	426
Saratoga	75-84	192
Saratoga	85+	69
Sassafras (NSW)	25-34	7
Sassafras (NSW)	45-54	3
Sassafras (NSW)	55-64	5
Sassafras (NSW)	65-74	10
Saumarez	0-4	3
Saumarez	5-14	9
Saumarez	15-19	3
Saumarez	25-34	10
Saumarez	35-44	11
Saumarez	45-54	17
Saumarez	55-64	16
Saumarez	65-74	19
Saumarez	75-84	3
Saumarez	85+	3
Saumarez Ponds	0-4	29
Saumarez Ponds	5-14	67
Saumarez Ponds	15-19	32
Saumarez Ponds	20-24	22
Saumarez Ponds	25-34	26
Saumarez Ponds	35-44	59
Saumarez Ponds	45-54	85
Saumarez Ponds	55-64	49
Saumarez Ponds	65-74	49
Saumarez Ponds	75-84	15
Savernake	0-4	4
Savernake	5-14	11
Savernake	15-19	8
Savernake	20-24	3
Savernake	25-34	10
Savernake	35-44	12
Savernake	45-54	10
Savernake	55-64	22
Savernake	65-74	13
Savernake	75-84	3
Sawpit Creek	55-64	3
Sawpit Creek	65-74	3
Sawtell	0-4	161
Sawtell	5-14	458
Sawtell	15-19	196
Sawtell	20-24	151
Sawtell	25-34	338
Sawtell	35-44	448
Sawtell	45-54	474
Sawtell	55-64	597
Sawtell	65-74	501
Sawtell	75-84	266
Sawtell	85+	95
Sawyers Gully	0-4	26
Sawyers Gully	5-14	48
Sawyers Gully	15-19	27
Sawyers Gully	20-24	33
Sawyers Gully	25-34	49
Sawyers Gully	35-44	70
Sawyers Gully	45-54	97
Sawyers Gully	55-64	80
Sawyers Gully	65-74	46
Sawyers Gully	75-84	18
Sawyers Gully	85+	4
Scarborough (NSW)	0-4	19
Scarborough (NSW)	5-14	50
Scarborough (NSW)	15-19	18
Scarborough (NSW)	20-24	17
Scarborough (NSW)	25-34	33
Scarborough (NSW)	35-44	49
Scarborough (NSW)	45-54	51
Scarborough (NSW)	55-64	38
Scarborough (NSW)	65-74	26
Scarborough (NSW)	75-84	9
Scarborough (NSW)	85+	3
Schofields	0-4	482
Schofields	5-14	743
Schofields	15-19	301
Schofields	20-24	313
Schofields	25-34	931
Schofields	35-44	824
Schofields	45-54	581
Schofields	55-64	423
Schofields	65-74	244
Schofields	75-84	103
Schofields	85+	35
Scone	0-4	346
Scone	5-14	825
Scone	15-19	337
Scone	20-24	259
Scone	25-34	749
Scone	35-44	689
Scone	45-54	702
Scone	55-64	666
Scone	65-74	505
Scone	75-84	358
Scone	85+	181
Scotia	25-34	10
Scotia	35-44	3
Scotia	45-54	3
Scotia	55-64	6
Scotia	65-74	3
Scotia	85+	3
Scotland Island	0-4	26
Scotland Island	5-14	97
Scotland Island	15-19	40
Scotland Island	20-24	20
Scotland Island	25-34	30
Scotland Island	35-44	74
Scotland Island	45-54	125
Scotland Island	55-64	92
Scotland Island	65-74	54
Scotland Island	75-84	19
Scotts Creek (NSW)	5-14	4
Scotts Creek (NSW)	15-19	3
Scotts Creek (NSW)	20-24	3
Scotts Creek (NSW)	35-44	6
Scotts Creek (NSW)	45-54	4
Scotts Creek (NSW)	55-64	5
Scotts Creek (NSW)	65-74	3
Scotts Flat	0-4	3
Scotts Flat	25-34	7
Scotts Flat	35-44	7
Scotts Flat	45-54	9
Scotts Flat	55-64	9
Scotts Flat	65-74	6
Scotts Head	0-4	43
Scotts Head	5-14	105
Scotts Head	15-19	34
Scotts Head	20-24	36
Scotts Head	25-34	67
Scotts Head	35-44	101
Scotts Head	45-54	104
Scotts Head	55-64	175
Scotts Head	65-74	154
Scotts Head	75-84	57
Scotts Head	85+	13
Seaforth (NSW)	0-4	475
Seaforth (NSW)	5-14	1336
Seaforth (NSW)	15-19	480
Seaforth (NSW)	20-24	377
Seaforth (NSW)	25-34	450
Seaforth (NSW)	35-44	1121
Seaforth (NSW)	45-54	1187
Seaforth (NSW)	55-64	801
Seaforth (NSW)	65-74	518
Seaforth (NSW)	75-84	263
Seaforth (NSW)	85+	138
Seaham	0-4	54
Seaham	5-14	164
Seaham	15-19	90
Seaham	20-24	60
Seaham	25-34	77
Seaham	35-44	125
Seaham	45-54	198
Seaham	55-64	134
Seaham	65-74	86
Seaham	75-84	23
Seahampton	0-4	31
Seahampton	5-14	45
Seahampton	15-19	15
Seahampton	20-24	11
Seahampton	25-34	39
Seahampton	35-44	43
Seahampton	45-54	46
Seahampton	55-64	31
Seahampton	65-74	21
Seahampton	75-84	3
Seal Rocks	5-14	9
Seal Rocks	35-44	7
Seal Rocks	45-54	3
Seal Rocks	55-64	12
Seal Rocks	65-74	11
Seal Rocks	75-84	3
Seal Rocks	85+	3
Sebastopol (NSW)	0-4	4
Sebastopol (NSW)	15-19	4
Sebastopol (NSW)	20-24	6
Sebastopol (NSW)	25-34	7
Sebastopol (NSW)	35-44	4
Sebastopol (NSW)	45-54	4
Sebastopol (NSW)	55-64	10
Sebastopol (NSW)	65-74	10
Sebastopol (NSW)	75-84	3
Sedgefield	0-4	15
Sedgefield	5-14	39
Sedgefield	15-19	6
Sedgefield	20-24	5
Sedgefield	25-34	19
Sedgefield	35-44	24
Sedgefield	45-54	22
Sedgefield	55-64	23
Sedgefield	65-74	16
Sedgefield	75-84	11
Seelands	0-4	20
Seelands	5-14	49
Seelands	15-19	26
Seelands	20-24	23
Seelands	25-34	36
Seelands	35-44	33
Seelands	45-54	72
Seelands	55-64	89
Seelands	65-74	58
Seelands	75-84	21
Seelands	85+	3
Sefton	0-4	413
Sefton	5-14	860
Sefton	15-19	493
Sefton	20-24	435
Sefton	25-34	736
Sefton	35-44	707
Sefton	45-54	817
Sefton	55-64	599
Sefton	65-74	397
Sefton	75-84	207
Sefton	85+	131
Segenhoe	0-4	14
Segenhoe	5-14	34
Segenhoe	15-19	12
Segenhoe	20-24	18
Segenhoe	25-34	43
Segenhoe	35-44	32
Segenhoe	45-54	24
Segenhoe	55-64	28
Segenhoe	65-74	15
Segenhoe	75-84	8
Segenhoe	85+	7
Seven Hills (NSW)	0-4	1351
Seven Hills (NSW)	5-14	2372
Seven Hills (NSW)	15-19	1180
Seven Hills (NSW)	20-24	1214
Seven Hills (NSW)	25-34	2950
Seven Hills (NSW)	35-44	2874
Seven Hills (NSW)	45-54	2429
Seven Hills (NSW)	55-64	2148
Seven Hills (NSW)	65-74	1674
Seven Hills (NSW)	75-84	837
Seven Hills (NSW)	85+	297
Seven Oaks	5-14	4
Seven Oaks	15-19	4
Seven Oaks	20-24	3
Seven Oaks	25-34	5
Seven Oaks	35-44	9
Seven Oaks	45-54	15
Seven Oaks	55-64	9
Seven Oaks	75-84	3
Seven Oaks	85+	3
Sextonville	20-24	3
Sextonville	25-34	4
Sextonville	45-54	3
Sextonville	55-64	3
Sextonville	65-74	3
Shadforth (NSW)	0-4	8
Shadforth (NSW)	5-14	8
Shadforth (NSW)	15-19	4
Shadforth (NSW)	20-24	10
Shadforth (NSW)	25-34	3
Shadforth (NSW)	35-44	7
Shadforth (NSW)	45-54	17
Shadforth (NSW)	55-64	13
Shadforth (NSW)	65-74	12
Shadforth (NSW)	75-84	3
Shadforth (NSW)	85+	3
Shallow Bay	5-14	6
Shallow Bay	20-24	3
Shallow Bay	35-44	4
Shallow Bay	45-54	4
Shallow Bay	55-64	14
Shallow Bay	65-74	16
Shallow Bay	75-84	4
Shalvey	0-4	285
Shalvey	5-14	605
Shalvey	15-19	286
Shalvey	20-24	271
Shalvey	25-34	447
Shalvey	35-44	377
Shalvey	45-54	401
Shalvey	55-64	394
Shalvey	65-74	282
Shalvey	75-84	91
Shalvey	85+	18
Shanes Park	0-4	21
Shanes Park	5-14	48
Shanes Park	15-19	33
Shanes Park	20-24	41
Shanes Park	25-34	46
Shanes Park	35-44	49
Shanes Park	45-54	64
Shanes Park	55-64	58
Shanes Park	65-74	38
Shanes Park	75-84	19
Shanes Park	85+	3
Shannon Brook	0-4	11
Shannon Brook	5-14	22
Shannon Brook	15-19	15
Shannon Brook	20-24	12
Shannon Brook	25-34	11
Shannon Brook	35-44	27
Shannon Brook	45-54	20
Shannon Brook	55-64	33
Shannon Brook	65-74	21
Shannon Brook	75-84	12
Shannon Brook	85+	3
Shannon Vale	0-4	5
Shannon Vale	5-14	6
Shannon Vale	15-19	12
Shannon Vale	20-24	5
Shannon Vale	25-34	5
Shannon Vale	35-44	10
Shannon Vale	45-54	28
Shannon Vale	55-64	36
Shannon Vale	65-74	24
Shannon Vale	75-84	14
Shannon Vale	85+	3
Shannondale	0-4	8
Shannondale	5-14	26
Shannondale	15-19	3
Shannondale	20-24	6
Shannondale	25-34	5
Shannondale	35-44	21
Shannondale	45-54	12
Shannondale	55-64	4
Shannondale	65-74	10
Shannondale	75-84	3
Shannons Flat	0-4	4
Shannons Flat	5-14	5
Shannons Flat	15-19	4
Shannons Flat	35-44	14
Shannons Flat	45-54	6
Shannons Flat	55-64	24
Shannons Flat	65-74	13
Shannons Flat	75-84	7
Shark Creek	0-4	3
Shark Creek	5-14	3
Shark Creek	25-34	3
Shark Creek	45-54	10
Sharps Creek	0-4	3
Sharps Creek	5-14	3
Sharps Creek	35-44	3
Sharps Creek	75-84	3
Sheedys Gully	5-14	4
Sheedys Gully	25-34	5
Sheedys Gully	35-44	9
Sheedys Gully	45-54	9
Sheedys Gully	55-64	26
Sheedys Gully	65-74	16
Sheedys Gully	75-84	16
Sheedys Gully	85+	5
Shell Cove	0-4	365
Shell Cove	5-14	1094
Shell Cove	15-19	422
Shell Cove	20-24	300
Shell Cove	25-34	514
Shell Cove	35-44	941
Shell Cove	45-54	816
Shell Cove	55-64	549
Shell Cove	65-74	440
Shell Cove	75-84	153
Shell Cove	85+	27
Shellharbour	0-4	156
Shellharbour	5-14	443
Shellharbour	15-19	207
Shellharbour	20-24	221
Shellharbour	25-34	360
Shellharbour	35-44	406
Shellharbour	45-54	516
Shellharbour	55-64	567
Shellharbour	65-74	394
Shellharbour	75-84	238
Shellharbour	85+	57
Shellharbour City Centre	0-4	6
Shellharbour City Centre	5-14	8
Shellharbour City Centre	15-19	5
Shellharbour City Centre	20-24	8
Shellharbour City Centre	25-34	19
Shellharbour City Centre	35-44	10
Shellharbour City Centre	45-54	14
Shellharbour City Centre	55-64	16
Shellharbour City Centre	65-74	24
Shellharbour City Centre	75-84	56
Shellharbour City Centre	85+	71
Shelly Beach (NSW)	0-4	77
Shelly Beach (NSW)	5-14	158
Shelly Beach (NSW)	15-19	74
Shelly Beach (NSW)	20-24	54
Shelly Beach (NSW)	25-34	126
Shelly Beach (NSW)	35-44	155
Shelly Beach (NSW)	45-54	151
Shelly Beach (NSW)	55-64	186
Shelly Beach (NSW)	65-74	151
Shelly Beach (NSW)	75-84	114
Shelly Beach (NSW)	85+	56
Sherwood (Clarence Valley - NSW)	0-4	3
Sherwood (Clarence Valley - NSW)	5-14	14
Sherwood (Clarence Valley - NSW)	20-24	6
Sherwood (Clarence Valley - NSW)	25-34	13
Sherwood (Clarence Valley - NSW)	35-44	3
Sherwood (Clarence Valley - NSW)	45-54	4
Sherwood (Clarence Valley - NSW)	55-64	7
Sherwood (Clarence Valley - NSW)	65-74	9
Sherwood (Kempsey - NSW)	0-4	3
Sherwood (Kempsey - NSW)	5-14	18
Sherwood (Kempsey - NSW)	15-19	4
Sherwood (Kempsey - NSW)	20-24	10
Sherwood (Kempsey - NSW)	25-34	12
