SSC_NAME16	Age	persons
Paris Creek	45-54	35
Paris Creek	55-64	50
Paris Creek	65-74	29
Paris Creek	75-84	7
Park Holme	0-4	167
Park Holme	5-14	214
Park Holme	15-19	176
Park Holme	20-24	262
Park Holme	25-34	500
Park Holme	35-44	315
Park Holme	45-54	370
Park Holme	55-64	291
Park Holme	65-74	266
Park Holme	75-84	189
Park Holme	85+	112
Parkside (SA)	0-4	242
Parkside (SA)	5-14	518
Parkside (SA)	15-19	227
Parkside (SA)	20-24	312
Parkside (SA)	25-34	873
Parkside (SA)	35-44	732
Parkside (SA)	45-54	613
Parkside (SA)	55-64	561
Parkside (SA)	65-74	360
Parkside (SA)	75-84	197
Parkside (SA)	85+	159
Parndana	0-4	9
Parndana	5-14	23
Parndana	15-19	5
Parndana	20-24	7
Parndana	25-34	29
Parndana	35-44	14
Parndana	45-54	24
Parndana	55-64	17
Parndana	65-74	19
Parndana	75-84	4
Parndana	85+	9
Parrakie	0-4	12
Parrakie	5-14	6
Parrakie	15-19	8
Parrakie	20-24	4
Parrakie	25-34	12
Parrakie	35-44	4
Parrakie	45-54	17
Parrakie	55-64	20
Parrakie	65-74	10
Parrakie	75-84	5
Paruna	5-14	6
Paruna	15-19	8
Paruna	20-24	3
Paruna	25-34	4
Paruna	45-54	12
Paruna	55-64	4
Paruna	65-74	3
Pasadena	0-4	143
Pasadena	5-14	261
Pasadena	15-19	144
Pasadena	20-24	166
Pasadena	25-34	369
Pasadena	35-44	289
Pasadena	45-54	309
Pasadena	55-64	325
Pasadena	65-74	374
Pasadena	75-84	399
Pasadena	85+	216
Paskeville	0-4	6
Paskeville	5-14	22
Paskeville	15-19	10
Paskeville	20-24	4
Paskeville	25-34	21
Paskeville	35-44	24
Paskeville	45-54	29
Paskeville	55-64	26
Paskeville	65-74	27
Paskeville	75-84	7
Paskeville	85+	3
Pata	5-14	6
Pata	15-19	10
Pata	20-24	3
Pata	35-44	7
Pata	45-54	13
Pata	55-64	6
Pata	65-74	6
Pata	75-84	3
Payneham	0-4	124
Payneham	5-14	167
Payneham	15-19	81
Payneham	20-24	184
Payneham	25-34	490
Payneham	35-44	303
Payneham	45-54	245
Payneham	55-64	239
Payneham	65-74	171
Payneham	75-84	185
Payneham	85+	101
Payneham South	0-4	81
Payneham South	5-14	151
Payneham South	15-19	91
Payneham South	20-24	149
Payneham South	25-34	272
Payneham South	35-44	203
Payneham South	45-54	222
Payneham South	55-64	146
Payneham South	65-74	137
Payneham South	75-84	120
Payneham South	85+	66
Peake	0-4	10
Peake	5-14	12
Peake	15-19	4
Peake	25-34	11
Peake	35-44	16
Peake	45-54	14
Peake	55-64	32
Peake	65-74	19
Peake	75-84	6
Pearlah	0-4	5
Pearlah	5-14	9
Pearlah	15-19	3
Pearlah	25-34	3
Pearlah	35-44	16
Pearlah	45-54	10
Pearlah	55-64	10
Pearlah	65-74	5
Peebinga	15-19	3
Peebinga	20-24	3
Peebinga	35-44	4
Peebinga	45-54	8
Peebinga	55-64	10
Peebinga	65-74	3
Peebinga	75-84	3
Peep Hill	5-14	8
Peep Hill	35-44	6
Peep Hill	45-54	7
Peep Hill	55-64	8
Pekina	5-14	6
Pekina	20-24	4
Pekina	25-34	4
Pekina	35-44	4
Pekina	45-54	10
Pekina	55-64	18
Pekina	65-74	6
Pekina	75-84	3
Pekina	85+	3
Pelican Lagoon	5-14	3
Pelican Lagoon	35-44	6
Pelican Lagoon	45-54	8
Pelican Lagoon	55-64	12
Pelican Lagoon	65-74	22
Pelican Lagoon	75-84	4
Pelican Point (SA)	5-14	10
Pelican Point (SA)	15-19	3
Pelican Point (SA)	35-44	11
Pelican Point (SA)	45-54	4
Pelican Point (SA)	55-64	29
Pelican Point (SA)	65-74	15
Pelican Point (SA)	75-84	4
Penfield	0-4	62
Penfield	5-14	62
Penfield	15-19	21
Penfield	20-24	90
Penfield	25-34	130
Penfield	35-44	53
Penfield	45-54	64
Penfield	55-64	85
Penfield	65-74	111
Penfield	75-84	110
Penfield	85+	19
Penfield Gardens	0-4	19
Penfield Gardens	5-14	41
Penfield Gardens	15-19	31
Penfield Gardens	20-24	19
Penfield Gardens	25-34	21
Penfield Gardens	35-44	37
Penfield Gardens	45-54	56
Penfield Gardens	55-64	47
Penfield Gardens	65-74	36
Penfield Gardens	75-84	23
Penfield Gardens	85+	4
Penneshaw	0-4	24
Penneshaw	5-14	22
Penneshaw	15-19	8
Penneshaw	20-24	8
Penneshaw	25-34	33
Penneshaw	35-44	31
Penneshaw	45-54	33
Penneshaw	55-64	34
Penneshaw	65-74	59
Penneshaw	75-84	29
Penneshaw	85+	4
Pennington	0-4	210
Pennington	5-14	387
Pennington	15-19	271
Pennington	20-24	265
Pennington	25-34	452
Pennington	35-44	418
Pennington	45-54	538
Pennington	55-64	467
Pennington	65-74	287
Pennington	75-84	173
Pennington	85+	175
Penola	0-4	96
Penola	5-14	193
Penola	15-19	88
Penola	20-24	82
Penola	25-34	162
Penola	35-44	200
Penola	45-54	217
Penola	55-64	209
Penola	65-74	197
Penola	75-84	92
Penola	85+	63
Penong	0-4	11
Penong	5-14	44
Penong	15-19	15
Penong	20-24	12
Penong	25-34	23
Penong	35-44	33
Penong	45-54	69
Penong	55-64	62
Penong	65-74	23
Penong	75-84	8
Penrice	0-4	18
Penrice	5-14	61
Penrice	15-19	29
Penrice	20-24	23
Penrice	25-34	41
Penrice	35-44	57
Penrice	45-54	71
Penrice	55-64	72
Penrice	65-74	43
Penrice	75-84	23
Penrice	85+	3
Penwortham	0-4	10
Penwortham	5-14	19
Penwortham	15-19	4
Penwortham	20-24	3
Penwortham	25-34	15
Penwortham	35-44	12
Penwortham	45-54	25
Penwortham	55-64	44
Penwortham	65-74	3
Penwortham	75-84	11
Perlubie	0-4	4
Perlubie	5-14	3
Perlubie	25-34	4
Perlubie	35-44	3
Perlubie	45-54	7
Perlubie	55-64	15
Perlubie	65-74	8
Perlubie	75-84	3
Perponda	0-4	3
Perponda	5-14	8
Perponda	15-19	5
Perponda	20-24	3
Perponda	35-44	7
Perponda	45-54	16
Perponda	55-64	7
Perponda	65-74	4
Peterborough (SA)	0-4	70
Peterborough (SA)	5-14	139
Peterborough (SA)	15-19	77
Peterborough (SA)	20-24	54
Peterborough (SA)	25-34	118
Peterborough (SA)	35-44	129
Peterborough (SA)	45-54	167
Peterborough (SA)	55-64	314
Peterborough (SA)	65-74	227
Peterborough (SA)	75-84	145
Peterborough (SA)	85+	53
Peterhead	0-4	82
Peterhead	5-14	126
Peterhead	15-19	46
Peterhead	20-24	40
Peterhead	25-34	191
Peterhead	35-44	143
Peterhead	45-54	174
Peterhead	55-64	133
Peterhead	65-74	100
Peterhead	75-84	58
Peterhead	85+	25
Petersville	5-14	14
Petersville	15-19	4
Petersville	20-24	3
Petersville	25-34	4
Petersville	35-44	7
Petersville	45-54	8
Petersville	55-64	10
Petersville	65-74	9
Petersville	75-84	5
Petherick	5-14	4
Petherick	15-19	3
Petherick	25-34	3
Petherick	35-44	12
Petherick	45-54	4
Petherick	55-64	3
Petherick	65-74	3
Petina	0-4	4
Petina	5-14	3
Petina	20-24	4
Petina	25-34	3
Petina	35-44	5
Petina	45-54	4
Petina	55-64	5
Petina	75-84	3
Petwood	0-4	5
Petwood	5-14	9
Petwood	15-19	3
Petwood	20-24	4
Petwood	25-34	3
Petwood	35-44	14
Petwood	45-54	14
Petwood	55-64	6
Petwood	65-74	11
Petwood	75-84	7
Pewsey Vale	0-4	4
Pewsey Vale	5-14	3
Pewsey Vale	15-19	4
Pewsey Vale	20-24	5
Pewsey Vale	25-34	7
Pewsey Vale	35-44	8
Pewsey Vale	45-54	14
Pewsey Vale	55-64	24
Pewsey Vale	65-74	8
Piccadilly (SA)	0-4	4
Piccadilly (SA)	5-14	65
Piccadilly (SA)	15-19	33
Piccadilly (SA)	20-24	19
Piccadilly (SA)	25-34	32
Piccadilly (SA)	35-44	32
Piccadilly (SA)	45-54	72
Piccadilly (SA)	55-64	57
Piccadilly (SA)	65-74	38
Piccadilly (SA)	75-84	12
Piccadilly (SA)	85+	8
Piednippie	0-4	3
Piednippie	5-14	9
Piednippie	15-19	4
Piednippie	35-44	5
Piednippie	45-54	11
Pike River	0-4	3
Pike River	5-14	11
Pike River	25-34	9
Pike River	35-44	7
Pike River	45-54	6
Pike River	55-64	8
Pike River	65-74	5
Pike River	75-84	5
Pimba	25-34	4
Pimba	35-44	3
Pimba	45-54	7
Pimba	55-64	8
Pimba	65-74	7
Pimba	75-84	3
Pimbaacla	55-64	5
Pimbaacla	65-74	3
Pine Hill (SA)	5-14	3
Pine Hill (SA)	15-19	3
Pine Hill (SA)	20-24	3
Pine Hill (SA)	25-34	3
Pine Hill (SA)	35-44	4
Pine Hill (SA)	45-54	10
Pine Hill (SA)	55-64	20
Pine Hill (SA)	65-74	10
Pine Hill (SA)	75-84	3
Pine Point	0-4	5
Pine Point	5-14	7
Pine Point	15-19	10
Pine Point	20-24	3
Pine Point	25-34	10
Pine Point	35-44	5
Pine Point	45-54	14
Pine Point	55-64	17
Pine Point	65-74	14
Pine Point	75-84	12
Pine Point	85+	3
Pinery	0-4	11
Pinery	5-14	12
Pinery	15-19	8
Pinery	20-24	3
Pinery	25-34	14
Pinery	35-44	8
Pinery	45-54	17
Pinery	55-64	22
Pinery	65-74	9
Pinery	75-84	4
Pinery	85+	5
Pinkawillinie	0-4	4
Pinkawillinie	5-14	18
Pinkawillinie	25-34	5
Pinkawillinie	35-44	13
Pinkawillinie	45-54	7
Pinkawillinie	65-74	4
Pinkerton Plains	0-4	11
Pinkerton Plains	5-14	11
Pinkerton Plains	15-19	8
Pinkerton Plains	25-34	7
Pinkerton Plains	35-44	4
Pinkerton Plains	45-54	14
Pinkerton Plains	55-64	12
Pinkerton Plains	65-74	9
Pinks Beach	5-14	5
Pinks Beach	25-34	4
Pinks Beach	35-44	6
Pinks Beach	45-54	9
Pinks Beach	55-64	15
Pinks Beach	65-74	28
Pinks Beach	75-84	6
Pinks Beach	85+	3
Pinnaroo	0-4	37
Pinnaroo	5-14	83
Pinnaroo	15-19	32
Pinnaroo	20-24	38
Pinnaroo	25-34	90
Pinnaroo	35-44	75
Pinnaroo	45-54	104
Pinnaroo	55-64	108
Pinnaroo	65-74	77
Pinnaroo	75-84	41
Pinnaroo	85+	29
Pipalyatjara	0-4	14
Pipalyatjara	5-14	31
Pipalyatjara	15-19	15
Pipalyatjara	20-24	25
Pipalyatjara	25-34	39
Pipalyatjara	35-44	36
Pipalyatjara	45-54	16
Pipalyatjara	55-64	11
Pipalyatjara	65-74	3
Pirie East	5-14	4
Pirie East	15-19	3
Pirie East	20-24	5
Pirie East	35-44	9
Pirie East	45-54	12
Pirie East	55-64	4
Pirie East	65-74	4
Pleasant Park	0-4	4
Pleasant Park	5-14	7
Pleasant Park	25-34	4
Pleasant Park	35-44	3
Pleasant Park	45-54	6
Pleasant Park	55-64	7
Pleasant Park	65-74	8
Plympton	0-4	277
Plympton	5-14	420
Plympton	15-19	231
Plympton	20-24	442
Plympton	25-34	1044
Plympton	35-44	681
Plympton	45-54	544
Plympton	55-64	448
Plympton	65-74	305
Plympton	75-84	263
Plympton	85+	96
Plympton Park	0-4	218
Plympton Park	5-14	304
Plympton Park	15-19	151
Plympton Park	20-24	242
Plympton Park	25-34	627
Plympton Park	35-44	447
Plympton Park	45-54	395
Plympton Park	55-64	393
Plympton Park	65-74	238
Plympton Park	75-84	135
Plympton Park	85+	103
Point Boston	0-4	3
Point Boston	25-34	3
Point Boston	35-44	3
Point Boston	55-64	4
Point Lowly	35-44	3
Point Lowly	45-54	3
Point Lowly	55-64	6
Point Lowly	65-74	4
Point Pass	0-4	4
Point Pass	5-14	15
Point Pass	15-19	7
Point Pass	20-24	8
Point Pass	25-34	3
Point Pass	35-44	11
Point Pass	45-54	21
Point Pass	55-64	22
Point Pass	65-74	15
Point Pass	75-84	8
Point Pearce	0-4	3
Point Pearce	5-14	27
Point Pearce	20-24	4
Point Pearce	25-34	11
Point Pearce	35-44	5
Point Pearce	45-54	22
Point Pearce	55-64	9
Point Pearce	65-74	3
Point Souttar	45-54	4
Point Souttar	55-64	7
Point Souttar	65-74	3
Point Souttar	75-84	3
Point Sturt	0-4	7
Point Sturt	5-14	10
Point Sturt	15-19	4
Point Sturt	20-24	5
Point Sturt	25-34	10
Point Sturt	35-44	3
Point Sturt	45-54	7
Point Sturt	55-64	16
Point Sturt	65-74	9
Point Turton	0-4	18
Point Turton	5-14	20
Point Turton	15-19	12
Point Turton	20-24	3
Point Turton	25-34	22
Point Turton	35-44	27
Point Turton	45-54	31
Point Turton	55-64	72
Point Turton	65-74	76
Point Turton	75-84	37
Point Turton	85+	11
Polda	5-14	3
Polda	35-44	3
Polish Hill River	5-14	7
Polish Hill River	35-44	3
Polish Hill River	45-54	3
Polish Hill River	55-64	5
Polish Hill River	65-74	10
Poltalloch	0-4	8
Poltalloch	5-14	10
Poltalloch	15-19	7
Poltalloch	20-24	3
Poltalloch	25-34	7
Poltalloch	35-44	11
Poltalloch	45-54	3
Poltalloch	55-64	3
Pompoota	5-14	12
Pompoota	20-24	4
Pompoota	25-34	5
Pompoota	35-44	6
Pompoota	45-54	6
Pompoota	55-64	11
Pompoota	65-74	13
Pompoota	75-84	4
Ponde	0-4	3
Ponde	5-14	4
Ponde	15-19	7
Ponde	20-24	6
Ponde	25-34	6
Ponde	35-44	11
Ponde	45-54	14
Ponde	55-64	14
Ponde	65-74	3
Ponde	75-84	3
Poochera	0-4	14
Poochera	5-14	3
Poochera	20-24	3
Poochera	25-34	7
Poochera	35-44	7
Poochera	45-54	8
Poochera	55-64	7
Poochera	65-74	7
Pooginagoric	5-14	4
Pooginagoric	15-19	8
Pooginagoric	20-24	7
Pooginagoric	35-44	6
Pooginagoric	45-54	18
Pooginagoric	55-64	11
Pooginagoric	65-74	5
Pooginook	45-54	7
Pooginook	75-84	3
Poonindie	0-4	8
Poonindie	5-14	35
Poonindie	15-19	18
Poonindie	20-24	8
Poonindie	25-34	25
Poonindie	35-44	22
Poonindie	45-54	29
Poonindie	55-64	27
Poonindie	65-74	12
Pooraka	0-4	456
Pooraka	5-14	801
Pooraka	15-19	449
Pooraka	20-24	454
Pooraka	25-34	1122
Pooraka	35-44	898
Pooraka	45-54	969
Pooraka	55-64	882
Pooraka	65-74	676
Pooraka	75-84	398
Pooraka	85+	124
Porky Flat	65-74	3
Port Adelaide	0-4	43
Port Adelaide	5-14	102
Port Adelaide	15-19	81
Port Adelaide	20-24	86
Port Adelaide	25-34	154
Port Adelaide	35-44	153
Port Adelaide	45-54	187
Port Adelaide	55-64	215
Port Adelaide	65-74	130
Port Adelaide	75-84	51
Port Adelaide	85+	16
Port Arthur (SA)	65-74	3
Port Augusta	0-4	418
Port Augusta	5-14	806
Port Augusta	15-19	366
Port Augusta	20-24	435
Port Augusta	25-34	838
Port Augusta	35-44	648
Port Augusta	45-54	917
Port Augusta	55-64	822
Port Augusta	65-74	734
Port Augusta	75-84	403
Port Augusta	85+	162
Port Augusta West	0-4	265
Port Augusta West	5-14	567
Port Augusta West	15-19	231
Port Augusta West	20-24	230
Port Augusta West	25-34	515
Port Augusta West	35-44	478
Port Augusta West	45-54	551
Port Augusta West	55-64	532
Port Augusta West	65-74	440
Port Augusta West	75-84	176
Port Augusta West	85+	54
Port Bonython	5-14	3
Port Bonython	55-64	3
Port Bonython	65-74	3
Port Broughton	0-4	55
Port Broughton	5-14	89
Port Broughton	15-19	46
Port Broughton	20-24	18
Port Broughton	25-34	63
Port Broughton	35-44	84
Port Broughton	45-54	138
Port Broughton	55-64	223
Port Broughton	65-74	267
Port Broughton	75-84	161
Port Broughton	85+	81
Port Davis	5-14	3
Port Davis	15-19	3
Port Davis	65-74	3
Port Elliot	0-4	63
Port Elliot	5-14	192
Port Elliot	15-19	73
Port Elliot	20-24	57
Port Elliot	25-34	131
Port Elliot	35-44	171
Port Elliot	45-54	200
Port Elliot	55-64	319
Port Elliot	65-74	439
Port Elliot	75-84	317
Port Elliot	85+	130
Port Gawler	0-4	4
Port Gawler	5-14	9
Port Gawler	15-19	10
Port Gawler	25-34	9
Port Gawler	35-44	5
Port Gawler	45-54	13
Port Gawler	55-64	9
Port Gawler	65-74	7
Port Gawler	75-84	10
Port Germein	0-4	8
Port Germein	5-14	20
Port Germein	15-19	18
Port Germein	20-24	23
Port Germein	25-34	22
Port Germein	35-44	33
Port Germein	45-54	56
Port Germein	55-64	80
Port Germein	65-74	87
Port Germein	75-84	37
Port Germein	85+	5
Port Gibbon	45-54	3
Port Gibbon	55-64	4
Port Hughes	0-4	30
Port Hughes	5-14	44
Port Hughes	15-19	23
Port Hughes	20-24	12
Port Hughes	25-34	43
Port Hughes	35-44	52
Port Hughes	45-54	72
Port Hughes	55-64	114
Port Hughes	65-74	131
Port Hughes	75-84	40
Port Hughes	85+	8
Port Julia	25-34	3
Port Julia	45-54	3
Port Julia	55-64	13
Port Julia	65-74	14
Port Julia	75-84	8
Port Kenny	5-14	7
Port Kenny	20-24	3
Port Kenny	25-34	3
Port Kenny	35-44	12
Port Kenny	45-54	15
Port Kenny	55-64	17
Port Kenny	65-74	9
Port Kenny	75-84	5
Port Lincoln	0-4	930
Port Lincoln	5-14	1805
Port Lincoln	15-19	844
Port Lincoln	20-24	772
Port Lincoln	25-34	1778
Port Lincoln	35-44	1612
Port Lincoln	45-54	1833
Port Lincoln	55-64	1882
Port Lincoln	65-74	1446
Port Lincoln	75-84	836
Port Lincoln	85+	390
Port Macdonnell	0-4	40
Port Macdonnell	5-14	87
Port Macdonnell	15-19	40
Port Macdonnell	20-24	30
Port Macdonnell	25-34	65
Port Macdonnell	35-44	95
Port Macdonnell	45-54	122
Port Macdonnell	55-64	139
Port Macdonnell	65-74	139
Port Macdonnell	75-84	64
Port Macdonnell	85+	23
Port Mannum	0-4	16
Port Mannum	5-14	27
Port Mannum	15-19	12
Port Mannum	20-24	13
Port Mannum	25-34	17
Port Mannum	35-44	16
Port Mannum	45-54	27
Port Mannum	55-64	34
Port Mannum	65-74	48
Port Mannum	75-84	22
Port Mannum	85+	4
Port Moorowie	5-14	4
Port Moorowie	45-54	10
Port Moorowie	55-64	19
Port Moorowie	65-74	26
Port Moorowie	75-84	5
Port Neill	0-4	5
Port Neill	5-14	12
Port Neill	15-19	7
Port Neill	20-24	6
Port Neill	25-34	17
Port Neill	35-44	7
Port Neill	45-54	34
Port Neill	55-64	47
Port Neill	65-74	38
Port Neill	75-84	14
Port Neill	85+	4
Port Noarlunga	0-4	129
Port Noarlunga	5-14	337
Port Noarlunga	15-19	166
Port Noarlunga	20-24	146
Port Noarlunga	25-34	277
Port Noarlunga	35-44	380
Port Noarlunga	45-54	418
Port Noarlunga	55-64	407
Port Noarlunga	65-74	319
Port Noarlunga	75-84	215
Port Noarlunga	85+	123
Port Noarlunga South	0-4	162
Port Noarlunga South	5-14	311
Port Noarlunga South	15-19	166
Port Noarlunga South	20-24	160
Port Noarlunga South	25-34	342
Port Noarlunga South	35-44	390
Port Noarlunga South	45-54	374
Port Noarlunga South	55-64	367
Port Noarlunga South	65-74	299
Port Noarlunga South	75-84	124
Port Noarlunga South	85+	34
Port Paterson	5-14	13
Port Paterson	15-19	4
Port Paterson	20-24	5
Port Paterson	25-34	5
Port Paterson	35-44	15
Port Paterson	45-54	9
Port Paterson	55-64	12
Port Paterson	65-74	7
Port Paterson	75-84	3
Port Pirie	5-14	4
Port Pirie	20-24	15
Port Pirie	25-34	12
Port Pirie	35-44	3
Port Pirie	45-54	18
Port Pirie	55-64	17
Port Pirie	65-74	18
Port Pirie	75-84	38
Port Pirie	85+	58
Port Pirie South	0-4	236
Port Pirie South	5-14	506
Port Pirie South	15-19	268
Port Pirie South	20-24	235
Port Pirie South	25-34	398
Port Pirie South	35-44	438
Port Pirie South	45-54	552
Port Pirie South	55-64	520
Port Pirie South	65-74	421
Port Pirie South	75-84	270
Port Pirie South	85+	84
Port Pirie West	0-4	103
Port Pirie West	5-14	335
Port Pirie West	15-19	187
Port Pirie West	20-24	158
Port Pirie West	25-34	267
Port Pirie West	35-44	294
Port Pirie West	45-54	374
Port Pirie West	55-64	351
Port Pirie West	65-74	313
Port Pirie West	75-84	179
Port Pirie West	85+	66
Port Rickaby	5-14	7
Port Rickaby	15-19	3
Port Rickaby	35-44	3
Port Rickaby	45-54	3
Port Rickaby	55-64	12
Port Rickaby	65-74	16
Port Rickaby	75-84	5
Port Victoria	0-4	14
Port Victoria	5-14	20
Port Victoria	15-19	8
Port Victoria	20-24	7
Port Victoria	25-34	18
Port Victoria	35-44	21
Port Victoria	45-54	45
Port Victoria	55-64	65
Port Victoria	65-74	84
Port Victoria	75-84	44
Port Victoria	85+	14
Port Vincent	0-4	12
Port Vincent	5-14	18
Port Vincent	15-19	4
Port Vincent	20-24	9
Port Vincent	25-34	32
Port Vincent	35-44	23
Port Vincent	45-54	50
Port Vincent	55-64	102
Port Vincent	65-74	144
Port Vincent	75-84	82
Port Vincent	85+	25
Port Wakefield	0-4	38
Port Wakefield	5-14	80
Port Wakefield	15-19	45
Port Wakefield	20-24	42
Port Wakefield	25-34	81
Port Wakefield	35-44	72
Port Wakefield	45-54	94
Port Wakefield	55-64	86
Port Wakefield	65-74	70
Port Wakefield	75-84	24
Port Wakefield	85+	10
Port Willunga	0-4	89
Port Willunga	5-14	195
Port Willunga	15-19	111
Port Willunga	20-24	85
Port Willunga	25-34	163
Port Willunga	35-44	215
Port Willunga	45-54	254
Port Willunga	55-64	216
Port Willunga	65-74	193
Port Willunga	75-84	97
Port Willunga	85+	19
Porter Lagoon	5-14	4
Porter Lagoon	35-44	7
Price	0-4	6
Price	5-14	12
Price	15-19	6
Price	20-24	4
Price	25-34	11
Price	35-44	15
Price	45-54	16
Price	55-64	59
Price	65-74	46
Price	75-84	9
Proof Range	0-4	3
Proof Range	35-44	3
Prospect (SA)	0-4	814
Prospect (SA)	5-14	1445
Prospect (SA)	15-19	705
Prospect (SA)	20-24	1110
Prospect (SA)	25-34	2115
Prospect (SA)	35-44	1813
Prospect (SA)	45-54	1860
Prospect (SA)	55-64	1633
Prospect (SA)	65-74	930
Prospect (SA)	75-84	551
Prospect (SA)	85+	310
Prospect Hill	0-4	4
Prospect Hill	5-14	23
Prospect Hill	15-19	25
Prospect Hill	20-24	5
Prospect Hill	25-34	9
Prospect Hill	35-44	19
Prospect Hill	45-54	39
Prospect Hill	55-64	22
Prospect Hill	65-74	11
Prospect Hill	85+	3
Pukatja	0-4	47
Pukatja	5-14	88
Pukatja	15-19	49
Pukatja	20-24	46
Pukatja	25-34	88
Pukatja	35-44	59
Pukatja	45-54	47
Pukatja	55-64	45
Pukatja	65-74	17
Pukatja	75-84	12
Pukatja	85+	4
Puntabie	65-74	3
Punthari	5-14	3
Punthari	15-19	3
Punthari	20-24	3
Punthari	25-34	4
Punthari	35-44	3
Punthari	45-54	4
Punthari	55-64	9
Punthari	65-74	4
Punthari	75-84	4
Punyelroo	0-4	3
Punyelroo	15-19	3
Punyelroo	25-34	3
Punyelroo	45-54	4
Punyelroo	55-64	10
Punyelroo	65-74	6
Purnong	0-4	3
Purnong	5-14	3
Purnong	15-19	4
Purnong	25-34	4
Purnong	35-44	3
Purnong	45-54	3
Purnong	55-64	13
Purnong	65-74	5
Purnong	75-84	3
Pyap	0-4	19
Pyap	5-14	14
Pyap	15-19	5
Pyap	20-24	9
Pyap	25-34	20
Pyap	35-44	9
Pyap	45-54	18
Pyap	55-64	24
Pyap	65-74	22
Pyap	75-84	3
Pyap	85+	7
Pyap West	5-14	3
Pyap West	15-19	7
Pyap West	20-24	3
Pyap West	25-34	3
Pyap West	35-44	3
Pyap West	45-54	12
Pyap West	65-74	4
Pygery	0-4	3
Pygery	5-14	11
Pygery	20-24	5
Pygery	25-34	10
Pygery	35-44	11
Pygery	45-54	3
Pygery	55-64	10
Pygery	65-74	7
Pygery	85+	3
Qualco	5-14	3
Qualco	20-24	9
Qualco	25-34	14
Qualco	35-44	4
Qualco	45-54	6
Qualco	55-64	10
Qualco	65-74	7
Qualco	75-84	7
Queenstown (SA)	0-4	102
Queenstown (SA)	5-14	157
Queenstown (SA)	15-19	90
Queenstown (SA)	20-24	97
Queenstown (SA)	25-34	282
Queenstown (SA)	35-44	232
Queenstown (SA)	45-54	255
Queenstown (SA)	55-64	265
Queenstown (SA)	65-74	195
Queenstown (SA)	75-84	153
Queenstown (SA)	85+	63
Quinyambie	25-34	3
Quinyambie	35-44	4
Quinyambie	45-54	3
Quinyambie	55-64	3
Quorn	0-4	52
Quorn	5-14	128
Quorn	15-19	69
Quorn	20-24	44
Quorn	25-34	108
Quorn	35-44	116
Quorn	45-54	198
Quorn	55-64	201
Quorn	65-74	189
Quorn	75-84	97
Quorn	85+	34
Racecourse Bay	5-14	4
Racecourse Bay	25-34	4
Racecourse Bay	35-44	4
Racecourse Bay	45-54	4
Racecourse Bay	55-64	3
Racecourse Bay	65-74	5
Ramco	0-4	4
Ramco	5-14	12
Ramco	15-19	16
Ramco	20-24	7
Ramco	25-34	13
Ramco	35-44	15
Ramco	45-54	24
Ramco	55-64	37
Ramco	65-74	29
Ramco	75-84	7
Ramco Heights	0-4	3
Ramco Heights	5-14	18
Ramco Heights	15-19	11
Ramco Heights	20-24	7
Ramco Heights	25-34	13
Ramco Heights	35-44	11
Ramco Heights	45-54	29
Ramco Heights	55-64	19
Ramco Heights	65-74	10
Ramco Heights	75-84	3
Ramsay (SA)	0-4	5
Ramsay (SA)	5-14	6
Ramsay (SA)	15-19	8
Ramsay (SA)	20-24	5
Ramsay (SA)	25-34	4
Ramsay (SA)	35-44	4
Ramsay (SA)	45-54	19
Ramsay (SA)	55-64	22
Ramsay (SA)	75-84	6
Rapid Bay	45-54	10
Rapid Bay	55-64	3
Red Creek	0-4	7
Red Creek	5-14	14
Red Creek	15-19	16
Red Creek	20-24	4
Red Creek	25-34	10
Red Creek	35-44	9
Red Creek	45-54	29
Red Creek	55-64	21
Red Creek	65-74	8
Redbanks	0-4	4
Redbanks	5-14	19
Redbanks	15-19	15
Redbanks	20-24	8
Redbanks	25-34	10
Redbanks	35-44	32
Redbanks	45-54	35
Redbanks	55-64	19
Redbanks	65-74	26
Redbanks	75-84	6
Redhill	0-4	5
Redhill	5-14	16
Redhill	15-19	12
Redhill	25-34	5
Redhill	35-44	17
Redhill	45-54	24
Redhill	55-64	20
Redhill	65-74	23
Redhill	75-84	12
Redhill	85+	3
Redwood Park	0-4	329
Redwood Park	5-14	681
Redwood Park	15-19	355
Redwood Park	20-24	341
Redwood Park	25-34	683
Redwood Park	35-44	731
Redwood Park	45-54	784
Redwood Park	55-64	795
Redwood Park	65-74	491
Redwood Park	75-84	180
Redwood Park	85+	48
Reedy Creek (SA)	0-4	8
Reedy Creek (SA)	5-14	12
Reedy Creek (SA)	15-19	3
Reedy Creek (SA)	20-24	3
Reedy Creek (SA)	25-34	14
Reedy Creek (SA)	35-44	14
Reedy Creek (SA)	45-54	8
Reedy Creek (SA)	55-64	18
Reedy Creek (SA)	65-74	13
Reeves Plains	0-4	4
Reeves Plains	5-14	13
Reeves Plains	15-19	12
Reeves Plains	20-24	7
Reeves Plains	25-34	5
Reeves Plains	35-44	18
Reeves Plains	45-54	31
Reeves Plains	55-64	11
Reeves Plains	65-74	23
Reeves Plains	75-84	6
Reeves Plains	85+	3
Regency Park	15-19	23
Regency Park	20-24	32
Regency Park	25-34	3
Regency Park	35-44	4
Regency Park	45-54	3
Regency Park	55-64	7
Regency Park	65-74	20
Regency Park	75-84	26
Regency Park	85+	24
Reid (SA)	0-4	40
Reid (SA)	5-14	62
Reid (SA)	15-19	31
Reid (SA)	20-24	30
Reid (SA)	25-34	88
