SSC_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Arcadia Vale	1	5	37
Arcadia Vale	1	6	6
Ardglen	0	1	3
Ardglen	1	2	10
Ardglen	1	3	3
Ardglen	1	4	4
Arding	0	1	11
Arding	1	2	40
Arding	1	3	16
Arding	1	4	11
Arding	1	5	4
Ardlethan	0	1	73
Ardlethan	0	2	8
Ardlethan	1	2	65
Ardlethan	1	3	33
Ardlethan	1	4	14
Ardlethan	1	5	10
Ardlethan	1	6	4
Argalong	0	1	3
Argalong	1	4	3
Argenton	0	1	161
Argenton	0	2	22
Argenton	1	2	166
Argenton	1	3	92
Argenton	1	4	52
Argenton	1	5	22
Argenton	1	6	23
Argents Hill	0	1	25
Argents Hill	0	2	8
Argents Hill	1	2	31
Argents Hill	1	3	12
Argents Hill	1	4	11
Argents Hill	1	5	3
Argents Hill	1	6	3
Argoon (NSW)	0	1	4
Ariah Park	0	1	57
Ariah Park	0	2	3
Ariah Park	1	2	63
Ariah Park	1	3	11
Ariah Park	1	4	13
Ariah Park	1	5	20
Ariah Park	1	6	5
Arkell	0	1	4
Arkell	1	2	10
Arkell	1	3	3
Arkstone	1	6	3
Armatree	0	1	11
Armatree	1	2	12
Armatree	1	3	3
Armatree	1	4	3
Armatree	1	5	5
Armatree	1	6	3
Armidale	0	1	2460
Armidale	0	2	276
Armidale	0	3	91
Armidale	0	4	44
Armidale	0	5	18
Armidale	0	6	4
Armidale	1	2	2532
Armidale	1	3	1052
Armidale	1	4	946
Armidale	1	5	449
Armidale	1	6	215
Arncliffe	0	1	708
Arncliffe	0	2	159
Arncliffe	0	3	71
Arncliffe	0	4	32
Arncliffe	0	5	11
Arncliffe	0	6	3
Arncliffe	1	2	867
Arncliffe	1	3	597
Arncliffe	1	4	461
Arncliffe	1	5	286
Arncliffe	1	6	248
Arrawarra	0	1	108
Arrawarra	0	2	3
Arrawarra	1	2	115
Arrawarra	1	3	27
Arrawarra	1	4	3
Arrawarra Headland	0	1	43
Arrawarra Headland	0	2	4
Arrawarra Headland	1	2	75
Arrawarra Headland	1	3	29
Arrawarra Headland	1	4	32
Arrawarra Headland	1	5	12
Arrawarra Headland	1	6	10
Artarmon	0	1	847
Artarmon	0	2	196
Artarmon	0	3	49
Artarmon	0	4	19
Artarmon	0	5	7
Artarmon	1	2	959
Artarmon	1	3	708
Artarmon	1	4	577
Artarmon	1	5	172
Artarmon	1	6	64
Arthurville	0	1	4
Arthurville	1	2	8
Arthurville	1	4	4
Arumpo	0	1	6
Arumpo	1	2	4
Arumpo	1	5	3
Ashbury	0	1	142
Ashbury	0	2	15
Ashbury	0	3	3
Ashbury	0	5	3
Ashbury	1	2	279
Ashbury	1	3	189
Ashbury	1	4	274
Ashbury	1	5	108
Ashbury	1	6	42
Ashby (NSW)	0	1	34
Ashby (NSW)	1	2	69
Ashby (NSW)	1	3	12
Ashby (NSW)	1	4	8
Ashby (NSW)	1	5	6
Ashby Heights	0	1	22
Ashby Heights	0	2	4
Ashby Heights	1	2	32
Ashby Heights	1	3	22
Ashby Heights	1	4	6
Ashby Heights	1	6	3
Ashby Island	1	3	3
Ashcroft	0	1	253
Ashcroft	0	2	13
Ashcroft	0	3	4
Ashcroft	1	2	181
Ashcroft	1	3	157
Ashcroft	1	4	178
Ashcroft	1	5	121
Ashcroft	1	6	110
Ashfield (NSW)	0	1	2225
Ashfield (NSW)	0	2	480
Ashfield (NSW)	0	3	192
Ashfield (NSW)	0	4	87
Ashfield (NSW)	0	5	32
Ashfield (NSW)	0	6	31
Ashfield (NSW)	1	2	2215
Ashfield (NSW)	1	3	1521
Ashfield (NSW)	1	4	1127
Ashfield (NSW)	1	5	404
Ashfield (NSW)	1	6	228
Ashford (NSW)	0	1	83
Ashford (NSW)	0	2	9
Ashford (NSW)	1	2	93
Ashford (NSW)	1	3	34
Ashford (NSW)	1	4	23
Ashford (NSW)	1	5	11
Ashford (NSW)	1	6	8
Ashley	0	1	28
Ashley	1	2	44
Ashley	1	3	19
Ashley	1	4	22
Ashley	1	5	17
Ashley	1	6	3
Ashmont	0	1	431
Ashmont	0	2	47
Ashmont	0	3	10
Ashmont	1	2	435
Ashmont	1	3	212
Ashmont	1	4	155
Ashmont	1	5	85
Ashmont	1	6	41
Ashtonfield	0	1	207
Ashtonfield	0	2	12
Ashtonfield	0	3	4
Ashtonfield	1	2	449
Ashtonfield	1	3	275
Ashtonfield	1	4	334
Ashtonfield	1	5	138
Ashtonfield	1	6	59
Asquith	0	1	182
Asquith	0	2	17
Asquith	0	3	3
Asquith	1	2	284
Asquith	1	3	196
Asquith	1	4	260
Asquith	1	5	104
Asquith	1	6	39
Atholwood	0	1	9
Atholwood	1	2	12
Atholwood	1	3	3
Atholwood	1	4	3
Atholwood	1	5	3
Atholwood	1	6	3
Attunga	0	1	37
Attunga	0	2	3
Attunga	1	2	86
Attunga	1	3	31
Attunga	1	4	25
Attunga	1	5	13
Attunga	1	6	5
Auburn (NSW)	0	1	1418
Auburn (NSW)	0	2	258
Auburn (NSW)	0	3	186
Auburn (NSW)	0	4	168
Auburn (NSW)	0	5	152
Auburn (NSW)	0	6	210
Auburn (NSW)	1	2	1748
Auburn (NSW)	1	3	1573
Auburn (NSW)	1	4	1747
Auburn (NSW)	1	5	1161
Auburn (NSW)	1	6	1289
Auburn Vale	0	1	3
Auburn Vale	1	2	18
Auburn Vale	1	3	5
Auburn Vale	1	4	7
Auburn Vale	1	5	3
Austinmer	0	1	178
Austinmer	0	2	27
Austinmer	0	3	5
Austinmer	1	2	276
Austinmer	1	3	127
Austinmer	1	4	177
Austinmer	1	5	74
Austinmer	1	6	26
Austral	0	1	189
Austral	0	2	12
Austral	1	2	201
Austral	1	3	118
Austral	1	4	126
Austral	1	5	101
Austral	1	6	80
Austral Eden	0	1	9
Austral Eden	1	2	20
Austral Eden	1	3	7
Austral Eden	1	4	10
Austral Eden	1	5	5
Avalon Beach	0	1	633
Avalon Beach	0	2	47
Avalon Beach	0	3	9
Avalon Beach	0	4	3
Avalon Beach	1	2	987
Avalon Beach	1	3	482
Avalon Beach	1	4	688
Avalon Beach	1	5	322
Avalon Beach	1	6	129
Avisford	0	1	4
Avisford	1	2	5
Avoca (NSW)	0	1	16
Avoca (NSW)	0	2	3
Avoca (NSW)	1	2	27
Avoca (NSW)	1	3	13
Avoca (NSW)	1	4	9
Avoca (NSW)	1	5	6
Avoca (NSW)	1	6	4
Avoca Beach	0	1	277
Avoca Beach	0	2	21
Avoca Beach	0	3	3
Avoca Beach	0	4	3
Avoca Beach	1	2	445
Avoca Beach	1	3	252
Avoca Beach	1	4	327
Avoca Beach	1	5	138
Avoca Beach	1	6	57
Avondale (NSW)	0	1	175
Avondale (NSW)	0	2	5
Avondale (NSW)	1	2	202
Avondale (NSW)	1	3	95
Avondale (NSW)	1	4	97
Avondale (NSW)	1	5	38
Avondale (NSW)	1	6	17
Avonside	0	1	3
Avonside	1	2	14
Avonside	1	3	7
Avonside	1	4	6
Avonside	1	5	9
Avonside	1	6	3
Awaba	0	1	21
Awaba	0	2	4
Awaba	1	2	42
Awaba	1	3	28
Awaba	1	4	27
Awaba	1	5	13
Awaba	1	6	4
Aylmerton	0	1	18
Aylmerton	0	2	3
Aylmerton	1	2	22
Aylmerton	1	3	17
Aylmerton	1	4	8
Baan Baa	0	1	19
Baan Baa	0	2	5
Baan Baa	1	2	35
Baan Baa	1	3	7
Baan Baa	1	4	3
Baan Baa	1	6	3
Babyl Creek	0	1	3
Back Creek (Bland - NSW)	1	2	7
Back Creek (Bland - NSW)	1	4	3
Back Creek (Bland - NSW)	1	6	3
Back Creek (Gwydir - NSW)	1	2	3
Back Creek (Mid-Coast - NSW)	0	1	3
Back Creek (Mid-Coast - NSW)	1	2	6
Back Creek (Tweed - NSW)	0	1	3
Back Forest	0	1	3
Back Forest	1	2	12
Back Forest	1	4	7
Back Forest	1	6	3
Backmede	0	1	3
Backmede	1	2	19
Backmede	1	3	11
Backmede	1	4	6
Backmede	1	5	4
Backmede	1	6	3
Badgerys Creek	0	1	15
Badgerys Creek	0	2	3
Badgerys Creek	1	2	14
Badgerys Creek	1	3	6
Badgerys Creek	1	4	7
Badgerys Creek	1	5	6
Badgerys Creek	1	6	6
Baerami	0	1	3
Baerami	0	2	3
Baerami	1	2	10
Baerami	1	3	3
Baerami	1	4	3
Baerami Creek	1	2	5
Baerami Creek	1	3	3
Baerami Creek	1	4	4
Bagnoo	0	1	8
Bagnoo	1	2	5
Bago	1	6	3
Bagotville	1	2	8
Bagotville	1	3	3
Bakers Creek (Mid-Coast - NSW)	1	2	9
Bakers Creek (Nambucca - NSW)	0	1	6
Bakers Creek (Uralla - NSW)	1	2	7
Bakers Swamp	0	1	7
Bakers Swamp	1	2	8
Bakers Swamp	1	3	3
Balaclava (NSW)	0	1	32
Balaclava (NSW)	0	2	3
Balaclava (NSW)	1	2	60
Balaclava (NSW)	1	3	37
Balaclava (NSW)	1	4	18
Balaclava (NSW)	1	5	12
Balaclava (NSW)	1	6	9
Balala	0	1	13
Balala	1	2	19
Balala	1	3	3
Balala	1	4	4
Balala	1	5	3
Balcolyn	0	1	83
Balcolyn	0	2	8
Balcolyn	1	2	131
Balcolyn	1	3	52
Balcolyn	1	4	50
Balcolyn	1	5	23
Balcolyn	1	6	16
Bald Blair	0	1	7
Bald Blair	1	2	9
Bald Blair	1	4	5
Bald Hills (NSW)	0	1	15
Bald Hills (NSW)	1	2	34
Bald Hills (NSW)	1	3	12
Bald Hills (NSW)	1	4	12
Bald Hills (NSW)	1	5	5
Bald Hills (NSW)	1	6	4
Bald Nob	0	1	3
Bald Ridge	1	2	4
Baldersleigh	0	1	4
Baldersleigh	1	2	9
Baldersleigh	1	3	3
Baldry	0	1	3
Baldry	1	2	12
Baldry	1	4	5
Baldry	1	5	5
Balfours Peak	0	1	3
Balfours Peak	1	2	4
Balfours Peak	1	3	3
Balfours Peak	1	4	3
Balgowlah	0	1	731
Balgowlah	0	2	92
Balgowlah	0	3	28
Balgowlah	0	4	5
Balgowlah	0	5	6
Balgowlah	1	2	874
Balgowlah	1	3	551
Balgowlah	1	4	520
Balgowlah	1	5	184
Balgowlah	1	6	32
Balgowlah Heights	0	1	124
Balgowlah Heights	0	2	8
Balgowlah Heights	0	3	4
Balgowlah Heights	1	2	209
Balgowlah Heights	1	3	166
Balgowlah Heights	1	4	333
Balgowlah Heights	1	5	139
Balgowlah Heights	1	6	27
Balgownie	0	1	459
Balgownie	0	2	29
Balgownie	0	3	5
Balgownie	1	2	651
Balgownie	1	3	340
Balgownie	1	4	335
Balgownie	1	5	155
Balgownie	1	6	54
Balickera	1	5	4
Balladoran	0	1	3
Balladoran	1	2	19
Balladoran	1	3	9
Balladoran	1	4	7
Ballalaba	0	1	3
Ballalaba	0	2	3
Balldale	0	1	20
Balldale	0	2	4
Balldale	1	2	22
Balldale	1	3	7
Balldale	1	4	7
Balldale	1	5	3
Ballengarra	0	1	4
Ballengarra	1	2	10
Ballengarra	1	3	3
Ballengarra	1	4	4
Ballengarra	1	6	3
Ballimore	0	1	15
Ballimore	1	2	16
Ballimore	1	3	18
Ballimore	1	4	9
Ballimore	1	5	3
Ballina	0	1	1687
Ballina	0	2	118
Ballina	0	3	11
Ballina	0	4	11
Ballina	0	5	3
Ballina	1	2	1220
Ballina	1	3	368
Ballina	1	4	288
Ballina	1	5	98
Ballina	1	6	25
Balmain	0	1	1350
Balmain	0	2	170
Balmain	0	3	35
Balmain	0	4	15
Balmain	0	5	3
Balmain	0	6	3
Balmain	1	2	1284
Balmain	1	3	574
Balmain	1	4	557
Balmain	1	5	169
Balmain	1	6	39
Balmain East	0	1	246
Balmain East	0	2	20
Balmain East	0	3	10
Balmain East	0	4	4
Balmain East	1	2	280
Balmain East	1	3	96
Balmain East	1	4	105
Balmain East	1	5	37
Balmain East	1	6	10
Balmoral (Lake Macquarie - NSW)	0	1	47
Balmoral (Lake Macquarie - NSW)	0	2	8
Balmoral (Lake Macquarie - NSW)	1	2	90
Balmoral (Lake Macquarie - NSW)	1	3	52
Balmoral (Lake Macquarie - NSW)	1	4	45
Balmoral (Lake Macquarie - NSW)	1	5	18
Balmoral (Lake Macquarie - NSW)	1	6	4
Balmoral (Wingecarribee - NSW)	0	1	22
Balmoral (Wingecarribee - NSW)	1	2	47
Balmoral (Wingecarribee - NSW)	1	3	26
Balmoral (Wingecarribee - NSW)	1	4	40
Balmoral (Wingecarribee - NSW)	1	5	11
Balmoral (Wingecarribee - NSW)	1	6	3
Balranald	0	1	164
Balranald	0	2	4
Balranald	1	2	173
Balranald	1	3	68
Balranald	1	4	41
Balranald	1	5	40
Balranald	1	6	17
Bamarang	1	4	4
Bandon Grove	0	1	6
Bandon Grove	1	2	15
Bandon Grove	1	3	7
Bandon Grove	1	4	9
Bandon Grove	1	5	3
Bangalee (NSW)	0	1	41
Bangalee (NSW)	1	2	87
Bangalee (NSW)	1	3	47
Bangalee (NSW)	1	4	32
Bangalee (NSW)	1	5	13
Bangalee (NSW)	1	6	7
Bangalow	0	1	151
Bangalow	0	2	32
Bangalow	0	3	6
Bangalow	0	4	3
Bangalow	1	2	205
Bangalow	1	3	123
Bangalow	1	4	125
Bangalow	1	5	51
Bangalow	1	6	8
Bangheet	0	1	7
Bangheet	1	2	6
Bangheet	1	4	3
Bangheet	1	5	3
Bango	0	1	12
Bango	1	2	17
Bango	1	4	8
Bango	1	5	3
Bangor (NSW)	0	1	228
Bangor (NSW)	0	2	19
Bangor (NSW)	0	3	4
Bangor (NSW)	1	2	545
Bangor (NSW)	1	3	338
Bangor (NSW)	1	4	432
Bangor (NSW)	1	5	162
Bangor (NSW)	1	6	63
Banksia	0	1	156
Banksia	0	2	30
Banksia	0	3	9
Banksia	0	4	5
Banksia	0	5	7
Banksia	0	6	3
Banksia	1	2	292
Banksia	1	3	179
Banksia	1	4	220
Banksia	1	5	100
Banksia	1	6	58
Bankstown	0	1	1932
Bankstown	0	2	216
Bankstown	0	3	81
Bankstown	0	4	24
Bankstown	0	5	18
Bankstown	0	6	17
Bankstown	1	2	2065
Bankstown	1	3	1762
Bankstown	1	4	1701
Bankstown	1	5	957
Bankstown	1	6	813
Bannaby	0	1	4
Bannaby	1	2	8
Bannister (NSW)	0	1	11
Bannister (NSW)	1	2	12
Bannister (NSW)	1	3	8
Bannister (NSW)	1	4	9
Bannister (NSW)	1	5	4
Bannister (NSW)	1	6	3
Banoon	0	1	9
Banoon	1	2	3
Banoon	1	3	3
Banora Point	0	1	1777
Banora Point	0	2	177
Banora Point	0	3	20
Banora Point	0	4	6
Banora Point	1	2	2314
Banora Point	1	3	832
Banora Point	1	4	801
Banora Point	1	5	301
Banora Point	1	6	143
Banyabba	0	1	3
Banyabba	0	2	3
Banyabba	1	2	5
Banyabba	1	3	3
Banyabba	1	4	4
Bar Beach	0	1	207
Bar Beach	0	2	23
Bar Beach	0	3	6
Bar Beach	0	4	3
Bar Beach	0	5	3
Bar Beach	1	2	134
Bar Beach	1	3	50
Bar Beach	1	4	62
Bar Beach	1	5	21
Bar Beach	1	6	8
Bar Point	0	1	20
Bar Point	1	2	12
Bar Point	1	3	3
Bara	0	1	6
Baradine	0	1	117
Baradine	0	2	6
Baradine	1	2	107
Baradine	1	3	37
Baradine	1	4	34
Baradine	1	5	15
Baradine	1	6	4
Barangaroo	0	1	21
Barangaroo	1	2	25
Barangaroo	1	3	3
Barangaroo	1	4	6
Barden Ridge	0	1	77
Barden Ridge	0	2	3
Barden Ridge	1	2	253
Barden Ridge	1	3	213
Barden Ridge	1	4	381
Barden Ridge	1	5	189
Barden Ridge	1	6	83
Bardia	0	1	47
Bardia	0	2	11
Bardia	0	4	3
Bardia	1	2	94
Bardia	1	3	117
Bardia	1	4	104
Bardia	1	5	55
Bardia	1	6	33
Bardwell Park	0	1	142
Bardwell Park	0	2	18
Bardwell Park	0	3	5
Bardwell Park	0	4	3
Bardwell Park	0	5	3
Bardwell Park	1	2	203
Bardwell Park	1	3	127
Bardwell Park	1	4	170
Bardwell Park	1	5	66
Bardwell Park	1	6	27
Bardwell Valley	0	1	164
Bardwell Valley	0	2	15
Bardwell Valley	0	3	4
Bardwell Valley	1	2	191
Bardwell Valley	1	3	134
Bardwell Valley	1	4	150
Bardwell Valley	1	5	70
Bardwell Valley	1	6	48
Barellan	0	1	55
Barellan	0	2	7
Barellan	1	2	63
Barellan	1	3	29
Barellan	1	4	26
Barellan	1	5	10
Barellan	1	6	6
Bargo	0	1	285
Bargo	0	2	20
Bargo	1	2	457
Bargo	1	3	229
Bargo	1	4	244
Bargo	1	5	137
Bargo	1	6	99
Barham	0	1	247
Barham	0	2	11
Barham	1	2	239
Barham	1	3	60
Barham	1	4	50
Barham	1	5	21
Barham	1	6	12
Barigan	0	1	3
Barkers Vale	0	1	26
Barkers Vale	1	2	19
Barkers Vale	1	3	13
Barkers Vale	1	4	9
Barkers Vale	1	5	3
Barmedman	0	1	45
Barmedman	1	2	57
Barmedman	1	3	20
Barmedman	1	4	23
Barmedman	1	5	13
Barmedman	1	6	5
Barnsley	0	1	90
Barnsley	0	2	15
Barnsley	1	2	191
Barnsley	1	3	117
Barnsley	1	4	108
Barnsley	1	5	42
Barnsley	1	6	28
Barooga	0	1	182
Barooga	0	2	20
Barooga	0	3	3
Barooga	1	2	239
