SSC_NAME16	ModeTravelToWork	NumberModes	Sex	employed_persons
Bonogin	Bicycle	1	F	3
Bonogin	Bicycle	1	M	3
Bonogin	Bus	1	M	5
Bonogin	Car as driver	1	F	750
Bonogin	Car as driver	1	M	870
Bonogin	Car as passenger	1	F	60
Bonogin	Car as passenger	1	M	40
Bonogin	Motorbike scooter	1	M	5
Bonogin	Other two methods	2	F	10
Bonogin	Other two methods	2	M	5
Bonogin	Taxi	1	M	3
Bonogin	Train	1	F	6
Bonogin	Train	1	M	10
Bonogin	Train and two other methods	3	F	3
Bonogin	Train and two other methods	3	M	3
Bonogin	Truck	1	M	31
Bonogin	Walked only	1	F	3
Bonogin	Walked only	1	M	13
Bonshaw (Qld)	(Other)	1	M	3
Bonshaw (Qld)	Car as driver	1	F	3
Bonshaw (Qld)	Car as driver	1	M	8
Bony Mountain	Car as driver	1	F	8
Bony Mountain	Car as driver	1	M	11
Boodua	Car as driver	1	F	10
Boodua	Car as driver	1	M	12
Boodua	Motorbike scooter	1	M	3
Boodua	Walked only	1	F	3
Boogan	Car as driver	1	F	14
Boogan	Car as driver	1	M	19
Boogan	Car as passenger	1	M	5
Boogan	Walked only	1	F	3
Boogan	Walked only	1	M	4
Booie			F	3
Booie			M	8
Booie	Bus	1	M	3
Booie	Car as driver	1	F	133
Booie	Car as driver	1	M	157
Booie	Car as passenger	1	F	7
Booie	Car as passenger	1	M	9
Booie	Truck	1	M	8
Booie	Walked only	1	F	5
Booie	Walked only	1	M	4
Boolboonda	Car as driver	1	F	4
Boolboonda	Car as driver	1	M	6
Boolburra	Car as driver	1	F	7
Boolburra	Car as driver	1	M	3
Boompa	Car as driver	1	F	7
Boompa	Car as driver	1	M	6
Boompa	Walked only	1	F	3
Boompa	Walked only	1	M	6
Boonah (Qld)			F	3
Boonah (Qld)			M	10
Boonah (Qld)	(Other)	1	M	3
Boonah (Qld)	Bicycle	1	M	3
Boonah (Qld)	Bus	1	M	3
Boonah (Qld)	Car as driver	1	F	265
Boonah (Qld)	Car as driver	1	M	305
Boonah (Qld)	Car as passenger	1	F	32
Boonah (Qld)	Car as passenger	1	M	31
Boonah (Qld)	Motorbike scooter	1	M	5
Boonah (Qld)	Other two methods	2	M	4
Boonah (Qld)	Truck	1	M	14
Boonah (Qld)	Walked only	1	F	32
Boonah (Qld)	Walked only	1	M	15
Boonara	Car as driver	1	F	6
Boonara	Car as driver	1	M	16
Boonara	Motorbike scooter	1	M	4
Boonarga	Car as driver	1	F	4
Boonarga	Car as driver	1	M	3
Boondall			F	10
Boondall			M	20
Boondall	(Other)	1	F	4
Boondall	(Other)	1	M	16
Boondall	Bicycle	1	F	3
Boondall	Bicycle	1	M	28
Boondall	Bus	1	F	71
Boondall	Bus	1	M	44
Boondall	Car as driver	1	F	1184
Boondall	Car as driver	1	M	1506
Boondall	Car as passenger	1	F	144
Boondall	Car as passenger	1	M	110
Boondall	Motorbike scooter	1	F	12
Boondall	Motorbike scooter	1	M	50
Boondall	Other two methods	2	F	13
Boondall	Other two methods	2	M	16
Boondall	Taxi	1	M	9
Boondall	Train	1	F	195
Boondall	Train	1	M	170
Boondall	Train and two other methods	3	F	9
Boondall	Train and two other methods	3	M	13
Boondall	Truck	1	F	4
Boondall	Truck	1	M	39
Boondall	Walked only	1	F	29
Boondall	Walked only	1	M	61
Boondooma			F	3
Boondooma			M	4
Boondooma	Car as driver	1	F	7
Boondooma	Car as driver	1	M	7
Boondooma	Walked only	1	M	3
Boonooroo	Car as driver	1	F	27
Boonooroo	Car as driver	1	M	34
Boonooroo	Walked only	1	M	3
Booral (Qld)			F	11
Booral (Qld)			M	8
Booral (Qld)	(Other)	1	M	6
Booral (Qld)	Bus	1	M	3
Booral (Qld)	Car as driver	1	F	210
Booral (Qld)	Car as driver	1	M	217
Booral (Qld)	Car as passenger	1	F	22
Booral (Qld)	Car as passenger	1	M	9
Booral (Qld)	Motorbike scooter	1	M	3
Booral (Qld)	Other two methods	2	F	3
Booral (Qld)	Other two methods	2	M	3
Booral (Qld)	Truck	1	M	11
Booral (Qld)	Walked only	1	F	5
Booral (Qld)	Walked only	1	M	3
Booroobin			M	3
Booroobin	(Other)	1	M	3
Booroobin	Car as driver	1	F	26
Booroobin	Car as driver	1	M	29
Booroobin	Car as passenger	1	F	3
Booroobin	Car as passenger	1	M	3
Booroobin	Walked only	1	F	3
Booroobin	Walked only	1	M	3
Booubyjan	Car as driver	1	F	7
Booubyjan	Car as driver	1	M	10
Booubyjan	Walked only	1	F	3
Booubyjan	Walked only	1	M	4
Booval			F	6
Booval			M	8
Booval	Bicycle	1	M	5
Booval	Bus	1	F	3
Booval	Bus	1	M	4
Booval	Car as driver	1	F	250
Booval	Car as driver	1	M	306
Booval	Car as passenger	1	F	19
Booval	Car as passenger	1	M	28
Booval	Motorbike scooter	1	F	3
Booval	Motorbike scooter	1	M	6
Booval	Other two methods	2	M	5
Booval	Taxi	1	F	4
Booval	Train	1	F	28
Booval	Train	1	M	51
Booval	Train and two other methods	3	F	4
Booval	Truck	1	M	3
Booval	Walked only	1	F	19
Booval	Walked only	1	M	10
Booyal	Car as driver	1	F	27
Booyal	Car as driver	1	M	23
Booyal	Car as passenger	1	M	5
Booyal	Truck	1	M	3
Booyal	Walked only	1	M	3
Borallon	Car as driver	1	F	10
Borallon	Car as driver	1	M	16
Borallon	Truck	1	M	4
Boreen Point	Car as driver	1	F	29
Boreen Point	Car as driver	1	M	22
Boreen Point	Walked only	1	M	3
Boronia Heights			F	15
Boronia Heights			M	17
Boronia Heights	(Other)	1	F	3
Boronia Heights	(Other)	1	M	17
Boronia Heights	Bus	1	F	52
Boronia Heights	Bus	1	M	29
Boronia Heights	Car as driver	1	F	1095
Boronia Heights	Car as driver	1	M	1344
Boronia Heights	Car as passenger	1	F	86
Boronia Heights	Car as passenger	1	M	82
Boronia Heights	Motorbike scooter	1	F	3
Boronia Heights	Motorbike scooter	1	M	41
Boronia Heights	Other two methods	2	F	6
Boronia Heights	Other two methods	2	M	7
Boronia Heights	Train	1	F	4
Boronia Heights	Truck	1	M	43
Boronia Heights	Walked only	1	F	19
Boronia Heights	Walked only	1	M	16
Bororen			F	3
Bororen			M	7
Bororen	Bus	1	M	7
Bororen	Car as driver	1	F	48
Bororen	Car as driver	1	M	78
Bororen	Car as passenger	1	F	3
Bororen	Car as passenger	1	M	8
Bororen	Truck	1	M	3
Bororen	Walked only	1	F	4
Bororen	Walked only	1	M	3
Bouldercombe			F	3
Bouldercombe			M	4
Bouldercombe	(Other)	1	M	3
Bouldercombe	Bus	1	M	9
Bouldercombe	Car as driver	1	F	166
Bouldercombe	Car as driver	1	M	163
Bouldercombe	Car as passenger	1	F	10
Bouldercombe	Car as passenger	1	M	11
Bouldercombe	Motorbike scooter	1	M	5
Bouldercombe	Other two methods	2	M	3
Bouldercombe	Truck	1	F	4
Bouldercombe	Truck	1	M	14
Bouldercombe	Walked only	1	F	4
Bouldercombe	Walked only	1	M	6
Boulia			M	3
Boulia	Car as driver	1	F	21
Boulia	Car as driver	1	M	30
Boulia	Truck	1	M	11
Boulia	Walked only	1	F	26
Boulia	Walked only	1	M	19
Bowen			F	32
Bowen			M	26
Bowen	(Other)	1	F	10
Bowen	(Other)	1	M	25
Bowen	Bicycle	1	F	10
Bowen	Bicycle	1	M	13
Bowen	Bus	1	F	15
Bowen	Bus	1	M	32
Bowen	Car as driver	1	F	1301
Bowen	Car as driver	1	M	1558
Bowen	Car as passenger	1	F	242
Bowen	Car as passenger	1	M	247
Bowen	Motorbike scooter	1	F	4
Bowen	Motorbike scooter	1	M	29
Bowen	Other two methods	2	F	7
Bowen	Other two methods	2	M	15
Bowen	Taxi	1	F	3
Bowen	Taxi	1	M	3
Bowen	Truck	1	M	43
Bowen	Walked only	1	F	90
Bowen	Walked only	1	M	90
Bowen Hills			M	8
Bowen Hills	(Other)	1	F	8
Bowen Hills	(Other)	1	M	5
Bowen Hills	Bicycle	1	F	9
Bowen Hills	Bicycle	1	M	35
Bowen Hills	Bus	1	F	53
Bowen Hills	Bus	1	M	42
Bowen Hills	Car as driver	1	F	238
Bowen Hills	Car as driver	1	M	376
Bowen Hills	Car as passenger	1	F	49
Bowen Hills	Car as passenger	1	M	24
Bowen Hills	Motorbike scooter	1	F	7
Bowen Hills	Motorbike scooter	1	M	16
Bowen Hills	Other two methods	2	F	3
Bowen Hills	Other two methods	2	M	4
Bowen Hills	Taxi	1	F	4
Bowen Hills	Taxi	1	M	9
Bowen Hills	Train	1	F	145
Bowen Hills	Train	1	M	201
Bowen Hills	Train and two other methods	3	F	3
Bowen Hills	Train and two other methods	3	M	3
Bowen Hills	Tram includes light rail	1	M	3
Bowen Hills	Walked only	1	F	196
Bowen Hills	Walked only	1	M	214
Bowenville	Car as driver	1	F	34
Bowenville	Car as driver	1	M	49
Bowenville	Car as passenger	1	F	3
Bowenville	Car as passenger	1	M	3
Bowenville	Walked only	1	F	9
Bowenville	Walked only	1	M	3
Boyland			F	4
Boyland	(Other)	1	F	3
Boyland	(Other)	1	M	4
Boyland	Bus	1	M	3
Boyland	Car as driver	1	F	129
Boyland	Car as driver	1	M	137
Boyland	Car as passenger	1	F	13
Boyland	Car as passenger	1	M	4
Boyland	Other two methods	2	F	3
Boyland	Other two methods	2	M	3
Boyland	Truck	1	M	12
Boyland	Walked only	1	M	3
Boyne Island			F	7
Boyne Island			M	10
Boyne Island	(Other)	1	F	4
Boyne Island	(Other)	1	M	11
Boyne Island	Bicycle	1	F	5
Boyne Island	Bicycle	1	M	21
Boyne Island	Bus	1	F	4
Boyne Island	Bus	1	M	28
Boyne Island	Bus and two other methods excludes train	3	F	4
Boyne Island	Bus and two other methods excludes train	3	M	37
Boyne Island	Car as driver	1	F	673
Boyne Island	Car as driver	1	M	776
Boyne Island	Car as passenger	1	F	39
Boyne Island	Car as passenger	1	M	56
Boyne Island	Ferry	1	M	4
Boyne Island	Motorbike scooter	1	F	3
Boyne Island	Motorbike scooter	1	M	38
Boyne Island	Other two methods	2	F	10
Boyne Island	Other two methods	2	M	39
Boyne Island	Taxi	1	M	3
Boyne Island	Truck	1	M	13
Boyne Island	Walked only	1	F	16
Boyne Island	Walked only	1	M	13
Boyne Valley			F	3
Boyne Valley			M	5
Boyne Valley	Car as driver	1	F	23
Boyne Valley	Car as driver	1	M	56
Boyne Valley	Car as passenger	1	F	4
Boyne Valley	Walked only	1	F	6
Boyne Valley	Walked only	1	M	3
Boyneside	Car as driver	1	F	3
Boyneside	Car as driver	1	M	8
Boyneside	Walked only	1	M	4
Boynewood			F	3
Boynewood	Bus	1	F	15
Boynewood	Bus	1	M	16
Boynewood	Car as driver	1	F	15
Boynewood	Car as driver	1	M	26
Boynewood	Car as passenger	1	F	3
Boynewood	Walked only	1	F	3
Bracalba	Car as driver	1	F	13
Bracalba	Car as driver	1	M	19
Bracalba	Car as passenger	1	M	5
Bracewell	Car as driver	1	F	19
Bracewell	Car as driver	1	M	30
Bracken Ridge			F	22
Bracken Ridge			M	25
Bracken Ridge	(Other)	1	F	7
Bracken Ridge	(Other)	1	M	26
Bracken Ridge	Bicycle	1	F	11
Bracken Ridge	Bicycle	1	M	29
Bracken Ridge	Bus	1	F	242
Bracken Ridge	Bus	1	M	148
Bracken Ridge	Bus and two other methods excludes train	3	F	3
Bracken Ridge	Bus and two other methods excludes train	3	M	3
Bracken Ridge	Car as driver	1	F	2484
Bracken Ridge	Car as driver	1	M	2910
Bracken Ridge	Car as passenger	1	F	239
Bracken Ridge	Car as passenger	1	M	196
Bracken Ridge	Motorbike scooter	1	F	10
Bracken Ridge	Motorbike scooter	1	M	74
Bracken Ridge	Other three methods	3	M	3
Bracken Ridge	Other two methods	2	F	11
Bracken Ridge	Other two methods	2	M	37
Bracken Ridge	Taxi	1	M	4
Bracken Ridge	Train	1	F	173
Bracken Ridge	Train	1	M	154
Bracken Ridge	Train and two other methods	3	F	14
Bracken Ridge	Train and two other methods	3	M	12
Bracken Ridge	Truck	1	F	3
Bracken Ridge	Truck	1	M	72
Bracken Ridge	Walked only	1	F	44
Bracken Ridge	Walked only	1	M	44
Braemeadows	Car as driver	1	F	53
Braemeadows	Car as driver	1	M	57
Braemeadows	Car as passenger	1	F	5
Braemeadows	Truck	1	M	7
Braemeadows	Walked only	1	F	3
Braemeadows	Walked only	1	M	14
Braemore			M	3
Braemore	Car as driver	1	F	17
Braemore	Car as driver	1	M	11
Braemore	Car as passenger	1	F	3
Bramston Beach			M	3
Bramston Beach	Car as driver	1	F	14
Bramston Beach	Car as driver	1	M	21
Bramston Beach	Car as passenger	1	M	7
Bramston Beach	Walked only	1	F	4
Branch Creek	Car as driver	1	M	3
Branch Creek	Walked only	1	F	3
Branchview	Car as driver	1	M	6
Branchview	Walked only	1	M	3
Brandon			F	4
Brandon			M	7
Brandon	(Other)	1	M	3
Brandon	Bicycle	1	M	7
Brandon	Bus	1	M	4
Brandon	Car as driver	1	F	169
Brandon	Car as driver	1	M	221
Brandon	Car as passenger	1	F	9
Brandon	Car as passenger	1	M	12
Brandon	Motorbike scooter	1	M	4
Brandon	Other two methods	2	F	3
Brandon	Truck	1	M	17
Brandon	Walked only	1	F	9
Brandon	Walked only	1	M	17
Brandy Creek (Qld)	Bus	1	F	6
Brandy Creek (Qld)	Car as driver	1	F	16
Brandy Creek (Qld)	Car as driver	1	M	24
Brandy Creek (Qld)	Car as passenger	1	M	3
Branyan			F	13
Branyan			M	7
Branyan	(Other)	1	F	3
Branyan	(Other)	1	M	3
Branyan	Bus	1	M	20
Branyan	Car as driver	1	F	618
Branyan	Car as driver	1	M	685
Branyan	Car as passenger	1	F	47
Branyan	Car as passenger	1	M	50
Branyan	Motorbike scooter	1	M	19
Branyan	Other two methods	2	F	3
Branyan	Other two methods	2	M	3
Branyan	Truck	1	M	36
Branyan	Walked only	1	F	18
Branyan	Walked only	1	M	23
Brassall			F	14
Brassall			M	25
Brassall	(Other)	1	F	9
Brassall	(Other)	1	M	13
Brassall	Bicycle	1	M	14
Brassall	Bus	1	F	18
Brassall	Bus	1	M	17
Brassall	Car as driver	1	F	1570
Brassall	Car as driver	1	M	1697
Brassall	Car as passenger	1	F	128
Brassall	Car as passenger	1	M	117
Brassall	Motorbike scooter	1	F	5
Brassall	Motorbike scooter	1	M	29
Brassall	Other two methods	2	F	3
Brassall	Other two methods	2	M	18
Brassall	Taxi	1	F	3
Brassall	Train	1	F	43
Brassall	Train	1	M	29
Brassall	Train and two other methods	3	F	8
Brassall	Train and two other methods	3	M	5
Brassall	Truck	1	M	34
Brassall	Walked only	1	F	30
Brassall	Walked only	1	M	25
Bray Park (Qld)			F	13
Bray Park (Qld)			M	14
Bray Park (Qld)	(Other)	1	F	7
Bray Park (Qld)	(Other)	1	M	16
Bray Park (Qld)	Bicycle	1	M	12
Bray Park (Qld)	Bus	1	F	22
Bray Park (Qld)	Bus	1	M	24
Bray Park (Qld)	Car as driver	1	F	1421
Bray Park (Qld)	Car as driver	1	M	1690
Bray Park (Qld)	Car as passenger	1	F	127
Bray Park (Qld)	Car as passenger	1	M	102
Bray Park (Qld)	Motorbike scooter	1	F	4
Bray Park (Qld)	Motorbike scooter	1	M	66
Bray Park (Qld)	Other two methods	2	F	9
Bray Park (Qld)	Other two methods	2	M	15
Bray Park (Qld)	Taxi	1	F	3
Bray Park (Qld)	Taxi	1	M	3
Bray Park (Qld)	Train	1	F	138
Bray Park (Qld)	Train	1	M	114
Bray Park (Qld)	Train and two other methods	3	F	8
Bray Park (Qld)	Train and two other methods	3	M	13
Bray Park (Qld)	Truck	1	M	42
Bray Park (Qld)	Walked only	1	F	37
Bray Park (Qld)	Walked only	1	M	31
Breadalbane (Qld)	Car as driver	1	F	3
Breadalbane (Qld)	Car as driver	1	M	3
Breakaway	Bicycle	1	M	4
Breakaway	Car as driver	1	F	38
Breakaway	Car as driver	1	M	50
Breakaway	Car as passenger	1	F	4
Breakaway	Car as passenger	1	M	3
Breddan	Bus	1	M	6
Breddan	Car as driver	1	F	77
Breddan	Car as driver	1	M	64
Breddan	Car as passenger	1	F	4
Breddan	Car as passenger	1	M	5
Breddan	Walked only	1	F	7
Breddan	Walked only	1	M	4
Brendale			M	6
Brendale	(Other)	1	F	4
Brendale	(Other)	1	M	5
Brendale	Bicycle	1	M	9
Brendale	Bus	1	F	10
Brendale	Bus	1	M	8
Brendale	Car as driver	1	F	371
Brendale	Car as driver	1	M	435
Brendale	Car as passenger	1	F	30
Brendale	Car as passenger	1	M	36
Brendale	Motorbike scooter	1	M	13
Brendale	Other two methods	2	F	6
Brendale	Other two methods	2	M	3
Brendale	Taxi	1	F	3
Brendale	Train	1	F	62
Brendale	Train	1	M	39
Brendale	Train and two other methods	3	F	7
Brendale	Train and two other methods	3	M	3
Brendale	Truck	1	M	10
Brendale	Walked only	1	F	17
Brendale	Walked only	1	M	19
Bridgeman Downs			F	4
Bridgeman Downs			M	18
Bridgeman Downs	(Other)	1	F	9
Bridgeman Downs	(Other)	1	M	20
Bridgeman Downs	Bicycle	1	M	21
Bridgeman Downs	Bus	1	F	89
Bridgeman Downs	Bus	1	M	82
Bridgeman Downs	Bus and two other methods excludes train	3	F	4
Bridgeman Downs	Car as driver	1	F	1297
Bridgeman Downs	Car as driver	1	M	1543
Bridgeman Downs	Car as passenger	1	F	138
Bridgeman Downs	Car as passenger	1	M	66
Bridgeman Downs	Motorbike scooter	1	M	32
Bridgeman Downs	Other two methods	2	F	7
Bridgeman Downs	Other two methods	2	M	8
Bridgeman Downs	Taxi	1	F	3
Bridgeman Downs	Train	1	F	50
Bridgeman Downs	Train	1	M	41
Bridgeman Downs	Train and two other methods	3	F	7
Bridgeman Downs	Train and two other methods	3	M	3
Bridgeman Downs	Truck	1	M	32
Bridgeman Downs	Walked only	1	F	17
Bridgeman Downs	Walked only	1	M	17
Bridges	Car as driver	1	F	58
Bridges	Car as driver	1	M	54
Bridges	Truck	1	M	10
Brigalow	Car as driver	1	F	21
Brigalow	Car as driver	1	M	26
Brigalow	Car as passenger	1	F	3
Brigalow	Car as passenger	1	M	3
Brigalow	Walked only	1	F	3
Brigalow	Walked only	1	M	3
Brightly	Car as driver	1	F	4
Brightly	Car as driver	1	M	12
Brighton (Qld)			F	12
Brighton (Qld)			M	12
Brighton (Qld)	(Other)	1	F	6
Brighton (Qld)	(Other)	1	M	14
Brighton (Qld)	Bicycle	1	F	9
Brighton (Qld)	Bicycle	1	M	22
Brighton (Qld)	Bus	1	F	33
Brighton (Qld)	Bus	1	M	26
Brighton (Qld)	Car as driver	1	F	1354
Brighton (Qld)	Car as driver	1	M	1532
Brighton (Qld)	Car as passenger	1	F	93
Brighton (Qld)	Car as passenger	1	M	85
Brighton (Qld)	Motorbike scooter	1	M	62
Brighton (Qld)	Other two methods	2	F	5
Brighton (Qld)	Other two methods	2	M	24
Brighton (Qld)	Taxi	1	M	8
Brighton (Qld)	Train	1	F	166
Brighton (Qld)	Train	1	M	138
Brighton (Qld)	Train and two other methods	3	F	14
Brighton (Qld)	Train and two other methods	3	M	20
Brighton (Qld)	Truck	1	M	44
Brighton (Qld)	Walked only	1	F	33
Brighton (Qld)	Walked only	1	M	34
Brightview			F	3
Brightview	(Other)	1	F	3
Brightview	(Other)	1	M	3
Brightview	Car as driver	1	F	114
Brightview	Car as driver	1	M	129
Brightview	Car as passenger	1	F	14
Brightview	Car as passenger	1	M	7
Brightview	Other two methods	2	F	3
Brightview	Other two methods	2	M	3
Brightview	Truck	1	M	8
Brightview	Walked only	1	F	4
Brigooda	Car as driver	1	M	3
Bringalily			M	3
Bringalily	Car as driver	1	F	7
Bringalily	Car as driver	1	M	6
Bringalily	Walked only	1	M	3
Brinsmead			F	12
Brinsmead			M	12
Brinsmead	(Other)	1	F	9
Brinsmead	(Other)	1	M	23
Brinsmead	Bicycle	1	F	11
Brinsmead	Bicycle	1	M	33
Brinsmead	Bus	1	F	11
Brinsmead	Bus	1	M	38
Brinsmead	Car as driver	1	F	1038
Brinsmead	Car as driver	1	M	1076
Brinsmead	Car as passenger	1	F	106
Brinsmead	Car as passenger	1	M	68
Brinsmead	Motorbike scooter	1	F	3
Brinsmead	Motorbike scooter	1	M	16
Brinsmead	Other three methods	3	M	3
Brinsmead	Other two methods	2	F	9
Brinsmead	Other two methods	2	M	19
Brinsmead	Taxi	1	F	3
Brinsmead	Taxi	1	M	6
Brinsmead	Truck	1	M	13
Brinsmead	Walked only	1	F	10
Brinsmead	Walked only	1	M	15
Brisbane City			F	22
Brisbane City			M	31
Brisbane City	(Other)	1	F	20
Brisbane City	(Other)	1	M	28
Brisbane City	Bicycle	1	F	27
Brisbane City	Bicycle	1	M	77
Brisbane City	Bus	1	F	258
Brisbane City	Bus	1	M	182
Brisbane City	Bus and two other methods excludes train	3	F	4
Brisbane City	Bus and two other methods excludes train	3	M	4
Brisbane City	Car as driver	1	F	345
Brisbane City	Car as driver	1	M	645
Brisbane City	Car as passenger	1	F	81
Brisbane City	Car as passenger	1	M	59
Brisbane City	Ferry	1	F	13
Brisbane City	Ferry	1	M	5
Brisbane City	Motorbike scooter	1	F	5
Brisbane City	Motorbike scooter	1	M	30
Brisbane City	Other two methods	2	F	12
Brisbane City	Other two methods	2	M	6
Brisbane City	Taxi	1	F	9
Brisbane City	Taxi	1	M	24
Brisbane City	Train	1	F	90
Brisbane City	Train	1	M	81
Brisbane City	Train and two other methods	3	F	3
Brisbane City	Train and two other methods	3	M	8
Brisbane City	Tram includes light rail	1	M	3
Brisbane City	Truck	1	M	3
Brisbane City	Walked only	1	F	929
Brisbane City	Walked only	1	M	1166
Broadbeach			F	14
Broadbeach			M	20
Broadbeach	(Other)	1	F	13
Broadbeach	(Other)	1	M	25
Broadbeach	Bicycle	1	F	14
Broadbeach	Bicycle	1	M	24
Broadbeach	Bus	1	F	23
Broadbeach	Bus	1	M	31
Broadbeach	Car as driver	1	F	629
Broadbeach	Car as driver	1	M	792
Broadbeach	Car as passenger	1	F	60
Broadbeach	Car as passenger	1	M	33
Broadbeach	Ferry	1	M	3
Broadbeach	Motorbike scooter	1	F	5
Broadbeach	Motorbike scooter	1	M	19
Broadbeach	Other two methods	2	F	6
Broadbeach	Other two methods	2	M	23
Broadbeach	Train	1	F	13
Broadbeach	Train	1	M	25
Broadbeach	Tram includes light rail	1	F	74
Broadbeach	Tram includes light rail	1	M	56
Broadbeach	Truck	1	M	7
Broadbeach	Walked only	1	F	165
Broadbeach	Walked only	1	M	167
Broadbeach Waters			F	15
Broadbeach Waters			M	16
Broadbeach Waters	(Other)	1	F	16
Broadbeach Waters	(Other)	1	M	21
Broadbeach Waters	Bicycle	1	F	15
Broadbeach Waters	Bicycle	1	M	24
Broadbeach Waters	Bus	1	F	18
Broadbeach Waters	Bus	1	M	18
Broadbeach Waters	Car as driver	1	F	1144
Broadbeach Waters	Car as driver	1	M	1384
Broadbeach Waters	Car as passenger	1	F	100
Broadbeach Waters	Car as passenger	1	M	64
Broadbeach Waters	Motorbike scooter	1	F	5
Broadbeach Waters	Motorbike scooter	1	M	21
Broadbeach Waters	Other two methods	2	F	10
Broadbeach Waters	Other two methods	2	M	18
Broadbeach Waters	Taxi	1	M	4
Broadbeach Waters	Train	1	F	5
Broadbeach Waters	Train	1	M	18
Broadbeach Waters	Train and two other methods	3	M	3
Broadbeach Waters	Tram includes light rail	1	F	36
Broadbeach Waters	Tram includes light rail	1	M	23
Broadbeach Waters	Truck	1	M	33
Broadbeach Waters	Walked only	1	F	34
Broadbeach Waters	Walked only	1	M	43
Broadmere	Car as driver	1	F	6
Broadmere	Car as driver	1	M	4
Broadmere	Motorbike scooter	1	M	3
Broadwater (Qld)			M	3
Broadwater (Qld)	Car as driver	1	F	36
Broadwater (Qld)	Car as driver	1	M	42
Broadwater (Qld)	Car as passenger	1	F	3
Broken River	Car as driver	1	F	3
Bromelton	Car as driver	1	F	22
Bromelton	Car as driver	1	M	20
Brookfield (Qld)			F	3
Brookfield (Qld)			M	6
Brookfield (Qld)	(Other)	1	M	3
Brookfield (Qld)	Bicycle	1	M	20
Brookfield (Qld)	Bus	1	F	21
Brookfield (Qld)	Bus	1	M	23
Brookfield (Qld)	Car as driver	1	F	462
Brookfield (Qld)	Car as driver	1	M	577
Brookfield (Qld)	Car as passenger	1	F	43
Brookfield (Qld)	Car as passenger	1	M	22
Brookfield (Qld)	Motorbike scooter	1	M	20
Brookfield (Qld)	Other two methods	2	F	3
Brookfield (Qld)	Other two methods	2	M	12
Brookfield (Qld)	Taxi	1	M	3
Brookfield (Qld)	Train	1	F	12
Brookfield (Qld)	Train	1	M	12
Brookfield (Qld)	Train and two other methods	3	M	3
Brookfield (Qld)	Truck	1	M	10
Brookfield (Qld)	Walked only	1	F	12
Brookfield (Qld)	Walked only	1	M	19
Brookhill	Car as driver	1	F	14
Brookhill	Car as driver	1	M	17
Brooklands	Bus	1	M	3
Brooklands	Car as driver	1	F	29
Brooklands	Car as driver	1	M	36
Brooklands	Motorbike scooter	1	M	5
Brooklands	Truck	1	M	5
Brookstead	Car as driver	1	F	25
Brookstead	Car as driver	1	M	35
Brookstead	Car as passenger	1	M	3
Brookstead	Truck	1	M	3
Brookstead	Walked only	1	M	3
Brookwater	(Other)	1	M	8
Brookwater	Bicycle	1	M	4
Brookwater	Bus	1	F	6
Brookwater	Bus	1	M	3
Brookwater	Car as driver	1	F	387
Brookwater	Car as driver	1	M	446
Brookwater	Car as passenger	1	F	26
Brookwater	Car as passenger	1	M	20
Brookwater	Motorbike scooter	1	M	9
Brookwater	Other two methods	2	F	9
Brookwater	Other two methods	2	M	3
Brookwater	Taxi	1	M	4
Brookwater	Train	1	F	36
Brookwater	Train	1	M	31
Brookwater	Train and two other methods	3	M	3
Brookwater	Truck	1	M	4
Brookwater	Walked only	1	F	3
Brookwater	Walked only	1	M	3
Brooloo	(Other)	1	M	3
Brooloo	Car as driver	1	F	41
Brooloo	Car as driver	1	M	54
Brooloo	Car as passenger	1	F	3
Brooloo	Truck	1	M	3
Brooloo	Walked only	1	M	3
Brooweena	Car as driver	1	F	3
Brooweena	Car as driver	1	M	9
Brooweena	Car as passenger	1	F	3
Brooweena	Walked only	1	F	3
Brooweena	Walked only	1	M	3
Broughton (Qld)			F	4
Broughton (Qld)	(Other)	1	F	3
Broughton (Qld)	(Other)	1	M	3
Broughton (Qld)	Bus	1	M	15
Broughton (Qld)	Car as driver	1	F	104
Broughton (Qld)	Car as driver	1	M	93
Broughton (Qld)	Car as passenger	1	F	9
Broughton (Qld)	Car as passenger	1	M	6
Broughton (Qld)	Walked only	1	F	4
Broughton (Qld)	Walked only	1	M	8
Browns Plains (Qld)			F	10
Browns Plains (Qld)			M	13
Browns Plains (Qld)	(Other)	1	F	3
Browns Plains (Qld)	(Other)	1	M	5
Browns Plains (Qld)	Bicycle	1	M	8
Browns Plains (Qld)	Bus	1	F	61
Browns Plains (Qld)	Bus	1	M	33
Browns Plains (Qld)	Bus and two other methods excludes train	3	F	3
Browns Plains (Qld)	Car as driver	1	F	799
Browns Plains (Qld)	Car as driver	1	M	1064
Browns Plains (Qld)	Car as passenger	1	F	95
Browns Plains (Qld)	Car as passenger	1	M	90
Browns Plains (Qld)	Motorbike scooter	1	M	24
