SSC_NAME16	AustCitizen	persons
Glenwood (Qld)	1	1347
Godwin Beach	0	56
Godwin Beach	1	406
Gogango	0	-1
Gogango	1	112
Golden Beach (Qld)	0	662
Golden Beach (Qld)	1	4913
Golden Fleece	0	0
Golden Fleece	1	49
Goldfields	0	14
Goldfields	1	14
Goldsborough (Qld)	0	84
Goldsborough (Qld)	1	845
Gooburrum	0	131
Gooburrum	1	1311
Good Night	0	26
Good Night	1	91
Goodar	0	9
Goodar	1	56
Goodger	0	14
Goodger	1	173
Goodna	0	2997
Goodna	1	7464
Goodwood (Qld)	0	29
Goodwood (Qld)	1	146
Googa Creek	0	5
Googa Creek	1	38
Goolboo	0	0
Goolboo	1	19
Goolman	0	0
Goolman	1	42
Goomally	0	2
Goomally	1	20
Goombi	0	9
Goombi	1	25
Goomboorian	0	53
Goomboorian	1	446
Goombungee	0	67
Goombungee	1	959
Goomburra	0	19
Goomburra	1	240
Goomeri	0	87
Goomeri	1	577
Goomeribong	0	0
Goomeribong	1	41
Goondi	0	13
Goondi	1	43
Goondi Bend	0	87
Goondi Bend	1	507
Goondi Hill	0	85
Goondi Hill	1	425
Goondiwindi	0	864
Goondiwindi	1	5491
Goorganga Creek	0	0
Goorganga Creek	1	7
Goorganga Plains	0	0
Goorganga Plains	1	0
Gooroolba	0	0
Gooroolba	1	12
Gootchie	0	19
Gootchie	1	77
Goovigen	0	17
Goovigen	1	198
Goowarra	0	-1
Goowarra	1	20
Goranba	0	84
Goranba	1	103
Gordon Park	0	650
Gordon Park	1	3581
Gordonbrook	0	15
Gordonbrook	1	160
Gordonstone	0	0
Gordonstone	1	3
Gordonvale	0	690
Gordonvale	1	5981
Gore	0	11
Gore	1	25
Gowrie Junction	0	141
Gowrie Junction	1	1979
Gowrie Little Plain	0	-3
Gowrie Little Plain	1	68
Gowrie Mountain	0	15
Gowrie Mountain	1	209
Gowrie Station	0	0
Gowrie Station	1	15
Gracemere	0	1209
Gracemere	1	10106
Graceville	0	520
Graceville	1	4114
Grahams Creek	0	36
Grahams Creek	1	121
Granadilla	0	14
Granadilla	1	74
Grand Secret	0	25
Grand Secret	1	143
Grandchester	0	56
Grandchester	1	388
Grange (Qld)	0	437
Grange (Qld)	1	3881
Granite Vale	0	0
Granite Vale	1	0
Grant	0	0
Grant	1	11
Grantham	0	65
Grantham	1	569
Granville (Qld)	0	314
Granville (Qld)	1	2402
Grapetree	0	8
Grapetree	1	24
Grassdale (Qld)	0	4
Grassdale (Qld)	1	0
Grasstree Beach	0	97
Grasstree Beach	1	648
Grays Gate	0	8
Grays Gate	1	30
Great Sandy Strait	0	4
Great Sandy Strait	1	0
Green Hill	0	24
Green Hill	1	135
Green Island	0	14
Green Island	1	11
Greenbank	0	920
Greenbank	1	6774
Greenlake	0	0
Greenlake	1	0
Greenlands (Qld)	0	43
Greenlands (Qld)	1	207
Greenmount (Mackay - Qld)	0	40
Greenmount (Mackay - Qld)	1	433
Greenmount (Toowoomba - Qld)	0	54
Greenmount (Toowoomba - Qld)	1	645
Greens Creek (Qld)	0	24
Greens Creek (Qld)	1	302
Greenslopes	0	2010
Greenslopes	1	6926
Greenswamp	0	4
Greenswamp	1	36
Greenup	0	0
Greenup	1	23
Greenvale (Qld)	0	36
Greenvale (Qld)	1	196
Greenview	0	10
Greenview	1	83
Greenwood (Qld)	0	8
Greenwood (Qld)	1	32
Gregors Creek	0	11
Gregors Creek	1	85
Gregory (Qld)	0	8
Gregory (Qld)	1	64
Gregory River (Bundaberg - Qld)	0	6
Gregory River (Bundaberg - Qld)	1	59
Gregory River (Whitsunday - Qld)	0	67
Gregory River (Whitsunday - Qld)	1	240
Greycliffe	0	0
Greycliffe	1	22
Greymare	0	8
Greymare	1	56
Griffin	0	1483
Griffin	1	5356
Groganville	0	0
Groganville	1	7
Groomsville	0	10
Groomsville	1	103
Groper Creek	0	6
Groper Creek	1	56
Grosmont	0	26
Grosmont	1	115
Grosvenor	0	9
Grosvenor	1	16
Guanaba	0	147
Guanaba	1	646
Guijar Islet	0	0
Guijar Islet	1	0
Gulf Of Carpentaria	0	0
Gulf Of Carpentaria	1	0
Gulliver	0	292
Gulliver	1	2533
Gulngai	0	0
Gulngai	1	0
Guluguba	0	9
Guluguba	1	100
Gumdale	0	214
Gumdale	1	1904
Gumlow	0	25
Gumlow	1	142
Gumlu	0	33
Gumlu	1	148
Gunalda	0	64
Gunalda	1	328
Gundiah	0	15
Gundiah	1	108
Gungaloon	0	6
Gungaloon	1	27
Gunnawarra	0	0
Gunnawarra	1	13
Gunnewin	0	4
Gunnewin	1	55
Gunpowder	0	20
Gunpowder	1	23
Gunyarra	0	0
Gunyarra	1	16
Gurgeena	0	6
Gurgeena	1	29
Gurulmundi	0	-2
Gurulmundi	1	9
Guthalungra	0	25
Guthalungra	1	87
Gwambegwine	0	0
Gwambegwine	1	20
Gympie	0	1362
Gympie	1	9441
Habana	0	84
Habana	1	868
Haden	0	8
Haden	1	187
Haigslea	0	57
Haigslea	1	411
Hail Creek	0	52
Hail Creek	1	96
Haliday Bay	0	26
Haliday Bay	1	141
Halifax	0	38
Halifax	1	424
Halliford	0	0
Halliford	1	0
Haly Creek	0	18
Haly Creek	1	118
Hamilton (Qld)	0	1744
Hamilton (Qld)	1	5251
Hamilton Creek	0	10
Hamilton Creek	1	94
Hamilton Plains	0	1
Hamilton Plains	1	77
Hampden (Qld)	0	50
Hampden (Qld)	1	516
Hampton (Qld)	0	27
Hampton (Qld)	1	329
Hannaford	0	10
Hannaford	1	108
Happy Valley (Qld)	0	200
Happy Valley (Qld)	1	567
Harlaxton	0	358
Harlaxton	1	2189
Harlin	0	19
Harlin	1	154
Harrami	0	5
Harrami	1	34
Harriet	0	0
Harriet	1	4
Harristown	0	1152
Harristown	1	7403
Harrisville	0	59
Harrisville	1	554
Hatton Vale	0	160
Hatton Vale	1	1361
Hawkins Creek	0	9
Hawkins Creek	1	207
Hawkwood	0	2
Hawkwood	1	25
Hawthorne	0	692
Hawthorne	1	4297
Hay Point	0	187
Hay Point	1	1161
Hazeldean	0	16
Hazeldean	1	246
Hazledean	0	7
Hazledean	1	12
Headington Hill	0	2
Headington Hill	1	56
Healy	0	286
Healy	1	1592
Heathwood	0	608
Heathwood	1	2186
Heatley	0	567
Heatley	1	3471
Hebel	0	10
Hebel	1	57
Helens Hill	0	19
Helens Hill	1	104
Helensvale	0	3308
Helensvale	1	13554
Helidon	0	106
Helidon	1	953
Helidon Spa	0	85
Helidon Spa	1	453
Hemmant	0	383
Hemmant	1	2002
Hendon (Qld)	0	29
Hendon (Qld)	1	171
Hendra	0	653
Hendra	1	3972
Herberton	0	109
Herberton	1	746
Heritage Park	0	810
Heritage Park	1	4166
Hermit Park	0	507
Hermit Park	1	2907
Herston	0	892
Herston	1	1323
Hervey Range	0	41
Hervey Range	1	238
Hibernia	0	16
Hibernia	1	40
Hidden Valley (Qld)	0	42
Hidden Valley (Qld)	1	379
Hideaway Bay	0	23
Hideaway Bay	1	182
Highbury (Qld)	0	0
Highbury (Qld)	1	0
Highfields (Qld)	0	650
Highfields (Qld)	1	7481
Highgate Hill	0	1578
Highgate Hill	1	4616
Highgrove	0	0
Highgrove	1	29
Highland Park	0	1158
Highland Park	1	5416
Highland Plains (Maranoa - Qld)	0	0
Highland Plains (Maranoa - Qld)	1	5
Highland Plains (Toowoomba - Qld)	0	9
Highland Plains (Toowoomba - Qld)	1	32
Highvale	0	184
Highvale	1	1582
Highworth	0	33
Highworth	1	268
Hillcrest (Qld)	0	1095
Hillcrest (Qld)	1	4531
Hillview	0	9
Hillview	1	65
Hinchinbrook (Qld)	0	0
Hinchinbrook (Qld)	1	0
Hirstglen	0	14
Hirstglen	1	69
Hivesville	0	18
Hivesville	1	151
Hobartville (Qld)	0	0
Hobartville (Qld)	1	50
Hodgleigh	0	9
Hodgleigh	1	128
Hodgson	0	6
Hodgson	1	55
Hodgson Vale	0	86
Hodgson Vale	1	1293
Holland Park	0	1100
Holland Park	1	7011
Holland Park West	0	985
Holland Park West	1	5391
Holloways Beach	0	445
Holloways Beach	1	1902
Hollywell	0	422
Hollywell	1	2443
Holmview	0	514
Holmview	1	1844
Holroyd River	0	0
Holroyd River	1	0
Home Creek	0	5
Home Creek	1	19
Home Hill	0	358
Home Hill	1	2596
Homebush (Qld)	0	31
Homebush (Qld)	1	240
Homestead	0	3
Homestead	1	45
Hookswood	0	16
Hookswood	1	40
Hope Island	0	2681
Hope Island	1	8505
Hope Vale	0	40
Hope Vale	1	975
Hopeland (Qld)	0	12
Hopeland (Qld)	1	128
Horn	0	95
Horn	1	436
Horse Camp	0	49
Horse Camp	1	364
Horse Creek	0	17
Horse Creek	1	106
Horseshoe Bay	0	117
Horseshoe Bay	1	461
Horseshoe Lagoon	0	31
Horseshoe Lagoon	1	186
Horton	0	17
Horton	1	141
Howard	0	187
Howard	1	1172
Howitt	0	8
Howitt	1	16
Hoya	0	27
Hoya	1	193
Hudson	0	49
Hudson	1	187
Hughenden	0	144
Hughenden	1	992
Hull Heads	0	14
Hull Heads	1	99
Humboldt	0	0
Humboldt	1	13
Humeburn	0	7
Humeburn	1	15
Humphery	0	7
Humphery	1	27
Hunchy	0	70
Hunchy	1	479
Hungerford (Qld)	0	12
Hungerford (Qld)	1	11
Hurricane	0	6
Hurricane	1	11
Hutton Creek	0	0
Hutton Creek	1	23
Hyde Park (Qld)	0	179
Hyde Park (Qld)	1	1208
Iama Island	0	11
Iama Island	1	308
Ibis	0	0
Ibis	1	4
Idalia	0	570
Idalia	1	3868
Ideraway	0	12
Ideraway	1	26
Ilbilbie	0	50
Ilbilbie	1	299
Ilfracombe	0	32
Ilfracombe	1	227
Ilkley	0	132
Ilkley	1	695
Illinbah	0	16
Illinbah	1	113
Image Flat	0	49
Image Flat	1	394
Imbil	0	133
Imbil	1	791
Inala	0	3901
Inala	1	10948
Indooroopilly	0	3496
Indooroopilly	1	8746
Ingberry	0	0
Ingberry	1	11
Ingham	0	449
Ingham	1	3977
Inglestone	0	6
Inglestone	1	69
Inglewood (Qld)	0	129
Inglewood (Qld)	1	825
Ingoldsby	0	6
Ingoldsby	1	64
Injinoo	0	13
Injinoo	1	548
Injune	0	44
Injune	1	417
Inkerman (Qld)	0	5
Inkerman (Qld)	1	140
Innes Park	0	179
Innes Park	1	2123
Innisfail	0	297
Innisfail	1	848
Innisfail Estate	0	217
Innisfail Estate	1	1121
Innisplain	0	23
Innisplain	1	62
Innot Hot Springs	0	21
Innot Hot Springs	1	156
Inskip	0	34
Inskip	1	18
Inverlaw	0	30
Inverlaw	1	173
Inverness	0	34
Inverness	1	462
Ipswich	0	450
Ipswich	1	2009
Iredale	0	13
Iredale	1	145
Iron Range	0	4
Iron Range	1	10
Ironbark (Qld)	0	270
Ironbark (Qld)	1	334
Irongate	0	3
Irongate	1	116
Ironpot (Livingstone - Qld)	0	14
Ironpot (Livingstone - Qld)	1	145
Ironpot (South Burnett - Qld)	0	3
Ironpot (South Burnett - Qld)	1	42
Irvinebank	0	26
Irvinebank	1	99
Irvingdale	0	24
Irvingdale	1	170
Isis Central	0	39
Isis Central	1	177
Isis River	0	26
Isis River	1	84
Isisford	0	28
Isisford	1	190
Isla	0	16
Isla	1	143
Island Plantation	0	12
Island Plantation	1	134
Iveragh	0	12
Iveragh	1	128
Ivory Creek	0	3
Ivory Creek	1	43
Jackson	0	3
Jackson	1	54
Jackson North	0	0
Jackson North	1	61
Jackson South	0	0
Jackson South	1	10
Jacobs Well	0	229
Jacobs Well	1	1610
Jaffa	0	0
Jaffa	1	18
Jaggan	0	21
Jaggan	1	167
Jamboree Heights	0	442
Jamboree Heights	1	2651
Jandowae	0	100
Jandowae	1	947
Japoonvale	0	22
Japoonvale	1	119
Jardine	0	-3
Jardine	1	62
Jardine River	0	0
Jardine River	1	0
Jarra Creek	0	16
Jarra Creek	1	118
Jarvisfield	0	29
Jarvisfield	1	338
Jeebropilly	0	0
Jeebropilly	1	7
Jellinbah	0	9
Jellinbah	1	26
Jensen	0	125
Jensen	1	1351
Jericho (Qld)	0	8
Jericho (Qld)	1	107
Jerona	0	6
Jerona	1	34
Jimboomba	0	1692
Jimboomba	1	11509
Jimbour East	0	7
Jimbour East	1	192
Jimbour West	0	4
Jimbour West	1	52
Jimna	0	29
Jimna	1	62
Jindalee (Qld)	0	745
Jindalee (Qld)	1	4575
Jinghi	0	5
Jinghi	1	69
Jobs Gate	0	-2
Jobs Gate	1	8
Johnsons Hill	0	0
Johnsons Hill	1	10
Johnstown	0	3
Johnstown	1	27
Jollys Lookout	0	7
Jollys Lookout	1	69
Jondaryan	0	44
Jondaryan	1	341
Jones Gully	0	0
Jones Gully	1	14
Jones Hill	0	81
Jones Hill	1	817
Josephville	0	10
Josephville	1	156
Joskeleigh	0	14
Joskeleigh	1	56
Joyner	0	269
Joyner	1	2564
Jubilee Heights	0	14
Jubilee Heights	1	129
Jubilee Pocket	0	375
Jubilee Pocket	1	1442
Julago	0	8
Julago	1	105
Julatten	0	197
Julatten	1	894
Julia Creek	0	62
Julia Creek	1	449
Junabee	0	17
Junabee	1	196
Junction View	0	23
Junction View	1	29
Jundah	0	15
Jundah	1	91
Kaban	0	15
Kaban	1	86
Kabra	0	45
Kabra	1	376
Kagaru	0	-4
Kagaru	1	17
Kaimkillenbun	0	50
Kaimkillenbun	1	243
Kairabah	0	0
Kairabah	1	0
Kairi	0	40
Kairi	1	402
Kalapa	0	19
Kalapa	1	67
Kalbar	0	119
Kalbar	1	974
Kalinga	0	301
Kalinga	1	1825
Kalkadoon	0	13
Kalkadoon	1	16
Kalkie	0	252
Kalkie	1	2440
Kallangur	0	3088
Kallangur	1	17317
Kalpowar	0	10
Kalpowar	1	57
Kalunga	0	20
Kalunga	1	75
Kamerunga	0	193
Kamerunga	1	856
Kandanga	0	79
Kandanga	1	586
Kandanga Creek	0	7
Kandanga Creek	1	111
Kangaroo Point (Qld)	0	2622
Kangaroo Point (Qld)	1	5441
Kanigan	0	12
Kanigan	1	102
Kanimbla (Qld)	0	486
Kanimbla (Qld)	1	2184
Kapaldo	0	8
Kapaldo	1	35
Karalee	0	441
Karalee	1	3911
Karana Downs	0	401
Karana Downs	1	3461
Karara	0	11
Karara	1	112
Karawatha	0	2
Karawatha	1	17
Karrabin	0	35
Karrabin	1	388
Karragarra Island	0	24
Karragarra Island	1	180
Karron	0	0
Karron	1	0
Karumba	0	90
Karumba	1	441
Kawana	0	552
Kawana	1	3874
Kawl Kawl	0	3
Kawl Kawl	1	15
Kawungan	0	615
Kawungan	1	4201
Kearneys Spring	0	1850
Kearneys Spring	1	6702
Kedron	0	1486
Kedron	1	7873
Kelsey Creek	0	17
Kelsey Creek	1	106
Kelso (Qld)	0	1268
Kelso (Qld)	1	9270
Kelvin Grove	0	3462
Kelvin Grove	1	4465
Kelvinhaugh	0	6
Kelvinhaugh	1	38
Kemmis	0	0
Kemmis	1	3
Kenilworth	0	61
Kenilworth	1	497
Kenmore	0	1264
Kenmore	1	7696
Kenmore Hills	0	297
Kenmore Hills	1	2105
Kennedy	0	14
Kennedy	1	147
Kensington (Qld)	0	83
Kensington (Qld)	1	486
Kensington Grove	0	179
Kensington Grove	1	1538
Kents Lagoon	0	5
Kents Lagoon	1	51
Kents Pocket	0	0
Kents Pocket	1	24
Kentville	0	12
Kentville	1	88
Keperra	0	718
Keperra	1	6089
Kepnock	0	427
Kepnock	1	4014
Keppel Sands	0	37
Keppel Sands	1	323
Keriri Island	0	10
Keriri Island	1	258
Kerry	0	37
Kerry	1	289
Kewarra Beach	0	1011
Kewarra Beach	1	4641
Keysland	0	5
Keysland	1	7
Kholo	0	24
Kholo	1	372
Khosh Bulduk	0	8
Khosh Bulduk	1	43
Kia Ora (Qld)	0	14
Kia Ora (Qld)	1	191
Kiamba	0	31
Kiamba	1	160
Kianga (Qld)	0	31
Kianga (Qld)	1	196
Kidaman Creek	0	27
Kidaman Creek	1	103
Kiels Mountain	0	91
Kiels Mountain	1	573
Kilbirnie	0	18
Kilbirnie	1	42
Kilcoy	0	450
Kilcoy	1	1448
Kilcummin	0	29
Kilcummin	1	231
Kilkivan	0	68
Kilkivan	1	645
Killaloe	0	27
Killaloe	1	89
Killarney (Qld)	0	87
Killarney (Qld)	1	867
Kilmorey Falls	0	0
Kilmorey Falls	1	0
Kimberley (Qld)	0	5
Kimberley (Qld)	1	28
Kin Kin	0	128
Kin Kin	1	636
Kin Kora	0	377
Kin Kora	1	2205
Kinbombi	0	0
Kinbombi	1	37
Kinchant Dam	0	14
Kinchant Dam	1	109
Kincora	0	0
Kincora	1	57
Kindon	0	10
Kindon	1	9
King Scrub	0	64
King Scrub	1	284
Kingaham	0	0
Kingaham	1	14
Kingaroy	0	898
Kingaroy	1	9122
Kings Beach	0	572
Kings Beach	1	2216
Kings Creek	0	3
Kings Creek	1	69
Kings Siding	0	0
Kings Siding	1	16
Kingsholme	0	36
Kingsholme	1	250
Kingsthorpe	0	129
Kingsthorpe	1	1738
Kingston (Qld)	0	3236
Kingston (Qld)	1	7303
Kinka Beach	0	108
Kinka Beach	1	513
Kinkuna	0	3
Kinkuna	1	108
Kinleymore	0	22
Kinleymore	1	71
Kinnoul	0	6
Kinnoul	1	63
Kioma	0	0
Kioma	1	30
Kippa-Ring	0	1649
Kippa-Ring	1	8141
Kirknie	0	3
Kirknie	1	55
Kirkwood	0	420
Kirkwood	1	1830
Kirrama	0	0
Kirrama	1	9
Kirwan	0	2381
Kirwan	1	19037
Kitoba	0	-2
Kitoba	1	15
Kleinton	0	134
Kleinton	1	1483
Knapp Creek	0	10
Knapp Creek	1	49
Koah	0	91
Koah	1	511
Kobble Creek	0	64
Kobble Creek	1	568
Kogan	0	43
Kogan	1	147
Kokotungo	0	16
Kokotungo	1	84
Kolonga	0	7
Kolonga	1	42
Koombooloomba	0	0
Koombooloomba	1	0
Koongal	0	571
Koongal	1	3715
Kooralbyn	0	254
Kooralbyn	1	1471
Kooralgin	0	3
Kooralgin	1	43
Kooringal (Qld)	0	11
Kooringal (Qld)	1	34
Kooroomool	0	0
Kooroomool	1	0
Kooroongarra	0	7
Kooroongarra	1	51
Koumala	0	74
Koumala	1	757
Kowanyama	0	12
Kowanyama	1	932
Kowguran	0	7
Kowguran	1	34
Kragra	0	7
Kragra	1	20
Kulangoor	0	72
Kulangoor	1	408
Kulgun	0	5
Kulgun	1	62
Kullogum	0	19
Kullogum	1	99
Kulpi	0	7
Kulpi	1	70
Kuluin	0	305
Kuluin	1	2058
Kumbarilla	0	56
Kumbarilla	1	141
Kumbia	0	39
Kumbia	1	255
Kunda Park	0	7
Kunda Park	1	20
Kunioon	0	7
Kunioon	1	24
Kunwarara	0	9
Kunwarara	1	62
Kuraby	0	1919
Kuraby	1	6189
Kuranda	0	522
Kuranda	1	2486
Kureelpa	0	82
Kureelpa	1	825
Kureen	0	9
Kureen	1	113
Kuridala	0	0
Kuridala	1	10
Kurrimine Beach	0	54
Kurrimine Beach	1	675
Kurrowah	0	11
Kurrowah	1	14
Kurumbul	0	-1
Kurumbul	1	47
Kurwongbah	0	149
Kurwongbah	1	1281
Kuttabul	0	73
Kuttabul	1	657
Kybong	0	34
Kybong	1	299
Kynuna	0	10
Kynuna	1	45
Kyoomba	0	14
Kyoomba	1	78
Labrador	0	4872
Labrador	1	13389
Laceys Creek	0	37
Laceys Creek	1	241
Laglan	0	0
Laglan	1	3
Lagoon Pocket	0	7
Lagoon Pocket	1	116
Laguna Quays	0	22
Laguna Quays	1	46
Laidley	0	483
Laidley	1	3325
Laidley Creek West	0	8
Laidley Creek West	1	137
Laidley Heights	0	128
Laidley Heights	1	1135
Laidley North	0	49
Laidley North	1	359
Laidley South	0	12
Laidley South	1	259
Lake Barrine	0	16
Lake Barrine	1	136
Lake Borumba	0	0
Lake Borumba	1	6
Lake Clarendon	0	44
Lake Clarendon	1	244
Lake Eacham	0	35
Lake Eacham	1	422
Lake Macdonald	0	139
Lake Macdonald	1	1224
Lake Manchester	0	0
Lake Manchester	1	23
Lake Mary	0	-1
Lake Mary	1	97
Lake Monduran	0	0
Lake Monduran	1	3
Lake Proserpine	0	1
Lake Proserpine	1	8
Lake Tinaroo	0	0
Lake Tinaroo	1	0
Lake Wivenhoe	0	0
Lake Wivenhoe	1	3
Lakefield	0	0
Lakefield	1	16
Lakeland	0	146
Lakeland	1	153
Lakes Creek	0	54
Lakes Creek	1	498
Lakeside	0	3
Lakeside	1	52
Lamb Island	0	58
Lamb Island	1	374
Lamb Range	0	0
Lamb Range	1	0
Lamington (Qld)	0	5
Lamington (Qld)	1	81
Lammermoor	0	257
Lammermoor	1	1910
Landers Shoot	0	38
Landers Shoot	1	214
Landsborough (Qld)	0	498
Landsborough (Qld)	1	3314
Lanefield	0	12
Lanefield	1	95
Langlands	0	0
Langlands	1	7
Langlo	0	9
Langlo	1	47
Langshaw	0	10
Langshaw	1	159
Lannercost	0	5
Lannercost	1	116
Lansdowne (Qld)	0	0
Lansdowne (Qld)	1	11
Lanskey	0	13
Lanskey	1	50
Larapinta (Qld)	0	0
Larapinta (Qld)	1	0
Laravale	0	12
Laravale	1	177
Lark Hill	0	12
Lark Hill	1	50
Laura (Qld)	0	52
Laura (Qld)	1	176
Lavelle	0	11
Lavelle	1	18
Lawes	0	117
Lawes	1	211
Lawgi Dawes	0	20
Lawgi Dawes	1	124
Lawn Hill	0	7
Lawn Hill	1	12
Lawnton	0	821
Lawnton	1	4837
Leafdale	0	0
Leafdale	1	28
Lefthand Branch	0	14
Lefthand Branch	1	65
Leichhardt (Qld)	0	663
Leichhardt (Qld)	1	3249
Lemontree	0	0
Lemontree	1	45
Leslie	0	8
Leslie	1	4
Leslie Dam	0	20
Leslie Dam	1	143
Lethebrook	0	2
Lethebrook	1	49
Leyburn	0	64
Leyburn	1	412
Leydens Hill	0	0
Leydens Hill	1	3
Lilydale (Qld)	0	6
Lilydale (Qld)	1	77
Lilyvale (Central Highlands - Qld)	0	1
Lilyvale (Central Highlands - Qld)	1	51
Lilyvale (Toowoomba - Qld)	0	12
Lilyvale (Toowoomba - Qld)	1	43
Limestone (Qld)	0	4
Limestone (Qld)	1	3
Limestone Creek	0	32
Limestone Creek	1	154
Limestone Ridges	0	9
Limestone Ridges	1	107
Limevale	0	7
Limevale	1	57
Linden (Qld)	0	3
Linden (Qld)	1	17
Linthorpe	0	39
Linthorpe	1	401
Linville	0	23
Linville	1	133
Little Mountain	0	1248
Little Mountain	1	8964
Little Mulgrave	0	34
Little Mulgrave	1	215
Lizard	0	17
Lizard	1	32
Llanarth (Qld)	0	14
Llanarth (Qld)	1	34
Loch Lomond	0	4
Loch Lomond	1	102
Lochington	0	3
Lochington	1	54
Lockhart River	0	43
Lockhart River	1	681
Lockrose	0	83
Lockrose	1	479
Lockyer (Qld)	0	14
Lockyer (Qld)	1	81
Lockyer Waters	0	131
Lockyer Waters	1	430
Logan Central	0	2083
Logan Central	1	3862
Logan Reserve	0	726
Logan Reserve	1	2795
Logan Village	0	566
Logan Village	1	3851
Loganholme	0	1063
Loganholme	1	5240
Loganlea	0	2134
Loganlea	1	5187
Lonesome Creek	0	20
Lonesome Creek	1	150
Long Flat (Qld)	0	2
Long Flat (Qld)	1	78
Long Pocket	0	22
Long Pocket	1	176
Longreach (Qld)	0	363
Longreach (Qld)	1	2607
Lota	0	481
Lota	1	2775
Lotus Creek	0	8
Lotus Creek	1	67
Low Isles	0	0
Low Isles	1	0
Lower Beechmont	0	147
Lower Beechmont	1	899
Lower Cowley	0	7
Lower Cowley	1	57
Lower Cressbrook	0	11
Lower Cressbrook	1	5
Lower Daintree	0	3
Lower Daintree	1	95
Lower Mount Walker	0	34
Lower Mount Walker	1	151
Lower Tenthill	0	31
Lower Tenthill	1	221
Lower Tully	0	1
Lower Tully	1	78
Lower Wonga	0	61
Lower Wonga	1	283
Lowesby	0	0
Lowesby	1	11
Lowestoff	0	1
Lowestoff	1	31
Lowmead	0	24
Lowmead	1	132
Lowood	0	574
Lowood	1	3585
Lucinda	0	50
Lucinda	1	356
Lumeah (Qld)	0	0
Lumeah (Qld)	1	3
Lumholtz	0	0
Lumholtz	1	0
Lundavra	0	23
Lundavra	1	77
Luscombe	0	50
Luscombe	1	257
Lutwyche	0	819
Lutwyche	1	2635
Lynam	0	1
Lynam	1	6
Lyndhurst (Qld)	0	0
Lyndhurst (Qld)	1	8
Lyndside	0	0
Lyndside	1	0
Lyons (Qld)	0	8
Lyons (Qld)	1	24
Lyra	0	6
Lyra	1	47
Lytton	0	0
Lytton	1	6
Ma Ma Creek	0	17
Ma Ma Creek	1	132
Maadi	0	17
Maadi	1	27
Maalan	0	3
Maalan	1	23
Maaroom	0	18
Maaroom	1	201
Mabuiag Island	0	-3
Mabuiag Island	1	213
Macalister	0	18
Macalister	1	135
Macalister Range	0	0
Macalister Range	1	0
Macfarlane	0	4
Macfarlane	1	10
Macgregor (Qld)	0	2306
Macgregor (Qld)	1	3538
Machans Beach	0	349
Machans Beach	1	702
Machine Creek	0	26
Machine Creek	1	94
Mackay	0	1014
Mackay	1	2645
Mackay Harbour	0	160
Mackay Harbour	1	395
Mackenzie (Brisbane - Qld)	0	279
Mackenzie (Brisbane - Qld)	1	1815
Mackenzie (Central Highlands - Qld)	0	0
Mackenzie (Central Highlands - Qld)	1	37
Mackenzie River	0	12
Mackenzie River	1	59
Macknade	0	12
Macknade	1	217
Maclagan	0	27
Maclagan	1	168
Macleay Island	0	393
Macleay Island	1	2288
Magnolia	0	23
Magnolia	1	107
Maidenhead	0	0
Maidenhead	1	14
Maidenwell	0	25
Maidenwell	1	174
Main Beach	0	983
Main Beach	1	2900
Majors Creek (Qld)	0	39
Majors Creek (Qld)	1	290
Malanda	0	243
Malanda	1	1742
Malarga	0	10
Malarga	1	7
Maleny	0	419
Maleny	1	3315
Malling	0	1
Malling	1	26
Malmoe	0	6
Malmoe	1	31
Malpas-Trenton	0	-3
Malpas-Trenton	1	26
Malu	0	4
Malu	1	14
Mamu	0	0
Mamu	1	0
Manapouri	0	4
Manapouri	1	48
Mandalay	0	74
Mandalay	1	263
Maneroo	0	0
Maneroo	1	37
Mango Hill	0	1983
Mango Hill	1	6451
Manly (Qld)	0	636
Manly (Qld)	1	3428
Manly West	0	1580
Manly West	1	10398
Mannuem	0	4
Mannuem	1	86
Manoora (Qld)	0	1534
Manoora (Qld)	1	4493
Mansfield (Qld)	0	1400
Mansfield (Qld)	1	7295
Mantuan Downs	0	2
Mantuan Downs	1	29
Manumbar	0	8
Manumbar	1	45
Manunda	0	1493
Manunda	1	3897
Manyung	0	7
Manyung	1	56
Mapleton	0	242
Mapleton	1	1322
Mapoon	0	4
Mapoon	1	313
Maramie	0	0
Maramie	1	13
Marburg	0	97
Marburg	1	776
Marcoola	0	478
Marcoola	1	2695
Marcus Beach	0	86
Marcus Beach	1	671
Mareeba	0	1770
Mareeba	1	9309
Margate (Qld)	0	1059
Margate (Qld)	1	6346
Maria Creeks	0	13
Maria Creeks	1	108
Marian	0	399
Marian	1	3504
Marlborough	0	13
Marlborough	1	136
Marmadua	0	1
Marmadua	1	8
Marmor	0	27
Marmor	1	185
Marodian	0	0
Marodian	1	0
Maroochy River	0	183
Maroochy River	1	1348
Maroochydore	0	3234
Maroochydore	1	13566
Maroon	0	15
Maroon	1	134
Maroondan	0	42
Maroondan	1	304
Marsden	0	4287
Marsden	1	9784
Marshlands	0	4
Marshlands	1	10
Martyville	0	9
Martyville	1	110
Maryborough (Qld)	0	1497
Maryborough (Qld)	1	13909
Maryborough West	0	48
Maryborough West	1	483
Marys Creek	0	8
Marys Creek	1	70
Maryvale (Livingstone - Qld)	0	0
Maryvale (Livingstone - Qld)	1	29
Maryvale (Southern Downs - Qld)	0	53
