SSC_NAME16	Address1YearAgo	Sex	persons
Glenroy (Albury - NSW)	New South Wales	M	119
Glenroy (Albury - NSW)	Northern Territory	F	3
Glenroy (Albury - NSW)	Queensland	F	8
Glenroy (Albury - NSW)	Victoria	F	31
Glenroy (Albury - NSW)	Victoria	M	37
Glenroy (Albury - NSW)	Western Australia	M	3
Glenroy (Snowy Valleys - NSW)	(Same Address)	F	29
Glenroy (Snowy Valleys - NSW)	(Same Address)	M	26
Glenroy (Snowy Valleys - NSW)	(Same SA2)	F	3
Glenroy (Snowy Valleys - NSW)	(Same SA2)	M	7
Glenthorne	(Same Address)	F	74
Glenthorne	(Same Address)	M	89
Glenthorne	(Same SA2)	F	7
Glenthorne	(Same SA2)	M	4
Glenthorne	New South Wales	F	4
Glenthorne	New South Wales	M	5
Glenugie	(Same Address)	F	74
Glenugie	(Same Address)	M	75
Glenugie	(Same SA2)	F	4
Glenugie	New South Wales	F	15
Glenugie	New South Wales	M	5
Glenwood (NSW)	(Overseas)	F	165
Glenwood (NSW)	(Overseas)	M	157
Glenwood (NSW)	(Same Address)	F	6942
Glenwood (NSW)	(Same Address)	M	6767
Glenwood (NSW)	(Same SA2)	F	91
Glenwood (NSW)	(Same SA2)	M	93
Glenwood (NSW)	Australian Capital Territory	F	5
Glenwood (NSW)	Australian Capital Territory	M	4
Glenwood (NSW)	New South Wales	F	524
Glenwood (NSW)	New South Wales	M	551
Glenwood (NSW)	Northern Territory	F	8
Glenwood (NSW)	Northern Territory	M	6
Glenwood (NSW)	Queensland	F	8
Glenwood (NSW)	Queensland	M	21
Glenwood (NSW)	South Australia	F	3
Glenwood (NSW)	South Australia	M	5
Glenwood (NSW)	Victoria	F	3
Glenwood (NSW)	Victoria	M	5
Glenwood (NSW)	Western Australia	F	14
Glenwood (NSW)	Western Australia	M	12
Glenworth Valley	(Same Address)	M	3
Glossodia	(Overseas)	F	3
Glossodia	(Overseas)	M	6
Glossodia	(Same Address)	F	1141
Glossodia	(Same Address)	M	1182
Glossodia	(Same SA2)	F	45
Glossodia	(Same SA2)	M	50
Glossodia	New South Wales	F	90
Glossodia	New South Wales	M	88
Glossodia	Queensland	F	3
Gloucester	(Overseas)	F	5
Gloucester	(Overseas)	M	7
Gloucester	(Same Address)	F	1201
Gloucester	(Same Address)	M	1078
Gloucester	(Same SA2)	F	136
Gloucester	(Same SA2)	M	123
Gloucester	New South Wales	F	94
Gloucester	New South Wales	M	81
Gloucester	Queensland	F	9
Gloucester	Queensland	M	7
Gloucester	Victoria	M	3
Gobarralong	(Same Address)	F	16
Gobarralong	(Same Address)	M	15
Gobarralong	New South Wales	F	5
Gobarralong	New South Wales	M	3
Gobbagombalin	(Same Address)	F	120
Gobbagombalin	(Same Address)	M	119
Gobbagombalin	(Same SA2)	F	3
Gobbagombalin	(Same SA2)	M	4
Gobbagombalin	Australian Capital Territory	F	3
Gobbagombalin	New South Wales	F	77
Gobbagombalin	New South Wales	M	72
Gobbagombalin	Queensland	F	10
Gobbagombalin	Queensland	M	6
Gobbagombalin	Victoria	F	4
Gobbagombalin	Victoria	M	3
Gocup	(Same Address)	F	54
Gocup	(Same Address)	M	55
Gocup	(Same SA2)	F	3
Gocup	(Same SA2)	M	3
Gocup	New South Wales	F	5
Gocup	New South Wales	M	10
Gocup	Queensland	F	3
Godfreys Creek	(Same Address)	F	29
Godfreys Creek	(Same Address)	M	41
Godfreys Creek	New South Wales	F	7
Godfreys Creek	New South Wales	M	3
Gogeldrie	(Same Address)	F	42
Gogeldrie	(Same Address)	M	37
Gogeldrie	New South Wales	F	3
Gogeldrie	New South Wales	M	4
Gol Gol	(Same Address)	F	607
Gol Gol	(Same Address)	M	634
Gol Gol	(Same SA2)	F	22
Gol Gol	(Same SA2)	M	17
Gol Gol	New South Wales	F	9
Gol Gol	New South Wales	M	9
Gol Gol	South Australia	F	4
Gol Gol	South Australia	M	9
Gol Gol	Victoria	F	44
Gol Gol	Victoria	M	35
Gol Gol	Western Australia	F	3
Gol Gol	Western Australia	M	3
Gollan	(Same Address)	F	41
Gollan	(Same Address)	M	49
Golspie	(Same Address)	F	21
Golspie	(Same Address)	M	36
Gongolgon	(Same Address)	F	13
Gongolgon	(Same Address)	M	18
Gonn	(Same Address)	F	16
Gonn	(Same Address)	M	13
Goobarragandra	(Same Address)	F	26
Goobarragandra	(Same Address)	M	27
Goobarragandra	New South Wales	M	6
Good Forest	(Same Address)	F	14
Good Forest	(Same Address)	M	13
Good Forest	New South Wales	F	5
Good Hope	(Same Address)	F	66
Good Hope	(Same Address)	M	58
Good Hope	Australian Capital Territory	M	3
Goodnight	(Same Address)	F	41
Goodnight	(Same Address)	M	38
Goodnight	Victoria	F	3
Goodooga	(Same Address)	F	115
Goodooga	(Same Address)	M	92
Goodooga	(Same SA2)	F	5
Goodooga	(Same SA2)	M	3
Goodooga	New South Wales	F	7
Goodooga	New South Wales	M	6
Goodooga	Queensland	F	5
Goodwood Island	(Same Address)	F	24
Goodwood Island	(Same Address)	M	29
Goodwood Island	New South Wales	M	3
Googong	(Overseas)	F	14
Googong	(Overseas)	M	22
Googong	(Same Address)	F	853
Googong	(Same Address)	M	838
Googong	(Same SA2)	F	18
Googong	(Same SA2)	M	19
Googong	Australian Capital Territory	F	129
Googong	Australian Capital Territory	M	128
Googong	New South Wales	F	185
Googong	New South Wales	M	169
Googong	Queensland	F	4
Googong	Queensland	M	7
Googong	South Australia	F	3
Googong	Victoria	M	3
Goolgowi	(Same Address)	F	148
Goolgowi	(Same Address)	M	176
Goolgowi	(Same SA2)	F	8
Goolgowi	(Same SA2)	M	11
Goolgowi	New South Wales	F	3
Goolgowi	New South Wales	M	9
Goolhi	(Same Address)	F	34
Goolhi	(Same Address)	M	39
Goolhi	New South Wales	F	3
Goolhi	New South Wales	M	3
Goolma	(Same Address)	F	38
Goolma	(Same Address)	M	43
Goolma	(Same SA2)	F	3
Goolma	(Same SA2)	M	3
Goolmangar	(Same Address)	F	69
Goolmangar	(Same Address)	M	82
Goolmangar	(Same SA2)	F	3
Goolmangar	(Same SA2)	M	6
Goolmangar	New South Wales	F	4
Gooloogong	(Same Address)	F	162
Gooloogong	(Same Address)	M	169
Gooloogong	(Same SA2)	F	3
Gooloogong	(Same SA2)	M	5
Gooloogong	New South Wales	F	13
Gooloogong	New South Wales	M	11
Gooloogong	Queensland	M	3
Goombargana	(Same Address)	F	15
Goombargana	(Same Address)	M	26
Goombargana	(Same SA2)	M	3
Goonellabah	(Overseas)	F	24
Goonellabah	(Overseas)	M	19
Goonellabah	(Same Address)	F	5295
Goonellabah	(Same Address)	M	4551
Goonellabah	(Same SA2)	F	271
Goonellabah	(Same SA2)	M	225
Goonellabah	Australian Capital Territory	M	3
Goonellabah	New South Wales	F	515
Goonellabah	New South Wales	M	491
Goonellabah	Northern Territory	F	3
Goonellabah	Northern Territory	M	3
Goonellabah	Queensland	F	73
Goonellabah	Queensland	M	64
Goonellabah	South Australia	F	4
Goonellabah	South Australia	M	15
Goonellabah	Tasmania	F	3
Goonellabah	Tasmania	M	3
Goonellabah	Victoria	F	8
Goonellabah	Victoria	M	12
Goonellabah	Western Australia	F	5
Goonellabah	Western Australia	M	7
Goonengerry	(Overseas)	F	4
Goonengerry	(Overseas)	M	4
Goonengerry	(Same Address)	F	127
Goonengerry	(Same Address)	M	146
Goonengerry	(Same SA2)	F	5
Goonengerry	New South Wales	F	8
Goonengerry	New South Wales	M	6
Goonengerry	Queensland	F	3
Goonengerry	Queensland	M	4
Goonengerry	Victoria	F	3
Goonoo Forest	(Same Address)	F	4
Goonoo Forest	(Same Address)	M	5
Goonoo Goonoo	(Same Address)	F	25
Goonoo Goonoo	(Same Address)	M	25
Goonumbla	(Same Address)	F	40
Goonumbla	(Same Address)	M	48
Goonumbla	(Same SA2)	F	3
Goonumbla	New South Wales	F	10
Goonumbla	New South Wales	M	6
Goorangoola	(Same Address)	F	21
Goorangoola	(Same Address)	M	29
Goorianawa	(Same Address)	F	10
Goorianawa	(Same Address)	M	13
Gordon (NSW)	(Overseas)	F	170
Gordon (NSW)	(Overseas)	M	142
Gordon (NSW)	(Same Address)	F	3085
Gordon (NSW)	(Same Address)	M	2773
Gordon (NSW)	(Same SA2)	F	133
Gordon (NSW)	(Same SA2)	M	116
Gordon (NSW)	Australian Capital Territory	F	5
Gordon (NSW)	Australian Capital Territory	M	4
Gordon (NSW)	New South Wales	F	335
Gordon (NSW)	New South Wales	M	333
Gordon (NSW)	Queensland	F	14
Gordon (NSW)	Queensland	M	10
Gordon (NSW)	South Australia	F	3
Gordon (NSW)	Victoria	F	4
Gordon (NSW)	Victoria	M	9
Gordon (NSW)	Western Australia	F	7
Gordon (NSW)	Western Australia	M	13
Gorge Creek	(Same Address)	F	5
Gormans Hill	(Same Address)	F	299
Gormans Hill	(Same Address)	M	262
Gormans Hill	(Same SA2)	F	35
Gormans Hill	(Same SA2)	M	30
Gormans Hill	New South Wales	F	18
Gormans Hill	New South Wales	M	23
Gorokan	(Overseas)	F	20
Gorokan	(Overseas)	M	18
Gorokan	(Same Address)	F	3237
Gorokan	(Same Address)	M	3090
Gorokan	(Same SA2)	F	139
Gorokan	(Same SA2)	M	117
Gorokan	Australian Capital Territory	F	5
Gorokan	New South Wales	F	413
Gorokan	New South Wales	M	366
Gorokan	Queensland	F	13
Gorokan	Queensland	M	13
Gorokan	Victoria	F	3
Gorokan	Victoria	M	3
Gorokan	Western Australia	F	4
Gorokan	Western Australia	M	3
Gosford	(Overseas)	F	37
Gosford	(Overseas)	M	39
Gosford	(Same Address)	F	977
Gosford	(Same Address)	M	1115
Gosford	(Same SA2)	F	102
Gosford	(Same SA2)	M	116
Gosford	Australian Capital Territory	F	3
Gosford	Australian Capital Territory	M	3
Gosford	New South Wales	F	255
Gosford	New South Wales	M	288
Gosford	Northern Territory	F	3
Gosford	Queensland	F	8
Gosford	Queensland	M	9
Gosford	Victoria	F	9
Gosford	Victoria	M	9
Gosford	Western Australia	F	3
Gosford	Western Australia	M	8
Gosforth	(Same Address)	F	26
Gosforth	(Same Address)	M	28
Gosforth	New South Wales	F	5
Gosforth	New South Wales	M	3
Gostwyck	(Same Address)	F	6
Gostwyck	(Same Address)	M	12
Gostwyck	New South Wales	M	3
Goulburn	(Overseas)	F	80
Goulburn	(Overseas)	M	77
Goulburn	(Same Address)	F	8393
Goulburn	(Same Address)	M	7997
Goulburn	(Same SA2)	F	897
Goulburn	(Same SA2)	M	828
Goulburn	Australian Capital Territory	F	48
Goulburn	Australian Capital Territory	M	42
Goulburn	New South Wales	F	571
Goulburn	New South Wales	M	545
Goulburn	Northern Territory	F	4
Goulburn	Queensland	F	37
Goulburn	Queensland	M	34
Goulburn	South Australia	F	3
Goulburn	South Australia	M	4
Goulburn	Victoria	F	17
Goulburn	Victoria	M	20
Goulburn	Western Australia	F	12
Goulburn	Western Australia	M	13
Gowan	(Same Address)	F	12
Gowan	(Same Address)	M	19
Gowang	(Same Address)	F	6
Gowang	(Same Address)	M	12
Gowrie (Singleton - NSW)	(Same Address)	F	148
Gowrie (Singleton - NSW)	(Same Address)	M	142
Gowrie (Singleton - NSW)	(Same SA2)	F	12
Gowrie (Singleton - NSW)	(Same SA2)	M	9
Gowrie (Singleton - NSW)	New South Wales	F	4
Gowrie (Tamworth Regional - NSW)	(Same Address)	F	40
Gowrie (Tamworth Regional - NSW)	(Same Address)	M	32
Gowrie (Tamworth Regional - NSW)	(Same SA2)	F	3
Gowrie (Tamworth Regional - NSW)	New South Wales	F	3
Gowrie (Tamworth Regional - NSW)	New South Wales	M	7
Grabben Gullen	(Same Address)	F	92
Grabben Gullen	(Same Address)	M	96
Grabben Gullen	New South Wales	F	3
Gradys Creek	(Same Address)	F	21
Gradys Creek	(Same Address)	M	24
Grafton	(Overseas)	F	18
Grafton	(Overseas)	M	12
Grafton	(Same Address)	F	4083
Grafton	(Same Address)	M	3577
Grafton	(Same SA2)	F	413
Grafton	(Same SA2)	M	359
Grafton	Australian Capital Territory	M	3
Grafton	New South Wales	F	274
Grafton	New South Wales	M	263
Grafton	Northern Territory	F	3
Grafton	Northern Territory	M	7
Grafton	Queensland	F	65
Grafton	Queensland	M	67
Grafton	Victoria	F	9
Grafton	Victoria	M	10
Grafton	Western Australia	F	4
Grafton	Western Australia	M	4
Gragin	(Same Address)	M	3
Grahamstown	(Same Address)	F	24
Grahamstown	(Same Address)	M	28
Grahamstown	New South Wales	F	3
Graman	(Same Address)	F	34
Graman	(Same Address)	M	34
Graman	(Same SA2)	M	3
Graman	New South Wales	F	3
Graman	New South Wales	M	6
Granville (NSW)	(Overseas)	F	359
Granville (NSW)	(Overseas)	M	354
Granville (NSW)	(Same Address)	F	5364
Granville (NSW)	(Same Address)	M	5768
Granville (NSW)	(Same SA2)	F	201
Granville (NSW)	(Same SA2)	M	228
Granville (NSW)	Australian Capital Territory	F	3
Granville (NSW)	New South Wales	F	532
Granville (NSW)	New South Wales	M	719
Granville (NSW)	Northern Territory	M	7
Granville (NSW)	Queensland	F	12
Granville (NSW)	Queensland	M	23
Granville (NSW)	South Australia	F	9
Granville (NSW)	South Australia	M	21
Granville (NSW)	Victoria	F	13
Granville (NSW)	Victoria	M	32
Granville (NSW)	Western Australia	F	5
Granville (NSW)	Western Australia	M	20
Grasmere	(Overseas)	F	6
Grasmere	(Same Address)	F	854
Grasmere	(Same Address)	M	704
Grasmere	(Same SA2)	F	17
Grasmere	(Same SA2)	M	16
Grasmere	New South Wales	F	76
Grasmere	New South Wales	M	66
Grassy Head	(Same Address)	F	25
Grassy Head	(Same Address)	M	34
Grassy Head	New South Wales	F	7
Grassy Head	New South Wales	M	3
Grattai	(Same Address)	F	119
Grattai	(Same Address)	M	130
Grattai	New South Wales	F	16
Grattai	New South Wales	M	19
Grattai	Queensland	F	3
Grattai	Queensland	M	3
Gravesend	(Same Address)	F	121
Gravesend	(Same Address)	M	119
Gravesend	(Same SA2)	F	10
Gravesend	(Same SA2)	M	8
Gravesend	New South Wales	F	9
Gravesend	New South Wales	M	13
Grays Point	(Overseas)	F	7
Grays Point	(Overseas)	M	8
Grays Point	(Same Address)	F	1385
Grays Point	(Same Address)	M	1376
Grays Point	(Same SA2)	F	8
Grays Point	(Same SA2)	M	13
Grays Point	New South Wales	F	66
Grays Point	New South Wales	M	54
Great Mackerel Beach	(Same Address)	F	13
Great Mackerel Beach	(Same Address)	M	14
Great Marlow	(Same Address)	F	80
Great Marlow	(Same Address)	M	80
Great Marlow	(Same SA2)	F	3
Great Marlow	(Same SA2)	M	4
Great Marlow	New South Wales	F	3
Great Marlow	Queensland	F	4
Green Creek	(Same Address)	F	7
Green Forest	(Same Address)	M	3
Green Gully (NSW)	(Same Address)	F	14
Green Gully (NSW)	(Same Address)	M	17
Green Hills (Armidale Regional - NSW)	(Same Address)	F	5
Green Hills (Armidale Regional - NSW)	(Same Address)	M	11
Green Pigeon	(Same Address)	F	60
Green Pigeon	(Same Address)	M	62
Green Pigeon	(Same SA2)	M	3
Green Pigeon	New South Wales	F	4
Green Pigeon	Queensland	M	3
Green Pigeon	Western Australia	F	3
Green Point (Central Coast - NSW)	(Overseas)	F	18
Green Point (Central Coast - NSW)	(Overseas)	M	11
Green Point (Central Coast - NSW)	(Same Address)	F	2730
Green Point (Central Coast - NSW)	(Same Address)	M	2468
Green Point (Central Coast - NSW)	(Same SA2)	F	42
Green Point (Central Coast - NSW)	(Same SA2)	M	39
Green Point (Central Coast - NSW)	New South Wales	F	290
Green Point (Central Coast - NSW)	New South Wales	M	246
Green Point (Central Coast - NSW)	Queensland	F	7
Green Point (Central Coast - NSW)	Queensland	M	12
Green Point (Central Coast - NSW)	South Australia	F	3
Green Point (Central Coast - NSW)	South Australia	M	4
Green Point (Central Coast - NSW)	Victoria	F	3
Green Point (Central Coast - NSW)	Victoria	M	3
Green Point (Central Coast - NSW)	Western Australia	F	8
Green Point (Central Coast - NSW)	Western Australia	M	3
Green Point (Gosford - NSW)	(Same Address)	F	28
Green Point (Gosford - NSW)	(Same Address)	M	5
Green Point (Mid-Coast - NSW)	(Overseas)	M	3
Green Point (Mid-Coast - NSW)	(Same Address)	F	196
Green Point (Mid-Coast - NSW)	(Same Address)	M	204
Green Point (Mid-Coast - NSW)	(Same SA2)	F	27
Green Point (Mid-Coast - NSW)	(Same SA2)	M	14
Green Point (Mid-Coast - NSW)	New South Wales	F	17
Green Point (Mid-Coast - NSW)	New South Wales	M	21
Green Valley (NSW)	(Overseas)	F	74
Green Valley (NSW)	(Overseas)	M	65
Green Valley (NSW)	(Same Address)	F	5418
Green Valley (NSW)	(Same Address)	M	5147
Green Valley (NSW)	(Same SA2)	F	62
Green Valley (NSW)	(Same SA2)	M	56
Green Valley (NSW)	Australian Capital Territory	M	7
Green Valley (NSW)	New South Wales	F	433
Green Valley (NSW)	New South Wales	M	427
Green Valley (NSW)	Queensland	F	3
Green Valley (NSW)	Queensland	M	4
Green Valley (NSW)	Victoria	F	7
Green Valley (NSW)	Victoria	M	8
Greenacre	(Overseas)	F	133
Greenacre	(Overseas)	M	134
Greenacre	(Same Address)	F	10167
Greenacre	(Same Address)	M	9908
Greenacre	(Same SA2)	F	301
Greenacre	(Same SA2)	M	299
Greenacre	Australian Capital Territory	F	3
Greenacre	New South Wales	F	643
Greenacre	New South Wales	M	666
Greenacre	Northern Territory	F	6
Greenacre	Queensland	M	3
Greenacre	South Australia	F	3
Greenacre	Victoria	F	6
Greenacre	Victoria	M	9
Greenacre	Western Australia	F	5
Greenacre	Western Australia	M	4
Greendale (Bega Valley - NSW)	(Same Address)	F	28
Greendale (Bega Valley - NSW)	(Same Address)	M	31
Greendale (Bega Valley - NSW)	(Same SA2)	M	3
Greendale (Bega Valley - NSW)	New South Wales	M	8
Greendale (Liverpool - NSW)	(Same Address)	F	131
Greendale (Liverpool - NSW)	(Same Address)	M	133
Greendale (Liverpool - NSW)	(Same SA2)	F	4
Greendale (Liverpool - NSW)	New South Wales	F	10
Greendale (Liverpool - NSW)	New South Wales	M	15
Greenethorpe	(Same Address)	F	86
Greenethorpe	(Same Address)	M	93
Greenethorpe	New South Wales	M	4
Greenfield Park	(Overseas)	F	49
Greenfield Park	(Overseas)	M	45
Greenfield Park	(Same Address)	F	2177
Greenfield Park	(Same Address)	M	2170
Greenfield Park	(Same SA2)	F	22
Greenfield Park	(Same SA2)	M	19
Greenfield Park	New South Wales	F	190
Greenfield Park	New South Wales	M	180
Greenfield Park	Victoria	F	3
Greengrove	(Same Address)	F	9
Greengrove	(Same Address)	M	4
Greenhill (NSW)	(Overseas)	F	3
Greenhill (NSW)	(Same Address)	F	283
Greenhill (NSW)	(Same Address)	M	274
Greenhill (NSW)	(Same SA2)	F	30
Greenhill (NSW)	(Same SA2)	M	26
Greenhill (NSW)	New South Wales	F	6
Greenhill (NSW)	New South Wales	M	7
Greenhills Beach	(Overseas)	F	4
Greenhills Beach	(Overseas)	M	5
Greenhills Beach	(Same Address)	F	291
Greenhills Beach	(Same Address)	M	306
Greenhills Beach	(Same SA2)	F	6
Greenhills Beach	(Same SA2)	M	5
Greenhills Beach	New South Wales	F	58
Greenhills Beach	New South Wales	M	71
Greenlands (Singleton - NSW)	(Same Address)	F	42
Greenlands (Singleton - NSW)	(Same Address)	M	38
Greenlands (Snowy Monaro Regional - NSW)	(Same Address)	F	4
Greenlands (Snowy Monaro Regional - NSW)	(Same Address)	M	8
Greenleigh	(Same Address)	F	296
Greenleigh	(Same Address)	M	297
Greenleigh	(Same SA2)	F	9
Greenleigh	Australian Capital Territory	M	3
Greenleigh	New South Wales	F	10
Greenleigh	New South Wales	M	11
Greenleigh	Queensland	F	3
Greenridge	(Same Address)	F	59
Greenridge	(Same Address)	M	61
Greenridge	New South Wales	F	4
Greenridge	New South Wales	M	4
Greenwell Point	(Same Address)	F	463
Greenwell Point	(Same Address)	M	497
Greenwell Point	(Same SA2)	F	10
Greenwell Point	(Same SA2)	M	22
Greenwell Point	New South Wales	F	44
Greenwell Point	New South Wales	M	43
Greenwell Point	Western Australia	M	3
Greenwich	(Overseas)	F	47
Greenwich	(Overseas)	M	47
Greenwich	(Same Address)	F	2254
Greenwich	(Same Address)	M	1990
Greenwich	(Same SA2)	F	62
Greenwich	(Same SA2)	M	88
Greenwich	Australian Capital Territory	F	4
Greenwich	New South Wales	F	288
Greenwich	New South Wales	M	276
Greenwich	Queensland	F	4
Greenwich	Queensland	M	4
Greenwich	South Australia	F	7
Greenwich	South Australia	M	9
Greenwich	Victoria	F	12
Greenwich	Victoria	M	4
Greenwich	Western Australia	M	5
Greenwich Park	(Same Address)	F	52
Greenwich Park	(Same Address)	M	48
Greenwich Park	New South Wales	F	3
Greenwich Park	New South Wales	M	10
Greg Greg	(Same Address)	F	14
Greg Greg	(Same Address)	M	16
Gregadoo	(Same Address)	F	97
Gregadoo	(Same Address)	M	99
Gregadoo	(Same SA2)	M	3
Gregadoo	New South Wales	F	14
Gregadoo	New South Wales	M	9
Gregory Hills	(Overseas)	F	20
Gregory Hills	(Overseas)	M	19
Gregory Hills	(Same Address)	F	1467
Gregory Hills	(Same Address)	M	1504
Gregory Hills	(Same SA2)	F	64
Gregory Hills	(Same SA2)	M	66
Gregory Hills	Australian Capital Territory	M	4
Gregory Hills	New South Wales	F	645
Gregory Hills	New South Wales	M	680
Gregory Hills	Northern Territory	F	4
Gregory Hills	Queensland	F	6
Gregory Hills	Queensland	M	3
Gregory Hills	South Australia	F	4
Gregory Hills	South Australia	M	4
Gregory Hills	Victoria	F	3
Gregory Hills	Western Australia	M	4
Greigs Flat	(Same Address)	F	63
Greigs Flat	(Same Address)	M	63
Greigs Flat	New South Wales	F	4
Greigs Flat	New South Wales	M	7
Grenfell	(Overseas)	F	11
Grenfell	(Overseas)	M	4
Grenfell	(Same Address)	F	1042
Grenfell	(Same Address)	M	1030
Grenfell	(Same SA2)	F	71
Grenfell	(Same SA2)	M	71
Grenfell	Australian Capital Territory	F	4
Grenfell	Australian Capital Territory	M	3
Grenfell	New South Wales	F	51
Grenfell	New South Wales	M	50
Grenfell	Queensland	F	3
Grenfell	Queensland	M	3
Gresford	(Same Address)	F	84
Gresford	(Same Address)	M	111
Gresford	(Same SA2)	F	4
Gresford	(Same SA2)	M	3
Gresford	New South Wales	F	11
Gresford	New South Wales	M	6
Greta (NSW)	(Overseas)	F	5
Greta (NSW)	(Same Address)	F	1072
Greta (NSW)	(Same Address)	M	1151
Greta (NSW)	(Same SA2)	F	54
Greta (NSW)	(Same SA2)	M	49
Greta (NSW)	New South Wales	F	132
Greta (NSW)	New South Wales	M	123
Greta (NSW)	Queensland	F	7
Greta (NSW)	Queensland	M	10
Greta (NSW)	Victoria	F	3
Greta (NSW)	Western Australia	F	4
Greta (NSW)	Western Australia	M	6
Greta Main	(Same Address)	F	22
Greta Main	(Same Address)	M	27
Greta Main	New South Wales	M	4
Grevillia	(Same Address)	F	29
Grevillia	(Same Address)	M	39
Grevillia	New South Wales	M	5
Greystanes	(Overseas)	F	96
Greystanes	(Overseas)	M	75
Greystanes	(Same Address)	F	9711
Greystanes	(Same Address)	M	9357
Greystanes	(Same SA2)	F	230
Greystanes	(Same SA2)	M	231
Greystanes	New South Wales	F	686
Greystanes	New South Wales	M	667
Greystanes	Northern Territory	M	4
Greystanes	Queensland	F	9
Greystanes	Queensland	M	20
Greystanes	South Australia	M	3
Greystanes	Victoria	F	8
Greystanes	Victoria	M	15
Greystanes	Western Australia	M	9
Griffith (NSW)	(Overseas)	F	164
Griffith (NSW)	(Overseas)	M	170
Griffith (NSW)	(Same Address)	F	6748
Griffith (NSW)	(Same Address)	M	6546
Griffith (NSW)	(Same SA2)	F	690
Griffith (NSW)	(Same SA2)	M	620
Griffith (NSW)	Australian Capital Territory	F	9
Griffith (NSW)	Australian Capital Territory	M	5
Griffith (NSW)	New South Wales	F	331
Griffith (NSW)	New South Wales	M	356
Griffith (NSW)	Northern Territory	F	3
Griffith (NSW)	Queensland	F	40
Griffith (NSW)	Queensland	M	39
Griffith (NSW)	South Australia	F	12
Griffith (NSW)	South Australia	M	20
Griffith (NSW)	Tasmania	M	3
Griffith (NSW)	Victoria	F	45
Griffith (NSW)	Victoria	M	47
Griffith (NSW)	Western Australia	F	10
Griffith (NSW)	Western Australia	M	9
Grogan	(Same Address)	F	42
Grogan	(Same Address)	M	47
Grong Grong	(Same Address)	F	95
Grong Grong	(Same Address)	M	91
Grong Grong	(Same SA2)	F	3
Grong Grong	New South Wales	F	3
Grong Grong	New South Wales	M	11
Grose Vale	(Same Address)	F	535
Grose Vale	(Same Address)	M	555
Grose Vale	(Same SA2)	F	4
Grose Vale	(Same SA2)	M	4
Grose Vale	New South Wales	F	41
Grose Vale	New South Wales	M	40
Grose Wold	(Same Address)	F	261
Grose Wold	(Same Address)	M	266
Grose Wold	(Same SA2)	F	3
Grose Wold	(Same SA2)	M	3
Grose Wold	New South Wales	F	15
Grose Wold	New South Wales	M	19
Grosses Plain	(Same Address)	F	19
Grosses Plain	(Same Address)	M	15
Growee	(Same Address)	M	8
Guerilla Bay	(Same Address)	F	14
Guerilla Bay	(Same Address)	M	16
Guildford (NSW)	(Overseas)	F	219
Guildford (NSW)	(Overseas)	M	231
Guildford (NSW)	(Same Address)	F	8513
Guildford (NSW)	(Same Address)	M	8585
Guildford (NSW)	(Same SA2)	F	262
Guildford (NSW)	(Same SA2)	M	263
Guildford (NSW)	Australian Capital Territory	F	3
Guildford (NSW)	Australian Capital Territory	M	6
Guildford (NSW)	New South Wales	F	858
Guildford (NSW)	New South Wales	M	974
Guildford (NSW)	Northern Territory	M	3
Guildford (NSW)	Queensland	F	23
Guildford (NSW)	Queensland	M	33
Guildford (NSW)	South Australia	F	3
Guildford (NSW)	South Australia	M	3
Guildford (NSW)	Victoria	F	11
Guildford (NSW)	Victoria	M	20
Guildford (NSW)	Western Australia	F	9
Guildford (NSW)	Western Australia	M	7
Guildford West	(Overseas)	F	25
Guildford West	(Overseas)	M	25
Guildford West	(Same Address)	F	2011
Guildford West	(Same Address)	M	1964
Guildford West	(Same SA2)	F	65
Guildford West	(Same SA2)	M	54
Guildford West	New South Wales	F	166
Guildford West	New South Wales	M	167
Guildford West	South Australia	F	3
Guildford West	Victoria	F	12
Guildford West	Victoria	M	10
Guildford West	Western Australia	F	3
Guildford West	Western Australia	M	5
Gulargambone	(Same Address)	F	204
Gulargambone	(Same Address)	M	212
Gulargambone	(Same SA2)	F	6
Gulargambone	(Same SA2)	M	8
Gulargambone	New South Wales	F	19
Gulargambone	New South Wales	M	15
Gulargambone	Victoria	F	3
Gulargambone	Victoria	M	3
Gulf Creek	(Same Address)	F	21
Gulf Creek	(Same Address)	M	11
Gulf Creek	New South Wales	F	4
Gulgong	(Overseas)	F	10
Gulgong	(Same Address)	F	936
Gulgong	(Same Address)	M	901
Gulgong	(Same SA2)	F	80
Gulgong	(Same SA2)	M	94
Gulgong	New South Wales	F	70
Gulgong	New South Wales	M	61
Gulgong	Queensland	F	4
Gulgong	Western Australia	M	3
Gulmarrad	(Same Address)	F	674
Gulmarrad	(Same Address)	M	662
Gulmarrad	(Same SA2)	F	53
Gulmarrad	(Same SA2)	M	57
Gulmarrad	New South Wales	F	38
Gulmarrad	New South Wales	M	30
Gulmarrad	Queensland	F	27
Gulmarrad	Queensland	M	30
Gulmarrad	South Australia	F	3
Gulmarrad	Victoria	F	4
Gulmarrad	Victoria	M	3
Gum Flat	(Same Address)	F	73
Gum Flat	(Same Address)	M	86
Gum Flat	New South Wales	M	3
Gum Flat	Queensland	F	9
Gum Flat	Queensland	M	6
Gum Scrub	(Same Address)	F	39
Gum Scrub	(Same Address)	M	49
Gum Scrub	(Same SA2)	F	3
Gum Scrub	(Same SA2)	M	3
