SSC_NAME16	CountryOfBirth	persons
Arrawarra Headland	CAN	3
Arrawarra Headland	CHN	3
Arrawarra Headland	DEU	4
Arrawarra Headland	GBR	15
Arrawarra Headland	IRL	5
Arrawarra Headland	KOR	7
Arrawarra Headland	NZL	11
Arrawarra Headland	PHL	9
Arrawarra Headland	THA	4
Arrawarra Headland	TWN	8
Arrawarra Headland	USA	6
Artarmon		898
Artarmon	AFG	6
Artarmon	AUS	4430
Artarmon	BGD	15
Artarmon	BIH	4
Artarmon	CAN	27
Artarmon	CHL	9
Artarmon	CHN	930
Artarmon	DEU	26
Artarmon	EGY	15
Artarmon	FJI	21
Artarmon	FRA	25
Artarmon	GBR	340
Artarmon	GRC	3
Artarmon	HKG	278
Artarmon	HRV	20
Artarmon	IDN	68
Artarmon	IND	456
Artarmon	IRL	43
Artarmon	IRN	83
Artarmon	IRQ	3
Artarmon	ITA	35
Artarmon	JPN	230
Artarmon	KOR	212
Artarmon	LBN	23
Artarmon	LKA	26
Artarmon	MKD	5
Artarmon	MLT	8
Artarmon	MMR	5
Artarmon	MUS	5
Artarmon	MYS	133
Artarmon	NLD	15
Artarmon	NPL	205
Artarmon	NZL	188
Artarmon	PAK	33
Artarmon	PHL	155
Artarmon	PNG	25
Artarmon	POL	36
Artarmon	SGP	70
Artarmon	THA	121
Artarmon	TUR	15
Artarmon	TWN	76
Artarmon	USA	65
Artarmon	VNM	64
Artarmon	ZAF	65
Artarmon	ZWE	16
Arthurville		3
Arthurville	AUS	32
Arumpo		8
Arumpo	AUS	24
Arumpo	GBR	3
Ashbury		305
Ashbury	AUS	2175
Ashbury	BIH	3
Ashbury	CAN	4
Ashbury	CHL	6
Ashbury	CHN	92
Ashbury	DEU	4
Ashbury	EGY	13
Ashbury	FJI	6
Ashbury	FRA	9
Ashbury	GBR	79
Ashbury	GRC	82
Ashbury	HKG	8
Ashbury	HRV	8
Ashbury	IDN	6
Ashbury	IND	34
Ashbury	IRL	24
Ashbury	IRN	4
Ashbury	IRQ	3
Ashbury	ITA	192
Ashbury	JPN	6
Ashbury	KOR	7
Ashbury	LBN	91
Ashbury	MLT	11
Ashbury	MMR	4
Ashbury	MUS	10
Ashbury	MYS	9
Ashbury	NLD	3
Ashbury	NZL	38
Ashbury	PAK	5
Ashbury	PHL	23
Ashbury	PNG	3
Ashbury	POL	17
Ashbury	SGP	3
Ashbury	THA	3
Ashbury	TUR	7
Ashbury	TWN	3
Ashbury	USA	3
Ashbury	VNM	12
Ashbury	ZAF	13
Ashby (NSW)		32
Ashby (NSW)	AUS	252
Ashby (NSW)	DEU	3
Ashby (NSW)	GBR	23
Ashby (NSW)	NLD	3
Ashby (NSW)	NZL	3
Ashby Heights		20
Ashby Heights	AUS	190
Ashby Heights	DEU	3
Ashby Heights	GBR	10
Ashby Heights	NZL	4
Ashby Island		4
Ashby Island	AUS	8
Ashcroft		673
Ashcroft	AUS	1905
Ashcroft	BGD	3
Ashcroft	BIH	9
Ashcroft	CAN	3
Ashcroft	CHL	5
Ashcroft	CHN	18
Ashcroft	DEU	8
Ashcroft	EGY	8
Ashcroft	FJI	74
Ashcroft	GBR	37
Ashcroft	GRC	9
Ashcroft	HRV	18
Ashcroft	IDN	12
Ashcroft	IND	9
Ashcroft	IRN	19
Ashcroft	IRQ	124
Ashcroft	ITA	8
Ashcroft	JPN	3
Ashcroft	KHM	28
Ashcroft	LBN	197
Ashcroft	MLT	4
Ashcroft	MUS	3
Ashcroft	MYS	12
Ashcroft	NLD	6
Ashcroft	NZL	85
Ashcroft	PAK	3
Ashcroft	PHL	32
Ashcroft	POL	6
Ashcroft	THA	8
Ashcroft	TUR	10
Ashcroft	USA	3
Ashcroft	VNM	250
Ashfield (NSW)		2567
Ashfield (NSW)	AFG	8
Ashfield (NSW)	AUS	9221
Ashfield (NSW)	BGD	159
Ashfield (NSW)	BIH	12
Ashfield (NSW)	CAN	44
Ashfield (NSW)	CHL	54
Ashfield (NSW)	CHN	3507
Ashfield (NSW)	DEU	64
Ashfield (NSW)	EGY	56
Ashfield (NSW)	FJI	76
Ashfield (NSW)	FRA	41
Ashfield (NSW)	GBR	537
Ashfield (NSW)	GRC	200
Ashfield (NSW)	HKG	282
Ashfield (NSW)	HRV	51
Ashfield (NSW)	IDN	196
Ashfield (NSW)	IND	1205
Ashfield (NSW)	IRL	110
Ashfield (NSW)	IRN	56
Ashfield (NSW)	IRQ	13
Ashfield (NSW)	ITA	419
Ashfield (NSW)	JPN	103
Ashfield (NSW)	KHM	19
Ashfield (NSW)	KOR	272
Ashfield (NSW)	LBN	157
Ashfield (NSW)	LKA	66
Ashfield (NSW)	MKD	3
Ashfield (NSW)	MLT	23
Ashfield (NSW)	MMR	41
Ashfield (NSW)	MUS	46
Ashfield (NSW)	MYS	232
Ashfield (NSW)	NLD	30
Ashfield (NSW)	NPL	1656
Ashfield (NSW)	NZL	328
Ashfield (NSW)	PAK	35
Ashfield (NSW)	PHL	624
Ashfield (NSW)	PNG	37
Ashfield (NSW)	POL	145
Ashfield (NSW)	SGP	75
Ashfield (NSW)	THA	425
Ashfield (NSW)	TUR	59
Ashfield (NSW)	TWN	127
Ashfield (NSW)	USA	89
Ashfield (NSW)	VNM	293
Ashfield (NSW)	ZAF	66
Ashfield (NSW)	ZWE	15
Ashford (NSW)		90
Ashford (NSW)	AUS	523
Ashford (NSW)	DEU	7
Ashford (NSW)	GBR	9
Ashford (NSW)	IND	3
Ashford (NSW)	ITA	4
Ashford (NSW)	NLD	3
Ashford (NSW)	NZL	4
Ashford (NSW)	POL	5
Ashford (NSW)	ZAF	3
Ashley		31
Ashley	AUS	318
Ashley	IRL	4
Ashley	NZL	5
Ashmont		426
Ashmont	AFG	10
Ashmont	AUS	3240
Ashmont	CHL	3
Ashmont	DEU	4
Ashmont	FRA	3
Ashmont	GBR	38
Ashmont	IDN	3
Ashmont	IND	3
Ashmont	KOR	3
Ashmont	MMR	11
Ashmont	NLD	10
Ashmont	NZL	28
Ashmont	PHL	19
Ashmont	PNG	3
Ashmont	ZAF	3
Ashmont	ZWE	9
Ashtonfield		283
Ashtonfield	AUS	3917
Ashtonfield	CAN	3
Ashtonfield	CHL	3
Ashtonfield	CHN	31
Ashtonfield	DEU	12
Ashtonfield	EGY	5
Ashtonfield	GBR	109
Ashtonfield	HKG	6
Ashtonfield	IDN	4
Ashtonfield	IND	55
Ashtonfield	IRL	3
Ashtonfield	IRN	3
Ashtonfield	IRQ	6
Ashtonfield	ITA	3
Ashtonfield	KOR	5
Ashtonfield	LBN	3
Ashtonfield	LKA	3
Ashtonfield	MLT	4
Ashtonfield	MYS	20
Ashtonfield	NLD	8
Ashtonfield	NZL	60
Ashtonfield	PAK	25
Ashtonfield	PHL	23
Ashtonfield	POL	6
Ashtonfield	SGP	3
Ashtonfield	THA	3
Ashtonfield	TUR	3
Ashtonfield	USA	3
Ashtonfield	VNM	10
Ashtonfield	ZAF	21
Ashtonfield	ZWE	3
Asquith		225
Asquith	AFG	3
Asquith	AUS	2126
Asquith	BGD	3
Asquith	CAN	8
Asquith	CHL	12
Asquith	CHN	158
Asquith	DEU	7
Asquith	FJI	7
Asquith	FRA	9
Asquith	GBR	150
Asquith	HKG	43
Asquith	HRV	3
Asquith	IND	122
Asquith	IRL	9
Asquith	IRN	22
Asquith	ITA	29
Asquith	JPN	23
Asquith	KOR	43
Asquith	LBN	11
Asquith	LKA	36
Asquith	MUS	4
Asquith	MYS	30
Asquith	NLD	3
Asquith	NPL	23
Asquith	NZL	69
Asquith	PAK	3
Asquith	PHL	75
Asquith	PNG	3
Asquith	POL	8
Asquith	SGP	8
Asquith	THA	7
Asquith	TWN	13
Asquith	USA	8
Asquith	VNM	28
Asquith	ZAF	24
Asquith	ZWE	11
Atholwood		3
Atholwood	AUS	65
Atholwood	GBR	3
Atholwood	ZAF	4
Attunga		50
Attunga	AUS	503
Attunga	DEU	3
Attunga	GBR	4
Attunga	USA	3
Auburn (NSW)		3867
Auburn (NSW)	AFG	2272
Auburn (NSW)	AUS	11028
Auburn (NSW)	BGD	307
Auburn (NSW)	BIH	94
Auburn (NSW)	CAN	20
Auburn (NSW)	CHL	33
Auburn (NSW)	CHN	4726
Auburn (NSW)	DEU	45
Auburn (NSW)	EGY	144
Auburn (NSW)	FJI	166
Auburn (NSW)	FRA	5
Auburn (NSW)	GBR	121
Auburn (NSW)	GRC	76
Auburn (NSW)	HKG	235
Auburn (NSW)	HRV	57
Auburn (NSW)	IDN	150
Auburn (NSW)	IND	1858
Auburn (NSW)	IRL	10
Auburn (NSW)	IRN	282
Auburn (NSW)	IRQ	665
Auburn (NSW)	ITA	153
Auburn (NSW)	JPN	16
Auburn (NSW)	KHM	53
Auburn (NSW)	KOR	361
Auburn (NSW)	LBN	1225
Auburn (NSW)	LKA	713
Auburn (NSW)	MKD	16
Auburn (NSW)	MLT	43
Auburn (NSW)	MMR	186
Auburn (NSW)	MUS	21
Auburn (NSW)	MYS	189
Auburn (NSW)	NLD	4
Auburn (NSW)	NPL	2426
Auburn (NSW)	NZL	215
Auburn (NSW)	PAK	2072
Auburn (NSW)	PHL	475
Auburn (NSW)	PNG	5
Auburn (NSW)	POL	31
Auburn (NSW)	SGP	29
Auburn (NSW)	THA	123
Auburn (NSW)	TUR	1688
Auburn (NSW)	TWN	345
Auburn (NSW)	USA	21
Auburn (NSW)	VNM	770
Auburn (NSW)	ZAF	26
Auburn (NSW)	ZWE	10
Auburn Vale		11
Auburn Vale	AUS	111
Austinmer		188
Austinmer	AUS	2024
Austinmer	CAN	6
Austinmer	CHN	5
Austinmer	DEU	17
Austinmer	FJI	4
Austinmer	GBR	170
Austinmer	IND	4
Austinmer	IRL	15
Austinmer	ITA	6
Austinmer	KOR	3
Austinmer	MYS	5
Austinmer	NLD	11
Austinmer	NZL	42
Austinmer	PHL	3
Austinmer	PNG	3
Austinmer	POL	3
Austinmer	SGP	4
Austinmer	USA	17
Austinmer	ZAF	20
Austral		455
Austral	AUS	1819
Austral	BIH	10
Austral	CHL	3
Austral	CHN	46
Austral	DEU	11
Austral	EGY	3
Austral	FJI	20
Austral	FRA	3
Austral	GBR	31
Austral	GRC	3
Austral	HRV	40
Austral	IND	15
Austral	IRQ	25
Austral	ITA	305
Austral	KHM	6
Austral	KOR	5
Austral	LBN	65
Austral	MKD	11
Austral	MLT	72
Austral	NLD	3
Austral	NZL	11
Austral	PHL	12
Austral	POL	3
Austral	THA	4
Austral	TUR	7
Austral	TWN	5
Austral	USA	4
Austral	VNM	25
Austral Eden		16
Austral Eden	AUS	125
Austral Eden	CAN	3
Avalon Beach		702
Avalon Beach	AUS	7241
Avalon Beach	CAN	43
Avalon Beach	CHL	7
Avalon Beach	CHN	32
Avalon Beach	DEU	72
Avalon Beach	EGY	4
Avalon Beach	FJI	4
Avalon Beach	FRA	39
Avalon Beach	GBR	1056
Avalon Beach	HKG	12
Avalon Beach	HRV	8
Avalon Beach	IDN	14
Avalon Beach	IND	10
Avalon Beach	IRL	39
Avalon Beach	IRN	4
Avalon Beach	ITA	31
Avalon Beach	JPN	7
Avalon Beach	KHM	7
Avalon Beach	KOR	3
Avalon Beach	LBN	4
Avalon Beach	LKA	4
Avalon Beach	MMR	3
Avalon Beach	MYS	22
Avalon Beach	NLD	49
Avalon Beach	NPL	3
Avalon Beach	NZL	193
Avalon Beach	PHL	14
Avalon Beach	PNG	17
Avalon Beach	POL	6
Avalon Beach	SGP	21
Avalon Beach	THA	12
Avalon Beach	TUR	4
Avalon Beach	USA	107
Avalon Beach	VNM	3
Avalon Beach	ZAF	83
Avalon Beach	ZWE	13
Avisford		3
Avisford	AUS	24
Avoca (NSW)		6
Avoca (NSW)	AUS	181
Avoca (NSW)	GBR	7
Avoca Beach		279
Avoca Beach	AUS	3509
Avoca Beach	CAN	31
Avoca Beach	CHN	3
Avoca Beach	DEU	16
Avoca Beach	FJI	3
Avoca Beach	FRA	6
Avoca Beach	GBR	462
Avoca Beach	GRC	9
Avoca Beach	HKG	3
Avoca Beach	HRV	3
Avoca Beach	IDN	3
Avoca Beach	IND	7
Avoca Beach	IRL	43
Avoca Beach	ITA	6
Avoca Beach	JPN	8
Avoca Beach	KOR	3
Avoca Beach	MLT	6
Avoca Beach	NLD	19
Avoca Beach	NZL	71
Avoca Beach	PAK	3
Avoca Beach	PHL	4
Avoca Beach	PNG	6
Avoca Beach	POL	5
Avoca Beach	SGP	10
Avoca Beach	THA	4
Avoca Beach	TWN	3
Avoca Beach	USA	30
Avoca Beach	ZAF	51
Avoca Beach	ZWE	3
Avondale (NSW)		128
Avondale (NSW)	AUS	1292
Avondale (NSW)	CHL	6
Avondale (NSW)	DEU	8
Avondale (NSW)	GBR	134
Avondale (NSW)	HRV	5
Avondale (NSW)	IND	6
Avondale (NSW)	ITA	13
Avondale (NSW)	KOR	3
Avondale (NSW)	LKA	3
Avondale (NSW)	MKD	10
Avondale (NSW)	MYS	3
Avondale (NSW)	NLD	4
Avondale (NSW)	NZL	16
Avondale (NSW)	PHL	11
Avondale (NSW)	POL	3
Avondale (NSW)	TUR	3
Avonside		14
Avonside	AUS	93
Avonside	GBR	11
Avonside	ZAF	3
Awaba		18
Awaba	AUS	353
Awaba	DEU	4
Awaba	GBR	16
Awaba	NZL	5
Awaba	THA	4
Awaba	USA	9
Aylmerton		9
Aylmerton	AUS	160
Aylmerton	DEU	3
Aylmerton	GBR	9
Aylmerton	ITA	3
Baan Baa		28
Baan Baa	AUS	126
Babyl Creek	AUS	9
Back Creek (Bland - NSW)		12
Back Creek (Bland - NSW)	AUS	42
Back Creek (Gwydir - NSW)		5
Back Creek (Gwydir - NSW)	AUS	9
Back Creek (Mid-Coast - NSW)	AUS	17
Back Creek (Queanbeyan-Palerang Regional - NSW)		3
Back Creek (Queanbeyan-Palerang Regional - NSW)	AUS	5
Back Creek (Tenterfield - NSW)	AUS	14
Back Creek (Tweed - NSW)	AUS	10
Back Forest		9
Back Forest	AUS	65
Back Forest	GBR	3
Backmede		22
Backmede	AUS	123
Backmede	DEU	3
Backmede	GBR	7
Backmede	NZL	3
Backwater	AUS	11
Backwater	NZL	3
Badgerys Creek		15
Badgerys Creek	AUS	146
Badgerys Creek	CHN	22
Badgerys Creek	GBR	3
Badgerys Creek	ITA	10
Badgerys Creek	LBN	3
Badgerys Creek	MLT	8
Badgerys Creek	NZL	3
Badgerys Creek	PHL	4
Baerami		16
Baerami	AUS	52
Baerami	GBR	4
Baerami Creek		22
Baerami Creek	AUS	30
Bagnoo	AUS	44
Bago		5
Bago	AUS	30
Bagotville		5
Bagotville	AUS	34
Bagotville	GBR	3
Bakers Creek (Mid-Coast - NSW)	AUS	28
Bakers Creek (Mid-Coast - NSW)	ZAF	3
Bakers Creek (Nambucca - NSW)		7
Bakers Creek (Nambucca - NSW)	AUS	7
Bakers Creek (Uralla - NSW)		3
Bakers Creek (Uralla - NSW)	AUS	10
Bakers Swamp		8
Bakers Swamp	AUS	31
Balaclava (NSW)		81
Balaclava (NSW)	AUS	352
Balaclava (NSW)	CAN	3
Balaclava (NSW)	GBR	26
Balaclava (NSW)	HRV	3
Balaclava (NSW)	NZL	10
Balaclava (NSW)	TWN	12
Balaclava (NSW)	USA	3
Balaclava (NSW)	VNM	3
Balala		32
Balala	AUS	93
Balala	GBR	8
Balala	NZL	5
Balala	ZAF	3
Balcolyn		62
Balcolyn	AUS	803
Balcolyn	CHL	6
Balcolyn	DEU	3
Balcolyn	GBR	31
Balcolyn	JPN	3
Balcolyn	KOR	3
Balcolyn	NLD	8
Balcolyn	NZL	20
Balcolyn	PHL	3
Balcolyn	PNG	3
Balcolyn	USA	5
Balcolyn	ZAF	5
Bald Blair		8
Bald Blair	AUS	37
Bald Blair	GBR	3
Bald Hills (NSW)		9
Bald Hills (NSW)	AUS	226
Bald Hills (NSW)	CAN	4
Bald Hills (NSW)	GBR	7
Bald Nob	AUS	9
Bald Ridge	AUS	4
Baldersleigh		8
Baldersleigh	AUS	39
Baldry		5
Baldry	AUS	88
Balfours Peak	AUS	29
Balfours Peak	NZL	4
Balgowlah		759
Balgowlah	AFG	5
Balgowlah	AUS	5022
Balgowlah	BGD	10
Balgowlah	CAN	42
Balgowlah	CHL	15
Balgowlah	CHN	72
Balgowlah	DEU	52
Balgowlah	EGY	10
Balgowlah	FJI	17
Balgowlah	FRA	37
Balgowlah	GBR	872
Balgowlah	GRC	20
Balgowlah	HKG	25
Balgowlah	HRV	11
Balgowlah	IDN	10
Balgowlah	IND	55
Balgowlah	IRL	62
Balgowlah	IRN	15
Balgowlah	IRQ	5
Balgowlah	ITA	41
Balgowlah	JPN	41
Balgowlah	KHM	3
Balgowlah	KOR	25
Balgowlah	LBN	4
Balgowlah	LKA	10
Balgowlah	MKD	3
Balgowlah	MYS	13
Balgowlah	NLD	31
Balgowlah	NPL	31
Balgowlah	NZL	238
Balgowlah	PHL	44
Balgowlah	PNG	9
Balgowlah	POL	12
Balgowlah	SGP	27
Balgowlah	THA	22
Balgowlah	TUR	10
Balgowlah	TWN	12
Balgowlah	USA	93
Balgowlah	VNM	20
Balgowlah	ZAF	143
Balgowlah	ZWE	15
Balgowlah Heights		212
Balgowlah Heights	AUS	2235
Balgowlah Heights	BIH	3
Balgowlah Heights	CAN	20
Balgowlah Heights	CHL	8
Balgowlah Heights	CHN	17
Balgowlah Heights	DEU	23
Balgowlah Heights	EGY	6
Balgowlah Heights	FJI	4
Balgowlah Heights	FRA	5
Balgowlah Heights	GBR	396
Balgowlah Heights	GRC	18
Balgowlah Heights	HKG	18
Balgowlah Heights	HRV	5
Balgowlah Heights	IDN	11
Balgowlah Heights	IND	3
Balgowlah Heights	IRL	21
Balgowlah Heights	IRN	3
Balgowlah Heights	ITA	14
Balgowlah Heights	JPN	14
Balgowlah Heights	KOR	5
Balgowlah Heights	MKD	4
Balgowlah Heights	MYS	9
Balgowlah Heights	NLD	7
Balgowlah Heights	NZL	86
Balgowlah Heights	PHL	6
Balgowlah Heights	PNG	3
Balgowlah Heights	SGP	13
Balgowlah Heights	TWN	15
Balgowlah Heights	USA	59
Balgowlah Heights	ZAF	92
Balgowlah Heights	ZWE	8
Balgownie		378
Balgownie	AUS	4128
Balgownie	BIH	9
Balgownie	CAN	16
Balgownie	CHL	19
Balgownie	CHN	60
Balgownie	DEU	33
Balgownie	EGY	3
Balgownie	FJI	3
Balgownie	GBR	266
Balgownie	GRC	14
Balgownie	HKG	5
Balgownie	HRV	11
Balgownie	IDN	3
Balgownie	IND	26
Balgownie	IRL	13
Balgownie	IRN	12
Balgownie	IRQ	6
Balgownie	ITA	198
Balgownie	JPN	3
Balgownie	KOR	3
Balgownie	LBN	23
Balgownie	LKA	11
Balgownie	MKD	35
Balgownie	MLT	3
Balgownie	MMR	11
Balgownie	MYS	11
Balgownie	NLD	26
Balgownie	NZL	44
Balgownie	PAK	8
Balgownie	PHL	13
Balgownie	POL	7
Balgownie	SGP	3
Balgownie	THA	17
Balgownie	TUR	46
Balgownie	USA	17
Balgownie	VNM	11
Balgownie	ZAF	20
Balgownie	ZWE	16
Balickera	AUS	21
Balladoran		10
Balladoran	AUS	96
Ballalaba	AUS	19
Balldale		34
Balldale	AUS	121
Balldale	GBR	3
Balldale	PHL	3
Ballengarra		14
Ballengarra	AUS	78
Ballimore		35
Ballimore	AUS	154
Ballimore	DEU	3
Ballimore	NZL	3
Ballina		958
Ballina	AUS	6808
Ballina	BGD	3
Ballina	CAN	21
Ballina	CHL	7
Ballina	CHN	23
Ballina	DEU	21
Ballina	FJI	25
Ballina	FRA	6
Ballina	GBR	320
Ballina	GRC	4
Ballina	HKG	9
Ballina	HRV	3
Ballina	IDN	3
Ballina	IND	47
Ballina	IRL	10
Ballina	ITA	25
Ballina	JPN	10
Ballina	KHM	3
Ballina	KOR	9
Ballina	LKA	3
Ballina	MLT	9
Ballina	MYS	11
Ballina	NLD	30
Ballina	NPL	4
Ballina	NZL	138
Ballina	PHL	42
Ballina	PNG	4
Ballina	POL	3
Ballina	SGP	5
Ballina	THA	23
Ballina	TWN	7
Ballina	USA	24
Ballina	VNM	3
Ballina	ZAF	19
Ballina	ZWE	4
Ballyroe	AUS	3
Balmain		1244
Balmain	AUS	6448
Balmain	BGD	8
Balmain	BIH	4
Balmain	CAN	44
Balmain	CHL	4
Balmain	CHN	87
Balmain	DEU	69
Balmain	EGY	11
Balmain	FJI	14
Balmain	FRA	31
Balmain	GBR	1083
Balmain	GRC	37
Balmain	HKG	20
Balmain	HRV	3
Balmain	IDN	11
Balmain	IND	65
Balmain	IRL	158
Balmain	IRN	17
Balmain	IRQ	10
Balmain	ITA	76
Balmain	JPN	32
Balmain	KOR	24
Balmain	LBN	12
Balmain	LKA	25
Balmain	MKD	10
Balmain	MLT	12
Balmain	MUS	6
Balmain	MYS	44
Balmain	NLD	40
Balmain	NPL	4
Balmain	NZL	346
Balmain	PHL	56
Balmain	PNG	12
Balmain	POL	18
Balmain	SGP	22
Balmain	THA	32
Balmain	TUR	14
Balmain	TWN	17
Balmain	USA	152
Balmain	VNM	46
Balmain	ZAF	71
Balmain	ZWE	13
Balmain East		241
Balmain East	AUS	1213
Balmain East	CAN	9
Balmain East	CHL	5
Balmain East	CHN	15
Balmain East	DEU	19
Balmain East	EGY	3
Balmain East	FRA	10
Balmain East	GBR	189
Balmain East	HKG	7
Balmain East	IND	11
Balmain East	IRL	20
Balmain East	IRN	8
Balmain East	IRQ	3
Balmain East	ITA	7
Balmain East	JPN	3
Balmain East	LBN	9
Balmain East	MYS	5
Balmain East	NLD	4
Balmain East	NZL	61
Balmain East	PHL	10
Balmain East	POL	9
Balmain East	SGP	5
Balmain East	THA	3
Balmain East	TUR	4
Balmain East	TWN	3
Balmain East	USA	21
Balmain East	VNM	3
Balmain East	ZAF	20
Balmain East	ZWE	3
Balmoral (Lake Macquarie - NSW)		23
Balmoral (Lake Macquarie - NSW)	AUS	635
Balmoral (Lake Macquarie - NSW)	DEU	10
Balmoral (Lake Macquarie - NSW)	GBR	26
Balmoral (Lake Macquarie - NSW)	KHM	3
Balmoral (Lake Macquarie - NSW)	NZL	3
Balmoral (Lake Macquarie - NSW)	PNG	3
Balmoral (Lake Macquarie - NSW)	SGP	3
Balmoral (Wingecarribee - NSW)		27
Balmoral (Wingecarribee - NSW)	AUS	341
Balmoral (Wingecarribee - NSW)	CHN	3
Balmoral (Wingecarribee - NSW)	GBR	33
Balmoral (Wingecarribee - NSW)	IND	4
Balmoral (Wingecarribee - NSW)	NLD	4
Balmoral (Wingecarribee - NSW)	NZL	4
Balranald		138
Balranald	AUS	1153
Balranald	CHN	4
Balranald	FJI	7
Balranald	GBR	12
Balranald	IND	7
Balranald	IRL	5
Balranald	ITA	9
Balranald	MUS	3
Balranald	NPL	3
Balranald	NZL	4
Bamarang		3
Bamarang	AUS	20
Bandon Grove		12
Bandon Grove	AUS	102
Bandon Grove	GBR	3
Bangadang	AUS	11
Bangalee (NSW)		33
Bangalee (NSW)	AUS	549
Bangalee (NSW)	CHN	3
Bangalee (NSW)	DEU	3
Bangalee (NSW)	GBR	38
Bangalee (NSW)	IND	3
Bangalee (NSW)	ITA	6
Bangalee (NSW)	NLD	4
Bangalee (NSW)	NZL	8
Bangalee (NSW)	POL	3
Bangalow		231
Bangalow	AUS	1486
Bangalow	CAN	9
Bangalow	CHL	3
Bangalow	DEU	18
Bangalow	GBR	118
Bangalow	HKG	4
Bangalow	IND	6
Bangalow	IRL	3
Bangalow	ITA	3
Bangalow	JPN	5
Bangalow	KOR	3
Bangalow	LKA	3
Bangalow	MYS	6
Bangalow	NLD	4
Bangalow	NZL	59
Bangalow	PHL	7
Bangalow	PNG	3
Bangalow	SGP	3
Bangalow	THA	3
Bangalow	USA	17
Bangalow	ZAF	18
Bangalow	ZWE	3
Bangheet		5
Bangheet	AUS	36
Bango		6
Bango	AUS	81
Bango	GBR	3
Bango	NZL	3
Bangor (NSW)		270
Bangor (NSW)	AUS	4499
Bangor (NSW)	BGD	3
Bangor (NSW)	BIH	9
Bangor (NSW)	CAN	12
Bangor (NSW)	CHL	3
Bangor (NSW)	CHN	44
Bangor (NSW)	DEU	25
Bangor (NSW)	EGY	22
Bangor (NSW)	FJI	8
Bangor (NSW)	FRA	6
Bangor (NSW)	GBR	259
Bangor (NSW)	GRC	22
Bangor (NSW)	HKG	21
Bangor (NSW)	HRV	6
Bangor (NSW)	IDN	3
Bangor (NSW)	IND	30
Bangor (NSW)	IRL	18
Bangor (NSW)	IRN	3
Bangor (NSW)	IRQ	3
Bangor (NSW)	ITA	36
Bangor (NSW)	JPN	3
Bangor (NSW)	LBN	10
Bangor (NSW)	LKA	4
Bangor (NSW)	MKD	9
Bangor (NSW)	MLT	10
Bangor (NSW)	MUS	4
Bangor (NSW)	MYS	17
Bangor (NSW)	NLD	15
Bangor (NSW)	NPL	4
Bangor (NSW)	NZL	61
Bangor (NSW)	PHL	16
Bangor (NSW)	POL	7
Bangor (NSW)	THA	3
Bangor (NSW)	TUR	3
Bangor (NSW)	TWN	4
Bangor (NSW)	USA	23
Bangor (NSW)	VNM	8
Bangor (NSW)	ZAF	59
Bangor (NSW)	ZWE	3
Banksia		379
Banksia	AUS	1691
Banksia	BGD	70
Banksia	CAN	6
Banksia	CHL	14
Banksia	CHN	155
Banksia	DEU	7
Banksia	EGY	19
Banksia	FJI	31
Banksia	FRA	3
Banksia	GBR	50
Banksia	GRC	66
Banksia	HKG	36
Banksia	HRV	8
Banksia	IDN	49
Banksia	IND	19
Banksia	IRL	9
Banksia	ITA	42
Banksia	JPN	15
Banksia	KHM	3
Banksia	KOR	9
Banksia	LBN	76
Banksia	MKD	237
Banksia	MLT	21
Banksia	MMR	6
Banksia	MUS	5
Banksia	MYS	13
Banksia	NLD	5
Banksia	NPL	79
Banksia	NZL	46
Banksia	PAK	8
Banksia	PHL	83
Banksia	POL	3
Banksia	SGP	5
Banksia	THA	54
Banksia	TUR	7
Banksia	USA	9
Banksia	VNM	47
Banksia	ZAF	3
Banksia	ZWE	3
Banksmeadow	AUS	16
Bankstown		4949
Bankstown	AFG	55
Bankstown	AUS	11918
Bankstown	BGD	659
Bankstown	BIH	69
Bankstown	CAN	11
Bankstown	CHL	33
Bankstown	CHN	1688
Bankstown	DEU	51
Bankstown	EGY	463
Bankstown	FJI	227
Bankstown	FRA	14
Bankstown	GBR	115
Bankstown	GRC	415
Bankstown	HKG	131
Bankstown	HRV	44
Bankstown	IDN	315
Bankstown	IND	502
Bankstown	IRL	11
Bankstown	IRN	120
Bankstown	IRQ	337
Bankstown	ITA	192
Bankstown	JPN	21
Bankstown	KHM	61
Bankstown	KOR	163
Bankstown	LBN	1991
Bankstown	LKA	43
Bankstown	MKD	422
Bankstown	MLT	34
Bankstown	MMR	62
Bankstown	MUS	46
Bankstown	MYS	126
Bankstown	NLD	5
Bankstown	NPL	87
Bankstown	NZL	367
Bankstown	PAK	983
Bankstown	PHL	400
Bankstown	PNG	6
Bankstown	POL	104
Bankstown	SGP	36
Bankstown	THA	103
Bankstown	TUR	59
Bankstown	TWN	64
Bankstown	USA	40
Bankstown	VNM	4516
Bankstown	ZAF	39
Bankstown	ZWE	27
Bannaby	AUS	26
Bannister (NSW)		12
Bannister (NSW)	AUS	102
Banoon		3
Banoon	AUS	19
Banora Point		1060
Banora Point	AUS	12780
Banora Point	BIH	3
Banora Point	CAN	28
Banora Point	CHN	54
Banora Point	DEU	71
Banora Point	EGY	6
Banora Point	FJI	26
Banora Point	FRA	18
Banora Point	GBR	1027
Banora Point	GRC	4
Banora Point	HKG	9
Banora Point	HRV	3
Banora Point	IDN	11
Banora Point	IND	52
Banora Point	IRL	39
Banora Point	ITA	41
Banora Point	JPN	30
Banora Point	KOR	3
Banora Point	LBN	3
