SSC_NAME16	SameAddress1YearAgo	SameAddress5YearsAgo	persons
Pie Creek	1	0	825
Pierces Creek	0	1	33
Pierces Creek	1	0	55
Pikedale	0	1	15
Pikedale	1	0	15
Pikes Creek	0	1	16
Pikes Creek	1	0	20
Pile Gully	0	1	3
Pile Gully	1	0	3
Pilerwa	0	1	26
Pilerwa	1	0	36
Pilton	0	1	57
Pilton	1	0	77
Pimlico (Qld)	0	1	1035
Pimlico (Qld)	1	0	1711
Pimpama	0	1	1518
Pimpama	1	0	4745
Pimpimbudgee	0	1	48
Pimpimbudgee	1	0	59
Pin Gin Hill	0	1	111
Pin Gin Hill	1	0	144
Pinbarren	0	1	190
Pinbarren	1	0	256
Pindi Pindi	0	1	51
Pindi Pindi	1	0	84
Pine Creek (Qld)	0	1	146
Pine Creek (Qld)	1	0	198
Pine Mountain (Qld)	0	1	1034
Pine Mountain (Qld)	1	0	1382
Pinelands (Qld)	0	1	47
Pinelands (Qld)	1	0	63
Pinevale	0	1	32
Pinevale	1	0	46
Pinjarra Hills	0	1	311
Pinjarra Hills	1	0	479
Pink Lily	0	1	163
Pink Lily	1	0	187
Pinkenba	0	1	156
Pinkenba	1	0	233
Pinnacle (Qld)	0	1	154
Pinnacle (Qld)	1	0	179
Pinnacles	0	1	47
Pinnacles	1	0	60
Pioneer (Qld)	0	1	835
Pioneer (Qld)	1	0	1400
Pioneers Rest	0	1	42
Pioneers Rest	1	0	53
Pirrinuan	0	1	113
Pirrinuan	1	0	157
Pittsworth	0	1	1639
Pittsworth	1	0	2402
Piturie	0	1	14
Piturie	1	0	45
Placid Hills	0	1	544
Placid Hills	1	0	699
Plainby	0	1	32
Plainby	1	0	39
Plainland	0	1	784
Plainland	1	0	1197
Pleystowe	0	1	221
Pleystowe	1	0	320
Point Arkwright	0	1	112
Point Arkwright	1	0	187
Point Lookout	0	1	352
Point Lookout	1	0	514
Point Vernon	0	1	2653
Point Vernon	1	0	4173
Pomona (Qld)	0	1	1537
Pomona (Qld)	1	0	2275
Pony Hills	0	1	3
Pony Hills	1	0	5
Poona	0	1	249
Poona	1	0	362
Porcupine	0	1	28
Porcupine	1	0	43
Pormpuraaw	0	1	567
Pormpuraaw	1	0	679
Port Curtis	0	1	169
Port Curtis	1	0	235
Port Douglas	0	1	1000
Port Douglas	1	0	2015
Port Wine	0	1	11
Port Wine	1	0	22
Portsmith	0	1	62
Portsmith	1	0	107
Poruma Island	0	1	117
Poruma Island	1	0	135
Postmans Ridge	0	1	229
Postmans Ridge	1	0	327
Pozieres	0	1	99
Pozieres	1	0	133
Prairie (Qld)	0	1	86
Prairie (Qld)	1	0	124
Pratten	0	1	93
Pratten	1	0	157
Prawle	0	1	22
Prawle	1	0	31
Prenzlau	0	1	282
Prenzlau	1	0	338
Preston (Toowoomba - Qld)	0	1	276
Preston (Toowoomba - Qld)	1	0	483
Preston (Whitsunday - Qld)	0	1	179
Preston (Whitsunday - Qld)	1	0	242
Priestdale	0	1	91
Priestdale	1	0	128
Prince Henry Heights	0	1	268
Prince Henry Heights	1	0	446
Prince Of Wales	0	1	64
Prince Of Wales	1	0	61
Promisedland	0	1	18
Promisedland	1	0	23
Proserpine	0	1	1754
Proserpine	1	0	2677
Prospect (Qld)	0	1	180
Prospect (Qld)	1	0	257
Proston	0	1	208
Proston	1	0	308
Pullenvale	0	1	2004
Pullenvale	1	0	2684
Punchs Creek	0	1	36
Punchs Creek	1	0	38
Punsand	0	1	14
Punsand	1	0	21
Purga	0	1	349
Purga	1	0	472
Queenton	0	1	660
Queenton	1	0	941
Quilpie	0	1	267
Quilpie	1	0	478
Quinalow	0	1	100
Quinalow	1	0	134
Qunaba	0	1	441
Qunaba	1	0	646
Racecourse	0	1	77
Racecourse	1	0	125
Raceview	0	1	4136
Raceview	1	0	7254
Radford	0	1	20
Radford	1	0	23
Raglan (Qld)	0	1	73
Raglan (Qld)	1	0	113
Railway Estate	0	1	1259
Railway Estate	1	0	1942
Rainbow Beach	0	1	534
Rainbow Beach	1	0	844
Ramsay (Qld)	0	1	205
Ramsay (Qld)	1	0	285
Rangemore (Burdekin - Qld)	1	0	3
Rangemore (Toowoomba - Qld)	0	1	3
Rangemore (Toowoomba - Qld)	1	0	3
Ranges Bridge	0	1	72
Ranges Bridge	1	0	97
Rangeville	0	1	4101
Rangeville	1	0	6302
Rangewood	0	1	691
Rangewood	1	0	888
Ransome	0	1	249
Ransome	1	0	334
Rasmussen	0	1	1983
Rasmussen	1	0	3113
Rathdowney	0	1	192
Rathdowney	1	0	257
Ravensbourne	0	1	148
Ravensbourne	1	0	188
Ravenshoe	0	1	749
Ravenshoe	1	0	1009
Ravenswood (Qld)	0	1	156
Ravenswood (Qld)	1	0	205
Rawbelle	0	1	25
Rawbelle	1	0	41
Red Hill (Brisbane - Qld)	0	1	2080
Red Hill (Brisbane - Qld)	1	0	3590
Red Hill (Western Downs - Qld)	0	1	25
Red Hill (Western Downs - Qld)	1	0	33
Redbank (Qld)	0	1	744
Redbank (Qld)	1	0	1321
Redbank Creek	0	1	69
Redbank Creek	1	0	107
Redbank Plains	0	1	6609
Redbank Plains	1	0	13342
Redcliffe (Qld)	0	1	4384
Redcliffe (Qld)	1	0	7474
Redford	0	1	3
Redford	1	0	3
Redgate (Qld)	0	1	45
Redgate (Qld)	1	0	58
Redhill Farms	0	1	20
Redhill Farms	1	0	20
Redland Bay	0	1	6907
Redland Bay	1	0	11287
Redlynch	0	1	4072
Redlynch	1	0	7037
Redridge	0	1	380
Redridge	1	0	494
Redwood	0	1	99
Redwood	1	0	137
Reedy Creek (Qld)	0	1	2610
Reedy Creek (Qld)	1	0	4889
Reesville	0	1	311
Reesville	1	0	453
Regency Downs	0	1	1132
Regency Downs	1	0	1827
Regents Park (Qld)	0	1	5582
Regents Park (Qld)	1	0	8556
Reid River	0	1	66
Reid River	1	0	100
Reids Creek	0	1	39
Reids Creek	1	0	49
Retro	0	1	13
Retro	1	0	26
Rewan	0	1	7
Rewan	1	0	15
Rhydding	0	1	29
Rhydding	1	0	45
Richlands (Qld)	0	1	777
Richlands (Qld)	1	0	2095
Richmond (Mackay - Qld)	0	1	196
Richmond (Mackay - Qld)	1	0	382
Richmond (Richmond - Qld)	0	1	282
Richmond (Richmond - Qld)	1	0	462
Richmond Hill (Qld)	0	1	1078
Richmond Hill (Qld)	1	0	1852
Ridgelands	0	1	105
Ridgelands	1	0	140
Ridgewood (Qld)	0	1	174
Ridgewood (Qld)	1	0	237
Rifle Range	0	1	102
Rifle Range	1	0	157
Ringtail Creek	0	1	107
Ringtail Creek	1	0	159
Ringwood (Qld)	0	1	52
Ringwood (Qld)	1	0	58
Riordanvale	0	1	154
Riordanvale	1	0	257
Ripley	0	1	649
Ripley	1	0	881
Rita Island	0	1	123
Rita Island	1	0	147
River Heads	0	1	634
River Heads	1	0	1110
River Ranch	0	1	190
River Ranch	1	0	270
Riverhills	0	1	1967
Riverhills	1	0	3155
Riverleigh	0	1	34
Riverleigh	1	0	61
Riversleigh	0	1	16
Riversleigh	1	0	16
Riverton (Qld)	0	1	9
Riverton (Qld)	1	0	10
Riverview (Qld)	0	1	1428
Riverview (Qld)	1	0	2177
Roadvale	0	1	180
Roadvale	1	0	249
Robertson (Qld)	0	1	2154
Robertson (Qld)	1	0	3491
Robina	0	1	9309
Robina	1	0	16291
Roche Creek	0	1	35
Roche Creek	1	0	45
Rochedale	0	1	592
Rochedale	1	0	2091
Rochedale South	0	1	8273
Rochedale South	1	0	12404
Rockhampton City	0	1	756
Rockhampton City	1	0	1193
Rockingham (Qld)	0	1	81
Rockingham (Qld)	1	0	107
Rocklea (Qld)	0	1	550
Rocklea (Qld)	1	0	1042
Rockmount	0	1	57
Rockmount	1	0	61
Rocksberg	0	1	171
Rocksberg	1	0	247
Rockside	0	1	17
Rockside	1	0	32
Rockville	0	1	1550
Rockville	1	0	2410
Rocky Creek (Qld)	0	1	25
Rocky Creek (Qld)	1	0	29
Rocky Point (Douglas - Qld)	0	1	64
Rocky Point (Douglas - Qld)	1	0	95
Rocky Point (Weipa - Qld)	0	1	662
Rocky Point (Weipa - Qld)	1	0	1350
Rockyview	0	1	857
Rockyview	1	0	1316
Rodds Bay	0	1	77
Rodds Bay	1	0	98
Rodgers Creek	0	1	7
Rodgers Creek	1	0	7
Rolleston	0	1	165
Rolleston	1	0	242
Rollingstone	0	1	58
Rollingstone	1	0	95
Roma	0	1	2627
Roma	1	0	4582
Ropeley	0	1	107
Ropeley	1	0	149
Rosalie Plains	0	1	19
Rosalie Plains	1	0	30
Rosedale (Qld)	0	1	268
Rosedale (Qld)	1	0	328
Rosehill (Qld)	0	1	83
Rosehill (Qld)	1	0	98
Rosella	0	1	49
Rosella	1	0	78
Rosemount	0	1	772
Rosemount	1	0	1235
Roseneath	0	1	94
Roseneath	1	0	126
Rosenthal Heights	0	1	1237
Rosenthal Heights	1	0	1788
Rosevale (Qld)	0	1	125
Rosevale (Qld)	1	0	175
Rosewood (Qld)	0	1	1161
Rosewood (Qld)	1	0	2008
Ross Creek (Qld)	0	1	40
Ross Creek (Qld)	1	0	46
Rosslea	0	1	516
Rosslea	1	0	1004
Rosslyn	0	1	217
Rosslyn	1	0	398
Rossmoya	0	1	45
Rossmoya	1	0	57
Rossvale	0	1	40
Rossvale	1	0	51
Rossville	0	1	129
Rossville	1	0	152
Rothwell	0	1	3204
Rothwell	1	0	5388
Round Hill (Qld)	0	1	73
Round Hill (Qld)	1	0	103
Roundstone	0	1	25
Roundstone	1	0	36
Rowes Bay	0	1	258
Rowes Bay	1	0	410
Royston	0	1	188
Royston	1	0	273
Rubyanna	0	1	133
Rubyanna	1	0	189
Rules Beach	0	1	50
Rules Beach	1	0	71
Runaway Bay	0	1	4142
Runaway Bay	1	0	6627
Runcorn	0	1	6182
Runcorn	1	0	10533
Rungoo	0	1	9
Rungoo	1	0	12
Running Creek (Qld)	0	1	75
Running Creek (Qld)	1	0	112
Runnymede (Qld)	0	1	89
Runnymede (Qld)	1	0	125
Rural View	0	1	1576
Rural View	1	0	3325
Rush Creek	0	1	101
Rush Creek	1	0	120
Russell Island	0	1	1239
Russell Island	1	0	2035
Ryan (Qld)	0	1	51
Ryan (Qld)	1	0	75
Ryeford	0	1	48
Ryeford	1	0	48
Rywung	0	1	14
Rywung	1	0	24
Sabine	1	0	5
Sadliers Crossing	0	1	667
Sadliers Crossing	1	0	1018
Saibai Island	0	1	339
Saibai Island	1	0	380
Salisbury (Qld)	0	1	2892
Salisbury (Qld)	1	0	4696
Saltern Creek	0	1	14
Saltern Creek	1	0	12
Samford Valley	0	1	1890
Samford Valley	1	0	2615
Samford Village	0	1	373
Samford Village	1	0	601
Samsonvale	0	1	328
Samsonvale	1	0	496
Sandgate (Qld)	0	1	2376
Sandgate (Qld)	1	0	3745
Sandiford	0	1	119
Sandiford	1	0	138
Sandringham (Qld)	0	1	33
Sandringham (Qld)	1	0	40
Sandstone Point	0	1	2010
Sandstone Point	1	0	3047
Sandy Camp	0	1	57
Sandy Camp	1	0	62
Sandy Creek (Qld)	0	1	294
Sandy Creek (Qld)	1	0	454
Sandy Pocket	0	1	17
Sandy Pocket	1	0	25
Sandy Ridges	0	1	52
Sandy Ridges	1	0	73
Sarabah	0	1	30
Sarabah	1	0	35
Sardine	0	1	5
Sardine	1	0	6
Sarina	0	1	2815
Sarina	1	0	4205
Sarina Beach	0	1	301
Sarina Beach	1	0	468
Sarina Range	0	1	146
Sarina Range	1	0	203
Saunders Beach	0	1	180
Saunders Beach	1	0	275
Saxby	0	1	4
Saxby	1	0	3
Scarborough (Qld)	0	1	3941
Scarborough (Qld)	1	0	6399
Scarness	0	1	1466
Scarness	1	0	2465
Scotchy Pocket	0	1	44
Scotchy Pocket	1	0	55
Scottville	0	1	131
Scottville	1	0	180
Scrub Creek	0	1	20
Scrub Creek	1	0	28
Scrubby Creek (Blackall-Tambo - Qld)	1	0	5
Scrubby Creek (Gympie - Qld)	0	1	40
Scrubby Creek (Gympie - Qld)	1	0	43
Scrubby Mountain	0	1	80
Scrubby Mountain	1	0	123
Seaforth (Qld)	0	1	435
Seaforth (Qld)	1	0	571
Seisia	0	1	140
Seisia	1	0	226
Selene	0	1	12
Selene	1	0	24
Selwyn (Qld)	0	1	19
Selwyn (Qld)	1	0	25
Septimus	0	1	75
Septimus	1	0	102
Seven Hills (Qld)	0	1	1071
Seven Hills (Qld)	1	0	1641
Seventeen Mile	0	1	12
Seventeen Mile	1	0	16
Seventeen Mile Rocks	0	1	1481
Seventeen Mile Rocks	1	0	2228
Seventeen Seventy	0	1	31
Seventeen Seventy	1	0	54
Seventy Mile	0	1	125
Seventy Mile	1	0	160
Severnlea	0	1	208
Severnlea	1	0	310
Sexton	0	1	77
Sexton	1	0	102
Shailer Park	0	1	6308
Shailer Park	1	0	9281
Shannonvale	0	1	124
Shannonvale	1	0	162
Sharon	0	1	835
Sharon	1	0	1106
Shaw	0	1	15
Shaw	1	0	309
Sheep Station Creek	0	1	68
Sheep Station Creek	1	0	89
Shelburne	0	1	27
Shelburne	1	0	30
Sheldon	0	1	1109
Sheldon	1	0	1474
Shell Pocket	0	1	36
Shell Pocket	1	0	61
Shelly Beach (Sunshine Coast - Qld)	0	1	447
Shelly Beach (Sunshine Coast - Qld)	1	0	640
Sherwood (Qld)	0	1	2432
Sherwood (Qld)	1	0	3881
Shirbourne	0	1	45
Shirbourne	1	0	61
Shoal Point	0	1	470
Shoal Point	1	0	760
Shorncliffe	0	1	1070
Shorncliffe	1	0	1502
Shute Harbour	0	1	54
Shute Harbour	1	0	83
Silkstone	0	1	1706
Silkstone	1	0	2610
Silkwood	0	1	185
Silkwood	1	0	297
Silky Oak	0	1	93
Silky Oak	1	0	116
Silver Creek	0	1	8
Silver Creek	1	0	8
Silver Ridge	0	1	117
Silver Ridge	1	0	154
Silver Spur	0	1	58
Silver Spur	1	0	66
Silver Valley	0	1	67
Silver Valley	1	0	93
Silverdale (Qld)	0	1	89
Silverdale (Qld)	1	0	101
Silverleaf	0	1	34
Silverleaf	1	0	51
Silverleigh	0	1	43
Silverleigh	1	0	63
Silverwood	0	1	16
Silverwood	1	0	21
Simmie	0	1	6
Simmie	1	0	8
Sinnamon Park	0	1	3650
Sinnamon Park	1	0	5329
Sippy Downs	0	1	3683
Sippy Downs	1	0	6777
Skyring Reserve	0	1	23
Skyring Reserve	1	0	30
Slacks Creek	0	1	5041
Slacks Creek	1	0	7807
Slade Point	0	1	1862
Slade Point	1	0	2529
Sladevale	0	1	187
Sladevale	1	0	320
Smithfield (Qld)	0	1	1833
Smithfield (Qld)	1	0	3505
Smithlea	0	1	32
Smithlea	1	0	37
Smoky Creek	0	1	112
Smoky Creek	1	0	136
Soldiers Hill (Qld)	0	1	831
Soldiers Hill (Qld)	1	0	1406
Somerset Dam	0	1	31
Somerset Dam	1	0	39
Sommariva	0	1	9
Sommariva	1	0	9
Somme	0	1	38
Somme	1	0	40
South Bingera	0	1	336
South Bingera	1	0	532
South Brisbane	0	1	1289
South Brisbane	1	0	3665
South East Nanango	0	1	162
South East Nanango	1	0	225
South Gladstone	0	1	1238
South Gladstone	1	0	2230
South Innisfail	0	1	277
South Innisfail	1	0	392
South Isis	0	1	182
South Isis	1	0	249
South Johnstone	0	1	254
South Johnstone	1	0	343
South Kolan	0	1	631
South Kolan	1	0	858
South Mackay	0	1	3458
South Mackay	1	0	5011
South Maclean	0	1	773
South Maclean	1	0	1133
South Mission Beach	0	1	360
South Mission Beach	1	0	656
South Nanango	0	1	522
South Nanango	1	0	679
South Ripley	0	1	132
South Ripley	1	0	220
South Stradbroke	0	1	17
South Stradbroke	1	0	29
South Talwood	0	1	43
South Talwood	1	0	74
South Toowoomba	0	1	2087
South Toowoomba	1	0	3513
South Townsville	0	1	837
South Townsville	1	0	1456
South Yaamba	0	1	46
South Yaamba	1	0	62
Southbrook	0	1	306
Southbrook	1	0	465
Southedge	0	1	13
Southedge	1	0	11
Southern Cross (Qld)	0	1	345
Southern Cross (Qld)	1	0	422
Southport (Qld)	0	1	10174
Southport (Qld)	1	0	20179
Southside	0	1	2729
Southside	1	0	4292
Southwood	0	1	36
Southwood	1	0	57
Speedwell	0	1	19
Speedwell	1	0	21
Speewah	0	1	490
Speewah	1	0	714
Splinter Creek	0	1	27
Splinter Creek	1	0	27
Split Yard Creek	0	1	27
Split Yard Creek	1	0	38
Spreadborough	0	1	15
Spreadborough	1	0	15
Spring Bluff	0	1	5
Spring Bluff	1	0	3
Spring Creek (Banana - Qld)	0	1	5
Spring Creek (Banana - Qld)	1	0	11
Spring Creek (Lockyer Valley - Qld)	0	1	144
Spring Creek (Lockyer Valley - Qld)	1	0	190
Spring Creek (Toowoomba - Qld)	0	1	116
Spring Creek (Toowoomba - Qld)	1	0	150
Spring Hill (Qld)	0	1	1270
Spring Hill (Qld)	1	0	2932
Springbrook	0	1	386
Springbrook	1	0	525
Springdale (Qld)	0	1	14
Springdale (Qld)	1	0	12
Springfield (Ipswich - Qld)	0	1	3109
Springfield (Ipswich - Qld)	1	0	5143
Springfield Central	0	1	13
Springfield Central	1	0	58
Springfield Lakes	0	1	3964
Springfield Lakes	1	0	10169
Springlands	0	1	23
Springlands	1	0	37
Springside (Qld)	0	1	76
Springside (Qld)	1	0	90
Springsure	0	1	594
Springsure	1	0	875
Springvale (Qld)	0	1	35
Springvale (Qld)	1	0	57
Springwood (Qld)	0	1	4614
Springwood (Qld)	1	0	6865
St Agnes (Qld)	0	1	11
St Agnes (Qld)	1	0	13
St Aubyn	0	1	4
St Aubyn	1	0	6
St George (Qld)	0	1	1588
St George (Qld)	1	0	2374
St Helens (Fraser Coast - Qld)	0	1	64
St Helens (Fraser Coast - Qld)	1	0	98
St Helens (Toowoomba - Qld)	0	1	15
St Helens (Toowoomba - Qld)	1	0	15
St Helens Beach	0	1	115
St Helens Beach	1	0	159
St Kilda (Qld)	0	1	68
St Kilda (Qld)	1	0	77
St Lawrence	0	1	144
St Lawrence	1	0	192
St Lucia	0	1	2634
St Lucia	1	0	6811
St Mary	0	1	16
St Mary	1	0	35
St Ruth	0	1	91
St Ruth	1	0	121
Stafford	0	1	2832
Stafford	1	0	4648
Stafford Heights	0	1	3945
Stafford Heights	1	0	5462
Stalworth	0	1	23
Stalworth	1	0	32
Stamford	0	1	24
Stamford	1	0	32
Stanage	0	1	51
Stanage	1	0	66
Stanmore (Qld)	0	1	242
Stanmore (Qld)	1	0	360
Stanthorpe	0	1	2883
Stanthorpe	1	0	4151
Stanwell	0	1	205
Stanwell	1	0	265
Stapylton	0	1	194
Stapylton	1	0	298
Steiglitz (Qld)	0	1	397
Steiglitz (Qld)	1	0	560
Stewart Creek Valley	0	1	11
Stewart Creek Valley	1	0	11
Stewarton (Qld)	0	1	26
Stewarton (Qld)	1	0	40
Stockhaven	0	1	3
Stockhaven	1	0	3
Stockleigh	0	1	430
Stockleigh	1	0	614
Stockton (Qld)	0	1	17
Stockton (Qld)	1	0	27
Stockyard (Livingstone - Qld)	0	1	11
Stockyard (Livingstone - Qld)	1	0	11
Stockyard (Lockyer Valley - Qld)	0	1	25
Stockyard (Lockyer Valley - Qld)	1	0	38
Stokes	0	1	31
Stokes	1	0	54
Stonehenge (Barcoo - Qld)	0	1	27
Stonehenge (Barcoo - Qld)	1	0	38
Stonehenge (Toowoomba - Qld)	0	1	5
Stonehenge (Toowoomba - Qld)	1	0	13
Stonelands	0	1	22
Stonelands	1	0	34
Stoneleigh (Qld)	0	1	76
Stoneleigh (Qld)	1	0	109
Stony Creek (Qld)	0	1	153
Stony Creek (Qld)	1	0	172
Storm King	0	1	52
Storm King	1	0	69
Stoters Hill	0	1	49
Stoters Hill	1	0	86
Stratford (Qld)	0	1	552
Stratford (Qld)	1	0	823
Strathdickie	0	1	517
Strathdickie	1	0	720
Strathfield (Qld)	0	1	5
Strathfield (Qld)	1	0	8
Strathmore (Qld)	0	1	10
Strathmore (Qld)	1	0	12
Strathpine	0	1	5431
Strathpine	1	0	7500
Stretton	0	1	2455
Stretton	1	0	3563
Struck Oil	0	1	83
Struck Oil	1	0	125
Stuart (Qld)	0	1	246
Stuart (Qld)	1	0	331
Sugarloaf (Southern Downs - Qld)	0	1	63
Sugarloaf (Southern Downs - Qld)	1	0	94
Sugarloaf (Whitsunday - Qld)	0	1	186
Sugarloaf (Whitsunday - Qld)	1	0	229
Sujeewong	0	1	3
Sujeewong	1	0	3
Summerholm	0	1	369
Summerholm	1	0	510
Sumner	0	1	224
Sumner	1	0	427
Sun Valley (Qld)	0	1	682
Sun Valley (Qld)	1	0	980
Sundown (Cassowary Coast - Qld)	0	1	118
Sundown (Cassowary Coast - Qld)	1	0	144
Sunny Nook	0	1	17
Sunny Nook	1	0	24
Sunnybank	0	1	3578
Sunnybank	1	0	5857
Sunnybank Hills	0	1	8809
Sunnybank Hills	1	0	13500
Sunnyside (Qld)	0	1	75
Sunnyside (Qld)	1	0	100
Sunrise Beach	0	1	1557
Sunrise Beach	1	0	2600
Sunset	0	1	828
Sunset	1	0	1511
Sunshine Acres	0	1	498
Sunshine Acres	1	0	722
Sunshine Beach	0	1	1002
Sunshine Beach	1	0	1720
Surat	0	1	219
Surat	1	0	329
Surbiton	0	1	59
Surbiton	1	0	60
Surfers Paradise	0	1	6197
Surfers Paradise	1	0	12971
Susan River	0	1	77
Susan River	1	0	96
Svensson Heights	0	1	1654
Svensson Heights	1	0	2494
Swan Creek (Qld)	0	1	87
Swan Creek (Qld)	1	0	115
Swanfels	0	1	80
Swanfels	1	0	120
Taabinga	0	1	353
Taabinga	1	0	439
Tablederry	0	1	25
Tablederry	1	0	29
Tablelands (South Burnett - Qld)	0	1	61
Tablelands (South Burnett - Qld)	1	0	96
Tabooba	0	1	38
Tabooba	1	0	51
Tabragalba	0	1	33
Tabragalba	1	0	46
Taigum	0	1	2847
Taigum	1	0	4843
Takilberan	0	1	8
Takilberan	1	0	8
Takura	0	1	292
Takura	1	0	423
Taldora	0	1	16
Taldora	1	0	28
Talegalla Weir	0	1	83
Talegalla Weir	1	0	111
Talgai	0	1	60
Talgai	1	0	69
Tallai	0	1	2176
Tallai	1	0	3114
Tallebudgera	0	1	1986
Tallebudgera	1	0	2866
Tallebudgera Valley	0	1	922
Tallebudgera Valley	1	0	1299
Tallegalla	0	1	213
Tallegalla	1	0	271
Tamaree	0	1	413
Tamaree	1	0	627
Tambo	0	1	214
Tambo	1	0	296
Tamborine	0	1	2068
Tamborine	1	0	3019
Tamborine Mountain	0	1	3790
Tamborine Mountain	1	0	5621
Tamrookum	0	1	57
Tamrookum	1	0	80
Tamrookum Creek	0	1	13
Tamrookum Creek	1	0	25
Tanah Merah	0	1	2361
Tanah Merah	1	0	3479
Tanawha	0	1	636
Tanawha	1	0	995
Tanby	0	1	255
Tanby	1	0	428
Tandora	0	1	8
Tandora	1	0	8
Tandur	0	1	136
Tandur	1	0	148
Tangorin	0	1	36
Tangorin	1	0	52
Tannum Sands	0	1	2362
Tannum Sands	1	0	3871
Tannymorel	0	1	122
Tannymorel	1	0	140
Tansey	0	1	85
Tansey	1	0	108
Tara (Qld)	0	1	1013
Tara (Qld)	1	0	1420
Tara Station	0	1	4
Tara Station	1	0	4
Tarampa	0	1	178
Tarampa	1	0	246
Taranganba	0	1	1089
Taranganba	1	0	1723
Tarawera	0	1	27
Tarawera	1	0	27
Targinnie	0	1	38
Targinnie	1	0	53
Taringa	0	1	2610
Taringa	1	0	5298
Tarome	0	1	73
Tarome	1	0	105
Taromeo	0	1	189
Taromeo	1	0	249
Tarong	0	1	107
Tarong	1	0	130
Taroom	0	1	504
Taroom	1	0	700
Taroomball	0	1	348
Taroomball	1	0	640
Tarragindi	0	1	5850
Tarragindi	1	0	8468
Tarramba	0	1	29
Tarramba	1	0	47
Tarzali	0	1	239
Tarzali	1	0	323
Taunton (Qld)	0	1	40
Taunton (Qld)	1	0	51
Taylors Beach (Qld)	0	1	193
Taylors Beach (Qld)	1	0	246
Te Kowai	0	1	142
Te Kowai	1	0	180
Teddington	0	1	150
Teddington	1	0	195
Teebar	0	1	30
Teebar	1	0	39
Teelah	0	1	45
Teelah	1	0	61
Teelba	0	1	32
Teelba	1	0	36
Telina	0	1	1057
Telina	1	0	1647
Tellebang	0	1	40
Tellebang	1	0	53
Templin	0	1	61
Templin	1	0	74
Teneriffe	0	1	1207
Teneriffe	1	0	2960
Tennyson (Qld)	0	1	366
Tennyson (Qld)	1	0	723
Terrica	0	1	5
Terrica	1	0	12
Teviotville	0	1	90
Teviotville	1	0	106
Tewantin	0	1	5158
Tewantin	1	0	8235
Texas (Qld)	0	1	455
Texas (Qld)	1	0	641
Thabeban	0	1	1293
Thabeban	1	0	2116
Thagoona	0	1	621
Thagoona	1	0	855
Thallon	0	1	148
Thallon	1	0	193
Thane	0	1	16
Thane	1	0	22
Thanes Creek	0	1	17
Thanes Creek	1	0	26
Thangool	0	1	452
Thangool	1	0	611
Thargomindah	0	1	140
Thargomindah	1	0	210
The Bluff (Ipswich - Qld)	0	1	30
The Bluff (Ipswich - Qld)	1	0	33
The Caves	0	1	490
The Caves	1	0	609
The Dawn	0	1	257
The Dawn	1	0	458
The Dimonds	0	1	3
The Falls	0	1	49
The Falls	1	0	64
The Gap (Brisbane - Qld)	0	1	9571
The Gap (Brisbane - Qld)	1	0	13648
The Gap (Mount Isa - Qld)	0	1	324
The Gap (Mount Isa - Qld)	1	0	554
The Gemfields	0	1	782
The Gemfields	1	0	991
The Glen (Qld)	0	1	22
The Glen (Qld)	1	0	31
The Gums	0	1	99
The Gums	1	0	129
The Head	0	1	3
The Hermitage	0	1	31
The Hermitage	1	0	47
The Keppels	0	1	23
The Keppels	1	0	34
The Leap	0	1	411
The Leap	1	0	554
The Limits	0	1	3
The Limits	1	0	4
The Mine	0	1	31
The Mine	1	0	37
The Narrows (Qld)	0	1	3
The Narrows (Qld)	1	0	3
The Palms	0	1	536
The Palms	1	0	791
The Pines (Qld)	0	1	20
The Pines (Qld)	1	0	22
The Range (Qld)	0	1	2299
The Range (Qld)	1	0	3900
The Summit	0	1	262
The Summit	1	0	357
Theebine	0	1	60
Theebine	1	0	79
Theodore (Qld)	0	1	195
Theodore (Qld)	1	0	302
Theresa Creek (Qld)	0	1	30
Theresa Creek (Qld)	1	0	31
Thinoomba	0	1	16
Thinoomba	1	0	19
Thompson Point	0	1	4
Thompson Point	1	0	4
Thoopara	0	1	24
Thoopara	1	0	35
Thornborough	0	1	3
Thornborough	1	0	5
Thorndale	0	1	79
Thorndale	1	0	108
Thorneside	0	1	1815
Thorneside	1	0	2882
Thornlands	0	1	6753
Thornlands	1	0	11120
Thornton (Qld)	0	1	100
Thornton (Qld)	1	0	156
Thornton Beach	0	1	7
Thornton Beach	1	0	7
Thornville	0	1	25
Thornville	1	0	26
Three Moon	0	1	107
Three Moon	1	0	135
Three Rivers	0	1	11
Three Rivers	1	0	12
Thulimbah	0	1	185
Thulimbah	1	0	254
Thuringowa Central	0	1	974
Thuringowa Central	1	0	1507
Thursday Island	0	1	1295
Thursday Island	1	0	2025
Tiaro	0	1	407
Tiaro	1	0	583
Tieri	0	1	416
Tieri	1	0	776
Tin Can Bay	0	1	1080
Tin Can Bay	1	0	1644
Tinana	0	1	2983
Tinana	1	0	4258
Tinana South	0	1	292
Tinana South	1	0	427
Tinaroo	0	1	168
Tinaroo	1	0	215
Tinbeerwah	0	1	554
Tinbeerwah	1	0	758
Tingalpa	0	1	4256
Tingalpa	1	0	6393
Tingoora	0	1	154
Tingoora	1	0	203
Tingun	0	1	92
Tingun	1	0	117
Tinnanbar	0	1	22
Tinnanbar	1	0	45
Tipton	0	1	12
Tipton	1	0	23
Tirroan	0	1	89
Tirroan	1	0	126
Tivoli	0	1	771
