SSC_NAME16	Address1YearAgo	persons
Heath Hill	(Same SA2)	4
Heath Hill	Queensland	3
Heath Hill	Victoria	6
Heathcote (Vic.)	(Overseas)	3
Heathcote (Vic.)	(Same Address)	2101
Heathcote (Vic.)	(Same SA2)	123
Heathcote (Vic.)	New South Wales	7
Heathcote (Vic.)	Northern Territory	3
Heathcote (Vic.)	Queensland	7
Heathcote (Vic.)	South Australia	17
Heathcote (Vic.)	Tasmania	5
Heathcote (Vic.)	Victoria	176
Heathcote (Vic.)	Western Australia	4
Heathcote Junction	(Overseas)	8
Heathcote Junction	(Same Address)	713
Heathcote Junction	(Same SA2)	18
Heathcote Junction	Victoria	35
Heathcote South	(Same Address)	13
Heatherton	(Overseas)	70
Heatherton	(Same Address)	2261
Heatherton	(Same SA2)	49
Heatherton	Australian Capital Territory	3
Heatherton	New South Wales	12
Heatherton	Queensland	15
Heatherton	South Australia	3
Heatherton	Victoria	219
Heatherton	Western Australia	3
Heathmere	(Same Address)	199
Heathmere	(Same SA2)	3
Heathmere	Victoria	18
Heathmont	(Overseas)	94
Heathmont	(Same Address)	8027
Heathmont	(Same SA2)	85
Heathmont	New South Wales	21
Heathmont	Queensland	15
Heathmont	South Australia	4
Heathmont	Tasmania	5
Heathmont	Victoria	744
Heathmont	Western Australia	10
Hedley	(Same Address)	99
Hedley	Victoria	4
Heidelberg	(Overseas)	146
Heidelberg	(Same Address)	4568
Heidelberg	(Same SA2)	150
Heidelberg	New South Wales	15
Heidelberg	Queensland	11
Heidelberg	South Australia	6
Heidelberg	Tasmania	4
Heidelberg	Victoria	734
Heidelberg	Western Australia	3
Heidelberg Heights	(Overseas)	88
Heidelberg Heights	(Same Address)	4473
Heidelberg Heights	(Same SA2)	153
Heidelberg Heights	Australian Capital Territory	6
Heidelberg Heights	New South Wales	27
Heidelberg Heights	Northern Territory	5
Heidelberg Heights	Queensland	18
Heidelberg Heights	Tasmania	4
Heidelberg Heights	Victoria	586
Heidelberg Heights	Western Australia	10
Heidelberg West	(Overseas)	124
Heidelberg West	(Same Address)	3934
Heidelberg West	(Same SA2)	127
Heidelberg West	Australian Capital Territory	3
Heidelberg West	New South Wales	3
Heidelberg West	Northern Territory	7
Heidelberg West	Queensland	19
Heidelberg West	South Australia	4
Heidelberg West	Victoria	429
Heidelberg West	Western Australia	10
Hensley Park	(Same Address)	50
Henty (Vic.)	(Same Address)	50
Henty (Vic.)	(Same SA2)	3
Hepburn	(Overseas)	3
Hepburn	(Same Address)	474
Hepburn	(Same SA2)	31
Hepburn	New South Wales	9
Hepburn	Victoria	19
Hepburn Springs	(Overseas)	3
Hepburn Springs	(Same Address)	241
Hepburn Springs	(Same SA2)	29
Hepburn Springs	New South Wales	3
Hepburn Springs	Queensland	3
Hepburn Springs	Victoria	30
Herne Hill (Vic.)	(Overseas)	36
Herne Hill (Vic.)	(Same Address)	2680
Herne Hill (Vic.)	(Same SA2)	104
Herne Hill (Vic.)	New South Wales	8
Herne Hill (Vic.)	Queensland	8
Herne Hill (Vic.)	South Australia	4
Herne Hill (Vic.)	Tasmania	3
Herne Hill (Vic.)	Victoria	311
Herne Hill (Vic.)	Western Australia	3
Hernes Oak	(Same Address)	289
Hernes Oak	(Same SA2)	9
Hernes Oak	Victoria	10
Hesket	(Same Address)	124
Hesket	(Same SA2)	3
Hesket	Victoria	20
Hesse	(Same Address)	14
Hesse	Victoria	3
Hexham (Vic.)	(Same Address)	123
Heyfield	(Overseas)	5
Heyfield	(Same Address)	1599
Heyfield	(Same SA2)	115
Heyfield	New South Wales	3
Heyfield	Northern Territory	3
Heyfield	Queensland	7
Heyfield	Victoria	79
Heyfield	Western Australia	3
Heytesbury Lower	(Same Address)	39
Heywood	(Same Address)	1384
Heywood	(Same SA2)	99
Heywood	Victoria	70
Heywood	Western Australia	3
Hiamdale	(Same Address)	28
Hiawatha	(Same Address)	17
High Camp	(Same Address)	80
High Camp	(Same SA2)	15
High Camp	Victoria	7
Highett	(Overseas)	137
Highett	(Same Address)	8159
Highett	(Same SA2)	158
Highett	Australian Capital Territory	3
Highett	New South Wales	29
Highett	Queensland	28
Highett	South Australia	7
Highett	Tasmania	4
Highett	Victoria	975
Highett	Western Australia	13
Highlands	(Same Address)	98
Highlands	(Same SA2)	9
Highlands	Victoria	7
Highton	(Overseas)	263
Highton	(Same Address)	14737
Highton	(Same SA2)	646
Highton	Australian Capital Territory	15
Highton	New South Wales	46
Highton	Northern Territory	9
Highton	Queensland	53
Highton	South Australia	18
Highton	Tasmania	9
Highton	Victoria	1696
Highton	Western Australia	37
Hilgay	(Same Address)	19
Hill End (Vic.)	(Same Address)	148
Hill End (Vic.)	Victoria	9
Hillcrest (Vic.)	(Same Address)	76
Hillcrest (Vic.)	Victoria	13
Hilldene	(Same Address)	275
Hilldene	(Same SA2)	3
Hilldene	New South Wales	3
Hilldene	Victoria	13
Hilldene	Western Australia	4
Hillside (East Gippsland - Vic.)	(Same Address)	165
Hillside (East Gippsland - Vic.)	(Same SA2)	9
Hillside (East Gippsland - Vic.)	Victoria	4
Hillside (Melton - Vic.)	(Overseas)	143
Hillside (Melton - Vic.)	(Same Address)	14442
Hillside (Melton - Vic.)	(Same SA2)	186
Hillside (Melton - Vic.)	Australian Capital Territory	8
Hillside (Melton - Vic.)	New South Wales	27
Hillside (Melton - Vic.)	Queensland	12
Hillside (Melton - Vic.)	South Australia	31
Hillside (Melton - Vic.)	Victoria	933
Hillside (Melton - Vic.)	Western Australia	25
Hinnomunjie	(Same Address)	17
Hinnomunjie	Queensland	3
Hinnomunjie	Victoria	8
Hmas Cerberus	(Overseas)	4
Hmas Cerberus	(Same Address)	223
Hmas Cerberus	(Same SA2)	51
Hmas Cerberus	Australian Capital Territory	23
Hmas Cerberus	New South Wales	259
Hmas Cerberus	Northern Territory	20
Hmas Cerberus	Queensland	209
Hmas Cerberus	South Australia	29
Hmas Cerberus	Tasmania	23
Hmas Cerberus	Victoria	92
Hmas Cerberus	Western Australia	77
Hoddles Creek	(Same Address)	530
Hoddles Creek	(Same SA2)	16
Hoddles Creek	Queensland	4
Hoddles Creek	Victoria	23
Hollands Landing	(Same Address)	9
Hollands Landing	Victoria	3
Homebush (Vic.)	(Same Address)	33
Homerton	(Same Address)	16
Homewood	(Same Address)	38
Homewood	Victoria	8
Hopetoun (Vic.)	(Same Address)	617
Hopetoun (Vic.)	(Same SA2)	29
Hopetoun (Vic.)	Australian Capital Territory	3
Hopetoun (Vic.)	Victoria	14
Hopetoun (Vic.)	Western Australia	3
Hopetoun Park	(Overseas)	3
Hopetoun Park	(Same Address)	690
Hopetoun Park	(Same SA2)	6
Hopetoun Park	Victoria	57
Hoppers Crossing	(Overseas)	675
Hoppers Crossing	(Same Address)	31120
Hoppers Crossing	(Same SA2)	557
Hoppers Crossing	Australian Capital Territory	9
Hoppers Crossing	New South Wales	101
Hoppers Crossing	Northern Territory	23
Hoppers Crossing	Queensland	90
Hoppers Crossing	South Australia	62
Hoppers Crossing	Tasmania	31
Hoppers Crossing	Victoria	2709
Hoppers Crossing	Western Australia	62
Hordern Vale	(Same Address)	43
Horfield	(Same Address)	77
Horfield	(Same SA2)	9
Horsham	(Overseas)	53
Horsham	(Same Address)	11120
Horsham	(Same SA2)	1321
Horsham	New South Wales	26
Horsham	Northern Territory	15
Horsham	Queensland	36
Horsham	South Australia	57
Horsham	Tasmania	3
Horsham	Victoria	619
Horsham	Western Australia	30
Hotham Heights	(Overseas)	9
Hotham Heights	(Same Address)	72
Hotham Heights	(Same SA2)	10
Hotham Heights	New South Wales	3
Hotham Heights	Queensland	6
Hotham Heights	Victoria	12
Hotspur	(Same Address)	46
Howes Creek	(Same Address)	58
Howes Creek	(Same SA2)	5
Howqua	(Same Address)	44
Howqua	(Same SA2)	3
Howqua	New South Wales	3
Howqua	Victoria	48
Howqua Hills	(Same Address)	4
Howqua Inlet	(Same Address)	50
Howqua Inlet	Victoria	3
Hughesdale	(Overseas)	243
Hughesdale	(Same Address)	5771
Hughesdale	(Same SA2)	95
Hughesdale	Australian Capital Territory	3
Hughesdale	New South Wales	32
Hughesdale	Northern Territory	3
Hughesdale	Queensland	6
Hughesdale	South Australia	12
Hughesdale	Tasmania	3
Hughesdale	Victoria	810
Hughesdale	Western Australia	14
Humevale	(Same Address)	246
Humevale	(Same SA2)	6
Humevale	Victoria	12
Hunter	(Same Address)	32
Hunterston	(Same Address)	18
Hunterston	(Same SA2)	7
Huntingdale (Vic.)	(Overseas)	58
Huntingdale (Vic.)	(Same Address)	1385
Huntingdale (Vic.)	(Same SA2)	45
Huntingdale (Vic.)	New South Wales	4
Huntingdale (Vic.)	Northern Territory	5
Huntingdale (Vic.)	Victoria	183
Huntingdale (Vic.)	Western Australia	3
Huntly	(Same Address)	1794
Huntly	(Same SA2)	98
Huntly	New South Wales	12
Huntly	Northern Territory	8
Huntly	Queensland	9
Huntly	South Australia	8
Huntly	Victoria	240
Huntly North	(Same Address)	36
Huntly North	Victoria	4
Huon	(Same Address)	196
Huon	Victoria	14
Huon Creek	(Same Address)	107
Huon Creek	Queensland	7
Huon Creek	Victoria	14
Hurstbridge	(Overseas)	9
Hurstbridge	(Same Address)	2982
Hurstbridge	(Same SA2)	30
Hurstbridge	New South Wales	5
Hurstbridge	Queensland	3
Hurstbridge	Victoria	209
Hurstbridge	Western Australia	5
Icy Creek	(Same Address)	11
Icy Creek	Victoria	5
Iguana Creek	(Same Address)	31
Iguana Creek	Victoria	4
Illabarook	(Same Address)	16
Illabarook	Victoria	6
Illawarra	(Same Address)	63
Illawarra	(Same SA2)	10
Illawarra	New South Wales	4
Illowa	(Overseas)	6
Illowa	(Same Address)	241
Illowa	(Same SA2)	9
Illowa	Queensland	3
Illowa	Victoria	19
Indented Head	(Same Address)	856
Indented Head	(Same SA2)	50
Indented Head	Victoria	115
Indigo Valley	(Same Address)	274
Indigo Valley	New South Wales	8
Indigo Valley	Queensland	3
Indigo Valley	Victoria	17
Inglewood (Vic.)	(Same Address)	656
Inglewood (Vic.)	(Same SA2)	43
Inglewood (Vic.)	New South Wales	3
Inglewood (Vic.)	Victoria	38
Ingliston	(Same Address)	38
Ingliston	Victoria	8
Invergordon (Vic.)	(Same Address)	500
Invergordon (Vic.)	(Same SA2)	15
Invergordon (Vic.)	New South Wales	4
Invergordon (Vic.)	Queensland	3
Invergordon (Vic.)	Tasmania	3
Invergordon (Vic.)	Victoria	23
Inverleigh	(Overseas)	3
Inverleigh	(Same Address)	1264
Inverleigh	(Same SA2)	6
Inverleigh	Victoria	106
Inverloch	(Overseas)	24
Inverloch	(Same Address)	4122
Inverloch	(Same SA2)	335
Inverloch	New South Wales	19
Inverloch	Northern Territory	3
Inverloch	Queensland	25
Inverloch	Victoria	412
Inverloch	Western Australia	3
Invermay (Vic.)	(Same Address)	711
Invermay (Vic.)	(Same SA2)	21
Invermay (Vic.)	New South Wales	3
Invermay (Vic.)	Victoria	52
Invermay Park	(Overseas)	11
Invermay Park	(Same Address)	1539
Invermay Park	(Same SA2)	58
Invermay Park	Queensland	3
Invermay Park	Victoria	85
Iona	(Same Address)	201
Iona	(Same SA2)	3
Iona	Victoria	6
Iraak	(Same Address)	91
Iraak	(Same SA2)	4
Iraak	Victoria	8
Irishtown (Vic.)	(Same Address)	5
Irishtown (Vic.)	(Same SA2)	6
Ironbark (Vic.)	(Overseas)	7
Ironbark (Vic.)	(Same Address)	802
Ironbark (Vic.)	(Same SA2)	32
Ironbark (Vic.)	New South Wales	10
Ironbark (Vic.)	Victoria	133
Irrewarra	(Same Address)	291
Irrewarra	(Same SA2)	7
Irrewarra	Victoria	22
Irrewillipe	(Overseas)	3
Irrewillipe	(Same Address)	105
Irrewillipe	New South Wales	4
Irrewillipe	South Australia	3
Irrewillipe	Victoria	12
Irrewillipe East	(Same Address)	57
Irrewillipe East	Victoria	4
Irymple (Vic.)	(Overseas)	19
Irymple (Vic.)	(Same Address)	4304
Irymple (Vic.)	(Same SA2)	127
Irymple (Vic.)	New South Wales	46
Irymple (Vic.)	Northern Territory	4
Irymple (Vic.)	Queensland	10
Irymple (Vic.)	South Australia	21
Irymple (Vic.)	Tasmania	3
Irymple (Vic.)	Victoria	328
Irymple (Vic.)	Western Australia	3
Ivanhoe (Vic.)	(Overseas)	228
Ivanhoe (Vic.)	(Same Address)	9468
Ivanhoe (Vic.)	(Same SA2)	269
Ivanhoe (Vic.)	Australian Capital Territory	4
Ivanhoe (Vic.)	New South Wales	50
Ivanhoe (Vic.)	Northern Territory	5
Ivanhoe (Vic.)	Queensland	42
Ivanhoe (Vic.)	South Australia	14
Ivanhoe (Vic.)	Tasmania	8
Ivanhoe (Vic.)	Victoria	1106
Ivanhoe (Vic.)	Western Australia	28
Ivanhoe East	(Overseas)	49
Ivanhoe East	(Same Address)	3149
Ivanhoe East	(Same SA2)	53
Ivanhoe East	New South Wales	12
Ivanhoe East	Queensland	7
Ivanhoe East	Victoria	273
Jacana	(Overseas)	95
Jacana	(Same Address)	1538
Jacana	(Same SA2)	46
Jacana	South Australia	3
Jacana	Victoria	157
Jack River	(Same Address)	116
Jack River	Victoria	9
Jackass Flat	(Same Address)	707
Jackass Flat	(Same SA2)	65
Jackass Flat	New South Wales	14
Jackass Flat	Northern Territory	6
Jackass Flat	Queensland	4
Jackass Flat	South Australia	6
Jackass Flat	Victoria	207
Jackass Flat	Western Australia	3
Jacob Creek	(Same Address)	17
Jam Jerrup	(Same Address)	72
Jam Jerrup	(Same SA2)	8
Jam Jerrup	New South Wales	3
Jam Jerrup	Victoria	7
Jamieson (Vic.)	(Same Address)	252
Jamieson (Vic.)	(Same SA2)	6
Jamieson (Vic.)	Victoria	16
Jan Juc	(Overseas)	24
Jan Juc	(Same Address)	2888
Jan Juc	(Same SA2)	254
Jan Juc	New South Wales	8
Jan Juc	Northern Territory	12
Jan Juc	Queensland	8
Jan Juc	South Australia	3
Jan Juc	Victoria	185
Jan Juc	Western Australia	5
Jancourt	(Same Address)	22
Jancourt East	(Same Address)	182
Jarklin	(Same Address)	28
Jarrahmond	(Same Address)	90
Jarvis Creek	(Same Address)	33
Jeeralang	(Same Address)	53
Jeeralang	Victoria	4
Jeeralang Junction	(Same Address)	432
Jeeralang Junction	(Same SA2)	25
Jeeralang Junction	New South Wales	3
Jeeralang Junction	Victoria	10
Jeetho	(Same Address)	80
Jeetho	Victoria	17
Jeffcott	(Same Address)	30
Jeffcott North	(Same Address)	8
Jeparit	(Same Address)	384
Jeparit	(Same SA2)	15
Jeparit	Northern Territory	3
Jeparit	Victoria	13
Jeruk	(Same Address)	6
Jil Jil	(Same Address)	14
Jil Jil	(Same SA2)	8
Jindivick	(Same Address)	417
Jindivick	(Same SA2)	4
Jindivick	New South Wales	3
Jindivick	Victoria	36
Joel Joel	(Same Address)	19
Joel Joel	Victoria	3
Joel South	(Same Address)	17
Johanna	(Same Address)	47
Johnsonville	(Same Address)	280
Johnsonville	Victoria	23
Joyces Creek	(Same Address)	13
Jumbuk	(Same Address)	29
Jumbunna	(Same Address)	95
Jumbunna	Victoria	12
Junction Village	(Same Address)	713
Junction Village	(Same SA2)	12
Junction Village	Queensland	3
Junction Village	Tasmania	3
Junction Village	Victoria	73
Jung	(Overseas)	4
Jung	(Same Address)	208
Jung	(Same SA2)	3
Jung	Victoria	18
Junortoun	(Overseas)	8
Junortoun	(Same Address)	2675
Junortoun	(Same SA2)	40
Junortoun	Australian Capital Territory	3
Junortoun	New South Wales	9
Junortoun	Queensland	8
Junortoun	South Australia	5
Junortoun	Tasmania	3
Junortoun	Victoria	237
Junortoun	Western Australia	3
Kaarimba	(Same Address)	78
Kaarimba	South Australia	4
Kadnook	(Same Address)	26
Kadnook	Victoria	5
Kalimna	(Same Address)	978
Kalimna	(Same SA2)	61
Kalimna	New South Wales	7
Kalimna	Northern Territory	3
Kalimna	Queensland	3
Kalimna	Victoria	59
Kalimna	Western Australia	3
Kalimna West	(Same Address)	121
Kalimna West	Victoria	4
Kalkallo	(Same Address)	87
Kalkee	(Same Address)	44
Kallista	(Overseas)	9
Kallista	(Same Address)	1181
Kallista	(Same SA2)	13
Kallista	New South Wales	3
Kallista	Victoria	112
Kalorama	(Overseas)	9
Kalorama	(Same Address)	1045
Kalorama	(Same SA2)	13
Kalorama	Victoria	91
Kalpienung	(Same Address)	28
Kamarooka	(Same Address)	81
Kamarooka	Victoria	8
Kamarooka North	(Same Address)	15
Kanagulk	(Same Address)	18
Kanagulk	(Same SA2)	3
Kancoona	(Same Address)	70
Kancoona	Victoria	3
Kangaroo Flat (Vic.)	(Overseas)	66
Kangaroo Flat (Vic.)	(Same Address)	7966
Kangaroo Flat (Vic.)	(Same SA2)	448
Kangaroo Flat (Vic.)	New South Wales	38
Kangaroo Flat (Vic.)	Northern Territory	3
Kangaroo Flat (Vic.)	Queensland	27
Kangaroo Flat (Vic.)	South Australia	3
Kangaroo Flat (Vic.)	Tasmania	3
Kangaroo Flat (Vic.)	Victoria	676
Kangaroo Flat (Vic.)	Western Australia	17
Kangaroo Ground	(Overseas)	11
Kangaroo Ground	(Same Address)	913
Kangaroo Ground	(Same SA2)	14
Kangaroo Ground	New South Wales	6
Kangaroo Ground	Queensland	8
Kangaroo Ground	Victoria	65
Kaniva	(Same Address)	689
Kaniva	(Same SA2)	51
Kaniva	South Australia	8
Kaniva	Victoria	11
Kanumbra	(Same Address)	51
Kanya	(Same Address)	12
Kanyapella	(Same Address)	53
Kanyapella	Victoria	3
Karabeal	(Same Address)	31
Kardella	(Same Address)	156
Kardella	Victoria	4
Kardella South	(Same Address)	91
Kardella South	Victoria	6
Kariah	(Same Address)	76
Kariah	Victoria	3
Karnak	(Same Address)	11
Karramomus	(Same Address)	40
Karyrie	(Same Address)	21
Katamatite	(Same Address)	313
Katamatite	(Same SA2)	12
Katamatite	Victoria	18
Katamatite East	(Same Address)	30
Katamatite East	(Same SA2)	3
Katandra	(Same Address)	88
Katandra	(Same SA2)	3
Katandra	Victoria	3
Katandra West	(Same Address)	395
Katandra West	(Same SA2)	12
Katandra West	New South Wales	3
Katandra West	Queensland	3
Katandra West	South Australia	3
Katandra West	Victoria	23
Katandra West	Western Australia	3
Katunga	(Overseas)	4
Katunga	(Same Address)	795
Katunga	(Same SA2)	86
Katunga	New South Wales	10
Katunga	Queensland	7
Katunga	Victoria	23
Katunga	Western Australia	5
Kawarren	(Same Address)	121
Kawarren	(Same SA2)	3
Kawarren	Victoria	11
Kealba	(Overseas)	35
Kealba	(Same Address)	2702
Kealba	(Same SA2)	35
Kealba	Victoria	216
Keely	(Same Address)	60
Keely	Victoria	3
Keilor	(Overseas)	27
Keilor	(Same Address)	4973
Keilor	(Same SA2)	75
Keilor	New South Wales	3
Keilor	Queensland	9
Keilor	Victoria	358
Keilor Downs	(Overseas)	82
Keilor Downs	(Same Address)	8560
Keilor Downs	(Same SA2)	90
Keilor Downs	Australian Capital Territory	5
Keilor Downs	New South Wales	20
Keilor Downs	Northern Territory	13
Keilor Downs	Queensland	12
Keilor Downs	South Australia	10
Keilor Downs	Victoria	523
Keilor East	(Overseas)	110
Keilor East	(Same Address)	11963
Keilor East	(Same SA2)	304
Keilor East	Australian Capital Territory	3
Keilor East	New South Wales	32
Keilor East	Northern Territory	3
Keilor East	Queensland	36
Keilor East	South Australia	16
Keilor East	Victoria	871
Keilor East	Western Australia	11
Keilor Lodge	(Overseas)	11
Keilor Lodge	(Same Address)	1484
Keilor Lodge	(Same SA2)	15
Keilor Lodge	Queensland	3
Keilor Lodge	Victoria	98
Keilor North	(Same Address)	54
Keilor Park	(Overseas)	9
Keilor Park	(Same Address)	2233
Keilor Park	(Same SA2)	40
Keilor Park	Queensland	7
Keilor Park	South Australia	5
Keilor Park	Victoria	170
Keilor Park	Western Australia	5
Kellalac	(Same Address)	14
Kellalac	Victoria	3
Kelvin View	(Same Address)	60
Kenley	(Same Address)	28
Kenley	Victoria	3
Kenmare (Vic.)	(Same Address)	8
Kennedys Creek	(Same Address)	34
Kennett River	(Same Address)	27
Kennett River	(Same SA2)	6
Kennington	(Overseas)	37
Kennington	(Same Address)	4178
Kennington	(Same SA2)	150
Kennington	Australian Capital Territory	3
Kennington	New South Wales	39
Kennington	Northern Territory	3
Kennington	Queensland	17
Kennington	South Australia	17
Kennington	Tasmania	3
Kennington	Victoria	661
Kennington	Western Australia	14
Kensington (Vic.)	(Overseas)	287
Kensington (Vic.)	(Same Address)	7439
Kensington (Vic.)	(Same SA2)	336
Kensington (Vic.)	Australian Capital Territory	15
Kensington (Vic.)	New South Wales	39
Kensington (Vic.)	Northern Territory	12
Kensington (Vic.)	Queensland	57
Kensington (Vic.)	South Australia	42
Kensington (Vic.)	Tasmania	14
Kensington (Vic.)	Victoria	1331
Kensington (Vic.)	Western Australia	34
Kerang	(Overseas)	3
Kerang	(Same Address)	3070
Kerang	(Same SA2)	170
Kerang	Australian Capital Territory	3
Kerang	New South Wales	16
Kerang	Northern Territory	3
Kerang	Queensland	18
Kerang	Victoria	151
Kerang	Western Australia	8
Kerang East	(Same Address)	39
Kergunyah	(Same Address)	191
Kergunyah	(Same SA2)	8
Kergunyah	New South Wales	9
Kergunyah	Victoria	4
Kergunyah	Western Australia	4
Kergunyah South	(Same Address)	48
Kergunyah South	(Same SA2)	5
Kergunyah South	Victoria	7
Kernot	(Same Address)	77
Kernot	(Same SA2)	3
Kernot	Victoria	5
Kerrie	(Same Address)	59
Kerrie	New South Wales	3
Kerrie	Victoria	3
Kerrisdale	(Same Address)	61
Kevington	(Same Address)	33
Kevington	Victoria	4
Kew (Vic.)	(Overseas)	589
Kew (Vic.)	(Same Address)	18632
Kew (Vic.)	(Same SA2)	642
Kew (Vic.)	Australian Capital Territory	21
Kew (Vic.)	New South Wales	95
Kew (Vic.)	Northern Territory	9
Kew (Vic.)	Queensland	85
Kew (Vic.)	South Australia	30
Kew (Vic.)	Tasmania	10
Kew (Vic.)	Victoria	2228
Kew (Vic.)	Western Australia	22
Kew East	(Overseas)	132
Kew East	(Same Address)	5341
Kew East	(Same SA2)	88
Kew East	Australian Capital Territory	3
Kew East	New South Wales	5
Kew East	Queensland	14
Kew East	South Australia	11
Kew East	Tasmania	3
Kew East	Victoria	499
Kew East	Western Australia	8
Kewell	(Same Address)	34
Kewell	Victoria	8
Keysborough	(Overseas)	463
Keysborough	(Same Address)	20849
Keysborough	(Same SA2)	553
Keysborough	Australian Capital Territory	3
Keysborough	New South Wales	54
Keysborough	Northern Territory	3
Keysborough	Queensland	44
Keysborough	South Australia	15
Keysborough	Tasmania	4
Keysborough	Victoria	2129
Keysborough	Western Australia	36
Kialla	(Overseas)	39
Kialla	(Same Address)	5345
Kialla	(Same SA2)	342
Kialla	Australian Capital Territory	4
Kialla	New South Wales	17
Kialla	Northern Territory	8
Kialla	Queensland	26
Kialla	South Australia	6
Kialla	Victoria	397
Kialla	Western Australia	7
