SSC_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Alfords Point	0	0	1	1	33
Alfords Point	0	1	0	0	34
Alfords Point	0	1	1	0	26
Alfords Point	0	1	1	1	4
Alfords Point	1	0	0	1	631
Alfords Point	1	0	1	0	199
Alfords Point	1	0	1	1	271
Alfords Point	1	1	0	0	747
Alfords Point	1	1	0	1	62
Alfords Point	1	1	1	0	222
Alfords Point	1	1	1	1	53
Alfredtown	0	1	0	0	8
Alfredtown	1	0	0	1	11
Alfredtown	1	1	0	0	37
Alfredtown	1	1	0	1	3
Alice	1	0	0	1	3
Alison (Central Coast - NSW)	0	0	0	1	3
Alison (Central Coast - NSW)	0	1	0	0	3
Alison (Central Coast - NSW)	1	0	0	1	7
Alison (Central Coast - NSW)	1	0	1	0	11
Alison (Central Coast - NSW)	1	1	0	0	19
Alison (Central Coast - NSW)	1	1	0	1	3
Alison (Central Coast - NSW)	1	1	1	0	4
Alison (Dungog - NSW)	0	0	1	1	4
Alison (Dungog - NSW)	1	0	0	1	3
Alison (Dungog - NSW)	1	0	1	0	11
Alison (Dungog - NSW)	1	1	0	0	20
Alison (Dungog - NSW)	1	1	1	0	3
Allambie Heights					37
Allambie Heights	0	0	0	1	204
Allambie Heights	0	0	1	0	45
Allambie Heights	0	0	1	1	37
Allambie Heights	0	1	0	0	111
Allambie Heights	0	1	0	1	22
Allambie Heights	0	1	1	0	44
Allambie Heights	0	1	1	1	9
Allambie Heights	1	0	0	1	574
Allambie Heights	1	0	1	0	314
Allambie Heights	1	0	1	1	232
Allambie Heights	1	1	0	0	2405
Allambie Heights	1	1	0	1	93
Allambie Heights	1	1	1	0	599
Allambie Heights	1	1	1	1	52
Allandale (NSW)	0	0	0	1	3
Allandale (NSW)	0	1	0	0	14
Allandale (NSW)	1	0	0	1	9
Allandale (NSW)	1	0	1	0	8
Allandale (NSW)	1	1	0	0	3
Allandale (NSW)	1	1	1	0	7
Allawah					115
Allawah	0	0	0	1	185
Allawah	0	0	1	0	167
Allawah	0	0	1	1	36
Allawah	0	1	0	0	181
Allawah	0	1	0	1	27
Allawah	0	1	1	0	40
Allawah	1	0	0	1	437
Allawah	1	0	1	0	196
Allawah	1	0	1	1	115
Allawah	1	1	0	0	1438
Allawah	1	1	0	1	64
Allawah	1	1	1	0	234
Allawah	1	1	1	1	19
Alleena	1	0	1	1	8
Alleena	1	1	0	0	20
Alleena	1	1	0	1	6
Alleena	1	1	1	1	7
Allgomera	0	0	0	1	3
Allgomera	0	1	0	0	3
Allgomera	0	1	0	1	6
Allgomera	1	0	0	1	20
Allgomera	1	1	0	0	18
Allgomera	1	1	1	0	13
Allworth					4
Allworth	0	0	0	1	3
Allworth	0	1	0	0	11
Allworth	1	0	0	1	10
Allworth	1	0	1	0	4
Allworth	1	1	0	0	53
Allynbrook	1	0	0	1	4
Allynbrook	1	0	1	0	3
Allynbrook	1	1	0	0	16
Alma Park	0	0	0	1	3
Alma Park	1	1	0	0	36
Alpine					3
Alpine	0	0	1	0	3
Alpine	1	0	0	1	6
Alpine	1	0	1	0	10
Alpine	1	1	0	0	36
Alpine	1	1	0	1	5
Alpine	1	1	1	0	14
Alstonvale					4
Alstonvale	0	0	0	1	12
Alstonvale	0	0	1	0	4
Alstonvale	0	1	0	0	16
Alstonvale	1	0	0	1	33
Alstonvale	1	0	1	0	32
Alstonvale	1	0	1	1	25
Alstonvale	1	1	0	0	90
Alstonvale	1	1	0	1	8
Alstonvale	1	1	1	0	42
Alstonville					50
Alstonville	0	0	0	1	180
Alstonville	0	0	1	0	66
Alstonville	0	0	1	1	41
Alstonville	0	1	0	0	236
Alstonville	0	1	0	1	37
Alstonville	0	1	1	0	94
Alstonville	0	1	1	1	7
Alstonville	1	0	0	1	325
Alstonville	1	0	1	0	153
Alstonville	1	0	1	1	97
Alstonville	1	1	0	0	1209
Alstonville	1	1	0	1	57
Alstonville	1	1	1	0	231
Alstonville	1	1	1	1	58
Alumy Creek	0	1	0	0	3
Alumy Creek	0	1	0	1	6
Alumy Creek	0	1	1	0	8
Alumy Creek	1	0	0	1	16
Alumy Creek	1	1	0	0	13
Alumy Creek	1	1	1	0	4
Amaroo (NSW)	0	0	0	1	3
Amaroo (NSW)	1	0	1	0	4
Amaroo (NSW)	1	0	1	1	4
Amaroo (NSW)	1	1	0	0	20
Ambarvale					83
Ambarvale	0	0	0	1	431
Ambarvale	0	0	1	0	79
Ambarvale	0	0	1	1	72
Ambarvale	0	1	0	0	733
Ambarvale	0	1	0	1	133
Ambarvale	0	1	1	0	198
Ambarvale	0	1	1	1	71
Ambarvale	1	0	0	1	779
Ambarvale	1	0	1	0	181
Ambarvale	1	0	1	1	178
Ambarvale	1	1	0	0	1458
Ambarvale	1	1	0	1	235
Ambarvale	1	1	1	0	380
Ambarvale	1	1	1	1	127
Amosfield	1	0	1	0	3
Amosfield	1	1	0	0	3
Amosfield	1	1	1	1	8
Anabranch North	1	1	0	0	9
Anabranch South	1	0	1	0	5
Anabranch South	1	1	0	0	16
Anambah	0	0	0	1	3
Anambah	1	1	0	0	3
Anambah	1	1	1	0	3
Ando	0	0	0	1	5
Ando	0	1	0	0	7
Ando	1	0	0	1	8
Ando	1	0	1	1	4
Ando	1	1	0	0	5
Ando	1	1	1	0	11
Anembo	0	0	0	1	3
Anembo	1	1	0	0	21
Angledale	0	0	0	1	4
Angledale	0	1	1	0	5
Angledale	1	0	0	1	5
Angledale	1	0	1	1	14
Angledale	1	1	0	0	38
Angledale	1	1	0	1	12
Angledale	1	1	1	0	6
Angledool	0	1	0	0	3
Angledool	1	0	0	1	3
Angledool	1	0	1	1	3
Angledool	1	1	1	0	4
Anglers Reach	1	0	0	1	3
Anglers Reach	1	1	0	0	12
Anglers Reach	1	1	1	0	4
Angourie					3
Angourie	0	0	0	1	4
Angourie	0	0	1	1	4
Angourie	0	1	0	0	8
Angourie	1	0	0	1	27
Angourie	1	0	1	0	5
Angourie	1	1	0	0	32
Angourie	1	1	1	0	8
Anna Bay					23
Anna Bay	0	0	0	1	143
Anna Bay	0	0	1	0	29
Anna Bay	0	0	1	1	51
Anna Bay	0	1	0	0	147
Anna Bay	0	1	0	1	35
Anna Bay	0	1	1	0	39
Anna Bay	0	1	1	1	18
Anna Bay	1	0	0	1	295
Anna Bay	1	0	1	0	111
Anna Bay	1	0	1	1	79
Anna Bay	1	1	0	0	703
Anna Bay	1	1	0	1	86
Anna Bay	1	1	1	0	196
Anna Bay	1	1	1	1	34
Annandale (NSW)					87
Annandale (NSW)	0	0	0	1	197
Annandale (NSW)	0	0	1	0	111
Annandale (NSW)	0	0	1	1	40
Annandale (NSW)	0	1	0	0	199
Annandale (NSW)	0	1	0	1	6
Annandale (NSW)	0	1	1	0	44
Annandale (NSW)	1	0	0	1	300
Annandale (NSW)	1	0	1	0	255
Annandale (NSW)	1	0	1	1	111
Annandale (NSW)	1	1	0	0	2645
Annandale (NSW)	1	1	0	1	60
Annandale (NSW)	1	1	1	0	269
Annandale (NSW)	1	1	1	1	13
Annangrove					3
Annangrove	0	0	0	1	36
Annangrove	0	0	1	0	12
Annangrove	0	0	1	1	4
Annangrove	0	1	0	0	28
Annangrove	0	1	0	1	7
Annangrove	0	1	1	0	3
Annangrove	1	0	0	1	212
Annangrove	1	0	1	0	63
Annangrove	1	0	1	1	131
Annangrove	1	1	0	0	302
Annangrove	1	1	0	1	31
Annangrove	1	1	1	0	133
Annangrove	1	1	1	1	23
Appin (NSW)					8
Appin (NSW)	0	0	0	1	80
Appin (NSW)	0	0	1	0	19
Appin (NSW)	0	0	1	1	7
Appin (NSW)	0	1	0	0	114
Appin (NSW)	0	1	0	1	11
Appin (NSW)	0	1	1	0	14
Appin (NSW)	0	1	1	1	7
Appin (NSW)	1	0	0	1	215
Appin (NSW)	1	0	1	0	86
Appin (NSW)	1	0	1	1	46
Appin (NSW)	1	1	0	0	875
Appin (NSW)	1	1	0	1	98
Appin (NSW)	1	1	1	0	187
Appin (NSW)	1	1	1	1	51
Apple Tree Flat	1	1	0	0	9
Appleby	0	0	0	1	3
Appleby	0	1	0	0	4
Appleby	1	0	0	1	7
Appleby	1	0	1	1	3
Appleby	1	1	0	0	11
Appleby	1	1	1	1	3
Appletree Flat	1	1	0	0	7
Apsley (NSW)	0	0	0	1	3
Apsley (NSW)	1	0	0	1	8
Apsley (NSW)	1	1	0	0	21
Apsley (NSW)	1	1	1	0	10
Apsley (NSW)	1	1	1	1	9
Arable	1	1	1	0	4
Arakoon					3
Arakoon	0	0	0	1	13
Arakoon	0	1	0	0	6
Arakoon	1	0	0	1	39
Arakoon	1	0	1	0	23
Arakoon	1	1	0	0	52
Arakoon	1	1	0	1	5
Arakoon	1	1	1	0	5
Arakoon	1	1	1	1	14
Araluen (NSW)	0	0	0	1	3
Araluen (NSW)	0	0	1	0	3
Araluen (NSW)	0	1	0	0	3
Araluen (NSW)	0	1	1	0	5
Araluen (NSW)	1	0	0	1	4
Araluen (NSW)	1	0	1	0	4
Araluen (NSW)	1	0	1	1	6
Araluen (NSW)	1	1	0	0	7
Araluen (NSW)	1	1	0	1	5
Araluen (NSW)	1	1	1	0	8
Aratula (NSW)	1	1	0	0	3
Arcadia (NSW)	0	0	0	1	43
Arcadia (NSW)	0	0	1	0	5
Arcadia (NSW)	0	0	1	1	20
Arcadia (NSW)	0	1	0	0	31
Arcadia (NSW)	0	1	1	0	8
Arcadia (NSW)	1	0	0	1	155
Arcadia (NSW)	1	0	1	0	60
Arcadia (NSW)	1	0	1	1	83
Arcadia (NSW)	1	1	0	0	390
Arcadia (NSW)	1	1	0	1	8
Arcadia (NSW)	1	1	1	0	136
Arcadia (NSW)	1	1	1	1	21
Arcadia Vale					8
Arcadia Vale	0	0	0	1	44
Arcadia Vale	0	0	1	0	15
Arcadia Vale	0	0	1	1	12
Arcadia Vale	0	1	0	0	71
Arcadia Vale	0	1	0	1	11
Arcadia Vale	0	1	1	0	12
Arcadia Vale	1	0	0	1	119
Arcadia Vale	1	0	1	0	19
Arcadia Vale	1	0	1	1	51
Arcadia Vale	1	1	0	0	346
Arcadia Vale	1	1	0	1	7
Arcadia Vale	1	1	1	0	96
Ardglen	0	1	0	0	7
Ardglen	1	1	0	0	18
Arding	0	1	0	0	11
Arding	0	1	0	1	3
Arding	0	1	1	0	4
Arding	1	0	0	1	21
Arding	1	0	1	0	11
Arding	1	1	0	0	38
Arding	1	1	0	1	3
Arding	1	1	1	0	16
Arding	1	1	1	1	6
Ardlethan					7
Ardlethan	0	0	0	1	7
Ardlethan	0	0	1	0	3
Ardlethan	0	0	1	1	8
Ardlethan	0	1	0	0	20
Ardlethan	0	1	0	1	3
Ardlethan	0	1	1	0	11
Ardlethan	1	0	0	1	46
Ardlethan	1	0	1	0	6
Ardlethan	1	1	0	0	58
Ardlethan	1	1	0	1	3
Ardlethan	1	1	1	0	26
Argalong	0	0	0	1	3
Argalong	1	1	0	0	11
Argalong	1	1	1	0	4
Argenton					22
Argenton	0	0	0	1	115
Argenton	0	0	1	0	13
Argenton	0	0	1	1	8
Argenton	0	1	0	0	95
Argenton	0	1	0	1	7
Argenton	0	1	1	0	24
Argenton	1	0	0	1	110
Argenton	1	0	1	0	27
Argenton	1	0	1	1	4
Argenton	1	1	0	0	241
Argenton	1	1	0	1	29
Argenton	1	1	1	0	59
Argenton	1	1	1	1	15
Argents Hill					4
Argents Hill	0	1	0	0	20
Argents Hill	0	1	0	1	3
Argents Hill	1	0	0	1	20
Argents Hill	1	1	0	0	30
Argents Hill	1	1	0	1	3
Argents Hill	1	1	1	0	3
Argoon (NSW)	1	1	0	0	12
Ariah Park					3
Ariah Park	0	0	0	1	4
Ariah Park	0	1	0	0	7
Ariah Park	1	0	0	1	3
Ariah Park	1	0	1	0	6
Ariah Park	1	0	1	1	8
Ariah Park	1	1	0	0	150
Ariah Park	1	1	1	0	36
Ariah Park	1	1	1	1	3
Arkell	0	0	0	1	3
Arkell	0	1	0	0	3
Arkell	1	1	0	0	8
Arkstone	1	1	0	0	11
Armatree					3
Armatree	1	0	1	0	3
Armatree	1	1	0	0	64
Armatree	1	1	1	0	7
Armatree	1	1	1	1	5
Armidale					208
Armidale	0	0	0	1	610
Armidale	0	0	1	0	210
Armidale	0	0	1	1	73
Armidale	0	1	0	0	1209
Armidale	0	1	0	1	132
Armidale	0	1	1	0	281
Armidale	0	1	1	1	71
Armidale	1	0	0	1	926
Armidale	1	0	1	0	548
Armidale	1	0	1	1	281
Armidale	1	1	0	0	4606
Armidale	1	1	0	1	282
Armidale	1	1	1	0	980
Armidale	1	1	1	1	265
Arncliffe					189
Arncliffe	0	0	0	1	431
Arncliffe	0	0	1	0	80
Arncliffe	0	0	1	1	82
Arncliffe	0	1	0	0	266
Arncliffe	0	1	0	1	58
Arncliffe	0	1	1	0	42
Arncliffe	0	1	1	1	32
Arncliffe	1	0	0	1	815
Arncliffe	1	0	1	0	256
Arncliffe	1	0	1	1	337
Arncliffe	1	1	0	0	2419
Arncliffe	1	1	0	1	216
Arncliffe	1	1	1	0	545
Arncliffe	1	1	1	1	154
Arrawarra					3
Arrawarra	0	0	0	1	17
Arrawarra	0	0	1	1	4
Arrawarra	0	1	0	0	16
Arrawarra	0	1	0	1	3
Arrawarra	0	1	1	0	11
Arrawarra	1	0	0	1	15
Arrawarra	1	0	1	1	5
Arrawarra	1	1	0	0	15
Arrawarra	1	1	1	0	10
Arrawarra Headland					3
Arrawarra Headland	0	0	0	1	16
Arrawarra Headland	0	0	1	0	4
Arrawarra Headland	0	1	0	0	32
Arrawarra Headland	0	1	0	1	10
Arrawarra Headland	0	1	1	0	7
Arrawarra Headland	1	0	0	1	46
Arrawarra Headland	1	0	1	0	16
Arrawarra Headland	1	0	1	1	3
Arrawarra Headland	1	1	0	0	93
Arrawarra Headland	1	1	0	1	7
Arrawarra Headland	1	1	1	0	49
Artarmon					116
Artarmon	0	0	0	1	219
Artarmon	0	0	1	0	127
Artarmon	0	0	1	1	39
Artarmon	0	1	0	0	289
Artarmon	0	1	0	1	18
Artarmon	0	1	1	0	59
Artarmon	0	1	1	1	18
Artarmon	1	0	0	1	348
Artarmon	1	0	1	0	479
Artarmon	1	0	1	1	137
Artarmon	1	1	0	0	3207
Artarmon	1	1	0	1	36
Artarmon	1	1	1	0	371
Artarmon	1	1	1	1	13
Arthurville	0	0	0	1	3
Arthurville	1	1	0	0	4
Arthurville	1	1	1	0	6
Arumpo	0	1	0	0	3
Arumpo	1	0	1	1	4
Arumpo	1	1	0	0	12
Arumpo	1	1	0	1	3
Ashbury					43
Ashbury	0	0	0	1	125
Ashbury	0	0	1	0	44
Ashbury	0	0	1	1	21
Ashbury	0	1	0	0	64
Ashbury	0	1	0	1	12
Ashbury	0	1	1	0	10
Ashbury	0	1	1	1	9
Ashbury	1	0	0	1	440
Ashbury	1	0	1	0	177
Ashbury	1	0	1	1	134
Ashbury	1	1	0	0	983
Ashbury	1	1	0	1	21
Ashbury	1	1	1	0	293
Ashbury	1	1	1	1	50
Ashby (NSW)	0	0	0	1	7
Ashby (NSW)	0	1	0	0	5
Ashby (NSW)	0	1	1	0	3
Ashby (NSW)	1	0	0	1	15
Ashby (NSW)	1	0	1	0	4
Ashby (NSW)	1	0	1	1	3
Ashby (NSW)	1	1	0	0	42
Ashby (NSW)	1	1	0	1	8
Ashby (NSW)	1	1	1	0	5
Ashby (NSW)	1	1	1	1	6
Ashby Heights	0	0	0	1	4
Ashby Heights	0	1	0	0	14
Ashby Heights	0	1	1	0	4
Ashby Heights	1	0	0	1	34
Ashby Heights	1	0	1	0	8
Ashby Heights	1	1	0	0	28
Ashby Heights	1	1	0	1	3
Ashby Heights	1	1	1	0	11
Ashby Island	1	0	0	1	3
Ashcroft					55
Ashcroft	0	0	0	1	254
Ashcroft	0	0	1	0	24
Ashcroft	0	0	1	1	32
Ashcroft	0	1	0	0	298
Ashcroft	0	1	0	1	52
Ashcroft	0	1	1	0	84
Ashcroft	0	1	1	1	20
Ashcroft	1	0	0	1	267
Ashcroft	1	0	1	0	47
Ashcroft	1	0	1	1	107
Ashcroft	1	1	0	0	755
Ashcroft	1	1	0	1	80
Ashcroft	1	1	1	0	327
Ashcroft	1	1	1	1	110
Ashfield (NSW)					424
Ashfield (NSW)	0	0	0	1	721
Ashfield (NSW)	0	0	1	0	343
Ashfield (NSW)	0	0	1	1	96
Ashfield (NSW)	0	1	0	0	592
Ashfield (NSW)	0	1	0	1	44
Ashfield (NSW)	0	1	1	0	131
Ashfield (NSW)	0	1	1	1	10
Ashfield (NSW)	1	0	0	1	1228
Ashfield (NSW)	1	0	1	0	814
Ashfield (NSW)	1	0	1	1	395
Ashfield (NSW)	1	1	0	0	5081
Ashfield (NSW)	1	1	0	1	134
Ashfield (NSW)	1	1	1	0	640
Ashfield (NSW)	1	1	1	1	85
Ashford (NSW)					3
Ashford (NSW)	0	0	0	1	21
