SSC_NAME16	PrivateDwelling	persons
North Lake	1	1236
North Lake Grace	0	4
North Lake Grace	1	22
North Moulyinning	1	38
North Perth	0	665
North Perth	1	7841
North Plantations	0	34
North Plantations	1	308
North Stirlings	1	23
North Tammin	0	3
North Tammin	1	117
North Trayning	1	24
North Walpole	0	12
North Walpole	1	75
North West Cape	0	454
North West Cape	1	102
North Wialki	1	4
North Yelbeni	1	15
North Yunderup	0	62
North Yunderup	1	735
Northam	0	812
Northam	1	5707
Northampton	0	113
Northampton	1	707
Northbridge (WA)	0	630
Northbridge (WA)	1	800
Northcliffe	0	29
Northcliffe	1	253
Northern Gully	1	20
Nowergup	0	22
Nowergup	1	170
Nugadong	1	15
Nukarni	0	5
Nukarni	1	46
Nullagine	0	2454
Nullagine	1	139
Nullaki	0	3
Nullaki	1	24
Nulsen	0	149
Nulsen	1	1005
Nungarin	0	8
Nungarin	1	138
Nunierra	0	4
Nunierra	1	8
Nunile	0	17
Nunile	1	81
Nyabing	0	35
Nyabing	1	247
O'Connor (WA)	0	29
O'Connor (WA)	1	402
Oakford	0	63
Oakford	1	2520
Ocean Beach	0	111
Ocean Beach	1	808
Ocean Reef	0	208
Ocean Reef	1	7484
Ogilvie	1	54
Old Plains	1	68
Oldbury	0	25
Oldbury	1	305
Ongerup	0	4
Ongerup	1	84
Onslow	0	453
Onslow	1	707
Oombulgurri	0	100
Ora Banda	0	3
Ora Banda	1	8
Orana	0	169
Orana	1	1865
Orange Grove (WA)	0	73
Orange Grove (WA)	1	675
Orange Springs	1	13
Orchid Valley	1	36
Ord River	0	163
Ord River	1	90
Orelia	0	394
Orelia	1	4152
Osborne Park	0	295
Osborne Park	1	3688
Osmington	0	16
Osmington	1	118
Padbury	0	225
Padbury	1	7718
Palgarup	0	9
Palgarup	1	138
Pallinup	0	18
Pallinup	1	65
Palmdale (WA)	0	8
Palmdale (WA)	1	14
Palmer (WA)	0	18
Palmer (WA)	1	44
Palmyra (WA)	0	313
Palmyra (WA)	1	6423
Pannawonica	0	393
Pannawonica	1	557
Pantapin	1	31
Paraburdoo	0	591
Paraburdoo	1	1143
Paradise (WA)	0	10
Paradise (WA)	1	157
Pardoo	0	337
Pardoo	1	47
Parkerville	0	108
Parkerville	1	2127
Parkeston	0	13
Parkeston	1	85
Parkfield	0	9
Parkfield	1	33
Parklands (WA)	0	19
Parklands (WA)	1	550
Parkwood (WA)	0	102
Parkwood (WA)	1	5773
Parmelia	0	467
Parmelia	1	5424
Parryville	0	12
Parryville	1	58
Paulls Valley	1	61
Paynedale	0	9
Paynedale	1	40
Paynes Find	0	94
Paynes Find	1	27
Paynesville (WA)	0	4
Paynesville (WA)	1	8
Peaceful Bay	0	6
Peaceful Bay	1	51
Peak Hill (WA)	0	321
Peak Hill (WA)	1	62
Pearsall	0	155
Pearsall	1	3589
Peedamulla	1	11
Peerabeelup	1	5
Pegs Creek	0	424
Pegs Creek	1	1618
Pelican Point (WA)	0	70
Pelican Point (WA)	1	787
Pemberton	0	174
Pemberton	1	845
Peppermint Grove	0	239
Peppermint Grove	1	1370
Peppermint Grove Beach	0	34
Peppermint Grove Beach	1	396
Perenjori	0	88
Perenjori	1	234
Perillup	0	3
Perillup	1	49
Peron	0	15
Peron	1	21
Perth (WA)	0	5854
Perth (WA)	1	8638
Perth Airport	0	30
Perup	0	3
Perup	1	131
Petrudor	1	5
Piara Waters	0	200
Piara Waters	1	8696
Piawaning	1	54
Piccadilly (WA)	0	307
Piccadilly (WA)	1	2014
Pickering Brook	0	43
Pickering Brook	1	532
Picton (WA)	0	16
Picton (WA)	1	55
Picton East	0	3
Picton East	1	102
Piesse Brook	0	19
Piesse Brook	1	181
Piesseville	0	3
Piesseville	1	58
Pindar	0	3
Pindar	1	25
Pingaring	0	6
Pingaring	1	59
Pingelly	0	92
Pingelly	1	707
Pingrup	0	39
Pingrup	1	204
Pinjar	0	15
Pinjar	1	79
Pinjarra	0	446
Pinjarra	1	4299
Pink Lake	0	89
Pink Lake	1	802
Pintharuka	1	24
Pinwernying	0	19
Pinwernying	1	105
Pippingarra	0	262
Pippingarra	1	49
Pithara	0	7
Pithara	1	105
Plumridge Lakes	0	565
Plumridge Lakes	1	163
Point Samson	0	260
Point Samson	1	218
Popanyinning	0	22
Popanyinning	1	136
Porongurup	0	68
Porongurup	1	257
Port Albany	0	13
Port Albany	1	107
Port Denison	0	248
Port Denison	1	1255
Port Hedland	0	2313
Port Hedland	1	3258
Port Kennedy	0	809
Port Kennedy	1	12424
Preston Beach	0	15
Preston Beach	1	183
Preston Settlement	1	123
Prevelly	0	28
Prevelly	1	167
Prince Regent River	1	3
Pumphreys Bridge	0	3
Pumphreys Bridge	1	16
Purnululu	0	93
Purnululu	1	9
Quairading	0	88
Quairading	1	553
Qualeup	0	5
Qualeup	1	49
Quedjinup	0	40
Quedjinup	1	313
Queens Park (WA)	0	338
Queens Park (WA)	1	6180
Queenwood	0	15
Queenwood	1	66
Quelagetting	1	17
Quellington	0	10
Quellington	1	31
Quindalup	0	148
Quindalup	1	1151
Quindanning	0	7
Quindanning	1	34
Quinninup	0	24
Quinninup	1	139
Quinns Rocks	0	392
Quinns Rocks	1	8051
Ranford	0	10
Ranford	1	178
Rangeway	0	194
Rangeway	1	1619
Ravensthorpe	0	129
Ravensthorpe	1	388
Ravenswood (WA)	0	160
Ravenswood (WA)	1	1952
Rawlinna	0	17
Rawlinna	1	12
Red Gully	0	9
Red Gully	1	20
Red Hill (WA)	0	4
Red Hill (WA)	1	70
Redbank (WA)	0	4
Redbank (WA)	1	33
Redcliffe (WA)	0	668
Redcliffe (WA)	1	4231
Redgate (WA)	0	22
Redgate (WA)	1	69
Redmond	0	9
Redmond	1	189
Redmond West	0	11
Redmond West	1	56
Reedy	0	53
Regans Ford	0	4
Regans Ford	1	17
Reinscourt	0	3
Reinscourt	1	225
Ridgewood (WA)	0	333
Ridgewood (WA)	1	4195
Ringbark	0	4
Ringbark	1	107
Riverton (WA)	0	106
Riverton (WA)	1	5445
Rivervale	0	1378
Rivervale	1	8860
Robinson	0	37
Robinson	1	547
Rockingham (WA)	0	1251
Rockingham (WA)	1	12775
Rocklea (WA)	0	433
Rocklea (WA)	1	110
Rockwell	0	3
Rocky Gully (WA)	0	15
Rocky Gully (WA)	1	80
Roebourne	0	272
Roebourne	1	716
Roebuck	0	928
Roebuck	1	436
Roelands	0	37
Roelands	1	762
Roleystone	0	251
Roleystone	1	6176
Rosa Brook	0	16
Rosa Brook	1	199
Rosa Glen	0	14
Rosa Glen	1	154
Rossmore (WA)	1	5
Rossmoyne	0	234
Rossmoyne	1	3015
Rothsay	0	460
Rothsay	1	3
Rottnest Island	0	488
Rottnest Island	1	73
Ruabon	1	76
Rudds Gully	0	7
Rudds Gully	1	167
Ryansbrook	0	11
Ryansbrook	1	55
Sabina River	0	5
Sabina River	1	72
Safety Bay	0	297
Safety Bay	1	6823
Salmon Gums	0	30
Salmon Gums	1	152
Salter Point	0	524
Salter Point	1	2271
Samson	0	68
Samson	1	1799
San Remo (WA)	0	35
San Remo (WA)	1	913
Sandsprings	1	7
Sandstone	0	41
Sandstone	1	107
Sandy Gully (WA)	0	3
Sandy Gully (WA)	1	84
Sawyers Valley	0	42
Sawyers Valley	1	919
Scaddan	0	16
Scaddan	1	101
Scarborough (WA)	0	1519
Scarborough (WA)	1	13737
Scotsdale	0	74
Scotsdale	1	364
Scott River	0	3
Scott River	1	54
Scott River East	0	5
Scott River East	1	12
Scotts Brook	0	3
Scotts Brook	1	66
Seabird	0	5
Seabird	1	53
Secret Harbour	0	410
Secret Harbour	1	11146
Seppings	0	3
Seppings	1	168
Serpentine (WA)	0	162
Serpentine (WA)	1	2100
Seville Grove	0	466
Seville Grove	1	9617
Shackleton	0	14
Shackleton	1	83
Shadforth (WA)	0	78
Shadforth (WA)	1	604
Shannon (WA)	1	4
Shelley (WA)	0	113
Shelley (WA)	1	4308
Shenton Park	0	454
Shenton Park	1	4053
Sherlock (WA)	0	7
Sherlock (WA)	1	3
Shoalwater (WA)	0	307
Shoalwater (WA)	1	3615
Siesta Park	0	32
Siesta Park	1	55
Silver Sands	0	194
Silver Sands	1	1167
Sinagra	0	84
Sinagra	1	2484
Sinclair	0	96
Sinclair	1	739
Singleton (WA)	0	136
Singleton (WA)	1	3462
Smith Brook	0	8
Smith Brook	1	42
Somerville (WA)	0	757
Somerville (WA)	1	3671
Sorrento (WA)	0	210
Sorrento (WA)	1	6942
South Bodallin	1	3
South Boulder	0	358
South Boulder	1	1026
South Bunbury	0	585
South Bunbury	1	7489
South Burracoppin	0	3
South Burracoppin	1	29
South Carnarvon	0	173
South Carnarvon	1	831
South Datatine	1	20
South Doodlakine	0	3
South Doodlakine	1	42
South Fremantle	0	298
South Fremantle	1	2744
South Glencoe	1	20
South Greenough	0	8
South Greenough	1	94
South Guildford	0	160
South Guildford	1	3086
South Hedland	0	2707
South Hedland	1	7675
South Kalgoorlie	0	609
South Kalgoorlie	1	4204
South Kukerin	0	3
South Kukerin	1	16
South Kumminin	1	78
South Kununoppin	0	14
South Kununoppin	1	7
South Lake	0	298
South Lake	1	5476
South Lake Grace	0	5
South Lake Grace	1	18
South Murchison	0	42
South Murchison	1	55
South Newdegate	1	26
South Perth	0	1333
South Perth	1	10602
South Plantations	0	18
South Plantations	1	190
South Quairading	0	6
South Quairading	1	48
South Stirling	0	3
South Stirling	1	12
South Tammin	0	9
South Tammin	1	73
South Trayning	0	6
South Trayning	1	28
South Yelbeni	0	7
South Yelbeni	1	25
South Yilgarn	0	4
South Yilgarn	1	13
South Yuna	1	23
South Yunderup	0	187
South Yunderup	1	2765
Southampton (WA)	0	11
Southampton (WA)	1	62
Southern Brook	1	67
Southern Cross (WA)	0	118
Southern Cross (WA)	1	585
Southern River	0	234
Southern River	1	9903
Spalding (WA)	0	184
Spalding (WA)	1	1860
Spearwood	0	690
Spearwood	1	9187
Spencer Park	0	377
Spencer Park	1	3022
Spencers Brook	0	3
Spencers Brook	1	76
Springfield (WA)	0	18
Springfield (WA)	1	221
Springs	1	12
St George Ranges	0	84
St George Ranges	1	1149
St James (WA)	0	519
St James (WA)	1	4289
St Ronans	0	5
St Ronans	1	38
Stake Hill	0	25
Stake Hill	1	466
Stirling (WA)	0	502
Stirling (WA)	1	9125
Stirling Estate	0	24
Stirling Estate	1	135
Stoneville	0	112
Stoneville	1	2207
Stove Hill	0	312
Stove Hill	1	3
Strathalbyn (WA)	0	14
Strathalbyn (WA)	1	1171
Stratham	0	17
Stratham	1	651
Stratherne	0	3
Stratherne	1	7
Stratton	0	165
Stratton	1	3108
Strelley	0	19
Strelley	1	36
Sturt Creek	0	138
Sturt Creek	1	293
Subiaco	0	1751
Subiaco	1	7938
Success	0	519
Success	1	9386
Sunnyside (WA)	1	76
Sunset Beach	0	134
Sunset Beach	1	1322
Swan View	0	341
Swan View	1	7398
Swanbourne	0	418
Swanbourne	1	3542
Takalarup	0	7
Takalarup	1	96
Talandji	0	6773
Talandji	1	4
Talbot (WA)	1	100
Talbot West	0	6
Talbot West	1	13
Talgomine	1	26
Tamala	0	9
Tamala	1	3
Tambellup	0	51
Tambellup	1	317
Tammin	0	46
Tammin	1	150
Tampu	0	3
Tampu	1	5
Tanami (WA)	0	203
Tanami (WA)	1	207
Tandegin	1	14
Tapping	0	214
Tapping	1	9031
Tarcoola Beach	0	159
Tarcoola Beach	1	1183
Tardun	0	15
Tardun	1	31
Tarin Rock	1	31
Teesdale (WA)	0	26
Teesdale (WA)	1	81
Telfer	0	1135
Telfer	1	258
Tenindewa	0	4
Tenindewa	1	51
Tenterden (WA)	0	24
Tenterden (WA)	1	192
The Lakes	1	51
The Plains	0	4
The Plains	1	39
The Vines	0	210
The Vines	1	4549
Thomson Brook	0	17
Thomson Brook	1	68
Thornlie	0	689
Thornlie	1	22087
Three Springs	0	70
Three Springs	1	310
Throssell	0	5
Throssell	1	62
Tibradden	1	3
Tincurrin	1	43
Tingledale	0	5
Tingledale	1	59
Tom Price	0	771
Tom Price	1	2539
Tonebridge	1	15
Toodyay	0	139
Toodyay	1	1228
Toolibin	0	3
Toolibin	1	18
Toompup	1	10
Torbay	0	17
Torbay	1	289
Torndirrup	0	419
Torndirrup	1	49
Townsendale	0	7
Townsendale	1	7
Trayning	0	21
Trayning	1	110
Treeton	0	17
Treeton	1	88
Trigg	0	67
Trigg	1	2598
Trigwell	1	12
Tuart Hill	0	448
Tuart Hill	1	6430
Turkey Hill	1	4
Tutunup	0	3
Tutunup	1	56
Two Rocks	0	252
Two Rocks	1	2646
Ucarty	0	3
Ucarty	1	52
Ucarty West	0	3
Ucarty West	1	30
Uduc	0	20
Uduc	1	276
Ularring	0	18
Upper Capel	0	17
Upper Capel	1	167
Upper Murray	1	3
Upper Swan	0	24
Upper Swan	1	528
Upper Warren	0	11
Upper Warren	1	51
Useless Loop	0	86
Useless Loop	1	126
Usher	0	124
Usher	1	1994
Utakarra	0	120
Utakarra	1	1228
Vancouver Peninsula	0	3
Varley	0	3
Varley	1	32
Vasse	0	96
Vasse	1	2229
Victoria Park	0	632
Victoria Park	1	7860
Victoria Rock	0	3
Victory Heights (WA)	0	59
Victory Heights (WA)	1	798
Viveash	0	53
Viveash	1	967
Wadderin	0	11
Wadderin	1	75
Waddington	1	26
Waddy Forest	0	3
Waddy Forest	1	27
Waeel	0	133
Waeel	1	37
Wagerup	0	8
Wagerup	1	25
Waggrakine	0	146
Waggrakine	1	2182
Wagin	0	174
Wagin	1	1257
Waikiki	0	646
Waikiki	1	11362
Walebing	0	3
Walebing	1	47
Walgoolan	1	45
Walkaway	0	22
Walkaway	1	227
Walliston	0	33
Walliston	1	855
Walmsley	1	41
Walpole	0	78
Walpole	1	360
Walsall	0	12
Walsall	1	76
Walyormouring	0	3
Walyormouring	1	38
Walyurin	1	28
Wamenusking	1	25
Wandana (WA)	1	7
Wandering	0	27
Wandering	1	257
Wandi	0	133
Wandi	1	2634
Wandillup	0	7
Wandillup	1	55
Wandina	0	158
Wandina	1	3882
Wanerie	0	3
Wanerie	1	122
Wangara	0	5
Wangara	1	31
Wannamal	0	7
Wannamal	1	103
Wannanup	0	191
Wannanup	1	3168
Wanneroo	0	671
Wanneroo	1	11051
Wansbrough	1	34
Warawarrup	0	11
Warawarrup	1	130
Warburton (WA)	0	68
Warburton (WA)	1	543
Wardering	0	5
Wardering	1	16
Warding East	1	44
Warmun	0	35
Warmun	1	327
Warnbro	0	695
Warnbro	1	9737
Warner Glen	0	4
Warner Glen	1	45
Waroona	0	334
Waroona	1	2525
Warrachuppin	1	13
Warradarge	0	9
Warradarge	1	60
Warralakin	0	5
Warralakin	1	7
Warrenup	0	16
Warrenup	1	627
Warwick (WA)	0	208
Warwick (WA)	1	3469
Waterbank	0	199
Waterbank	1	81
Watercarrin	0	3
Watercarrin	1	31
Waterford (WA)	0	138
Waterford (WA)	1	2132
Waterloo (WA)	0	14
Waterloo (WA)	1	150
Watermans Bay	0	51
Watermans Bay	1	1179
Watheroo	0	7
Watheroo	1	172
Wattening	1	41
Wattle Grove (WA)	0	230
Wattle Grove (WA)	1	5675
Wattleup	0	34
Wattleup	1	424
Wattoning	1	20
Webberton	0	43
Webberton	1	142
Wedge Island (WA)	0	4
Wedge Island (WA)	1	33
Wedgecarrup	0	19
Wedgecarrup	1	89
Wedgefield	0	42
Wedgefield	1	113
Welbungin	0	3
Welbungin	1	29
Wellard	0	403
Wellard	1	8439
Wellesley (WA)	1	60
Wellington Forest	1	7
Wellington Mill	0	16
Wellington Mill	1	101
Wellstead	0	5
Wellstead	1	69
Welshpool (WA)	0	10
Wembley	0	820
Wembley	1	10276
Wembley Downs	0	367
Wembley Downs	1	5791
West Ballidu	1	53
West Beach (WA)	0	118
West Beach (WA)	1	1293
West Binnu	1	10
West Busselton	0	464
West Busselton	1	7609
West Casuarinas	1	27
West Coolup	0	10
West Coolup	1	137
West End (WA)	0	151
West End (WA)	1	452
West Fitzgerald	0	3
West Fitzgerald	1	17
West Holleton	1	22
West Kalgoorlie	1	3
West Lamington	0	96
West Lamington	1	1298
West Leederville	0	403
West Leederville	1	3497
West Lyons River	0	40
West Lyons River	1	6
West Perth	0	1263
West Perth	1	4512
West Pingelly	0	10
West Pingelly	1	91
West Pinjarra	0	40
West Pinjarra	1	371
West Popanyinning	0	8
West Popanyinning	1	57
West River	0	8
West River	1	79
West Swan	0	430
West Swan	1	462
West Toodyay	0	83
West Toodyay	1	414
Westdale (WA)	0	12
Westdale (WA)	1	81
Westminster	0	399
Westminster	1	5660
Westonia	0	149
Westonia	1	111
Westwood (WA)	1	27
Whim Creek	0	92
Whim Creek	1	5
Whitby	0	19
Whitby	1	306
White Gum Valley	0	238
White Gum Valley	1	2648
White Peak	0	39
White Peak	1	393
Whiteman	1	7
Whittaker	1	6
Wialki	0	6
Wialki	1	30
Wicherina	0	6
Wicherina	1	7
Wickepin	0	17
Wickepin	1	355
Wickham (WA)	0	583
Wickham (WA)	1	2008
Widgiemooltha	0	19
Widgiemooltha	1	16
Wilberforce (WA)	0	3
Wilberforce (WA)	1	29
Wilbinga	1	4
Wilga	0	9
Wilga	1	51
Wilga West	1	3
Wilgarrup	0	5
Wilgarrup	1	15
Wilgoyne	0	4
Wilgoyne	1	34
Willagee	0	338
Willagee	1	4438
Willare	0	137
Willare	1	151
Willetton	0	333
Willetton	1	17553
William Bay	0	18
William Bay	1	116
Williams	0	82
Williams	1	832
Williamstown (WA)	0	5
Williamstown (WA)	1	132
Willyung	0	30
Willyung	1	537
Wilson	0	437
Wilson	1	5855
Wiluna	0	1133
Wiluna	1	293
Wilyabrup	0	59
Wilyabrup	1	137
Windabout	0	13
Windabout	1	123
Windy Harbour	0	5
Windy Harbour	1	22
Winnejup	0	9
Winnejup	1	145
Winthrop	0	105
Winthrop	1	5697
Witchcliffe	0	15
Witchcliffe	1	230
Withers	0	256
Withers	1	2662
Wittenoom	0	39
Wittenoom	1	9
Wittenoom Hills	0	4
Wittenoom Hills	1	14
Wogolin	1	9
Wokalup	0	226
Wokalup	1	217
Womarden	1	52
Wongamine	0	3
Wongamine	1	31
Wongan Hills	0	68
Wongan Hills	1	829
Wongoondy	0	3
Wongoondy	1	25
Wonnerup	0	13
Wonnerup	1	112
Wonthella	0	143
Wonthella	1	1417
Woodanilling	0	15
Woodanilling	1	148
Woodbridge (WA)	0	102
Woodbridge (WA)	1	1050
Woodlands (WA)	0	111
Woodlands (WA)	1	3939
Woodleigh (WA)	1	4
Woodridge (WA)	0	54
Woodridge (WA)	1	559
Woodvale (WA)	0	147
Woodvale (WA)	1	8962
Woogenellup	0	12
Woogenellup	1	84
Woolgorong	0	49
Woolocutty	1	30
Wooramel	0	32
Wooramel	1	18
Wooroloo	0	1928
Wooroloo	1	692
Woorree	0	70
Woorree	1	1208
Woottating	1	61
Worsley	0	3
Worsley	1	29
Wubin	0	10
Wubin	1	86
Wundowie	0	93
Wundowie	1	1211
Wungong	0	27
Wungong	1	306
Wyalkatchem	0	65
Wyalkatchem	1	338
Wyening	1	25
Wyndham (WA)	0	265
Wyndham (WA)	1	677
Wyola West	1	24
Xantippe	1	15
Yabberup	0	7
Yabberup	1	144
Yakamia	0	283
Yakamia	1	2476
Yalgoo	0	567
Yalgoo	1	104
Yallabatharra	0	39
Yallabatharra	1	68
Yallingup	0	181
Yallingup	1	852
Yallingup Siding	0	22
Yallingup Siding	1	261
Yalyalup	0	120
Yalyalup	1	2272
Yanchep	0	728
Yanchep	1	7840
Yandanooka	1	22
Yandoo Creek	0	51
Yandoo Creek	1	4
Yangebup	0	410
Yangebup	1	6901
Yanmah	0	59
Yanmah	1	105
Yannarie	0	51
Yarawindah	0	3
Yarawindah	1	18
Yardarino	0	3
Yardarino	1	43
Yarloop	0	26
Yarloop	1	362
Yarragadee	1	23
Yathroo	0	16
Yathroo	1	74
Yeagarup	0	17
Yeagarup	1	46
Yealering	0	28
Yealering	1	73
Yelbeni	0	3
Yellowdine	0	17
Yelverton	0	14
Yelverton	1	62
Yerecoin	1	71
Yetna	0	13
Yetna	1	19
Yilkari	0	15
Yilliminning	1	46
Yokine	0	841
Yokine	1	10521
Yoongarillup	0	6
Yoongarillup	1	61
York	0	292
York	1	2183
Yornaning	0	4
Yornaning	1	22
Yornup	0	7
Yornup	1	63
Yoting	1	27
Youndegin	0	15
Youndegin	1	25
Youngs Siding	0	25
Youngs Siding	1	293
Yourdamung Lake	1	5
Yuna	1	17
Migratory - Offshore - Shipping (WA)	0	3668
Abbotsham	0	13
Abbotsham	1	80
Abels Bay	1	110
Aberdeen (Tas.)	0	3
Aberdeen (Tas.)	1	222
Acacia Hills (Tas.)	0	19
Acacia Hills (Tas.)	1	575
Acton (Tas.)	0	54
Acton (Tas.)	1	1255
Acton Park (Tas.)	0	30
Acton Park (Tas.)	1	1988
Adventure Bay	0	34
Adventure Bay	1	146
Akaroa	0	10
Akaroa	1	114
Alberton (Tas.)	1	3
Alcomie	0	3
Alcomie	1	52
Allens Rivulet	0	4
Allens Rivulet	1	470
Alonnah	0	27
Alonnah	1	105
Ambleside	0	22
Ambleside	1	610
Andover	1	34
Ansons Bay	0	4
Ansons Bay	1	25
Antill Ponds	1	9
Apollo Bay (Tas.)	0	11
Apollo Bay (Tas.)	1	10
Apslawn	0	5
Apslawn	1	14
Apsley (Tas.)	1	35
Arthur River (Tas.)	0	11
Arthur River (Tas.)	1	35
Arthurs Lake	1	12
Austins Ferry	0	60
Austins Ferry	1	2127
Avoca (Tas.)	0	22
Avoca (Tas.)	1	190
Baden	1	36
Badger Head	0	10
Badger Head	1	34
Bagdad	0	90
Bagdad	1	1244
Bakers Beach	0	6
Bakers Beach	1	55
Bangor (Tas.)	1	74
Barnes Bay	0	3
Barnes Bay	1	10
Barretta	1	30
Barrington (Tas.)	1	194
Battery Point	0	432
Battery Point	1	1703
Beaconsfield (Tas.)	0	89
Beaconsfield (Tas.)	1	1170
Beaumaris (Tas.)	0	3
Beaumaris (Tas.)	1	271
Beauty Point	0	91
Beauty Point	1	1090
Beechford	0	16
Beechford	1	77
Bellerive	0	178
Bellerive	1	4118
Bellingham	0	4
Bellingham	1	56
Ben Lomond (Tas.)	0	10
Berriedale	0	161
Berriedale	1	2491
Beulah (Tas.)	0	5
Beulah (Tas.)	1	76
Bicheno	0	132
Bicheno	1	774
Binalong Bay	0	33
Binalong Bay	1	244
Birchs Bay	0	3
Birchs Bay	1	90
Birralee	0	11
Birralee	1	153
Bishopsbourne	0	5
Bishopsbourne	1	132
Black Hills	0	22
Black Hills	1	154
Black River (Tas.)	0	3
Black River (Tas.)	1	29
Blackmans Bay	0	282
Blackmans Bay	1	6607
Blackstone Heights	0	67
Blackstone Heights	1	1142
Blackwall (Tas.)	0	36
Blackwall (Tas.)	1	236
Blackwood Creek	0	9
Blackwood Creek	1	108
Blessington	0	18
Blessington	1	70
Blue Rocks	0	4
Blue Rocks	1	13
Blumont	0	4
Blumont	1	26
Boat Harbour (Tas.)	0	5
Boat Harbour (Tas.)	1	260
Boat Harbour Beach	0	3
Boat Harbour Beach	1	57
Bonnet Hill	0	18
Bonnet Hill	1	453
Boobyalla	1	4
Boomer Bay	0	4
Boomer Bay	1	80
Bothwell	0	43
Bothwell	1	441
Boyer	0	3
Boyer	1	31
Bracknell	0	22
Bracknell	1	428
Bradys Lake	0	10
Bradys Lake	1	38
Brandum	0	3
Brandum	1	4
Branxholm	0	14
Branxholm	1	233
Breadalbane (Tas.)	0	27
Breadalbane (Tas.)	1	73
Bream Creek	0	11
Bream Creek	1	104
Breona	1	6
Bridgenorth	0	28
Bridgenorth	1	316
Bridgewater (Tas.)	0	271
Bridgewater (Tas.)	1	3795
Bridport	0	85
Bridport	1	1356
Brighton (Tas.)	0	174
Brighton (Tas.)	1	3836
Brittons Swamp	0	3
Brittons Swamp	1	43
Broadmarsh	0	4
Broadmarsh	1	162
Broadmeadows (Tas.)	0	4
Broadmeadows (Tas.)	1	35
Bronte Park	0	12
Bronte Park	1	26
Brooklyn (Tas.)	0	26
Brooklyn (Tas.)	1	518
Brooks Bay	0	4
Brooks Bay	1	22
Buckland (Tas.)	0	16
Buckland (Tas.)	1	156
Bungaree (Tas.)	1	19
Burnie	0	157
Burnie	1	551
Burns Creek	1	29
Bushy Park (Tas.)	0	12
Bushy Park (Tas.)	1	111
Cairns Bay	1	78
Calder	0	20
Calder	1	192
Cambridge (Tas.)	0	115
Cambridge (Tas.)	1	1110
Camdale	0	9
Camdale	1	64
Camena	1	20
Campania	0	58
Campania	1	872
Campbell Town	0	63
Campbell Town	1	918
Cape Barren Island	0	3
Cape Barren Island	1	65
Cape Pillar	0	31
Cape Portland	1	3
Carlton (Tas.)	0	43
Carlton (Tas.)	1	1016
Carlton River	0	13
Carlton River	1	240
Carrick (Tas.)	0	21
Carrick (Tas.)	1	519
Castle Forbes Bay	0	22
Castle Forbes Bay	1	147
Castra	0	5
Castra	1	46
Caveside	0	3
Caveside	1	128
Central Plateau	0	6
Chain Of Lagoons	1	22
Charlotte Cove	0	4
Charlotte Cove	1	34
Chasm Creek	0	3
Chasm Creek	1	70
Chigwell	0	115
Chigwell	1	1868
Christmas Hills (Tas.)	0	8
Christmas Hills (Tas.)	1	111
Chudleigh	0	7
Chudleigh	1	171
Claremont (Tas.)	0	398
Claremont (Tas.)	1	7232
Clarence Point	0	10
Clarence Point	1	200
Clarendon Vale	0	119
Clarendon Vale	1	1152
Claude Road	0	7
Claude Road	1	244
Cleveland (Tas.)	1	39
Clifton Beach (Tas.)	0	25
Clifton Beach (Tas.)	1	554
Cluan	0	7
Cluan	1	42
Colebrook	0	21
Colebrook	1	268
Coles Bay	0	176
Coles Bay	1	199
Collinsvale	0	32
Collinsvale	1	580
Conara	0	3
Conara	1	124
Coningham	0	5
Coningham	1	242
Connellys Marsh	0	5
Connellys Marsh	1	35
Cooee	0	143
Cooee	1	475
Copping	0	11
Copping	1	151
Cornwall (Tas.)	0	3
Cornwall (Tas.)	1	55
Couta Rocks	1	3
Cowrie Point	1	5
Crabtree	0	14
Crabtree	1	271
Cradle Mountain	0	278
Cradle Mountain	1	4
Cradoc	0	28
Cradoc	1	414
Cramps Bay	0	3
Cranbrook (Tas.)	0	8
Cranbrook (Tas.)	1	53
Crayfish Creek	0	8
Crayfish Creek	1	73
Cremorne (Tas.)	0	20
Cremorne (Tas.)	1	488
Cressy (Tas.)	0	60
Cressy (Tas.)	1	1019
Cuckoo	1	49
Cuprona	1	109
Currie	0	68
Currie	1	672
Cygnet	0	102
Cygnet	1	1434
Dairy Plains	0	11
Dairy Plains	1	55
Deddington	0	28
Deddington	1	95
Dee	1	9
Deep Bay	0	12
Deep Bay	1	208
Deloraine	0	309
Deloraine	1	2497
Dennes Point	0	8
Dennes Point	1	46
Derby (Tas.)	0	19
Derby (Tas.)	1	141
Derwent Bridge	0	6
Derwent Bridge	1	13
Derwent Park	0	49
Derwent Park	1	626
Deviot	0	19
Deviot	1	283
Devon Hills	0	24
Devon Hills	1	386
Devonport	0	957
Devonport	1	12404
Dilston	0	27
Dilston	1	485
Doctors Point	1	5
Doctors Rocks	1	86
Dodges Ferry	0	109
Dodges Ferry	1	2269
Dolphin Sands	0	13
Dolphin Sands	1	107
Don	0	20
Don	1	583
Douglas River	0	3
Douglas River	1	34
Dover	0	82
Dover	1	764
Downlands	0	5
Downlands	1	222
Dowsing Point	1	82
Dromedary (Tas.)	0	26
Dromedary (Tas.)	1	684
Dulcot	0	4
Dulcot	1	219
Dunalley	0	24
Dunalley	1	274
Dunorlan	0	14
Dunorlan	1	85
Dynnyrne	0	417
Dynnyrne	1	1161
Dysart (Tas.)	0	7
Dysart (Tas.)	1	204
Eaglehawk Neck	0	50
Eaglehawk Neck	1	312
