SSC_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Warialda	1	1	0	1	5
Warialda	1	1	1	0	17
Warialda	1	1	1	1	3
Warialda Rail	0	1	0	0	3
Warialda Rail	1	0	0	1	4
Warialda Rail	1	1	0	0	4
Warilla					35
Warilla	0	0	0	1	166
Warilla	0	0	1	0	22
Warilla	0	0	1	1	15
Warilla	0	1	0	0	184
Warilla	0	1	0	1	20
Warilla	0	1	1	0	25
Warilla	0	1	1	1	9
Warilla	1	0	0	1	176
Warilla	1	0	1	0	33
Warilla	1	0	1	1	31
Warilla	1	1	0	0	255
Warilla	1	1	0	1	25
Warilla	1	1	1	0	42
Warilla	1	1	1	1	13
Warkworth	1	0	0	1	3
Warkworth	1	1	0	0	3
Warners Bay					30
Warners Bay	0	0	0	1	143
Warners Bay	0	0	1	0	49
Warners Bay	0	0	1	1	17
Warners Bay	0	1	0	0	141
Warners Bay	0	1	0	1	15
Warners Bay	0	1	1	0	35
Warners Bay	0	1	1	1	5
Warners Bay	1	0	0	1	160
Warners Bay	1	0	1	0	77
Warners Bay	1	0	1	1	48
Warners Bay	1	1	0	0	416
Warners Bay	1	1	0	1	33
Warners Bay	1	1	1	0	89
Warners Bay	1	1	1	1	10
Warnervale	0	0	0	1	13
Warnervale	0	0	1	1	5
Warnervale	0	1	0	0	14
Warnervale	0	1	1	0	5
Warnervale	1	0	0	1	18
Warnervale	1	0	1	0	9
Warnervale	1	0	1	1	4
Warnervale	1	1	0	0	31
Warnervale	1	1	0	1	12
Warnervale	1	1	1	0	5
Warnervale	1	1	1	1	4
Warraderry	1	0	1	0	3
Warraderry	1	1	0	0	6
Warraderry	1	1	1	0	3
Warragai Creek	0	1	0	0	3
Warragai Creek	1	0	0	1	3
Warragai Creek	1	1	0	0	3
Warragamba					6
Warragamba	0	0	0	1	27
Warragamba	0	0	1	0	6
Warragamba	0	0	1	1	3
Warragamba	0	1	0	0	25
Warragamba	0	1	0	1	4
Warragamba	0	1	1	0	5
Warragamba	1	0	0	1	30
Warragamba	1	0	1	0	7
Warragamba	1	0	1	1	7
Warragamba	1	1	0	0	78
Warragamba	1	1	0	1	14
Warragamba	1	1	1	0	10
Warragoon	1	0	0	1	3
Warragoon	1	0	1	1	3
Warragoon	1	1	0	0	5
Warrah	1	0	0	1	3
Warrah	1	1	0	0	6
Warrah Creek	1	1	0	0	6
Warrah Ridge	1	0	0	1	3
Warrah Ridge	1	1	0	0	12
Warral					3
Warral	0	0	0	1	8
Warral	0	0	1	0	3
Warral	0	1	0	0	3
Warral	1	0	0	1	13
Warral	1	0	1	0	4
Warral	1	0	1	1	4
Warral	1	1	0	0	21
Warral	1	1	1	0	5
Warrawee					10
Warrawee	0	0	0	1	24
Warrawee	0	0	1	0	16
Warrawee	0	0	1	1	4
Warrawee	0	1	0	0	22
Warrawee	0	1	1	0	8
Warrawee	1	0	0	1	66
Warrawee	1	0	1	0	98
Warrawee	1	0	1	1	42
Warrawee	1	1	0	0	203
Warrawee	1	1	0	1	6
Warrawee	1	1	1	0	72
Warrawee	1	1	1	1	8
Warrawidgee	1	1	0	0	4
Warrawong					23
Warrawong	0	0	0	1	159
Warrawong	0	0	1	0	27
Warrawong	0	0	1	1	10
Warrawong	0	1	0	0	140
Warrawong	0	1	0	1	19
Warrawong	0	1	1	0	26
Warrawong	0	1	1	1	3
Warrawong	1	0	0	1	118
Warrawong	1	0	1	0	24
Warrawong	1	0	1	1	19
Warrawong	1	1	0	0	186
Warrawong	1	1	0	1	13
Warrawong	1	1	1	0	38
Warrawong	1	1	1	1	8
Warregah Island	1	1	0	0	3
Warrell Creek	0	0	0	1	3
Warrell Creek	0	1	0	0	3
Warrell Creek	1	0	0	1	10
Warrell Creek	1	0	1	0	3
Warrell Creek	1	1	0	0	10
Warren					3
Warren	0	0	0	1	30
Warren	0	0	1	1	4
Warren	0	1	0	0	31
Warren	0	1	0	1	3
Warren	0	1	1	0	10
Warren	1	0	0	1	18
Warren	1	0	1	0	4
Warren	1	1	0	0	70
Warren	1	1	1	0	12
Warren	1	1	1	1	3
Warri	1	1	0	0	14
Warriewood					25
Warriewood	0	0	0	1	107
Warriewood	0	0	1	0	43
Warriewood	0	0	1	1	15
Warriewood	0	1	0	0	88
Warriewood	0	1	0	1	5
Warriewood	0	1	1	0	20
Warriewood	0	1	1	1	6
Warriewood	1	0	0	1	160
Warriewood	1	0	1	0	85
Warriewood	1	0	1	1	56
Warriewood	1	1	0	0	677
Warriewood	1	1	0	1	16
Warriewood	1	1	1	0	96
Warriewood	1	1	1	1	12
Warrimoo					5
Warrimoo	0	0	0	1	40
Warrimoo	0	0	1	0	10
Warrimoo	0	0	1	1	3
Warrimoo	0	1	0	0	27
Warrimoo	0	1	0	1	4
Warrimoo	0	1	1	0	3
Warrimoo	1	0	0	1	73
Warrimoo	1	0	1	0	36
Warrimoo	1	0	1	1	12
Warrimoo	1	1	0	0	184
Warrimoo	1	1	0	1	9
Warrimoo	1	1	1	0	37
Warrimoo	1	1	1	1	10
Warroo (NSW)	0	0	0	1	3
Warroo (NSW)	1	0	0	1	3
Warroo (NSW)	1	0	1	1	3
Warroo (NSW)	1	1	0	0	7
Warroo (NSW)	1	1	1	0	3
Warwick Farm					37
Warwick Farm	0	0	0	1	129
Warwick Farm	0	0	1	0	54
Warwick Farm	0	0	1	1	15
Warwick Farm	0	1	0	0	127
Warwick Farm	0	1	0	1	13
Warwick Farm	0	1	1	0	17
Warwick Farm	0	1	1	1	3
Warwick Farm	1	0	0	1	84
Warwick Farm	1	0	1	0	50
Warwick Farm	1	0	1	1	19
Warwick Farm	1	1	0	0	359
Warwick Farm	1	1	0	1	17
Warwick Farm	1	1	1	0	33
Warwick Farm	1	1	1	1	6
Washpool (Mid-Coast - NSW)	1	1	0	0	4
Watagan	0	0	0	1	4
Watagan	0	0	1	0	3
Watagan	1	1	0	0	8
Watanobbi					25
Watanobbi	0	0	0	1	111
Watanobbi	0	0	1	0	17
Watanobbi	0	0	1	1	12
Watanobbi	0	1	0	0	117
Watanobbi	0	1	0	1	16
Watanobbi	0	1	1	0	25
Watanobbi	0	1	1	1	6
Watanobbi	1	0	0	1	97
Watanobbi	1	0	1	0	28
Watanobbi	1	0	1	1	21
Watanobbi	1	1	0	0	206
Watanobbi	1	1	0	1	21
Watanobbi	1	1	1	0	35
Watanobbi	1	1	1	1	14
Waterfall					4
Waterfall	0	0	0	1	3
Waterfall	0	1	0	0	9
Waterfall	0	1	1	0	3
Waterfall	1	0	0	1	16
Waterfall	1	0	1	0	6
Waterfall	1	0	1	1	3
Waterfall	1	1	0	0	39
Waterfall	1	1	1	0	7
Waterloo (NSW)					135
Waterloo (NSW)	0	0	0	1	185
Waterloo (NSW)	0	0	1	0	71
Waterloo (NSW)	0	0	1	1	14
Waterloo (NSW)	0	1	0	0	151
Waterloo (NSW)	0	1	0	1	13
Waterloo (NSW)	0	1	1	0	13
Waterloo (NSW)	0	1	1	1	3
Waterloo (NSW)	1	0	0	1	67
Waterloo (NSW)	1	0	1	0	31
Waterloo (NSW)	1	1	0	0	430
Waterloo (NSW)	1	1	0	1	9
Waterloo (NSW)	1	1	1	0	13
Watersleigh	1	0	0	1	3
Waterview	0	1	0	0	3
Waterview	1	1	0	0	3
Waterview Heights					3
Waterview Heights	0	0	0	1	18
Waterview Heights	0	0	1	0	10
Waterview Heights	0	0	1	1	5
Waterview Heights	0	1	0	0	22
Waterview Heights	1	0	0	1	36
Waterview Heights	1	0	1	0	9
Waterview Heights	1	0	1	1	3
Waterview Heights	1	1	0	0	79
Waterview Heights	1	1	0	1	6
Waterview Heights	1	1	1	0	13
Waterview Heights	1	1	1	1	7
Watsons Bay	0	0	0	1	6
Watsons Bay	0	0	1	0	3
Watsons Bay	0	0	1	1	4
Watsons Bay	0	1	0	0	3
Watsons Bay	1	0	0	1	15
Watsons Bay	1	0	1	0	12
Watsons Bay	1	1	0	0	54
Watsons Bay	1	1	1	0	18
Watsons Creek (NSW)	0	0	0	1	6
Watsons Creek (NSW)	1	1	0	1	3
Wattamolla	1	0	0	1	8
Wattamolla	1	1	0	0	4
Wattamondara	0	0	0	1	7
Wattamondara	0	1	0	0	3
Wattamondara	0	1	1	0	3
Wattamondara	1	0	0	1	7
Wattamondara	1	0	1	1	3
Wattamondara	1	1	0	0	13
Wattamondara	1	1	0	1	3
Wattle Flat (NSW)	0	0	0	1	4
Wattle Flat (NSW)	0	1	0	0	6
Wattle Flat (NSW)	1	0	0	1	8
Wattle Flat (NSW)	1	0	1	0	3
Wattle Flat (NSW)	1	1	0	0	8
Wattle Grove (NSW)					21
Wattle Grove (NSW)	0	0	0	1	117
Wattle Grove (NSW)	0	0	1	0	37
Wattle Grove (NSW)	0	0	1	1	27
Wattle Grove (NSW)	0	1	0	0	88
Wattle Grove (NSW)	0	1	0	1	13
Wattle Grove (NSW)	0	1	1	0	22
Wattle Grove (NSW)	0	1	1	1	8
Wattle Grove (NSW)	1	0	0	1	224
Wattle Grove (NSW)	1	0	1	0	166
Wattle Grove (NSW)	1	0	1	1	128
Wattle Grove (NSW)	1	1	0	0	807
Wattle Grove (NSW)	1	1	0	1	42
Wattle Grove (NSW)	1	1	1	0	175
Wattle Grove (NSW)	1	1	1	1	26
Wattle Ponds	0	0	0	1	12
Wattle Ponds	0	1	0	0	8
Wattle Ponds	1	0	0	1	26
Wattle Ponds	1	0	1	0	22
Wattle Ponds	1	0	1	1	11
Wattle Ponds	1	1	0	0	96
Wattle Ponds	1	1	0	1	3
Wattle Ponds	1	1	1	0	33
Wattle Springs	1	0	0	1	3
Wattle Springs	1	1	0	0	4
Watton	1	0	0	1	3
Watton	1	1	0	0	8
Watton	1	1	1	0	3
Wauchope					25
Wauchope	0	0	0	1	131
Wauchope	0	0	1	0	25
Wauchope	0	0	1	1	16
Wauchope	0	1	0	0	183
Wauchope	0	1	0	1	15
Wauchope	0	1	1	0	34
Wauchope	0	1	1	1	4
Wauchope	1	0	0	1	103
Wauchope	1	0	1	0	27
Wauchope	1	0	1	1	19
Wauchope	1	1	0	0	287
Wauchope	1	1	0	1	8
Wauchope	1	1	1	0	72
Wauchope	1	1	1	1	11
Waukivory	0	0	0	1	3
Waverley (NSW)					17
Waverley (NSW)	0	0	0	1	44
Waverley (NSW)	0	0	1	0	24
Waverley (NSW)	0	0	1	1	8
Waverley (NSW)	0	1	0	0	58
Waverley (NSW)	0	1	0	1	3
Waverley (NSW)	0	1	1	0	6
Waverley (NSW)	1	0	0	1	38
Waverley (NSW)	1	0	1	0	28
Waverley (NSW)	1	0	1	1	12
Waverley (NSW)	1	1	0	0	285
Waverley (NSW)	1	1	0	1	5
Waverley (NSW)	1	1	1	0	39
Waverley (NSW)	1	1	1	1	3
Waverton					26
Waverton	0	0	0	1	35
Waverton	0	0	1	0	23
Waverton	0	0	1	1	4
Waverton	0	1	0	0	26
Waverton	0	1	1	0	3
Waverton	1	0	0	1	36
Waverton	1	0	1	0	29
Waverton	1	0	1	1	9
Waverton	1	1	0	0	170
Waverton	1	1	1	0	20
Way Way	0	0	0	1	3
Way Way	0	1	0	0	3
Way Way	1	0	0	1	4
Way Way	1	0	1	1	3
Way Way	1	1	0	0	17
Wayo	1	0	0	1	4
Wayo	1	1	0	0	3
Weabonga	0	0	0	1	3
Wean	1	1	0	0	3
Webbs Creek	1	0	0	1	3
Webbs Creek	1	1	0	0	3
Wedderburn (NSW)	0	0	0	1	16
Wedderburn (NSW)	0	1	0	0	5
Wedderburn (NSW)	1	0	0	1	18
Wedderburn (NSW)	1	0	1	0	5
Wedderburn (NSW)	1	0	1	1	4
Wedderburn (NSW)	1	1	0	0	40
Wedderburn (NSW)	1	1	0	1	4
Wedderburn (NSW)	1	1	1	0	9
Wedderburn (NSW)	1	1	1	1	3
Wee Jasper	1	1	0	0	5
Wee Waa					5
Wee Waa	0	0	0	1	32
Wee Waa	0	0	1	0	7
Wee Waa	0	0	1	1	4
Wee Waa	0	1	0	0	47
Wee Waa	0	1	0	1	7
Wee Waa	0	1	1	0	6
Wee Waa	1	0	0	1	33
Wee Waa	1	0	1	0	12
Wee Waa	1	1	0	0	117
Wee Waa	1	1	0	1	3
Wee Waa	1	1	1	0	17
Wee Waa	1	1	1	1	4
Weemelah	1	0	0	1	3
Weemelah	1	1	0	0	4
Weethalle	0	0	0	1	9
Weethalle	0	1	0	0	5
Weethalle	1	0	0	1	8
Weethalle	1	0	1	0	4
Weethalle	1	1	0	0	7
Weilmoringle	0	0	0	1	7
Weilmoringle	0	1	0	0	3
Weilmoringle	1	1	0	0	5
Weismantels	0	1	0	0	3
Welaregang	1	0	0	1	3
Welby					3
Welby	0	0	0	1	18
Welby	0	0	1	0	3
Welby	0	1	0	0	13
Welby	0	1	0	1	3
Welby	0	1	1	0	6
Welby	1	0	0	1	15
Welby	1	0	1	0	3
Welby	1	0	1	1	3
Welby	1	1	0	0	37
Welby	1	1	0	1	7
Welby	1	1	1	0	8
Wellington (NSW)					25
Wellington (NSW)	0	0	0	1	86
Wellington (NSW)	0	0	1	0	14
Wellington (NSW)	0	0	1	1	11
Wellington (NSW)	0	1	0	0	141
Wellington (NSW)	0	1	0	1	14
Wellington (NSW)	0	1	1	0	24
Wellington (NSW)	0	1	1	1	4
Wellington (NSW)	1	0	0	1	63
Wellington (NSW)	1	0	1	0	22
Wellington (NSW)	1	0	1	1	17
Wellington (NSW)	1	1	0	0	149
Wellington (NSW)	1	1	0	1	16
Wellington (NSW)	1	1	1	0	24
Wellington (NSW)	1	1	1	1	5
Wells Crossing	0	0	0	1	4
Wells Crossing	0	1	0	0	3
Wells Crossing	1	0	0	1	3
Wells Crossing	1	0	1	0	3
Wells Crossing	1	1	0	0	13
Wells Crossing	1	1	1	0	3
Wendoree Park	0	0	0	1	3
Wendoree Park	1	1	0	0	18
Wentworth (NSW)	0	0	0	1	28
Wentworth (NSW)	0	0	1	0	5
Wentworth (NSW)	0	1	0	0	31
Wentworth (NSW)	0	1	0	1	3
Wentworth (NSW)	0	1	1	0	5
Wentworth (NSW)	1	0	0	1	18
Wentworth (NSW)	1	0	1	0	4
Wentworth (NSW)	1	0	1	1	5
Wentworth (NSW)	1	1	0	0	44
Wentworth (NSW)	1	1	0	1	3
Wentworth (NSW)	1	1	1	0	12
Wentworth (NSW)	1	1	1	1	3
Wentworth Falls					11
Wentworth Falls	0	0	0	1	73
Wentworth Falls	0	0	1	0	22
Wentworth Falls	0	0	1	1	6
Wentworth Falls	0	1	0	0	83
Wentworth Falls	0	1	0	1	10
Wentworth Falls	0	1	1	0	18
Wentworth Falls	1	0	0	1	121
Wentworth Falls	1	0	1	0	66
Wentworth Falls	1	0	1	1	26
Wentworth Falls	1	1	0	0	328
Wentworth Falls	1	1	0	1	17
Wentworth Falls	1	1	1	0	63
Wentworth Falls	1	1	1	1	10
Wentworth Point					44
Wentworth Point	0	0	0	1	80
Wentworth Point	0	0	1	0	14
Wentworth Point	0	0	1	1	5
Wentworth Point	0	1	0	0	80
Wentworth Point	0	1	1	0	10
Wentworth Point	1	0	0	1	48
Wentworth Point	1	0	1	0	29
Wentworth Point	1	0	1	1	14
Wentworth Point	1	1	0	0	502
Wentworth Point	1	1	1	0	14
Wentworthville					73
Wentworthville	0	0	0	1	187
Wentworthville	0	0	1	0	55
Wentworthville	0	0	1	1	17
Wentworthville	0	1	0	0	92
Wentworthville	0	1	0	1	7
Wentworthville	0	1	1	0	22
Wentworthville	0	1	1	1	6
Wentworthville	1	0	0	1	241
Wentworthville	1	0	1	0	154
Wentworthville	1	0	1	1	91
Wentworthville	1	1	0	0	1061
Wentworthville	1	1	0	1	31
Wentworthville	1	1	1	0	130
Wentworthville	1	1	1	1	12
Werai	1	0	0	1	4
Werai	1	0	1	0	3
Werai	1	1	0	0	3
Wermatong	1	1	0	0	4
Werombi	0	0	0	1	8
Werombi	0	0	1	1	3
Werombi	0	1	0	0	5
Werombi	0	1	1	0	3
Werombi	1	0	0	1	30
Werombi	1	0	1	0	6
Werombi	1	0	1	1	15
Werombi	1	1	0	0	61
Werombi	1	1	0	1	6
Werombi	1	1	1	0	14
Werombi	1	1	1	1	7
Werri Beach					3
Werri Beach	0	0	0	1	9
Werri Beach	0	0	1	0	3
Werri Beach	0	0	1	1	3
Werri Beach	0	1	0	0	5
Werri Beach	1	0	0	1	18
Werri Beach	1	0	1	0	5
Werri Beach	1	0	1	1	3
Werri Beach	1	1	0	0	31
Werri Beach	1	1	1	0	11
Werrington					28
Werrington	0	0	0	1	102
Werrington	0	0	1	0	32
Werrington	0	0	1	1	4
Werrington	0	1	0	0	134
Werrington	0	1	0	1	7
Werrington	0	1	1	0	12
Werrington	0	1	1	1	8
Werrington	1	0	0	1	73
Werrington	1	0	1	0	25
Werrington	1	0	1	1	4
Werrington	1	1	0	0	265
Werrington	1	1	0	1	11
Werrington	1	1	1	0	25
Werrington	1	1	1	1	12
Werrington County					13
Werrington County	0	0	0	1	75
Werrington County	0	0	1	0	4
Werrington County	0	0	1	1	4
Werrington County	0	1	0	0	68
Werrington County	0	1	0	1	12
Werrington County	0	1	1	0	16
Werrington County	1	0	0	1	136
Werrington County	1	0	1	0	30
Werrington County	1	0	1	1	30
Werrington County	1	1	0	0	217
Werrington County	1	1	0	1	26
Werrington County	1	1	1	0	39
Werrington County	1	1	1	1	16
Werrington Downs					11
Werrington Downs	0	0	0	1	68
Werrington Downs	0	0	1	0	4
Werrington Downs	0	0	1	1	5
Werrington Downs	0	1	0	0	57
Werrington Downs	0	1	0	1	4
Werrington Downs	0	1	1	0	8
Werrington Downs	0	1	1	1	3
Werrington Downs	1	0	0	1	143
Werrington Downs	1	0	1	0	32
Werrington Downs	1	0	1	1	27
Werrington Downs	1	1	0	0	227
Werrington Downs	1	1	0	1	14
Werrington Downs	1	1	1	0	31
Werrington Downs	1	1	1	1	7
Werris Creek					12
Werris Creek	0	0	0	1	24
Werris Creek	0	0	1	0	10
Werris Creek	0	0	1	1	5
Werris Creek	0	1	0	0	43
Werris Creek	0	1	0	1	3
Werris Creek	0	1	1	0	6
Werris Creek	1	0	0	1	28
Werris Creek	1	0	1	0	4
Werris Creek	1	1	0	0	60
Werris Creek	1	1	0	1	3
Werris Creek	1	1	1	0	18
Werris Creek	1	1	1	1	3
West Albury					15
West Albury	0	0	0	1	57
West Albury	0	0	1	0	22
West Albury	0	0	1	1	3
West Albury	0	1	0	0	90
West Albury	0	1	0	1	5
West Albury	0	1	1	0	8
West Albury	1	0	0	1	53
West Albury	1	0	1	0	41
West Albury	1	0	1	1	24
West Albury	1	1	0	0	158
West Albury	1	1	0	1	8
West Albury	1	1	1	0	36
West Albury	1	1	1	1	12
West Ballina					8
West Ballina	0	0	0	1	63
West Ballina	0	0	1	0	17
West Ballina	0	0	1	1	3
West Ballina	0	1	0	0	76
West Ballina	0	1	0	1	14
West Ballina	0	1	1	0	16
West Ballina	1	0	0	1	48
West Ballina	1	0	1	0	24
West Ballina	1	0	1	1	6
West Ballina	1	1	0	0	97
West Ballina	1	1	0	1	8
West Ballina	1	1	1	0	12
West Bathurst					16
West Bathurst	0	0	0	1	68
West Bathurst	0	0	1	0	16
West Bathurst	0	0	1	1	6
West Bathurst	0	1	0	0	138
West Bathurst	0	1	0	1	9
West Bathurst	0	1	1	0	18
West Bathurst	0	1	1	1	3
West Bathurst	1	0	0	1	61
West Bathurst	1	0	1	0	22
West Bathurst	1	0	1	1	3
West Bathurst	1	1	0	0	180
West Bathurst	1	1	0	1	14
West Bathurst	1	1	1	0	28
West Bathurst	1	1	1	1	3
West Coraki	0	1	0	0	4
West Coraki	1	0	0	1	5
West Coraki	1	0	1	0	3
West Gosford					6
West Gosford	0	0	0	1	25
West Gosford	0	0	1	0	10
West Gosford	0	0	1	1	5
West Gosford	0	1	0	0	28
West Gosford	0	1	0	1	3
West Gosford	0	1	1	0	5
West Gosford	1	0	0	1	15
West Gosford	1	0	1	1	3
West Gosford	1	1	0	0	47
West Gosford	1	1	0	1	3
West Gosford	1	1	1	0	8
West Haven	0	0	0	1	13
West Haven	0	0	1	0	3
West Haven	0	1	0	0	10
West Haven	0	1	1	0	3
West Haven	0	1	1	1	3
West Haven	1	0	0	1	15
West Haven	1	0	1	0	7
West Haven	1	0	1	1	3
West Haven	1	1	0	0	39
West Haven	1	1	1	0	5
West Hoxton					19
West Hoxton	0	0	0	1	128
West Hoxton	0	0	1	0	47
West Hoxton	0	0	1	1	26
West Hoxton	0	1	0	0	114
West Hoxton	0	1	0	1	16
West Hoxton	0	1	1	0	39
West Hoxton	0	1	1	1	6
West Hoxton	1	0	0	1	333
West Hoxton	1	0	1	0	123
West Hoxton	1	0	1	1	131
West Hoxton	1	1	0	0	753
West Hoxton	1	1	0	1	77
West Hoxton	1	1	1	0	236
West Hoxton	1	1	1	1	67
West Kempsey					26
West Kempsey	0	0	0	1	120
West Kempsey	0	0	1	0	14
West Kempsey	0	0	1	1	10
West Kempsey	0	1	0	0	208
West Kempsey	0	1	0	1	21
West Kempsey	0	1	1	0	31
West Kempsey	0	1	1	1	7
West Kempsey	1	0	0	1	53
West Kempsey	1	0	1	0	20
West Kempsey	1	0	1	1	8
West Kempsey	1	1	0	0	179
West Kempsey	1	1	0	1	14
West Kempsey	1	1	1	0	34
West Kempsey	1	1	1	1	6
West Nowra					3
West Nowra	0	0	0	1	33
West Nowra	0	0	1	0	3
West Nowra	0	0	1	1	3
West Nowra	0	1	0	0	48
West Nowra	0	1	0	1	9
West Nowra	0	1	1	0	4
West Nowra	1	0	0	1	23
West Nowra	1	0	1	0	12
West Nowra	1	0	1	1	10
West Nowra	1	1	0	0	95
West Nowra	1	1	0	1	8
West Nowra	1	1	1	0	12
West Nowra	1	1	1	1	4
West Pennant Hills					38
West Pennant Hills	0	0	0	1	142
West Pennant Hills	0	0	1	0	63
West Pennant Hills	0	0	1	1	38
West Pennant Hills	0	1	0	0	95
West Pennant Hills	0	1	0	1	5
West Pennant Hills	0	1	1	0	24
West Pennant Hills	0	1	1	1	3
West Pennant Hills	1	0	0	1	667
West Pennant Hills	1	0	1	0	369
West Pennant Hills	1	0	1	1	248
West Pennant Hills	1	1	0	0	1165
West Pennant Hills	1	1	0	1	32
West Pennant Hills	1	1	1	0	304
West Pennant Hills	1	1	1	1	42
West Pymble					17
West Pymble	0	0	0	1	61
West Pymble	0	0	1	0	28
West Pymble	0	0	1	1	15
West Pymble	0	1	0	0	24
West Pymble	0	1	0	1	3
West Pymble	0	1	1	0	9
West Pymble	1	0	0	1	115
West Pymble	1	0	1	0	108
West Pymble	1	0	1	1	63
West Pymble	1	1	0	0	499
West Pymble	1	1	0	1	11
West Pymble	1	1	1	0	118
West Pymble	1	1	1	1	16
West Ryde					97
West Ryde	0	0	0	1	217
West Ryde	0	0	1	0	76
West Ryde	0	0	1	1	20
West Ryde	0	1	0	0	152
West Ryde	0	1	0	1	11
West Ryde	0	1	1	0	26
West Ryde	1	0	0	1	274
West Ryde	1	0	1	0	158
West Ryde	1	0	1	1	85
West Ryde	1	1	0	0	1054
West Ryde	1	1	0	1	22
West Ryde	1	1	1	0	110
West Ryde	1	1	1	1	15
West Tamworth					32
West Tamworth	0	0	0	1	136
West Tamworth	0	0	1	0	18
West Tamworth	0	0	1	1	7
West Tamworth	0	1	0	0	214
West Tamworth	0	1	0	1	28
West Tamworth	0	1	1	0	27
West Tamworth	0	1	1	1	10
West Tamworth	1	0	0	1	74
West Tamworth	1	0	1	0	24
West Tamworth	1	0	1	1	12
West Tamworth	1	1	0	0	184
West Tamworth	1	1	0	1	10
West Tamworth	1	1	1	0	38
West Tamworth	1	1	1	1	5
West Wallsend					8
West Wallsend	0	0	0	1	37
West Wallsend	0	0	1	0	19
West Wallsend	0	0	1	1	5
West Wallsend	0	1	0	0	38
West Wallsend	0	1	0	1	4
West Wallsend	0	1	1	0	12
West Wallsend	0	1	1	1	3
West Wallsend	1	0	0	1	48
West Wallsend	1	0	1	0	6
West Wallsend	1	0	1	1	11
West Wallsend	1	1	0	0	154
West Wallsend	1	1	0	1	17
West Wallsend	1	1	1	0	23
West Wallsend	1	1	1	1	3
West Wiangaree	0	0	0	1	3
West Wiangaree	1	0	0	1	3
West Wiangaree	1	1	0	0	9
West Wollongong					26
West Wollongong	0	0	0	1	77
West Wollongong	0	0	1	0	31
West Wollongong	0	0	1	1	8
West Wollongong	0	1	0	0	84
West Wollongong	0	1	0	1	4
West Wollongong	0	1	1	0	21
West Wollongong	0	1	1	1	4
West Wollongong	1	0	0	1	68
West Wollongong	1	0	1	0	48
West Wollongong	1	0	1	1	16
West Wollongong	1	1	0	0	342
West Wollongong	1	1	0	1	8
West Wollongong	1	1	1	0	52
West Wollongong	1	1	1	1	3
West Wyalong					8
West Wyalong	0	0	0	1	34
West Wyalong	0	0	1	0	14
West Wyalong	0	0	1	1	3
West Wyalong	0	1	0	0	60
West Wyalong	0	1	1	0	7
West Wyalong	1	0	0	1	44
West Wyalong	1	0	1	0	17
West Wyalong	1	0	1	1	12
West Wyalong	1	1	0	0	156
West Wyalong	1	1	0	1	6
West Wyalong	1	1	1	0	29
West Wyalong	1	1	1	1	8
Westbrook (NSW)	1	0	0	1	6
Westbrook (NSW)	1	1	0	0	8
Westbrook (NSW)	1	1	1	0	3
Westdale (Tamworth Regional - NSW)					12
Westdale (Tamworth Regional - NSW)	0	0	0	1	30
Westdale (Tamworth Regional - NSW)	0	0	1	0	8
Westdale (Tamworth Regional - NSW)	0	0	1	1	4
Westdale (Tamworth Regional - NSW)	0	1	0	0	91
Westdale (Tamworth Regional - NSW)	0	1	0	1	8
Westdale (Tamworth Regional - NSW)	0	1	1	0	15
Westdale (Tamworth Regional - NSW)	1	0	0	1	45
Westdale (Tamworth Regional - NSW)	1	0	1	0	11
Westdale (Tamworth Regional - NSW)	1	0	1	1	4
Westdale (Tamworth Regional - NSW)	1	1	0	0	213
Westdale (Tamworth Regional - NSW)	1	1	0	1	19
Westdale (Tamworth Regional - NSW)	1	1	1	0	33
Westdale (Tamworth Regional - NSW)	1	1	1	1	6
Westleigh					12
Westleigh	0	0	0	1	40
Westleigh	0	0	1	0	24
Westleigh	0	0	1	1	11
Westleigh	0	1	0	0	24
Westleigh	0	1	1	0	11
Westleigh	1	0	0	1	137
Westleigh	1	0	1	0	118
Westleigh	1	0	1	1	51
Westleigh	1	1	0	0	353
Westleigh	1	1	0	1	3
Westleigh	1	1	1	0	89
Westleigh	1	1	1	1	10
Westmead					97
Westmead	0	0	0	1	132
Westmead	0	0	1	0	49
Westmead	0	0	1	1	15
Westmead	0	1	0	0	110
Westmead	0	1	0	1	15
Westmead	0	1	1	0	16
Westmead	0	1	1	1	3
Westmead	1	0	0	1	158
Westmead	1	0	1	0	132
Westmead	1	0	1	1	52
Westmead	1	1	0	0	2019
Westmead	1	1	0	1	18
Westmead	1	1	1	0	136
Westmead	1	1	1	1	6
Weston (NSW)					17
Weston (NSW)	0	0	0	1	92
Weston (NSW)	0	0	1	0	11
Weston (NSW)	0	0	1	1	5
Weston (NSW)	0	1	0	0	108
Weston (NSW)	0	1	0	1	18
Weston (NSW)	0	1	1	0	14
Weston (NSW)	0	1	1	1	4
Weston (NSW)	1	0	0	1	97
Weston (NSW)	1	0	1	0	16
Weston (NSW)	1	0	1	1	14
Weston (NSW)	1	1	0	0	206
Weston (NSW)	1	1	0	1	17
Weston (NSW)	1	1	1	0	44
Weston (NSW)	1	1	1	1	9
Wetherill Park					21
Wetherill Park	0	0	0	1	140
Wetherill Park	0	0	1	0	27
Wetherill Park	0	0	1	1	23
Wetherill Park	0	1	0	0	74
Wetherill Park	0	1	0	1	10
Wetherill Park	0	1	1	0	15
Wetherill Park	0	1	1	1	7
Wetherill Park	1	0	0	1	313
