SSC_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Adamstown	1	1	1	1	9
Adamstown Heights					19
Adamstown Heights	0	0	0	1	74
Adamstown Heights	0	0	1	0	23
Adamstown Heights	0	0	1	1	10
Adamstown Heights	0	1	0	0	56
Adamstown Heights	0	1	0	1	3
Adamstown Heights	0	1	1	0	9
Adamstown Heights	1	0	0	1	128
Adamstown Heights	1	0	1	0	57
Adamstown Heights	1	0	1	1	37
Adamstown Heights	1	1	0	0	427
Adamstown Heights	1	1	0	1	7
Adamstown Heights	1	1	1	0	83
Adamstown Heights	1	1	1	1	8
Adelong					3
Adelong	0	0	0	1	7
Adelong	0	0	1	0	3
Adelong	0	1	0	0	14
Adelong	0	1	1	0	3
Adelong	1	0	0	1	18
Adelong	1	0	1	0	5
Adelong	1	0	1	1	3
Adelong	1	1	0	0	55
Adelong	1	1	0	1	3
Adelong	1	1	1	0	11
Adjungbilly	1	0	0	1	3
Adjungbilly	1	1	0	0	7
Adjungbilly	1	1	1	0	6
Agnes Banks	0	0	0	1	10
Agnes Banks	0	0	1	0	3
Agnes Banks	0	1	0	0	8
Agnes Banks	0	1	0	1	4
Agnes Banks	1	0	0	1	30
Agnes Banks	1	0	1	0	11
Agnes Banks	1	0	1	1	4
Agnes Banks	1	1	0	0	54
Agnes Banks	1	1	0	1	3
Agnes Banks	1	1	1	0	22
Agnes Banks	1	1	1	1	4
Airds					18
Airds	0	0	0	1	113
Airds	0	0	1	0	12
Airds	0	0	1	1	17
Airds	0	1	0	0	164
Airds	0	1	0	1	32
Airds	0	1	1	0	41
Airds	0	1	1	1	6
Airds	1	0	0	1	68
Airds	1	0	1	0	15
Airds	1	0	1	1	11
Airds	1	1	0	0	75
Airds	1	1	0	1	21
Airds	1	1	1	0	19
Airds	1	1	1	1	7
Akolele	0	1	0	0	5
Akolele	1	0	0	1	8
Akolele	1	1	0	0	3
Albert	1	1	0	0	10
Albion Park					25
Albion Park	0	0	0	1	182
Albion Park	0	0	1	0	53
Albion Park	0	0	1	1	28
Albion Park	0	1	0	0	223
Albion Park	0	1	0	1	32
Albion Park	0	1	1	0	60
Albion Park	0	1	1	1	12
Albion Park	1	0	0	1	365
Albion Park	1	0	1	0	148
Albion Park	1	0	1	1	132
Albion Park	1	1	0	0	954
Albion Park	1	1	0	1	81
Albion Park	1	1	1	0	183
Albion Park	1	1	1	1	46
Albion Park Rail					26
Albion Park Rail	0	0	0	1	133
Albion Park Rail	0	0	1	0	39
Albion Park Rail	0	0	1	1	14
Albion Park Rail	0	1	0	0	199
Albion Park Rail	0	1	0	1	24
Albion Park Rail	0	1	1	0	24
Albion Park Rail	0	1	1	1	6
Albion Park Rail	1	0	0	1	194
Albion Park Rail	1	0	1	0	51
Albion Park Rail	1	0	1	1	46
Albion Park Rail	1	1	0	0	348
Albion Park Rail	1	1	0	1	25
Albion Park Rail	1	1	1	0	55
Albion Park Rail	1	1	1	1	14
Albury					9
Albury	0	0	0	1	48
Albury	0	0	1	0	21
Albury	0	0	1	1	3
Albury	0	1	0	0	62
Albury	0	1	0	1	3
Albury	0	1	1	0	13
Albury	1	0	0	1	51
Albury	1	0	1	0	41
Albury	1	0	1	1	13
Albury	1	1	0	0	251
Albury	1	1	0	1	7
Albury	1	1	1	0	40
Albury	1	1	1	1	3
Aldavilla	0	0	0	1	13
Aldavilla	0	1	0	0	9
Aldavilla	1	0	0	1	25
Aldavilla	1	0	1	0	7
Aldavilla	1	0	1	1	3
Aldavilla	1	1	0	0	26
Aldavilla	1	1	1	0	10
Aldavilla	1	1	1	1	3
Alectown	1	0	0	1	3
Alectown	1	0	1	1	3
Alectown	1	1	0	0	10
Alexandria					55
Alexandria	0	0	0	1	54
Alexandria	0	0	1	0	21
Alexandria	0	0	1	1	5
Alexandria	0	1	0	0	63
Alexandria	0	1	0	1	3
Alexandria	0	1	1	0	11
Alexandria	1	0	0	1	45
Alexandria	1	0	1	0	45
Alexandria	1	0	1	1	7
Alexandria	1	1	0	0	443
Alexandria	1	1	1	0	29
Alfords Point					7
Alfords Point	0	0	0	1	41
Alfords Point	0	0	1	0	14
Alfords Point	0	0	1	1	11
Alfords Point	0	1	0	0	8
Alfords Point	0	1	1	0	5
Alfords Point	1	0	0	1	197
Alfords Point	1	0	1	0	54
Alfords Point	1	0	1	1	61
Alfords Point	1	1	0	0	178
Alfords Point	1	1	0	1	14
Alfords Point	1	1	1	0	49
Alfords Point	1	1	1	1	12
Alfredtown	0	1	0	0	3
Alfredtown	1	0	0	1	4
Alfredtown	1	1	0	0	8
Alison (Central Coast - NSW)	0	0	0	1	3
Alison (Central Coast - NSW)	1	0	0	1	3
Alison (Central Coast - NSW)	1	0	1	0	3
Alison (Central Coast - NSW)	1	1	0	0	3
Alison (Dungog - NSW)	1	0	1	0	3
Alison (Dungog - NSW)	1	1	0	0	5
Allambie Heights					16
Allambie Heights	0	0	0	1	96
Allambie Heights	0	0	1	0	17
Allambie Heights	0	0	1	1	10
Allambie Heights	0	1	0	0	42
Allambie Heights	0	1	0	1	9
Allambie Heights	0	1	1	0	11
Allambie Heights	0	1	1	1	3
Allambie Heights	1	0	0	1	180
Allambie Heights	1	0	1	0	95
Allambie Heights	1	0	1	1	56
Allambie Heights	1	1	0	0	600
Allambie Heights	1	1	0	1	18
Allambie Heights	1	1	1	0	136
Allambie Heights	1	1	1	1	7
Allandale (NSW)	0	0	0	1	3
Allandale (NSW)	0	1	0	0	3
Allandale (NSW)	1	0	0	1	4
Allandale (NSW)	1	0	1	0	3
Allawah					52
Allawah	0	0	0	1	83
Allawah	0	0	1	0	66
Allawah	0	0	1	1	14
Allawah	0	1	0	0	68
Allawah	0	1	0	1	6
Allawah	0	1	1	0	14
Allawah	1	0	0	1	136
Allawah	1	0	1	0	59
Allawah	1	0	1	1	30
Allawah	1	1	0	0	393
Allawah	1	1	0	1	17
Allawah	1	1	1	0	54
Allawah	1	1	1	1	3
Alleena	1	1	0	0	3
Allgomera	0	0	0	1	4
Allgomera	1	0	0	1	5
Allgomera	1	1	0	0	7
Allgomera	1	1	1	0	4
Allworth					3
Allworth	0	0	0	1	3
Allworth	0	1	0	0	4
Allworth	1	0	0	1	3
Allworth	1	1	0	0	14
Allynbrook	1	1	0	0	5
Alma Park	1	1	0	0	11
Alpine	1	0	0	1	3
Alpine	1	1	0	0	10
Alpine	1	1	1	0	3
Alstonvale					3
Alstonvale	0	0	0	1	4
Alstonvale	0	1	0	0	9
Alstonvale	1	0	0	1	10
Alstonvale	1	0	1	0	10
Alstonvale	1	0	1	1	5
Alstonvale	1	1	0	0	23
Alstonvale	1	1	0	1	3
Alstonvale	1	1	1	0	7
Alstonville					23
Alstonville	0	0	0	1	90
Alstonville	0	0	1	0	30
Alstonville	0	0	1	1	13
Alstonville	0	1	0	0	101
Alstonville	0	1	0	1	12
Alstonville	0	1	1	0	31
Alstonville	1	0	0	1	106
Alstonville	1	0	1	0	48
Alstonville	1	0	1	1	27
Alstonville	1	1	0	0	303
Alstonville	1	1	0	1	10
Alstonville	1	1	1	0	49
Alstonville	1	1	1	1	12
Alumy Creek	1	0	0	1	8
Amaroo (NSW)	1	1	0	0	6
Ambarvale					36
Ambarvale	0	0	0	1	186
Ambarvale	0	0	1	0	35
Ambarvale	0	0	1	1	23
Ambarvale	0	1	0	0	249
Ambarvale	0	1	0	1	31
Ambarvale	0	1	1	0	50
Ambarvale	0	1	1	1	15
Ambarvale	1	0	0	1	235
Ambarvale	1	0	1	0	47
Ambarvale	1	0	1	1	39
Ambarvale	1	1	0	0	362
Ambarvale	1	1	0	1	47
Ambarvale	1	1	1	0	73
Ambarvale	1	1	1	1	22
Anabranch North	1	1	0	0	3
Anabranch South	1	1	0	0	4
Ando	0	0	0	1	3
Ando	0	1	0	0	3
Ando	1	0	0	1	3
Ando	1	1	0	0	3
Anembo	1	1	0	0	4
Angledale	1	0	0	1	4
Angledale	1	0	1	1	4
Angledale	1	1	0	0	10
Angledale	1	1	0	1	3
Anglers Reach	1	1	0	0	4
Angourie	0	1	0	0	4
Angourie	1	0	0	1	10
Angourie	1	1	0	0	9
Angourie	1	1	1	0	3
Anna Bay					8
Anna Bay	0	0	0	1	68
Anna Bay	0	0	1	0	14
Anna Bay	0	0	1	1	14
Anna Bay	0	1	0	0	60
Anna Bay	0	1	0	1	9
Anna Bay	0	1	1	0	14
Anna Bay	0	1	1	1	5
Anna Bay	1	0	0	1	94
Anna Bay	1	0	1	0	33
Anna Bay	1	0	1	1	18
Anna Bay	1	1	0	0	177
Anna Bay	1	1	0	1	19
Anna Bay	1	1	1	0	40
Anna Bay	1	1	1	1	4
Annandale (NSW)					40
Annandale (NSW)	0	0	0	1	95
Annandale (NSW)	0	0	1	0	50
Annandale (NSW)	0	0	1	1	16
Annandale (NSW)	0	1	0	0	87
Annandale (NSW)	0	1	0	1	3
Annandale (NSW)	0	1	1	0	16
Annandale (NSW)	1	0	0	1	96
Annandale (NSW)	1	0	1	0	73
Annandale (NSW)	1	0	1	1	30
Annandale (NSW)	1	1	0	0	709
Annandale (NSW)	1	1	0	1	14
Annandale (NSW)	1	1	1	0	62
Annandale (NSW)	1	1	1	1	3
Annangrove	0	0	0	1	17
Annangrove	0	0	1	0	3
Annangrove	0	1	0	0	12
Annangrove	0	1	0	1	3
Annangrove	1	0	0	1	62
Annangrove	1	0	1	0	19
Annangrove	1	0	1	1	29
Annangrove	1	1	0	0	72
Annangrove	1	1	0	1	7
Annangrove	1	1	1	0	30
Annangrove	1	1	1	1	7
Appin (NSW)					6
Appin (NSW)	0	0	0	1	37
Appin (NSW)	0	0	1	0	9
Appin (NSW)	0	0	1	1	5
Appin (NSW)	0	1	0	0	34
Appin (NSW)	0	1	0	1	3
Appin (NSW)	0	1	1	0	3
Appin (NSW)	1	0	0	1	68
Appin (NSW)	1	0	1	0	27
Appin (NSW)	1	0	1	1	15
Appin (NSW)	1	1	0	0	215
Appin (NSW)	1	1	0	1	19
Appin (NSW)	1	1	1	0	41
Appin (NSW)	1	1	1	1	11
Apple Tree Flat	1	1	0	0	3
Appleby	1	0	0	1	3
Appleby	1	1	0	0	5
Apsley (NSW)	1	0	0	1	5
Apsley (NSW)	1	1	0	0	3
Apsley (NSW)	1	1	1	0	3
Arakoon	0	0	0	1	7
Arakoon	0	1	0	0	3
Arakoon	1	0	0	1	13
Arakoon	1	0	1	0	7
Arakoon	1	1	0	0	16
Arakoon	1	1	1	1	3
Araluen (NSW)	0	0	0	1	4
Araluen (NSW)	1	0	0	1	3
Araluen (NSW)	1	1	0	0	3
Arcadia (NSW)	0	0	0	1	17
Arcadia (NSW)	0	0	1	1	4
Arcadia (NSW)	0	1	0	0	10
Arcadia (NSW)	1	0	0	1	48
Arcadia (NSW)	1	0	1	0	19
Arcadia (NSW)	1	0	1	1	21
Arcadia (NSW)	1	1	0	0	88
Arcadia (NSW)	1	1	0	1	3
Arcadia (NSW)	1	1	1	0	25
Arcadia (NSW)	1	1	1	1	4
Arcadia Vale					4
Arcadia Vale	0	0	0	1	24
Arcadia Vale	0	0	1	0	7
Arcadia Vale	0	0	1	1	5
Arcadia Vale	0	1	0	0	23
Arcadia Vale	0	1	0	1	4
Arcadia Vale	0	1	1	0	4
Arcadia Vale	1	0	0	1	40
Arcadia Vale	1	0	1	0	5
Arcadia Vale	1	0	1	1	9
Arcadia Vale	1	1	0	0	92
Arcadia Vale	1	1	0	1	3
Arcadia Vale	1	1	1	0	19
Ardglen	1	1	0	0	4
Arding	0	0	0	1	3
Arding	0	1	0	0	3
Arding	1	0	0	1	6
Arding	1	0	1	0	3
Arding	1	1	0	0	8
Arding	1	1	1	0	3
Ardlethan					3
Ardlethan	0	0	0	1	4
Ardlethan	0	0	1	1	3
Ardlethan	0	1	0	0	11
Ardlethan	1	0	0	1	18
Ardlethan	1	0	1	0	3
Ardlethan	1	1	0	0	13
Ardlethan	1	1	1	0	9
Argalong	1	1	0	0	3
Argenton					11
Argenton	0	0	0	1	56
Argenton	0	0	1	0	10
Argenton	0	0	1	1	3
Argenton	0	1	0	0	35
Argenton	0	1	0	1	3
Argenton	0	1	1	0	5
Argenton	1	0	0	1	32
Argenton	1	0	1	0	5
Argenton	1	1	0	0	60
Argenton	1	1	0	1	3
Argenton	1	1	1	0	7
Argenton	1	1	1	1	3
Argents Hill	0	0	0	1	3
Argents Hill	0	1	0	0	11
Argents Hill	1	0	0	1	5
Argents Hill	1	1	0	0	8
Argoon (NSW)	1	1	0	0	4
Ariah Park	0	0	0	1	3
Ariah Park	0	1	0	0	3
Ariah Park	1	0	1	0	3
Ariah Park	1	0	1	1	3
Ariah Park	1	1	0	0	36
Ariah Park	1	1	1	0	9
Arkstone	1	1	0	0	3
Armatree	1	1	0	0	13
Armatree	1	1	1	0	3
Armidale					99
Armidale	0	0	0	1	286
Armidale	0	0	1	0	104
Armidale	0	0	1	1	25
Armidale	0	1	0	0	450
Armidale	0	1	0	1	34
Armidale	0	1	1	0	82
Armidale	0	1	1	1	17
Armidale	1	0	0	1	302
Armidale	1	0	1	0	174
Armidale	1	0	1	1	76
Armidale	1	1	0	0	1177
Armidale	1	1	0	1	56
Armidale	1	1	1	0	214
Armidale	1	1	1	1	46
Arncliffe					83
Arncliffe	0	0	0	1	192
Arncliffe	0	0	1	0	34
Arncliffe	0	0	1	1	26
Arncliffe	0	1	0	0	103
Arncliffe	0	1	0	1	16
Arncliffe	0	1	1	0	10
Arncliffe	0	1	1	1	7
Arncliffe	1	0	0	1	246
Arncliffe	1	0	1	0	75
Arncliffe	1	0	1	1	77
Arncliffe	1	1	0	0	630
Arncliffe	1	1	0	1	42
Arncliffe	1	1	1	0	108
Arncliffe	1	1	1	1	24
Arrawarra	0	0	0	1	7
Arrawarra	0	1	0	0	10
Arrawarra	0	1	1	0	3
Arrawarra	1	0	0	1	7
Arrawarra	1	1	0	0	3
Arrawarra	1	1	1	0	3
Arrawarra Headland	0	0	0	1	8
Arrawarra Headland	0	0	1	0	3
Arrawarra Headland	0	1	0	0	10
Arrawarra Headland	0	1	0	1	3
Arrawarra Headland	1	0	0	1	19
Arrawarra Headland	1	0	1	0	6
Arrawarra Headland	1	1	0	0	22
Arrawarra Headland	1	1	1	0	8
Artarmon					56
Artarmon	0	0	0	1	103
Artarmon	0	0	1	0	56
Artarmon	0	0	1	1	13
Artarmon	0	1	0	0	117
Artarmon	0	1	0	1	7
Artarmon	0	1	1	0	17
Artarmon	0	1	1	1	7
Artarmon	1	0	0	1	112
Artarmon	1	0	1	0	143
Artarmon	1	0	1	1	34
Artarmon	1	1	0	0	895
Artarmon	1	1	0	1	6
Artarmon	1	1	1	0	82
Artarmon	1	1	1	1	3
Arthurville	1	1	1	0	3
Arumpo	1	1	0	0	3
Ashbury					20
Ashbury	0	0	0	1	54
Ashbury	0	0	1	0	18
Ashbury	0	0	1	1	9
Ashbury	0	1	0	0	19
Ashbury	0	1	1	0	3
Ashbury	0	1	1	1	3
Ashbury	1	0	0	1	130
Ashbury	1	0	1	0	55
Ashbury	1	0	1	1	33
Ashbury	1	1	0	0	248
Ashbury	1	1	0	1	6
Ashbury	1	1	1	0	67
Ashbury	1	1	1	1	8
Ashby (NSW)	0	0	0	1	4
Ashby (NSW)	1	0	0	1	6
Ashby (NSW)	1	1	0	0	12
Ashby (NSW)	1	1	0	1	3
Ashby Heights	0	1	0	0	7
Ashby Heights	1	0	0	1	9
Ashby Heights	1	1	0	0	7
Ashcroft					23
Ashcroft	0	0	0	1	107
Ashcroft	0	0	1	0	10
Ashcroft	0	0	1	1	10
Ashcroft	0	1	0	0	91
Ashcroft	0	1	0	1	15
Ashcroft	0	1	1	0	20
Ashcroft	0	1	1	1	5
Ashcroft	1	0	0	1	77
Ashcroft	1	0	1	0	10
Ashcroft	1	0	1	1	23
Ashcroft	1	1	0	0	168
Ashcroft	1	1	0	1	19
Ashcroft	1	1	1	0	58
Ashcroft	1	1	1	1	16
Ashfield (NSW)					201
Ashfield (NSW)	0	0	0	1	331
Ashfield (NSW)	0	0	1	0	150
Ashfield (NSW)	0	0	1	1	28
Ashfield (NSW)	0	1	0	0	245
Ashfield (NSW)	0	1	0	1	12
Ashfield (NSW)	0	1	1	0	39
Ashfield (NSW)	0	1	1	1	3
Ashfield (NSW)	1	0	0	1	382
Ashfield (NSW)	1	0	1	0	242
Ashfield (NSW)	1	0	1	1	101
Ashfield (NSW)	1	1	0	0	1422
Ashfield (NSW)	1	1	0	1	32
Ashfield (NSW)	1	1	1	0	144
Ashfield (NSW)	1	1	1	1	14
Ashford (NSW)	0	0	0	1	7
Ashford (NSW)	0	0	1	0	3
Ashford (NSW)	0	1	0	0	19
Ashford (NSW)	0	1	1	0	3
Ashford (NSW)	1	0	0	1	10
Ashford (NSW)	1	0	1	0	9
Ashford (NSW)	1	0	1	1	3
Ashford (NSW)	1	1	0	0	17
Ashford (NSW)	1	1	1	0	4
Ashford (NSW)	1	1	1	1	4
Ashley					3
Ashley	0	0	0	1	3
Ashley	0	1	0	0	9
Ashley	1	0	0	1	4
Ashley	1	0	1	0	3
Ashley	1	1	0	0	27
Ashley	1	1	1	0	3
Ashmont					27
Ashmont	0	0	0	1	95
Ashmont	0	0	1	0	21
Ashmont	0	0	1	1	8
Ashmont	0	1	0	0	189
Ashmont	0	1	0	1	20
Ashmont	0	1	1	0	13
Ashmont	0	1	1	1	8
Ashmont	1	0	0	1	60
Ashmont	1	0	1	0	9
Ashmont	1	0	1	1	11
Ashmont	1	1	0	0	149
Ashmont	1	1	0	1	17
Ashmont	1	1	1	0	21
Ashmont	1	1	1	1	9
Ashtonfield					9
Ashtonfield	0	0	0	1	51
Ashtonfield	0	0	1	0	19
Ashtonfield	0	0	1	1	9
Ashtonfield	0	1	0	0	78
Ashtonfield	0	1	0	1	7
Ashtonfield	0	1	1	0	20
Ashtonfield	1	0	0	1	115
Ashtonfield	1	0	1	0	81
Ashtonfield	1	0	1	1	39
Ashtonfield	1	1	0	0	366
Ashtonfield	1	1	0	1	18
Ashtonfield	1	1	1	0	72
Ashtonfield	1	1	1	1	5
Asquith					15
Asquith	0	0	0	1	47
Asquith	0	0	1	0	16
Asquith	0	0	1	1	7
Asquith	0	1	0	0	32
Asquith	0	1	1	0	11
Asquith	0	1	1	1	3
Asquith	1	0	0	1	86
Asquith	1	0	1	0	52
Asquith	1	0	1	1	33
Asquith	1	1	0	0	289
Asquith	1	1	0	1	6
Asquith	1	1	1	0	46
Atholwood	1	1	0	0	4
Attunga					8
Attunga	0	0	0	1	9
Attunga	0	1	0	0	16
Attunga	1	0	0	1	13
Attunga	1	0	1	0	3
Attunga	1	0	1	1	4
Attunga	1	1	0	0	32
Attunga	1	1	0	1	3
Attunga	1	1	1	1	3
Auburn (NSW)					245
Auburn (NSW)	0	0	0	1	506
Auburn (NSW)	0	0	1	0	129
Auburn (NSW)	0	0	1	1	73
Auburn (NSW)	0	1	0	0	379
Auburn (NSW)	0	1	0	1	36
Auburn (NSW)	0	1	1	0	94
Auburn (NSW)	0	1	1	1	31
Auburn (NSW)	1	0	0	1	788
Auburn (NSW)	1	0	1	0	309
Auburn (NSW)	1	0	1	1	254
Auburn (NSW)	1	1	0	0	2363
Auburn (NSW)	1	1	0	1	127
Auburn (NSW)	1	1	1	0	502
Auburn (NSW)	1	1	1	1	146
Auburn Vale	1	1	0	0	12
Austinmer					4
Austinmer	0	0	0	1	28
Austinmer	0	0	1	0	16
Austinmer	0	0	1	1	8
Austinmer	0	1	0	0	21
Austinmer	0	1	1	0	5
Austinmer	1	0	0	1	59
Austinmer	1	0	1	0	34
Austinmer	1	0	1	1	21
Austinmer	1	1	0	0	184
Austinmer	1	1	0	1	14
Austinmer	1	1	1	0	36
Austinmer	1	1	1	1	3
Austral					10
Austral	0	0	0	1	50
Austral	0	0	1	0	5
Austral	0	0	1	1	3
Austral	0	1	0	0	35
Austral	0	1	0	1	6
Austral	0	1	1	0	7
Austral	0	1	1	1	3
Austral	1	0	0	1	104
Austral	1	0	1	0	27
Austral	1	0	1	1	32
Austral	1	1	0	0	120
Austral	1	1	0	1	17
Austral	1	1	1	0	31
Austral	1	1	1	1	15
Austral Eden	0	0	0	1	3
Austral Eden	0	1	0	0	5
Austral Eden	1	0	0	1	7
Austral Eden	1	1	0	0	11
Avalon Beach					21
Avalon Beach	0	0	0	1	125
Avalon Beach	0	0	1	0	45
Avalon Beach	0	0	1	1	17
Avalon Beach	0	1	0	0	85
Avalon Beach	0	1	0	1	8
Avalon Beach	0	1	1	0	32
Avalon Beach	1	0	0	1	250
Avalon Beach	1	0	1	0	149
Avalon Beach	1	0	1	1	106
Avalon Beach	1	1	0	0	673
Avalon Beach	1	1	0	1	36
Avalon Beach	1	1	1	0	160
Avalon Beach	1	1	1	1	26
Avoca (NSW)	0	0	0	1	6
Avoca (NSW)	1	0	0	1	3
Avoca (NSW)	1	0	1	0	3
Avoca (NSW)	1	1	0	0	13
Avoca (NSW)	1	1	0	1	3
Avoca (NSW)	1	1	1	0	3
Avoca Beach					9
Avoca Beach	0	0	0	1	57
Avoca Beach	0	0	1	0	16
Avoca Beach	0	0	1	1	8
Avoca Beach	0	1	0	0	65
Avoca Beach	0	1	0	1	7
Avoca Beach	0	1	1	0	19
Avoca Beach	0	1	1	1	3
Avoca Beach	1	0	0	1	89
Avoca Beach	1	0	1	0	57
Avoca Beach	1	0	1	1	45
Avoca Beach	1	1	0	0	334
Avoca Beach	1	1	0	1	17
Avoca Beach	1	1	1	0	87
Avoca Beach	1	1	1	1	11
Avondale (NSW)	0	0	0	1	26
Avondale (NSW)	0	0	1	0	3
Avondale (NSW)	0	1	0	0	38
Avondale (NSW)	0	1	0	1	3
Avondale (NSW)	0	1	1	0	8
Avondale (NSW)	1	0	0	1	54
Avondale (NSW)	1	0	1	0	18
Avondale (NSW)	1	0	1	1	10
Avondale (NSW)	1	1	0	0	90
Avondale (NSW)	1	1	0	1	4
Avondale (NSW)	1	1	1	0	15
Avondale (NSW)	1	1	1	1	4
Avonside	0	1	0	0	3
Avonside	1	0	1	0	4
Avonside	1	1	0	0	8
Avonside	1	1	1	0	7
Awaba					7
Awaba	0	0	0	1	8
Awaba	0	1	0	0	8
Awaba	1	0	0	1	15
Awaba	1	0	1	0	8
Awaba	1	0	1	1	3
Awaba	1	1	0	0	23
Awaba	1	1	1	0	9
Awaba	1	1	1	1	3
Aylmerton	0	0	0	1	3
Aylmerton	1	0	0	1	12
Aylmerton	1	0	1	0	3
Aylmerton	1	1	0	0	8
Aylmerton	1	1	1	0	3
Baan Baa	0	0	0	1	3
Baan Baa	0	1	0	0	5
Baan Baa	0	1	1	0	3
Baan Baa	1	0	0	1	3
Baan Baa	1	1	0	0	9
