SSC_NAME16	Address5YearsAgo	persons
Woodend (Vic.)	Australian Capital Territory	7
Woodend (Vic.)	New South Wales	64
Woodend (Vic.)	Northern Territory	6
Woodend (Vic.)	Queensland	40
Woodend (Vic.)	South Australia	6
Woodend (Vic.)	Tasmania	10
Woodend (Vic.)	Victoria	1074
Woodend (Vic.)	Western Australia	23
Woodend North	(Overseas)	3
Woodend North	(Same Address)	167
Woodend North	(Same SA2)	16
Woodend North	Queensland	3
Woodend North	Victoria	54
Woodfield	(Same Address)	22
Woodfield	Victoria	8
Woodford (Vic.)	(Same Address)	195
Woodford (Vic.)	(Same SA2)	51
Woodford (Vic.)	South Australia	7
Woodford (Vic.)	Victoria	58
Woodford (Vic.)	Western Australia	7
Woodglen	(Same Address)	27
Woodglen	Victoria	3
Woodhouse	(Same Address)	36
Woodleigh (Vic.)	(Same Address)	78
Woodleigh (Vic.)	(Same SA2)	3
Woodleigh (Vic.)	Victoria	22
Woods Point (Vic.)	(Same Address)	28
Woodside (Vic.)	(Same Address)	256
Woodside (Vic.)	(Same SA2)	23
Woodside (Vic.)	Queensland	5
Woodside (Vic.)	Victoria	46
Woodside Beach	(Same Address)	47
Woodside Beach	(Same SA2)	7
Woodside Beach	Victoria	18
Woodstock (Vic.)	(Overseas)	7
Woodstock (Vic.)	(Same Address)	103
Woodstock (Vic.)	Victoria	20
Woodstock On Loddon	(Same Address)	17
Woodstock On Loddon	Victoria	5
Woodstock West	(Same Address)	27
Woodvale (Vic.)	(Same Address)	279
Woodvale (Vic.)	(Same SA2)	18
Woodvale (Vic.)	Queensland	3
Woodvale (Vic.)	Victoria	80
Wool Wool	(Same Address)	28
Wool Wool	Victoria	7
Woolamai	(Same Address)	142
Woolamai	(Same SA2)	10
Woolamai	Queensland	3
Woolamai	Victoria	26
Woolenook	(Same Address)	3
Woolshed Flat (Vic.)	(Same Address)	3
Woolsthorpe	(Overseas)	4
Woolsthorpe	(Same Address)	285
Woolsthorpe	(Same SA2)	19
Woolsthorpe	Queensland	3
Woolsthorpe	Victoria	67
Woomelang	(Overseas)	4
Woomelang	(Same Address)	145
Woomelang	Queensland	4
Woomelang	Victoria	13
Wooragee	(Overseas)	3
Wooragee	(Same Address)	213
Wooragee	(Same SA2)	5
Wooragee	Australian Capital Territory	3
Wooragee	New South Wales	12
Wooragee	Northern Territory	3
Wooragee	Queensland	3
Wooragee	Victoria	51
Wooragee	Western Australia	5
Woorarra East	(Same Address)	15
Woorarra East	(Same SA2)	6
Woorarra East	Victoria	9
Woorarra East	Western Australia	3
Woorarra West	(Same Address)	37
Woorarra West	Victoria	6
Wooreen	(Same Address)	48
Wooreen	(Same SA2)	11
Wooreen	Victoria	21
Woori Yallock	(Overseas)	23
Woori Yallock	(Same Address)	1705
Woori Yallock	(Same SA2)	232
Woori Yallock	New South Wales	3
Woori Yallock	Queensland	10
Woori Yallock	South Australia	9
Woori Yallock	Victoria	600
Woori Yallock	Western Australia	6
Woorinen	(Overseas)	3
Woorinen	(Same Address)	159
Woorinen	(Same SA2)	14
Woorinen	Victoria	17
Woorinen	Western Australia	3
Woorinen North	(Same Address)	52
Woorinen North	(Same SA2)	6
Woorinen North	New South Wales	3
Woorinen North	Victoria	3
Woorinen South	(Overseas)	4
Woorinen South	(Same Address)	245
Woorinen South	(Same SA2)	31
Woorinen South	Queensland	3
Woorinen South	Victoria	34
Woorndoo	(Same Address)	120
Woorndoo	(Same SA2)	17
Woorndoo	Queensland	3
Woorndoo	Victoria	7
Wooroonook	(Same Address)	18
Wooroonook	(Same SA2)	3
Woosang	(Same Address)	6
Wootong Vale	(Same Address)	27
Wootong Vale	Victoria	3
Wuk Wuk	(Same Address)	63
Wuk Wuk	(Same SA2)	4
Wuk Wuk	New South Wales	3
Wuk Wuk	Victoria	5
Wulgulmerang	(Same Address)	5
Wulgulmerang	Victoria	4
Wulgulmerang East	(Same Address)	3
Wunghnu	(Same Address)	202
Wunghnu	(Same SA2)	46
Wunghnu	Queensland	5
Wunghnu	South Australia	3
Wunghnu	Victoria	42
Wurdiboluc	(Same Address)	104
Wurdiboluc	(Same SA2)	3
Wurdiboluc	Victoria	20
Wurruk	(Overseas)	17
Wurruk	(Same Address)	589
Wurruk	(Same SA2)	191
Wurruk	Australian Capital Territory	12
Wurruk	New South Wales	12
Wurruk	Queensland	8
Wurruk	South Australia	6
Wurruk	Victoria	136
Wy Yung	(Overseas)	14
Wy Yung	(Same Address)	923
Wy Yung	(Same SA2)	225
Wy Yung	New South Wales	11
Wy Yung	Queensland	13
Wy Yung	Tasmania	5
Wy Yung	Victoria	231
Wy Yung	Western Australia	15
Wycheproof	(Overseas)	12
Wycheproof	(Same Address)	368
Wycheproof	(Same SA2)	97
Wycheproof	New South Wales	3
Wycheproof	Queensland	10
Wycheproof	South Australia	6
Wycheproof	Tasmania	4
Wycheproof	Victoria	61
Wycheproof South	(Same Address)	10
Wychitella	(Same Address)	17
Wychitella	Victoria	7
Wychitella North	(Same Address)	3
Wychitella North	Victoria	3
Wye River	(Overseas)	4
Wye River	(Same Address)	33
Wye River	Tasmania	3
Wye River	Victoria	8
Wyelangta	(Overseas)	3
Wyelangta	(Same Address)	30
Wyelangta	Victoria	4
Wyndham Vale	(Overseas)	1432
Wyndham Vale	(Same Address)	9836
Wyndham Vale	(Same SA2)	1720
Wyndham Vale	Australian Capital Territory	14
Wyndham Vale	New South Wales	271
Wyndham Vale	Northern Territory	51
Wyndham Vale	Queensland	181
Wyndham Vale	South Australia	84
Wyndham Vale	Tasmania	62
Wyndham Vale	Victoria	5742
Wyndham Vale	Western Australia	88
Wyuna (Vic.)	(Overseas)	8
Wyuna (Vic.)	(Same Address)	162
Wyuna (Vic.)	(Same SA2)	7
Wyuna (Vic.)	South Australia	4
Wyuna (Vic.)	Victoria	32
Wyuna East	(Overseas)	4
Wyuna East	(Same Address)	59
Wyuna East	(Same SA2)	10
Wyuna East	Northern Territory	3
Wyuna East	Victoria	10
Yaapeet	(Same Address)	56
Yaapeet	(Same SA2)	5
Yaapeet	Victoria	3
Yabba North	(Overseas)	3
Yabba North	(Same Address)	67
Yabba North	New South Wales	4
Yabba North	Victoria	18
Yabba North	Western Australia	4
Yabba South	(Same Address)	17
Yabba South	New South Wales	3
Yabba South	Victoria	3
Yackandandah	(Overseas)	10
Yackandandah	(Same Address)	1093
Yackandandah	(Same SA2)	148
Yackandandah	Australian Capital Territory	7
Yackandandah	New South Wales	79
Yackandandah	Northern Territory	6
Yackandandah	Queensland	12
Yackandandah	South Australia	3
Yackandandah	Victoria	239
Yackandandah	Western Australia	22
Yalca	(Same Address)	159
Yalca	(Same SA2)	17
Yalca	Queensland	3
Yalca	Victoria	14
Yalla-Y-Poora	(Same Address)	7
Yallambie	(Overseas)	100
Yallambie	(Same Address)	2191
Yallambie	(Same SA2)	163
Yallambie	Australian Capital Territory	23
Yallambie	New South Wales	136
Yallambie	Northern Territory	51
Yallambie	Queensland	190
Yallambie	South Australia	25
Yallambie	Tasmania	16
Yallambie	Victoria	709
Yallambie	Western Australia	32
Yallourn	(Same Address)	98
Yallourn	(Same SA2)	12
Yallourn	Victoria	10
Yallourn	Western Australia	4
Yallourn North	(Overseas)	7
Yallourn North	(Same Address)	950
Yallourn North	(Same SA2)	96
Yallourn North	New South Wales	7
Yallourn North	Northern Territory	3
Yallourn North	Queensland	11
Yallourn North	Victoria	220
Yambuk	(Overseas)	11
Yambuk	(Same Address)	181
Yambuk	(Same SA2)	9
Yambuk	New South Wales	3
Yambuk	Victoria	20
Yambuk	Western Australia	8
Yambuna	(Same Address)	51
Yambuna	(Same SA2)	18
Yambuna	New South Wales	4
Yambuna	Queensland	3
Yambuna	Victoria	16
Yan Yean	(Same Address)	190
Yan Yean	Victoria	46
Yanac	(Same Address)	44
Yanac	(Same SA2)	9
Yanakie	(Same Address)	132
Yanakie	(Same SA2)	34
Yanakie	New South Wales	3
Yanakie	Tasmania	4
Yanakie	Victoria	30
Yanakie	Western Australia	3
Yando	(Same Address)	26
Yando	(Same SA2)	5
Yando	South Australia	3
Yandoit	(Same Address)	118
Yandoit	(Same SA2)	7
Yandoit	Victoria	11
Yandoit Hills	(Same Address)	18
Yandoit Hills	Victoria	3
Yangery	(Same Address)	84
Yangery	(Same SA2)	3
Yangery	Victoria	11
Yannathan	(Same Address)	150
Yannathan	(Same SA2)	15
Yannathan	Victoria	40
Yapeen	(Same Address)	140
Yapeen	(Same SA2)	11
Yapeen	Queensland	3
Yapeen	Victoria	43
Yarck	(Same Address)	98
Yarck	(Same SA2)	17
Yarck	Victoria	35
Yarpturk	(Same Address)	47
Yarpturk	(Same SA2)	6
Yarpturk	Queensland	3
Yarpturk	Victoria	11
Yarra Glen	(Overseas)	20
Yarra Glen	(Same Address)	1555
Yarra Glen	(Same SA2)	215
Yarra Glen	New South Wales	21
Yarra Glen	Queensland	22
Yarra Glen	South Australia	3
Yarra Glen	Tasmania	3
Yarra Glen	Victoria	650
Yarra Glen	Western Australia	3
Yarra Junction	(Overseas)	19
Yarra Junction	(Same Address)	1304
Yarra Junction	(Same SA2)	415
Yarra Junction	New South Wales	13
Yarra Junction	Queensland	22
Yarra Junction	Tasmania	3
Yarra Junction	Victoria	448
Yarra Junction	Western Australia	3
Yarraberb	(Same Address)	21
Yarragon	(Overseas)	6
Yarragon	(Same Address)	913
Yarragon	(Same SA2)	134
Yarragon	New South Wales	9
Yarragon	Northern Territory	5
Yarragon	Queensland	6
Yarragon	South Australia	6
Yarragon	Tasmania	3
Yarragon	Victoria	334
Yarragon	Western Australia	15
Yarragon South	(Same Address)	104
Yarragon South	(Same SA2)	3
Yarragon South	New South Wales	7
Yarragon South	Queensland	3
Yarragon South	Victoria	30
Yarram	(Overseas)	22
Yarram	(Same Address)	1192
Yarram	(Same SA2)	328
Yarram	Australian Capital Territory	4
Yarram	New South Wales	13
Yarram	Northern Territory	4
Yarram	Queensland	18
Yarram	Tasmania	3
Yarram	Victoria	227
Yarram	Western Australia	3
Yarrambat	(Overseas)	8
Yarrambat	(Same Address)	1067
Yarrambat	(Same SA2)	37
Yarrambat	New South Wales	3
Yarrambat	Queensland	4
Yarrambat	Victoria	317
Yarraville	(Overseas)	866
Yarraville	(Same Address)	7484
Yarraville	(Same SA2)	779
Yarraville	Australian Capital Territory	60
Yarraville	New South Wales	243
Yarraville	Northern Territory	19
Yarraville	Queensland	177
Yarraville	South Australia	53
Yarraville	Tasmania	18
Yarraville	Victoria	3107
Yarraville	Western Australia	77
Yarrawalla	(Same Address)	46
Yarrawalla	(Same SA2)	12
Yarrawalla	Victoria	5
Yarrawonga (Vic.)	(Overseas)	63
Yarrawonga (Vic.)	(Same Address)	3878
Yarrawonga (Vic.)	(Same SA2)	1031
Yarrawonga (Vic.)	Australian Capital Territory	12
Yarrawonga (Vic.)	New South Wales	311
Yarrawonga (Vic.)	Northern Territory	11
Yarrawonga (Vic.)	Queensland	63
Yarrawonga (Vic.)	South Australia	24
Yarrawonga (Vic.)	Tasmania	18
Yarrawonga (Vic.)	Victoria	1118
Yarrawonga (Vic.)	Western Australia	32
Yarrawonga South	New South Wales	3
Yarroweyah	(Overseas)	13
Yarroweyah	(Same Address)	301
Yarroweyah	(Same SA2)	34
Yarroweyah	New South Wales	37
Yarroweyah	Victoria	71
Yarroweyah	Western Australia	3
Yatchaw	(Same Address)	22
Yatchaw	Queensland	3
Yea	(Overseas)	10
Yea	(Same Address)	856
Yea	(Same SA2)	220
Yea	Australian Capital Territory	3
Yea	New South Wales	22
Yea	South Australia	9
Yea	Tasmania	3
Yea	Victoria	265
Yea	Western Australia	3
Yellingbo	(Same Address)	337
Yellingbo	(Same SA2)	17
Yellingbo	Victoria	109
Yelta (Vic.)	(Overseas)	6
Yelta (Vic.)	(Same Address)	191
Yelta (Vic.)	(Same SA2)	28
Yelta (Vic.)	New South Wales	5
Yelta (Vic.)	Queensland	4
Yelta (Vic.)	South Australia	11
Yelta (Vic.)	Victoria	34
Yendon	(Same Address)	198
Yendon	(Same SA2)	8
Yendon	Victoria	49
Yeo	(Same Address)	89
Yeo	(Same SA2)	10
Yeo	Victoria	25
Yeodene	(Overseas)	3
Yeodene	(Same Address)	68
Yeodene	(Same SA2)	6
Yeodene	Victoria	10
Yeodene	Western Australia	5
Yering	(Overseas)	3
Yering	(Same Address)	74
Yering	Victoria	31
Yeungroon	(Same Address)	31
Yeungroon East	(Same Address)	3
Yeungroon East	New South Wales	4
Yeungroon East	Victoria	3
Yielima	(Same Address)	58
Yielima	(Same SA2)	13
Yielima	Victoria	3
Yinnar	(Overseas)	3
Yinnar	(Same Address)	543
Yinnar	(Same SA2)	122
Yinnar	New South Wales	16
Yinnar	Queensland	8
Yinnar	Victoria	94
Yinnar South	(Same Address)	474
Yinnar South	(Same SA2)	44
Yinnar South	Queensland	3
Yinnar South	Victoria	91
Youanmite	(Same Address)	36
Youanmite	(Same SA2)	3
Youarang	(Same Address)	24
Yulecart	(Same Address)	90
Yulecart	(Same SA2)	4
Yulecart	Queensland	4
Yulecart	Victoria	14
Yundool	(Same Address)	28
Yundool	Victoria	8
Yuroke	(Overseas)	3
Yuroke	(Same Address)	103
Yuroke	(Same SA2)	4
Yuroke	Victoria	23
Yuulong	(Same Address)	21
Yuulong	Victoria	8
Zeerust	(Same Address)	106
Zeerust	(Same SA2)	10
Zeerust	Queensland	7
Zeerust	Victoria	12
No usual address (Vic.)	(Overseas)	945
No usual address (Vic.)	(Same Address)	849
No usual address (Vic.)	(Same SA2)	242
No usual address (Vic.)	Australian Capital Territory	17
No usual address (Vic.)	New South Wales	227
No usual address (Vic.)	Northern Territory	40
No usual address (Vic.)	Queensland	237
No usual address (Vic.)	South Australia	65
No usual address (Vic.)	Tasmania	40
No usual address (Vic.)	Victoria	2207
No usual address (Vic.)	Western Australia	99
Migratory - Offshore - Shipping (Vic.)	(Same Address)	7
Migratory - Offshore - Shipping (Vic.)	Victoria	6
Migratory - Offshore - Shipping (Vic.)	Western Australia	5
Abbeywood	(Same Address)	14
Abbeywood	Queensland	4
Abbotsford (Qld)	Queensland	3
Abercorn	(Same Address)	32
Abergowrie	(Overseas)	7
Abergowrie	(Same Address)	239
Abergowrie	(Same SA2)	12
Abergowrie	New South Wales	4
Abergowrie	Northern Territory	5
Abergowrie	Queensland	98
Abington (Qld)	(Same Address)	41
Abington (Qld)	(Same SA2)	4
Abington (Qld)	New South Wales	3
Abington (Qld)	Queensland	3
Acacia Ridge	(Overseas)	604
Acacia Ridge	(Same Address)	3353
Acacia Ridge	(Same SA2)	412
Acacia Ridge	Australian Capital Territory	3
Acacia Ridge	New South Wales	106
Acacia Ridge	Northern Territory	8
Acacia Ridge	Queensland	1540
Acacia Ridge	South Australia	24
Acacia Ridge	Tasmania	10
Acacia Ridge	Victoria	32
Acacia Ridge	Western Australia	25
Acland	(Same Address)	11
Acland	Queensland	6
Adare	(Overseas)	14
Adare	(Same Address)	353
Adare	(Same SA2)	40
Adare	New South Wales	30
Adare	Northern Territory	5
Adare	Queensland	286
Adare	South Australia	3
Adare	Western Australia	3
Adavale	(Same Address)	68
Adavale	New South Wales	3
Adavale	Queensland	9
Adelaide Park	(Same Address)	259
Adelaide Park	(Same SA2)	23
Adelaide Park	Queensland	73
Adelaide Park	Western Australia	3
Advancetown	(Overseas)	8
Advancetown	(Same Address)	226
Advancetown	(Same SA2)	5
Advancetown	New South Wales	16
Advancetown	Queensland	140
Advancetown	Victoria	4
Aeroglen	(Overseas)	3
Aeroglen	(Same Address)	202
Aeroglen	(Same SA2)	11
Aeroglen	Australian Capital Territory	5
Aeroglen	New South Wales	5
Aeroglen	Northern Territory	4
Aeroglen	Queensland	98
Aeroglen	South Australia	4
Aeroglen	Victoria	10
Aeroglen	Western Australia	7
Agnes Water	(Overseas)	53
Agnes Water	(Same Address)	874
Agnes Water	(Same SA2)	243
Agnes Water	New South Wales	76
Agnes Water	Northern Territory	15
Agnes Water	Queensland	472
Agnes Water	South Australia	17
Agnes Water	Tasmania	3
Agnes Water	Victoria	37
Agnes Water	Western Australia	29
Airdmillan	(Same Address)	76
Airdmillan	(Same SA2)	14
Airdmillan	Queensland	10
Airlie Beach	(Overseas)	174
Airlie Beach	(Same Address)	306
Airlie Beach	(Same SA2)	124
Airlie Beach	New South Wales	73
Airlie Beach	Northern Territory	3
Airlie Beach	Queensland	162
Airlie Beach	South Australia	10
Airlie Beach	Tasmania	3
Airlie Beach	Victoria	35
Airlie Beach	Western Australia	21
Airville	(Same Address)	221
Airville	(Same SA2)	36
Airville	New South Wales	4
Airville	Queensland	26
Aitkenvale	(Overseas)	335
Aitkenvale	(Same Address)	2149
Aitkenvale	(Same SA2)	165
Aitkenvale	Australian Capital Territory	8
Aitkenvale	New South Wales	59
Aitkenvale	Northern Territory	22
Aitkenvale	Queensland	1313
Aitkenvale	South Australia	14
Aitkenvale	Tasmania	4
Aitkenvale	Victoria	41
Aitkenvale	Western Australia	13
Alabama Hill	(Overseas)	3
Alabama Hill	(Same Address)	72
Alabama Hill	(Same SA2)	10
Alabama Hill	Queensland	20
Albany Creek	(Overseas)	412
Albany Creek	(Same Address)	9438
Albany Creek	(Same SA2)	610
Albany Creek	Australian Capital Territory	30
Albany Creek	New South Wales	220
Albany Creek	Northern Territory	24
Albany Creek	Queensland	3309
Albany Creek	South Australia	44
Albany Creek	Tasmania	23
Albany Creek	Victoria	123
Albany Creek	Western Australia	32
Alberta	(Same Address)	36
Alberta	(Same SA2)	14
Alberta	New South Wales	5
Alberta	Queensland	6
Alberton (Qld)	(Overseas)	12
Alberton (Qld)	(Same Address)	371
Alberton (Qld)	(Same SA2)	14
Alberton (Qld)	New South Wales	3
Alberton (Qld)	Queensland	114
Alberton (Qld)	Victoria	7
Albinia	(Overseas)	3
Albinia	(Same Address)	23
Albinia	(Same SA2)	11
Albinia	Queensland	9
Albion (Brisbane - Qld)	(Overseas)	230
Albion (Brisbane - Qld)	(Same Address)	701
Albion (Brisbane - Qld)	(Same SA2)	28
Albion (Brisbane - Qld)	Australian Capital Territory	6
Albion (Brisbane - Qld)	New South Wales	41
Albion (Brisbane - Qld)	Northern Territory	3
Albion (Brisbane - Qld)	Queensland	904
Albion (Brisbane - Qld)	South Australia	9
Albion (Brisbane - Qld)	Tasmania	4
Albion (Brisbane - Qld)	Victoria	26
Albion (Brisbane - Qld)	Western Australia	13
Albion (Richmond - Qld)	(Same Address)	3
Albion (Richmond - Qld)	Queensland	3
Alderley	(Overseas)	374
Alderley	(Same Address)	2630
Alderley	(Same SA2)	164
Alderley	Australian Capital Territory	19
Alderley	New South Wales	154
Alderley	Northern Territory	7
Alderley	Other Territories	3
Alderley	Queensland	1890
Alderley	South Australia	25
Alderley	Tasmania	12
Alderley	Victoria	68
Alderley	Western Australia	29
Aldershot	(Same Address)	345
Aldershot	(Same SA2)	14
Aldershot	New South Wales	5
Aldershot	Northern Territory	3
Aldershot	Queensland	129
Aldershot	South Australia	4
Aldershot	Tasmania	3
Aldershot	Victoria	18
Aldershot	Western Australia	5
Alexandra (Qld)	(Same Address)	114
Alexandra (Qld)	(Same SA2)	3
Alexandra (Qld)	Queensland	37
Alexandra (Qld)	Western Australia	3
Alexandra Headland	(Overseas)	309
Alexandra Headland	(Same Address)	1369
Alexandra Headland	(Same SA2)	226
Alexandra Headland	Australian Capital Territory	9
Alexandra Headland	New South Wales	108
Alexandra Headland	Northern Territory	5
Alexandra Headland	Queensland	1182
Alexandra Headland	South Australia	13
Alexandra Headland	Tasmania	13
Alexandra Headland	Victoria	87
Alexandra Headland	Western Australia	23
Alexandra Hills	(Overseas)	387
Alexandra Hills	(Same Address)	9457
Alexandra Hills	(Same SA2)	768
Alexandra Hills	Australian Capital Territory	16
Alexandra Hills	New South Wales	155
Alexandra Hills	Northern Territory	13
Alexandra Hills	Queensland	3476
Alexandra Hills	South Australia	31
Alexandra Hills	Tasmania	10
Alexandra Hills	Victoria	96
Alexandra Hills	Western Australia	19
Algester	(Overseas)	602
Algester	(Same Address)	4184
Algester	(Same SA2)	293
Algester	Australian Capital Territory	3
Algester	New South Wales	90
Algester	Northern Territory	14
Algester	Queensland	2134
Algester	South Australia	9
Algester	Tasmania	6
Algester	Victoria	27
Algester	Western Australia	21
Alice Creek	(Same Address)	51
Alice River	(Overseas)	22
Alice River	(Same Address)	1274
Alice River	(Same SA2)	63
Alice River	Australian Capital Territory	3
Alice River	New South Wales	14
Alice River	Northern Territory	45
Alice River	Queensland	657
Alice River	South Australia	15
Alice River	Victoria	11
Alice River	Western Australia	10
Allan	(Same Address)	64
Allan	Queensland	12
Allandale (Qld)	(Same Address)	40
Allandale (Qld)	Queensland	8
Allenstown	(Overseas)	82
Allenstown	(Same Address)	1254
Allenstown	(Same SA2)	161
Allenstown	New South Wales	40
Allenstown	Northern Territory	4
Allenstown	Queensland	792
Allenstown	South Australia	3
Allenstown	Tasmania	3
Allenstown	Victoria	9
Allenstown	Western Australia	7
Allenview	(Overseas)	3
Allenview	(Same Address)	118
Allenview	(Same SA2)	11
Allenview	Queensland	29
Alligator Creek (Mackay - Qld)	(Overseas)	3
Alligator Creek (Mackay - Qld)	(Same Address)	492
Alligator Creek (Mackay - Qld)	(Same SA2)	54
Alligator Creek (Mackay - Qld)	New South Wales	6
Alligator Creek (Mackay - Qld)	Northern Territory	3
Alligator Creek (Mackay - Qld)	Queensland	96
Alligator Creek (Mackay - Qld)	Victoria	10
Alligator Creek (Townsville - Qld)	(Overseas)	13
Alligator Creek (Townsville - Qld)	(Same Address)	715
Alligator Creek (Townsville - Qld)	(Same SA2)	36
Alligator Creek (Townsville - Qld)	Australian Capital Territory	3
Alligator Creek (Townsville - Qld)	New South Wales	17
Alligator Creek (Townsville - Qld)	Northern Territory	5
Alligator Creek (Townsville - Qld)	Queensland	342
Alligator Creek (Townsville - Qld)	South Australia	3
Alligator Creek (Townsville - Qld)	Victoria	7
Allora	(Overseas)	3
Allora	(Same Address)	730
Allora	(Same SA2)	119
Allora	New South Wales	21
Allora	Northern Territory	6
