SSC_NAME16	BornAust	Sex	persons
Berrigan	0	M	35
Berrigan	1	F	514
Berrigan	1	M	512
Berrilee	0	F	25
Berrilee	0	M	24
Berrilee	1	F	87
Berrilee	1	M	85
Berrima	0	F	62
Berrima	0	M	53
Berrima	1	F	244
Berrima	1	M	236
Berringer Lake	1	F	12
Berringer Lake	1	M	15
Berry	0	F	221
Berry	0	M	183
Berry	1	F	1144
Berry	1	M	954
Berry Jerry	1	F	33
Berry Jerry	1	M	33
Berry Mountain	0	F	3
Berry Mountain	0	M	3
Berry Mountain	1	F	7
Berry Mountain	1	M	8
Berry Park	0	M	5
Berry Park	1	F	52
Berry Park	1	M	52
Berthong	1	F	15
Berthong	1	M	22
Beryl	0	M	3
Beryl	1	F	54
Beryl	1	M	51
Bethungra	0	F	5
Bethungra	0	M	4
Bethungra	1	F	64
Bethungra	1	M	74
Bevendale	0	F	3
Bevendale	0	M	4
Bevendale	1	F	17
Bevendale	1	M	16
Beverley Park	0	F	416
Beverley Park	0	M	400
Beverley Park	1	F	721
Beverley Park	1	M	729
Beverly Hills	0	F	2471
Beverly Hills	0	M	2164
Beverly Hills	1	F	2540
Beverly Hills	1	M	2481
Bewong	0	F	4
Bewong	0	M	3
Bewong	1	F	33
Bewong	1	M	26
Bexhill	0	F	18
Bexhill	0	M	16
Bexhill	1	F	219
Bexhill	1	M	202
Bexley	0	F	4268
Bexley	0	M	3964
Bexley	1	F	4922
Bexley	1	M	4880
Bexley North	0	F	834
Bexley North	0	M	740
Bexley North	1	F	1151
Bexley North	1	M	1135
Biala	0	F	4
Biala	1	F	18
Biala	1	M	32
Bibbenluke	1	F	36
Bibbenluke	1	M	35
Biddon	1	F	33
Biddon	1	M	52
Bidgeemia	1	F	10
Bidgeemia	1	M	15
Bidwill (NSW)	0	F	503
Bidwill (NSW)	0	M	392
Bidwill (NSW)	1	F	1472
Bidwill (NSW)	1	M	1320
Bielsdown Hills	0	F	8
Bielsdown Hills	1	F	45
Bielsdown Hills	1	M	40
Big Hill (NSW)	0	F	5
Big Hill (NSW)	0	M	8
Big Hill (NSW)	1	F	12
Big Hill (NSW)	1	M	18
Big Jacks Creek	0	F	3
Big Jacks Creek	1	F	23
Big Jacks Creek	1	M	26
Big Ridge	1	F	5
Big Ridge	1	M	5
Big Springs	1	F	56
Big Springs	1	M	46
Bigga	0	F	4
Bigga	0	M	3
Bigga	1	F	84
Bigga	1	M	101
Bilambil	0	F	30
Bilambil	0	M	30
Bilambil	1	F	162
Bilambil	1	M	168
Bilambil Heights	0	F	254
Bilambil Heights	0	M	271
Bilambil Heights	1	F	1332
Bilambil Heights	1	M	1255
Bilbul	0	F	27
Bilbul	0	M	18
Bilbul	1	F	211
Bilbul	1	M	241
Bilgola Beach	0	F	27
Bilgola Beach	0	M	34
Bilgola Beach	1	F	97
Bilgola Beach	1	M	80
Bilgola Plateau	0	F	445
Bilgola Plateau	0	M	482
Bilgola Plateau	1	F	1274
Bilgola Plateau	1	M	1224
Billeroy	1	F	15
Billeroy	1	M	26
Billilingra	1	F	5
Billilingra	1	M	9
Billimari	0	F	8
Billimari	0	M	3
Billimari	1	F	61
Billimari	1	M	57
Billinudgel	0	F	26
Billinudgel	0	M	24
Billinudgel	1	F	63
Billinudgel	1	M	75
Billys Creek	0	F	3
Billys Creek	0	M	7
Billys Creek	1	F	19
Billys Creek	1	M	24
Billywillinga	0	F	8
Billywillinga	0	M	15
Billywillinga	1	F	85
Billywillinga	1	M	74
Bilpin	0	F	43
Bilpin	0	M	41
Bilpin	1	F	263
Bilpin	1	M	246
Bimbi	0	M	3
Bimbi	1	F	43
Bimbi	1	M	41
Bimbimbie	0	F	3
Bimbimbie	0	M	6
Bimbimbie	1	F	47
Bimbimbie	1	M	50
Binalong	0	F	18
Binalong	0	M	23
Binalong	1	F	221
Binalong	1	M	232
Binda	0	F	7
Binda	0	M	8
Binda	1	F	97
Binda	1	M	118
Bindera	0	F	3
Bindera	1	F	6
Bindera	1	M	12
Bingara	0	F	45
Bingara	0	M	25
Bingara	1	F	616
Bingara	1	M	565
Bingeebeebra Creek	0	F	3
Bingeebeebra Creek	0	M	3
Bingeebeebra Creek	1	F	9
Bingeebeebra Creek	1	M	14
Bingie	0	F	13
Bingie	0	M	12
Bingie	1	F	70
Bingie	1	M	81
Bingleburra	1	F	9
Bingleburra	1	M	10
Biniguy	1	F	53
Biniguy	1	M	55
Binjura	0	F	20
Binjura	0	M	18
Binjura	1	F	130
Binjura	1	M	128
Binna Burra (NSW)	0	F	13
Binna Burra (NSW)	0	M	11
Binna Burra (NSW)	1	F	82
Binna Burra (NSW)	1	M	85
Binnaway	0	F	34
Binnaway	0	M	17
Binnaway	1	F	223
Binnaway	1	M	259
Binya	1	F	58
Binya	1	M	67
Birchgrove	0	F	470
Birchgrove	0	M	453
Birchgrove	1	F	1143
Birchgrove	1	M	960
Birdwood (NSW)	1	F	11
Birdwood (NSW)	1	M	15
Birganbigil	1	F	22
Birganbigil	1	M	23
Birmingham Gardens	0	F	325
Birmingham Gardens	0	M	401
Birmingham Gardens	1	F	732
Birmingham Gardens	1	M	782
Birriwa	1	F	16
Birriwa	1	M	18
Birrong	0	F	732
Birrong	0	M	646
Birrong	1	F	772
Birrong	1	M	803
Bishops Bridge	0	F	3
Bishops Bridge	0	M	5
Bishops Bridge	1	F	87
Bishops Bridge	1	M	105
Bithramere	0	F	5
Bithramere	0	M	3
Bithramere	1	F	66
Bithramere	1	M	72
Black Creek (Port Macquarie-Hastings - NSW)	1	F	25
Black Creek (Port Macquarie-Hastings - NSW)	1	M	17
Black Creek (Snowy Valleys - NSW)	1	F	8
Black Creek (Snowy Valleys - NSW)	1	M	7
Black Head	0	F	70
Black Head	0	M	59
Black Head	1	F	378
Black Head	1	M	308
Black Hill (NSW)	0	F	20
Black Hill (NSW)	0	M	16
Black Hill (NSW)	1	F	242
Black Hill (NSW)	1	M	236
Black Hollow	1	F	6
Black Hollow	1	M	9
Black Mountain (NSW)	0	F	20
Black Mountain (NSW)	0	M	18
Black Mountain (NSW)	1	F	109
Black Mountain (NSW)	1	M	131
Black Range (NSW)	0	F	4
Black Range (NSW)	0	M	3
Black Range (NSW)	1	F	78
Black Range (NSW)	1	M	85
Black Springs (NSW)	0	F	11
Black Springs (NSW)	0	M	11
Black Springs (NSW)	1	F	89
Black Springs (NSW)	1	M	86
Blackalls Park	0	F	116
Blackalls Park	0	M	121
Blackalls Park	1	F	1254
Blackalls Park	1	M	1153
Blackbutt (NSW)	0	F	406
Blackbutt (NSW)	0	M	352
Blackbutt (NSW)	1	F	1238
Blackbutt (NSW)	1	M	1134
Blackett	0	F	466
Blackett	0	M	443
Blackett	1	F	1127
Blackett	1	M	1061
Blackheath	0	F	464
Blackheath	0	M	402
Blackheath	1	F	1673
Blackheath	1	M	1555
Blackmans Flat	1	F	11
Blackmans Flat	1	M	5
Blackmans Point	0	F	12
Blackmans Point	0	M	7
Blackmans Point	1	F	57
Blackmans Point	1	M	75
Blacksmiths	0	F	47
Blacksmiths	0	M	35
Blacksmiths	1	F	825
Blacksmiths	1	M	844
Blacktown	0	F	11354
Blacktown	0	M	11401
Blacktown	1	F	10725
Blacktown	1	M	11044
Blackville	0	F	4
Blackville	1	F	43
Blackville	1	M	51
Blackwall (NSW)	0	F	139
Blackwall (NSW)	0	M	131
Blackwall (NSW)	1	F	752
Blackwall (NSW)	1	M	707
Blair Athol (NSW)	0	F	682
Blair Athol (NSW)	0	M	659
Blair Athol (NSW)	1	F	710
Blair Athol (NSW)	1	M	742
Blairmount	0	F	54
Blairmount	0	M	67
Blairmount	1	F	137
Blairmount	1	M	141
Blakebrook	0	F	5
Blakebrook	0	M	5
Blakebrook	1	F	63
Blakebrook	1	M	58
Blakehurst	0	F	1023
Blakehurst	0	M	937
Blakehurst	1	F	2023
Blakehurst	1	M	1978
Blakney Creek	0	F	3
Blakney Creek	1	F	28
Blakney Creek	1	M	23
Bland	0	F	3
Bland	1	F	18
Bland	1	M	23
Blandford	0	F	11
Blandford	0	M	4
Blandford	1	F	76
Blandford	1	M	86
Blaxland (NSW)	0	F	541
Blaxland (NSW)	0	M	520
Blaxland (NSW)	1	F	3166
Blaxland (NSW)	1	M	2954
Blaxlands Creek	0	F	4
Blaxlands Creek	0	M	6
Blaxlands Creek	1	F	48
Blaxlands Creek	1	M	48
Blaxlands Ridge	0	F	28
Blaxlands Ridge	0	M	27
Blaxlands Ridge	1	F	192
Blaxlands Ridge	1	M	199
Blayney	0	F	93
Blayney	0	M	96
Blayney	1	F	1463
Blayney	1	M	1435
Bligh Park	0	F	334
Bligh Park	0	M	299
Bligh Park	1	F	2837
Bligh Park	1	M	2675
Blighty	0	F	7
Blighty	0	M	4
Blighty	1	F	61
Blighty	1	M	68
Blue Bay	0	F	63
Blue Bay	0	M	52
Blue Bay	1	F	439
Blue Bay	1	M	381
Blue Haven	0	F	353
Blue Haven	0	M	323
Blue Haven	1	F	2785
Blue Haven	1	M	2568
Blue Knob	0	F	28
Blue Knob	0	M	32
Blue Knob	1	F	55
Blue Knob	1	M	64
Blue Nobby	1	F	8
Blue Nobby	1	M	11
Blue Vale	1	F	22
Blue Vale	1	M	32
Blueys Beach	0	F	7
Blueys Beach	0	M	11
Blueys Beach	1	F	78
Blueys Beach	1	M	81
Boambee	0	F	116
Boambee	0	M	110
Boambee	1	F	652
Boambee	1	M	693
Boambee East	0	F	279
Boambee East	0	M	256
Boambee East	1	F	2275
Boambee East	1	M	2142
Boambolo	0	M	3
Boambolo	1	F	27
Boambolo	1	M	23
Boat Harbour (Lismore - NSW)	0	F	6
Boat Harbour (Lismore - NSW)	0	M	3
Boat Harbour (Lismore - NSW)	1	F	61
Boat Harbour (Lismore - NSW)	1	M	56
Boat Harbour (Port Stephens - NSW)	0	F	47
Boat Harbour (Port Stephens - NSW)	0	M	42
Boat Harbour (Port Stephens - NSW)	1	F	415
Boat Harbour (Port Stephens - NSW)	1	M	415
Bobadah	1	F	3
Bobadah	1	M	7
Bobin	0	F	5
Bobin	0	M	5
Bobin	1	F	57
Bobin	1	M	58
Bobs Creek	0	F	4
Bobs Creek	0	M	4
Bobs Creek	1	F	38
Bobs Creek	1	M	31
Bobs Farm	0	F	21
Bobs Farm	0	M	21
Bobs Farm	1	F	171
Bobs Farm	1	M	188
Bobundara	1	F	6
Bobundara	1	M	6
Bocoble	0	F	6
Bocoble	0	M	4
Bocoble	1	F	55
Bocoble	1	M	60
Bocobra	1	F	10
Bocobra	1	M	27
Bodalla	0	F	42
Bodalla	0	M	44
Bodalla	1	F	288
Bodalla	1	M	311
Bodangora	0	F	3
Bodangora	0	M	3
Bodangora	1	F	23
Bodangora	1	M	35
Boeill Creek	1	F	43
Boeill Creek	1	M	41
Bogan	1	F	3
Bogan	1	M	4
Bogan Gate	0	F	3
Bogan Gate	0	M	3
Bogan Gate	1	F	93
Bogan Gate	1	M	132
Bogangar	0	F	226
Bogangar	0	M	175
Bogangar	1	F	1193
Bogangar	1	M	1222
Bogee	0	F	5
Bogee	0	M	7
Bogee	1	F	29
Bogee	1	M	32
Boggabilla	0	F	13
Boggabilla	0	M	6
Boggabilla	1	F	449
Boggabilla	1	M	436
Boggabri	0	F	17
Boggabri	0	M	24
Boggabri	1	F	483
Boggabri	1	M	479
Bohena Creek	0	M	4
Bohena Creek	1	F	66
Bohena Creek	1	M	74
Bohnock	0	F	5
Bohnock	0	M	4
Bohnock	1	F	32
Bohnock	1	M	28
Bolaro	0	F	6
Bolaro	0	M	3
Bolaro	1	F	10
Bolaro	1	M	17
Bolivia	0	M	3
Bolivia	1	F	28
Bolivia	1	M	31
Bolong	0	F	3
Bolong	1	F	45
Bolong	1	M	50
Bolton Point	0	F	107
Bolton Point	0	M	90
Bolton Point	1	F	918
Bolton Point	1	M	851
Bolwarra (NSW)	0	F	41
Bolwarra (NSW)	0	M	41
Bolwarra (NSW)	1	F	438
Bolwarra (NSW)	1	M	419
Bolwarra Heights	0	F	110
Bolwarra Heights	0	M	114
Bolwarra Heights	1	F	1324
Bolwarra Heights	1	M	1302
Bom Bom	1	M	3
Bomaderry	0	F	428
Bomaderry	0	M	400
Bomaderry	1	F	2690
Bomaderry	1	M	2588
Bombah Point	1	M	6
Bombala	0	F	59
Bombala	0	M	47
Bombala	1	F	571
Bombala	1	M	598
Bombay	0	F	3
Bombay	0	M	5
Bombay	1	F	48
Bombay	1	M	52
Bombira	0	F	15
Bombira	0	M	7
Bombira	1	F	145
Bombira	1	M	164
Bombo	0	F	8
Bombo	0	M	6
Bombo	1	F	47
Bombo	1	M	41
Bombowlee	0	F	7
Bombowlee	0	M	9
Bombowlee	1	F	112
Bombowlee	1	M	129
Bombowlee Creek	1	F	18
Bombowlee Creek	1	M	22
Bomen	1	F	8
Bomen	1	M	20
Bomera	0	F	8
Bomera	0	M	3
Bomera	1	F	7
Bomera	1	M	11
Bonalbo	0	F	19
Bonalbo	0	M	23
Bonalbo	1	F	138
Bonalbo	1	M	138
Bondi	0	F	2254
Bondi	0	M	2120
Bondi	1	F	2221
Bondi	1	M	2254
Bondi Beach	0	F	2397
Bondi Beach	0	M	2245
Bondi Beach	1	F	2576
Bondi Beach	1	M	2717
Bondi Junction	0	F	2328
Bondi Junction	0	M	1982
Bondi Junction	1	F	1925
Bondi Junction	1	M	1912
Bonnells Bay	0	F	245
Bonnells Bay	0	M	217
Bonnells Bay	1	F	1506
Bonnells Bay	1	M	1455
Bonnet Bay	0	F	207
Bonnet Bay	0	M	200
Bonnet Bay	1	F	886
Bonnet Bay	1	M	907
Bonny Hills	0	F	141
Bonny Hills	0	M	129
Bonny Hills	1	F	1301
Bonny Hills	1	M	1254
Bonnyrigg	0	F	2547
Bonnyrigg	0	M	2121
Bonnyrigg	1	F	1723
Bonnyrigg	1	M	1832
Bonnyrigg Heights	0	F	1939
Bonnyrigg Heights	0	M	1761
Bonnyrigg Heights	1	F	1619
Bonnyrigg Heights	1	M	1732
Bonshaw (NSW)	0	F	3
Bonshaw (NSW)	0	M	3
Bonshaw (NSW)	1	F	51
Bonshaw (NSW)	1	M	55
Bonville	0	F	153
Bonville	0	M	145
Bonville	1	F	1047
Bonville	1	M	1086
Booerie Creek	0	F	7
Booerie Creek	0	M	9
Booerie Creek	1	F	63
Booerie Creek	1	M	52
Book Book	0	M	3
Book Book	1	F	32
Book Book	1	M	35
Booker Bay	0	F	105
Booker Bay	0	M	96
Booker Bay	1	F	507
Booker Bay	1	M	510
Bookham	0	F	10
Bookham	0	M	3
Bookham	1	F	59
Bookham	1	M	73
Bookookoorara	1	F	9
Bookookoorara	1	M	13
Boolambayte	0	F	4
Boolambayte	0	M	5
Boolambayte	1	F	33
Boolambayte	1	M	35
Boolaroo	0	F	46
Boolaroo	0	M	45
Boolaroo	1	F	461
Boolaroo	1	M	443
Boolcarroll	1	F	3
Boolcarroll	1	M	4
Booligal	0	F	4
Booligal	1	F	36
Booligal	1	M	48
Boomanoomana	0	M	5
Boomanoomana	1	F	29
Boomanoomana	1	M	41
Boomerang Beach	0	F	12
Boomerang Beach	0	M	16
Boomerang Beach	1	F	109
Boomerang Beach	1	M	124
Boomey	1	F	26
Boomey	1	M	32
Boomi	0	F	5
Boomi	0	M	5
Boomi	1	F	79
Boomi	1	M	85
Boomi Creek	1	F	7
Boomi Creek	1	M	8
Boona Mount	1	F	10
Boona Mount	1	M	14
Boonal	1	F	11
Boonal	1	M	25
Boonoo Boonoo	1	F	6
Boonoo Boonoo	1	M	13
Boorabee Park	0	F	3
Boorabee Park	0	M	9
Boorabee Park	1	F	39
Boorabee Park	1	M	44
Booragul	0	F	61
Booragul	0	M	41
Booragul	1	F	594
Booragul	1	M	516
Booral (NSW)	0	F	16
Booral (NSW)	0	M	20
Booral (NSW)	1	F	162
Booral (NSW)	1	M	170
Boorga	1	F	4
Boorga	1	M	10
Boorganna	0	M	3
Boorganna	1	F	6
Boorganna	1	M	6
Boorolong	0	M	3
Boorolong	1	F	36
Boorolong	1	M	41
Boorook	0	F	3
Boorook	0	M	5
Boorook	1	F	9
Boorook	1	M	9
Boorooma	0	F	84
Boorooma	0	M	86
Boorooma	1	F	336
Boorooma	1	M	312
Booroorban	0	M	3
Booroorban	1	F	12
Booroorban	1	M	22
Boorowa	0	F	55
Boorowa	0	M	43
Boorowa	1	F	684
Boorowa	1	M	735
Bootawa	0	F	6
Bootawa	0	M	11
Bootawa	1	F	60
Bootawa	1	M	64
Booyong	0	M	3
Booyong	1	F	30
Booyong	1	M	43
Bora Ridge	0	F	3
Bora Ridge	0	M	6
Bora Ridge	1	F	48
Bora Ridge	1	M	46
Borah Creek	1	F	13
Borah Creek	1	M	13
Borambola	1	F	46
Borambola	1	M	53
Boree	0	M	5
Boree	1	F	44
Boree	1	M	39
Boree Creek	0	F	3
Boree Creek	1	F	91
Boree Creek	1	M	92
Borenore	0	F	12
Borenore	0	M	14
Borenore	1	F	182
Borenore	1	M	208
Boro	0	F	4
Boro	0	M	4
Boro	1	F	33
Boro	1	M	40
Bossley Park	0	F	3846
Bossley Park	0	M	3506
Bossley Park	1	F	3218
Bossley Park	1	M	3410
Bostobrick	0	F	8
Bostobrick	0	M	3
Bostobrick	1	F	52
Bostobrick	1	M	65
Botany	0	F	1702
Botany	0	M	1597
Botany	1	F	3369
Botany	1	M	3452
Botobolar	0	F	3
Botobolar	1	F	33
Botobolar	1	M	37
Bottle Creek	1	F	11
Bottle Creek	1	M	13
Bouddi	1	M	3
Bourbah	1	F	23
Bourbah	1	M	15
Bourke	0	F	44
Bourke	0	M	34
Bourke	1	F	765
Bourke	1	M	703
Bourkelands	0	F	150
Bourkelands	0	M	145
Bourkelands	1	F	1278
Bourkelands	1	M	1167
Bournda	0	F	10
Bournda	0	M	3
Bournda	1	F	46
Bournda	1	M	58
Bournewood	0	F	3
Bournewood	1	F	23
Bournewood	1	M	25
Bow Bowing	0	F	293
Bow Bowing	0	M	291
Bow Bowing	1	F	490
Bow Bowing	1	M	490
Bowan Park	0	F	7
Bowan Park	0	M	3
Bowan Park	1	F	53
Bowan Park	1	M	51
Bowen Mountain	0	F	98
Bowen Mountain	0	M	106
Bowen Mountain	1	F	643
Bowen Mountain	1	M	641
Bowenfels	0	F	86
Bowenfels	0	M	74
Bowenfels	1	F	817
Bowenfels	1	M	785
Bowling Alley Point	0	F	3
Bowling Alley Point	1	F	11
Bowling Alley Point	1	M	12
Bowman	0	F	11
Bowman	0	M	7
Bowman	1	F	47
Bowman	1	M	56
Bowman Farm	0	F	3
Bowman Farm	0	M	6
Bowman Farm	1	F	18
Bowman Farm	1	M	20
Bowmans Creek	1	F	3
Bowmans Creek	1	M	5
Bowna	0	F	4
Bowna	0	M	4
Bowna	1	F	49
Bowna	1	M	47
Bowning	0	F	21
Bowning	0	M	29
Bowning	1	F	224
Bowning	1	M	231
Bowral	0	F	1058
Bowral	0	M	918
Bowral	1	F	4167
Bowral	1	M	3536
Bowraville	0	F	40
Bowraville	0	M	41
Bowraville	1	F	464
Bowraville	1	M	474
Box Hill (NSW)	0	F	88
Box Hill (NSW)	0	M	79
Box Hill (NSW)	1	F	340
Box Hill (NSW)	1	M	352
Box Ridge	1	F	17
Box Ridge	1	M	25
Boxers Creek	0	F	13
Boxers Creek	0	M	17
Boxers Creek	1	F	86
Boxers Creek	1	M	94
Boydtown	0	F	6
Boydtown	0	M	5
Boydtown	1	F	24
Boydtown	1	M	26
Bradbury (NSW)	0	F	1004
Bradbury (NSW)	0	M	974
Bradbury (NSW)	1	F	3205
Bradbury (NSW)	1	M	3075
Braefield	0	M	3
Braefield	1	F	24
Braefield	1	M	29
Braemar	0	F	42
Braemar	0	M	30
Braemar	1	F	173
Braemar	1	M	184
Braemar Bay	1	F	6
Braemar Bay	1	M	7
Braidwood	0	F	101
Braidwood	0	M	92
Braidwood	1	F	655
Braidwood	1	M	628
Brandy Hill	0	F	27
Brandy Hill	0	M	27
Brandy Hill	1	F	297
Brandy Hill	1	M	283
Branxton	0	F	68
Branxton	0	M	76
Branxton	1	F	869
Branxton	1	M	855
Braunstone	0	F	6
Braunstone	0	M	5
Braunstone	1	F	114
Braunstone	1	M	135
Brawboy	1	F	9
Brawboy	1	M	9
Bray Park (NSW)	0	F	48
Bray Park (NSW)	0	M	29
Bray Park (NSW)	1	F	350
Bray Park (NSW)	1	M	302
Brays Creek	0	M	3
Brays Creek	1	F	31
Brays Creek	1	M	19
Brayton	0	F	11
Brayton	0	M	6
Brayton	1	F	56
Brayton	1	M	69
Breadalbane (NSW)	0	F	7
Breadalbane (NSW)	0	M	4
Breadalbane (NSW)	1	F	35
Breadalbane (NSW)	1	M	38
Breakfast Creek	1	F	16
Breakfast Creek	1	M	20
Breakfast Point	0	F	914
Breakfast Point	0	M	755
Breakfast Point	1	F	1187
Breakfast Point	1	M	1072
Bream Beach	1	F	3
Bream Beach	1	M	3
Bredbo	0	F	16
Bredbo	0	M	17
Bredbo	1	F	140
Bredbo	1	M	139
Breelong	1	F	23
Breelong	1	M	29
Breeza	0	F	4
Breeza	0	M	3
Breeza	1	F	67
Breeza	1	M	74
Bretti	1	F	10
Bretti	1	M	8
Brewarrina	0	F	11
Brewarrina	0	M	10
Brewarrina	1	F	479
Brewarrina	1	M	520
Brewongle	0	F	5
Brewongle	0	M	9
Brewongle	1	F	44
Brewongle	1	M	54
Briarbrook	1	F	4
Briarbrook	1	M	6
Bribbaree	1	F	54
Bribbaree	1	M	71
Bridgman	1	F	90
Bridgman	1	M	96
Brierfield	0	F	24
Brierfield	0	M	27
Brierfield	1	F	122
Brierfield	1	M	128
Brighton-le-Sands	0	F	1745
Brighton-le-Sands	0	M	1606
Brighton-le-Sands	1	F	2108
Brighton-le-Sands	1	M	2013
Brightwaters	0	F	62
Brightwaters	0	M	55
Brightwaters	1	F	381
Brightwaters	1	M	375
Brimbin	0	M	6
Brimbin	1	F	25
Brimbin	1	M	22
Brindabella	0	F	6
Brindabella	1	F	8
Brindabella	1	M	8
Bringelly	0	F	243
Bringelly	0	M	285
Bringelly	1	F	903
Bringelly	1	M	910
Bringenbrong	1	F	21
Bringenbrong	1	M	20
Brisbane Grove	0	F	12
Brisbane Grove	0	M	10
Brisbane Grove	1	F	51
Brisbane Grove	1	M	51
Broadmeadow	0	F	120
Broadmeadow	0	M	124
Broadmeadow	1	F	651
Broadmeadow	1	M	646
Broadwater (Bega Valley - NSW)	0	F	8
Broadwater (Bega Valley - NSW)	0	M	11
Broadwater (Bega Valley - NSW)	1	F	46
Broadwater (Bega Valley - NSW)	1	M	48
Broadwater (Richmond Valley - NSW)	0	F	18
Broadwater (Richmond Valley - NSW)	0	M	26
Broadwater (Richmond Valley - NSW)	1	F	261
Broadwater (Richmond Valley - NSW)	1	M	283
Broadway	0	F	3
Broadway	1	F	12
Broadway	1	M	20
Brobenah	1	F	6
Brobenah	1	M	12
Brocklehurst	0	F	5
Brocklehurst	0	M	3
Brocklehurst	1	F	146
Brocklehurst	1	M	162
Brocklesby	0	F	8
Brocklesby	0	M	6
Brocklesby	1	F	76
Brocklesby	1	M	81
Brockley	1	F	14
Brockley	1	M	27
Brodies Plains	0	F	3
Brodies Plains	1	F	24
Brodies Plains	1	M	18
Brogans Creek	1	M	3
Brogers Creek	0	F	3
Brogers Creek	0	M	8
Brogers Creek	1	F	14
Brogers Creek	1	M	13
Brogo	0	F	40
Brogo	0	M	48
Brogo	1	F	187
Brogo	1	M	194
Broke (NSW)	0	F	28
Broke (NSW)	0	M	29
Broke (NSW)	1	F	207
Broke (NSW)	1	M	216
Broken Head	0	F	26
Broken Head	0	M	18
Broken Head	1	F	100
Broken Head	1	M	104
Broken Hill	0	F	416
Broken Hill	0	M	387
Broken Hill	1	F	7936
Broken Hill	1	M	7526
Brombin	0	M	4
Brombin	1	F	46
Brombin	1	M	46
Bronte	0	F	1002
Bronte	0	M	998
Bronte	1	F	2134
Bronte	1	M	2069
Brookdale (NSW)	1	F	9
Brookdale (NSW)	1	M	13
Brookfield (NSW)	0	F	9
Brookfield (NSW)	0	M	3
Brookfield (NSW)	1	F	77
Brookfield (NSW)	1	M	80
Brooklana	0	F	3
Brooklana	0	M	3
Brooklana	1	F	16
Brooklana	1	M	25
Brooklet	0	F	19
Brooklet	0	M	18
Brooklet	1	F	93
Brooklet	1	M	101
Brooklyn (NSW)	0	F	72
Brooklyn (NSW)	0	M	70
Brooklyn (NSW)	1	F	252
Brooklyn (NSW)	1	M	285
Brookong	1	F	3
Brookong	1	M	4
Brookvale	0	F	678
Brookvale	0	M	639
Brookvale	1	F	837
Brookvale	1	M	861
Brooman	1	F	10
Brooman	1	M	11
Brooms Head	0	F	7
Brooms Head	0	M	11
Brooms Head	1	F	86
Brooms Head	1	M	96
Broughams Gate	1	F	7
Broughams Gate	1	M	7
Broughton (NSW)	0	F	3
Broughton (NSW)	0	M	3
Broughton (NSW)	1	F	42
Broughton (NSW)	1	M	34
Broughton Vale	0	F	12
Broughton Vale	0	M	17
Broughton Vale	1	F	68
Broughton Vale	1	M	55
Broughton Village	0	F	5
Broughton Village	0	M	5
Broughton Village	1	F	38
Broughton Village	1	M	33
Broulee	0	F	118
Broulee	0	M	92
Broulee	1	F	730
Broulee	1	M	647
Brownlow Hill	0	F	79
Brownlow Hill	0	M	59
Brownlow Hill	1	F	147
Brownlow Hill	1	M	125
Browns Creek	0	F	7
Browns Creek	0	M	5
Browns Creek	1	F	39
Browns Creek	1	M	42
Browns Mountain	0	M	3
Browns Mountain	1	F	5
Browns Mountain	1	M	7
Brownsville	0	F	51
Brownsville	0	M	59
Brownsville	1	F	173
Brownsville	1	M	210
Brucedale	0	F	7
Brucedale	1	F	79
Brucedale	1	M	78
Bruie Plains	1	F	17
Bruie Plains	1	M	19
Bruinbun	1	F	5
Bruinbun	1	M	13
Brundee	0	F	4
Brundee	0	M	3
Brundee	1	F	18
Brundee	1	M	20
Brungle	1	F	52
Brungle	1	M	50
Brungle Creek	1	F	12
Brungle Creek	1	M	20
Brunkerville	0	F	7
Brunkerville	0	M	10
Brunkerville	1	F	77
Brunkerville	1	M	83
Brunswick Heads	0	F	134
Brunswick Heads	0	M	135
Brunswick Heads	1	F	692
Brunswick Heads	1	M	584
Brushgrove	0	F	6
Brushgrove	0	M	9
Brushgrove	1	F	68
Brushgrove	1	M	98
Brushy Creek	0	M	3
Brushy Creek	1	F	12
Brushy Creek	1	M	11
Bucca (NSW)	0	F	34
Bucca (NSW)	0	M	22
Bucca (NSW)	1	F	204
Bucca (NSW)	1	M	243
Bucca Wauka	0	M	3
Bucca Wauka	1	F	38
Bucca Wauka	1	M	35
Buccarumbi	0	F	3
Buccarumbi	1	F	4
Buccarumbi	1	M	5
Buchanan (NSW)	0	M	3
Buchanan (NSW)	1	F	88
Buchanan (NSW)	1	M	79
Buckajo	0	F	9
Buckajo	0	M	9
Buckajo	1	F	126
Buckajo	1	M	136
Buckaroo	0	F	9
Buckaroo	0	M	5
Buckaroo	1	F	53
Buckaroo	1	M	59
Buckenbowra	1	F	13
Buckenbowra	1	M	5
Buckenderra	1	F	5
Buckenderra	1	M	9
Buckendoon	1	F	13
Buckendoon	1	M	17
Bucketty	0	F	15
Bucketty	0	M	21
Bucketty	1	F	55
Bucketty	1	M	64
Buckra Bendinni	0	M	3
Buckra Bendinni	1	F	33
Buckra Bendinni	1	M	44
Budawang	1	F	3
Budawang	1	M	4
Buddabadah	1	F	25
Buddabadah	1	M	16
Budden	1	F	4
Budden	1	M	8
Budgee Budgee (NSW)	0	F	5
Budgee Budgee (NSW)	0	M	3
Budgee Budgee (NSW)	1	F	91
Budgee Budgee (NSW)	1	M	86
Budgewoi	0	F	168
Budgewoi	0	M	169
Budgewoi	1	F	1403
Budgewoi	1	M	1378
Budgong	0	F	5
