SSC_NAME16	HomeCensusNight	Sex	persons
Kudla	0	F	9
Kudla	0	M	4
Kudla	1	F	239
Kudla	1	M	256
Kuitpo	0	F	5
Kuitpo	0	M	4
Kuitpo	1	F	89
Kuitpo	1	M	91
Kuitpo Colony	0	M	3
Kuitpo Colony	1	F	7
Kuitpo Colony	1	M	6
Kulpara	0	M	8
Kulpara	1	F	27
Kulpara	1	M	30
Kurralta Park	0	F	44
Kurralta Park	0	M	73
Kurralta Park	1	F	1358
Kurralta Park	1	M	1342
Kyancutta	1	F	35
Kyancutta	1	M	42
Kybunga	0	M	3
Kybunga	1	F	32
Kybunga	1	M	29
Kybybolite	0	F	4
Kybybolite	1	F	45
Kybybolite	1	M	57
Kyeema	0	F	3
Kyeema	1	F	9
Kyeema	1	M	12
Laffer	0	M	3
Laffer	1	F	27
Laffer	1	M	24
Lake Carlet	1	F	3
Lake Carlet	1	M	3
Lake Plains	1	F	23
Lake Plains	1	M	33
Lake View	1	F	3
Lake View	1	M	6
Lameroo	0	F	38
Lameroo	0	M	38
Lameroo	1	F	389
Lameroo	1	M	387
Langhorne Creek	0	F	11
Langhorne Creek	0	M	12
Langhorne Creek	1	F	192
Langhorne Creek	1	M	216
Langs Landing	1	M	5
Largs Bay	0	F	95
Largs Bay	0	M	128
Largs Bay	1	F	2035
Largs Bay	1	M	1821
Largs North	0	F	88
Largs North	0	M	99
Largs North	1	F	1833
Largs North	1	M	1632
Laura (SA)	0	F	8
Laura (SA)	0	M	14
Laura (SA)	1	F	306
Laura (SA)	1	M	334
Laura Bay	0	F	3
Laura Bay	1	F	6
Laura Bay	1	M	10
Laurie Park	1	F	26
Laurie Park	1	M	29
Leabrook	0	F	31
Leabrook	0	M	34
Leabrook	1	F	862
Leabrook	1	M	641
Leasingham	0	M	3
Leasingham	1	F	54
Leasingham	1	M	60
Leawood Gardens	1	F	23
Leawood Gardens	1	M	31
Leigh Creek (SA)	0	F	5
Leigh Creek (SA)	0	M	22
Leigh Creek (SA)	1	F	97
Leigh Creek (SA)	1	M	117
Leighton	1	F	23
Leighton	1	M	28
Lenswood	0	F	11
Lenswood	0	M	16
Lenswood	1	F	213
Lenswood	1	M	247
Lewiston	0	F	58
Lewiston	0	M	72
Lewiston	1	F	1442
Lewiston	1	M	1503
Light Pass	1	F	111
Light Pass	1	M	115
Lincoln Gap	1	F	5
Lincoln Gap	1	M	5
Lincoln National Park	1	M	3
Linden Park	0	F	54
Linden Park	0	M	42
Linden Park	1	F	1033
Linden Park	1	M	889
Linwood	1	F	31
Linwood	1	M	21
Lipson	0	F	7
Lipson	0	M	8
Lipson	1	F	93
Lipson	1	M	99
Little Douglas	1	F	3
Little Douglas	1	M	3
Littlehampton	0	F	70
Littlehampton	0	M	89
Littlehampton	1	F	1497
Littlehampton	1	M	1388
Lobethal	0	F	44
Lobethal	0	M	56
Lobethal	1	F	1278
Lobethal	1	M	1147
Lochaber	0	F	4
Lochaber	0	M	4
Lochaber	1	F	42
Lochaber	1	M	48
Lochiel (SA)	0	F	3
Lochiel (SA)	0	M	3
Lochiel (SA)	1	F	47
Lochiel (SA)	1	M	62
Lock	0	F	15
Lock	0	M	5
Lock	1	F	122
Lock	1	M	129
Lockleys	0	F	95
Lockleys	0	M	111
Lockleys	1	F	2862
Lockleys	1	M	2559
Long Flat (SA)	0	F	4
Long Flat (SA)	0	M	3
Long Flat (SA)	1	F	36
Long Flat (SA)	1	M	38
Long Plains	0	F	5
Long Plains	0	M	4
Long Plains	1	F	23
Long Plains	1	M	33
Longwood (SA)	0	F	6
Longwood (SA)	0	M	9
Longwood (SA)	1	F	130
Longwood (SA)	1	M	145
Lonsdale	0	M	7
Lonsdale	1	F	13
Lonsdale	1	M	6
Louth Bay	0	F	3
Louth Bay	0	M	9
Louth Bay	1	F	56
Louth Bay	1	M	58
Loveday	0	F	11
Loveday	0	M	17
Loveday	1	F	286
Loveday	1	M	310
Lowan Vale	1	F	22
Lowan Vale	1	M	22
Lowbank	1	F	20
Lowbank	1	M	17
Lower Broughton	0	M	7
Lower Broughton	1	F	21
Lower Broughton	1	M	18
Lower Hermitage	0	F	3
Lower Hermitage	0	M	5
Lower Hermitage	1	F	89
Lower Hermitage	1	M	109
Lower Inman Valley	0	F	8
Lower Inman Valley	0	M	14
Lower Inman Valley	1	F	203
Lower Inman Valley	1	M	218
Lower Light	0	F	4
Lower Light	0	M	5
Lower Light	1	F	97
Lower Light	1	M	104
Lower Mitcham	0	F	48
Lower Mitcham	0	M	63
Lower Mitcham	1	F	1076
Lower Mitcham	1	M	968
Loxton	0	F	135
Loxton	0	M	155
Loxton	1	F	2219
Loxton	1	M	2052
Loxton North	0	F	15
Loxton North	0	M	25
Loxton North	1	F	366
Loxton North	1	M	389
Lucindale	0	F	22
Lucindale	0	M	28
Lucindale	1	F	239
Lucindale	1	M	264
Lucky Bay	1	F	7
Lucky Bay	1	M	14
Lyndhurst (SA)	0	F	3
Lyndhurst (SA)	0	M	4
Lyndhurst (SA)	1	F	6
Lyndhurst (SA)	1	M	12
Lyndoch	0	F	60
Lyndoch	0	M	58
Lyndoch	1	F	945
Lyndoch	1	M	939
Lynton	0	F	5
Lynton	0	M	16
Lynton	1	F	91
Lynton	1	M	101
Lyrup	0	F	11
Lyrup	0	M	14
Lyrup	1	F	133
Lyrup	1	M	142
Maaoupe	0	F	3
Maaoupe	0	M	4
Maaoupe	1	F	42
Maaoupe	1	M	45
Macclesfield (SA)	0	F	29
Macclesfield (SA)	0	M	36
Macclesfield (SA)	1	F	655
Macclesfield (SA)	1	M	640
Macdonald Park	0	F	6
Macdonald Park	0	M	24
Macdonald Park	1	F	247
Macdonald Park	1	M	249
Macgillivray	0	F	3
Macgillivray	0	M	5
Macgillivray	1	F	48
Macgillivray	1	M	58
Magarey	1	F	10
Magarey	1	M	8
Magdala	0	F	3
Magdala	1	F	20
Magdala	1	M	32
Maggea	1	F	7
Maggea	1	M	3
Magill	0	F	179
Magill	0	M	178
Magill	1	F	4531
Magill	1	M	3971
Maitland (SA)	0	F	38
Maitland (SA)	0	M	46
Maitland (SA)	1	F	600
Maitland (SA)	1	M	579
Makin	0	M	3
Makin	1	F	17
Makin	1	M	14
Malinong	0	M	3
Malinong	1	F	11
Malinong	1	M	25
Mallala	0	F	12
Mallala	0	M	30
Mallala	1	F	439
Mallala	1	M	413
Malpas	1	F	7
Malpas	1	M	13
Maltee	1	F	3
Maltee	1	M	3
Malvern (SA)	0	F	51
Malvern (SA)	0	M	73
Malvern (SA)	1	F	1318
Malvern (SA)	1	M	1133
Mambray Creek	0	M	3
Mambray Creek	1	F	8
Mambray Creek	1	M	13
Mangalo	1	F	20
Mangalo	1	M	24
Mannanarie	0	M	4
Mannanarie	1	F	34
Mannanarie	1	M	37
Manningham	0	F	25
Manningham	0	M	25
Manningham	1	F	637
Manningham	1	M	639
Mannum	0	F	74
Mannum	0	M	98
Mannum	1	F	1266
Mannum	1	M	1209
Manoora (SA)	0	F	3
Manoora (SA)	0	M	9
Manoora (SA)	1	F	61
Manoora (SA)	1	M	70
Mansfield Park	0	F	60
Mansfield Park	0	M	93
Mansfield Park	1	F	2026
Mansfield Park	1	M	2015
Mantung	1	F	10
Mantung	1	M	12
Marama	0	M	3
Marama	1	F	24
Marama	1	M	36
Marananga	0	F	3
Marananga	1	F	41
Marananga	1	M	62
Marble Hill	1	F	31
Marble Hill	1	M	39
Marcollat	1	F	28
Marcollat	1	M	42
Marden	0	F	40
Marden	0	M	60
Marden	1	F	1171
Marden	1	M	1041
Marino	0	F	69
Marino	0	M	83
Marino	1	F	1030
Marino	1	M	998
Marion	0	F	104
Marion	0	M	105
Marion	1	F	1983
Marion	1	M	1720
Marion Bay (SA)	0	F	17
Marion Bay (SA)	0	M	26
Marion Bay (SA)	1	F	68
Marion Bay (SA)	1	M	64
Markaranka	1	F	13
Markaranka	1	M	15
Marks Landing	1	F	3
Marks Landing	1	M	3
Marla	0	M	8
Marla	1	F	42
Marla	1	M	52
Marleston	0	F	34
Marleston	0	M	36
Marleston	1	F	889
Marleston	1	M	878
Marola	1	F	3
Marola	1	M	4
Marrabel	0	F	8
Marrabel	0	M	4
Marrabel	1	F	48
Marrabel	1	M	54
Marree	0	F	5
Marree	0	M	12
Marree	1	F	40
Marree	1	M	44
Marryatville	0	F	5
Marryatville	0	M	13
Marryatville	1	F	305
Marryatville	1	M	266
Maryvale (SA)	1	M	9
Maslin Beach	0	F	37
Maslin Beach	0	M	38
Maslin Beach	1	F	563
Maslin Beach	1	M	515
Matta Flat	1	F	43
Matta Flat	1	M	38
Maude (SA)	1	M	3
Mawson Lakes	0	F	204
Mawson Lakes	0	M	324
Mawson Lakes	1	F	6389
Mawson Lakes	1	M	6376
Mayfield (SA)	1	F	3
Mayfield (SA)	1	M	3
Maylands (SA)	0	F	37
Maylands (SA)	0	M	39
Maylands (SA)	1	F	754
Maylands (SA)	1	M	674
McBean Pound	0	M	3
McBean Pound	1	F	3
McBean Pound	1	M	10
McCallum	0	F	3
McCallum	1	F	8
McCallum	1	M	9
McCracken	0	F	86
McCracken	0	M	78
McCracken	1	F	967
McCracken	1	M	829
McHarg Creek	1	F	23
McHarg Creek	1	M	24
McLaren Flat	0	F	42
McLaren Flat	0	M	26
McLaren Flat	1	F	744
McLaren Flat	1	M	727
McLaren Vale	0	F	115
McLaren Vale	0	M	125
McLaren Vale	1	F	1876
McLaren Vale	1	M	1725
Meadows	0	F	38
Meadows	0	M	43
Meadows	1	F	652
Meadows	1	M	641
Medindie	0	F	36
Medindie	0	M	31
Medindie	1	F	615
Medindie	1	M	503
Medindie Gardens	0	F	6
Medindie Gardens	0	M	9
Medindie Gardens	1	F	172
Medindie Gardens	1	M	156
Melrose (SA)	0	F	10
Melrose (SA)	0	M	14
Melrose (SA)	1	F	158
Melrose (SA)	1	M	163
Melrose Park (SA)	0	F	44
Melrose Park (SA)	0	M	50
Melrose Park (SA)	1	F	1125
Melrose Park (SA)	1	M	994
Melton (SA)	1	F	14
Melton (SA)	1	M	16
Melton Station	1	F	5
Melton Station	1	M	4
Meningie	0	F	53
Meningie	0	M	34
Meningie	1	F	531
Meningie	1	M	502
Meningie East	1	F	3
Meningie East	1	M	7
Meningie West	1	F	11
Meningie West	1	M	19
Menzies (SA)	1	F	35
Menzies (SA)	1	M	48
Mercunda	1	F	3
Mercunda	1	M	5
Merghiny	1	F	7
Merghiny	1	M	12
Meribah	0	F	12
Meribah	1	F	13
Meribah	1	M	11
Merriton	1	F	27
Merriton	1	M	23
Middle Beach	0	F	3
Middle Beach	1	F	32
Middle Beach	1	M	44
Middle River	0	F	3
Middle River	1	F	6
Middle River	1	M	8
Middleback Range	1	M	3
Middleton (SA)	0	F	53
Middleton (SA)	0	M	56
Middleton (SA)	1	F	511
Middleton (SA)	1	M	534
Midgee (SA)	1	F	5
Midgee (SA)	1	M	8
Mil-Lel	0	F	4
Mil-Lel	0	M	11
Mil-Lel	1	F	153
Mil-Lel	1	M	193
Milang	0	F	25
Milang	0	M	34
Milang	1	F	413
Milang	1	M	415
Mile End	0	F	116
Mile End	0	M	99
Mile End	1	F	2167
Mile End	1	M	2057
Mile End South	1	F	10
Mile End South	1	M	9
Milendella	0	F	3
Milendella	0	M	3
Milendella	1	F	24
Milendella	1	M	26
Millbrook (SA)	0	F	4
Millbrook (SA)	0	M	3
Millbrook (SA)	1	F	42
Millbrook (SA)	1	M	55
Millicent	0	F	157
Millicent	0	M	169
Millicent	1	F	2450
Millicent	1	M	2335
Millswood	0	F	45
Millswood	0	M	59
Millswood	1	F	1072
Millswood	1	M	968
Miltalie	0	M	3
Miltalie	1	F	21
Miltalie	1	M	28
Mimili	0	F	5
Mimili	0	M	3
Mimili	1	F	118
Mimili	1	M	120
Minbrie	0	F	3
Minbrie	0	M	4
Minbrie	1	F	18
Minbrie	1	M	12
Mindarie (SA)	0	F	3
Mindarie (SA)	0	M	3
Mindarie (SA)	1	F	13
Mindarie (SA)	1	M	20
Mingary	0	F	5
Mingary	1	F	19
Mingary	1	M	44
Mingbool	0	F	9
Mingbool	0	M	4
Mingbool	1	F	63
Mingbool	1	M	57
Minlaton	0	F	37
Minlaton	0	M	40
Minlaton	1	F	535
Minlaton	1	M	483
Minnipa	0	F	7
Minnipa	0	M	4
Minnipa	1	F	76
Minnipa	1	M	93
Mintaro	0	F	4
Mintaro	0	M	5
Mintaro	1	F	92
Mintaro	1	M	89
Minvalara	1	F	8
Minvalara	1	M	6
Miranda (SA)	0	M	6
Miranda (SA)	1	F	15
Miranda (SA)	1	M	21
Mitcham (SA)	0	F	47
Mitcham (SA)	0	M	36
Mitcham (SA)	1	F	954
Mitcham (SA)	1	M	786
Mitchell (SA)	1	F	26
Mitchell (SA)	1	M	27
Mitchell Park (SA)	0	F	117
Mitchell Park (SA)	0	M	113
Mitchell Park (SA)	1	F	2812
Mitchell Park (SA)	1	M	2427
Mitchellville	1	F	8
Mitchellville	1	M	18
Moana	0	F	92
Moana	0	M	85
Moana	1	F	1292
Moana	1	M	1171
Mobilong	1	F	4
Mobilong	1	M	3
Moculta	1	F	110
Moculta	1	M	116
Modbury	0	F	82
Modbury	0	M	84
Modbury	1	F	2597
Modbury	1	M	2490
Modbury Heights	0	F	137
Modbury Heights	0	M	149
Modbury Heights	1	F	3300
Modbury Heights	1	M	3120
Modbury North	0	F	124
Modbury North	0	M	142
Modbury North	1	F	2680
Modbury North	1	M	2683
Moerlong	1	F	7
Moerlong	1	M	8
Monarto	0	M	6
Monarto	1	F	99
Monarto	1	M	95
Monarto South	0	F	7
Monarto South	0	M	3
Monarto South	1	F	71
Monarto South	1	M	83
Monash (SA)	0	F	36
Monash (SA)	0	M	38
Monash (SA)	1	F	525
Monash (SA)	1	M	526
Monbulla	0	F	4
Monbulla	0	M	10
Monbulla	1	F	59
Monbulla	1	M	56
Montacute	0	F	3
Montacute	0	M	6
Montacute	1	F	138
Montacute	1	M	146
Montarra	1	F	11
Montarra	1	M	9
Monteith	0	F	10
Monteith	0	M	4
Monteith	1	F	54
Monteith	1	M	68
Moockra	1	F	5
Moockra	1	M	8
Moody	1	F	10
Moody	1	M	14
Moonta	0	F	20
Moonta	0	M	31
Moonta	1	F	301
Moonta	1	M	283
Moonta Bay	0	F	107
Moonta Bay	0	M	118
Moonta Bay	1	F	1058
Moonta Bay	1	M	1066
Moonta Mines	0	F	4
Moonta Mines	0	M	19
Moonta Mines	1	F	105
Moonta Mines	1	M	93
Moorak	0	F	16
Moorak	0	M	13
Moorak	1	F	333
Moorak	1	M	860
Moorlands	0	F	4
Moorlands	0	M	3
Moorlands	1	F	28
Moorlands	1	M	24
Moorook	0	F	6
Moorook	0	M	3
Moorook	1	F	92
Moorook	1	M	90
Moorook South	0	F	9
Moorook South	0	M	5
Moorook South	1	F	82
Moorook South	1	M	87
Moppa	1	F	38
Moppa	1	M	38
Morchard	1	F	12
Morchard	1	M	12
Morgan	0	F	28
Morgan	0	M	30
Morgan	1	F	204
Morgan	1	M	231
Morn Hill	1	F	8
Morn Hill	1	M	7
Morphett Vale	0	F	487
Morphett Vale	0	M	549
Morphett Vale	1	F	11317
Morphett Vale	1	M	10783
Morphetts Flat	1	F	3
Morphettville	0	F	62
Morphettville	0	M	52
Morphettville	1	F	1687
Morphettville	1	M	1407
Mortana	1	F	7
Mortana	1	M	11
Moseley	1	F	7
Moseley	1	M	10
Mosquito Hill	0	F	3
Mosquito Hill	0	M	7
Mosquito Hill	1	F	55
Mosquito Hill	1	M	61
Mount Barker (SA)	0	F	320
Mount Barker (SA)	0	M	346
Mount Barker (SA)	1	F	6955
Mount Barker (SA)	1	M	6222
Mount Barker Springs	0	M	4
Mount Barker Springs	1	F	80
Mount Barker Springs	1	M	80
Mount Barker Summit	1	F	52
Mount Barker Summit	1	M	51
Mount Benson	0	M	3
Mount Benson	1	F	56
Mount Benson	1	M	54
Mount Bryan	0	F	8
Mount Bryan	0	M	7
Mount Bryan	1	F	47
Mount Bryan	1	M	49
Mount Bryan East	1	M	3
Mount Burr	0	F	12
Mount Burr	0	M	8
Mount Burr	1	F	180
Mount Burr	1	M	161
Mount Charles	1	F	16
Mount Charles	1	M	23
Mount Clarence Station	1	M	8
Mount Compass	0	F	38
Mount Compass	0	M	51
Mount Compass	1	F	693
Mount Compass	1	M	679
Mount Cooper (SA)	1	F	6
Mount Cooper (SA)	1	M	6
Mount Crawford	0	F	3
Mount Crawford	1	F	66
Mount Crawford	1	M	57
Mount Damper	0	M	4
Mount Damper	1	F	16
Mount Damper	1	M	17
Mount Drummond	1	F	7
Mount Drummond	1	M	3
Mount Dutton Bay	1	F	19
Mount Dutton Bay	1	M	19
Mount Eba	0	M	5
Mount Eba	1	F	33
Mount Eba	1	M	158
Mount Gambier	0	F	884
Mount Gambier	0	M	854
Mount Gambier	1	F	12274
Mount Gambier	1	M	11499
Mount George (SA)	0	F	11
Mount George (SA)	0	M	11
Mount George (SA)	1	F	132
Mount George (SA)	1	M	118
Mount Hope (SA)	0	F	3
Mount Hope (SA)	0	M	4
Mount Hope (SA)	1	F	20
Mount Hope (SA)	1	M	23
Mount Jagged	0	F	6
Mount Jagged	1	F	77
Mount Jagged	1	M	71
Mount Light	0	M	8
Mount Light	1	F	71
Mount Light	1	M	82
Mount Magnificent	1	F	32
Mount Magnificent	1	M	26
Mount Mary	1	F	8
Mount Mary	1	M	14
Mount Mcintyre	1	F	33
Mount Mcintyre	1	M	32
Mount Mckenzie	1	F	31
Mount Mckenzie	1	M	37
Mount Observation (SA)	1	F	8
Mount Observation (SA)	1	M	4
Mount Osmond	0	F	7
Mount Osmond	0	M	15
Mount Osmond	1	F	170
Mount Osmond	1	M	187
Mount Pleasant (SA)	0	F	22
Mount Pleasant (SA)	0	M	36
Mount Pleasant (SA)	1	F	509
Mount Pleasant (SA)	1	M	454
Mount Schank	0	F	5
Mount Schank	0	M	14
Mount Schank	1	F	110
Mount Schank	1	M	118
Mount Serle	1	F	14
Mount Serle	1	M	20
Mount Templeton	0	F	3
Mount Templeton	0	M	3
Mount Templeton	1	F	17
Mount Templeton	1	M	14
Mount Torrens	0	F	11
Mount Torrens	0	M	24
Mount Torrens	1	F	346
Mount Torrens	1	M	327
Mount Wedge	1	F	5
Mount Wedge	1	M	7
Mount Willoughby	0	F	3
Mount Willoughby	1	F	8
Mount Willoughby	1	M	9
Moyhall	1	F	23
Moyhall	1	M	27
Mudamuckla	1	F	44
Mudamuckla	1	M	48
Mulgundawa	0	M	3
Mulgundawa	1	F	20
Mulgundawa	1	M	20
Mullaquana	0	F	3
Mullaquana	0	M	8
Mullaquana	1	F	106
Mullaquana	1	M	127
Mundic Creek	0	M	4
Mundic Creek	1	F	16
Mundic Creek	1	M	15
Mundoo Island	1	F	3
Mundoora	0	F	5
Mundoora	1	F	59
Mundoora	1	M	65
Mundulla	0	F	11
Mundulla	0	M	18
Mundulla	1	F	179
Mundulla	1	M	219
Mundulla West	1	F	44
Mundulla West	1	M	34
Mungeranie	1	F	21
Mungeranie	1	M	44
Munno Para	0	F	80
Munno Para	0	M	96
Munno Para	1	F	1833
Munno Para	1	M	1727
Munno Para Downs	0	F	5
Munno Para Downs	0	M	7
Munno Para Downs	1	F	103
Munno Para Downs	1	M	119
Munno Para West	0	F	103
Munno Para West	0	M	142
Munno Para West	1	F	2938
Munno Para West	1	M	2726
Murbko	0	F	5
Murbko	0	M	10
Murbko	1	F	33
Murbko	1	M	43
Murdinga	1	F	26
Murdinga	1	M	42
Murlong	1	F	8
Murlong	1	M	8
Murninnie Beach	0	F	7
Murninnie Beach	0	M	10
Murninnie Beach	1	F	12
Murninnie Beach	1	M	16
Murputja	0	F	3
Murputja	1	F	19
Murputja	1	M	29
Murrawong	1	F	6
Murrawong	1	M	10
Murray Bridge	0	F	330
Murray Bridge	0	M	346
Murray Bridge	1	F	7039
Murray Bridge	1	M	6849
Murray Bridge East	0	F	31
Murray Bridge East	0	M	36
Murray Bridge East	1	F	519
Murray Bridge East	1	M	523
Murray Bridge North	0	M	3
Murray Bridge North	1	F	66
Murray Bridge North	1	M	67
Murray Bridge South	1	F	88
Murray Bridge South	1	M	102
Murray Town	1	F	32
Murray Town	1	M	30
Murtho	0	F	12
Murtho	0	M	3
Murtho	1	F	77
Murtho	1	M	91
Muston	0	M	3
Muston	1	F	12
Muston	1	M	13
Mylor	0	F	24
Mylor	0	M	32
Mylor	1	F	530
Mylor	1	M	514
Mypolonga	0	M	9
Mypolonga	1	F	215
Mypolonga	1	M	252
Myponga	0	F	21
Myponga	0	M	31
Myponga	1	F	342
Myponga	1	M	354
Myponga Beach	0	M	3
Myponga Beach	1	F	16
Myponga Beach	1	M	15
Myrtle Bank (SA)	0	F	63
Myrtle Bank (SA)	0	M	61
Myrtle Bank (SA)	1	F	1525
Myrtle Bank (SA)	1	M	1232
Nackara	1	M	3
Nailsworth	0	F	60
Nailsworth	0	M	74
Nailsworth	1	F	1015
Nailsworth	1	M	1001
Nain	1	F	10
Nain	1	M	18
Nairne	0	F	112
Nairne	0	M	116
Nairne	1	F	2453
Nairne	1	M	2362
Nalyappa	1	F	10
Nalyappa	1	M	7
Nangkita	0	M	12
Nangkita	1	F	98
Nangkita	1	M	93
Nangwarry	0	F	9
Nangwarry	0	M	19
Nangwarry	1	F	229
Nangwarry	1	M	266
Nantawarra	0	M	3
Nantawarra	1	F	35
Nantawarra	1	M	36
Napperby	0	F	17
Napperby	0	M	27
Napperby	1	F	298
Napperby	1	M	321
Naracoorte	0	F	173
Naracoorte	0	M	221
Naracoorte	1	F	2725
Naracoorte	1	M	2844
Narridy	0	F	3
Narridy	0	M	4
Narridy	1	F	40
Narridy	1	M	37
Narrung (SA)	0	F	19
Narrung (SA)	0	M	10
Narrung (SA)	1	F	86
Narrung (SA)	1	M	90
Naturi	1	F	12
Naturi	1	M	15
Neales Flat	0	F	6
Neales Flat	1	F	31
Neales Flat	1	M	31
Nectar Brook	1	F	13
Nectar Brook	1	M	14
Nelshaby	0	F	3
Nelshaby	0	M	9
Nelshaby	1	F	90
Nelshaby	1	M	86
Nene Valley	0	F	3
Nene Valley	0	M	3
Nene Valley	1	F	35
Nene Valley	1	M	39
Nepabunna	1	F	32
Nepabunna	1	M	41
Nepean Bay	0	F	5
Nepean Bay	0	M	4
Nepean Bay	1	F	58
Nepean Bay	1	M	64
Netherby (SA)	0	F	34
Netherby (SA)	0	M	33
Netherby (SA)	1	F	702
Netherby (SA)	1	M	663
Netherton	0	M	3
Netherton	1	F	22
Netherton	1	M	16
Netley	0	F	31
Netley	0	M	31
Netley	1	F	900
Netley	1	M	817
New Port	0	F	17
New Port	0	M	35
New Port	1	F	305
New Port	1	M	331
New Residence	1	F	36
New Residence	1	M	39
New Town (SA)	0	F	24
New Town (SA)	0	M	19
New Town (SA)	1	F	587
New Town (SA)	1	M	610
New Well	0	M	3
New Well	1	F	10
New Well	1	M	6
Newland	1	F	18
Newland	1	M	29
Newton	0	F	75
Newton	0	M	88
Newton	1	F	2335
Newton	1	M	2284
Ngapala	1	F	21
Ngapala	1	M	27
Nildottie	0	F	6
Nildottie	0	M	12
Nildottie	1	F	86
Nildottie	1	M	83
Ninnes	0	F	3
Ninnes	1	F	25
Ninnes	1	M	31
Noarlunga Centre	0	F	7
Noarlunga Centre	0	M	9
Noarlunga Centre	1	F	98
Noarlunga Centre	1	M	94
Noarlunga Downs	0	F	70
Noarlunga Downs	0	M	94
Noarlunga Downs	1	F	1908
Noarlunga Downs	1	M	1774
Nora Creina	0	M	3
Nora Creina	1	F	17
Nora Creina	1	M	21
Normanville (SA)	0	F	71
Normanville (SA)	0	M	86
Normanville (SA)	1	F	772
Normanville (SA)	1	M	695
North Adelaide	0	F	176
North Adelaide	0	M	193
North Adelaide	1	F	3389
North Adelaide	1	M	3197
North Beach (SA)	0	F	36
North Beach (SA)	0	M	34
North Beach (SA)	1	F	221
North Beach (SA)	1	M	218
North Booborowie	0	F	3
North Booborowie	0	M	3
North Booborowie	1	F	8
North Booborowie	1	M	13
North Brighton	0	F	49
North Brighton	0	M	60
North Brighton	1	F	1092
North Brighton	1	M	1069
North Cape	1	F	3
North Cape	1	M	3
North Haven (SA)	0	F	140
North Haven (SA)	0	M	186
North Haven (SA)	1	F	2668
North Haven (SA)	1	M	2582
North Moonta	0	F	24
North Moonta	0	M	24
North Moonta	1	F	260
North Moonta	1	M	239
North Plympton	0	F	66
North Plympton	0	M	82
North Plympton	1	F	1676
North Plympton	1	M	1402
North Shields	0	F	10
North Shields	0	M	14
North Shields	1	F	148
North Shields	1	M	192
North West Bend	0	F	7
North West Bend	0	M	4
North West Bend	1	F	3
North Yelta	1	F	6
North Yelta	1	M	6
Northern Heights	0	M	11
Northern Heights	1	F	128
Northern Heights	1	M	128
Northfield	0	F	63
Northfield	0	M	65
Northfield	1	F	2035
Northfield	1	M	2474
Northgate (SA)	0	F	70
Northgate (SA)	0	M	112
Northgate (SA)	1	F	3141
Northgate (SA)	1	M	2898
Norton Summit	0	F	20
Norton Summit	0	M	20
Norton Summit	1	F	236
Norton Summit	1	M	258
Norwood (SA)	0	F	177
Norwood (SA)	0	M	176
Norwood (SA)	1	F	2922
Norwood (SA)	1	M	2681
Notts Well	1	M	3
Novar Gardens	0	F	65
Novar Gardens	0	M	45
Novar Gardens	1	F	1251
Novar Gardens	1	M	1151
Nullarbor	1	F	13
Nullarbor	1	M	33
Nunjikompita	0	M	3
Nunjikompita	1	F	12
Nunjikompita	1	M	17
Nuriootpa	0	F	150
Nuriootpa	0	M	176
Nuriootpa	1	F	3137
Nuriootpa	1	M	2853
Nurom	1	F	14
Nurom	1	M	19
Nurragi	1	F	17
Nurragi	1	M	13
O'Halloran Hill	0	F	45
O'Halloran Hill	0	M	62
O'Halloran Hill	1	F	1311
O'Halloran Hill	1	M	1233
O'Sullivan Beach	0	F	59
O'Sullivan Beach	0	M	54
O'Sullivan Beach	1	F	854
O'Sullivan Beach	1	M	908
Oakbank	0	F	19
Oakbank	0	M	31
Oakbank	1	F	406
Oakbank	1	M	373
Oakden	0	F	60
Oakden	0	M	58
Oakden	1	F	1881
Oakden	1	M	1662
Oakden Hills	0	F	6
Oakden Hills	0	M	4
Oaklands Park	0	F	77
Oaklands Park	0	M	91
Oaklands Park	1	F	1961
Oaklands Park	1	M	1714
Ob Flat	0	F	8
Ob Flat	0	M	10
Ob Flat	1	F	179
Ob Flat	1	M	194
Olary	1	M	4
Old Calperum	1	F	5
Old Calperum	1	M	7
Old Noarlunga	0	F	30
Old Noarlunga	0	M	45
Old Noarlunga	1	F	679
Old Noarlunga	1	M	692
Old Reynella	0	F	60
Old Reynella	0	M	58
Old Reynella	1	F	1689
Old Reynella	1	M	1578
Old Teal Flat	1	F	3
Old Teal Flat	1	M	3
Olympic Dam	1	F	3
Olympic Dam	1	M	4
One Tree Hill	0	F	17
One Tree Hill	0	M	31
One Tree Hill	1	F	503
One Tree Hill	1	M	540
Onkaparinga Hills	0	F	43
Onkaparinga Hills	0	M	73
Onkaparinga Hills	1	F	1221
Onkaparinga Hills	1	M	1193
Oodla Wirra	1	F	4
Oodnadatta	0	M	9
Oodnadatta	1	F	93
Oodnadatta	1	M	97
Orroroo	0	F	21
Orroroo	0	M	24
Orroroo	1	F	287
Orroroo	1	M	281
Osborne (SA)	0	F	44
Osborne (SA)	0	M	48
Osborne (SA)	1	F	949
Osborne (SA)	1	M	886
Ottoway	0	F	47
Ottoway	0	M	60
Ottoway	1	F	1165
Ottoway	1	M	1229
Outer Harbor	0	M	3
Outer Harbor	1	M	3
Overland Corner	0	F	3
Overland Corner	1	F	27
Overland Corner	1	M	23
Ovingham	0	F	20
Ovingham	0	M	25
Ovingham	1	F	317
Ovingham	1	M	315
Owen	0	F	20
Owen	0	M	15
