SSC_NAME16	MaxSchoolingCompleted	Sex	persons
Berrambool	Year 11	M	24
Berrambool	Year 12	F	77
Berrambool	Year 12	M	49
Berrara	Year 8	F	3
Berrara	Year 8	M	9
Berrara	Year 9	F	13
Berrara	Year 9	M	20
Berrara	Year 10	F	38
Berrara	Year 10	M	52
Berrara	Year 11	F	15
Berrara	Year 11	M	12
Berrara	Year 12	F	51
Berrara	Year 12	M	29
Berremangra	Year 8	M	4
Berremangra	Year 10	F	15
Berremangra	Year 10	M	12
Berremangra	Year 11	F	5
Berremangra	Year 11	M	3
Berremangra	Year 12	F	12
Berremangra	Year 12	M	13
Berrico	Year 10	F	3
Berrico	Year 12	F	3
Berrico	Year 12	M	5
Berridale	Did not go to school	M	4
Berridale	Year 8	F	21
Berridale	Year 8	M	22
Berridale	Year 9	F	31
Berridale	Year 9	M	36
Berridale	Year 10	F	136
Berridale	Year 10	M	162
Berridale	Year 11	F	36
Berridale	Year 11	M	44
Berridale	Year 12	F	198
Berridale	Year 12	M	189
Berrigal	Year 10	F	4
Berrigal	Year 10	M	7
Berrigal	Year 12	F	6
Berrigal	Year 12	M	7
Berrigan	Did not go to school	M	4
Berrigan	Year 8	F	32
Berrigan	Year 8	M	46
Berrigan	Year 9	F	58
Berrigan	Year 9	M	72
Berrigan	Year 10	F	140
Berrigan	Year 10	M	144
Berrigan	Year 11	F	65
Berrigan	Year 11	M	47
Berrigan	Year 12	F	151
Berrigan	Year 12	M	141
Berrilee	Did not go to school	M	3
Berrilee	Year 8	M	3
Berrilee	Year 9	F	5
Berrilee	Year 9	M	3
Berrilee	Year 10	F	23
Berrilee	Year 10	M	27
Berrilee	Year 11	F	7
Berrilee	Year 11	M	8
Berrilee	Year 12	F	63
Berrilee	Year 12	M	49
Berrima	Year 8	F	3
Berrima	Year 8	M	7
Berrima	Year 9	F	13
Berrima	Year 9	M	16
Berrima	Year 10	F	69
Berrima	Year 10	M	65
Berrima	Year 11	F	12
Berrima	Year 11	M	23
Berrima	Year 12	F	157
Berrima	Year 12	M	139
Berringer Lake	Year 9	M	3
Berringer Lake	Year 10	M	3
Berringer Lake	Year 12	F	8
Berry	Did not go to school	M	3
Berry	Year 8	F	36
Berry	Year 8	M	33
Berry	Year 9	F	96
Berry	Year 9	M	107
Berry	Year 10	F	368
Berry	Year 10	M	268
Berry	Year 11	F	62
Berry	Year 11	M	56
Berry	Year 12	F	562
Berry	Year 12	M	465
Berry Jerry	Year 9	M	3
Berry Jerry	Year 10	F	4
Berry Jerry	Year 10	M	14
Berry Jerry	Year 11	F	3
Berry Jerry	Year 11	M	3
Berry Jerry	Year 12	F	11
Berry Jerry	Year 12	M	6
Berry Mountain	Year 12	F	10
Berry Mountain	Year 12	M	6
Berry Park	Year 8	F	3
Berry Park	Year 9	F	4
Berry Park	Year 9	M	4
Berry Park	Year 10	F	10
Berry Park	Year 10	M	25
Berry Park	Year 11	F	7
Berry Park	Year 11	M	4
Berry Park	Year 12	F	23
Berry Park	Year 12	M	23
Berthong	Year 9	M	3
Berthong	Year 10	M	7
Berthong	Year 11	F	3
Berthong	Year 11	M	3
Berthong	Year 12	F	7
Berthong	Year 12	M	8
Beryl	Year 8	F	4
Beryl	Year 8	M	6
Beryl	Year 9	F	8
Beryl	Year 9	M	7
Beryl	Year 10	F	17
Beryl	Year 10	M	21
Beryl	Year 12	F	17
Beryl	Year 12	M	10
Bethungra	Year 8	F	3
Bethungra	Year 8	M	3
Bethungra	Year 9	F	6
Bethungra	Year 9	M	6
Bethungra	Year 10	F	22
Bethungra	Year 10	M	31
Bethungra	Year 11	F	8
Bethungra	Year 11	M	6
Bethungra	Year 12	F	24
Bethungra	Year 12	M	21
Bevendale	Year 9	M	3
Bevendale	Year 10	M	5
Bevendale	Year 12	F	15
Bevendale	Year 12	M	3
Beverley Park	Did not go to school	F	13
Beverley Park	Did not go to school	M	7
Beverley Park	Year 8	F	57
Beverley Park	Year 8	M	59
Beverley Park	Year 9	F	52
Beverley Park	Year 9	M	45
Beverley Park	Year 10	F	161
Beverley Park	Year 10	M	163
Beverley Park	Year 11	F	45
Beverley Park	Year 11	M	34
Beverley Park	Year 12	F	596
Beverley Park	Year 12	M	572
Beverly Hills	Did not go to school	F	105
Beverly Hills	Did not go to school	M	65
Beverly Hills	Year 8	F	279
Beverly Hills	Year 8	M	212
Beverly Hills	Year 9	F	227
Beverly Hills	Year 9	M	180
Beverly Hills	Year 10	F	678
Beverly Hills	Year 10	M	634
Beverly Hills	Year 11	F	171
Beverly Hills	Year 11	M	175
Beverly Hills	Year 12	F	2677
Beverly Hills	Year 12	M	2514
Bewong	Year 10	F	5
Bewong	Year 10	M	6
Bewong	Year 11	F	4
Bewong	Year 11	M	5
Bewong	Year 12	F	11
Bewong	Year 12	M	15
Bexhill	Did not go to school	F	4
Bexhill	Did not go to school	M	3
Bexhill	Year 8	F	7
Bexhill	Year 8	M	4
Bexhill	Year 9	F	9
Bexhill	Year 9	M	15
Bexhill	Year 10	F	52
Bexhill	Year 10	M	62
Bexhill	Year 11	F	23
Bexhill	Year 11	M	8
Bexhill	Year 12	F	94
Bexhill	Year 12	M	78
Bexley	Did not go to school	F	184
Bexley	Did not go to school	M	103
Bexley	Year 8	F	545
Bexley	Year 8	M	441
Bexley	Year 9	F	336
Bexley	Year 9	M	302
Bexley	Year 10	F	1203
Bexley	Year 10	M	1192
Bexley	Year 11	F	365
Bexley	Year 11	M	375
Bexley	Year 12	F	4710
Bexley	Year 12	M	4489
Bexley North	Did not go to school	F	48
Bexley North	Did not go to school	M	37
Bexley North	Year 8	F	146
Bexley North	Year 8	M	103
Bexley North	Year 9	F	86
Bexley North	Year 9	M	57
Bexley North	Year 10	F	264
Bexley North	Year 10	M	235
Bexley North	Year 11	F	69
Bexley North	Year 11	M	72
Bexley North	Year 12	F	994
Bexley North	Year 12	M	1003
Biala	Year 8	M	3
Biala	Year 10	F	4
Biala	Year 10	M	14
Biala	Year 11	F	4
Biala	Year 11	M	5
Biala	Year 12	F	13
Biala	Year 12	M	4
Bibbenluke	Year 8	F	3
Bibbenluke	Year 8	M	4
Bibbenluke	Year 9	F	5
Bibbenluke	Year 9	M	9
Bibbenluke	Year 10	F	10
Bibbenluke	Year 10	M	4
Bibbenluke	Year 11	F	4
Bibbenluke	Year 11	M	3
Bibbenluke	Year 12	F	14
Bibbenluke	Year 12	M	15
Biddon	Year 8	M	6
Biddon	Year 9	F	4
Biddon	Year 9	M	5
Biddon	Year 10	F	6
Biddon	Year 10	M	13
Biddon	Year 11	M	3
Biddon	Year 12	F	14
Biddon	Year 12	M	13
Bidgeemia	Year 10	F	4
Bidgeemia	Year 10	M	5
Bidgeemia	Year 12	F	9
Bidgeemia	Year 12	M	5
Bidwill (NSW)	Did not go to school	F	31
Bidwill (NSW)	Did not go to school	M	23
Bidwill (NSW)	Year 8	F	157
Bidwill (NSW)	Year 8	M	109
Bidwill (NSW)	Year 9	F	216
Bidwill (NSW)	Year 9	M	173
Bidwill (NSW)	Year 10	F	436
Bidwill (NSW)	Year 10	M	390
Bidwill (NSW)	Year 11	F	133
Bidwill (NSW)	Year 11	M	110
Bidwill (NSW)	Year 12	F	503
Bidwill (NSW)	Year 12	M	340
Bielsdown Hills	Year 8	F	4
Bielsdown Hills	Year 9	F	3
Bielsdown Hills	Year 9	M	4
Bielsdown Hills	Year 10	F	13
Bielsdown Hills	Year 10	M	9
Bielsdown Hills	Year 11	F	4
Bielsdown Hills	Year 12	F	17
Bielsdown Hills	Year 12	M	12
Big Hill (NSW)	Year 9	F	4
Big Hill (NSW)	Year 10	M	8
Big Hill (NSW)	Year 12	F	6
Big Hill (NSW)	Year 12	M	7
Big Jacks Creek	Year 9	F	3
Big Jacks Creek	Year 9	M	4
Big Jacks Creek	Year 10	F	3
Big Jacks Creek	Year 10	M	7
Big Jacks Creek	Year 12	F	9
Big Jacks Creek	Year 12	M	6
Big Ridge	Year 10	M	3
Big Ridge	Year 12	M	3
Big Springs	Year 8	M	4
Big Springs	Year 9	F	3
Big Springs	Year 9	M	4
Big Springs	Year 10	F	9
Big Springs	Year 10	M	13
Big Springs	Year 11	F	13
Big Springs	Year 11	M	3
Big Springs	Year 12	F	24
Big Springs	Year 12	M	20
Bigga	Year 8	F	10
Bigga	Year 8	M	8
Bigga	Year 9	F	11
Bigga	Year 9	M	13
Bigga	Year 10	F	26
Bigga	Year 10	M	40
Bigga	Year 11	F	7
Bigga	Year 11	M	4
Bigga	Year 12	F	32
Bigga	Year 12	M	27
Bilambil	Year 8	F	13
Bilambil	Year 8	M	8
Bilambil	Year 9	F	4
Bilambil	Year 9	M	9
Bilambil	Year 10	F	58
Bilambil	Year 10	M	63
Bilambil	Year 11	F	16
Bilambil	Year 11	M	12
Bilambil	Year 12	F	77
Bilambil	Year 12	M	55
Bilambil Heights	Did not go to school	F	4
Bilambil Heights	Did not go to school	M	3
Bilambil Heights	Year 8	F	39
Bilambil Heights	Year 8	M	39
Bilambil Heights	Year 9	F	95
Bilambil Heights	Year 9	M	77
Bilambil Heights	Year 10	F	432
Bilambil Heights	Year 10	M	430
Bilambil Heights	Year 11	F	124
Bilambil Heights	Year 11	M	140
Bilambil Heights	Year 12	F	610
Bilambil Heights	Year 12	M	528
Bilbul	Did not go to school	F	3
Bilbul	Year 8	F	8
Bilbul	Year 8	M	13
Bilbul	Year 9	F	17
Bilbul	Year 9	M	23
Bilbul	Year 10	F	62
Bilbul	Year 10	M	91
Bilbul	Year 11	F	21
Bilbul	Year 11	M	16
Bilbul	Year 12	F	73
Bilbul	Year 12	M	55
Bilgola Beach	Year 10	F	17
Bilgola Beach	Year 10	M	16
Bilgola Beach	Year 11	F	3
Bilgola Beach	Year 12	F	85
Bilgola Beach	Year 12	M	73
Bilgola Plateau	Did not go to school	M	6
Bilgola Plateau	Year 8	F	17
Bilgola Plateau	Year 8	M	21
Bilgola Plateau	Year 9	F	54
Bilgola Plateau	Year 9	M	47
Bilgola Plateau	Year 10	F	272
Bilgola Plateau	Year 10	M	205
Bilgola Plateau	Year 11	F	90
Bilgola Plateau	Year 11	M	78
Bilgola Plateau	Year 12	F	921
Bilgola Plateau	Year 12	M	928
Billeroy	Year 8	M	6
Billeroy	Year 10	F	3
Billeroy	Year 10	M	6
Billeroy	Year 12	F	12
Billeroy	Year 12	M	6
Billimari	Year 8	F	8
Billimari	Year 8	M	9
Billimari	Year 9	F	4
Billimari	Year 9	M	5
Billimari	Year 10	F	19
Billimari	Year 10	M	17
Billimari	Year 11	F	6
Billimari	Year 12	F	16
Billimari	Year 12	M	18
Billinudgel	Year 8	F	4
Billinudgel	Year 8	M	5
Billinudgel	Year 9	M	10
Billinudgel	Year 10	F	31
Billinudgel	Year 10	M	30
Billinudgel	Year 11	F	4
Billinudgel	Year 11	M	8
Billinudgel	Year 12	F	36
Billinudgel	Year 12	M	33
Billys Creek	Year 9	M	3
Billys Creek	Year 10	F	3
Billys Creek	Year 10	M	6
Billys Creek	Year 11	F	3
Billys Creek	Year 11	M	3
Billys Creek	Year 12	F	10
Billys Creek	Year 12	M	9
Billywillinga	Year 8	F	3
Billywillinga	Year 8	M	3
Billywillinga	Year 9	F	8
Billywillinga	Year 9	M	3
Billywillinga	Year 10	F	20
Billywillinga	Year 10	M	25
Billywillinga	Year 11	F	3
Billywillinga	Year 11	M	3
Billywillinga	Year 12	F	39
Billywillinga	Year 12	M	32
Bilpin	Did not go to school	M	3
Bilpin	Year 8	F	3
Bilpin	Year 8	M	14
Bilpin	Year 9	F	20
Bilpin	Year 9	M	23
Bilpin	Year 10	F	88
Bilpin	Year 10	M	97
Bilpin	Year 11	F	21
Bilpin	Year 11	M	23
Bilpin	Year 12	F	114
Bilpin	Year 12	M	86
Bimbi	Year 9	M	6
Bimbi	Year 10	F	10
Bimbi	Year 10	M	11
Bimbi	Year 11	M	3
Bimbi	Year 12	F	16
Bimbi	Year 12	M	14
Bimbimbie	Year 9	F	7
Bimbimbie	Year 10	F	13
Bimbimbie	Year 10	M	26
Bimbimbie	Year 11	F	3
Bimbimbie	Year 11	M	8
Bimbimbie	Year 12	F	15
Bimbimbie	Year 12	M	13
Binalong	Year 8	F	5
Binalong	Year 8	M	19
Binalong	Year 9	F	17
Binalong	Year 9	M	11
Binalong	Year 10	F	64
Binalong	Year 10	M	60
Binalong	Year 11	F	6
Binalong	Year 11	M	13
Binalong	Year 12	F	98
Binalong	Year 12	M	83
Binda	Year 8	F	6
Binda	Year 8	M	9
Binda	Year 9	F	5
Binda	Year 9	M	12
Binda	Year 10	F	27
Binda	Year 10	M	36
Binda	Year 11	F	3
Binda	Year 11	M	7
Binda	Year 12	F	35
Binda	Year 12	M	42
Bindera	Year 10	F	3
Bindera	Year 10	M	4
Bindera	Year 11	F	3
Bindera	Year 12	F	3
Bindera	Year 12	M	6
Bingara	Did not go to school	M	3
Bingara	Year 8	F	61
Bingara	Year 8	M	78
Bingara	Year 9	F	82
Bingara	Year 9	M	73
Bingara	Year 10	F	222
Bingara	Year 10	M	197
Bingara	Year 11	F	36
Bingara	Year 11	M	23
Bingara	Year 12	F	160
Bingara	Year 12	M	126
Bingeebeebra Creek	Year 8	F	3
Bingeebeebra Creek	Year 9	M	3
Bingeebeebra Creek	Year 10	M	3
Bingeebeebra Creek	Year 11	F	3
Bingeebeebra Creek	Year 12	M	4
Bingie	Year 8	M	3
Bingie	Year 9	F	6
Bingie	Year 9	M	4
Bingie	Year 10	F	13
Bingie	Year 10	M	30
Bingie	Year 11	F	5
Bingie	Year 11	M	9
Bingie	Year 12	F	46
Bingie	Year 12	M	49
Bingleburra	Year 10	F	3
Bingleburra	Year 10	M	7
Bingleburra	Year 11	M	3
Bingleburra	Year 12	F	9
Bingleburra	Year 12	M	3
Biniguy	Year 9	F	6
Biniguy	Year 9	M	7
Biniguy	Year 10	F	12
Biniguy	Year 10	M	19
Biniguy	Year 11	F	3
Biniguy	Year 12	F	23
Biniguy	Year 12	M	15
Binjura	Year 8	F	3
Binjura	Year 8	M	3
Binjura	Year 9	F	6
Binjura	Year 9	M	9
Binjura	Year 10	F	31
Binjura	Year 10	M	41
Binjura	Year 11	F	14
Binjura	Year 11	M	6
Binjura	Year 12	F	66
Binjura	Year 12	M	54
Binna Burra (NSW)	Did not go to school	M	3
Binna Burra (NSW)	Year 8	F	9
Binna Burra (NSW)	Year 8	M	4
Binna Burra (NSW)	Year 9	F	3
Binna Burra (NSW)	Year 9	M	7
Binna Burra (NSW)	Year 10	F	17
Binna Burra (NSW)	Year 10	M	21
Binna Burra (NSW)	Year 11	F	8
Binna Burra (NSW)	Year 11	M	3
Binna Burra (NSW)	Year 12	F	48
Binna Burra (NSW)	Year 12	M	47
Binnaway	Did not go to school	M	3
Binnaway	Year 8	F	11
Binnaway	Year 8	M	41
Binnaway	Year 9	F	30
Binnaway	Year 9	M	39
Binnaway	Year 10	F	88
Binnaway	Year 10	M	99
Binnaway	Year 11	F	17
Binnaway	Year 11	M	12
Binnaway	Year 12	F	69
Binnaway	Year 12	M	56
Binya	Year 8	F	7
Binya	Year 8	M	5
Binya	Year 9	F	3
Binya	Year 9	M	4
Binya	Year 10	F	9
Binya	Year 10	M	17
Binya	Year 11	M	3
Binya	Year 12	F	26
Binya	Year 12	M	23
Birchgrove	Year 8	F	17
Birchgrove	Year 8	M	10
Birchgrove	Year 9	F	44
Birchgrove	Year 9	M	18
Birchgrove	Year 10	F	120
Birchgrove	Year 10	M	95
Birchgrove	Year 11	F	41
Birchgrove	Year 11	M	38
Birchgrove	Year 12	F	1081
Birchgrove	Year 12	M	971
Birdwood (NSW)	Year 9	F	3
Birdwood (NSW)	Year 9	M	5
Birdwood (NSW)	Year 10	M	10
Birdwood (NSW)	Year 12	F	8
Birdwood (NSW)	Year 12	M	4
Birganbigil	Year 10	F	6
Birganbigil	Year 10	M	4
Birganbigil	Year 11	F	3
Birganbigil	Year 11	M	3
Birganbigil	Year 12	F	9
Birganbigil	Year 12	M	8
Birmingham Gardens	Did not go to school	F	7
Birmingham Gardens	Did not go to school	M	12
Birmingham Gardens	Year 8	F	43
Birmingham Gardens	Year 8	M	46
Birmingham Gardens	Year 9	F	82
Birmingham Gardens	Year 9	M	60
Birmingham Gardens	Year 10	F	178
Birmingham Gardens	Year 10	M	215
Birmingham Gardens	Year 11	F	45
Birmingham Gardens	Year 11	M	45
Birmingham Gardens	Year 12	F	530
Birmingham Gardens	Year 12	M	621
Birriwa	Year 8	F	3
Birriwa	Year 8	M	4
Birriwa	Year 9	M	3
Birriwa	Year 10	F	11
Birriwa	Year 10	M	7
Birriwa	Year 12	F	4
Birrong	Did not go to school	F	45
Birrong	Did not go to school	M	23
Birrong	Year 8	F	89
Birrong	Year 8	M	73
Birrong	Year 9	F	75
Birrong	Year 9	M	65
Birrong	Year 10	F	220
Birrong	Year 10	M	233
Birrong	Year 11	F	68
Birrong	Year 11	M	63
Birrong	Year 12	F	710
Birrong	Year 12	M	666
Bishops Bridge	Year 8	F	8
Bishops Bridge	Year 8	M	8
Bishops Bridge	Year 9	F	7
Bishops Bridge	Year 9	M	11
Bishops Bridge	Year 10	F	28
Bishops Bridge	Year 10	M	36
Bishops Bridge	Year 11	F	11
Bishops Bridge	Year 12	F	27
Bishops Bridge	Year 12	M	39
Bithramere	Year 8	F	3
Bithramere	Year 8	M	3
Bithramere	Year 9	F	3
Bithramere	Year 9	M	3
Bithramere	Year 10	F	20
Bithramere	Year 10	M	28
Bithramere	Year 11	F	4
Bithramere	Year 11	M	3
Bithramere	Year 12	F	36
Bithramere	Year 12	M	29
Black Creek (Port Macquarie-Hastings - NSW)	Year 9	M	3
Black Creek (Port Macquarie-Hastings - NSW)	Year 10	F	10
Black Creek (Port Macquarie-Hastings - NSW)	Year 10	M	7
Black Creek (Port Macquarie-Hastings - NSW)	Year 11	F	3
Black Creek (Port Macquarie-Hastings - NSW)	Year 12	F	9
Black Creek (Port Macquarie-Hastings - NSW)	Year 12	M	8
Black Creek (Snowy Valleys - NSW)	Year 10	F	3
Black Creek (Snowy Valleys - NSW)	Year 10	M	3
Black Head	Year 8	F	18
Black Head	Year 8	M	16
Black Head	Year 9	F	44
Black Head	Year 9	M	32
Black Head	Year 10	F	146
Black Head	Year 10	M	129
Black Head	Year 11	F	29
Black Head	Year 11	M	17
Black Head	Year 12	F	156
Black Head	Year 12	M	138
Black Hill (NSW)	Year 8	F	3
Black Hill (NSW)	Year 8	M	12
Black Hill (NSW)	Year 9	F	24
Black Hill (NSW)	Year 9	M	16
Black Hill (NSW)	Year 10	F	74
Black Hill (NSW)	Year 10	M	64
Black Hill (NSW)	Year 11	F	19
Black Hill (NSW)	Year 11	M	11
Black Hill (NSW)	Year 12	F	98
Black Hill (NSW)	Year 12	M	85
Black Hollow	Year 9	M	3
Black Hollow	Year 10	F	3
Black Hollow	Year 10	M	3
Black Hollow	Year 12	F	3
Black Hollow	Year 12	M	4
Black Mountain (NSW)	Year 8	F	3
Black Mountain (NSW)	Year 8	M	6
Black Mountain (NSW)	Year 9	F	5
Black Mountain (NSW)	Year 9	M	3
Black Mountain (NSW)	Year 10	F	18
Black Mountain (NSW)	Year 10	M	25
Black Mountain (NSW)	Year 11	F	3
Black Mountain (NSW)	Year 11	M	10
Black Mountain (NSW)	Year 12	F	74
Black Mountain (NSW)	Year 12	M	71
Black Range (NSW)	Year 8	F	3
Black Range (NSW)	Year 8	M	4
Black Range (NSW)	Year 10	F	18
Black Range (NSW)	Year 10	M	33
Black Range (NSW)	Year 11	F	4
Black Range (NSW)	Year 11	M	6
Black Range (NSW)	Year 12	F	30
Black Range (NSW)	Year 12	M	19
Black Springs (NSW)	Year 8	F	6
Black Springs (NSW)	Year 8	M	12
Black Springs (NSW)	Year 9	F	5
Black Springs (NSW)	Year 9	M	3
Black Springs (NSW)	Year 10	F	32
Black Springs (NSW)	Year 10	M	39
Black Springs (NSW)	Year 11	F	3
Black Springs (NSW)	Year 11	M	6
Black Springs (NSW)	Year 12	F	29
Black Springs (NSW)	Year 12	M	18
Blackalls Park	Did not go to school	F	6
Blackalls Park	Did not go to school	M	7
Blackalls Park	Year 8	F	49
Blackalls Park	Year 8	M	63
Blackalls Park	Year 9	F	156
Blackalls Park	Year 9	M	137
Blackalls Park	Year 10	F	390
Blackalls Park	Year 10	M	379
Blackalls Park	Year 11	F	77
Blackalls Park	Year 11	M	91
Blackalls Park	Year 12	F	435
Blackalls Park	Year 12	M	345
Blackbutt (NSW)	Did not go to school	F	16
Blackbutt (NSW)	Did not go to school	M	9
Blackbutt (NSW)	Year 8	F	75
Blackbutt (NSW)	Year 8	M	75
Blackbutt (NSW)	Year 9	F	120
Blackbutt (NSW)	Year 9	M	102
Blackbutt (NSW)	Year 10	F	486
Blackbutt (NSW)	Year 10	M	404
Blackbutt (NSW)	Year 11	F	111
Blackbutt (NSW)	Year 11	M	101
Blackbutt (NSW)	Year 12	F	562
Blackbutt (NSW)	Year 12	M	503
Blackett	Did not go to school	F	20
Blackett	Did not go to school	M	14
Blackett	Year 8	F	111
Blackett	Year 8	M	92
Blackett	Year 9	F	141
Blackett	Year 9	M	138
Blackett	Year 10	F	346
Blackett	Year 10	M	317
Blackett	Year 11	F	96
Blackett	Year 11	M	109
Blackett	Year 12	F	463
Blackett	Year 12	M	369
Blackheath	Did not go to school	F	11
Blackheath	Did not go to school	M	3
Blackheath	Year 8	F	53
Blackheath	Year 8	M	46
Blackheath	Year 9	F	115
Blackheath	Year 9	M	105
Blackheath	Year 10	F	428
Blackheath	Year 10	M	396
Blackheath	Year 11	F	109
Blackheath	Year 11	M	106
Blackheath	Year 12	F	1099
Blackheath	Year 12	M	962
Blackmans Flat	Year 10	F	4
Blackmans Flat	Year 10	M	6
Blackmans Flat	Year 12	F	5
Blackmans Flat	Year 12	M	3
Blackmans Point	Year 8	M	8
Blackmans Point	Year 9	F	5
Blackmans Point	Year 9	M	9
Blackmans Point	Year 10	F	26
Blackmans Point	Year 10	M	33
Blackmans Point	Year 11	M	10
Blackmans Point	Year 12	F	25
Blackmans Point	Year 12	M	24
Blacksmiths	Did not go to school	F	3
Blacksmiths	Did not go to school	M	3
Blacksmiths	Year 8	F	50
Blacksmiths	Year 8	M	42
Blacksmiths	Year 9	F	113
Blacksmiths	Year 9	M	106
Blacksmiths	Year 10	F	269
Blacksmiths	Year 10	M	312
Blacksmiths	Year 11	F	57
Blacksmiths	Year 11	M	48
Blacksmiths	Year 12	F	234
Blacksmiths	Year 12	M	223
Blacktown	Did not go to school	F	355
Blacktown	Did not go to school	M	257
Blacktown	Year 8	F	1141
Blacktown	Year 8	M	927
Blacktown	Year 9	F	1042
Blacktown	Year 9	M	1009
Blacktown	Year 10	F	3358
Blacktown	Year 10	M	3614
Blacktown	Year 11	F	950
Blacktown	Year 11	M	1054
Blacktown	Year 12	F	10453
Blacktown	Year 12	M	10626
Blackville	Year 8	M	3
Blackville	Year 9	M	3
Blackville	Year 10	F	9
Blackville	Year 10	M	8
Blackville	Year 11	F	7
Blackville	Year 12	F	22
Blackville	Year 12	M	17
Blackwall (NSW)	Did not go to school	F	3
Blackwall (NSW)	Year 8	F	41
Blackwall (NSW)	Year 8	M	35
Blackwall (NSW)	Year 9	F	71
Blackwall (NSW)	Year 9	M	71
Blackwall (NSW)	Year 10	F	261
Blackwall (NSW)	Year 10	M	236
Blackwall (NSW)	Year 11	F	49
Blackwall (NSW)	Year 11	M	65
Blackwall (NSW)	Year 12	F	323
Blackwall (NSW)	Year 12	M	282
Blair Athol (NSW)	Did not go to school	F	16
Blair Athol (NSW)	Did not go to school	M	9
Blair Athol (NSW)	Year 8	F	27
Blair Athol (NSW)	Year 8	M	29
Blair Athol (NSW)	Year 9	F	52
Blair Athol (NSW)	Year 9	M	55
Blair Athol (NSW)	Year 10	F	180
Blair Athol (NSW)	Year 10	M	185
Blair Athol (NSW)	Year 11	F	76
Blair Athol (NSW)	Year 11	M	80
Blair Athol (NSW)	Year 12	F	753
Blair Athol (NSW)	Year 12	M	704
Blairmount	Did not go to school	F	3
Blairmount	Did not go to school	M	5
Blairmount	Year 8	F	4
Blairmount	Year 8	M	11
Blairmount	Year 9	F	10
Blairmount	Year 9	M	11
Blairmount	Year 10	F	32
Blairmount	Year 10	M	33
Blairmount	Year 11	F	11
Blairmount	Year 11	M	19
Blairmount	Year 12	F	80
Blairmount	Year 12	M	71
Blakebrook	Year 8	F	4
Blakebrook	Year 8	M	11
Blakebrook	Year 9	F	7
Blakebrook	Year 9	M	6
Blakebrook	Year 10	F	23
Blakebrook	Year 10	M	20
Blakebrook	Year 11	F	5
Blakebrook	Year 11	M	3
Blakebrook	Year 12	F	14
Blakebrook	Year 12	M	12
Blakehurst	Did not go to school	F	38
Blakehurst	Did not go to school	M	23
Blakehurst	Year 8	F	129
Blakehurst	Year 8	M	88
Blakehurst	Year 9	F	117
Blakehurst	Year 9	M	99
Blakehurst	Year 10	F	433
Blakehurst	Year 10	M	378
Blakehurst	Year 11	F	139
Blakehurst	Year 11	M	140
Blakehurst	Year 12	F	1618
Blakehurst	Year 12	M	1611
Blakney Creek	Year 8	M	4
Blakney Creek	Year 9	M	3
Blakney Creek	Year 10	F	4
Blakney Creek	Year 10	M	11
Blakney Creek	Year 12	F	14
Blakney Creek	Year 12	M	9
Bland	Year 9	F	3
Bland	Year 9	M	4
Bland	Year 10	M	8
Bland	Year 12	F	5
Bland	Year 12	M	4
Blandford	Year 8	F	3
Blandford	Year 8	M	8
Blandford	Year 9	F	8
Blandford	Year 9	M	9
Blandford	Year 10	F	23
Blandford	Year 10	M	31
Blandford	Year 11	F	9
Blandford	Year 11	M	4
Blandford	Year 12	F	35
Blandford	Year 12	M	23
Blaxland (NSW)	Did not go to school	F	4
Blaxland (NSW)	Did not go to school	M	3
Blaxland (NSW)	Year 8	F	56
Blaxland (NSW)	Year 8	M	59
Blaxland (NSW)	Year 9	F	169
Blaxland (NSW)	Year 9	M	170
Blaxland (NSW)	Year 10	F	806
Blaxland (NSW)	Year 10	M	754
Blaxland (NSW)	Year 11	F	192
Blaxland (NSW)	Year 11	M	189
Blaxland (NSW)	Year 12	F	1737
Blaxland (NSW)	Year 12	M	1543
Blaxlands Creek	Year 8	F	3
Blaxlands Creek	Year 8	M	4
Blaxlands Creek	Year 9	F	4
Blaxlands Creek	Year 10	F	23
Blaxlands Creek	Year 10	M	14
Blaxlands Creek	Year 11	F	7
Blaxlands Creek	Year 11	M	5
Blaxlands Creek	Year 12	F	19
Blaxlands Creek	Year 12	M	24
Blaxlands Ridge	Year 9	F	9
Blaxlands Ridge	Year 9	M	17
Blaxlands Ridge	Year 10	F	64
Blaxlands Ridge	Year 10	M	78
Blaxlands Ridge	Year 11	F	6
Blaxlands Ridge	Year 11	M	7
Blaxlands Ridge	Year 12	F	84
Blaxlands Ridge	Year 12	M	74
Blayney	Did not go to school	F	3
Blayney	Did not go to school	M	5
Blayney	Year 8	F	96
Blayney	Year 8	M	97
Blayney	Year 9	F	137
Blayney	Year 9	M	147
Blayney	Year 10	F	457
Blayney	Year 10	M	476
Blayney	Year 11	F	94
Blayney	Year 11	M	93
Blayney	Year 12	F	452
Blayney	Year 12	M	339
Bligh Park	Did not go to school	F	3
Bligh Park	Did not go to school	M	4
Bligh Park	Year 8	F	76
Bligh Park	Year 8	M	73
Bligh Park	Year 9	F	197
Bligh Park	Year 9	M	201
Bligh Park	Year 10	F	832
Bligh Park	Year 10	M	880
Bligh Park	Year 11	F	209
Bligh Park	Year 11	M	181
Bligh Park	Year 12	F	1111
Bligh Park	Year 12	M	850
Blighty	Year 8	M	3
Blighty	Year 9	F	3
Blighty	Year 9	M	4
Blighty	Year 10	F	7
Blighty	Year 10	M	22
Blighty	Year 11	M	12
Blighty	Year 12	F	22
