SSC_NAME16	MaxSchoolingCompleted	Sex	persons
Albion Park Rail	Year 9	M	298
Albion Park Rail	Year 10	F	1014
Albion Park Rail	Year 10	M	1019
Albion Park Rail	Year 11	F	219
Albion Park Rail	Year 11	M	216
Albion Park Rail	Year 12	F	853
Albion Park Rail	Year 12	M	776
Albury	Did not go to school	F	13
Albury	Did not go to school	M	4
Albury	Year 8	F	77
Albury	Year 8	M	70
Albury	Year 9	F	82
Albury	Year 9	M	109
Albury	Year 10	F	367
Albury	Year 10	M	325
Albury	Year 11	F	216
Albury	Year 11	M	190
Albury	Year 12	F	1145
Albury	Year 12	M	1007
Aldavilla	Year 8	F	16
Aldavilla	Year 8	M	22
Aldavilla	Year 9	F	26
Aldavilla	Year 9	M	39
Aldavilla	Year 10	F	118
Aldavilla	Year 10	M	107
Aldavilla	Year 11	F	16
Aldavilla	Year 11	M	16
Aldavilla	Year 12	F	86
Aldavilla	Year 12	M	92
Alectown	Year 8	F	6
Alectown	Year 8	M	8
Alectown	Year 9	F	8
Alectown	Year 9	M	5
Alectown	Year 10	F	18
Alectown	Year 10	M	21
Alectown	Year 11	F	3
Alectown	Year 11	M	4
Alectown	Year 12	F	34
Alectown	Year 12	M	28
Alexandria	Did not go to school	F	23
Alexandria	Did not go to school	M	10
Alexandria	Year 8	F	41
Alexandria	Year 8	M	34
Alexandria	Year 9	F	40
Alexandria	Year 9	M	42
Alexandria	Year 10	F	234
Alexandria	Year 10	M	286
Alexandria	Year 11	F	95
Alexandria	Year 11	M	148
Alexandria	Year 12	F	2860
Alexandria	Year 12	M	2931
Alfords Point	Did not go to school	F	16
Alfords Point	Did not go to school	M	8
Alfords Point	Year 8	F	42
Alfords Point	Year 8	M	39
Alfords Point	Year 9	F	63
Alfords Point	Year 9	M	50
Alfords Point	Year 10	F	298
Alfords Point	Year 10	M	264
Alfords Point	Year 11	F	61
Alfords Point	Year 11	M	72
Alfords Point	Year 12	F	792
Alfords Point	Year 12	M	789
Alfredtown	Year 9	M	4
Alfredtown	Year 10	F	9
Alfredtown	Year 10	M	10
Alfredtown	Year 11	F	6
Alfredtown	Year 11	M	4
Alfredtown	Year 12	F	18
Alfredtown	Year 12	M	14
Alice	Year 10	F	3
Alice	Year 10	M	3
Alison (Central Coast - NSW)	Year 9	M	5
Alison (Central Coast - NSW)	Year 10	F	20
Alison (Central Coast - NSW)	Year 10	M	16
Alison (Central Coast - NSW)	Year 12	F	14
Alison (Central Coast - NSW)	Year 12	M	10
Alison (Dungog - NSW)	Year 10	F	6
Alison (Dungog - NSW)	Year 10	M	14
Alison (Dungog - NSW)	Year 11	F	4
Alison (Dungog - NSW)	Year 12	F	17
Alison (Dungog - NSW)	Year 12	M	15
Allambie Heights	Did not go to school	F	15
Allambie Heights	Did not go to school	M	23
Allambie Heights	Year 8	F	78
Allambie Heights	Year 8	M	75
Allambie Heights	Year 9	F	141
Allambie Heights	Year 9	M	128
Allambie Heights	Year 10	F	571
Allambie Heights	Year 10	M	504
Allambie Heights	Year 11	F	139
Allambie Heights	Year 11	M	161
Allambie Heights	Year 12	F	1707
Allambie Heights	Year 12	M	1582
Allandale (NSW)	Year 8	M	3
Allandale (NSW)	Year 9	F	3
Allandale (NSW)	Year 10	F	13
Allandale (NSW)	Year 10	M	17
Allandale (NSW)	Year 12	F	8
Allandale (NSW)	Year 12	M	10
Allawah	Did not go to school	F	49
Allawah	Did not go to school	M	29
Allawah	Year 8	F	94
Allawah	Year 8	M	56
Allawah	Year 9	F	90
Allawah	Year 9	M	73
Allawah	Year 10	F	260
Allawah	Year 10	M	245
Allawah	Year 11	F	90
Allawah	Year 11	M	106
Allawah	Year 12	F	1747
Allawah	Year 12	M	1757
Alleena	Year 8	M	3
Alleena	Year 9	F	4
Alleena	Year 10	F	3
Alleena	Year 10	M	3
Alleena	Year 11	F	3
Alleena	Year 12	F	9
Alleena	Year 12	M	6
Allgomera	Did not go to school	M	3
Allgomera	Year 8	F	5
Allgomera	Year 8	M	3
Allgomera	Year 9	F	7
Allgomera	Year 9	M	5
Allgomera	Year 10	F	24
Allgomera	Year 10	M	22
Allgomera	Year 11	F	6
Allgomera	Year 11	M	5
Allgomera	Year 12	F	20
Allgomera	Year 12	M	6
Allworth	Year 8	M	8
Allworth	Year 9	F	5
Allworth	Year 9	M	9
Allworth	Year 10	F	30
Allworth	Year 10	M	32
Allworth	Year 11	M	3
Allworth	Year 12	F	15
Allworth	Year 12	M	12
Allynbrook	Year 9	F	7
Allynbrook	Year 9	M	4
Allynbrook	Year 10	F	11
Allynbrook	Year 10	M	12
Allynbrook	Year 11	M	3
Allynbrook	Year 12	F	14
Allynbrook	Year 12	M	10
Alma Park	Year 8	M	3
Alma Park	Year 10	F	4
Alma Park	Year 10	M	7
Alma Park	Year 11	F	4
Alma Park	Year 12	F	8
Alma Park	Year 12	M	11
Alpine	Year 8	F	3
Alpine	Year 9	F	4
Alpine	Year 9	M	4
Alpine	Year 10	F	4
Alpine	Year 10	M	13
Alpine	Year 11	F	3
Alpine	Year 11	M	3
Alpine	Year 12	F	30
Alpine	Year 12	M	25
Alstonvale	Year 8	F	5
Alstonvale	Year 8	M	6
Alstonvale	Year 9	F	14
Alstonvale	Year 9	M	11
Alstonvale	Year 10	F	48
Alstonvale	Year 10	M	47
Alstonvale	Year 11	F	12
Alstonvale	Year 11	M	19
Alstonvale	Year 12	F	100
Alstonvale	Year 12	M	90
Alstonville	Did not go to school	F	3
Alstonville	Did not go to school	M	8
Alstonville	Year 8	F	186
Alstonville	Year 8	M	131
Alstonville	Year 9	F	237
Alstonville	Year 9	M	182
Alstonville	Year 10	F	809
Alstonville	Year 10	M	626
Alstonville	Year 11	F	164
Alstonville	Year 11	M	138
Alstonville	Year 12	F	1029
Alstonville	Year 12	M	865
Alumy Creek	Year 9	F	10
Alumy Creek	Year 9	M	3
Alumy Creek	Year 10	F	20
Alumy Creek	Year 10	M	16
Alumy Creek	Year 12	F	5
Alumy Creek	Year 12	M	7
Amaroo (NSW)	Year 12	F	13
Amaroo (NSW)	Year 12	M	13
Ambarvale	Did not go to school	F	22
Ambarvale	Did not go to school	M	18
Ambarvale	Year 8	F	155
Ambarvale	Year 8	M	130
Ambarvale	Year 9	F	257
Ambarvale	Year 9	M	231
Ambarvale	Year 10	F	824
Ambarvale	Year 10	M	787
Ambarvale	Year 11	F	231
Ambarvale	Year 11	M	191
Ambarvale	Year 12	F	1188
Ambarvale	Year 12	M	1104
Amosfield	Year 10	F	3
Amosfield	Year 10	M	3
Amosfield	Year 11	F	3
Amosfield	Year 11	M	3
Amosfield	Year 12	F	10
Amosfield	Year 12	M	4
Anabranch North	Year 12	F	3
Anabranch South	Year 10	F	3
Anabranch South	Year 10	M	8
Anabranch South	Year 12	F	8
Anabranch South	Year 12	M	6
Anambah	Year 10	F	3
Anambah	Year 10	M	4
Anambah	Year 12	F	3
Ando	Year 8	M	4
Ando	Year 9	F	5
Ando	Year 9	M	3
Ando	Year 10	F	10
Ando	Year 10	M	12
Ando	Year 11	F	3
Ando	Year 11	M	3
Ando	Year 12	F	12
Ando	Year 12	M	8
Anembo	Year 10	F	7
Anembo	Year 10	M	6
Anembo	Year 11	F	3
Anembo	Year 12	F	14
Anembo	Year 12	M	12
Angledale	Year 8	M	3
Angledale	Year 9	F	12
Angledale	Year 9	M	8
Angledale	Year 10	F	21
Angledale	Year 10	M	27
Angledale	Year 11	M	9
Angledale	Year 12	F	19
Angledale	Year 12	M	19
Angledool	Year 9	F	4
Angledool	Year 9	M	3
Angledool	Year 10	F	7
Angledool	Year 10	M	4
Angledool	Year 11	F	4
Angledool	Year 11	M	3
Angledool	Year 12	F	3
Angledool	Year 12	M	5
Anglers Reach	Year 8	M	3
Anglers Reach	Year 9	F	3
Anglers Reach	Year 9	M	5
Anglers Reach	Year 10	F	12
Anglers Reach	Year 10	M	3
Anglers Reach	Year 12	F	8
Anglers Reach	Year 12	M	16
Angourie	Year 8	F	3
Angourie	Year 8	M	5
Angourie	Year 9	F	5
Angourie	Year 9	M	6
Angourie	Year 10	F	17
Angourie	Year 10	M	18
Angourie	Year 11	F	4
Angourie	Year 11	M	3
Angourie	Year 12	F	57
Angourie	Year 12	M	52
Anna Bay	Did not go to school	F	4
Anna Bay	Did not go to school	M	3
Anna Bay	Year 8	F	72
Anna Bay	Year 8	M	68
Anna Bay	Year 9	F	155
Anna Bay	Year 9	M	178
Anna Bay	Year 10	F	570
Anna Bay	Year 10	M	493
Anna Bay	Year 11	F	144
Anna Bay	Year 11	M	143
Anna Bay	Year 12	F	509
Anna Bay	Year 12	M	476
Annandale (NSW)	Did not go to school	F	12
Annandale (NSW)	Did not go to school	M	13
Annandale (NSW)	Year 8	F	71
Annandale (NSW)	Year 8	M	67
Annandale (NSW)	Year 9	F	98
Annandale (NSW)	Year 9	M	92
Annandale (NSW)	Year 10	F	353
Annandale (NSW)	Year 10	M	370
Annandale (NSW)	Year 11	F	121
Annandale (NSW)	Year 11	M	131
Annandale (NSW)	Year 12	F	3160
Annandale (NSW)	Year 12	M	2721
Annangrove	Did not go to school	M	3
Annangrove	Year 8	F	20
Annangrove	Year 8	M	13
Annangrove	Year 9	F	37
Annangrove	Year 9	M	50
Annangrove	Year 10	F	154
Annangrove	Year 10	M	182
Annangrove	Year 11	F	37
Annangrove	Year 11	M	41
Annangrove	Year 12	F	285
Annangrove	Year 12	M	280
Appin (NSW)	Did not go to school	F	4
Appin (NSW)	Did not go to school	M	6
Appin (NSW)	Year 8	F	27
Appin (NSW)	Year 8	M	30
Appin (NSW)	Year 9	F	78
Appin (NSW)	Year 9	M	86
Appin (NSW)	Year 10	F	312
Appin (NSW)	Year 10	M	406
Appin (NSW)	Year 11	F	68
Appin (NSW)	Year 11	M	69
Appin (NSW)	Year 12	F	435
Appin (NSW)	Year 12	M	313
Apple Tree Flat	Year 10	F	7
Apple Tree Flat	Year 10	M	4
Apple Tree Flat	Year 12	F	6
Apple Tree Flat	Year 12	M	3
Appleby	Year 8	M	3
Appleby	Year 9	F	3
Appleby	Year 10	M	4
Appleby	Year 11	M	3
Appleby	Year 12	F	4
Appleby	Year 12	M	4
Appletree Flat	Year 9	M	3
Appletree Flat	Year 12	M	3
Apsley (NSW)	Year 8	F	3
Apsley (NSW)	Year 9	M	10
Apsley (NSW)	Year 10	F	19
Apsley (NSW)	Year 10	M	11
Apsley (NSW)	Year 11	M	3
Apsley (NSW)	Year 12	F	17
Apsley (NSW)	Year 12	M	17
Arable	Year 9	M	4
Arable	Year 12	F	3
Arable	Year 12	M	3
Arakoon	Year 8	F	4
Arakoon	Year 8	M	5
Arakoon	Year 9	F	11
Arakoon	Year 9	M	22
Arakoon	Year 10	F	72
Arakoon	Year 10	M	77
Arakoon	Year 11	F	11
Arakoon	Year 11	M	17
Arakoon	Year 12	F	70
Arakoon	Year 12	M	63
Araluen (NSW)	Year 8	M	5
Araluen (NSW)	Year 9	F	8
Araluen (NSW)	Year 9	M	7
Araluen (NSW)	Year 10	F	16
Araluen (NSW)	Year 10	M	29
Araluen (NSW)	Year 11	F	4
Araluen (NSW)	Year 11	M	3
Araluen (NSW)	Year 12	F	28
Araluen (NSW)	Year 12	M	20
Arcadia (NSW)	Did not go to school	M	3
Arcadia (NSW)	Year 8	F	11
Arcadia (NSW)	Year 8	M	11
Arcadia (NSW)	Year 9	F	28
Arcadia (NSW)	Year 9	M	37
Arcadia (NSW)	Year 10	F	119
Arcadia (NSW)	Year 10	M	136
Arcadia (NSW)	Year 11	F	35
Arcadia (NSW)	Year 11	M	32
Arcadia (NSW)	Year 12	F	343
Arcadia (NSW)	Year 12	M	303
Arcadia Vale	Year 8	F	26
Arcadia Vale	Year 8	M	29
Arcadia Vale	Year 9	F	54
Arcadia Vale	Year 9	M	54
Arcadia Vale	Year 10	F	190
Arcadia Vale	Year 10	M	203
Arcadia Vale	Year 11	F	43
Arcadia Vale	Year 11	M	41
Arcadia Vale	Year 12	F	204
Arcadia Vale	Year 12	M	203
Ardglen	Year 10	F	7
Ardglen	Year 10	M	4
Ardglen	Year 11	M	5
Ardglen	Year 12	F	3
Arding	Year 8	F	3
Arding	Year 8	M	6
Arding	Year 9	F	3
Arding	Year 9	M	7
Arding	Year 10	F	15
Arding	Year 10	M	13
Arding	Year 11	F	8
Arding	Year 11	M	11
Arding	Year 12	F	40
Arding	Year 12	M	37
Ardlethan	Year 8	F	12
Ardlethan	Year 8	M	29
Ardlethan	Year 9	F	29
Ardlethan	Year 9	M	34
Ardlethan	Year 10	F	60
Ardlethan	Year 10	M	78
Ardlethan	Year 11	F	15
Ardlethan	Year 11	M	9
Ardlethan	Year 12	F	60
Ardlethan	Year 12	M	51
Argalong	Year 9	M	4
Argalong	Year 10	F	3
Argalong	Year 10	M	9
Argalong	Year 11	M	3
Argalong	Year 12	F	11
Argenton	Year 8	F	43
Argenton	Year 8	M	59
Argenton	Year 9	F	88
Argenton	Year 9	M	80
Argenton	Year 10	F	184
Argenton	Year 10	M	195
Argenton	Year 11	F	30
Argenton	Year 11	M	40
Argenton	Year 12	F	158
Argenton	Year 12	M	127
Argents Hill	Year 8	F	3
Argents Hill	Year 8	M	10
Argents Hill	Year 9	F	9
Argents Hill	Year 9	M	13
Argents Hill	Year 10	F	28
Argents Hill	Year 10	M	44
Argents Hill	Year 11	F	7
Argents Hill	Year 11	M	4
Argents Hill	Year 12	F	18
Argents Hill	Year 12	M	22
Argoon (NSW)	Year 12	F	3
Argoon (NSW)	Year 12	M	3
Ariah Park	Year 8	F	17
Ariah Park	Year 8	M	20
Ariah Park	Year 9	F	21
Ariah Park	Year 9	M	25
Ariah Park	Year 10	F	55
Ariah Park	Year 10	M	71
Ariah Park	Year 11	F	12
Ariah Park	Year 11	M	18
Ariah Park	Year 12	F	65
Ariah Park	Year 12	M	48
Arkell	Year 8	M	3
Arkell	Year 10	F	4
Arkell	Year 10	M	7
Arkell	Year 12	F	4
Arkell	Year 12	M	9
Arkstone	Year 10	F	3
Arkstone	Year 10	M	6
Armatree	Year 8	F	7
Armatree	Year 9	F	7
Armatree	Year 9	M	5
Armatree	Year 10	F	5
Armatree	Year 10	M	18
Armatree	Year 11	F	3
Armatree	Year 11	M	4
Armatree	Year 12	F	26
Armatree	Year 12	M	18
Armidale	Did not go to school	F	31
Armidale	Did not go to school	M	30
Armidale	Year 8	F	409
Armidale	Year 8	M	380
Armidale	Year 9	F	634
Armidale	Year 9	M	589
Armidale	Year 10	F	1898
Armidale	Year 10	M	1840
Armidale	Year 11	F	577
Armidale	Year 11	M	544
Armidale	Year 12	F	5647
Armidale	Year 12	M	4852
Arncliffe	Did not go to school	F	149
Arncliffe	Did not go to school	M	89
Arncliffe	Year 8	F	295
Arncliffe	Year 8	M	236
Arncliffe	Year 9	F	149
Arncliffe	Year 9	M	145
Arncliffe	Year 10	F	584
Arncliffe	Year 10	M	653
Arncliffe	Year 11	F	173
Arncliffe	Year 11	M	246
Arncliffe	Year 12	F	2742
Arncliffe	Year 12	M	2717
Arndell Park	Year 8	M	4
Arndell Park	Year 10	M	6
Arndell Park	Year 11	M	3
Arndell Park	Year 12	M	3
Arrawarra	Did not go to school	M	3
Arrawarra	Year 8	F	15
Arrawarra	Year 8	M	15
Arrawarra	Year 9	F	39
Arrawarra	Year 9	M	39
Arrawarra	Year 10	F	75
Arrawarra	Year 10	M	66
Arrawarra	Year 11	F	15
Arrawarra	Year 11	M	16
Arrawarra	Year 12	F	64
Arrawarra	Year 12	M	51
Arrawarra Headland	Year 8	F	7
Arrawarra Headland	Year 8	M	3
Arrawarra Headland	Year 9	F	20
Arrawarra Headland	Year 9	M	10
Arrawarra Headland	Year 10	F	61
Arrawarra Headland	Year 10	M	69
Arrawarra Headland	Year 11	F	20
Arrawarra Headland	Year 11	M	14
Arrawarra Headland	Year 12	F	108
Arrawarra Headland	Year 12	M	105
Artarmon	Did not go to school	F	32
Artarmon	Did not go to school	M	17
Artarmon	Year 8	F	62
Artarmon	Year 8	M	45
Artarmon	Year 9	F	85
Artarmon	Year 9	M	65
Artarmon	Year 10	F	263
Artarmon	Year 10	M	237
Artarmon	Year 11	F	120
Artarmon	Year 11	M	126
Artarmon	Year 12	F	3183
Artarmon	Year 12	M	2962
Arthurville	Year 9	M	3
Arthurville	Year 10	F	3
Arthurville	Year 10	M	3
Arthurville	Year 11	F	3
Arthurville	Year 12	F	8
Arthurville	Year 12	M	6
Arumpo	Year 8	M	3
Arumpo	Year 9	M	4
Arumpo	Year 10	M	5
Arumpo	Year 11	F	8
Arumpo	Year 12	F	3
Arumpo	Year 12	M	3
Ashbury	Did not go to school	F	25
Ashbury	Did not go to school	M	10
Ashbury	Year 8	F	105
Ashbury	Year 8	M	106
Ashbury	Year 9	F	55
Ashbury	Year 9	M	51
Ashbury	Year 10	F	203
Ashbury	Year 10	M	239
Ashbury	Year 11	F	44
Ashbury	Year 11	M	74
Ashbury	Year 12	F	869
Ashbury	Year 12	M	761
Ashby (NSW)	Year 8	F	3
Ashby (NSW)	Year 8	M	12
Ashby (NSW)	Year 9	F	13
Ashby (NSW)	Year 9	M	19
Ashby (NSW)	Year 10	F	46
Ashby (NSW)	Year 10	M	43
Ashby (NSW)	Year 11	F	18
Ashby (NSW)	Year 11	M	10
Ashby (NSW)	Year 12	F	56
Ashby (NSW)	Year 12	M	53
Ashby Heights	Year 8	F	3
Ashby Heights	Year 8	M	3
Ashby Heights	Year 9	F	9
Ashby Heights	Year 9	M	4
Ashby Heights	Year 10	F	32
Ashby Heights	Year 10	M	44
Ashby Heights	Year 11	F	9
Ashby Heights	Year 11	M	4
Ashby Heights	Year 12	F	37
Ashby Heights	Year 12	M	34
Ashby Island	Year 10	F	3
Ashby Island	Year 10	M	5
Ashby Island	Year 12	F	3
Ashcroft	Did not go to school	F	73
Ashcroft	Did not go to school	M	48
Ashcroft	Year 8	F	118
Ashcroft	Year 8	M	118
Ashcroft	Year 9	F	137
Ashcroft	Year 9	M	119
Ashcroft	Year 10	F	274
Ashcroft	Year 10	M	287
Ashcroft	Year 11	F	80
Ashcroft	Year 11	M	81
Ashcroft	Year 12	F	470
Ashcroft	Year 12	M	458
Ashfield (NSW)	Did not go to school	F	196
Ashfield (NSW)	Did not go to school	M	144
Ashfield (NSW)	Year 8	F	525
Ashfield (NSW)	Year 8	M	381
Ashfield (NSW)	Year 9	F	323
Ashfield (NSW)	Year 9	M	256
Ashfield (NSW)	Year 10	F	895
Ashfield (NSW)	Year 10	M	952
Ashfield (NSW)	Year 11	F	315
Ashfield (NSW)	Year 11	M	337
Ashfield (NSW)	Year 12	F	7451
Ashfield (NSW)	Year 12	M	7399
Ashford (NSW)	Did not go to school	F	3
Ashford (NSW)	Year 8	F	33
Ashford (NSW)	Year 8	M	41
Ashford (NSW)	Year 9	F	16
Ashford (NSW)	Year 9	M	35
Ashford (NSW)	Year 10	F	86
Ashford (NSW)	Year 10	M	92
Ashford (NSW)	Year 11	F	19
Ashford (NSW)	Year 11	M	20
Ashford (NSW)	Year 12	F	69
Ashford (NSW)	Year 12	M	55
Ashley	Year 8	F	3
Ashley	Year 8	M	8
Ashley	Year 9	F	12
Ashley	Year 9	M	17
Ashley	Year 10	F	39
Ashley	Year 10	M	43
Ashley	Year 11	F	5
Ashley	Year 11	M	7
Ashley	Year 12	F	50
Ashley	Year 12	M	39
Ashmont	Did not go to school	F	11
Ashmont	Did not go to school	M	13
Ashmont	Year 8	F	122
Ashmont	Year 8	M	124
Ashmont	Year 9	F	196
Ashmont	Year 9	M	198
Ashmont	Year 10	F	501
Ashmont	Year 10	M	472
Ashmont	Year 11	F	135
Ashmont	Year 11	M	93
Ashmont	Year 12	F	435
Ashmont	Year 12	M	321
Ashtonfield	Year 8	F	40
Ashtonfield	Year 8	M	61
Ashtonfield	Year 9	F	151
Ashtonfield	Year 9	M	115
Ashtonfield	Year 10	F	574
Ashtonfield	Year 10	M	552
Ashtonfield	Year 11	F	129
Ashtonfield	Year 11	M	142
Ashtonfield	Year 12	F	815
Ashtonfield	Year 12	M	746
